0100000008	Genesisy
1822140090	dia hatolotro eo an-tànan’ ny fahavalony sy eo an-tànan’ izay mitady ny ainy, ary ho fihinan’ ny voro-manidina sy ny bibi-dia ny fatiny.
18221500e5	Ary Zedekia, mpanjakan’ ny Joda, sy ny mpanapaka dia hatolotro eo an-tànan’ ny fahavalony sy eo an-tànan’ izay mitady ny ainy ary eo an-tànan’ ny miaramilan’ ny mpanjakan’ i Babylona, izay efa lasa niala taminareo.
18221600c8	Indro, handidy Aho, hoy Jehovah, ary hampivereniko ho amin’ ity tanàna ity ireo; ary hasiany ity ka ho afany, dia hodorany amin’ ny afo; ary ny tanànan’ ny Joda dia hofoanako tsy hisy mponina.
1823010091	Izao no teny tonga tamin’ i Jeremia avy tamin’ i Jehovah tamin’ ny andron’ i Joiakima, zanak’ i Josia, mpanjakan’ ny Joda, nanao hoe:
18230200ab	Mankanesa any amin’ ny taranak’ i Rekaba, ary mitenena aminy, dia ampidiro ao an-tranon’ i Jehovah, ao amin’ ny efi-trano anankiray, izy, ka omeo divay hosotroiny.
182303008e	Dia nalaiko Jazania, zanak’ i Jeremia, zanak’ i Habazinia, sy ny rahalahiny sy ny zanany rehetra mbamin’ ny taranak’ i Rekaba rehetra,
1823040125	ka nampidiriko ho ao amin’ ny tranon’ i Jehovah izy, dia tao amin’ ny efi-tranon’ ny taranak’ i Hanana zanak’ i Jigdalia, lehilahin’ Andriamanitra, izay ao anilan’ ny efi-tranon’ ny mpanapaka, ao ambonin’ ny efi-tranon’ i Mahaseia, zanak’ i Saloma, mpiandry varavarana.
182305007f	Ary norosoako kapoaka sy siny feno divay teo anoloan’ ny taranak’ i Rekaba ka nolazaiko taminy hoe: Misotroa divay ianareo.
18230600a6	Fa hoy kosa ireo: Tsy hisotro divay izahay; fa Jonadaba, zanak’ i Rekaba, razanay efa nafatra anay hoe: Aza mba misotro divay ianareo na ny taranakareo mandrakizay;
18230700dd	ary aza manao trano ianareo, na mamafy voan-javatra, na manao tanim-boaloboka, na mety hanana izany akory, fa lay no itoeronareo amin’ ny andronareo rehetra, mba ho ela velona ianareo amin’ ny tany izay ivahinianareo.
18230800e8	Dia nankatoavinay izany tenin’ i Jonadaba, zanak’ i Rekaba, razanay izany tamin’ izay rehetra nanafarany anay, mba tsy hisotro divay amin’ ny andronay rehetra, na izahay na ny vadinay, na ny zanakai-lahy, na ny zanakai-vavy;
1823090055	ary tsy hanao trano hitoeranay, na hanana tanimboly, na saha, na voan-javatra izahay;
18230a0056	fa efa nitoetra an-day izahay araka izay rehetra nanafaran’ i Jonadaba razanay anay.
18230b00e1	Fa raha nananika ny tany Nebokadnezara, mpanjakan’ i Babylona. Dia hoy izahay: Andeha isika hankany Jerosalema handositra ny miaramilan’ ny Kaldeana sy ny miaramilan’ ny Syriana, ka dia izany no itoerany eto Jerosalema.
18230c0037	Dia tonga tamin’ i Jeremia ny tenin’ i Jehovah hoe:
18230d00d0	Izao no lazain’ i Jehovah, Tompon’ ny maro, Andriamanitry ny Isiraely: Andeha, lazao amin’ ny Joda sy amin’ ny mponina any Jerosalema hoe: Tsy hino anatra hitandrina ny teniko va ianareo? hoy Jehovah.
18230e0104	To ny tenin’ i Jonadaba, zanak’ i Rekaba, izay nanafarany ny zanany tsy hisotro divay, fa tsy misotro tokoa izy mandraka androany, fa mahatana ny hafa-drazany, ary Izaho efa niteny taminareo, eny, nifoha maraina koa Aho ka niteny, nefa tsy nihaino ianareo.
18230f0177	Nirahiko taminareo koa ny mpaminany mpanompoko rehetra, eny, nifoha maraina koa Aho ka naniraka azy hanao hoe: Samia miala amin’ ny lalanareo ratsy ianareo ankehitriny, ary ataovy tsara ny ataonareo, ary aza manaraka andriamani-kafa hanompo azy, dia honina amin’ ny tany izay nomeko anareo sy ny razanareo ianareo nefa tsy nanongilana ny sofinareo na nihaino Ahy ianareo.
1823100092	Eny, nankatoavin’ ny zanak’ i Jonadaba, zanak’ i Rekaba, ny hafa-drazany, izay nanafarany azy; fa ity firenena ity kosa tsy mba nihaino Ahy.
1823110123	Koa izao no lazain’ i Jehovah, Andriamanitry ny maro, Andriamanitry ny Isiraely Indro, hataoko mihatra amin’ ny Joda sy ny mponina rehetra any Jerosalema ny loza rehetra izay nolazaiko hatao aminy, satria efa niteny taminy Aho, fa tsy nihaino izy, ary niantso azy Aho, fa tsy namaly izy.
182312011d	Ary ny taranak’ i Rekaba dia nilazan’ i Jeremia hoe: Izao no lazain’ i Jehovah, Tompon’ ny maro, Andriamanitry ny Isiraely: Noho ny nahatananareo ny hafatr’ i Jonadaba razanareo sy ny nitandremanareo ny hafany rehetra ary ny nanaovanareo araka izay rehetra nanafarany anareo,
18231300a8	dia izao no lazain’ i Jehovah, Tompon’ ny maro, Andriamanitry ny Isiraely: Jonadaba, zanak’ i Rekaba, tsy ho diso zanakalahy hitsangana eo anatrehako mandrakizay.
18240100a7	Ary tamin’ ny taona fahefatra nanjakan’ i Joiakima, zanak’ i Josia, mpanjakan’ ny Joda, dia tonga tamin’ i Jeremia avy tamin’ i Jehovah izao teny izao hoe:
18240200f7	Makà horonan-taratasy ianao, ka soraty amin’ izany ny teny rehetra izay nolazaiko taminao ny amin’ ny Isiraely sy ny Joda ary ny firenena rehetra hatramin’ ny andro nilazako taminao dia hatramin’ ny andron’ i Josia ka mandraka androany.
18240300a9	Angamba hoheverin’ ny taranak’ i Joda ny loza rehetra izay kasaiko hatao aminy, dia samy hiala amin’ ny lalany ratsy avy izy, ka havelako ny helony sy ny fahotany.
18240400d1	Ary Jeremia niantso an’ i Baroka, zanak’ i Neria, ary dia nosoratan’ i Baroka tamin’ ny horonan-taratasy ny tenin’ i Jehovah rehetra avy tamin’ ny vavan’ i Jeremia, dia izay efa nolazainy taminy.
182405006d	Ary Jeremia nandidy an’ i Baroka hoe: Izaho izao dia voahazona ka tsy afaka mankany an-tranon’ i Jehovah;
182406010c	fa mandehana ianao, ka vakio eo anatrehan’ ny vahoaka ao an-tranon’ i Jehovah amin’ ny andro fifadiankanina ny tenin’ i Jehovah, izay efa nosoratanao avy tamin’ ny vavako, ary vakio eo anatrehan’ ny Joda rehetra izay tonga avy any amin’ ny tanànany koa.
18240700d2	Fa angamba ny fifonany hoborahina eo anatrehan’ i Jehovah, ka dia samy hiala amin’ ny lalany ratsy avy izy; fa loza ny fahatezerana sy ny fahavinirana izay nolazain’ i Jehovah ny amin’ ity firenena ity.
18240800b0	Ary Baroka, zanak’ i Neria, dia nanao araka izay rehetra nandidian’ i Jeremia mpaminany azy ka namaky ny tenin’ i Jehovah tamin’ ny taratasy teo an-tranon’ i Jehovah.
1824090144	Fa tamin’ ny volana fahasivy tamin’ ny taona fahadimy manjakan’ i Joiakima, zanak’ i Josia, mpanjakan’ ny Joda, dia niantso fifadian-kanina teo anatrehan’ i Jehovah izy tamin’ ny vahoaka rehetra tany Jerosalema sy tamin’ ny olona rehetra izay efa tonga tany Jerosalema avy eny amin’ ny tanànan’ ny Joda.
18240a012c	Dia novakin’ i Baroka teo anatrehan’ ny vahoaka rehetra tao an-tranon’ i Jehovah ny tenin’ i Jeremia tamin’ ny taratasy, dia tao amin’ ny efi-tranon’ i Gemaria, zanak’ i Safana mpanoratra, teo amin’ ny kianja ambony, teo anoloan’ ny vavahady vaovao amin’ ny tranon’ i Jehovah.
18240b0070	Ary nony ren’ i Mikaia, zanak’ i Gemaria, zanak’ i Safana, ny tenin’ i Jehovah rehetra tamin’ ny boky,
18240c014b	dia nidina nankany amin’ ny tranon’ ny mpanjaka izy ka nankao amin’ ny efi-tranon’ ny mpanoratra; ary indreo ny mpanapaka rehetra nipetraka teo, dia Elisama mpanoratra sy Delaia, zanak’ i Semaia, sy Elnatana zanak’ i Akbora, sy Gemaria, zanak’ i Safana, sy Zedekia, zanak’ i Hanania, mbamin’ ny mpanapaka rehetra.
18240d0084	Dia nambaran’ i Mikaia azy ny teny rehetra izay efa reny tamin’ ny namakian’ i Baroka ny taratasy teo anatrehan’ ny vahoaka.
18240e0159	Dia nirahin’ ny mpanapaka rehetra Jehody, zanak’ i Netania, zanak’ i Selemia, zanak’ i Kosy, ho any amin’ i Baroka hanao hoe: Ento eny an-tananao ny horonan-taratasy, ilay novakinao teo anatrehan’ ny vahoaka, ka mankanesa atỳ. Dia nentin’ i Baroka, zanak’ i Neria, teny an-tànany ny horonan-taratasy, ka dia nankany aminy izy.
18240f0069	Ary hoy izy Ireo taminy: Mipetraha ary, ka vakio eto anatrehanay. Dia novakin’ i Baroka teo anatrehany.
18241000aa	Ary rehefa reny ny teny rehetra, dia nifampijerijery tamin-tahotra izy, ka hoy izy tamin’ i Baroka: Tsy maintsy holazainay amin’ ny mpanjaka izany teny rehetra izany.
1824110067	Ary Baroka dia nadininy hoe: Lazao aminay ny nanoratanao izao teny rehetra izao avy tamin’ ny vavany.
1824120083	Dia hoy Baroka taminy: Ny vavany no nanonona izany teny rehetra izany tamiko, ka dia nosoratako an-taratasy tamin’ ny ranomainty.
182413007e	Dia hoy ny mpanapaka tamin’ i Baroka: Mandehana, ka miere ianao sy Jeremia, ary aoka tsy hisy olona hahita izay itoeranareo.
18241400da	Dia niditra tao amin’ ny mpanjaka tao amin’ ny kianja izy ireo (nefa ny horonan-taratasy efa napetrany tao amin’ ny efi-tranon’ i Elisama mpanoratra), ary nambarany teo anatrehan’ ny mpanjaka ny teny rehetra.
1824150105	Ary nirahin’ ny mpanjaka Jehody haka ilay horonan-taratasy, dia nalainy tao amin’ ny efi-tranon’ i Elisama mpanoratra iny. Ary dia novakin’ i Jehody teo anatrehan’ ny mpanjaka sy ny mpanapaka rehetra izay nitsangana teo anatrehan’ ny mpanjaka izany.
1824160080	Ary ny mpanjaka nipetraka tao an-trano ririnina tamin’ ny volana fahasivy, sady nisy afo nirehitra teo am-patana teo anoloany.
18241700df	Ary nony efa namaky toko telo na efatra Jehody, dia notapatapahin’ ny mpanjaka tamin’ ny antsipika ny horonan-taratasy ka natsipitsipiny teo anaty afo teo am-patana, mandra-pahalevon’ ny afo azy rehetra teo am-patana.
182418008c	Nefa ny natahotra akory ireo na nandriatra ny fitafiany, na ny mpanjaka, na ny mpanompony rehetra, izay efa nandre izany teny rehetra izany.
1824190091	Ary na dia efa nifona tamin’ ny mpanjaka aza Elnatana sy Delaia ary Gemaria, mba tsy handoro ny horonan-taratasy, dia tsy nety nihaino azy izy.
18241a00dc	Ary ny mpanjaka nandidy an’ i Jeremeia, zanak’ andriana, sy Seraia, zanak’ i Azriela, ary Selemia, zanak’ i Abdela, hisambotra an’ i Baroka mpanoratra sy Jeremia mpaminany; fa nafenin’ i Jehovah izy roa lahy.
18241b00c3	Dia tonga tamin’ i Jeremia ny tenin’ i Jehovah, taorian’ ny nandoroan’ ny mpanjaka ny horonan-taratasy sy ny teny izay nosoratan’ i Baroka avy tamin’ ny vavan’ i Jeremia, nanao hoe:
18241c00a7	Makà horonan-taratasy hafa koa indray ianao, ka soraty aminy ilay teny rehetra tamin’ ny horonan-taratasy teo, dia ilay nodoran’ i Joiakima, mpanjakan’ ny Joda.
18241d0136	Ary ny amin’ i Joiakima, mpanjakan’ ny Joda, dia holazainao hoe: Izao no lazain’ i Jehovah: Hianao efa nandoro iny horonan-taratasy iny ka nanao hoe: Ahoana no nanoratanao tamin’ iny hoe: Ho avy tokoa ny mpanjakan’ i Babylona ka handrava ity tany ity sy hahalany ritra ny olona mbamin’ ny biby eto?
18241e00fe	Koa izao no lazain’ i Jehovah ny amin’ i Joiakima, mpanjakan’ ny Joda: Tsy hanana fara handimby eo amin’ ny seza fiandrianan’ i Davida izy; ary ny fatiny dia hariana ka hasian’ ny hainandro amin’ ny antoandro ary ny fanala amin’ ny alina.
18241f00ee	Ary hampijaliko izy mbamin’ ny taranany sy ny mpanompony noho ny helony; ary havoko mihatra aminy sy amin’ ny mponina any Jerosalema ary amin’ ny lehilahy amin’ ny Joda ny loza rehetra izay nolazaiko hatao aminy, fa tsy nohenoiny.
1824200144	Ary Jeremia dia naka horonan-taratasy hafa koa, ka natolony an’ i Baroka mpanoratra, zanak’ i Neria, ary izy nanoratra tao avy tamin’ ny vavan’ i Jeremia ny teny rehetra izay tao amin’ ilay horonan-taratasy nodoran’ i Joiakima, mpanjakan’ ny Joda, tamin’ ny afo; sady nampiany teny maro tahaka ireny koa aza.
18250100c4	Ary Zedekia mpanjaka, zanak’ i Josia, dia nanjaka nandimby an’ i Jekonia, zanak’ i Joiakima, fa nampanjakain’ i Nebokadnezara, mpanjakan’ i Babylona, tao amin’ ny tanin’ ny Joda izy;
1825020086	nefa na izy, na ny mpanompony, na ny vahoaka, dia samy tsy nihaino ny tenin’ i Jehovah, izay nampilazainy an’ i Jeremia mpaminany.
18250300d6	Ary Zedekia mpanjaka naniraka an’ i Jehokala, zanak’ i Selemia, sy Zefania, zanak’ i Mahaseia, mpisorona, ho any amin’ i Jeremia mpaminany hanao hoe: Mba ivavaho amin’ i Jehovah Andriamanitsika re izahay.
182504006f	Ary Jeremia mbola niditra sy nivoaka teo amin’ ny olona ihany; fa tsy mbola nataony tao an-trano-maizina izy.
18250500a1	Ary efa niainga avy tany Egypta ny miaramilan’ i Farao, ka raha nahare izany ny Kaldeana izay nanao fahirano an’ i Jerosalema, dia niala tany Jerosalema izy.
1825060041	Dia tonga tamin’ i Jeremia mpaminany ny tenin’ i Jehovah hoe:
1825070106	Izao no lazain’ i Jehovah, Andriamanitry ny Isiraely: Izao no lazaonareo amin’ ny mpanjakan’ ny Joda, izay naniraka anareo hankatỳ amiko hanontany amiko: Indro, ny miaramilan’ i Farao, izay efa niainga hamonjy anareo, dia hiverina ho any Egypta taniny;
1825080066	fa ho avy indray ny Kaldeana ka hamely ity tanana ity sady hanafaka azy sy handoro azy amin’ ny afo.
1825090087	Izao no lazain’ i Jehovah: Aza mamita-tena foana ianareo ka manao hoe: Hiala amintsika tokoa ny Kaldeana; fa tsy hiala izy tsy akory.
18250a00d6	Fa na dia mamely ny miaramilan’ ny Kaldeana rehetra izay miady aminareo aza ianareo, ka izay voalefona no ho sisa velona, ireo aza dia samy hitsangana avy ao anaty lainy ka handoro ity tanàna ity amin’ ny afo.
18250b0065	Ary raha niala tany Jerosalema ny miaramilan’ ny Kaldeana noho ny amin’ ny miaramilan’ i Farao,
18250c0080	dia nivoaka Jeremia avy tao Jerosalema hankany amin’ ny tanin’ ny Benjamina mba handray izay anjarany eo amin’ ny vahoaka.
18250d0100	Ary raha tonga teo am-bavahadin’ i Benjamina izy, dia, indro, ny kapitenin’ ny mpiambina, atao hoe Jiria, zanak’ i Selemia, zanak’ i Hanania, no teo; dia nisambotra an’ i Jeremia mpaminany izy ka nanao hoe: Miray tetika amin’ ny Kaldeana ianao.
18250e00b2	Fa hoy Jeremia: Lainga izany. Tsy miray tetika amin’ ny Kaldeana aho. Nefa tsy nino azy ireo, ka dia nosamborin’ i Jiria ihany Jeremia ary nentiny ho ao amin’ ny mpanapaka.
18250f00b7	Ary tezitra tamin’ i Jeremia ny mpanapaka ka nikapoka azy, dia nandatsaka azy tao an-trano-maizina tao amin’ ny tranon’ i Jonatana mpanoratra; fa izany no nataony trano-maizina.
1825100071	Ary nony tafiditra tao an-trano-maizina, tao amin’ ilay niefitrefitra, Jeremia, ka efa nitoetra tao andro maro,
1825110102	dia naniraka haka azy Zedekia mpanjaka; ary ny mpanjaka nanontany azy mangingina tao an-tranony nanao hoe: Moa misy teny avy tamin’ i Jehovah tokoa va? Dia hoy Jeremia: Eny, misy; ary hoy koa izy: Hatolotra eo an-tànan’ ny mpanjakan’ i Babylona ianao.
18251200b6	Ary hoy koa Jeremia tamin’ i Zedekia mpanjaka: Inona no ratsy nataoko taminao, na tamin’ ny mpanomponao, na tamin’ ity firenena ity, no dia nataonareo tao an-trano-maizina aho?
1825130087	Aiza moa ireo mpaminaninareo, izay naminany taminareo hoe: Tsy ho avy hiady aminareo na hamely ity tany ity ny mpanjakan’ i Babylona?
18251400c7	Koa trarantitra ianao, ry tompokolahy mpanjaka, henoy kely ange! aoka hoborahina eto anatrehanao ny fifonako, ka aza averina ho ao amin’ ny tranon’ i Jonatana mpanoratra aho, fandrao dia maty ao.
1825150150	Dia nasain’ i Zedekia mpanjaka nataony teo amin’ ny kianjan’ ny trano fiambenana Jeremia, ka nasainy nomena mofo iray isan’ andro isan’ andro avy any amin’ ny fitoeran’ ny mpanao mofo izy, ambara-pahalanin’ ny mofo rehetra tao an-tanàna. Toy izany no nitoeran’ i Jeremia teo amin’ ny kianjan’ ny trano fiambenana.
18260100d5	Ary Safatia, zanak’ i Matana, sy Gedalia, zanak’ i Pasora, sy Jokala, zanak’ i Semelia, ary Pasora, zanak’ i Malkia, dia nandre ny teny izay efa nolazain’ i Jeremia tamin’ ny vahoaka rehetra nanao hoe:
18260200dc	Izao no lazain’ i Jehovah: Izay mitoetra amin’ ity tanàna ity dia ho fatin-tsabatra sy mosary ary areti-mandringana; fa izay mivoaka hanatona ny Kaldeana kosa no ho velona; fa ny ainy no ho babony, ka ho velona izy.
1826030089	Izao no lazain’ i Jehovah: Ity tanàna ity dia hatolotra eo an-tànan’ ny miaramilan’ ny mpanjakan’ i Babylona tokoa ka ho afany.
182604015f	Dia hoy ny mpanapaka tamin’ ny mpanjaka: Trarantitra ianao, aoka hovonoina ity lehilahy ity; fa mampiraviravy tanana ny miaramila izay sisa amin’ ity tanàna ity mbamin’ ny olona rehetra izy noho ny nitenenany taminy araka izany teny izany; fa ity lehilahy ity tsy mba mitady izay hiadanan’ ity firenena ity, fa izay hahatonga loza aminy kosa.
1826050072	Dia hoy Zedekia mpanjaka: Indro, eo an-tananareo izy; fa ny mpanjaka tsy mahefa na inona na inona hisakana anareo.
1826060145	Ary naka an’ i Jeremia izy ka nandatsaka azy tao amin’ ny lavaka famorian-dranon’ i Malkia, zanak’ andriana, izay tao amin’ ny kianjan’ ny trano fiambenana; ary nampidininy tamin’ ny mahazaka Jeremia. Ary tsy nisy rano tao amin’ ny lavaka, fa fotaka fotsiny ihany, ka dia nilentika tamin’ ny fotaka Jeremia.
18260700e6	Ary Ebeda-meleka Etiopiana, tandapa anankiray tao amin’ ny tranon’ ny mpanjaka, raha nandre ny nandatsahany an’ i Jeremia tao amin’ ny lavaka (nipetraka teo amin’ ny vavahadin’ ny Benjamina ny mpanjaka androtr’ iny),
1826080053	dia nivoaka avy tao an-tranon’ ny mpanjaka izy ka nanao tamin’ ny mpanjaka hoe:
18260900e1	Ry tompokolahy mpanjaka, ratsy avokoa izay rehetra nataon’ ity firenena ity tamin’ i Jeremia mpaminany, fa nataony tao an-davaka izy ka ho faty mosary ao amin’ izay itoerany, satria tsy misy mofo intsony ato an-tanàna.
18260a00b9	Ary ny mpanjaka nandidy an’ i Ebeda-meleta Etiopiana hoe: Mitondrà telo-polo lahy hiaraka aminao hampakatra an’ i Jeremia mpaminany hiala ao anaty lavaka, dieny tsy mbola maty izy.
18260b0112	Ary Ebeda-meleka nitondra ny olona niaraka taminy, ka dia lasa nankany amin’ ny tranon’ ny mpanjaka eo ambanin’ ny trano firaketana, ary naka lamba rovitra sy vorodamba tao izy, ka nampidininy tamin’ ny mahazaka ho ao amin’ ny lavaka izany ho ao amin’ i Jeremia.
18260c00af	Dia hoy Ebeda-meleka Etiopiana tamin’ i Jeremia: Ataovy eo ambanin’ ny helikao ireto lamba rovitra sy vorodamba ireto ho efitry ny mahazaka, dia nataon’ i Jeremia izany;
18260d0095	ka dia nosintoniny tamin’ ny mahazaka Jeremia ka nakariny avy tao anaty lavaka, ary dia nitoetra teo amin’ ny kianjan’ ny trano fiambenana izy.
18260e00e8	Ary Zedekia mpanjaka naniraka naka an’ i Jeremia mpaminany hankao aminy tao amin’ ny fidirana fahatelo, izay ao an-tranon’ i Jehovah. Dia hoy ny mpanjaka tamin’ i Jeremia: Hanontany zavatra kely aminao aho, ka aza anafenana.
18260f0099	Ary hoy Jeremia tamin’ i Zedekia: Raha ambarako anao, dia tsy hovonoinao tokoa va re aho? Fa na dia omeko saina aza ianao, dia tsy hihaino ahy tsinona.
18261000e6	Ary Zedekia mpanjaka nianiana mangingina tamin’ i Jeremia nanao hoe: Raha velona koa Jehovah, Izay nanao izao fanahintsika izao, dia tsy hamono anao tokoa aho, na hanolotra anao eo an-tànan’ ireto olona mitady ny ainao ireto.
1826110133	Dia hoy Jeremia tamin’ i Zedekia: Izao ary no lazain’ i Jehovah, Andriamanitry ny maro, Andriamanitry ny Isiraely: Raha mivoaka hanatona ny mpanapaky ny mpanjakan’ i Babylona tokoa ianao, dia ho velona ny ainao, sady tsy hodorana amin’ ny afo ity tanàna ity, fa ho velona ianao sy ny mpianakavinao;
