280000000c	מתתיהו
2c172300fd	האט ער געזאגט: איך וועל דיך אויסהערן, ווען די אנקלאגער דיינע וועלן אויך (אהער) קומען; און האט באפוילן, מען זאל אים באוואכן אין הורדוסנס פאלאץ.
2c1801011d	און פינף טעג שפעטער איז דער כהן גדול חנניה אראפגעקומען מיט אייניקע זקנים, און א רעדנער, א געוויסער טערטולוס; און זענען דערשינען פארן גובערנאטאר קעגן פוילוסן.
2c18020163	און ווען ער איז גערופן געווארן, האט טערטולוס אנגעהויבן אים צו באשולדיקן, זאגנדיק: אז מיר געניסן פיל פרידן דורך דיר, און אז א סך פארבעסערונגען זענען געטאן געווארן צו דעם דאזיקן פאלק דורך דיין השגחה,
2c1803008e	(דאס) אנערקענען מיר אלעמאל און אומעטום, אָ נאבעלער פעליקס, מיט פיל דאנקבארקייט.
2c180400b4	נאר כדי איך זאל דיך נישט צופיל באלעסטיקן, בעט איך דיך אין דיין באשיידנקייט אונדז אויסצוהערן בקיצור.
2c18050129	ווארום מיר האבן געפונען דעם דאזיקן מאן ווי א פעסט, און אן אויפהעצער צו מחלוקת צווישן אלע יידן איבער דער גאנצער באוואוינטער וועלט, א מנהיג פון דער כיתה פון די נוצרים;
2c180600dd	וואס ער האט אויך געמאכט א פארזוך מחלל צו זיין דאס בית המקדש; און מיר האבן אים ארעסטירט און געוואלט משפטן לויט אונדזער תורה.
2c1807009e	נאר ליזיאס דער הויפטמאן איז געקומען און מיט געוואלד אים ארויסגעריסן פון אונדזערע הענט,
2c18080118	באפעלנדיק זיינע באשולדיקער צו קומען צו דיר; פון וועמען, נאך א חקירה ודרישה, דו וועסט זיך קענען דערוויסן, אלע די דאזיקע זאכן, וועגן וועלכע מיר באשולדיקן אים.
2c18090061	און די יידן האבן מסכים געווען, זאגנדיק, אז עס איז אזוי.
2c180a0141	און פוילוס האט געענטפערט, נאך דעם ווי דער גובערנאטאר האט אים געגעבן א צייכן צו רעדן. וויסנדיק, אז דו ביסט שוין פון כמה יארן א שופט ביים דאזיקן פאלק, פארטיידיק איך מיך מיט גוטן מוט;
2c180b00db	ווייל דו קענסט זיך דערוויסן, אז עס איז נישט מער ווי צוועלף טעג, זינט איך בין ארויפגעגאנגען קיין ירושלים, זיך צו בוקן צו ה׳;
2c180c00fe	און נישט האבן זיי מיך געפונען האלטנדיק א וויכוח מיט עמיצן אדער מאכנדיק א מחלוקה ביים המון אינם בית המקדש, נישט אין די שולן, נישט אין דער שטאט,
2c180d008f	און זיי קענען דיר אפילו נישט באווייזן דאס, וועגן וועלכן זיי באשולדיקן מיך איצט.
2c180e0166	נאר דאס דאזיקע בין איך זיך פאר דיר מתוודה, אז לויט דעם (דרך ה׳) דרך, וועלכן זיי רופן אן כיתה, אזוי־אָ דין איך דעם ג‑ט פון אונדזערע אבות, גלויבנדיק אלץ, וואס שטייט געשריבן אין דער תורה און אין די נביאים;
2c180f00b9	און האב א האפענונג צו ה׳, וועלכע זיי אליין דערווארטן, אז עס וועט זיין א תחית המתים פון צדיקים און רשעים.
2c18100081	דעריבער באמי איך מיך תמיד צו האבן א לויטער געוויסן פאר ה׳ און פאר לייטן.
2c18110086	און נאך פיל יארן בין איך געקומען צו ברענגען נדבות צו מיין פאלק, און קרבנות;
2c18120144	מיט וועלכע זיי האבן מיך געפונען, נאך דעם ווי איך האב מיך געהייליקט אינם בית המקדש, נישט מיט קיין המון מענטשן און נישט מיט קיין געטומל; נאר עס זענען דא אייניקע יידן פון (קליין) אזיען,
2c181300a7	וועלכע וואלטן געדארפט דערשיינען פאר דיר און מאכן א באשולדיקונג, אויב זיי האבן עפעס קעגן מיר.
2c181400e8	אדער זאלן די דאזיקע (מענטשן) אליין זאגן, וואס פאר אן אומגערעכטיקייט זיי האבן געפונען אין מיר, בשעת איך בין געשטאנען פארן סנהדרין,
2c181500ef	אחוץ וועגן דעם דאזיקן איינעם ווארט, וואס איך האב אויסגעשריגן, שטייענדיק צווישן זיי: וועגן תחית המתים ווער איך היינט געמשפט פון אייך.
2c18160109	פעליקס אבער, קענענדיק דעם (דרך ה׳) דרך גענויער, האט זיי אפגעלייגט, און געזאגט: ווען ליזיאס דער הויפטמאן וועט אראפקומען, וועל איך אנטשיידן אייער זאך.
2c181700c6	און האט באפוילן דעם אפיציר אים צו היטן מיט מילדקייט, און נישט צו שטערן קיינעם פון זיינע פריינד אים צו באדינען.
2c1818014e	און אין אייניקע טעג ארום איז פעליקס געקומען מיט זיין פרוי דרוסילא, וועלכע איז געווען א יידישקע, און געלאזט רופן פוילוסן, און אים אויסגעהערט וועגן דער אמונה (דרך ה׳) אינם משיח יהושע/ישוע.
2c18190194	און בשעת ער האט גערעדט וועגן צדקות, און נצחון איבער יצר הרע, און דעם משפט לעתיד לבוא (יום הדין), האט פעליקס זיך געפארכטן, און געענטפערט: איצט גיי דיר שוין; און ווען איך וועל האבן א באקוועמערע צייט, וועל איך דיך ווידער לאזן רופן.
2c181a012a	צוגלייך האט ער אויך געהאפט, אז עס וועט אים געגעבן ווערן געלט פון פוילוסן, כדי ער זאל אים באפרייען, צוליב דעם האט ער אויך עפטערס געלאזט שיקן נאך אים און מיט אים גערעדט.
2c181b012f	און ווען צוויי יאר זענען פארפלאסן, האט פעליקס באקומען פארציוס פעסטוסן צום נאכפאלגער; און וועלנדיק ארויסווייזן די יידן א חסד, האט פעליקס איבערגעלאזט פוילוסן אין תפיסה.
2c190100bf	און פעסטוס, קומענדיק אין דער פראווינץ אריין, איז אין דריי טעג ארום ארויפגעגאנגען פון קיסריה קיין ירושלים.
2c190200b1	און די הויפט כהנים און די פארנעמסטע יידן זענען דערשינען פאר אים קעגן פוילוסן, און האבן אים געבעטן,
2c1903011a	פארלאנגענדיק א געפעליקייט קעגן אים (ד. ה. פוילוסן), אז ער זאל אים לאזן ברענגען קיין ירושלים; ווייל זיי האבן געמאכט א פארשווערונג אים צו הרגענען אונטערוועגנס.
