2900000006	Marcos
33020f00d2	Ha pamêmêêtan pagkapakun Apu Jesu Cristo ha krus, tinalun Apu Diyus ya libun anituy maghari buy mayin kapangyarihan. Hay libun anitun ati dinakêp na buy imparada ha kadlan bilang patunayaꞌ nagtagumpay ya.
33021000a7	Kaya andi yu paulayênaꞌ tawtawun manghatul kayu nu hita puwidin maêkan, mainêm, u nu hita dapat gawꞌên ha balang pista, ha bayun buyan u ha Allêw Pamamahinga.
3302110077	Hay libun utuhaꞌ ati palatandaan dili ha libun bagay ya palatêng. Nuwa hi Apu Jesu Cristo ya katuparan laataꞌ ati.
3302120165	Mayin nagpapakayêpa kanwari buy impipilit lay kaylangan mêt sambaênaꞌ libun anghil Apu Diyus. Innununghung lay mayin hilan karapatan ta ha nakit la ha libun hulêplêp la buy impagyayabang lay ati, nuwa alwan pêtêg, ta ibat dili ha sarili lan ihip. Andi kawu maniwala ha innununghung la, takay ahê maalih ya gantimpalan inhandan Apu Diyus para kayu.
33021300ee	Ah hila nakatugnu kan Apu Jesu Cristo ya hiyay u hay labay sabin hiyay puun ha libun mananampalatayan miaawyun. Buy hiyay mamiugnay buy mangalênggêp kantamu bilang nawini na. Ha dapay habatu inlulumagu kitamu ayun ha kaluuban Apu Diyus.
330214009a	Hin nati hi Apu Jesu Cristo, nambuh nati kawu mêt kaawyun na buy pinalaya kawuy na ha libun paraan ha mundu. Angkaya yu pun hinuhunulaꞌ inꞌuutuh lan,
3302150054	“Andi dukpanaꞌ ati,” “Andi tawayana atu,” “Andi galawênaꞌ habayin”?
33021600c2	Ta hay kapêtêgan, habayinaꞌ bawbagayaꞌ imbabawal la, tungkul dili ha libun bagay ya nauubuh nu maêkan u maênêm. Kaya andi yu hunulunaꞌ ati ya utuh buy aral ya gawaꞌgawan dilin tawu.
3302170115	Hay libun utuhaꞌ in, nu balayên yu, dapay pêtêgaꞌ kabiyahaan ta intutudu lan kaylangan humunul ha kanlan mahigpitaꞌ pagsamba, magpakayêpa kanwari, buy pairapanaꞌ nawini. Nuwa hay pêtêg, alan silbi ya ati, ta alay naman maitulung ya mapigilanaꞌ kalabayan nawini.
33030100df	Hin binyay uman hi Apu Jesu Cristo nambuh kaw mêtanan binyan bayun biyay, kaya hangarên yuy libun bagayaꞌ dilag ha langit, nu haantun nakaitnu hi Apu Jesu Cristo ya mayin karangalan buy kapangyarihan ha kanan Apu Diyus.
3303020050	Hangarên yuy libun dilag ha langit, alwan libun bagayaꞌ dilag kayti ha mundu.
33030300ae	Ta naituring kawuy nan nati ha daan yun pamumuhay. Buy mayin kawuy nan bayun biyay kaawyun Apu Diyus ta ha pakikigiha yu kan Apu Jesu Cristo ya alwa pun lubusaꞌ naipatanda.
330304008f	Hi Apu Jesu Cristoy pinangibatan bayun biyay yu buy nu lumatêngaꞌ panawunaꞌ mahayag ya, mahayag kawu mêt buy parangalan kawun kaawyun na.
33030500b5	Kaya alihin yuy nay hitamanaꞌ kalabayan nawini yu katbuh pamitêpêltêpêl, kaalayan, malaêtaꞌ kalabayan, buy sakim, ta nu sakim ka, dapay ka mêtanan nagpuri ha diyusdiyusan.
3303060038	Ta hay libun manggawan habatu, parusaan hilan Apu Diyus.
3303070025	Hinhatu, habatu mêtaꞌ ginagawa yu.
3303080072	Nuwa hapaêg, alihin yuy nay puut, hakit nakêm, pannununghung malaêt laban ha kaparihu, buy mangaalaya nunghung.
330309006b	Andi kawu magsinungaling ha balang giha, ta inalih yuy nay daanaꞌ pamumuhay yu ya mayin malaêtaꞌ gawa.
33030a0086	Buy bayuy nay pamumuhay yu ya panay mêt binabayun Apu Diyus ya naylikha kayu taêmên magin katbuh yu ya buy lalu yu ya pun makilala.
33030b010a	Ha bayun pamumuhayaꞌ ati, alay nan pinagkaibay Hawjudio ha alwan Hawjudio, hay tuli ha alwan tuli, hay libun dayuhan ha libun alwan mahampataꞌ ugali hinhatu, buy alipên ha alwan alipên. Ta hi Apu Jesu Criston diliyaꞌ laat laat buy dilag yay na kantamun laat.
33030c0082	Kaya ta pinili kawun Apu Diyus buy minaal na, dapat kawun maiingaluun, mahampataꞌ luub, magpakayêpa, mahinahunun, buy matiyaga.
33030d007b	Mipagpasinsiyaan kawu buy nu mayin kawun hakit nakêm ha hitalagyuman, magpatawaran kawu, ta pinatawad kawu mêt Panginuun.
33030e004c	Higit ha laat, magmaalan kawu takay ganapaꞌ pagkakagiha yu ha balang giha.
33030f00c1	Panatiliin yu ha pusu yuy kapayapaanaꞌ ibat kan Apu Jesu Cristo. Ta bilang bahagi kawu ha gigihay nawini na, binawêg kawun Apu Diyus takay mamuhay mapayapa. Buy panay kawu mêt magpasalamat.
33031000f1	Panatiliin yun mahampat ha pusu yuy libun impangaral Apu Jesu Cristo. Patandan buy tuduwanan yuy balang giha ha pamêmêêtan kabiyahaanaꞌ inꞌibin Apu Diyus. Magkantaan kawun ibaibang kalasin kanta ya pang Apu Diyus ya mayin pasasalamat.
33031100b8	Buy nu hitamanaꞌ ginagawa yu, ha nunghung man u ha gawa, gawꞌên yuy laataꞌ ati bilang parangal ha lagyun Panginuun Jesus buy magpasalamat kawu kan Apu Diyus ha pamêmêêtan na.
330312006c	Hakawun babayi, magpasakup kawu ha ahawa yu ta ati ya dapat yun gawꞌên bilang pakikigiha yu ha Panginuun.
3303130044	Hakawun kaliyakiyan, maalên yuy ahawa yu buy andi yu hila pakhitan.
330314005f	Hakawun kaanakan, hunulun yuy mangatuwa yu ha laat bagay, ta ati ya kalugud lugud ha Panginuun.
330315007b	Hakawun mangatuwa, andi kawu manggawan hitamanaꞌ bagayaꞌ ikahakit nakêm kaanakan yu takay ah hila pangꞌinaan nakêm.
33031600d1	Hakawun alipên, panay yun hunulunaꞌ libun utuh amu yu. Magtarabahu kawun alwan dili ha maakit awꞌamu yu takay matula hila kayu. Maski ah la kawu maakit, gawꞌên yun buun pusu ya mayin limu ha Panginuun.
3303170057	Hitamanaꞌ ginagawa yu, gawꞌên yun buun pusu, para ha Panginuun alwan para ha tawu.
330318008d	Ta tanda yu mêtanamanaꞌ biyan na kawun impangaku na ha langit bilang gantimpala yu buy hay pêtêgaꞌ amu yu, hay Panginuung Jesu Cristo.
3303190061	Hitalagyumanaꞌ manggawan malaêt, parusaan ya ayun ha ginawa na, ta alan pinipili hi Apu Diyus.
330401007d	Hakawun amu, pakiawyunan yun mahampat buy magin matuynung kawu ha libun alipên yu. Ihipin yun mayin kawu mêt Amu ha langit.
330402008a	Buun pusu yun ipagpatuluyaꞌ panalangin yu kan Apu Diyus buy ingatan yuy ihip yu kaban manalangin kawu buy panay kawun magpasalamat kana.
33040300c0	Manalangin kawu kan Apu Diyus ya manggawa yan paraan takay maipahayag yana ahê pun naipahayag tungkul kan Apu Jesu Cristo. Ta hay pangangaral ku tungkul ha planu na ya dahilan pagkakulung ku.
3304040052	Manalangin kawu ya maipangaral kun malinawaꞌ ati ta habatuy dapat kun gawꞌên.
33040500a3	Pakahampatên yuy pakikiawyun yu ha libun ahê mananampalataya kan Apu Jesus. Buy kaban dilag kawu kanla, sikapên yun ipatanda kanlay tungkul kan Apu Jesu Cristo.
33040600aa	Nu kanunghung yu hila, dapat mahinahunaꞌ nunghung yu takay manlêngê hila kayu. Buy dapat tanda yu nu pakapakunaꞌ mahampataꞌ sagut yu maski hitamanaꞌ itanung la.
33040700a6	Hi Tikiko ya minamaal tamun patêl ha pananampalataya, hiyay maybalita kayu tungkul ha kalagayan ku. Mapagkatiwalꞌan ya buy kaparihu yana naglilingkud ha Panginuun.
3304080056	Pinalaku ku ya kayu takay matandan yuy kalagayan yan buy takay palakasên nay luub yu.
33040900b5	Ha paglaku na bahên kayu ha Colosas, kaawyun na hi Onesimo ya minamaal tamun patêl buy mapagkatiwalꞌanaꞌ kabanwa yu. Hilay maybalita kayu tungkul ha laataꞌ nangyayari kayti.
33040a00d8	Nagpakun kawuy na ambalan Aristarco ya kaawyun kun nakakulung. Nagpakun kawu mêtanaꞌ kanu ambalan Marcos ya pinsan Bernabe. Imbilin kuy na kayu hinhatu ya nu lumatêng bahên hi Marcos, tanggapên yu yan mahampat.
33040b00db	Nagpakun kawu mêtana ambalan Jesus ya binabawêg Justo. Hi Aristarco, Marcos buy hi Justo, hilan dili ya kaparihu kun Hawjudion kaawyun kun mangaral kayu tungkul ha paghaharin Apu Diyus. Buy hilay nagpapalakas luub ku.
33040c00e2	Nagpakun kawu mêtanaꞌ kanu, ambalan kabanwa yun hi Epafras ya giha mêtaꞌ naglilingkud kan Apu Cristo Jesus. Panay yan nananalangin kan Apu Diyus buun pusu ya magin matatag buy ganapaꞌ paghunul yu ha kaluuban Apu Diyus.
33040d0078	Napapêtgan kuy sipagaꞌ ginagawan Epafras para ha ikahampat yu buy ha ikahampat libun dilag ha Laodicea buy Hirapolis.
33040e0047	Nagpakun kawu mêt ambalan Demas buy hi Lucas ya minamaal tamun duktur.
33040f008f	Sabin yu mêtaꞌ impapanunghung kuy nagpakunanay pawpatêl ha Laodicea, kan Nimfa buy ha libun mananampalatayan miaawyun ya dilag ha biyag na.
33041000a1	Pagkabasa yun sulataꞌ ati, ipagtan yu mêt ha libun mananampalatayan miaawyun ya dilag ha Laodicea takay mabasa la mêt. Hay insulat ku kanla, basaên yu mêt.
3304110045	Pakinunghung yu kan Arquipo ya yariin nay impapagawan Panginuun kana.
33041200ab	Hakuy nay ati hi Pablo ya nanyuyulat ha hulin pagbati. Ihipin yun dilagaku ha kulungan buy panay kawun manalangin para kangku. Dalangin kuy mapakayuy kahampatan Apu Diyus.
3800000004	Tito
38010100d7	Haku hi Pablo, lingkud Apu Diyus buy alagad Apu Jesu Cristo. Insuguwakun Apu Diyus taêmên patatagênaꞌ pananampalatayan pawpinili na buy ipatêbêk kanlay kapêtêgan tungkul ha pamumuhayaꞌ kalugud lugud kana.
38010200f0	Hay pananampalataya buy pagkatêbêkaꞌ nanamꞌin pagꞌasa kantamun makatanggap kitamun biyay ya alan anggan. Hay biyay ya alan angganaꞌ atiyaꞌ impangakun Apu Diyus bayu pun likhaênaꞌ mundu, buy nakanumaniꞌ ah ya nagsinungaling.
38010300d2	Hapaêg ha panawunaꞌ intakda na, naihayagana ha tawtawuy Mahampataꞌ Balita tungkul ha biyay ya alan anggan. Inꞌibi kangkun Apu Diyus ya Tagapagligtas tamuy tungkulinaꞌ ipangaral kuy ati ayun ha utuh na.
38010400ce	Nanyulataku kamu maal kun Tito ya pêtêg kun anak ha gigihay pananampalataya. Indadalangin kun mamirmiꞌ kamuy kahampatan buy kapayapaan Bapa tamun hi Apu Diyus buy Tagapagligtas tamun hi Apu Jesu Cristo.
38010500ed	Hin nagꞌalihaku ha Islan Creta, innunghung ku kamun mamirmiꞌ ka pun bahên taêmên ayusun muy bawbagayaꞌ ah ku pun naayus buy mamili kan libun mangatuwan mamunu ha libun mananampalataya ha balan rugal katbuh daan kun imbilin kamu.
38010600bd	Hay pilin mun kaliyakiyanaꞌ mamunu, alan manunghungaꞌ malaêt kanla, gigihan diliyaꞌ ahawa, nananampalataya kan Apu Diyus ya awꞌanak, alwan mangalukêy awꞌanak u mangatigasaꞌ u.
38010700d0	Ta hay libun namumunu, pinagkatiwalꞌan hilan Apu Diyus kanan gawaên, kaya dapataꞌ ala talagan maakitaꞌ malaêt ha biyay la. Dapat alwa hilan mayabang, mapupuutun, lasinggiru, malupit buy sakim ha pira.
38010800b7	Nu alwan bukasaꞌ biyag la ha kaparihu, labay labayaꞌ lay kahampatan, biyahang magꞌihip nu hita mahampataꞌ gawꞌên, matuynung, malinisaꞌ pamumuhay buy mapagpigil ha sarili.
380109009c	Kaylanganaꞌ matatagaꞌ pananampalataya la ha pêtêgaꞌ aralaꞌ natandan la taêmên maitudu lay ati ha kanayun buy maituynung lay nanyayalungat haati.
38010a00eb	Ta madlan tawu bahên ha Cretay alwan naniniwala ha pêtêgaꞌ tudun ati, laluy nay grupun impipilitaꞌ kaylanganaꞌ magpatuliyaꞌ libun nananampalataya kan Apu Jesus. Alan kabuluanaꞌ innununghung la buy inlêlêtêp lay kanayun.
38010b0090	Dapat bênbênan mu hila ta nanggugulu hilan madlan pamilya ha pangangaral lan bawbagayaꞌ alwan dapat itudu taêmên makakuwa dili hilan pira.
38010c00a5	Innunghung ban giha ha libun mabiyaha kanlan tawtiga Cretay, “Sinungalingaꞌ libun tiga Creta, mangatamad, mangatakaw buy mangalupit katbuh mabangisaꞌ ayêp.”
38010d0065	Pêtêgaꞌ innunghung na. Kaya talagan pannunghungan mu hila taêmên magin tamay pananampalataya la
38010e008e	buy ah lay na panlêngꞌênganaꞌ kawkuwintun gawa gawan dilin Hawjudio u libun kautuhanaꞌ gawa gawan dilin nagpatalibukut ha kapêtêgan.
38010f00ee	Ta ha tawtawung malinisaꞌ pagꞌiihip, malinisanay laat bagay. Nuwa para ha tawung mangalaêt buy alwan nananampalataya ha Panginuun, madumiyaꞌ laat bagay. Ta madumiyaꞌ kaluuban la buy ihip, ah la tanda nu hita mahampat buy malaêt.
3801100095	Innununghung lan kilala la hi Apu Diyus nuwa ah nanaakit ha gawa la. Mangalaêt hila, alwa la mêt hinuhunul hi Apu Diyus buy ah la magaway mahampat.
3802010033	Nuwa haka Tito, itudu muy ayun ha pêtêgaꞌ aral.
38020200e1	Hay mangatuwan kaliyakiyan, tuduwanan mu hilan magin mahinahun, kagalang galang buy tandan magꞌihip nu hita mahampataꞌ gawꞌên. Dapat matatagaꞌ pananampalataya la, pêtêgaꞌ pagmamaal la, buy napagtitiisan lay irap.
38020300d0	Habatu mêt ha mangatuwan babayi, tuduwanan mu mêt hilan mamuhayaꞌ malinis bilang mananampalatayan Apu Diyus. Andi hila manhidan kaparihu buy andi mêt hila mahilig ha alak nu alwan manudu hilan kahampatan
3802040073	taêmên matuduwanan lay libun nakakaanakaꞌ babayi nu pakapakun lan maalênaꞌ awꞌahawa la buy kawkaanakan la.
38020500e1	Tuduwanan la mêt hilan biyahan magꞌihip nu hita mahampataꞌ gawꞌên, mamuhayaꞌ malinis, maasikasu ha biyag, mabait, buy magpasakup ha ahawa taêmên alan mannunghungaꞌ malaêt ha Nunghung Apu Diyus ya intutudu tamu.
380206007e	Habatu mêtaꞌ libun nakakaanakaꞌ kaliyakiyan, tuduwanan mu mêt hilan mabiyahan magꞌihip nu hita mahampataꞌ gawꞌên.
3802070067	Buy haka Tito, magin mahampat kan halimbawa ha laataꞌ bagay. Magin tapat ka buy buun pusu kan manudu.
38020800ae	Dapat tamay intutudu mu kanla buy alan mainunghungaꞌ malaêt kayti takayꞌêmên mipadêngꞌêyaꞌ libun nanyayalungat ta ala hilan manunghungaꞌ malaêt laban kantamu.
380209009c	Hay libun alipên, tuduwanan mu hilan magpasakup ha amu la ha laataꞌ bagay taêmên mamꞌi hilan tula ha awꞌamu la. Andi hila panay nagririklamu kanla.
38020a00cc	Buy andi mêt hila manakaw kanla nu alwan ipaakit lan mapagkatiwalꞌan hila takayꞌêmên ha laataꞌ ginagawa la, maipaakitaꞌ kahampatanaꞌ intutudu tamu tungkul kan Apu Diyus ya Tagapagligtas tamu.
38020b0060	Ta impaakitanan Apu Diyus ya kahampatan na ha ginawa nan paraan taêmên miligtasaꞌ laat tawu.
38020c011e	Ta ha kahampatan na, intutudu na kantamun ibwatan tamuy libun gawꞌênaꞌ alwan nakakatula kan Apu Diyus buy hay mangalaêtaꞌ labay nawini tamu. Buy mamuhay kitamu kayti ha mundun mangatuynung, biyahan magꞌihip nu hita mahampataꞌ gawꞌên, buy hinuhumunul ha kaluuban Apu Diyus
38020d00aa	kaban inêêtêng tamuy inaasaanaꞌ nakakatulan paglatêng nan uman. Ha allêwaꞌ tu, maakit tamuy kahawangan Apu Jesu Criston dakilan Apu Diyus tamu buy Tagapagligtas.
38020e00a7	Inꞌibi nay biyay na para kantamu takay tubusun kitamun laat ha kamalaêtan buy linisin kitamu ha kasalanan taêmên mapakana kitamu ya nakahandan manggawan mahampat.
38020f00d9	Kaya habayinaꞌ itudu mu ha libun kapatêlan tamu bahên. Mayin kan karapatanaꞌ tuduwanan hilan humunul buy pannunghunganaꞌ libun nanyayalungat. Buy ah mu paulayênaꞌ baliwalaên hitalagyumanaꞌ innunghung mu.
3803010094	Ipaalala mu ha libun mananampalatayan pasakup hila buy humunul ha libun namumunu buy nanunungkulan. Dapat hilan panay nakahandan manggawan mahampat.
3803020087	Andi hila mannunghung malaêt laban ha hitalagyuman buy andi hila magribatian nu alwan dapat magpakabait hila buy magpakayêpa ha laat.
3803030155	Ta maski hakitamu mêt hinhatu, ah tamu pun kilala hi Apu Diyus. Ah kitamu hinuhumunul kana, agad kitamun naguguluy ha kamalaêtan buy naaalêpên laataꞌ kalasin malaêtaꞌ kalayawan buy kalabayan nawini. Panay kitamun nagꞌiihip malaêt ha gihat giha buy nagꞌiinggitan. Kinasusuklaman kitamun kanayun buy nasusuklam kitamu mêt kanla.
3803040059	Nuwa hi Apu Diyus ya Tagapagligtas tamu, impaakit nay kahampatan buy pagmamaal na kantamu
38030500e5	hin inligtas na kitamu ha kaparusaan ta ha kawkasalanan tamu. Inligtas na kitamu alwan dahilan ha mahampataꞌ gawa tamu nu alwan ha ingalu na kantamu buy ha pamêmêêtan Ispiritu na ya nanlinis buy namꞌi kantamun bayun biyay.
3803060069	Buun pusun iniibin Apu Diyus ya Ispiritu na kantamu ha pamêmêêtan Apu Jesu Criston Tagapagligtas tamu.
38030700b2	Ginawan Apu Diyus ya habatu taêmên matanggap tamuy inaasahan tamun biyay ya alan anggan. Buy matanggap tamuy ati ta inturing na kitamun matuynung ta ha lubusaꞌ kahampatan na.
3803080101	Pêtêg buy mapagkatiwalꞌanaꞌ tudun in. Kaya labay kun buun pusu mun ituduy bawbagayaꞌ in ha libun mananampalataya kan Apu Diyus bahên taêmên ituun lay kanlan sarili ha panggawan mahampat. Mahampataꞌ libun aralaꞌ in buy makatulung ha laat tawu.
38030900cd	Nuwa iwasan muy nunghunganaꞌ alan kabuluan, ah ka makihaluk ha pagꞌukilkil ha nawninunu buy iwasan mu mêtaꞌ pakikiribati tungkul ha kautuhan. Ta alan kabuluanaꞌ awꞌati buy alwan makatulung kayu.
38030a00ac	Nu mayin tawung nanhihida ha pagkakagiha yu, pannunghungan mu ya. Hapaêg, nu luway bisis mu yay nan pinannunghungan nuwa ah ya pun nanlêlêngê, ah kay na makiawyun kana.
38030b0093	Ta tanda muy nan makasalananaꞌ tawung in buy nagdayu yay na ha kapêtêgan. Hay malaêtaꞌ ginawa nay magpapapêtêgaꞌ dapat yay nan parusaan.
38030c00b9	Tito, palakwên ku bahên hi Artimas u hi Tiquico. Nu lumatêngana bahênaꞌ hitaman kanla, pilitin mun mikaakit kita ha Necapolis ta iniihip kun baistuwaku pun mamalibah taglayꞌêp.
38030d00ab	Ha pagꞌalih lan Zenasaꞌ biyaha ha batas buy Apolos, gawꞌên muy makaya mu taêmên matulungan mu hila. Dapat ah hila magkulang ha kanlan kailanganên ha paglalakbay.
38030e00ce	Buy tuduwanan mun magsipag ha paggawan mahampataꞌ pawpatêl tamu ha pananampalataya kan Apu Jesus taêmên makatulung hila ha libun nangangaylangan. Nu habatuy gawꞌên la, magin pakinabangaꞌ biyay la.
38030f00c5	Kinukumusta kan laataꞌ awyun ku kayti buy ikumusta mu ku mêt ha laataꞌ pawpatêl tamun mananampalataya bahênaꞌ nagmamaal kanyan. Dalangin kun mamirmiꞌ kayun laataꞌ kahampatan Apu Diyus.
3900000007	Filemon
39010100e7	Haku hi Pablo ya nakakulung ta ha panunudu kun tungkul kan Apu Jesu Cristo. Nanyulataku kamu Filemon, kaawyun ku hi Timoteon patêl tamu ha Panginuun. Kumustaꞌ kay na minamaal yana Filemon ya katbuh yana maglingkud kan Apu Diyus.
39010200bf	Buy kumustaꞌ mêt kan Apia ya patêl tamu ha pananampalataya, kan Arquipo ya katbuh yana alan limun nanunudu tungkul kan Apu Jesu Cristo buy ha libun mananampalatayan mititipun ha biyag mu.
3901030067	Indadalangin kun mapakayuy kahampatan buy kapayapaan Bapa tamun hi Apu Diyus buy Panginuun Jesu Cristo.
3901040040	Panayakun nagpapasalamat kan Apu Diyus tuwin impapanalangin kita
3901050066	ta nabalitꞌan kun minamaal muy laataꞌ pinilin Apu Diyus buy nananampalataya ka ha Panginuun Jesus.
39010600ef	Nananalanginaku kan Apu Diyus ya ipagpatuluy muy pakikigiha mu ha balan mananampalataya. Buy nu habatu lubus mun matêbêkaꞌ laataꞌ mangahampataꞌ bagayaꞌ inꞌibin Apu Diyus kantamu taêmên maparangalan tawtawu hi Apu Jesu Cristo.
3901070088	Minamaal kun patêl, lubusaꞌ tula ku buy sinumiglay kaluuban ku ta minamaal muy libun pinilin Apu Diyus buy pinasigla muy kaluuban la.
3901080069	Kaya bay bilang alagad Apu Jesu Cristo, malakasaꞌ luub kun mayꞌutuh kamu nu hita dapat mun gawꞌên.
390109008f	Nuwa ta maal kita, nakikinunghungaku tana kamu. Kaya ban ta mas matuwa ku kamu buy nakakulungaku ta ha panunudu ku tungkul kan Apu Jesu Cristo,
39010a008a	nakikinunghungakun mahampat kamu para kan Onesimo. Inturing ku yan anak ta kaban nakakulungaku kayti, nagin bapa na ku ha pananampalataya.
39010b006a	Hin hatu, alan naitulung hi Onesimo kamu ta nagtakah ya. Nuwa hapaêg mamhakaꞌ maitulung na kantan luwa.
39010c0039	Pinapabalik kuy na kamu hi Onesimo ya lubus kun minamaal.
39010d009f	Labay ku hanan kayti ya pun kangku taêmên matulungan na kun dapay hakay nay nanunulung kangku kaban nakakulungaku pun ta ha panunudu kun Mahampataꞌ Balita.
39010e0079	Nuwa ah ku labayaꞌ gawꞌênaꞌ habatu ya ala kan pahintulut taêmên kusang luub mu kun tulungan buy alwan sapilitan.
39010f0066	Dat nihiyay ya kamun maêpêkaꞌ panawun taêmên ha pagbalik na kamu, makaawyun mu yay na makanuman.
39011000d5	Maski alipên mu yan dili hinhatu, hapaêg giha yay na ha minamaal tamun patêl ha pananampalataya. Maal ku hi Onesimo nuwa mas lalun maal mu ya ta alwa mu yan dilin alipên nu alwan patêl mu yay na ha Panginuun.
3901110075	Kaya nu intuturing mu kun kaparihu mun maglingkud ha Panginuun, tanggapên mu hi Onesimo katbuh pagtanggap mu kangku.
3901120039	Nu nagkasala ya kamu u nagkautang, haku tanay baala kamu.
3901130099	Haku hi Pabloy mismun nanyulat ati. Haku tanay baala ha hitamanaꞌ nautang na kamu. Ah kuy na sabinaꞌ utang mu kangkuy nakilala mu hi Apu Jesu Cristo.
39011400bf	Patêl ku, ta ha pananampalataya tamu ha Panginuun Jesus, nakikinunghungaku kamun gawꞌên muy kahilingan ku tungkul kan Onesimo. Pasiglaên muy luub ku bilang patêl mu kan Apu Jesu Cristo.
390115007a	Nanyulataku kamu Filemon ta naniniwala kun gawꞌên muy kahilingan ku kamu. Buy tanda kun higit pun kaytiya gawꞌên mu.
3901160076	Nakikinunghungaku mêt kamun ipaghanda mu kun mapagpirmiyan ta umaasa kun makabalikaku bahên ta impapanalangin yu ku.
3901170060	Kinukumusta kan Epafras ya kaawyun kun nakakulung ta ha panunudu na tungkul kan Apu Jesu Cristo.
3901180068	Buy kinukumusta ka mêt lan Marcos, Aristarco, Demas, buy Lucas ya kaawyun kun maglingkud kan Apu Diyus.
3901190038	Dalangin kun mapakayuy kahampatan Panginuun Jesu Cristo.
