0100000010	Яритилиш
0c180d01c6	Небоқаднәсар Пәрвәрдигарниң өйидики барлиқ ғәзниләр билән падишаниң ордисидики ғәзниләрни елип кәтти; Пәрвәрдигар агаһ бәргинидәк, у Исраилниң падишаси Сулайман Пәрвәрдигарниң ибадәтханиси үчүн ясатқан һәммә алтун қача-әсвапларни кесип сөкти.
0c180e018b	Йерусалимниң барлиқ аһалисини, җүмлидин һәммә әмәлдарлар, һәммә батур палванлар, җәмий болуп он миң әсирни вә барлиқ һүнәрвәнләр вә төмүрчиләрниму елип кәтти; жуттики хәлиқтин әң намратлардин башқа һеч ким қалмиди.
0c180f0134	У Йәһоакинни Бабилға елип кәтти вә шуниңдәк падишаниң анисини, падишаниң аяллирини, униң ағватлири вә жуттики мөтивәрләрни әсир қилип Йерусалимдин Бабилға елип барди.
0c1810015e	У батур-палванларниң һәммисини (йәттә миң еди), һүнәрвән вә төмүрчиләрни (җәмий бир миң еди) — буларниң һәммиси җәңгивар адәмләр болуп, Бабилниң падишаси уларни әсир қилип, Бабилға елип кәтти.
0c181100cf	Андин Бабилниң падишаси Йәһоакинниң тағиси Маттанияни униң орнида падиша қилип, униң исмини Зәдәкияға өзгәртти.
0c1812010f	Зәдәкия падиша болғанда жигирмә бир яшта болуп, он бир жил Йерусалимда сәлтәнәт қилди. Униң аниси Либнаһлиқ Йәрәмияниң қизи болуп, исми Һамутал еди.
0c181300a2	Зәдәкия Йәһоакимниң барлиқ қилғинидәк, Пәрвәрдигарниң нәзиридә рәзил болғанни қилатти.
0c1814017a	Пәрвәрдигарниң Йерусалимға һәм Йәһудаға қаратқан ғәзиви түпәйлидин, Пәрвәрдигар уларни Өз һозуридин һайдивәткичә болған арилиқта, төвәндики ишлар йүз бәрди: — авал, Зәдәкия Бабил падишасиға исян көтәрди.
0c190101d2	Андин шундақ болдики, униң сәлтәнитиниң тоққузинчи жили, онинчи айниң онинчи күнидә Бабил падишаси Небоқәднәсар пүткүл қошуниға йетәкчилик қилип Йерусалимға һуҗум қилишқа кәлди; һәмдә уни қоршивелип баргаһ қуруп, униң әтрапида қаша-потәйләрни қурушти.
0c1902007b	Шуниң билән шәһәр Зәдәкияниң он биринчи жилиғичә муһасиридә турди.
0c190300e9	Шу жили төртинчи айниң тоққузинчи күни шәһәрдә еғир қәһәтчилик һәммини басқан вә зиминдикиләр үчүнму һеч аш-озуқ қалмиған еди.
0c19040203	Шәһәр сепили бөсүлди; барлиқ җәңгивар ләшкәрләр қачмақчи болуп, түн кечидә бәдәр тикиветишти. Улар падишаниң бағчисиға йеқин «икки сепил» арилиғидики дәрвазидин кетишти (калдийләр болса шәһәрниң һәрйенида туратти). Улар [Иордан җилғисидики] «Арабаһ түзләңлиги»ни бойлап қечишти.
0c190500ed	Лекин калдийләрниң қошуни падишани қоғлап Йерихо түзләңлигидә Зәдәкияға йетишти; униң пүтүн қошуни униңдин тарқилип кәткән еди.
0c190600d0	Вә улар падишани тутуп, Риблаһ шәһиригә, Бабил падишасиниң алдиға апарди; улар шу йәрдә униң үстигә һөкүм чиқарди.
0c1907011b	[Бабил падишаси] Зәдәкияниң оғуллирини униң көз алдида қәтл қилди; андин Зәдәкияниң көзлирини оювәтти; у уни мис кишәнләр билән бағлап, Бабилға елип барди.
0c1908013e	Вә бәшинчи айниң йәттинчи күнидә (бу Бабил падишаси Небоқәднәсарниң он тоққузинчи жили еди) Бабил падишасиниң хизмәткари, пасибан беги Небозар-Адан Йерусалимға йетип кәлди.
0c190900fd	У Пәрвәрдигарниң өйини, падишаниң ордисини вә шәһәрдики барлиқ өйләрни көйдүрүвәтти; барлиқ бәһәйвәт имарәтләргә у от қоюп көйдүрүвәтти.
