2800000003	Mat
281b4200af	Ka dǝgala itar kǝ gadlara gǝma gǝma kǝ itsawar ad ngitlen, ǝn tǝ dǝva dǝ tsakhga jakva ndzǝɗa shik ǝn tǝ kur ghay ngitlen. Tsuguna ka ba itar tlujiyakh kǝ ufauf.
281c01009b	Ən tǝkhal kǝ fǝtav, tǝkǝtlapǝrt fitsa tugwa chak kǝ kasuk, Maryam ǝn kǝs ya Magdal zǝ tlǝrne ai ɗakhdud dǝ Maryam, dala itar da nǝgha ngitl.
281c02009a	Kǝda dǝgal tsitar, a mangud mbǝɗa pǝgdǝm, wirva zǝrɓǝla Dadzikan a sodagh ǝn gharazhigǝl, tlǝgarwar ad kur ǝn tukw ngitlen, ka ndzo ǝn tǝf.
281c030058	Da nǝgha tsǝkha ǝn wuɗa tsuwaɗaɗ, katlangan vǝgha sar tsuguna til ndǝk chachaɗ.
281c040075	Nǝgha kǝ li ufa ngitlen, a gǝdzǝf itar char, ka tǝga vǝgh tsitar. Mbaɗakhga itar da khay ngwaɗa ǝmtsa udakh.
281c050072	Ai ka nǝv zǝrɓǝla Yazhigǝlen kǝ nughwasakhen, “Gǝdzam bi, tsatsǝka Yasu ǝn gata kur, ai tsa khǝrtavan.
281c06005d	Aghbǝn vana bi, a tsif ndǝk vai tsa kwargin. Ausǝgam nǝghama nǝgha vakai tsa khǝnganin.
281c0700dc	Damdǝgal kujaɗ kujaɗ, kwarama tǝrkhai kwar kǝ furakh sar kwarne, ‘A tsiyif ǝn ngitl. Kǝvena ǝn tǝvukur in da dal tsukur da Galili. Da nǝghǝn vin kur.’ Tsǝnam tsǝn, niya audzal kǝn kwarakur khai kwar.”
281c080078	Ka ɗuwars itar ad vak ngitl kujaɗ kujaɗ, dǝ gǝdza zǝ khwaɗga char. Khwayala itar da kwarara kwara kǝ furakh sar.
281c0900bc	Dzagwdlam ka tlatǝrghǝr Yasu kǝ nughwasakhen, ka niya tsitar, “Gabǝr ǝn tǝghǝr kǝ tsǝkur.” Ka zǝghvoghǝr itar da vak sar, khwtana itar ǝn tǝ sigakh sar, ka ɗabanǝf itar.
281c0a0075	Ka nǝv Yasu tsitar, “Gǝdzam bi. Dam da kwarara kǝ zar babakhar dǝg itar da Galili, ǝn vin da nǝghaka itar.”
281c0b00b4	Madv nughwasakhen ǝn tǝghǝr dǝga tar, chalǝm kǝ li uf ngitlen dagh itar daks da dlǝmdla kǝs, ka tugwarkhai itar ak zikzikan na kǝ zil kǝsakh ad ɗaga dǝgakhe a dzoghǝr.
281c0c00a4	Dzafkhai zikzikan na kǝ zil kǝsakh zǝ malanakh ǝn tǝghǝr kǝ udakh ɗaya kavu itar lavakh ǝn tǝb tar kwarne, batǝra bǝg itar kwaɓ kǝ tlujiyakhna zikǝn.
281c0d0076	Nǝv itar kǝ tlujiyakhen, “Dǝge da kwara kur, ‘Furakh sar kǝ sa kǝviɗ kǝ gǝlalgǝl, madv kǝnd ǝn khar.’
281c0e0074	Da dagh lavana da tlim kǝ Gumn, da kwarara lava kǝnd kwarne na ghazur bi, wirva yan na dǝge da gǝma kuran bi.”
281c0f0093	Ka chauga tlujiyakh ad kwaɓen, manga itar ndǝkve tsa kwara tǝrkhai yud. Ina kǝ lava sakhkana, dla Yahudakh ǝn kwarakha kavu kwar ǝn tǝb tar.
281c100061	Ka dǝgala kǝ furakhan na kǝlatǝm kitakw da Galili, do itar da ghuɓe tsa kwara tǝrkhai Yasu.
281c110062	Nǝgha tsitara, ka ɗabanǝf itar, ai yakhaye ǝn tǝb tar a khayanǝf ba itar kwarne patak in bi.
281c12005f	Ka sa Yasu khǝrzha ditar, ka ni, “Ɗaga nɗzǝɗe ǝn gharazhigǝl zen lard, a baka tsǝkud.
281c13008d	Wirva yan, dam da nandal udakh ǝn lard daghan kǝ nǝga kǝ furakhar. Paratǝra para kur ǝn ɗakha Dada, zǝ Zǝra, zǝ Sǝɗikw Yazhigǝl.
281c14008c	Ka tsagatǝrdu tsaga kur, kǝ tsǝnaru kǝ ɗaga dǝgakhai a kwarakur khai kǝ. Da dagha ka zǝ kur tsika fatsi, tangw da tǝ mbasa lard.”
2900000006	Markus
2901010052	Auna ɗule a farsud kwar lav zǝɗan ǝn tǝghǝr kǝ Yasu Kristu, Zǝr Yazhigǝl.
29010200a4	A farsud ndǝkve a vindzgud ǝn kaɗkaɗ Ishay tlayang kwarne, “Da ɓǝla ɓǝla ka dǝ zǝr ɓǝlar, sadaghin ǝn tǝvuk tsǝkh, dadake da ɗika ɗul wirvakh.”
2901030077	“Udanen ǝn kwar lav dǝ ndzǝɗ ǝn tǝghal kwarne, ‘Ɗikamarna ɗul kǝ Dad Zikan, nandal kur ɗul sar ger.’”
2901040097	Ka mǝdlawala Yukhan dadak para ud ǝn tǝghal, ǝn kwardu lav kwarne pǝla udakh ad ghǝr, paratǝralud, ɓisatǝrna Yazhigǝl tsugun ad khaipakh tar.
290105009e	Daghan udakhe ǝn ǝntla khaya ya Yakhudi zǝ udakh ya Wurshalim a dalar da vak sar, ǝn kwarakh khaipakh tar itar. In tsuguna ka paratǝral ǝn zagh ya Urdu.
2901060091	A talǝm Yukhan ad gabage a manava dǝ guj dlǝgwam, nguɗan sambal ǝn tǝ khukw tsin, dǝg zuwa sar tsuguna, tsǝvakwa zǝ yu mame ǝn tǝghal.
29010700ad	A kwara tǝrkhai ad lav Yazhigǝl kwarne, “Nǝg dadake da sǝgadagh ǝn tǝ tǝlg tsǝk, ai malke kǝ ndang. Ai kwal tǝkha tsǝka kǝ ɓukgan kǝ vǝda zaw kimbak sar bi.
290108004a	A para kurar ka dǝ yu, in tsuguna da para kura dǝ Sǝɗikw Yazhigǝl.”
2901090078	Ən tǝ yanen kǝ sarta ka tsiyif Yasu sǝgadagh ǝn kǝs Nazarat ai ǝn khaya Galili, ka parandal Yukhan ǝn zagh Urdu.
29010a0088	Madǝv Yasu ǝn sǝgawal da tǝghay gǝrdz, ka nǝghan ad gharazhigǝl a ngurǝf, ka sodagh Sǝɗikw da tǝghǝr tsin ndǝk takalamasar.
29010b006b	Ka tsǝnud kwind ǝn gharazhigǝl kwarne, “Kha Zǝrar, ǝn way kha waya kǝ. Ən tsǝn zǝɗa ka char.”
29010c0031	Ən tǝvin tǝvina, ka ɓala Sǝɗikw da tǝghal.
29010d0093	Ən tǝghalena khǝna kul ufaɗ kǝ Shatan uk ǝn kura kur. Ən giɗa zǝ dǝg tǝghalakh itar ǝn vin. Ka nǝgharu Zar ɓǝlakh Yazhigǝl ǝn vin.
29010e0078	Ən tǝkhal kǝ nguɗana Yukhan tsud ǝn gud sal, ka tsiyif Yasu, dal da Galili, ǝn kwardu lav Yazhigǝl ai zǝɗanyan.
29010f008a	Ən kwar kwarne “A sagh sart, tlǝksa Yazhigǝla a ghǝrzgan. Pǝlam pǝla ghǝr, tsuguna fadǝghǝro kuram ǝn tǝ lav zǝɗan nǝn.”
2901100098	Madǝv Yasu ǝn dǝgal ǝn tǝ kalam zagh Galili, ka nǝghan ad Siman zǝ saghǝr sar Ndros, ǝn ɗi sik vay kilf itar da dǝlv, wirva li vay kilf itar.
2901110060	Ka nǝv Yasu, “Ausǝgam, gatamaks gat, da nakura kǝ li da ɗakhado udakh ka da vak Yazhigǝl.
2901120045	Ən dǝvǝn dǝva, ka ɗuwars itar sika vay kilf tar, ka gatars itar.
2901130095	Daga tsin da tǝvuk khǝɗikǝn, ka nǝghan ad yakhaya kǝ zarbabakh mits tsugun, Yakub zǝ Yukhan zar Zabadi ǝn peryu. Ən ɗika sik vay kilf itar.
2901140071	Ən dǝvǝn dǝva ka ɗakh tǝrkhai, ka ɗuwars itar ad dad tar Zabadi ǝn peryu, zǝ zar tlǝr sar, gatars itar.
290115008c	Ka dagh Yasu zǝ furakh sar da Kafarnakhum. Sa kǝ fitsa ngiya ya Yakhudakh, dagh Yasu da gud dzakhava Yakhudakh. Ka farsa tsagatǝrdu tsag.
2901160085	A ndawatǝrǝf tsagdu tsaga sar kǝ udakh, wirva a tsagatǝru ad lava ndǝk ude dǝ ndzǝɗ, ndǝk liye ǝn tsagdu ndzikha ndzikh bi.
2901170071	A zulava bi, ka sasǝg kǝ udanen ai nguyanǝf sǝɗikw bǝzan da vak dzakhava Yakhudakh. Ka tlǝkha tsin kwarne,
2901180099	“Uɗa ɗangwa tsǝkha dǝ kǝnda, Yasu ud ya Nazarati? A sa da khǝdz kǝnd khǝdza nagh kha? Tsakha tsǝka, kha Chuwaɗaɗan ai ɓǝlandagh Yazhigǝl.
2901190068	Ka tavarghǝr Yasu ad di kǝ sǝɗikw bǝzan kwarne, “Tǝriɗ nǝkh, sawal sǝg ǝn vǝgh kǝ udan.”
29011a0054	Ka gǝɗikanǝf sǝɗikw bǝzan na dǝ yanen kǝ ud. Ka khula, sawal ǝn vǝgh tsin.
29011b00e3	Daghan udakhe ǝn vin, a ndawatǝrǝf char. Ən ndiɗakava tsitar kwarne, “Uɗe neni? Wilwa tsagdu tsaga nagha? Udan na ǝn tsagdu tsaga dǝ ndzǝɗ. Zǝ batǝrghǝr bǝg tsin kǝ sǝɗikw bǝzanakh, kǝ tsǝnaru kǝ lav sar.
29011c004a	Ən dǝvǝn dǝva ka kwazga lavǝn tǝghǝr tsin, ǝn khaya Galili daghan.
29011d0075	Uk sawal sǝg tsitar ǝn gud dzakhava Yakhudakha, ka dagh Yasu zǝ Yakub zǝ Yukhan ger da fǝta zai Siman zǝ Ndros.
29011e0076	Bab nus Simana, ǝn khǝngan ǝn tuk magwǝlaɓ. Kujaɗ kujaɗa ka kwarar khai itar kǝ Yasu ad lav ǝn tǝghǝr tsin.
29011f008d	Ka dagh da vak sar, ka khutanan ǝn tǝ dǝv kǝ mǝlaru kǝ tsiya tsi. Tǝvin tǝvina, ka mbu ǝn tuk magwǝlaɓ, ka tatǝr khai ad dǝgway.
2901200082	Kǝ khagw fitsa yanen, ɓǝldagh kǝ fatsi. Ka zaɓardǝghǝr udakh ad daghan liye kwal yang, zǝ liye ngwiyanǝf sǝɗikw bǝzan.
290121003a	Ka dzafkhai udakhe ǝn khuɗ kǝs daghan ǝn tǝghay rang.
29012200c8	Ka mbakhatǝru Yasu kǝ udakh zikǝn, liye dǝ kuzakh sikh sikh sikh. Ka dzǝtǝrdal kǝ wurduwakh zikǝn. Ai a ɓǝlatǝrna ba dǝ kwal lava kǝ wurduwakhen bi. Wirva tsa tsitar khulfira kǝ ud Yasu.
2901230078	Pǝrta kǝdla, ǝn sarta warkhamen, ka tsiyif Yasu, ɗuwars ad mǝgh, ka dala da vake kwal nǝg kǝ itsawar, ka ɗǝgau.
290124003a	Simana, zǝ liye ǝn dǝga itar dagh, a dalar da gat Yasu.
2901250046	Tlarghǝr tsitara, “Udakh daghana ǝn gatkha gata” Nǝv itar tsin.
290126008a	Ka ngawa tǝrkhai Yasu, “Dziyamal da tlǝrna gǝdzar kǝsakhe khef, ki da kwardu lav Yazhigǝl tsǝkǝn vin. A sodagh kǝ wirva yan kǝ.
290127008c	Ka gwayafkhai ǝn khuɗ kǝ Galili daghan, ǝn kwardu lav Yazhigǝl ǝn gud dzakhava Yakhudakh, zǝ dzatǝrdu wurduwakh ǝn vǝgh kǝ udakh.
290128008e	Ka sasǝg kǝ ude dǝ kuza fǝch da vak Yasu, kǝlgan ad juguv kǝ takaɗa takaɗ, “Da khayanǝf khǝ, tǝkha kha kǝ ghuɓkay tsǝrdlak.”
2901290082	Ka kwiɗ nǝv rǝv kǝ Yasu. Talala dǝ dǝv sara ka gǝman ad udanen. Ka ni, “A khayanǝf kǝ, ghuɓfǝkhay ghuɓa tsǝrdlak”
29012a003d	Ən dǝvǝn dǝva ka ghuɓfǝkhay tsǝrdlak ǝn tukw fǝchen.
29012b0030	Ka tǝkharna Yasu ad lava char, daksa niya tsin.
29012c00df	“Kwarara ba ak itsawar ad dǝge dzoghǝr bi. Dǝg dǝgal, mǝdlara mǝdla ghǝragh kǝ zil kǝs. Ka bǝdu kha dǝg tsufe kwarga ndzikha ndzikh Mus, wirva ghuɓe a ghuɓkhayud. Ki tsatsǝg kǝ itsawar kwarne a ghuɓkhayud.
29012d0129	Ai udanen tsuguna, uk dǝgal ǝn kwardu kwara tsin ad dǝge a manar khai Yasu. A ɓǝghana ba dǝ itsauɗa bi. Wirva yana, ka aghba Yasu tǝkha kǝ dagh da khuɗ kǝs ǝn di kǝ ud bi. Khalak yana ka giɗkavǝn vakakhe kwal nǝg kǝ ud. Dakhkana ka dla udakh ǝn saghgawala da vak sar itsa dǝvar.
290201006a	Khal kǝ khǝna khǝɗikǝna, ka gwidǝn dagh Yasu da Kafarnakhum. Ka tsǝna udakh kwarne a sagh da mǝgh.
2902020071	Ka dzafkhai udakh dingǝrik, kwal dla kǝ vake a tǝmgan, itsǝn tǝ ghay rang. Ka kwaratǝra lav Yazhigǝl tsin.
2902030042	Ka ɓardǝghǝr chalǝm udakh ufaɗ, ad dadak mǝtsa tlepel vǝgh.
29020400de	Fatsiye piyatǝrwal daks din da vak Yasu, wirva dzakhava udakh. Ka pǝsdu itar ghǝr gud kalkal dǝ vake din Yasu. Pǝsdu tsitara, ka taldagh itar ad dadak mǝtsa tlepel vǝghen ǝn khǝngan ǝn tǝ khindz, da tǝvuk Yasu.
290205007b	Nǝgha kǝ Yasu ad fadǝghǝrofǝga tar, ka niya kǝ dadak mǝtsa tlepel vǝghen, “Zǝrara, a ɓisakhanud khaipakhagh.”
2902060066	Nǝg li tsagdu ndzikha ndzikh Mus ǝn ndzǝgan ǝn tǝvin, ǝn ɗayakava ghǝr itar ǝn revakhuɗ tar.
290207008e	“Uɗa lava kǝ udan nǝn kwar yan kǝ lava ndǝkyani? Ən nena Yazhigǝl. Warek tǝkha kǝ ɓisana khaipakh da na Yazhigǝl kitakul biyi?”
290208009e	Tǝvin tǝvina tsa kǝ Yasu ad dǝge ǝn ɗaya itar ǝn rǝvakhuɗ tar. Ka niya tsitar, “Uɗa lava tsukur ǝn ɗayakava ina kǝ dǝgitakh ǝn rǝvakhuɗuri?
2902090088	Ira kujaɗan kǝ manara? ‘Kǝ kwar kwarne, a ɓisakhanud khaipakhaghe,’ Awana, ‘Tsiyif tsiya, ɓa dǝ khindzagha kwa dǝga khi?’
29020a0093	Ai ǝn na ka tsatsǝg tsukur kwarne, Zǝr Uda nǝg dǝ ndzǝɗa ɓisara khaipakh kǝ udakh ǝn lardǝn.” Ka niya kǝ dadak mǝtsa tlepel vǝghen,
29020b0048	“A kwarakhai kǝ, tsiyif tsi, ɓa dǝ khindzagh dǝg daks da mǝgh.”
29020c00d8	Ka tsiyif, ɓǝf ad khindza sar ka dǝgal, ɗaga udakh tsuguna ǝn vazavaz. Ina kǝ dǝgita a ndawatǝrǝf kǝ udakh daghan, ka mbaɗ Yazhigǝl itar, ǝn kwar kwarne, “A tapa bakǝnda nǝgha dǝgit ndǝk ina bi.”
29020d0073	Ka gwidǝn Yasu dǝgal da tukw ghay dǝlv. Ən sakha saks udakh zikǝn da vak sar, in tsuguna ǝn tsagatǝrdu tsag.
29020e00a6	Madǝvin ǝn dǝg, ka nǝgha nǝgha tsin ad Lawi zǝr Half ǝn ndzǝgan ǝn gud chaw khadam. Nǝv Yasu tsin, “Tsiyif tsiya, gataks gat.” Ka tsiyif Lawiya, gatars.
29020f00bd	Madǝv Yasu zǝ furakh sar ǝn zu kaf ǝn fǝta Lawi. Nǝg chalǝm udakhe ghǝr tar tsuguna li man khaip ndǝk li chaw khadam, ǝn zu kaf itar dagh. Wirvǝn gatars gata khutsa khutsa udakh.
2902100108	Nǝgha kǝ yakhaya kǝ Farisakh li tsagdu ndzikha ndzikh Mus, ad Yasu ǝn zu kaf zǝ li khaipakh, zǝ li chaw khadam liye ghǝrtara li khaip. Ka ndiɗarwal itar kǝ furakh sar kwarne, “Uɗa lava tsin ǝn zu kaf zǝ li chaw khadam zǝ liye ghǝrtara li khaipi?”
2902110098	Tsǝna tsin ad yan, ka nǝv Yasu tsitar, “Liye yanga bǝn gat dadak ngura bi, akwa liye kwal yang. A so da ɗagh li kanadi baka bi, ai li khaipakh.”
29021200cd	Furakh Yukhan zǝ dǝg Farisakh ǝn zǝɓ ndǝl itar. Ka sa chalǝm udakha, ka ndiɗarwal itar kǝ Yasu, “A sa ndar furakh Yukhan zǝ dǝg Farisakh ǝn zǝɓ ndǝl itara, ai furakhagha naba itar biyi?”
29021300b1	Ka nggauga Yasu kwarne, “Da mana ndar tsaghwakh zil ghaul ad ndǝl, dla itar dagha zǝ zil ghauli? Ən manawa bi. Fatsiye dla zil ghaul dagha zitar, na itar da zǝɓ ndǝl bi.
2902140061	Da saks sarte da ɓatǝrvalud zil ghaul ǝn vak tar, ǝn tǝ yanen kǝ sart da zǝɓa itar ndǝl.
29021500a6	“Na ude ǝn ndzǝgharu wilwa kachakach kǝ mughura gabag bi. Da mangud ndǝkyan, ka da mǝɗukwa wilwan sǝgawal ǝn tǝ mughuran, ka da kukhwa mal kǝ ai tsa chak.
2902160120	Tsuguna na ude ǝn ɗi wilwa yu inabi da mughuran kǝ mbǝl vighakh bi. Da mangud ndǝkyana, ka da chǝɓ chǝɓa yu inabi ad mughur mbǝl vighakhen, yu inabi zǝ mbǝl vighakhena, bǝrdagha tara da bǝghud ǝmb. Ən manawa bi, khekwa wilwa yu inabi ǝn ɗiyud ǝn wilwa mbǝl vighakh.”
2902170099	Fitsa tlǝrn kǝ kasukw nggi, madǝv Yasu zǝ furakh sar ǝn dǝgal diwa gukh lǝkam. Madǝv itar ǝn dǝgal, ka farsa furakh sar ad kwakhu ghǝr lǝkam.
2902180078	Nǝgha kǝ Farisakh ndǝk yan, ka ndiɗarwar itar kwarne, “Uɗa lava tsitar ǝn man dǝge kwal kalkal fitsa nggiyi?”
2902190093	Ka nggawa tǝrkhai kwarne, “A tugwa bakh kur dǝge a manga Doda? Ndzikǝnǝf kǝ way zǝ liye ǝn dǝga itar dagh, tsuguna ǝn nagha itar digita?
29021a00da	Ən kwarga Abiyat zikan na kǝ zil kǝs. Dagh Dod da fǝta Yazhigǝl, ka zu ad brudiye a bandalud, ai kalkal ba zuwa zuwa kǝ itsawar bi. Uk zil kǝsakh kalti ǝn zuwan. Ka baran kǝ tsaghwakh sar kǝ zuwa zuwa tsitar.
29021b005e	Ka niya tsitar, a barkhai kǝ udud ad fitsa nggi, a vǝrɗava ba ud wirva kǝ fitsa nggiya bi.
29021c0043	Wirva yan, Zǝr Ud, in Dad Zikan, in Dad Zikan fitsa nggiya tsugun.
2903010066	Fitsa tlǝrn tsuguna, a da Yasu da gud dzakhava Yakhudakh. Ka nǝg udanen dadak mǝtsa dǝv ǝn vinen.
2903020094	Ən tǝb kǝ udakhe ǝn vin, nǝg liye ǝn gat ɗule da vide tar Yasu dǝ ghaz. Ka vaza vaza tsitar ɗem, tsaghe da mbambǝgin ad udanen fitsa nggi.
2903030053	Nǝv Yasu kǝ dadak mǝtsa dǝven, “Tsiyif tsi, ausǝg, ghitsga ghits ǝn van.”
29030400ac	Ka ndiɗatǝrwal Yasu kwarne, “Ira dǝge khwara kǝ mana mana fitsa nggiyi? Man dǝg khwarane, awana dǝg bǝzan khi? Kat safa fitsa nggiye, awana kǝɗga dǝ kǝɗa khi?
290305009f	Ka vazakh tǝrkhai dǝ bazarǝv, wirva ɓengɓeng rǝve din itar. Ka niya kǝ udanǝn, “Taladal dǝvagh.” Ka taladal, tǝvin tǝvina ka mbu dǝv sar ndiɗ.
2903060084	Nǝgha kǝ Farisakh ndǝkyan, ka dǝgal tsitar da ɗembar lava zǝ liye tlǝkhara lǝg kǝ Khiridus, ad ɗule da kǝɗ da itar Yasu.
2903070073	Ka sawal Yasu zǝ furakh sar ǝn tǝb kǝ udakh, dǝgal da tǝ ghay dǝlv, zikǝn udakhe ǝn khaya Galili a gatars.
29030800e7	Tsǝna kǝ udakh ad lav ǝn tǝghǝr kǝ dǝgakhe ǝn manin daghan. Zikǝn udakhe ǝn ǝntla khaya ya Yakhudi, Wursalim, zǝ ǝntla khaya ya Edom, zǝ li khǝdzǝva gadzak zagh Urdu, zǝ udakh ya Taya zǝ Sidon, a sawal da vak sar.
2903090078	Wirva zika udakha, ka kwarar khai Yasu kǝ furakh sar, kǝ ɗikarna khǝɗikan na kǝ peryu, ki khek tlǝgars kǝ udakh.
29030a0068	Wirva a mbakhatǝru kǝ udakh zikǝn. In kǝ mangan kǝ liye tukw kuzakh ǝn tlagǝva daks da gǝmagǝm.
29030b007e	Itsǝn nǝghǝn vara sǝɗikw bǝzan ad Yasu, ka mbaɗa itar ǝn tǝvuk sar, zǝ tuwa tsitar kwarne, “Kha Zǝr Yazhigǝl.”
29030c004d	Ka tǝkhatǝrnan chara, kwarara bai tar kǝ udakh ad lavǝn tǝghǝr tsin bi.
29030d005d	A do Yasu da tǝ kalam ghuɓ, ka ɗakh tǝrkhai kǝ liye ǝn naghin, ka sagh itar da vak sar.
29030e0091	A dzǝrgan ad ud kǝlatǝm mits, ki nǝga kǝ dzǝran na kǝ furakh sar. Kǝ giɗa tsitar dagh, kǝ ɓalatra ɓal dǝgal da kwardu lav Yazhigǝl.
29030f0027	Mbǝladu itar ndzǝɗa dzado wurduwakh.
2903100049	Yakhana udakh kǝlatǝm mitse a dzǝrgin. Siman (ai barvin ɗakh Bitrus).
2903110065	Yakub zǝr Zabadi zǝ saghǝr sar Yukhan (ai batǝrvin ɗakh Buwarnajis, in kwarne “Zar ya fit”).
290312008d	Chalǝmakh tsuguna itar, Ndros, Filibus, Bartalamaus, Mat, Tom, Yakub zǝr Half, Taddiyus, Siman ude nagh ba gwiya kǝ khaya sar da tǝlg bi.
290313002b	Zǝ Yakhuz Iskariyoti, dadake a bǝdu Yasu.
290314009b	Ən tǝkhal kǝ yana, ka dagh Yasu da tlǝrna mǝgh. Ka sa dzakhava udakh zikǝn da vak sar. Wirva yan, in zǝ furakh sar, a mbǝlatǝru ba ɗul zu kaf bi.
2903150062	Tsǝna kǝ yakhtar ad in, ka dǝgal tsitar da ɓadoɓ. Da itar ǝn kurana, ba kǝɗǝf ghǝr tsin.
29031600cf	Yakhaya kǝ li tsagdu ndzikha ndzikh Mus liye sodagh ǝn Wurshalim, ǝn kwar kwarne, “Ba’alzabul shik ya wurduwakh ǝn man tlǝks din. In tsugun kǝ bara ndzǝɗa lakwdu wurduwakh ǝn vǝgh kǝ udakh.”
2903170078	Ka ɗakh tǝrkhai Yasu da vak sar, ka farsa kwaratǝra lava tsin dǝ jakǝva lavakh. “Da lakwa ndar Shatan ad Shatani?
2903180042	Da tǝkaghǝra tlǝks mits. Tǝkhakh yan kǝ tlǝks kǝ ghitsgana?
290319004b	Da tǝkaghǝra udakhe ǝn mǝgh mits. Da tǝkha yan kǝ mǝgh kǝ ghitsgan?
29031a0097	Da ka ǝn man tlughuma Shatan dǝ ghǝr sar, a tǝkana ba dǝ ghǝra sar kina biya? Da tǝkha kǝ ghitsgan dǝ ndzǝɗa? A sagh ba mbasa sar kina biya?
29031b0094	Nǝg ude tǝkha kǝ dagh da fǝta ude dǝ ndzǝɗa kǝ khuts kadlang sara? Khekwa ndzaɗana bakhin ndan kǝda khuts katlang sar tsin ǝn fǝta sara?
29031c0088	Ən tǝkha kura tǝkha kǝ, tǝkhud kǝ ɓisatǝrna daghan khaipakh tar kǝ udakh, zǝ ɗaga tsafa tsafe a manarkhai itar kǝ Yazhigǝl.
29031d0055	Ai daka tsafanǝfin ad Sǝɗikw Yazhigǝl, na bud da ɓisara ɓisa kǝ ngǝɗa bi.”
29031e0064	Dǝge kǝ ba da kwar yana, wirva a kwarga itar kwarne, “Nǝg dǝ sǝɗikw bǝzan ǝn vǝgh sar.”
29031f0075	Ka sagh zarbabakh Yasu zǝ bab sar da vak Yasu. Ghitsge tar ǝn mel, ka ɓǝlanǝf itar ad ud daks da ɗakhatra Yasu.
2903200089	Nǝg dzakhava udakh a tsarghǝran, ka kwararkhai itar kwarne, “Babagha zǝ zarbabakhagh ǝn mel itar, ǝn na nǝgha kha nǝgha itar.”
290321003d	Ka ndiɗatǝrwal Yasu kwarne, “War babara zǝ zarbabakhari?
290322005f	Ka vazatǝrvala kǝ liye ǝn ndzǝgan, liye tsarghǝran, ka ni, “Auna babara zǝ zarbabakhar.
2903230056	Ɗaga ude ǝn man dǝge ǝn nagha Yazhigǝl, in zǝrbabara, dughwbabara, zǝ babar.”
29040100fd	Fitsa tlǝrna, ka dala Yasu da tǝghay dǝlv, ka gwidǝn farsa tsagatǝrdu tsaga tsin kǝ udakh. Dzakhava udakhe a tsarghǝrana zikǝn itar char. Wirva yana, ba da tsin da peryuwa ndzǝgan ǝmb. Dzakhava udakh daghan tsuguna ǝn ghitsǝn tǝghay gǝrdz.
2904020043	A tsagatǝrdu ad dǝgitakh zikǝn dǝ jakva lavakh. Ka niya tsitar,
2904030046	“Bambǝg tlim, tsǝnam tsǝn, dadak wusa a dala da tukhǝn gukh sar.
2904040052	Madǝvin ǝn kwazdu khulfa, yakhaya ɓalal da tǝ ɗul, ka sa ɗikakha vaɗu itar.
290405008a	Yakhaya tsuguna ɓalala da tǝ vake dǝ jajǝrkh, vake kwal dǝ khay char. Ka fǝtsawal itar kujaɗ kujaɗ, wirva vakena na khay chara bi.
290406006e	Tǝvga kǝ fatsiya, ka ɓayandal ad khiyakhen, ka ghulala itar. Wirva tlǝla tara, a dagh ba da khay chara bi.
290407006b	Yakhaya kǝ khulf tsuguna, ɓaldagh itar da tak. Ka ɗakala takena, ɓidzatǝrǝf. Ka yiga ba itar zǝr bi.
29040800f6	Yakhaya kǝ khulf tsuguna, ɓalala itar da tǝ dǝlɓ. Fǝtsawala tsitara, ka ɗakala itar, yiga itar zǝr ndǝkchiɓ. Yakhaya yige tar zǝr kulkhǝkǝrɗ kulkhǝkǝrɗ. Yakhaya tsuguna kulunkwakh kulunkwakh. Yakhaya tsuguna dǝrmǝk dǝrmǝk.”
2904090059	A mbasana Yasu ad kwar lav sar dǝ kwarne, “Ɗaga ude dǝ tlǝm tsǝn lava, tsǝnin.”
29040a0094	Madǝv Yasu ǝn ndzǝgan tukuɗa tukuɗa, furakh sar na kǝlatǝm mits, zǝ liye a tsarghǝran, ka ndiɗarwal itar ad dǝge ǝn tuku jakva lavakhen.
29040b00ab	Ka niya tsitar, “Kura a khayakurnǝfud ad tsa ɓǝghan na kǝ dǝge tǝghǝr kǝ tlǝksa Yazhigǝl. Ak yakhaye kwal nǝg ǝn kura, itsauɗa ǝn kwaratǝrǝn jakva lavud.
29040c00c6	Ki zǝɗa, “‘Ən vaza vaza itara, ǝn nǝgha ba itar bi, zǝn tsǝna tsǝna itara, ǝn diyarsǝf bai tar bi Ki khek katlga tsitar, pǝlga itar ghǝr, ɓisatǝrna Yazhigǝl ad khaipakh tar.’”
29040d009c	Tsuguna ka nǝv Yasu tsitar, “Ai da katlga ba kur ad dǝge ǝn tuku inana kǝ jakva lava bi, ai da katla ndar kur ad dǝge ǝn tuku tlǝrna jakva lavakhi?
29040e004f	Auna dǝge ǝn tuku jakva lavan. Khulfe a kwazdu dadak tukha, in lav Yazhigǝl.
29040f00b3	Khulfakhe a ɓalal da tǝ ɗul, ǝn mǝdla jakva udakhe a tsǝna lav Yazhigǝl. Ba itar ǝn tsǝna lavana, ǝn dǝvǝn dǝva, ka sagh Shatana khutsala dǝ lave ǝn rǝvakhuɗ tar.
2904100084	Khulfe a ɓalala da tǝ jajǝrkh, ǝn mǝdla jakva udakhe a tsǝna lav Yazhigǝl, ka chauge tar kujaɗ kujaɗ, dǝ khwaɗǝg tsugun.
