2800000008	Maatoosa
2d08010040	Hessa gisho, Kiristtoos Yesuusan de7eyssati ha77i pirddettokona.
2d08020075	Kiristtoos Yesuusa baggara nuus de7o immiya Geeshsha Ayyaana higgey, tana nagaranne hayqo higge aylletethaafe kessis.
2d08030110	Nu nagara asatethaa gaason, higgey daaburanchcho gidiya gisho nuna ashshanaw dandda7ibeenna. Xoossay ba na7aa nagaranchcho asa leemison nagaras yarshsho gidana mela kiittidi hessa oothis. Yaatidi, Xoossay Kiristtoosa ashuwa baggara nagara, nagaranchcho asa giddon pirddis.
2d08040091	Xoossay hessa oothiday, nu asho amoy koyeyssada gidonnashin, Geeshsha Ayyaanay koyeyssada de7iya nu bolla higgiya xillo kiitay polettana melassa.
2d0805009a	Bantta asho amuwaa kaallidi de7eyssati banttana ufayssiyabaa qoppoosona. Shin Geeshsha Ayyaana shenen de7eyssati Geeshsha Ayyaana ufayssiyabaa qoppoosona.
2d08060060	Nu qofay asho amos haarettiko hayqo ehees, shin ayyaana amos haarettiko de7onne sarotethi ehees.
2d08070077	Asho amos haarettiya asi Xoossaa higgiyas kiitettanaw koyonna gishonne kiitettanaw dandda7onna gisho, Xoossaara morkke.
2d08080044	Bantta asho amuwaas haaretteyssati Xoossaa ufayssanaw dandda7okkona.
2d080900c2	Shin Xoossaa Ayyaanay hinttenan de7ikkonne hinttena haarikko, hintte Ayyaana shenen de7eetappe attin hintte asho amuwaas haaretteketa. Kiristtoosa Ayyaanay baynna oonikka Kiristtoosabaa gidenna.
2d080a0086	Shin Kiristtoosi hinttenan de7ikko, hintte asatethay nagara gaason hayqqidayssa. Shin hintte ayyaanay xillotethaa gaason de7on de7ees.
2d080b00b7	Shin Yesuusa hayqoppe denthida Xoossaa Ayyaanay hinttenan de7ikko, Kiristtoosa hayqoppe denthida Xoossay, hinttenan de7iya ba Geeshsha Ayyaanan hayqqiya hintte asatethaas de7o immana.
2d080c003f	Hiza, ta ishato, nuuni nu asho amuwaa kaallidi daanaw bessenna.
2d080d0077	Hinttee, hintte asho amuwaas de7ikko hayqqana, shin Geeshsha Ayyaana wolqqan nagara oosuwa wodhikko hintte de7on daana.
2d080e0030	Xoossaa Ayyaanay kaalethiya ubbay Xoossaa nayta.
2d080f009f	Nuuni, “Abbaa! Ta Aawaw” yaagidi xeegiya, Xoossaa nayta oothiya Geeshsha Ayyaana ekkidaappe attin zaaridi yashshan daanaw aylle oothiya ayyaana ekkibookko.
2d0810004e	Xoossaa Ayyaanay nu ayyaanara gididi nuuni Xoossaa nayta gideyssa markkattees.
2d081100ac	Nuuni iya nayta gidikko Xoossaa anjjuwaa laattana; Kiristtoosara wolla he anjjuwaa laattana. Qassi nuuni Kiristtoosara metuwa ekiko iyara wolla iya bonchchuwan shaakettana.
2d08120079	Nuuni ha77i waayettiya waayiya, sinthafe nuus qonccana bonchchuwara gathi be7ikko, ginisanaw dandda7ettenna gada qoppays.
2d08130044	Medhetetha ubbay Xoossaa nayta qonccethaa daro laamotidi naagoosona.
2d08140079	Medhetetha ubbay hada gidis; hessika, medhetethaa dooron gidonnashin, ufayssan naagana mela oothida Xoossaa shenen hanis.
2d08150067	Medhetethay ba huu7en dhayo aylletethaafe wozettidi, Xoossaa naytara wolla bonchcho la77aa shaakettana.
2d0816005e	Medhetethay issife hanno gakkanaw miixoy oykkida maccasada ooleninne un77an de7eyssa nu eroos.
2d081700b9	Qassi hessa medhetethaa xalaala gidonnashin, Geeshsha Ayyaanaa bayra imotada ekkida nuuni, nu huu7en nu asatethaas wozo gidida Xoossaa nayta gidana ufayssaa naagishe nu asatethan oolos.
2d08180062	Ha ufayssan nuuni attida. Shin nuuni ufayssi oothiyabay benttiya gidikko hessa ooni ufayssi oothi?
2d0819004a	Shin nu be7onnaban demmana gidi ufayssan naagikko hessa dandda7an naagoos.
2d081a00b2	Hessada Geeshsha Ayyaanay nu daaburan maaddees. Nuuni Xoossaa waati woossanaw bessiyako erokko, shin Geeshsha Ayyaanay ba huu7en, asi odanaw dandda7ettona qaalan nuus gaannatees.
2d081b0081	Qassi asa wozana eriya Xoossay Geeshsha Ayyaana qofay aybeekko erees. Geeshsha Ayyaanay Xoossaa sheniyada geeshshatas gaannatees.
2d081c005e	Xoossaa siiqeyssatasinne iya sheniyada xeegettidayssatas Xoossay ubbaa lo77os ootheyssa eroos.
2d081d007e	Xoossay koyrottidi eridayssati ba Na7aa daanana melanne na7aykka ammaneyssata giddon bayra gidana mela entta dummayidi wothis.
2d081e0069	Xoossay koyrottidi dummayidayssata xeegis; he xeegidayssata xillisis; he xillisidayssata qassi bonchchis.
2d081f004d	Yaatin, nu ha ubbaas woyganee? Xoossay nu bagga gidikko nuura oone eqettanay?
2d08200084	I hari attoshin, ba na7aas qadhettonashin, nu gisho aathi immis. Yaatin, ba na7aa nuus aathi immidayssi waanidi ubbabaa coo immenne?
2d0821003e	Xoossay enttana xillisida gisho I dooridayssata oone mootanay?
2d08220090	Yaatin, entta bolla pirddanaw dandda7ey oonee? Oonikka baawa. Hayqoppe denddidi Xoossaa ushachchan uttida, Kiristtoos Yesuus, I nuus gaannatees.
2d082300a1	Hiza, nuna Kiristtoosa siiquwappe shaakkanay oonee? Waayeyye woykko metoyye woykko goodeyye woykko kosheyye woykko kallotetheyye woykko yashsheyye woykko oleyye?
2d0824008a	Geeshsha Maxaafan, “Nuuni ne gisho gallasa kumethaa hayqqoos; shukkas efiya dorssada taybettida” geetettidi xaafettidayssa mela gidis.
2d0825003b	Shin nuuni, nuna siiqida Kiristtoosan ha ubbaa polo xoonos.
2d0826008a	Hessa gisho, hayqo gidin de7o gidin kiitanchchota gidin haareyssata gidin ha77i de7eyssa gidin sinthafe yaanayssa gidin wolqqaamata gidin,
2d0827009d	salo wolqqaa gidin sa7a wolqqaa gidin ay medhetethi gidin nu Godaa, Kiristtoos Yesuusan de7iya Xoossaa siiquwappe nuna shaakkanaw dandda7onnayssa taani eras.
2d09010078	Taani Kiristtoosan tuma odays, worddotikke. Geeshsha Ayyaanay kaalethiya ta kahay taani worddotonnayssa taw markkattees.
2d09020041	Ta wozanan Isra7eeletas daro qadhettaysinne qamma gallas qoppays.
2d09030066	Taani, ta ishata gisho, Kiristtoosappe shaakettada Xoossaa qanggethafe garssan de7idaakko dosaysishin.
2d090400c6	Entti Isra7eeleta, Xoossay entta ba nayta oothis, ba bonchchuwa enttaw qonccisis. Enttara caaqqis; higgiya enttaw immis. Entti Xoossaa goynnana tuma ogiya bessis; Xoossay ufayssa qaala enttaw immis.
2d09050085	Entti yeletethan mayzata zare; qassi Kiristtoosi ashon entta zare gididi yis. Ubbaafe bolla gidida Xoossay merinaw galatetto. Amin7i!
2d0906006b	Gidoshin, Xoossay gelida qaalay polettonna attis guussu gidenna. Isra7eele asa ubbay Xoossaa asi gidokkona.
2d0907007d	Qassi Abrahaame zare ubbay Abrahaame nayta gidokkona. Xoossay Abrahames, “Ne zerethay Yisaaqa baggara xeegettana” yaagis.
2d0908008e	Hessa guussay ashon yelettida nayti ubbay Xoossaa nayta gidokkona. Shin tuma Isra7eele nayti Xoossay Abrahames gelida qaalada yelettida nayta.
2d09090071	Xoossay immana gidi gelida qaalay, “Taani wontto laythi hannoode yaana; Saarakka adde na7a yelana” yaageyssa.
2d090a0053	Hessa xalaala gidonnashin, Irbbiqinne Yisaaqi yelida mentte adde naytabaa akeekite.
2d090b007e	Entti yelettanaappe woykko iita woykko lo77o oothanaappe sinthe Xoossaa dooroy ooson gidonnashin xeessan gideyssa qonccisanaw,
2d090c003d	“Bayray kaaluwas kiitettana” yaagidi Goday Irbbiqas odis.
2d090d0053	Hessika Geeshsha Maxaafan, “Yayqooba dosas, Eesawe ixxas” geetettidi xaafettis.
2d090e003f	Yaatin, nuuni woyganee? Xoossay ase asappe shaakkiyye? Gidenna.
2d090f0066	Goday Musekko, “Ta maaranaw koyidayssata maarana; ta qadhettanaw koyidayssatas qadhettana” yaagis.
2d0910004b	Hiza, Xoossaa dooroy asa shenen woykko ooson gidonnashin iya maarotethaana.
2d0911009e	Geeshsha Maxaafan, Gibxe kawuwakko, “Taani, ta wolqqaa nenan bessanawunne ta sunthay alame ubban erettana mela hessas nena kawothas” geetettidi xaafettis.
2d09120057	Hiza, Xoossay maaranaw koyeyssa maarees; wozanaa muumisanaw koyeyssa wozanaa muumisees.
2d09130087	Hinttefe issoy, “Yaatin, Xoossay ase iita ooso gisho ays borii? Xoossaa sheniya ixxas gaanay oonee?” yaagidi oychchanaw dandda7ees.
2d091400a4	Shin ta ishaw, Xoossaara palamanaw neeni oonee? Urqqafe Medhettida miishey bana medhdhidayssa, “Tana hayssada oothada ays medhdhadi?” gidi oychchanaw dandda7ii?
2d0915007a	Woykko urqqa medhdheyssi issi urqqafe issuwa bonchcho miishe, hankkuwa qassi tooshe miishe oothidi medhdhanaw maati baawe?
2d0916007f	Xoossay ba hanquwa bessanawunne ba wolqqaa erisanaw koyidi, pirddas giigida hanqo nayta daro genccan dandda7idaakko ne ay eray?
2d09170060	Hessa I oothiday koyrottidi bonchchoos giigisida, ba doorida naytas ba bonchchuwa qonccisanassa.
2d09180041	Ayhude gidin, woykko Ayhude gidonna asa ubbay Xoossan doorettida.
2d09190086	Nabiya Hose7e maxaafan, “Ta ase gidonnayssata, ‘Ta ase’ gada xeegana. Ta siiqaboonna deriya, ‘Siiqetidayssata’ gada xeegana.
2d091a0074	Entti, ‘Ta ase gidekketa’ geetetti xeegettida bessan, ‘De7o Xoossaa nayta’ geetettidi xeegettana” yaagees.
2d091b007f	Nabiya Isayaasi Isra7eele asaabaa, “Isra7eele asay abbaa gaxan de7iya shafiyada darikkoka, enttafe guutha asa xalaali attana.
2d091c003c	Goday alamiya ubbaa bolla ellesidi polo pirddaa pirddana.”
2d091d00a3	Qassika Isayaasi, “Ubbaafe Wolqqaama Goday nuus guutha zerethi ashshonnabaa gidiyakko, nuuni Soodomenne Gamoora katamaada dhayanashin” yaagidi koyrottidi odis.
2d091e005f	Yaatin, nu woyganee? Xillotethaa koyiboonna Ayhude gidonna asay ammanon xillotethi demmidosona.
2d091f0050	Shin xillotethako gathiya higgey de7iya Isra7eele asay xillotethi demmibookkona.
2d09200098	Ays demmibookkonaa? Entti xillotethaa ammanon gidonnashin, ooson ekkanaw koyida gishossa. Yaaniya gisho, entti, “Dhubbiya shuchchan” dhubettidosona.
2d09210085	Geeshsha Maxaafan, “Taani Xiyoonen dhubbi kunddisiya shuchchaa wothana. Iyan ammaniyaa oonikka yeellatenna” geetettidi xaafettis.
2d0a010056	Ta ishato, ta kumetha wozanan ta amotteynne Xoossaa woossey Isra7eeley attana melassa.
2d0a02004f	Entti Xoossaas mishettosonashin, tuma eratethan mishettonnayssa ta markkattays.
2d0a03007f	Entti Xoossaa xillotethaa ogiya eronna ixxidi, bantta huu7e xillotethaa kaallidosonappe attin Xoossaa xillotethaa koyibookkona.
2d0a040039	Asi ubbay ammanon xillana mela Kiristtoosi higgiya polis.
2d0a050079	Asi higge naagidi ekkiya xillotethabaa Musey xaafishe, “Higge naagiya oonikka he higgiya naagida mela de7ees” yaagis.
2d0a060088	Shin ammanon ekkiya xillotethabaa geetettiday hayssa: “Ne wozanan, ‘Ooni salo keyanee?’ yaagoppa; hessi Kiristtoosa wodhisanaassa.
2d0a070060	Woykko, ‘Duge sa7a garssi wodhdhanay oonee?’ gooppa; hessi Kiristtoosa duufoppe kessanaassa.
2d0a080081	Shin yaagidi xaafettis: ‘Xoossaa qaalay ne matana; ne doonaninne ne wozanan de7ees’ Nuuni hinttew odiya ammano qaalay hayssa.
2d0a090072	“Yesuusi Goda” gada ne doonan markkatikonne Xoossay iya hayqoppe denthidayssa ne wozanan ammanikko, ne attana.
2d0a0a003e	Asi ba wozanan ammanidi xillees; ba doonan markkattidi attees.
2d0a0b0044	Geeshsha Maxaafay, “Iyan ammaniyaa oonikka yeellatenna” yaagees.
2d0a0c0088	Issi Xoossay ubbaa Goda gidiya gisho, Ayhudeta giddoninne Ayhude gidonna asaa giddon dummatethi baawa. I bana xeegiya ubbaas daro keeha.
2d0a0d0046	Geeshsha Maxaafay, “Godaa sunthaa xeegiya oonikka attana” yaagees.
2d0a0e00cd	Yaatin, entti ammanonna de7ishe waanidi iya xeegana dandda7onna? Entti iyabaa si7onna de7ishe waattidi iya ammananaw dandda7onna? Qassi enttaw qaala odiya asi baynna de7ishin, waanidi si7anaw dandda7onnaa?
2d0a0f00a5	Kiitettida asi baynna de7ishin, qaalay waanidi odettanaw dandda7ii? Geeshsha Maxaafan, “Ufayssa Wonggelaa odiya asaa tohoti waanidi lo77onaa!” yaagidi xaafettis.
2d0a10006a	Shin Isayaasi, “Godaw, nu markkatethaa ooni ammanidee?” yaagidayssada, ubbay Wonggelaa ammanibookkona.
2d0a110043	Hessa gisho, ammanoy sissafe yees; sissi Kiristtoosa qaalappe yees.
2d0a1200ad	Gidoshin, Isra7eele asay qaala si7ibookkona guusseyye? Akkay si7idosona. Geeshsha Maxaafan, “Entta qaalay biitta ubban si7ettis, entta oday sa7aa gaxa gakkis” yaagettis.
2d0a130090	Shin Isra7eele asay eribookkona guusseyye? Musey kase, “Taani hinttena leqettida asan qiiroysana; qassi eeya asan hinttena yiloyana” yaagis.
2d0a14006c	Qassi Isayaasi, “Tana koyiboonna asaas benttas; tana oychchiboonna asaas qonccas” yaagidi yayyonna odis.
2d0a15007a	Shin Isayaasi Isra7eeletabaa odishe, “Ubbaa gallas kiitettonna asaasinne tana ixxiya asaas ta kushiya miccas” yaagees.
2d0b01007d	Ane ta oychchays: yaatin, Xoossay ba asaa aggideyye? Aggibeenna! Taani ta huu7en Isra7eele; Abrahaame sheeshi; Biniyame zare.
2d0b020085	Xoossay koyro doorida ba asata yeggenna. Geeshsha Maxaafan, Eliyaasi Isra7eelata Xoossaa sinthan waati mootidaakko, hintte erekketii?
2d0b030090	Eliyaasi, “Godaw, entti ne nabeta wodhidosona, ne yarshsho bessaaka laallidosona. Ta tarkka attas; entti tanakka wodhanaw koyoosona” yaagis.
2d0b04006a	Xoossay iyaw woygi zaaridee? “Ba7aale giya eeqas goynniboonna laappun mukulu asaa taw ashshas” yaagis.
2d0b050059	Hessadakka, ha wodiyan Xoossay ba aadho keehatethan doorida guutha Isra7eeleti de7oosona.
2d0b060090	I entta dooriday ba aadho keehatethaanappe attin entta ooson gidenna. Dooroy ooson gidikko, iya aadho keehatethay tuma aadho keehatethi gidenna.
2d0b070091	Yaatin, waanidee? Isra7eeleti bantta koyabaa demmibookkona, shin Xoossay doorida guuthati demmidosona. Attidayssati bantta wozanaa muumisidosona.
2d0b0800b3	Hessika, Geeshsha Maxaafan, “Entti bantta ayfiyaan be7onnaada bantta haythan si7onnaada, hanno gakkanaw enttaw Xoossay azalla ayyaana immis” geetettidi xaafettidayssada hanis.
2d0b090077	Qassi Dawitey, “Entti miya gaytay entta xiheda oykko; entta gufanthiya aafo gido; entta iitatethay entta bolla gakko.
2d0b0a0056	Entti xeellonnaada entta ayfey goozetto; ubba wode meton entti kuunidi de7o” yaagis.
2d0b0b00ad	Yaatin, Ayhudeti zaari denddonna mela kunddidonayye? Gidenna! Entta kunddethay Ayhude gidonna asay attana mela gaaso gidis. Hessika Ayhudeti entta bolla qanaatanaada oothis.
2d0b0c00b7	Ayhudeta nagaray alamiyas daro anjjo ehis; qassi entta kunddethay Ayhude gidonna asaas daro anjjo gidis. Yaatin, doorettida Ayhudeti kumethi attiyaa wode anjjoy ay mela daranddeshsha!
2d0b0d0076	Taani, ha77i hinttew Ayhude gidonna asaas odays. Ayhude gidonna asaas hawaare gidada ootheyssan taani daro ceeqettays.
2d0b0e005c	Ta hessa oothiday taw ashon zare gidida Isra7eeleta qiiroyada enttafe guuthata ashshanaassa.
2d0b0f0087	Xoossay entta yeggida wode, ha alamey Xoossaara sigettis. Xoossay entta shiishi ekkiya wode hayqqida asi hayqoppe denddida mela gidees.
2d0b100091	Koyro menthida baso uythay Xoossaas yarshshettidi geeshshi gidikko, muume uythayka geeshshi. Mithaas xaphoy geeshshi gidikko, tasheykka geeshshi.
2d0b1100ba	Gaden tokkida shamaho tashe gidida Ayhudeti karettin, hintte bazzon dolida shamaho tashe gidida Ayhude gidonnayssati entta bessan dhanthettidi entta anjjuwaanne duretethaa shaakettideta.
2d0b1200a7	Hiza, hintte tasheda karetti wodhdhida Ayhudeta bolla otorttofite. Hintte otorttiyabaa gidikko, xaphoy hinttena tookkesippe attin hintte xaphuwa tookkonayssa akeekite.
2d0b13005c	Neeni, “He tasheti karettiday, ta entta bessan dhanthettana melassa” gaanaw dandda7aasa.
2d0b14008f	Hessi tuma. Entti ammaniboonna gisho karettidosona. Neeni ammanida gisho he bessan eqqadasa. Neeni yayyanaw besseesppe attin otoranaw bessenna.
2d0b150050	Xoossay medhon tashe gidida Ayhudetas qadhettonna ixxiko hinttewuka qadhettenna.
2d0b1600b7	Hiza, Xoossay ay mela keehekonne ay mela yashshiyako be7a. I yashshey kiitettonayssata, qassi I keehey iya ammanidi minnidi eqqidayssatassa. Minnidi eqqonna ixxiko hintteka karettana.
2d0b170061	Ayhudeti ammanikko, kase entti de7iya bessaa simmana. Xoossay entta zaaridi, wothanaw dandda7ees.
2d0b1800d5	Hinttena bazzon de7iya shamaho gidida Ayhude gidonnayssata qanxidi, gaden tookettida shamahuwa bolla hinttena tokkiko, medhon gade shamaho gidida Ayhudeta bantta koyro bessan zaari tokkanaw waanidi dandda7ettenee?
2d0b1900f0	Ta ishato, hintte hinttena eranchcho gidi ceeqettofite. Ta hinttew odiya issi xuuri de7ees. Hessika Isra7eeletappe baggay si7onna ixxiday wurssethi gakkanaw gidonnashin, attanaw de7iya Ayhude gidonna asay kumethi Xoossako yaana gakkanaassa.
2d0b1a0088	Hessadakka, Isra7eele asay ubbay attana. Geeshsha Maxaafan, “Nuna ashsheyssi Xiyooneppe yaana; Yayqooba zerethaafe iita ubbaa diggana.
2d0b1b0059	Taani entta nagara atto giya wode enttara caaqqana caaqoy hayssa” geetettidi xaafettis.
2d0b1c009f	Ayhudeti Wonggelaa ekkonna ixxidi, hintte gisho Xoossaara morkke gididosona. Gidoshin, ha77ika entti doorettidayssata, Xoossay entta aawata gisho entta dosees.
2d0b1d002d	Xoossay ba imuwaninne ba xeessan qiirottenna.
2d0b1e0087	Hintte Ayhude gidonnayssati kase Xoossaas kiitettibeekketa. Shin ha77i Ayhudeti kiitettonna ixxin, hintte Xoossaa maarotethaa ekkideta.
2d0b1f0061	Hessadakka, hintte ekkida maarotethaa Ayhudeti ekkana mela ha77i Xoossaas kiitettonna ixxidosona.
2d0b20005b	Xoossay asa ubbaa ba maarotethaa bessanaw koyidi, asi ubbay kiitettonna ixxana mela oothis.
2d0b210071	Xoossaa duretethaa, cinccatethaanne eratethaa akeekidi odanay oonee? Iya pirdday pilggettena, iya ogey erettenna.
2d0b22004a	Geeshsha Maxaafan, “Godaa qofaa erey oonee? Iya zoranaw dandda7ey oonee?
2d0b23003d	Xoossaas tal77eynne tal77iya zaaridi ekkey oonee?” yaagees.
2d0b240064	Ubbaa I medhdhis; ubbay iyan de7ees; ubbay iya bonchchossa. Xoossaas merinaw bonchchoy gido. Amin7i.
2d0c0100cb	Hiza, ta ishato, hinttee, hintte asatethaa Xoossaa ufayssiya, paxanne geeshsha yarshsho oothidi, immana mela taani hinttena Xoossaa maarotethan woossays. Xoossaa hintte goynnanaw bessiya tuma ogey hessa.
2d0c02007e	Lo77o, ufaysseyssanne polo gidida Xoossaa sheniya hintte shaakki eranaw hintte qofan laamettiteppe attin ha alamiya daanopite.
2d0c0300c1	Xoossay hintte issuwas issuwas immida ammanuwa mela wozanaama asada qoppite. Qoppanaw besseyssafe aathidi hinttena dummayidi, otoron qoppofite gada taw imettida aadho keehatethan hinttew odays.
2d0c04006b	Nu issi asatethaa giddon dumma dumma kifileti de7oosona; he dumma dumma kifiletas dumma dumma oosoy de7ees.
2d0c05008e	Hessada, nuuni daro asi gidikkok, Kiristtoosan issi asatethi gidida. Nuuni issi asatethi gididi dumma dumma kifileti issoy issuwara oykettida.
2d0c060085	Nuus imettida aadho keehatethan dumma dumma imotati de7oosona. Nu imoy tinbbit odo gidikko, nuus de7iya ammanuwa mela odanaw bessees.
2d0c07006f	Nu imoy harata maade gidikko, he oosuwan minnanaw bessees; tamaarsso gidikko, he tamaarssuwan minnanaw bessees.
2d0c0800f2	Nu imoy harata minthetho gidikko, minnidi minthethanaw bessees. Nu imoy nuus de7iyabaappe haratas imo gidikko, wozanappe immanaw bessees. Nu imoy ayso gidikko, minnidi aysanaw bessees. Nu imoy haratas keeho gidikko, ufayssan keehanaw bessees.
2d0c09005b	Hintte siiqoy qoodheppe qommon gidanaw bessenna. Iitabaa ixxite; lo77obaa minthidi oykkite.
2d0c0a0039	Issoy issuwara ishada siiqetite; issoy issuwa bonchchite.
2d0c0b0033	Azallofit; hintte ayyaanan minnidi, Godaas oothite.
2d0c0c0051	Xoossay immida ufayssan ufayttite; metuwa dandda7ite; ubba wode Xoossaa woossite.
2d0c0d003c	Ammaniya geeshshata koshshiyaban maaddite; imathata mokkite.
2d0c0e003a	Hinttena goodeyssata anjjite; anjjiteppe attin baaddofite.
2d0c0f0032	Ufayttessatara ufayttite; yeekkeyssatara yeekkite.
2d0c10008a	Issoy issuwara issi qofan de7ite. Otoro qofaa aggidi, hinttena kawushshidi, kawushsha ooso oothite. Hintte hinttena cincca gidi qoppofite.
2d0c11006a	Oonikka hinttew iitabaa oothiko, he uraas iita zaaroppite. Asa ubbaa sinthan nashisiya lo77o ooso oothite.
2d0c12003d	Asa ubbaara saron daanaw hinttew dandda7ettiya ubbaa oothite.
2d0c1300c6	Ta ishato, hinttee, hintte huu7en asas halo keyoppite. Xoossay halo kessana mela iyaw aggaagite. Geeshsha Maxaafan, “Taani halo kessana; taani kushe zaarana” yaagees Goday, geetettidi xaafettis.
2d0c14009d	Shin Geeshsha Maxaafan, “Ne morkkey koshattiko muza; I saamotiko ushsha. Neeni hessa oothiko iya huu7en yeella tama bonqqo qolaasa” geetettidi xaafettis.
2d0c15002e	Iitaa lo77on xoonappe attin iitaan xoonettofa.
2d0d01009e	Xoossaa shene gidonnashin maati imettonna gishonne ha77i de7iya shuumatikka Xoossaa shenen shuumettida gisho asi ubbay deriya ayseyssatas kiitettanaw bessees.
2d0d020085	Hessa gisho, maatara de7eyssatas kiitettonna ixxiya oonikka Xoossaa kiitaa ixxees. Kiitettonna ixxiya oonikka ba bolla pirddaa ehees.
2d0d030090	Ayseyssati iita ootheyssatappe attin lo77o ootheyssata yashshokona. Ayseyssatas yayyonna agganaw koyay? Yaakko lo77o ootha; entti nena galatana.
