2a00000004	Iluk
2a14020065	Aka sani ngɛ ni, “Tana arʊ akina edei igumoyo ʊni iyoo imusa ʊring men? Iyaa minw ikrʊ yen?”
2a14030038	Okɔ yoro mo ni, “Imye ma Ini gyurhony kam inyi tanami
2a1404003e	Ibaptisma Iyohana ikuni baa yaya wɔ, ki baa ɔwroo orokru?”
2a1405007a	Ekǝ tere asu pya onuo ni ʊkamɔ ka sani, “Arʊ ba sani, ‘Ba ayaya,’ anu sani, ‘Ikisi inyi no yoronyi ni ngɛ?’
2a140600ac	Yip arʊ ba yoro asani, ‘Ikuni baa ɔwroo orokru,’ kukum ɛkǝri orokru nʊ ta arʊ ni atari ɛpyerhe. Kii oyori ngɛ asani Iyohana ni arʊ pɛrɛ onuo Ʊnʊng ngɛ.”
2a1407003d	Okɔ yoro ngɛ asani “Arʊ ne kperhimo ikuni baa ube wo.”
2a1408005b	Iyesu ka sa nɔmɔni, “Imyɛ kam ina tanamo nyi, arʊ sini amim ikrʊ ʊsa ʊring men.”
2a140900b1	Ikpara dang Iyesu ko suno ngɛ ni ʊtana orokru ushosho wen, “Opyo arʊ puri inabi aka ma opyo arʊ ʊta ɛkǝri abya ka kyaa okyoro ki opyo apya kikǝkarha ekǝ dɛrhɛ ngɛ.
2a140a00cf	Sini akywa ʊkana fwa aka tuma agara ngɛ kya owro arʊ sini amimo abya ʊta, akya ayirha ngɛ osumo inabi sini akani. Yip ɛkǝri arʊ sini ayirhi orumo ʊta aka kraa ɛkǝri agara ɛyɛri ngɛ avu akʊrʊ.
2a140b004b	Ekǝ jo tuma opyoo agara ngɛ, aka kraa amaa ʊwaa, ayeri ngɛ avu akʊrʊ.
2a140c003e	Aka tuma ʊmang ataru ngɛ aka saa onuru ɛfɛn ngɛ ke esing.
2a140d0096	“Ekpara dang ɔkɔrɔ ɛkǝri abya, ka sani, ‘Ikimo ini sa nɛchiyɛn? Ini tuma ɔnɔm sini ipri ni ʊwaa ngɛ, oboroo anushe maa imimoru ngɛ.’
2a140e0084	“Yip akywa sini erie, aka sani opyomo ni. ‘Ekǝri ɔnɔ ɔkɔrɔ ari orumo we, inyi ba arʊ pɛrɛ ngɛ, aki abya shoo amaru.’
2a140f006d	Aka kraa ɛfɛn ngɛ bi esing kǝ pɛrɛ ngɛ. “Ikimɔyoɔ nɛchiyɛn ɔkɔrɔ ɛkǝri abya nʊsa ni ɔmɔ?
2a1410009b	Eyeba ebe epyerhe ɛkǝri arʊ sini amimo abya ʊta ama opyo arʊ ɛkǝri abya.” Sini orokru kung ʊring men, akani, “Ʊnʊng sa ibe kya shoo kǝna!”
2a141100aa	Iyesu ko komo ikra ka sani, “Nɛchiyɛn ikimoyo ini imisini ɔwori bi idɔɔ iring Ʊnʊng asani: “‘Ʊtari sini arʊ vura tiramɔwɔ ʊwɔwɔɔ uto ʊtari itung’?
2a14120079	Arʊ sini aba kpaa bayu ʊtari wen anʊ vɛrhɛ ngɛ nɔyʊyɔw, arʊ sini ʊba kpaa ba aya ʊnʊ kɔɔ kǝni ubre ni.”
2a141300ab	Avʊwa ʊmɛr ogro kǝni ogu ubyen Ʊnʊng, kawaa apara sini anu kpin Iyesu ngɛ ba kywakywaa, kii ekperhi asani atani ushosho wen bi ikywimowo. Yip aka kung irung orokru.
2a141400e7	Akasu yara ngɛ asu waa apara sini anu kpin ngɛ ni ʊya aka tuma opyoo orokru aki oyovuno nge kǝni imɔ ni arʊ ʊbrʊbrʊmɔ ni. Akʊ tiri ikwyi imɔ nʊ kpin ngɛ ni iririma sini ɛpɛri, aki imɔ naa ngɛ bavu ari igumo Iroma.
2a141500cd	Ɛkǝri arʊ sini atumimɔ ko gyurho Iyesu ngɛ asani “Avuwa, arʊ kpɛrhi ngɛ asani ʊringnwʊ kǝni ʊmɛrgnwʊ ʊbrʊbrʊwɔɔ. Une pyerhe ite ararʊ, use mɛr ʊtira Ʊnʊng nɛmɛr kǝni ushoyo ni.
2a14160042	Ini idima arʊ kpura ikaisar ngɛ ʊfɛ ogon kii isayo nɛmɛr?”
2a14170031	Iyesu kperhi ʊwɔrɔfomo ngɛ wo aka sani mo ni,
2a14180074	“Yen mi ikiri ʊfɛ. Uwurowu iyang wɔ ʊni ba yaa adarha ɔwɔri ni ikin?” Oko yoro ngɛ ni, “Imi Ikaisar”.
2a1419006d	Aka sani omo ni, “Nyi ma Ikaisar ngɛ ima sini ini mi Ikaisar, ama Ʊnʊng ngɛ ima sini ini mi Ʊnʊng.”
2a141a0062	Akana bramo ʊkpin ngɛ bekai iring ye bite orokru, ekǝ jijire sini oyori mo ka sa na kprukpring.
2a141b008f	Akywa dang opyo arʊ sini ayirhimo ni Asadukiya (arʊ sini ono yoromo ni ʊshinɛ arʊ sini okpuimo), aka ba ɔwroo Iyesu ko gyurho ngɛ asani.
2a141c00b6	“Avuwa, Imusa wori arʊ bi idɔɔ ogro asani, arupya orokru bo kpoo eshere eree asamo ni ɔnɔ ngɛ, itɔɔyo arupya nʊ lorho ubara ɛkǝri erere okro ebyere ɔnɔ bi ʊka arupya.
2a141d0069	Nɛchiyɛn opyo arʊpya nuwo ani etensara, ɔrɔkɔng mɔ ko lorho ubara ngɛ ko kpoo asaa ni ɔnɔ ngɛ.
2a141e0044	Arʊ ʊmang pari ko lorho ubara ngɛ ko kpoo baa ʊkyepen ɔnɔ kaa.
2a141f008d	Kǝnawo arʊman taru ngɛ ko lorhi ubara ngɛ. Ima iying dang kukum mo ere tensara dang olorho ubara ɛkǝri erere okpomo ekɛne penmo ɔnɔ.
2a1420002d	Bakurha ngɛ kukum ɛkǝri erere ko kpoo kaa.
2a1421006e	Ʊnʊng ʊshinɛ eyesing kǝni sini arʊ pya etensara dang olorho ubara ngɛ anu shoo ere iyaa bi idɔɔmo?”
2a1422003f	Iyesu ko yoro, “Orokru ipyoo yen ku lorhi ubara asu ma ibara.
2a14230078	Yip ɛrɛrimɛ kǝni erere arʊ sini amaa ʊshinɛ bi ukpo akiki be ipyoo ukyeba ana su lorhomo ubara anasu mamɔ ubara.
2a14240075	Anasu jo kpomo kii ani kǝni atina Ʊnʊng ni. Ani ɔnɔ Ʊnʊng mo, bekai sini ani ɔnɔ ʊshinɛ bai idɔɔ ukpowo.
2a142500b8	Yip bidɔɔ ushosho ʊpya orumo, Imusa yen napʊpʊrhi asani arʊ sini okpuimo anu shinɛ, kii ayirhi ɛkǝri Ete ngɛ ni, ‘Ʊnʊng Ibraim, Ʊnʊng Ishaku, adarhi Ʊnʊng Iyakubu.’
2a1426006c	Asaa Ʊnʊng arʊ sini okpomo, yip ani Ʊnʊng arʊ sini ani akrʊmɔ, kii bekai ngɛ wɔ kukum ni akrʊ.”
2a14270044	Opyo avʊwa ʊmɛr ogro Imusa ka sani “Avʊwa ʊpɛrɛ ne mɛr!”
2a1428003a	Aka samɔ ni ikywi sini anu jo gyurho ngɛ ipyoo ima ngɛ.
2a1429004c	Iyesu ko gyurhomo asani, “Ikisi orokru yirhi Ikristi ngɛ ni ɔnɔ Idouda?
2a142a0066	Ekǝri Idouda kaa wori bidɔɔ ʊyaa ʊsha ete uber: “‘Ete sini etem ngɛ ni: “Kiki ba avu ʊram
2a142b005c	Ke kya akywa sini ini tere arʊ sini ana waamɔnwɔ aki oshoo igɔgɔru ʊtɛ ifraanw.”’
2a142c0046	Idouda yirhi ngɛ ni ‘Ete.’ Anusa nenyee ɔkɔ jo shoo ɔnɔɔ?”
2a142d0044	Sini orokru kukum aku kung Iyesu ngɛ, akasani ɔnɔ ʊmɛr ngɛ ni,
2a142e00ca	“Inyi sa noshong ni avʊwa ʊmɛr ogro Imusa men. Ese waa ukyeng kǝri nʊ ʊgbe ʊgbʊgbang ɛwɛi orokru fomo ngɛ bi idɔɔ Ize, awaa uwro kikii ɔmɔmɔrʊ bi owro utuno Ayaudiya kǝni owro ipara.
2a142f0088	Ɔmɔmɔ ani arʊ ra ni ina ere ukpo. Ʊwaa uyen ʊkamɔ okong otuturo ngɛ bo owro ʊsɔrhɔ Ʊnʊng. Ɔmɔmɔ anu yirha igara irɛ.”
2a15010099	Akywa sini Iyesu shishi bi owro usɔrhɔ Ʊnʊng oko gyo ikra orong arʊ sini ani uma avu ngɛ akʊ ma ʊfɛ bi owro usa ʊfɛ bi owroo usɔrhɔ Ʊnʊng.
2a1502003f	Oko rong opyo erere okro araa yarha asi ikiri ʊfɛ ipari ngɛ.
2a1503005d	Iyesu ka sani, “Itanany ʊbrʊbrʊwo, erere okro ara ayarha wen asi imi sini ipri kukum mo:
2a15040091	Kukum orokru men ami bai idɔɔ akai ʊma sini ani umoo, yip ɛkǝri erere bidɔɔ ayarha ngɛ ami kukum ima imi sini iparha ɛshɛ bi ukikie.”
2a1505008c	Opyo arʊ kroo ngee kasu pere edei sini ekyeni ubyen Ʊnʊng ni atari agyagyang adarha uma ududuma sini ami Ʊnʊng ngɛ. Yip Iyesu ka sani,
2a1506006a	“kǝni sini inyi rii umamen ni, akywa yeba sini anau sheremo uru utari baya upyo; anu burayo ngɛ kukum.
2a15070095	“Avuwa” oko gyurho ngɛ a sani, “Akina akywa yo anusa umamen? Adarha ngɛ ikimɔyɔ inu shoo ʊpɛ sini arʊ nurong akywa sini umamen ye ba?”
2a150800ad	Iyesu ko yoromo asani, “Inyi sa noshong kii ararʊ ke derhiny. Kii orokru napany yeba bi ʊtʊwam, asani, ‘Imye ni ikristi’, ‘Akywa tow ʊfwa.’ Inyi bekya okromoo.
2a15090097	Akywa sini inyi ba kung oshosho ʊraa kǝni ʊshinɛ ɔkɔɔ ededei, inyi bekya kung irung. Itɔɔyo ʊmamen yeba noru, Yip akurha nekebaa kakaimen.”
2a150a0064	Iyesu ko suno ngee ni ʊtanamɔ asani, “Ibung nushinɛ ʊraa ni ibʊng, igumo nuting ite ni igumo.
2a150b007a	Ujuro ibʊng nʊ shoo nagang, ihywung nukpaa kǝni idumo ki owroo ededei, uuma irung kǝni ʊpɛ ɔkɔkɔ kyeba baa ayaya.
2a150c00c7	“Yip kekya akywa umamen kukum, anu kpir nyi, ogyurhony. Anu naanyi kya eberi owro utuno Ayaudiya, anu kpir nyi afrany bi ʊbɔrʊ eting, anu kongny kya ite ogumo kǝni ari ite kukum bekai ʊtʊwam.
2a150d003e	Yip akywa yenyo inyi nʊ pen apara atanamo imisini Ʊnʊng sa.
2a150e0065	Yip inyi shere ikywiny, inyi bekya wure ʊkany bekai imisini inyi nʊ yoro ɛkǝri ogumo kǝni arite.
2a150f0088	Kii ini many urhing kǝni amraa sini ararʊ bidɔɔ arʊ sini ana waamo nyi anubra utin bi iteny ko asa nenyi ni urhingnyi samo nɛmɛr.
2a15100075	Ko arʊ byereny, arʊpyany kǝni ɔfɔrɔny, ɔnɔ grony kǝni orokyorony anu gbunanyi ngɛ. Ekǝ pyerhe opyo arʊny.
2a1511002b	Orokru kukum nasu waamo nyi bekai ʊtʊwam.
2a1512002d	Yip ko ifung ikywi ararʊny iying naw uvroyo.
2a15130027	Inyi bawʊra ikywi, inyi nʊ pen ʊgya.
2a1514007e	“Akywa sini inyi bakyu rong arʊ tei ikɔ ɛkǝri Urushelima, inyi nʊ kperhi ngɛ asani akywa bura ɛkǝri apya oto iyoyow.
2a15150099	Akywa dang arʊ sini ani bi Iyahudiya itɔɔyɔ atin kyamo ki oyokro, arʊ sini ani idɔɔ apya akuromo, arʊ sini ani idɔɔ afa ebekya raa idɔɔ apya.
2a15160058	Kii akywa igara yoye, urhing men nʊ tirɛ kǝni sini ɔwɔri bidɔɔ irhing Ʊnʊng ni.
2a15170093	Yip ima okwo ni erere arʊ ko ofo, kǝni arʊ ma ɔnɔ iyan bakya dang! Uma ubibi napany nupen ibʊng yen, anang Ʊnʊng nʊ shuro baya orokru men.
2a151800c0	Anu pyerhe opyo arʊmo ni ikama uraa, anu yerhe opyo arʊ kya kukum ibʊng olorho mo ni ʊjang. Arʊ sini ɛnɛkpɛrhimɔ Ʊnʊng nʊ sarhi Urushelima ngɛ kekya ikpara sini akywamo nʊ tirɛ.
2a151900a3	“Ɛpɛ uma ubibi nʊ shoo bi ikra unung, Uperi kǝni Uuyeri. Bi eyesing, kukum Ibʊng nʊ raa idɔɔ igara kǝni uwure adarhi irung bekai utei kǝni ujuro omung.
2a151a0071	Orokru nʊ su kyurho bekai irung, ʊwɔrɔ ofo imi sini inupen ari eyesing, kii anu juro ʊʊma ujujire ki ayaya.
2a151b0058	Bakywa dang anu rong Ɔnɔ Orokru kukyeng ba bidɔɔ umung ni ikrʊ kǝni akai imimɔru.
2a151c005f	Akywa sini uumamen nʊ tikpa usa, inyi shinɛ epyerhe ayaya kii akywa oforonyi te ba iyoyow.”
2a151d0042	Aka tanamo ushoshoo wen: “Inyi rong ʊshi uwee kǝni kukum ashi.
2a151e0050	Inyi bo rong atu turo ayaa inyi nʊ kperi ngɛ nivuny asani ikpirhi te ba wurha.
2a151f0056	Kǝnawo Inyi bakywu rong ʊmamen tusa, inyi kperhi ngɛ asani igumo Ʊnʊng to iyoyow.
2a15200063	“Itaniny ʊbrʊbrʊwɔɔ, orokru ipyoo yen anasu kpomo kukummo, umba kukum ʊʊmamen be tirɛ ba.
2a15210046	Ayaya kǝni eyesing nʊ kywɛrɛyo, yip iring Ʊnʊng nasu kywɛrɛyo.
2a152200bd	“Inyi sa noshong ni ʊkany. Inyi bekya yoro ikywiny tirɛ ni uwaa ura uma kǝni uwaa usa uma adarhi uwaa uku ididima eyesing yen, inyi bekya yoro awri dang kya tira kpin nyi kǝni opo ni.
2a15230041	Kii eye ba baya orokru kukum kǝni opo ni kokywu ubee bi eyesing.
2a152400b5	Inyi sha ʊkany ku kǝni ikpara, ɔsɔrhɔ Ʊnʊng sini inyi nʊ pen ikrʊ imi ʊgya ni kukum uring men sini utekyu usani, adarha ngɛ sini inyi nʊbra uting bi ite ɔnɔ orokru.”
2a1525008f	Kukyunu unung Iyesu kyer umer bi ɛkǝri ubyen Ʊnʊng, kǝnawo kukyunu ure ese kuno kyaa ɔyoo mɔrɔ ki aya uvra sini ayirhi ni ukro Izaitun.
2a1526003e	Ni ititikywa kukyunu unung orokru kyer ukuwo bi ubyen Ʊnʊng.
2a1601005c	Nɛchiyɛn ipara agbangkrʊ imusang ɛdɛrɛ ofuru, sini ayirhi ni ipara ʊwɔrɔ to iyoyow.
2a160200a1	Ogu ubyen Ʊnʊng kǝni avʊwa ʊmɛr ogro Imusa kasu waa ʊtira sini imɔ nʊ pɛrɛ Iyesu ngɛ, awaa ʊsa kǝna ʊsʊsɔ bekai sini akung irung ɛkǝri orokru.
2a1603007a	Ishari ka raa ikywi Iyahuda, arʊ sini ayirhi ngɛ ni Iskariyoti, arʊ sini ani eying bi idɔɔ arʊ atarhi na apari dang.
2a16040075	Iyahuda ka kya eberi Ogubyen Ʊnʊng kǝni arite asha ubyen Ʊnʊng aya pya onuo sini ingɛɛ nʊ gbunamo Iyesu ngɛ.
2a16050031	Aka kung ididima ko yoro asani imo nʊ maa ʊfɛ.
2a16060073	Iyahuda ko yoroni kǝna, kaba raa upyerhe apara sini ingɛɛ numa Iyesu ngɛ bavumo sini araru nasu ʊkpɛrhi ngɛ.
2a1607004a	Ekǝri awri ipara agbankrɔ ka fwa ami anu ma ikara anatam Ipara ʊwɔrɔ.
2a16080072	Iyesu ka tuma Ibitrus mo kǝni Iyohana, a sani, “kya eye kyene arʊ ʊmʊra sini arʊ nura bi ipara ʊwɔrɔ.”
2a16090037	Oko gyurho ngɛ, “Ʊwɛini arʊ ye kyene bi ubewo?”
2a160a008f	Oko yoromo a sani, “Inyi basu raa ɛkǝri apya, Inyi nʊ sira ni opyoo orokru okong obom omung. Inyi kroo ngee kekya ʊna sini anʊ raa ngɛ,
2a160b008e	asani ɛkǝri arʊ ʊna ni, ‘Avuwa gyurhi ni: eki ʊbɔrʊ ekyeng, owro sini imye kǝni ɔnɔ ʊmɛr mi nura ʊmʊra ipara ʊwɔrɔ ngɛ?’
2a160c0083	Anu yen nyi okru ʊbɔrʊ bi ʊna ayaya sini ekywere ukɛnewo, inyi nʊ darha asa ʊʊma ngɛ nɛmɛr. Inyi kyene ʊmʊra burha.”
2a160d0061	Aka kyaa aya darha nɛmɛr kǝni sini Iyesu tanimo ni. Ekǝ kyene ɛkǝri ʊmʊra ipara ʊwɔrɔ.
2a160e0048	Sini akywa fwi, Iyesu ka kiki kǝni ɔnɔ ʊmɛr ngɛ awaa ʊra ʊmʊra.
2a160f006f	Aka sani ɔmɔni, “Iwaa akyu sani ira ʊmʊra ipara ʊwɔrɔ men kǝni enyi kekya ikpara sini inu kung igara.
2a1610004a	Kii iku tana nyi, inojo rammɔ, sai ibɛ tirɛ bi idɔɔ igumo Ʊnʊng.”
2a1611005f	Iyesu ka kpara ɔsɔng, kasa Ʊnʊng ngɛ ija, ka sani, “Inyi yirha akǝkaa bi idɔɔ opyony.
2a16120050	Iku tana nyi, inojo sam omung osumo ʊshi inabi men, sai igumo Ʊnʊng ba ba.”
2a1613008c	Aka kpari ipara ɔgbɔnkrʊ, kasa Ʊnʊng ngɛ ija, ka yurhayɔ, amamɔ, a sani, “Inamam yɔɔye aminy; inyi sa kǝn asu dirha ni emye.”
2a161400a1	Kǝni sini asini, sini ɛkywɛri ʊra ʊmʊra ʊrɛ aka kpara ɔsɔng, ka sani, “Ɔsɔng yen ulorho iring isayo sini afri ni eyi mi, sini aniri ngɛ bi ʊkany.
2a16150042	Yip ekǝri arʊ sini anu gbunam ngɛ we akiki kǝni emye ngɛ ben.
2a16160060	Ɔnɔ orokru nʊ kpoo kǝni sini Ʊnʊng kyoni, yip ima okwoyo ini arʊ sini anu agbuna ngee!”
2a16170063	Akywa dang ɔnɔ ʊtina ngɛ ka tikpa ʊsʊ gyurho opyoomo, iyaa bi idɔɔmɔ, anushe ʊsi ima yen.
2a1618005f	Yip ɛkǝ shinɛ amaa ni opyoomo, bɛkai sini akʊ wɔrɔ ofo iyaa anʊshoo arite bi idɔɔmɔ.
2a1619007e	Iyesu ka sani ɔmɔni, “Ogumo arʊ sini ɛnɛkpɛrhimɔ Ʊnʊng ese yen arʊmɔ ikrʊ, ese yirha opyoomo ni arʊshɛ orokru.
2a161a0097	Yip inyi naw shoony kǝni ɔmɔni. Bi ʊka kǝna arite bi idɔɔ nyi anu shoo kǝni ara ajajini, arʊ sini ani ogumo anu shoo kǝni arʊ sa ʊtʊna ni.
2a161b00a3	Iyaa ni arite, arʊ sini akiki asura ʊmʊra ngɛ kii arʊ ʊkaa ɛkǝri ʊmʊra ngɛ? Arʊ sini akiki asura ngee? Yip ini bi idɔɔ nyi kǝni arʊ kaa ʊmʊra ni.
2a161c003d	Inyimo inyi ting kǝni emye ngɛ bi idɔɔ ʊmarha sini isii.
2a161d0046	Kǝni sini Ɛkpɛri mim ikrʊ igumo ni, kǝnawo ikumany nɛmɛr kǝna.
2a161e0087	Inyi nʊ ra asa kǝni emyee bi idɔɔ igumom. Inyi nʊ kiki bi igɔgɔrʊ igumo, okong igumo baya edei atarhi na pari ami ɔnɔ Isrela.
2a161f00a3	“Isimon, Isimon, shywi akʊng! Ishari waa apara ʊwaw ʊmarhany, akaanyi oworo igigyang kǝni ibibi kǝni sini arʊ owro so woro ikiri ogro bai idɔɔ iwʊng ni.
2a1620009e	Yip Ikarha sɔrhɔ Ʊnʊng ngɛ bi ʊkanw, Isimon, sini ʊma ʊbrʊbrʊnw nasu kpaawɔ. Kǝnawɔ akywa sini ube tere ba ni ɛmyɛ ʊta onogronw ikrʊ ngɛ.”
2a16210069	Isimon kasani, “Ete, ikarha ekywere utuno ʊʊma iye kya kǝni nwoo ko bi ʊbɔrʊ eting ko bi ukpo.”
2a16220089	Iyesu ko yoro, “Itananw, Ibitrus, kekya akywa sini ɔkɔrɔ nʊpɛn echiye, ʊnʊ raa amaa ngɛ asi itaru asani ʊnɛ kperhinw imye.”
2a1623008e	Ikpara dang Iyesu ko gyurho mo, “Akywa sini ituminy bai ipa ʊfɛ, bai ʊbʊrhʊ ko ataka, inyi tii iririma?” Oko yoro, “Bai iririma.”
2a162400ae	Akasani omoni, “Yip nɛchiyɛn arʊ sini oboshoo ni ipa ʊfɛ ngɛ akpara yo, kǝnawo ʊbʊrhʊ; kǝnawo uba sanw ni ikama igbang ngɛ, ʊgbʊna igbɛ irenw ere iying ngɛ.
2a162500bc	Kii itaniny asani ɛkǝri iring Ʊnʊng peri asani: ‘Apari ngɛ bidɔɔ arʊya.’Ika tanany asani itɔɔyo inyeen tirɛ bi ikywim. Kii imisini ɔwɔri bi ikywim ʊkʊ kyeeba ʊtirɛ.”
2a16260068	Ɔnɔ ʊmɛr ngɛ kasani, “Rong, Ete, ʊkama ʊgbang ʊpari me.” Oko yoromo asani, “Imaa kǝna!”
2a16270062	Iyesu ko kuno kyaa kǝni sini ɛrɛn ngɛ ni kya aya ukro Izaitun, ɔnɔ ʊmɛr ngɛ ko kroo ngɛ.
2a16280066	Ni ʊsʊ fwa eberi ngɛ akasani ɔmɔni, “Inyi sɔrhɔ Ʊnʊng kii inyi kya kpaa bidɔɔ ʊmarha.”
2a1629005e	Ekǝ yin ngɛ naji ikarha ngɛ ini kǝni ʊfɛn ʊtari ni ko kpukporo ɔsɔrhɔ Ʊnʊng asani,
2a162a0082	“Ɛkpɛri, iboshoo ʊwaanw wɔ, ʊkparam ɔsɔng igara yen ngɛ. Yip sa imisini ʊnwʊɔ ʊwɛi bekya sa imisini imyee iwɛi.”
2a162b003a	Atina Ʊnʊng ba ayaya kaba eberi ngɛ aba taa ikrʊ ngɛ.
2a162c0066	Ɔkɔ sɔrhɔ Ʊnʊng nagang, kii akung irung igara ukyeba, idung ngɛ ku tono bi ibʊng kǝni eyi ni.
2a162d007c	Nisini ɛshini baa owro ʊsɔrhɔ Ʊnʊng ko juro baa owro ɔnɔ ʊmɛr ngɛ, aka darha mo aku moro. Ofokru mo samɔ ʊkara.
2a162e0071	Oko gyurho mo asani, “Ikisi inyi ku moro? Inyi shinɛ ɔsɔrhɔ Ʊnʊng kii inyi kya kpaa bi idɔɔ ʊmarha.”
2a162f00ad	Nisini eshishi ʊpya onuo ushi orokru ka ba. Ereying bi idɔɔ ɔnɔ ʊmɛr ngɛ sini ayirhi ngɛ ni Iyahuda ɛngɛɛ kpite okomo ba. Ekǝ yin ba ikwo Iyesu ɛwɛ kǝn ngɛ.
2a16300053	Yip Iyesu ko gyurho ngɛ, “Iyahuda ni ukɛnwɔ ʊwa gbuna ɔnɔ orokru ngɛɛ?”
2a16310073	Nisini ɔnɔ ʊmɛr Iyesu rii imisini iku waa ukyeng, akasani, “Ete, arʊ kpa orokru men ni ikama igbang arʊ?”
2a16320051	Ereying bi idɔɔmo ka kpa agara ogu ubyen Ʊnʊng, ʊtʊng ngɛ ʊʊma avu ʊra.
2a16330059	Yip Iyesu ko yoro asani, “Imaa kǝna!” Aka pya ʊtʊng ɛkǝri orokru ekǝ pen ikrʊ.
2a163400c9	Iyesu kasani ɛkǝri ogu ubyen, arite asha ubyen Ʊnʊng, adarha ɔrɔkɔng, arʊ sini abii ʊwaa ʊkpin ngɛ ni, “Ikisi inyi kuno ni ʊkama ʊgbang kǝni ʊkʊma ashi ʊwaa kpin mi kǝni ine eyi ni?
2a16350082	Ku kyunu ʊnʊng ini kǝni inyi ngɛ bi idɔɔ ubyen Ʊnʊng, inyi kyana pyany imye. Yip akywany yoye sini ini imi igumo eting.”
2a16360066	Aka kpin Iyesu ngɛ akyamo ne ngɛ kidɔɔ ʊna ogu ubyen Ʊnʊng. Ibitrus su kroo ngɛ bai ikǝkarha.
2a1637006a	Nisini opyoo arʊ kǝni ʊra bi ʊgba ʊpyang akiki kukum asu ʊwɛri ʊra, Ibitrus ka kiki kǝni ɔmɔɔ.
2a1638007c	Opyo agara erere rie akiki burha bi idɔɔ uyen ʊra. Oko koo ikra nɛgbɛn kasani, “Orokru wen ni kǝni ɛngɛɛ ngɛ.”
2a1639003b	Yip aka ra amaa ngɛ asani, “Erere, inɛ kperhim ngɛ.”
2a163a0082	Anakywa naji opyo arʊ ko roo ka sani, “Ʊnwɔ kanw ʊnidɔɔ mɔ.” Ibitrus ko yoro kasani, “Ɛrɛrimɛ, isam idɔɔ mɔ!”
2a163b007e	Kekya ʊkpin itɔmɔ iying opyo arʊ kojo sani, “Ʊbrʊbrʊwɔɔ orokru wen ni kǝni ɛngɛɛ ngɛ, kii ari Igalili ngɛ.”
2a163c0073	Ibitrus ko yoro asani, “Ɛrɛrimɛ, inɛ kperhim imisini uku tana!” Nisini eshishi ʊpya onuo ɔkɔrɔ kǝpɛn.
2a163d00c7	Ete Iyesu kǝ tere ikramo ka sira itituku kǝni Ibitrus. Akywa dang Ibitrus ka dirha ni iring sini Ete tani ngɛ: “Kyekya upɛn ɔkɔrɔ echiye ʊna ra amaa ngɛ ni ʊnɛ kperhinw emye asi taru.”
2a163e0023	Oko kuno kyaa esing eye tei nagang.
2a163f0049	Arʊ tɛi ikɔ sini akʊ sha Iyesu ngɛ aka raa ʊsina ngɛ kǝni ʊkraa.
2a16400058	Oko lorho ngɛ ikra ni ʊtʊgbɛ aka sani ngɛ ni, “Tana onuo Ʊnʊng! Iyaa ogyung?”
2a16410026	Aka tana ngɛ ʊring ukǝkǝǝ idedei.
2a1642008d	Ni ʊba ʊyɛrɛ itikywa ɔrɔkɔng tuno, bi ʊpʊrha ogu ubyen Ʊnʊng kǝni avʊwa ʊmɛr ogro nikǝni ɔmɔɔ, oko kong Iyesu ba bi itemo.
2a16430076	Akasani ɛngɛɛ ni, “Tana arʊ, ʊnwʊɔ ʊni Ikristi?” Iyesu ko yoro mo, “Iba tany inyi nasu yorony ni ɛmyɛ,
2a16440025	ibo gyurhony inyi nasu yorony ɛmyɛ.
2a1645005d	Yip Imisini ikpin bai kaimen, ɔnɔ orokru nʊ kiki ba avu ʊra Ʊnʊng ogumo ikrʊ kukum.”
2a16460080	Kukummo oko gyurho ngɛ, “Nɛchiyɛn ʊnwɔ ni ɛkǝri Ɔnɔ Ʊnʊng?” Oko yoro mo asani, “E Inyi pɛrɛ nɛmɛr imyee.”
2a1647006b	Akasani, “Ikisi arʊ ku waa araru jo tana arʊ, arʊ kyu karha kuwɔ ni atung arʊ sini eperi ni onuo.”
2a17010057	Ekǝri akywa dang kukum orokru sini ani burha ka shinɛ kpaa ngɛ kyaa bi ite Ibilatus.
2a1702009e	Aka kpin upre ngɛ, eteting asani, “Arʊ darha orokru wen aku dɛrhi ararʊ. Akarhamɔ ʊkpʊra Ikaisar ngɛ ogon asani ɛngɛɛ ni Ikristi, oshoo ogumo.”
2a1703007b	Ikpara dang Ibilatus ko gyurho Iyesu ngɛ ni, “Ʊnwʊɔ ni ogumo Ayaudiya?” Iyesu ko yoro ngɛ, “Ʊpɛrɛ nɛmɛr.”
2a17040066	Ibilatus katana ɛkǝri ogu ubyen Ʊnʊng kǝni ɛkǝri ushi, “Ine penmi ngɛ ni irhirhing ibibi.”
2a1705008f	Yip akya noyoromo, oko sunomo ngɛ ʊsani, “Akʊ dɛrhi orokru kukum Iyahudiya ni ʊmɛr ngɛ. Atiikpa bai Igalili nɛchiyɛn ewe oto ben.”
2a1706004c	Ni ʊkʊng kǝna, Ibilatus ko gyurho kii ɛkǝri orokru ni ari Igalili ngee.
2a17070094	Nisini a kperhi ngɛ asani Iyesu ni bai ibʊng Igumo Ihiridus yo aka tuma ni ngɛ kya eberi Ihiridus arʊ sini ani bi Urushelima kaa bi ikpara dang.
2a170800cf	Nisini Ihiridus rii Iyesu ngɛ, aka kung nɛgbɛn! Nagang, kii uwruwroo aku waa sini ingɛɛ nʊ roo. Bekai imisini akung bi ikywie, aku tira ikywi ngɛ nʊ rong asi ʊʊma ujijire sini inuyen ikrʊ Ʊnʊng.
