2800000004	Moti
2c0a14007e	Hétolla uṭ, nise zaa, aar honó cók-cubá sára ítarar fúañti zaa, kiyólla-hoilé ítara re Añí difeṛáiyi deh.”
2c0a150086	Hétunot Fitor nise zai manúc cún ore hoór de, “Tuáñra zar talac gorór, íba óilam de añí. Tuáñra kiyólla aiccó dé?”
2c0a160132	Ítara zuwab der de, “Añára re cáap Korneliyase difeṛáiye deh. Yóggwa ézzon forhésgar edde Alla re ḍoora de manúc. Tamám Yohúdi ókkole yóggwar nam goré. Yóggwa re pak fírista eggwá ye hoiyé de, tuáñre yóggwar gór ot matai bolla, zeéne yóggwa ye tuáñr ttu kalam fúni fare.”
2c0a1700b1	Hétunot Fitore ítara re bútore matai aní meémandari goijjé. Tarfor din Fitor ítarar fúañti rowana loiyé. Íbar fúañti Joppa ttu hoozzon imandár báiyain óu giiyé.
2c0a180096	Zaite-zaite ek din baade ítara Kaisáriyat foóñicce. Korneliyase nizor egana-guiccí edde háas dustó ókkol zoma gorí ítarar entezar ot accíl.
2c0a190075	Fitor gór ot gólibarcot Korneliyase íba re estekbal goijjíl, aar íbar ṭéng ot uúiñtoi fori sóida goijjíl.
2c0a1a005a	Montor Fitore yóggwa re eén hoói tulíloiye, “Uṛó, añí yó toh ézzon insán.”
2c0a1b0067	Yóggwa llói hotá hoói-hoói Fitor bútore góille rár dekér de, héṛe boóut manúc zoma óiye.
2c0a1c00f1	Íba ye ítara re hoór de, “Tuáñra toh zano, ek Yohúdi ye honó Beyohúdi llói sákbak rakón yáh ítarar héṛe beraitó zoon añárar córiyot or maná. Montor honókiyo re háram yáh nafak no hoi bolla Alla ye añré daháidiye.
2c0a1d00b3	Hétolla tuáñra añré mataitó difeṛáiyo rár, añí honó bazá no di aiccí deh. Yala añí fusár gorí faijjum né tuáñra añré kiyólla mataitó difeṛáiyo dé?”
2c0a1e00b8	Korneliyase zuwab der de, “Yar sair din age, etún ot din or tin nwá báze añí añr gór ot dua gorír de októt, somoikka hoor findá ézzon manúc asimbit añr muúntu tíyaiye,
2c0a1f0061	aar hoór de, ‘Korneliyas, Alla ye tuáñr dua fúinne edde tuáñr hórat diiya monot raikké.
2c0a2000c5	Hétolla honókiyo re Joppat difeṛó, aar Sáimon zibá re Fitor óu ḍake, íba re matai anó, íba samarar ham-goróya Sáimon or gór ot meéman ísafe asé, zar gór gán doijjar hañsat.’
2c0a2100f7	Hétolla añí tuáñre matai bolla éhon or bútore manúc difeṛáiyi deh. Gom óiye tuñí aiccó. Yala añára beggún eṛé Allar muúntu házir óiyi de, Malike tuáñre añára re ziín hoi bolla hókum díye híin beggún fúni bolla.”
2c0a220075	Baade Fitore hotá howá cúru gorí hoór de, “Ehón añí sóiyi-sóiyi zani faijjí, Alla ye ektorfía no goré,
2c0a230065	bólke hárr koum ottu zee-zee Íba re ḍoora aar sóiyi ham goré, taré-taré Íba ye kobul goré.
2c0a2400a3	Tuáñra toh oh kúchóbor zano ziyán Alla ye Boni Isráil ókkol or hañse foóñsaiye, ki hoilé, Isá Mosih zibá beggún or Malik, Íbar duara cánti faa zah.
2c0a250083	Tuáñra nize zano, Yaháya ye bápṭismar baabute tobolik gorí baade Galil ottu lóti cúru gorí guñṛa Yohúdiyat kii óiye.
2c0a2600fc	Tuáñra yián óu zano, Alla ye Nasárat or Isá re Pak-Ruh loi edde kudurute furaiya gorí basíloil. Íba ye zaga-zaga zai bálai goittó, aar zetará re Ibilíce duk de ítara beggún ore gom goittó, kiyólla-hoilé Alla toh Íbar fúañti accíl.
2c0a2700ae	“Íba ye Yohúdi ókkol or mulluk ot edde Jerúsalem ot zedún ham ókkol goijjé, añára híin beggún or gobá así. Manúc ókkole Íba re kúruc ot ṭaki marifélail.
2c0a280054	Montor Alla ye Íba re tin din ot din zinda goijjé, aar Íba re zahér ówa baiyé,
2c0a2900bf	beggún or hañse no, bólke siríf Alla ye age lóti basí raikké de gobá ókkol or hañse, yáni añárar hañse, zetará Íba mora ttu zinda ói baade Íbar fúañti háafiya goijjílam.
2c0a2a00c5	Íba ye añára re hókum díye de, manúc ókkol or hañse tobolik gorí bolla edde yián gobá dí bolla, ki hoilé, Íba óilde Ubá zibá re Alla ye zinda edde mora ókkol or bisarhar banaiyé.
2c0a2b0081	Tamám nobi ókkole yó Íbar baabute endilla gobá díye de ki, zee niki Íbar uore iman ané íte Íbar name gunár maf faa.”
2c0a2c005b	Fitore híin boiyan gorér de októt, fúner de ítara beggún or uore Pak-Ruh lami aiccé.
2c0a2d00b6	Joppa ttu ze ázomi goijjá imandár ókkol Fitor or fúañti aiccíl ítara taajup óigilgoi, kiyólla-hoilé Beyohúdi ókkol or uore yó hádiya ísafe Pak-Ruh ḍálidiya giyéh.
2c0a2e0079	Ítara dekér de, Beyohúdi ókkole gabi zubane hotá hoór edde bicígori Allar taarif gorér. Hétunot Fitore hoór de,
2c0a2f0093	“Yala toh itará re fanír bápṭisma lowa ttu honókiye oóñsi no faribó, kiyólla-hoilé añárar ḍóilla itará yó de Pak-Ruh faiyé.”
2c0a300093	Tói íba ye ítara re Isá Mosihr name bápṭisma díya zay bolla hókum díye. Yárbaade ítara Fitor ore hooddin fúañti tákito aros goijjé.
2c0b010080	Sáhabi gúne edde Yohúdiyar agagurat asé de imandár báiyain de fúinne de, Beyohúdi ókkole yó Allar kalam kobul goijjé.
2c0b020068	Hétolla Fitor zeñtté uore Jerúsalem ot giiyé, ázomi goijjá imandár ókkole íba re hosúr díye,
2c0b03006f	ítara hoór de, “Tuñí be-ázomi goijjá maincór gór ot giiyó, aar ítarar fúañti hána yó háiyo.”
2c0b04003d	Tói Fitore ítara re ekku ttu lóti beggún buzái hoór de,
2c0b0500f6	“Añí Joppa cóor ot dua gorír de októt ekkán dorcón deikkí, ziyán ot deikkílam de, ḍoóñr saddor or ḍóilla ekkán siz ore sair kuna ttu dóri asman ottu lamaidiya zar; híyan laimte-laimte añí ziyóñt así híñyot foóñicce.
2c0b0600b4	Añí saddor gán or uzu díyan dóri saiyí rár deikkí de, híyan or bútore zobin or sair ṭéingga januwar, jonggoli januwar, buke áñṛe de zandár, edde faik ókkol asé.
2c0b070064	Baade eggwá abase añré endilla yó hoór de fúinni, ‘Fitor, uṭ, iín ore marifélai háa.’
2c0b080077	“Montor añí hoiyí de, ‘No, no, Malik; añí toh honódin kessú nafak yáh háram hána gal ot diyí de nái.’
2c0b090088	“Hétunot dusárabar asman ottu eggwá abas aái hoór de, ‘Alla ye ziyán ore pak-sáf goijjé híyan ore nafak bouli no hoóic.’
2c0b0a005c	Héndilla tin bar foijjonto óiye, baade híin beggún ore asman ot waafes tulífela gíyeh.
2c0b0b0094	“Hétukkun ot tin zon manúc zetará re añr hañse Kaisáriya ttu difeṛá gíyeh, ítara añára ze gór gán ot accílam híyan ot foóñicce.
2c0b0c00a9	Pak-Ruh ye añré honó cók-cubá sára ítarar fúañti zaito hoiyé. E sów zon báiyain itará yó añr fúañti giíl. Baade añára manúc cwar gór ot góilligoi.
2c0b0d00c6	Yóggwa ye añára re hoiyé de, yóggwa ye yóggwar gór ot eggwá fírista deikké, zibá ye hoiyé de, ‘Honókiyo re Joppat difeṛó, aar Sáimon zibá re Fitor óu ḍake, íba re matai anó.
2c0b0e0068	Íba ye tuáñre endilla hotá ókkol hoibó, ziíne tuñí edde tuáñr gór ṭíya ye nejat faiba.’
2c0b0f0083	“Baade añí zettót boiyan gorá cúru goijjí, ítarar uore Pak-Ruh lami aiccé, zendilla foóila cúrut añárar uore aiccíl.
2c0b1000bd	Hétunot añr ttu hotá waán monot uiṭṭíl ziyán Malike hoóil, ki hoilé, ‘Yaháya ye toh fanít éna bápṭisma díye, montor tuáñra re Pak-Ruh lói bápṭisma díya zaybo.’
2c0b1100ba	Hétolla Alla ye zettót ítara re ekku ḍoilla hádiya diiyé, zendilla añára re diíl zeñtté añára Malik Isá Mosihr uore iman ainní, tói añí hon abar Alla re oóñlitam?”
2c0b1200b0	Ítara híin fúni nizám ói táikkil aar Allar taarif gorí hoór de, “Tóoile toh Alla ye Beyohúdi ókkol ore yó touwá gorí ofúrani zindigi faibar toóufik diiyé.”
2c0b130110	Esṭífen or uore lóti cúru óiye de zulúm or zoriya ze imandár ókkol dorbodor óigilgoi, ítara zaite-zaite Fonikcíya elakat, Sáifrus ḍiyat, edde Enṭiyok ot foijjonto foóñiccegoi. Ítara Yohúdi ókkol ore bade ar honókiyor hañse kalam tobolik no goittó.
2c0b1400ad	Montor ítarar bútore Sáifrus or edde Kurenir hoozzon manúc accíl, zetará Enṭiyok ot zai Girík manúc ókkol ore yó Malik Isár baabute kúchóbor tobolik goijjíl.
2c0b150066	Malik or át ítarar uore accíl de hétolla becábicí manúc ókkole iman aní Malik or uzu fíjjil.
2c0b160079	Hé hóbor híyan Jerúsalem ot asé de zomát or hañse foóñicce rár, ítara Bárnabas ore Enṭiyok ot difeṛáiye.
2c0b1700ae	Yóggwa zeñtté héṛe foóñicce, Alla ye ítara re rahámot goijjé de dekí bicí kúci óiye, aar ítara re nosíyot goijjé de, fura dile Malik loi laigga táki bolla.
2c0b18008e	Hé Bárnabas ézzon nekkar bonda accíl, zibá Pak-Ruh lói edde imane furaiya. Héñtte bicí manúc ókkol ore Malik or hañse aná gíyeh.
2c0b190039	Yárbaade Sául ore tuwaitó Bárnabas Tarsús ot giiyé,
2c0b1a00f8	aar íba re tuwai fai Enṭiyok ot ainné. Héṛe ítara duní zon zomát or manúc ókkol or fúañti fura ek bosór táikkil aar bicí manúc ore taalim dyíl. Enṭiyok óilde foóila zaga, ziyán ot ummot ókkol ore Isáyi hoói ḍaka giyéh.
2c0b1b0044	Hé októt Jerúsalem ottu hoozzon nobi héṛe Enṭiyok ot aiccé.
2c0b1c00d7	Ítara ttu ezzon or nam accíl Agabos, zibá ye tíyai yore Pak-Ruhr hédaiyote agun hotá hoiyé de ki, fura duniyait eggwá ḍoóñr raṭ óibo. Hotá híyan baáñcca Kalediyus or hókumot or októt fura óoil.
2c0b1d008f	Héñtte ummot ókkole zee zedún dii fare hédun dii, Yohúdiyat asé de imandár báiboináin dor hañse modot foóñsaibar fáisela goijjé.
2c0b1e0070	Ítara hé modot tun Yohúdiyar zomát or murubbi-neta ókkol or hañse Bárnabas edde Sául or áta foóñsail.
2c0c010069	Hé din ókkol ot baáñcca Hérude zomát or kessú maincóre gereftar gorí-gorí zulúm gorát doijje.
2c0c020055	Hé sílsila loi yóggwa ye Yohánnar bái Yakub ore toluwar loi kotól gorá baiyé.
2c0c0300a6	Yóggwa ye zettót Yohúdi ókkol ottu híyan fosón laiggé de deikké, Fitor ore yó gereftar goijjé. Hé góṭana gán Cúṭar-sára Ruṭir-id or októt óoil.
2c0c0400d0	Yóggwa ye Fitor ore gereftar gorí ziyól ot raikkíl, aar sair zon sair zon gorí sair ḍaái fóous faára díyl. Yóggwar erada accíl de, Azadir-id baade íba re awam ókkol or muúntu peec gorí bolla.
2c0c05008b	Hétolla bouli Fitor ore ziyól ot raikkíl deh, montor zomát or manúc ókkole íba lla Allar hañse dilmon di lagatar dua gorát accíl.
2c0c0600ce	Ze din Hérude Fitor ore baáre neelai aníbo, hé din raitta íba duiyán síyol lói baindá accíl aar dui zon fóous or mazé gúm ot accíl, aar faáradar ókkole ziyól or dorozat faára dí táikkil.
2c0c0700e8	Atíkka Mabud or ek fírista dahádiye, aar hétunot kamárat eggwá foór zoli uiṭṭé. Fírista ye Fitor ore ḍák sai lari seton gorídi hoór de, “Hára uṛó!” Hétunot íbar duní át ottu síyol lun kúli forigiyói.
2c0c0800da	Baade fírista ye íba re hoór de, “Keeñil bañdó, aar tuáñr cenṭár fiñdó.” Tói íba ye héndilla goijjé. Fírista ye íba re aró hoór de, “Tuáñr saddor gán gaat berái añr fisé-fisé aiyó.”
2c0c09009c	Fitor neeli fisé-fisé zaat doijje; montor fírista ye ziyán gorér híyan fottón ot de Fitore hoi no fare. Íba ye ṭáaijjil de dorcón dekér bóuli.
2c0c0a012e	Baade ítara foóila edde dusára faáradar ore bárai zai luwár geiṭ or íñyot aiccé, ziyán báy cóor or bútore góli fare. Hé geiṭ ṭan ítara lla nizebaze kúligiyoi, aar ítara híyan báy neeli eggwá rasta báy zaat accíl. Zaite-zaite atíkka hé fírista wa Fitor ore eri giiyégoi.
2c0c0b00de	Hétunot Fitor úñic ói nizoré nize hoór de, “Yala añí sóiyigori zani faijjí, Malike Nizor fírista difeṛái añré Hérud or át ottu edde Yohúdi ókkole ziyán or acá gorí táikkil híyan ottu basaiyé.”
2c0c0c00a0	Híyan buzí fari íba Yohánnar maa Moriyam or gór ot giiyé. Hé Yohánna re Markus hoói yó ḍake. Gór híyan ot bicí manúc zoma ói dua gorát accíl.
2c0c0d0066	Fitore geiṭ or doroza gán baijjaiye rár, Roḍá nam or eggwá bañdi mayafua ye kúlidito aiccé.
2c0c0e0083	Híba ye zettót Fitor or abas ót faiyé, kúciye geiṭ no kúli duñri bútore zai hoór de, “Fitor dorozat tíyai táikke!”
2c0c0f00b7	Ítara híba re hoór de, “Tor matá hóraf óigiyoi!” Montor híba ye zettót híyan sóiyi bóuli howát accíl, ítara hoór de, “Tóoile íba Fitor or fírista óibo deh.”
2c0c100072	Montor Fitor warawori doroza baijjat accíl. Aar ítara doroza gán kúille rár, Fitor ore dekí taajup óigiyoi.
2c0c110130	Fitore áte icára gorí ítara re nizám óito hoiyé, aar Malike íba re ziyól ottu keéngori neelai ainné de híyan ítara re buzáiye. Íba ye aró hoiyé de, “Tuáñra e hóbor yián Yakub edde oinno imandár báiboináin dore yó zanaidiyo.” Baade íba héntu neeli ar ekkán zagat giiyégoi.
2c0c12006a	Biínna óiye rár, Fitor hoṛé giiyói hoi ziyól or fóous ókkol or bútore ḍoóñr úrussul óiye.
2c0c1300c7	Hérude zettót Fitor ore tuwai loot nó faa, yóggwa ye hókum díye de, faáradar gún ore zerá gorí mariféla zay bolla. Baade yóggwa Yohúdiya ttu nise Kaisáriyat zai yore hooddin táikkegoi.
2c0c14015f	Hé októt yóggwa Ṭayár edde Sídon cóor or manúc ókkol lói bicí guccát accíl. Montor ítara beggún ek mon ói Balatái ore manaiyé, zibá razmohól or zimmadar accíl, zeéne íte ítara re modot goré. Baade ítara Hérud or hañse aái cánti magat doijje, kiyólla-hoilé ítarar mulluk ore hé baáñccar mulluke hána lói solaitó.
2c0c15008d	Hétunot Hérude ítara re tarík díye, aar hé tarík mozin yóggwa ye razfucák fiñdí nizor toktót boói ítara re bácon diyat doijje.
2c0c16005d	Yóggwar hotá fúni awam ókkole guzori hoór de, “Ibá toh debotar abas, insán or no!”
2c0c170097	Hérude Allar taarif nó goré de hétolla Mabud or ek fírista ye yóggwa re éhon agáṭ goijjé. Baade yóggwa re logé háifelaiye aar morigiyói.
2c0c180048	Montor Allar kalam fólat accíl aar imandár ókkol bicí ówat accíl.
2c0c1900a3	Bárnabas edde Sául ottu tobolik or ham goijjá ói baade, Yohánna re fúañti looi Jerúsalem ottu waafes giiyégoi. Hé Yohánna re Markus hoói yó ḍakitó.
2c0d0100c4	Enṭiyok or zomát ot hoozzon nobi edde ustat accíl. Ítara óilde Bárnabas, Símiyon zibá re Halaiya ḍake, Kureni cóor or Lukiyus, hókumot-goróya Hérud or falok bái Manain, edde Sául.
2c0d0200b8	Ítara zeñtté ruza rakí Malik or ebaadot gorér, Pak-Ruh ye ítara re hoór de, “Bárnabas edde Sául ore oh ham olla háas gorí rakó, ze ham olla Añí ítara re ḍahaiyí.”
2c0d030065	Tói ítara ruza rakí edde dua gorí baade, hé duní zon or uore át dí ítara re bidai gorídiye.
2c0d040092	Tói Bárnabas edde Sául ore Pak-Ruhr torfóttu difeṛá gíyeh. Baade ítara Selukíyat giiyé, aar héntu zaáñs ot góri Sáifrus ot giiyé.
2c0d05009f	Ítara Salamis cóor ot foóñsi mottor Yohúdir mujilíc-hána ókkol ot Allar kalam tobolik gorát doijje. Ítarar fúañti modotgár ísafe Yohánna accíl.
2c0d060095	Guñṛa ḍiya báy zai ítara Pafós cóor foijjonto giiyé. Héṛe ítara eggwá Yohúdi jadugor edde misá nobi loot faáil zibár nam Bar-Isá.
2c0d0700c1	Íte accíl hókumot-goróya Sergiyus Pául or dustó. Sergiyus ezzon buddíman manúc accíl, zibá ye Bárnabas edde Sául ore mataitó difeṛáil, aar ítara ttu Allar kalam fúinto saáil.
2c0d08009c	Montor jadugor Elumase (Yián óilde Girík zuban ot Bar-Isár dusára nam) ítarar muhálef goijjíl, aar hókumot-goróya re iman ottu larifelaito saáil.
2c0d09006b	Montor Sául zibá re Pául óu ḍake, íba Pak-Ruh lói furaiya ói ítar uzu suk lagaidi saái hoór de,
2c0d0a00b0	“Tui Ibilíc or fua, tui hárr kisím or dúka edde férokbazi lói furaiya, aar hárr gom ham or duccon. Tui Malik or uzu rasta re behañ gorá bilkúl bon no goríbi níki?
2c0d0b00dc	Saá, Malik tor ulḍa tíyaiye. Tui añdá ói hooddin fán beil or foór úddwa no dekíbi.” Ebbe hétunot ítar uore kúwa edde andár aái foijjé; aar ítare át ot dóri loizai fare fán íte manúc átat doijje.
2c0d0c0095	Ziín óiye híin dekí hókumot-goróya wa ye iman ainné, kiyólla-hoilé yóggwa ye Malik or baabute ze taalim faiyé híin lói taajup óigilgoi.
2c0d0d00b0	Baade Pául edde íbar sáañti ókkol, Pafós ottu zaáñs ot góri Pampúliyat asé de Perga cóor ot aiccé, montor Yohánna ye ítara re eri Jerúsalem ot waafes giiyégoi.
2c0d0e0075	Lekin ítara Perga ttu zai Pisídiyat asé de Enṭiyok ot aiccé, aar ebaadot-or-din mujilíc-hánat zai boiccégoi.
2c0d0f00de	Tourat edde nobi ókkol or kitab ottu telawot goijjá ói baade, mujilíc-hánar sóddar ókkole ítarar hañse hotá difeṛáiye de ki, “Báiyain, zodi tuáñra ttu honó nosíyoti hotá táke, tóoile boiyan goró.”
2c0d100082	Hétunot Páule tíyai, áte icára gorí hoór de, “Ó Boni Isráil ókkol, tuáñra zetará Alla re ḍooro, añr hotá fúno:
2c0d1100b2	Boni Isráil or Alla ye añárar bafdada gún ore basíloil, aar ítara re Ijíp dec ot táite ḍoóñr koum banaidíl, aar Íbar kudurutir áte ítara re héntu neelai ainníl.
2c0d120059	Salic bosór foijjonto Íba ye moidan zagat ítarar adot ókkol ore bordac gorát accíl.
2c0d130082	Yárbaade Íba ye Kánan mulluk or háñt twa zati re dónco gorífelai Nizor bonda ókkol ore ítarar mulluk híyan miras diiyé.
2c0d140094	Iín beggún óite tokoriban sair-có fonzaic bosór laiggé. “Yárbaade nobi Sémuel or októ foijjonto Alla ye ítara re bisarhar ókkol diiyé.
2c0d1500a6	Baade ítara eggwá baáñcca maiggé rár, Alla ye ítara re Binyamin or háandan ottu Kic or fua Sául ore diíl, zibá ye salic bosór foijjonto hókumot goijjíl.
2c0d1600f3	Alla ye Sául ore baáñccagiri ttu félaidi baade Dawud ore ítarar baáñcca banaáil, zibár baabute Íba ye yó gobá díye de ki, ‘Añí Añr mon or manúc ísafe Jesir fua Dawud ore faiyí, zibá ye Añr moncá beggún fura goríbo.’
2c0d170082	“Hé manúc cwar nosól ottu Alla ye Nizor waada mozin Boni Isráil ókkol olla eggwá Nejatdoya difeṛáiye, Íba óilde Isá.
2c0d180066	Íba aibár age Yaháya ye tamám Boni Isráil ókkol or hañse touwár bápṭismar tobolik goijjíl.
