010000000c	Olubereberye
13778b0055	Nnyiikadde nnyo munda yange, olw’abalabe bange abatassaayo mwoyo eri ebiragiro byo.
13778c0034	Ebisuubizo byo byetegerezebwa nnyo, kyenva mbyagala.
13778d004e	Newaakubadde ndi muntu wa bulijjo era anyoomebwa, naye seerabira biragiro byo.
13778e003a	Obutuukirivu bwo bwa lubeerera, n’amateeka go ga mazima.
13778f0050	Newaakubadde nga ndi mu kulumwa n’okutegana okungi, amateeka go ge gansanyusa.
1377900055	Ebiragiro byo bituufu emirembe gyonna; onjigirize okubitegeera ndyoke mbeere omulamu.
1377910059	Nkoowoola n’omutima gwange gwonna, Ayi Mukama, onnyanukule! Nnaagonderanga amateeka go.
137792002d	Nkukaabirira, ondokole, nkwate ebiragiro byo.
1377930057	Ngolokoka bunatera okukya ne nkukaabirira onnyambe; essuubi lyange liri mu kigambo kyo.
137794003c	Seebaka ekiro kyonna nga nfumiitiriza ku ebyo bye wasuubiza.
1377950074	Olw’okwagala kwo okutaggwaawo wulira eddoboozi lyange, Ayi Mukama, ompe obulamu obuggya ng’amateeka go bwe gali.
1377960059	Abo ab’enkwe era abatakwata mateeka go bansemberedde, kyokka bali wala n’amateeka go.
137797004c	Naye ggwe, Ayi Mukama, oli kumpi nange, era n’amateeka go gonna ga mazima.
1377980055	Okuva edda n’edda nayiga mu biragiro byo, nga wabissaawo bibeerewo emirembe gyonna.
1377990044	Tunuulira okubonaabona kwange omponye, kubanga seerabira mateeka go.
13779a003a	Ompolereze, onnunule, onzizeemu obulamu nga bwe wasuubiza.
13779b0046	Abakola ebibi obulokozi bubabeera wala, kubanga tebanoonya mateeka go.
13779c0042	Ekisa kyo kinene, Ayi Mukama, onzizeemu obulamu nga bwe wasuubiza.
13779d003e	Abalabe abanjigganya bangi, naye nze siivenga ku biragiro byo.
13779e003d	Nnakuwalira abo abatakwesiga, kubanga tebakwata biragiro byo.
13779f0053	Laba, Ayi Mukama, bwe njagala ebiragiro byo! Onkuumenga ng’okwagala kwo bwe kuli.
1377a00046	Ebigambo byo byonna bya mazima meereere; n’amateeka go ga lubeerera.
1377a10046	Abafuzi banjigganyiza bwereere, naye ekigambo kyo nkissaamu ekitiibwa.
1377a20045	Nsanyukira ekisuubizo kyo okufaanana ng’oyo afunye obugagga obungi.
1377a30035	Nkyawa era ntamwa obulimba, naye amateeka go ngagala.
1377a40047	Mu lunaku nkutendereza emirundi musanvu olw’amateeka go amatuukirivu.
1377a5004c	Abo abaagala amateeka go bali mu ddembe lingi; tewali kisobola kubeesittaza.
1377a60049	Nnindirira obulokozi bwo, Ayi Mukama, era mu biragiro byo mwe ntambulira.
1377a7002f	Ŋŋondera ebiragiro byo, mbyagala nnyo nnyini.
1377a80040	Buli kye nkola okimanyi, era olaba nga bwe nkwata ebiragiro byo.
1377a90059	Okukaaba kwange kutuuke gy’oli, Ayi Mukama, ompe okutegeera ng’ekigambo kyo bwe kiri.
1377aa0041	Okwegayirira kwange kutuuke gy’oli, onnunule nga bwe wasuubiza.
1377ab0046	Akamwa kange kanaakutenderezanga, kubanga gw’onjigiriza amateeka go.
1377ac0057	Olulimi lwange lunaayimbanga ekigambo kyo, kubanga bye walagira byonna bya butuukirivu.
1377ad0045	Omukono gwo gumbeerenga, kubanga nnonzeewo okukwatanga ebiragiro byo.
1377ae004b	Neegomba nnyo obulokozi bwo, Ayi Mukama, era amateeka go lye ssanyu lyange.
1377af003d	Ompe obulamu nkutenderezenga, era amateeka go gampanirirenga.
1377b00048	Ndi ng’endiga ebuze. Onoonye omuddu wo, kubanga seerabidde mateeka go.
1378010057	Oluyimba nga balinnya amadaala. Nkoowoola Mukama nga ndi mu nnaku, era n’annyanukula.
1378020047	Omponye, Ayi Mukama, emimwa egy’obulimba, n’olulimi olw’obukuusa.
137803003b	Onooweebwa ki, era onookolebwa otya, ggwe olulimi olukuusa?
1378040066	Onoofumitibwa n’obusaale obwogi obw’omulwanyi omuzira, n’oyokerwa ku manda ag’omuti entaseesa.
1378050042	Ndabye ennaku, kubanga mbeera mu Meseki; nsula mu weema za Kedali!
1378060026	Ndudde nnyo mu bantu abakyawa eddembe.
1378070037	Nze njagala mirembe, naye bwe njogera bo baagala ntalo.
137901005b	Oluyimba nga balinnya amadaala. Nnyimusa amaaso gange eri ensozi, okubeerwa kwange kuva wa?
137902003a	Okubeerwa kwange kuva eri Mukama, eyakola eggulu n’ensi.
1379030040	Taliganya kigere kyo kusagaasagana; oyo akukuuma taabongootenga.
137904003a	Laba, oyo akuuma Isirayiri taabongootenga so teyeebakenga.
1379050046	Mukama ye mukuumi wo; Mukama y’akusiikiriza ku mukono gwo ogwa ddyo;
1379060030	emisana enjuba teekwokyenga, wadde omwezi ekiro.
1379070040	Mukama anaakukuumanga mu buli kabi; anaalabiriranga obulamu bwo.
1379080056	Mukama anaakukumanga amagenda go n’amadda, okuva leero n’okutuusa emirembe gyonna.
137a01006d	Oluyimba nga balinnya amadaala. Lwa Dawudi. Nasanyuka bwe baŋŋamba nti, “Tugende mu nnyumba ya Mukama!”
137a02003c	Ebigere byaffe biyimiridde mu miryango gyo, Ayi Yerusaalemi.
137a030042	Yerusaalemi yazimbibwa okuba ekibuga ekinywevu ekiyimiridde awamu.
137a04007c	Eyo ebika byonna gye biraga, ebika bya Mukama, okutendereza erinnya lya Mukama ng’ebiragiro ebyaweebwa Isirayiri bwe biri.
137a050069	Eyo entebe ez’okusalirako emisango gye zaateekebwa; z’entebe ez’obwakabaka ez’ennyumba ya Dawudi.
137a060044	Musabirenga Yerusaalemi emirembe: “Abo abakwagala bafune ebirungi.
137a07006f	Emirembe gibeerenga munda w’ebisenge byo; n’amayumba go amanene gabeerenga n’omukisa era nga manywevu.”
137a08005a	Olwa baganda bange ne mikwano gyange nnaayogeranga nti, “Emirembe gibeerenga mu ggwe.”
137a090063	Olw’obulungi bw’ennyumba ya Mukama Katonda waffe, nnaanoonyanga okukulaakulana kwa Yerusaalemi.
137b010072	Oluyimba nga balinnya amadaala. Nnyimusa amaaso gange gy’oli, Ayi ggwe atuula ku ntebe ey’obwakabaka mu ggulu.
137b0200ea	Amaaso g’abaddu nga bwe gatunuulira omukono gwa mukama waabwe; n’amaaso g’omuweereza omukazi nga bwe gatunuulira omukono gwa mugole we, n’amaaso gaffe bwe gatyo bwe gatunuulira Mukama Katonda waffe, okutuusa lw’alitusaasira.
137b030042	Tusaasire, Ayi Mukama, tusaasire, kubanga tunyoomeddwa nnyo ddala.
137b04005f	Emitima gyaffe gijjudde ennaku olw’okuduulirwa abo abeeyagala, n’okunyoomebwa ab’amalala.
137c010067	Oluyimba nga balinnya amadaala. Lwa Dawudi. Isirayiri agamba nti, singa Katonda teyali ku ludda lwaffe,
137c020042	singa Katonda teyali ku ludda lwaffe abalabe baffe bwe baatulumba,
137c03004e	banditusaanyizzaawo mu kaseera buseera, obusungu bwabwe bwe bwatubuubuukirako.
137c04004f	Amataba g’obusungu bwabwe ganditusaanyizzaawo, ne mukoka n’atukulukutirako;
137c050038	amazzi ag’obusungu bwabwe agayira ganditukuluggusizza.
137c06004a	Mukama atenderezebwe atatugabuddeeyo ne tutaagulwataagulwa amannyo gaabwe.
137c070058	Tuwonye ng’ekinyonyi bwe kiva ku mutego gw’abatezi; omutego gukutuse, naffe tuwonye!
137c080044	Okubeerwa kwaffe kuli mu linnya lya Mukama, eyakola eggulu n’ensi.
137d010085	Oluyimba nga balinnya amadaala. Abeesiga Mukama bali ng’olusozi Sayuuni olutayinza kusiguukululwa, naye olubeerawo emirembe gyonna.
137d020082	Ensozi nga bwe zeetooloola Yerusaalemi, ne Mukama bw’atyo bwe yeetooloola abantu be, okuva kaakano n’okutuusa emirembe gyonna.
137d030072	Kubanga abafuzi abakola ebibi tebalifugira mu nsi y’abatuukirivu, baleme okuwaliriza abatuukirivu okukola ebibi.
137d04004b	Ayi Mukama, abalungi n’abo abalina omutima omulongoofu bakolere ebirungi.
137d05008a	Naye abo abalaga mu makubo gaabwe amakyamu, Mukama alibawaŋŋangusa wamu n’abakola ebitali bya butuukirivu. Emirembe gibe ku Isirayiri.
137e01006a	Oluyimba nga balinnya amadaala. Mukama bwe yakomyawo abawaŋŋanguse ba Sayuuni, twafaanana ng’abaloota.
137e02008f	Olwo akamwa kaffe ne kajjula enseko, ne nnimi zaffe ne ziyimba ennyimba ez’essanyu. Amawanga ne gagamba nti, “Mukama abakoledde ebikulu.”
137e030030	Mukama atukoledde ebikulu, kyetuvudde tusanyuka.
137e04004b	Otuzze obuggya, Ayi Mukama, tufaanane ng’emigga egikulukutira mu lusenyi.
137e05004f	Abo abasiga nga bakaaba amaziga, baliyimba ennyimba ez’essanyu nga bakungula.
137e060077	Oyo agenda ng’akaaba ng’atwala ensigo okusiga; alikomawo ng’ayimba ennyimba ez’essanyu ng’aleeta ebinywa bye.
137f0100aa	Oluyimba nga balinnya amadaala. Lwa Sulemaani. Mukama bw’atazimba nnyumba, abo abagizimba bazimbira bwereere. Mukama bw’atakuuma kibuga, abakuumi bateganira bwereere.
137f020091	Oteganira bwereere bw’okeera mu makya n’okola, ate n’olwawo n’okwebaka ng’okolerera ekyokulya; kubanga Mukama abaagalwa be abawa otulo.
137f03005d	Abaana aboobulenzi kya bugagga okuva eri Mukama; era abaana mpeera gy’agaba okuva gy’ali.
137f040076	Ng’obusaale bwe bubeera mu mukono gw’omulwanyi, n’abaana abazaalibwa mu buvubuka bw’omuntu bwe bali bwe batyo.
137f050080	Alina omukisa omuntu oyo ajjuzza ensawo ye n’obusaale, kubanga tebaliswazibwa; balyolekera abalabe baabwe mu mulyango omunene.
138001005d	Oluyimba nga balinnya amadaala. Balina omukisa abatya Katonda; era abatambulira mu makubo ge.
138002004f	Olirya ebibala ebiriva mu kutegana kwo; oliweebwa emikisa era olifuna ebirungi.
1380030096	Mu nnyumba yo, mukyala wo aliba ng’omuzabbibu ogubala ennyo; abaana bo aboobulenzi baliba ng’amatabi g’emizeeyituuni nga beetoolodde emmeeza yo.
1380040032	Bw’atyo bw’aweebwa emikisa omuntu atya Mukama.
138005007d	Mukama akuwenga omukisa ng’asinziira mu Sayuuni, era olabe Yerusaalemi nga kijjudde ebirungi ennaku zonna ez’obulamu bwo.
1380060044	Owangaale olabe abaana b’abaana bo! Emirembe gibeere mu Isirayiri.
138101006d	Oluyimba nga balinnya amadaala. Isirayiri ayogere nti, “Bambonyaabonyezza nnyo okuva mu buvubuka bwange.”
138102004a	Ddala bambonyaabonyezza nnyo okuva mu buvubuka bwange; naye tebampangudde.
138103007d	Newaakubadde ng’omugongo gwange gujjudde enkovu olw’embooko ze bankubye era ne gulabika nga kwe bayisizza ekyuma ekirima,
1381040043	kyokka Mukama mutuukirivu; amenyeemenye enjegere z’abakola ebibi.
1381050049	Abo bonna abakyawa Sayuuni bagobebwe era bazzibweyo emabega nga baswadde.
138106004a	Babeere ng’omuddo ogumera waggulu ku nnyumba, oguwotoka nga tegunnakula.
1381070036	Omukunguzi tagufaako, n’oyo asiba ebinywa agunyooma.
1381080074	Wadde abayitawo baleme kwogera nti, “Omukisa gwa Mukama gube ku mmwe. Tubasabidde omukisa mu linnya lya Mukama.”
138201004a	Oluyimba nga balinnya amadaala. Ayi Mukama, nkukaabira nga nsobeddwa nnyo.
138202005b	Ayi Mukama, wulira eddoboozi lyange; otege amatu go eri eddoboozi ly’okwegayirira kwange.
1382030058	Ayi Mukama, singa otubalira obutali butuukirivu bwaffe, ani eyandiyimiridde mu maaso go?
138204002d	Naye osonyiwa; noolwekyo ossibwamu ekitiibwa.
1382050053	Nnindirira Mukama, emmeeme yange erindirira era essuubi lyange liri mu kigambo kye.
13820600a1	Emmeeme yange erindirira Mukama; mmulindirira okusinga ng’abakuumi bwe balindirira obudde okukya; okusingira ddala ng’abakuumi bwe balindirira obudde okukya.
1382070078	Ayi Isirayiri, weesigenga Mukama, kubanga Mukama y’alina okwagala okutaggwaawo; era y’alina okununula okutuukiridde.
1382080042	Mukama y’alinunula Isirayiri n’amuggya mu byonoono bye byonna.
13830100b5	Oluyimba nga balinnya amadaala. Lwa Dawudi. Ayi Mukama siri wa malala, so n’amaaso gange tegeegulumiza. Siruubirira bintu binsukiridde newaakubadde ebintu eby’ekitalo ebinsinga.
13830200c5	Naye ŋŋonzezza emmeeme yange era ngisiriikirizza ng’omwana bw’asiriikirira nga nnyina amuggye ku mabeere. Omwana avudde ku mabeere nga bw’asiriikirira, n’emmeeme yange bw’eri bw’etyo.
138303004a	Ayi Isirayiri, weesigenga Mukama okuva leero n’okutuusa emirembe gyonna.
1384010064	Oluyimba nga balinnya amadaala. Ayi Mukama jjukira Dawudi n’okubonaabona kwe yagumiikiriza kwonna.
1384020052	Nga bwe yalayirira Mukama, ne yeeyama eri Katonda Ayinzabyonna, Katonda wa Yakobo,
1384030054	ng’agamba nti, “Siriyingira mu nnyumba yange, wadde okulinnya ku kitanda kyange.
1384040040	Sirikkiriza tulo kunkwata newaakubadde okuzibiriza amaaso gange,
1384050074	okutuusa lwe ndimala okufunira Mukama ekifo; ekifo eky’okubeeramu ekya Katonda Ayinzabyonna, Katonda wa Yakobo.”
1384060041	Laba, twakiwulirako mu Efulasa, ne tukizuula mu nnimiro ya Jaali.
1384070051	Kale tugende mu kifo kye mw’abeera, tumusinzirize awali entebe y’ebigere bye.
1384080074	Golokoka, Ayi Mukama, ogende mu kifo kyo mw’owummulira; ggwe n’Essanduuko yo ey’Endagaano, eraga obuyinza bwo.
138409004a	Bakabona bo bambazibwe obutuukirivu, n’abatukuvu bo bayimbe n’essanyu.
13840a003e	Ku lulwe Dawudi omuddu wo, tomugaana oyo gwe wafukako amafuta.
13840b00a2	Mukama Katonda yalayirira Dawudi ekirayiro ekitaliggwaawo, era talikivaako. Kubanga yamugamba nti, “Omu ku batabani bo gwe ndituuza ku ntebe yo ey’obwakabaka.
13840c00af	Batabani bo bwe banaakuumanga Endagaano yange n’ebiragiro byange bye nnaabayigirizanga, ne batabani baabwe nabo banaatuulanga ku ntebe yo ey’obwakabaka emirembe gyonna.”
13840d004e	Kubanga Mukama yalonda Sayuuni, nga kye yasiima okutuulangamu, n’agamba nti:
13840e0080	“Kino kye kifo mwe nnaawummuliranga emirembe gyonna; omwo mwe nnaatuulanga nga ndi ku ntebe ey’obwakabaka kubanga nkisiimye.
13840f0059	Nnaakiwanga omukisa ne nkiwa n’ebirungi, era n’abaavu baamu nnaabakkusanga ebyokulya.
138410007c	Bakabona baakyo, obulokozi bunaabanga kyambalo kyabwe; n’abatukuvu baakyo banaayimbanga ennyimba ez’essanyu n’essanyu.
1384110069	“Eyo gye ndyaliza batabani ba Dawudi obuyinza; ne muteekerawo ettabaaza olw’oyo gwe nayiwako amafuta.
1384120053	Abalabe be ndibajjuza ensonyi, naye ye ndimwambaza engule ey’ekitiibwa ekingi.”
1385010081	Oluyimba nga balinnya amadaala. Lwa Dawudi. Laba bwe kiri ekirungi era nga kisanyusa, abooluganda okubeera awamu nga batabaganye.
13850200aa	Kiri ng’amafuta ag’omuwendo omungi agafukibwa ku mutwe gwa Alooni ne gakulukutira mu kirevu; gakulukutira mu kirevu kya Alooni, ne gakka ku kitogi ky’ebyambalo bye.
1385030090	Kiri ng’omusulo gw’oku lusozi Kerumooni, ogugwa ne ku nsozi za Sayuuni; kubanga eyo Mukama gy’agabira omukisa n’obulamu emirembe gyonna.
1386010080	Oluyimba nga balinnya amadaala. Mulabe, mutendereze Mukama, mmwe mwenna abaddu ba Mukama, abaweereza ekiro mu nnyumba ya Mukama.
138602003f	Mugolole emikono gyammwe mu kifo ekitukuvu, mutendereze Mukama.
1386030047	Mukama eyakola eggulu n’ensi akuwe omukisa ng’asinziira mu Sayuuni.
1387010058	Mutendereze Mukama. Mutendereze erinnya lya Mukama. Mumutendereze mmwe abaddu ba Mukama;
138702004c	mmwe abaweereza mu nnyumba ya Mukama, mu mpya z’ennyumba ya Katonda waffe.
138703005b	Mutendereze Mukama, kubanga Mukama mulungi; mutendereze erinnya lye kubanga ekyo kisanyusa.
138704005e	Kubanga Mukama yeerondera Yakobo okuba owuwe; ye Isirayiri gwe yeeroboza okuba eky’omuwendo.
1387050054	Mmanyi nga Mukama mukulu wa kitiibwa, era nga Mukama oyo y’asinga bakatonda bonna.
1387060058	Mukama kyonna ky’asiima ky’akola, mu ggulu ne ku nsi; mu nnyanja ne mu buziba bwayo.
1387070089	Alagira ebire ne byekuluumulula okuva ku nkomerero y’ensi; atonnyesa enkuba erimu okumyansa, n’asumulula empewo okuva mu mawanika ge.
138708005c	Ye yakuba ababereberye ab’e Misiri; ababereberye b’abantu n’ebibereberye by’ebisolo.
1387090062	Ye yaweereza obubonero n’ebyewuunyo wakati wo, ggwe Misiri, eri Falaawo n’abaweereza be bonna.
13870a0046	Ye yakuba amawanga amangi, n’atta bakabaka ab’amaanyi era be bano,
13870b0056	Sikoni kabaka w’Abamoli, ne Ogi kabaka w’e Basani ne bakabaka bonna ab’e Kanani.
13870c004e	Ensi yaabwe n’agiwaayo ng’obusika, okuba obusika bw’abantu be Isirayiri.
13870d0056	Ayi Mukama, erinnya lyo lya lubeerera, era n’obukulu bwo bumanyibwa emirembe gyonna.
13870e004b	Kubanga Katonda aliggyako abantu be omusango, era alisaasira abaweereza be.
13870f0069	Abamawanga ebifaananyi byonna ebyole bye basinza, ebyakolebwa n’emikono gy’abantu mu ffeeza ne zaabu,
138710003c	birina emimwa, naye tebyogera; birina amaaso, naye tebiraba;
1387110045	birina amatu naye tebiwulira; so ne mu kamwa kaabyo temuyitamu mukka.
1387120037	Ababikola balibifaanana; na buli abyesiga alibifaanana.
1387130059	Ayi ennyumba ya Isirayiri mutendereze Mukama; mmwe ennyumba ya Alooni mutendereze Mukama.
1387140051	Mmwe ennyumba ya Leevi mutendereze Mukama; mmwe abatya Mukama mutendereze Mukama.
138715005b	Mukama ali mu Sayuuni yeebazibwe; yeebazibwe oyo abeera mu Yerusaalemi. Mutendereze Mukama.
138801001f	Mwebaze Mukama kubanga mulungi,
1388020023	Mwebaze Katonda wa bakatonda bonna,
138803001b	Mwebaze Mukama w’abafuzi,
1388040023	Oyo yekka akola ebyamagero ebikulu,
1388050024	Oyo eyakola eggulu mu kutegeera kwe,
138806001b	Oyo eyabamba ensi ku mazzi,
138807001b	Oyo eyakola ebyaka ebinene,
1388080023	Enjuba yagikola okufuganga emisana,
1388090031	Omwezi n’emmunyeenye yabikola okufuganga ekiro,
13880a0026	Oyo eyatta ababereberye b’Abamisiri,
13880b001e	N’aggya Isirayiri mu Misiri,
13880c0036	Yabaggyamu n’omukono gwe ogw’amaanyi gwe yagolola;
13880d002b	Oyo eyayawulamu amazzi g’Ennyanja Emyufu,
13880e002b	N’ayisa abaana ba Isirayiri wakati waayo,
13880f003c	Naye n’asaanyaawo Falaawo n’eggye lye mu Nnyanja Emyufu;
1388100025	Oyo eyakulembera abantu be mu ddungu,
1388110026	Ye yafufuggaza bakabaka abaatiikirivu,
138812001f	N’atta bakabaka ab’amaanyi,
1388130027	Ye yatta ne Sikoni, kabaka w’Abamoli,
1388140025	Era ye yatta ne Ogi kabaka wa Basani,
1388150025	N’awaayo ensi yaabwe okuba obutaka,
1388160026	Okuba obutaka bwa Isirayiri omuddu we,
1388170024	Oyo eyatujjukira nga tuweddemu ensa,
138818001b	N’atuwonya abalabe baffe,
138819002c	Oyo awa abantu n’ebiramu byonna ekyokulya,
13881a0020	Kale mwebaze Katonda w’eggulu,
138901005b	Twatuula ku mabbali g’emigga gy’e Babulooni, ne tukaaba amaziga bwe twajjukira Sayuuni.
138902002d	Ne tuwanika ennanga zaffe ku miti egyali awo.
1389030090	Abaatunyaga ne batulagira okuyimba, abaatubonyaabonya ne batulagira okusanyuka; nga bagamba nti, “Mutuyimbireyo lumu ku nnyimba za Sayuuni.”
1389040038	Tunaayimba tutya oluyimba lwa Mukama mu nsi eteri yaffe?
1389050048	Bwe nnaakwerabiranga, ggwe Yerusaalemi, omukono gwange ogwa ddyo gukale!
1389060089	Olulimi lwange lwesibire waggulu w’ekibuno kyange singa nkwerabira, ggwe Yerusaalemi, ne sikulowoozaako okusinga ebintu ebirala byonna.
13890700a2	Jjukira, Ayi Mukama, batabani ba Edomu kye baakola, ku lunaku Yerusaalemi lwe kyawambibwa; ne baleekaana nti, “Kisuule, kimalirewo ddala n’emisingi gyakyo.”
1389080068	Ggwe omuwala wa Babulooni, agenda okuzikirizibwa, yeesiimye oyo alikusasula ebyo nga naawe bye watukola.
138909003b	Yeesiimye oyo aliddira abaana bo n’ababetentera ku lwazi.
138a01008a	Zabbuli Ya Dawudi. Nnaakutenderezanga Ayi Mukama, n’omutima gwange gwonna; ne mu maaso ga bakatonda abalala nnaayimbanga okukutendereza.
138a0200bb	Nvuunama nga njolekedde Yeekaalu yo Entukuvu, ne ntendereza erinnya lyo olw’okwagala kwo n’olw’obwesigwa bwo; kubanga wagulumiza ekigambo kyo n’erinnya lyo okusinga ebintu byonna.
138a030054	Olunaku lwe nakukoowoolerako wannyanukula; n’onnyongeramu amaanyi mu mwoyo gwange.
138a040066	Bakabaka bonna ab’omu nsi banaakutenderezanga, Ayi Mukama, nga bawulidde ebigambo ebiva mu kamwa ko.
138a05004f	Banaatenderezanga ebikolwa byo Ayi Mukama; kubanga ekitiibwa kya Mukama kinene.
138a060066	Newaakubadde nga Mukama asukkulumye, naye afaayo eri abo abeetoowaza; naye abeegulumiza ababeera wala.
138a07009f	Newaakubadde nga neetooloddwa ebizibu, naye ggwe okuuma obulamu bwange; ogolola omukono gwo eri abalabe bange abakambwe, era omukono gwo ogwa ddyo ne gumponya.
138a08008b	Mukama alituukiriza ebyo by’anteekeddeteekedde; kubanga okwagala kwo, Ayi Mukama, kubeerera emirembe gyonna. Tolekulira ebyo bye watonda.
138b010074	Ya Mukulu wa Bayimbi. Zabbuli ya Dawudi. Ayi Mukama, okebedde omutima gwange, n’otegeera byonna ebiri munda yange.
138b020068	Bwe ntuula omanya, ne bwe ngolokoka omanya; era otegeera byonna bye ndowooza, ne bwe mbeera ewala ennyo.
138b030054	Otegeera okutambula kwange kwonna n’okuwummula kwange. Omanyi amakubo gange gonna.
138b040047	Ekigambo kye nnaayogera, Ayi Mukama, okimanya nga sinnaba na kukyogera.
138b050035	Ondi mu maaso n’emabega, era ontaddeko omukono gwo.
