280000000f	ମାତିଉ
2b092400e1	ୱାନ୍‌ ଇର୍ହାନ୍‌, “ଏ ଆଜ୍ଞା, ୱାନ୍‌ ଏନ୍‌ ଇନ୍‌ଆଁ, ଏଣ୍ତେସ୍‌ ନାନ୍ ୱାନିମାନୁ ବିସ୍‌ବାସ୍‌ କିନା?”
2b0925011c	ଜିସୁ ୱାନିଙ୍ଗ୍‌ ଇର୍ହାନ୍‌, “ନିନ୍‌ ଏମେୱାନିଙ୍ଗ୍‌ ସୁଡ଼ୁତିମାନି, ମାରି ଏନ୍‌ ନି ୱାଲେ ମାଟା ଇଜିନାନ୍‌, ୱାନ୍‌ ଆକାନ୍‍ ।”
2b0926013b	ଆବେଟ୍‌ ୱାନ୍‌ ଇର୍ହାନ୍‌, “ପ୍ରବୁ, ନାନ୍ ବିସ୍‌ବାସ୍‌ କିଜିନା,” ମାରି, ୱାନ୍‌ ଜିସୁଙ୍ଗୁଁ ମେଣ୍ତେଙ୍ଗ୍‍ ଗଟ୍‌କିଜି ମାଡ଼ିସ୍‌ କିତାନ୍‌ ।
2b0927018a	ମାରି ଜିସୁ ଇର୍ହାନ୍‌, “ସୁଡ଼ୁଇ ଲୋକୁ ଏଣ୍ତେସ୍‌ ସୁଣାର୍‍ ମାରି ସୁଡ଼ୁଜିମାନି ଲୋକୁ ଏଣ୍ତେସ୍‌ କାଣା ଆନାର୍‌, ଇୟା ଲୋକା ବିସାର୍‌ ଉଣ୍ତିଙ୍ଗ୍‌ ନାନ୍ ଦୁନିଆଦୁ ୱାତାମାନା ।”
2b09280131	ପାରୁସିର୍‌ ମାଣାନ୍‌ ଏମେକାର୍‌ ୱାନି ୱାଲେ ମାର୍ହାର୍‌, ୱାର୍‌ ଇକା ୱେନ୍‌ଞ୍ଜି ୱାନିଙ୍ଗ୍‌ ଇର୍ହାର୍‌, “ମାପ୍‌ ବା ଇନିକା କାଣାର୍‌?”
2b0929019f	ଜିସୁ ପାରୁସିରିଙ୍ଗ୍‍ ଇର୍ହାନ୍‌, “ଜଦି କାଣା ଆତିମାରିଙ୍ଗ୍‍ ମିର୍‌ ଦସ୍‍ ଆଇତିଦେର୍‍ମାନ୍ଦି । ମାତର୍‌ ସୁଡ଼ୁଦେଙ୍ଗ୍‍ ଆଟ୍‍ସିନାପ୍‍ ଇଜି ଇର୍ହିମାନିଙ୍ଗ୍‍ ମିର୍‌ ନାଣ୍ତ ଦସ୍‍ ।”
2b0a010190	ଜିସୁ ଇର୍ହାନ୍‌, ନାନ୍ ସତ୍‌ ସତ୍‌ ମିଙ୍ଗିଁ ଇଜିନା, ଏମେ ଲୋକୁ ସେର୍‍ଲା ସିଜି ମେଣ୍ତାସାଡ଼ାଦୁ ଡ଼ୁଗ୍‍ଏନ୍‍, ମାତର୍‌ ଆଇସାରିଦୁ ଏକ୍‌ସି ଡ଼ୁଗ୍‍ନାନ୍‍, ୱାନ୍‌ ଡଙ୍ଗାଁ ନି ଡାକୁ;
2b0a0200d3	ମାତର୍‌ ଏନ୍‌ ସେର୍‍ଲା ସିଜି ଡ଼ୁଗ୍‍ନାନ୍‍, ୱାନ୍‌ ମେଣ୍ତେଙ୍ଗାଁ ମାନ୍ଦାଦି ଗାଉଡ଼ୁଏନ୍‍ ।
2b0a030121	ସେର୍‌ଲାଦୁ କାପ୍‍କିନିକାନ୍‍ ୱାନି ଉଣ୍ତିଙ୍ଗ୍‌ ସେର୍‍ଲା ରେନା ସିନାନ୍‍, ୱାନ୍‌ ମେଣ୍ଡେଙ୍ଗ୍‌ ଦର୍‌ ଆସ୍‌ସି କୁକ୍‍ନାନ୍‍ ।
2b0a0401d3	ୱାନ୍‌ ନିଜେଦି ମେଣ୍ଡେଙ୍ଗ୍‌ ୱିଜୁ ସପ୍‌ତି ୱେନ୍‌କା ୱାନିକା ଆଗ୍‌ଡ଼ି ଆଗ୍‌ଡ଼ି ଗାଉଡ଼ୁଏନ୍‍ ବୁଲାନାନ୍‌ ମାରି ମେଣ୍ତେଙ୍ଗ୍‌ୱିଜୁ ୱାନି ୱେନ୍‌କା ୱେନ୍‌କା ବୁଲାନେ, ଇରିଙ୍ଗ୍‌ ୱାକ୍‍ ୱାନି ବଲ୍ ନେସ୍‌ନେ;
2b0a0501ad	ମାତର୍‌ ମେଣ୍ଡେଙ୍ଗ୍‌ ନେସେଇ ଲୋକା ୱେନ୍‌କା ୱେନ୍‌କା ଏସ୍‌କାଙ୍ଗ୍‌ବା ବୁଲାଉ, ମାତର୍‌ ୱାନି ଲାକ୍‌ତୁରାନ୍‌ ଉରୁକ୍‌ସିସନେ, ଇରିଙ୍ଗ୍‌ ୱାକ୍‍ ନେସେଇ ଲୋକାଦି ବଲ୍ ନେସ୍‌ତେଙ୍ଗ୍‌ ଆଟ୍‌ଉ ।
2b0a060170	ଜିସୁ ୱାରିଙ୍ଗ୍‌ ଇୟା କାତା ୱେର୍‌ତାନ୍‌, ମାତର୍‌ ୱାନ୍‌ ୱାରିଙ୍ଗ୍‌ ଆମା ଆମାକା ୱେର୍‌ସି ମାର୍ହାନ୍‌, ଆୟାୱିଜୁ ଇନିକା ଇଜି ୱାର୍‌ ବୁଜାଦେଙ୍ଗ୍‌ ଆଟ୍‍ଏତାର୍‍ ।
2b0a0700f8	ଜିସୁ ମାରିଡ଼େସି ୱେର୍‌ତାନ୍‌, ସତ୍‌ ସତ୍‍ନେ ନାନ୍ ମିଙ୍ଗିଁ ଇଜିନା, ନାନ୍ ଆଜିନା ମେଣ୍ତେଆଙ୍ଗ୍‌ ସେର୍‍ଲା ।
2b0a080165	ଏମେକାର୍‌ ୱିଜେରେ ନା ଆଗ୍‌ଡ଼ି ୱାତାମାନାର୍‌, ୱାର୍‌ ୱିଜେରେ ଡଙ୍ଗାଁର୍‌ଉଁ ମାରି ଡଙ୍ଗାଁକିନିକାର୍‌, ମାତର୍‌ ମେଣ୍ଡେଙ୍ଗ୍‌ ୱିଜୁ ୱାରି ମାଟା ୱେନ୍‌ଉତେ ।
2b0a090146	ନାନ୍ ସେର୍‍ଲା, ଏନ୍‌ ନା ସାରି ସିଜି ଡ଼ୁଗ୍‌ନାନ୍‌, ୱାନ୍‌ ରକିୟା ପୟ୍‌ନାନ୍‌ ମାରି ଲୋଇ ୱାଜି ମାରି ଆତେରେ ସଲ୍‌ସି ସାରାଦେଙ୍ଗ୍‌ ଆଟ୍‍ନାନ୍‍ ।
2b0a0a01f7	ଡଙ୍ଗାଁର୍‌ଏନ୍‌ ୱାନାନ୍‌ ଡଙ୍ଗାଁକିଦେଙ୍ଗ୍‌, କାତ୍‍ତେଙ୍ଗ୍‌ ମାରି ଦଂସ କିଦେଙ୍ଗ୍‌ । ନାନ୍ ୱାତାମାନା, ମିଙ୍ଗିଁ ଜିବନ୍‌ ସିଦେଙ୍ଗ୍‍, ମିର୍‌ ଏଣ୍ତେସ୍‌ ଜିବନ୍‌ତି ବିସୟ୍‌ତାନ୍‌ ୱେଡ଼ିକା ପୟ୍‌ଦେଙ୍ଗ୍‌ ଆଟ୍‌ନିଦେର୍‌ ।
2b0a0b014d	ନାନ୍ ନେଗେନ୍‌ ମେଣ୍ଡେଙ୍ଗ୍‌ ସାରାକିନିକିଦା; ନେଗେନ୍‌ ମେଣ୍ତେଙ୍ଗ୍‌ସାରାକିନିକାନ୍‌ ମେଣ୍ତେଆଙ୍ଗ୍‌ ଉଣ୍ତିଙ୍ଗ୍‌ ନିଜେଦି ଜିବନ୍‌ ସିନାନ୍‌ ।
2b0a0c026e	ଏନ୍‌ ବୁତିଅସି ମେଣ୍ତେଙ୍ଗ୍‌ମାନ୍ଦା କାପ୍‍କିନାନ୍‍, ୱାନ୍‌ ଗାଉଡ଼ୁଏନ୍‍ ଆଏନ୍‍, ବା ମାନ୍ଦାଦି ମାଲିକ୍‌ ଆଏନ୍‍, ୱାନ୍‌ ବେନ୍‍ଡ୍ର ୱାନିକା ସୁଡ଼ୁଜି ମେଣ୍ତେଆଙ୍ଗ୍‍ଁ ଡ଼ିସ୍‍ସି ସନାନ୍‌, ମାରି ବେନ୍‍ଡ୍ର ମେଣ୍ତାଦିଙ୍ଗ୍‌ ଆସ୍‍ନା ଅନାତ୍‍ ମାରି କାଣ୍ତିଆ କାବାରା କିନାତ୍‍ ।
2b0a0d01a2	ଇରିଙ୍ଗ୍‌ ଏନ୍‌ ବୁତିଅସି ମେଣ୍ତେଙ୍ଗ୍‍ କାପ୍‍କିନାନ୍‍, ୱାନ୍‌ ଉର୍‍କୁନାନ୍‍, ଇରିଙ୍ଗ୍‌ ୱାନ୍‌ ବୁତିକିନିକାନ୍‍ ମାତର୍‌, ମେଣ୍ତେଆଙ୍ଗ୍‌ ଉଣ୍ତିଙ୍ଗ୍‌ ୱାନିଙ୍ଗ୍‌ ଏତ୍‌ ସିଲେତ୍‌ ।
2b0a0e0117	“ନାନ୍ ନେଗେନ୍‌ ମେଣ୍ତେଙ୍ଗ୍‌ସାରାକିନିକିଦା । ବୁବା ଏଣ୍ତେସ୍‌ ନାଙ୍ଗିଁ ନେସ୍‌ନାନ୍‌ ମାରି ନାନ୍ ବୁବେଙ୍ଗ୍‌ ନେସ୍‌ନା,
2b0a0f019f	ଆୟାୱାଜା ନାନ୍ ନା ନିଜେଦି ମେଣ୍ତେଆଙ୍ଗ୍‌ ନେସ୍‌ନା, ମାରି ନା ନିଜେଦି ମେଣ୍ଡେଙ୍ଗ୍‌ ନାଙ୍ଗିଁ ନେସ୍‌ନେ, ମାରି ମେଣ୍ତେଆଙ୍ଗ୍‌ ଉଣ୍ତିଙ୍ଗ୍‌ ନାନ୍ ନା ଜିବନ୍‌ ସିଦେଙ୍ଗ୍‍ ରାଜିମାନା ।
2b0a100223	ଏମେ ମେଣ୍ଡେଙ୍ଗ୍‌ ଇୟା ମେଣ୍ତେଙ୍ଗ୍‌ସାଡ଼ାଦିକେଙ୍ଗ୍‌ ଆଉ, ନା ଇୟାୱାଜା ଆଇ ମେଣ୍ଡେଙ୍ଗ୍‌ ମାନେ, ୱାନିକାଙ୍ଗ୍‌ ବା ନାଙ୍ଗିଁ ତାତେଙ୍ଗ୍‌ ଆନାତ୍‌, ମାରି ୱାକ୍‍ ନା ବଲ୍ ୱେନେ; ଆବେଟ୍‌ ଉନ୍‌ଡ୍ରି ମାନ୍ଧାଦିଙ୍ଗ୍‌ ମାରି ଅରେନ୍‍ ଗୋଡ଼ୁ ଆନାନ୍‌ ।
2b0a110130	“ନାନ୍ ନା ଜିବନ୍‌ ସିନିଉଣ୍ତିଙ୍ଗ୍ ବୁବା ନାଙ୍ଗିଁ ଜିବନ୍‌ନୋନାନ୍‌, ମାରି ନାନ୍ ନା ଆୟା ଜିବନ୍‌ ମାରିଡ଼େସି ପୟ୍‌ଦେଙ୍ଗ୍‌ ଆଟ୍‍ନା ।
2b0a1202a2	ଏନ୍‌ ନାମାଣ୍‌କୁ ନା ଜିବନ୍‌ ଅତେଙ୍ଗ୍‌ ଆଟ୍‍ଏନ୍‍, ମାତର୍‌ ନା ବଦାଦାନ୍ ନା ଜିବନ୍‌ ଦାନ୍‌ କିନା । ନା ଜିବନ୍‌ ଦାନ୍‌ କିଦେଙ୍ଗ୍‌ ଅଦିକାର୍‌ ମାନାତ୍‌ ମାରି ନାନ୍ ମାରିଡ଼େସି ଜିବନ୍‌ ପୟ୍‌ଦେଙ୍ଗ୍‌ ବା ଅଦିକାର୍‌ ମାନାତ୍‌ । ଇକା କିନି ଉଣ୍ତିଙ୍ଗ୍‌ ନା ବୁବାଦିମାଣ୍‌ନା ଇୟା ଆଦେସ୍‌ ପୟ୍‌ତାମାନା ।”
2b0a1300c2	ଇୟାୱିଜୁ ମାଟା ୱେର୍‌ଇ ୱେନ୍‌କା ଜିହୁଦି ଲୋକା ଲୋଇ ମାରିଡ଼େସି ଆଇ ମାଟା ଗଟାତାତ୍‌ ।
2b0a14014c	ୱାରି ଲୋଇରାନ୍‌ ଏସଲୋକ୍‌ ଇନ୍‌ଡ୍ରେଙ୍ଗ୍‌ ଆସ୍‌ତାର୍‌, “ୱାନିଙ୍ଗ୍‌ ଦୁବା ଆସ୍‌ତାମାନାତ୍‌, ୱାନ୍‌ ବାୟା, ଏନ୍ଧା ୱାନି ମାଟା ୱେନ୍‌ଜିନିଦେର୍‌?”
2b0a15016e	ଆଇକାର୍‌ ଇର୍ହାର୍‌, ଇୟାୱିଜୁ ମାଟା ତୋ ଦୁବା କାସ୍‌ତି ଅରେନ୍‍ ଲୋକୁ ଇୟାୱାଜା ମାଟା ଇନ୍‌ଏନ୍‌; ଦୁବା ଇନିକା କାଣା ଲୋକ୍‌ତି କାଣୁକୁ ତର୍‌ତେଙ୍ଗ୍‍ଁ ଆଟ୍‍ନାତ୍‍?
2b0a160107	ନାସ୍ତିୱାଲେ ଜିରୁସାଲମ୍‌ତୁ ମନ୍ଦିର୍‌ ତିଆର୍‌ କିତି ପଣ୍ତ୍‌ୟ ଆଜିମାର୍ହାତ୍‍; ଆୟାୱାଲେ ପିନିକାଡ଼ା ମାର୍ହାତ୍‌,
2b0a1700a6	ମାରି ଜିସୁ ମନ୍ଦିର୍‌ତୁ ସଲମନ୍‍ତି ଗୁଡିକାଲ୍‌ତୁ ବୁଲାଜି ମାର୍ହାନ୍‌ ।
2b0a1801e7	ଆବେଟ୍‌ ଜିହୁଦି ଲୋକୁ ଜିସୁଙ୍ଗୁଁ ସାରିବେଡ଼୍‍ତି ଉଣ୍ତାଜି ୱେନ୍‌ବାଦେଙ୍ଗ୍‌ ଆସ୍‌ତାର୍‌, ମାରି ଏସ ୱେଡ଼ାସାନ୍ଧି ମାଙ୍ଗିଁ ନାମ୍‌ଇ ୱାଜା ଇଡ୍‌ନି? ଜଦି “ନିନୁ ମସିହ, ଆର୍‌ତିଙ୍ଗ୍‌ ମାଙ୍ଗିଁ ସତ୍‌ତାନ୍‌ ୱେର୍‌ଆ ।”
2b0a1901e5	ଜିସୁ ୱାରିଙ୍ଗ୍‌ ଇର୍ହାନ୍‌, “ନାନ୍ ମିଙ୍ଗିଁ ଇଜିନା, ମାତର୍‌ ମିର୍‌ ବିସ୍‌ବାସ୍‌ କିଇଜିନିଦେର୍‌; ନା ବୁବାଦି ମାଣାନ୍‌ ଅଦିକାର୍‍ ନାନ୍ ପୟ୍‌ଜି ଆମା ଆମା ପାଣି କିଜିନା, ଆୟାୱିଜୁ ନା ବିସୟ୍‌ତାନ୍‌ ସାକ୍‌ୟ ସିଜିନା;
2b0a1a00d3	ମାତର୍‌ ମିର୍‌ ବିସ୍‌ବାସ୍‌ କିଇଜିନିଦେର୍‌, ଇରିଙ୍ଗ୍‌ ମିର୍‌ ନା ମେଣ୍ଡେଙ୍ଗ୍‌ ଆଇଦେର୍‍ ।
2b0a1b010a	ନା ମେଣ୍ଡେଙ୍ଗ୍‌ ୱିଜୁ ନା ବଲ୍ ୱେନେ ମାରି ନାନ୍ ୱାନିକାଙ୍ଗ୍‌ ନେସ୍‌ନା, ମାରି ୱାକ୍‍ ନା ୱେନ୍‌କା ୱେନ୍‌କା ବୁଲାନେ,
2b0a1c0197	ମାରି ନାନ୍ ୱାନିକାଙ୍ଗ୍‌ ଏସ୍‍କାଙ୍ଗ୍‍ୱିଜ୍‍ଇ ଜିବନ୍‌ ସିନା, ମାରି ୱାକ୍‍ ଏସ୍‌କାଙ୍ଗ୍‌ବା ସାଉ, ମାରି ୱାନିକାଙ୍ଗ୍‌ ନା କିୟୁଦାନ୍‌ ଏନ୍‌ ଡ଼ିବିସ୍‌କିଜ ଅତେଙ୍ଗ୍‌ ଆଟ୍‍ଏର୍‍ ।
2b0a1d0172	ନା ବୁବା ନାଙ୍ଗିଁ ଆମାକା ସିତାମାନାନ୍‌, ଆକା ୱିଜୁମାଣ୍‌କୁ ନାଣ୍ତଦାରା, ମାରି ୱାନିକାଙ୍ଗ୍‌ ବୁବାଦି କିୟୁଦାନ୍‌ ଏନ୍‌ ଆକା ଡ଼ିବିସ୍‍କିଜ ଅତେଙ୍ଗ୍‌ ଆଟ୍‍ଏନ୍‍ ।
2b0a1e003a	ବୁବା ନି ନାନ୍ ଅରେନ୍‍ ।”
2b0a1f00e5	ଇୟା ମାଟା ୱେନ୍‌ଞ୍ଜି ଜିହୁଦିଲୋକୁ ଜିସୁଙ୍ଗୁଁ ଡାକ୍‌ତେଙ୍ଗ୍‍ଁ ଇଜି ମାରି କାଲ୍‌କୁ ପେର୍‌ତାର୍‌ ।
2b0a2001c7	ଜିସୁ ୱାରିଙ୍ଗ୍‌ ଇର୍ହାନ୍‌, ନାନ୍ ବୁବାଦିମାଣାନ୍‍ ଏସ ନେଗି ପାଣି ମିଙ୍ଗିଁ ତର୍‌ତାମାନା; ଆୟାୱିଜୁ ପାଣିଦି ଲୋଇରାନ୍‌ ଏମେ ନେଗି ପାଣିଦି ଉଣ୍ତିଙ୍ଗ୍‌ ନାଙ୍ଗିଁ ନେର୍‌ କାଲ୍‌କୁ ପୋକ୍‌ତାଜିନିଦେର୍‌?
2b0a2101ed	ଜିହୁଦିଲୋକୁ ୱାନିଙ୍ଗ୍‌ ଇର୍ହାର୍‌, “ନେଗି ପାଣିଦି ଉଣ୍ତିଙ୍ଗ୍‌ ମାପ୍‌ ନିଙ୍ଗିଁ କାଲ୍‌କୁ ପୋକ୍‌ତାଏଜିନାପ୍‌, ମାତର୍‌ ମାପୁରୁ ନିଦା ଉଣ୍ତିଙ୍ଗ୍‌, ମାରି ନିନ୍‌ ଲୋକୁ ଆଜି ନିଜେଦିଙ୍ଗ୍‌ ମାପୁରୁ ସାମାନ୍‍ କିଜିନି ।”
2b0a2200f5	ଜିସୁ ୱାରିଙ୍ଗ୍‌ ଇର୍ହାନ୍‌, “ମି ସାସ୍ତ୍ରଦୁ ଇକା ରାସାତାମାନାତ୍‌, ମାପୁରୁ ଇନାନ୍‌, ମିର୍‌ ମାପୁରୁଙ୍ଗୁଁ?
2b0a23015e	ଆମାୱାରି ଲାକ୍‌ତୁ ମାପୁରୁଦି ବାକ୍ୟ ଇଗା ୱାତାତ୍‍, ୱାରିଙ୍ଗ୍‌ ଜଦି ୱାନ୍‌ ମାପୁରୁ ଇଜି ଇର୍ହାନ୍‌ ମାରି ଦାର୍ମୁସାସ୍ତ୍ର ୱେର୍‌ଏ କିଦେଙ୍ଗ୍‌ ଆଟ୍‍ଏର୍‍
2b0a2401ef	ବୁବା ମାପୁରୁ ନାଙ୍ଗିଁ ପବିତ୍ର କିଜି ଆସ୍‍କିତାନ୍‌ନୋ ଇୟା ଦୁନିଆଦୁ ପୋକ୍‌ତାତାମାନାନ୍‌ । ଆରିଙ୍ଗ୍‌, ନାନ୍ ନିଜେଦିଙ୍ଗ୍‍ ମାପୁରୁଦି ମାରିନ୍‌ ଇନି ମାଣାନ୍‌ ମାପୁରୁଙ୍ଗ୍‌ ନିଦା କିଜିନା ଇଜି ଏଣ୍ତେସ୍‌ ଇଜିନିଦେର୍‌?
2b0a2500bb	ଜଦି ନାନ୍ ବୁବାଦି ପାଣିୱିଜୁ କିଏ, ଆର୍‌ତିଙ୍ଗ୍‌ ନାଙ୍ଗିଁ ବିସ୍‌ବାସ୍‌ କିମାଟ୍‌;
2b0a260252	ମାତର୍‌ ଜଦି ନାନ୍ ୱାନି ବଦାଦାନ୍ ନାନ୍ ପାଣି କିନା, ଆରିଙ୍ଗ୍‌ ନାଙ୍ଗିଁ ବିସ୍‌ବାସ୍‌ କିଇତିଙ୍ଗ୍‌ବା, ନା ପାଣି ସୁଡ଼ୁଜି ବିସ୍‌ବାସ୍‌ କିଦୁ । ଆତିଙ୍ଗ୍‌ ମିର୍‌ ପୁରା ନେସ୍‌ତେଙ୍ଗ୍‌ ଆଟ୍‌ନିଦେର୍‌, ମାରି ନା ବୁବା ନା ମାନୁ ମାନାନ୍‌ ମାରି ନାନ୍ ୱାନିମାନୁ ମାନା ।”
2b0a27012e	ଆବେଟ୍‌ ୱାର୍‌ ୱାନିଙ୍ଗ୍‌ ଆସ୍‌ତେଙ୍ଗ୍‌ ମାରିଡ଼େସି ସେସ୍ଟା କିତାର୍‌, ମାତର୍‌ ଜିସୁ ୱାରି କିୟୁଦୁ ଦାରାସିଏଣ୍ତା ସତାସର୍ହାନ୍‌ ।
2b0a280170	ଆୟାୱେନ୍‌କା ଜିସୁ ମାରିଡ଼େସି ଜର୍ଦନ ଗାଡାଦି ଆୟାପାଡ଼ି ଇତାନ୍‌, ଜୋହନ ଏମେ ବାଡିଦୁ ପୁର୍ବେ ଡୁବନ୍‌ ସିଜିମାର୍ହାନ୍‌, ଆୟା ବାଡିଦୁ ୱାତାନୋ ଆବେନୁ ତେବାତାନ୍‌ ।
2b0a290196	ମାରି, ନାଣ୍ତଲୋକୁ ୱାନି ଲାକ୍‌ତୁ ୱାଜି ଇର୍ହାର୍‌, “ଜୋହନ ଗିଦେ କାବାଆନି ପାଣି କିଏତାନ୍‌, ମାତର୍‌ ଇୟା ଲୋକ୍‌ତି ବିସୟ୍‌ତାନ୍‌ ଜୋହନ ଆମାୱିଜୁ ମାଟା ଇର୍ହାନ୍‌, ଆୟାୱିଜୁ ସତ୍‌ ।”
2b0a2a0089	ମାରି, ଆବେନୁ ଗାଦି ଲୋକୁ ଜିସୁମାନୁ ବିସ୍‌ବାସ୍‌ କିତାର୍‌ ।
2b0b01015c	ବେତନିୟା ନାର୍‌ତି ଲାଜାର୍‌ ଦର୍‌ତିକାନ୍‌ ଅରେନ୍‍ ଲୋକୁ ନବ୍‌ ଆତାମାର୍ହାନ୍‌; ମରିୟମ୍‌ ମାରି ତାନି ତାଙ୍ଗିଁସି ମାର୍ତା ଆୟା ନାଟ ମାନ୍‌ଞ୍ଜି ମାର୍‌ଏ ।
2b0b0201a9	ଇକାତ୍‍ ଆୟା ମରିୟମ୍‌, ଏମେକାତ୍‍ ପ୍ରବୁଦି ପାଦାମ୍‌କାଙ୍ଗ୍‌ ନିୟୁ ୱାକ୍‍ସି ନିଜେଦି କୁକୁଟିଦାନ୍‌ ୱାନି ପାଦାମ୍‌କୁ ତେଲିତାମାର୍ହାତ୍‍, ତାନି ତଡ଼ାସି ଲାଜାର୍‌ ନବ୍‌ ଆତାମାର୍ହାନ୍‌ ।
2b0b03016b	ଆଦେଙ୍ଗ୍‌ ଆୟା ତାଙ୍ଗିଁକ୍‍ ଜିସୁଦି ଲାକ୍‌ତୁ କାବୁର୍ ପକ୍‍ତେ, “ପ୍ରବୁ ସୁଡ଼ୁଆ, ଆମାୱାନିଙ୍ଗ୍‌ ନିନ୍‌ ଜିବନ୍‍ନୋନି, ନି ସଙ୍ଗ୍‍, ୱାନ୍‌ ନବ୍‌ ଆତାମାନାନ୍‌ ।”
2b0b0401c2	ମାତର୍‌ ଜିସୁ ଆକା ୱେନ୍‌ଜି ଇର୍ହାନ୍‌, “ଇୟା ନବ୍‌ ସାନି ଉଣ୍ତିଙ୍ଗ୍‌ ସିଲେ, ମାତର୍‌ ମାପୁରୁଦି ଦନ୍ୟବାଦ୍‌ତି ଉଣ୍ତିଙ୍ଗ୍‌, ଏଣ୍ତେସ୍‌ ଆୟାବାଣାନ୍‍ ମାପୁରୁଦି ମାରିନ୍‌ ବା ଦନ୍ୟବାଦ୍‌ ପଇନାନ୍‌ ।”
2b0b0500c8	ଜିସୁ ମାର୍ତା, ୱାନି ତାଙ୍ଗିଁ ମରିୟମ୍‌ ନି ଲାଜାର୍‌ତିଙ୍ଗ୍‌ ଜିବନ୍‌ ନଜି ମାର୍ହାନ୍‍ ।
2b0b06016a	ମାରି, ଲାଜାର୍‌ ନବ୍‌ ଆତାମାନାନ୍‌ ଇଜି ଏସ୍ତିୱାଲେ ୱାନ୍‌ ୱେର୍‌ଆନ୍‌, ନାସ୍ତିୱାଲେ ୱାନ୍‌ ଏମେ ବାଡିଦୁ ମାର୍ହାନ୍‍, ଆୟାବାଡିଦୁ ମାରି ରିନେନ୍‍ ତେବାତାନ୍‌ ।
2b0b0700de	ତାନିୱେନ୍‍କା ୱାନ୍‌ ସିସୁରିଙ୍ଗ୍‌ ଇର୍ହାନ୍‌, “ସାଦୁ, ମାଡ୍‌ ଜିହୁଦା ରାଜିଦୁ ଡ଼େସି ସନାଟ୍‌ ।”
2b0b080196	ସିସୁର୍‍ ଜିସୁଙ୍ଗୁଁ ଇର୍ହାର୍‌, “ଏ ଗୁରୁ, ଜିହୁଦିର୍ ଏସ ଦିନ୍‍ ଆଗ୍‌ଡ଼ି ନିଙ୍ଗିଁ କାଲ୍‍କାଣ୍‍ ଡାକ୍‌ତେଙ୍ଗ୍‍ଁ ବଦା କିଜିମାର୍ହାର୍‍, ମାରି ନିନ୍‌ ମାରିଡ଼େସି ଆବେ ସଲ୍‌ସିନି?”
2b0b090146	ଜିସୁ ଇର୍ହାନ୍‌, “ୱେଡ଼େ ଇନିକା ବାର ଗନ୍‍ଟା ସିଲେତ୍‌? ଏନ୍‌ ୱେଡ଼େ ବୁଲାତିଙ୍ଗ୍‍ ତାକାଏନ୍‍, ଇରିଙ୍ଗ୍‌ ୱାର୍‌ ଇୟା ଦୁନିଆଦି ଜାୟ୍‌ ସୁଣାନ୍‌;
2b0b0a00cd	ମାତର୍‌ ନାଡ଼ା ବୁଲାତିଙ୍ଗ୍‍ ୱାନ୍‌ ତାକାନାନ୍‍, ଇରିଙ୍ଗ୍‌ ୱାରିମାନୁ ଜାୟ୍‌ ସିଲେତ୍‌ ।
2b0b0b01a4	ଜିସୁ ଇୟାୱିଜୁ ମାଟା ଇର୍‍ଇ ୱେନ୍‌କା ୱାରିଙ୍ଗ୍‌ ମାରି ଇର୍ହାନ୍‌, ମା ତଡ଼୍‍ ଲାଜାର୍‌ ସୁଜ୍‍ଜିନାନ୍‍, ମାତର୍‌ ୱାନିଙ୍ଗ୍‌ ସୁସ୍‍କାଣ୍‍କାଣ୍‍ ନିକ୍‍ତେଙ୍ଗ୍‍ ଇଜି ନାନ୍ ସଲ୍‍ସିନା ।”
2b0b0c0117	ଆବେଟ୍‌ ସିସୁର୍‍ ଜିସୁଙ୍ଗୁଁ ଇର୍ହାର୍‌, “ପ୍ରବୁ, ଜଦି ଲାଜାର୍‌ ସୁସ୍‍ତାମାନାନ୍‍, ଆରିଙ୍ଗ୍‌ ୱାନ୍‌ ନେଗେନ୍‍ ଆନାନ୍‌ ।”
