2800000007	Mathayo
2c051500b4	Nabhumvwa isho bhabhala mwikanisa nahuhenga bhabhamanyizya abhantu okuhani(ugosi weshibhanza) na bhaalabhali nabho bhakwizanya ibalaza lyonti bhabhatuma hubhakwizye atumwe mwijela.
2c05160050	Nabhafiha hwijela bhahega atumwe nabhamo mwijela bha bhala bhabhapeela etharifa,
2c05170098	“Bhaga tejile abhantu nabhamo mwijela, na mandyango gonti gafungwilwe sheshinza nalinzi bhahweli mundyango nitigula tejile afungwe enabhamo muhati.”
2c05180082	Usikari ugosi we hekalu na bhagosi bhahayetile sana pabhu mvwa huje afungwe nabhamo bhasiibha bhaga tibhabhombe wile ni jambo eli.
2c0519006b	Umuntu umo wenza wabhabhula huje abhantu bhaala bhamwabhapinyile bhali hwa mwabho bhemeleye bhamanyizya.”
2c051a006d	Usikari nabhantu abhanje bhabhala bhabhega shashinza bila fujo, bhahogope abhantu huje bhagabhakhoma na mawe.
2c051b0043	Nabhabhaleta bhabhabheha pi baraza. Ugosi weshibhanza wa bhabhuuzya
2c051c0082	tabhakhine amanyizye hwitawa lya muntu ula muyimemizye eYerusalemu emanyizyo zyenya musungwa alete idanda lya muntu ula hulite.”
2c051d0051	Lelo uPetro natumwe bhaga, “Lazima timwumvwe Ungulubhi ashile abhumvwe abhantu.
2c051e0047	Ungulubhi waise bhetu azyusizye uYesu yamwabudile na hulembezye mwikwi.
2c051f0078	Ungulubhi amwimishe hukhono gwakwe ulilo, abheshele abhe Gosi abhe mwokozi, hwa Israeli, nkabhalambe embibhi abhasajila.
2c05200060	Ate tilibhaketi bhega gonti, nu Mpepo Ufinjile, Ungulubhi yabhapelile bhaala bhabhahumwitiha.”
2c0521004b	Ajumbe bhi baraza nabhumvwa isho elyoyo lyabhakhata bhaga bhabhabude atuwe.
2c05220082	Ufarisayo umo itawa lyakwe yu Gamalileli, ali mwalimu we sheria, yahemehwaga sana na bhantu waga abhantu ebo bhafume panze nasoti.
2c05230064	Halafu wabhabhuula waga amwe, “Mubhalume mubha Israeli, mwenye sana zyamulwabhombe na bhantu ebha.
2c0524009a	Ahali umuntu itawa yu Theuda ahwibheshele huje muntu gosi, sana abhantu mia nne bhafutile. Umuntu uyo bhahabuda bhonti bhabhafuataga bhanyampine nategane.
2c0525007d	Ahali uwamwabho ali yo Yuda wa hugalilaya, lwabhahabhazyaga abhantu(esensa) wope atejile na bhantu bhakwe bhonti bhanyampene.
2c0526004c	Eshi embabhuula abhantu ebha bhaleshi embombo ene nkayabhantu ebhateje yene.
2c05270073	Lelo nkashele ya Ngulubhi, semubhajiye aiwezye; musahabhoneshe huje mulwa nu Ngulubhi.” Bhamweteshela zyayanjile.
2c0528007b	Bhabhakwizya bhinjila munyumba bhabhakhoma, nabhabhuule huje musahayanje nante hwitawa eli elya Yesu, bhabhaleha bhasogola.
2c05290049	Bhasogola shabhashiye aje tikhomwa hunongwa yitawa elya Yesu nazalauliwe.
2c052a005c	Ensiku nzyonti mwikanisa bhalumbililaga na manyizye abhantu aje uYesu yu Kilisti nu mwokozi.
2c060100cf	Ikanisa palyahonjelelaga akule abhantu bhahabha bhinji, gahanda abhe amalulumwo hwa shirika Ayahudi abheshi Yunani bhabhalulumwaga aba Ebrania, huje afwele bhabho sebhabhagabhilaga shinza eshalye bhabhewaga.
2c06020078	Atumwe bhabhakwizya ashirika bhonti, bhahaga seshinza ate alileshe izu lya Ngulubhi na bhatenganye amwe humambogeshalye.
2c06030056	Eshi salulii abhantu saba abhinza bhabhali nu Mpepo Ufinjile tibhabhishe humbombo ene.
2c06040038	Nate tibhakhale na deele mwizu lya Ngulubhi na puute.”
2c060500a2	Ezyo enongwa zyabha nyinza bhasalula u Stefano, umuntu uwelweteshelo nu Mpepo Ufinjile, nu Filipo, Prokoro, Nikanori, Timoni, Parmena, na Nikolao, wa hu Antiokia.
2c06060055	Bhabhaleta hwa tumwe, abhantu ebha, bhabhapuutila na bhabhabheleshela amakhono gabho.
2c06070082	Izu lya Ngulubhi lyavwambana na ashirika bhonjelela mu Yelusalemu bhope agosi bheshibhanza bhabhinji bhalyeteshe izu lya Ngulubhi.
2c06080063	Nu Stefano, muntu yali ne neema nikhone abhombaga amambo minji aga Ngulubhi agaswijizye hwa bhantu.
2c0609009d	Lelo bhahinza abhantu abhe Sinagogi lyalihwefwa Mahuru, nelya Bhakirene nelya Waeskanderia, na bhahukilikia na hu Asia. Abhantu ebha bhabisaniaga nu Stefano.
2c060a0067	Lelo, sigabhawezizye ashindane nu Stefano umwene ali ne hekima nu Mpepo Ufinjile yayangaga mwa Stefano.
2c060b0074	Abhantu ebho bhayanga na bhantu bhabhasuliha bhaga, “Mugaje uStefano aligaga uMusa nu Ngulubhi tumviwizye tete.”
2c060c004a	Bhabhabuula azee, nasimbi, bhabhala bhakhata uStefano, bhaleta hwi baraza.
2c060d007e	bhabhaleta aketi abhilenga, bhaga, “umuntu unu sigaleha ayanje embibhi epa apa tuntumu ahuliga wu Ngulubhi nesheria ya Musa.
2c060e0066	Tumvwizye nayanga huje bhashi uYesu abhapananganye esheria zyetu ezyeshikhaya zyatapelilwe nu Musa.”
2c060f0043	Shila muntu yaali pibaraza amaso gakwe gamwenya hulineshi umalaika.
2c07010034	Ugosi we shibhanza waga,”ezi enongwa zye lyoli”?
2c070200b8	U Stefano wagamula waga, “Bhaholo bhane na bhaise bhane ntejelezi zyeyanga: Ungulubhi yabhunishie uise wetu u Ibulahimu nahali hu Mesopotamia, sasele asamile ensi ene eye hu Harani,'
2c0703004d	Ungulubhi ahabhuula ahagu epa awe munsi ene usame ubhale hunsi yembahulanje'.
2c07040082	Wasogola wasama hunsi ya Hukardayo wakhala hu Harani, afume epo, uise wakwe nawafwiwa, Ungulubhi waleta munsi ene yabhakhala eshi.
2c070500a6	Sigapiya nahamo ahagale, siga alinapo ata pibhishe eshinama. Lelo Ungulubhi alaginye u Ibulahimu sasele apate umwana huje aipelwa ensi ene aje aiigala nabhana bhakwe.
2c070600a1	Ungulubhi ayanjile nawo eshi abhana bhaho hunsi eyeshijinyi na akhaya bhaibhabhiha bhaboyi bhabho(bhafubhilwa) nantele bhaibhabhomba embibhi humahaemia zine 400.
2c0707008a	Ungulubhi ahaga naibhalonga abhantu bhabhaibhabhombela embibhi abhe ensi eyo, abhantu bhane naibhagalusya bhayenza ampuute ane munsi ene.'
2c070800b0	Wapela uIbulahimu ilagano lye tohara, u Ibulahimu wabha ise wa Isaka watahiri isiku elya nane; u Isaka wabha ise wa Yakobo, uYakobo wabha yise wa yise bhetu ilongo na bhabhili.
2c0709005a	Aise bhetu bhalolela ukero(umwone) uYusufu bhakazya hu Misri, Ungulubhi ali pandwimo nawo,
2c070a008e	ungulubhi aponizye na malabha gonti, Ungulubhi wapela ineema, ne hekima hwa Farao, uFarao wabhiha aje abhe gosi munsi yonti na munyumba yakwe.
2c070b0075	Enzala ihagwiye hunsi yonti eya hu Misri ba hu Kanani, abhantu bhapiite amalabha sana abhaise bhetu sebhali neshalye.
2c070c0050	U Yakobo nawumvwa huje hu Misri, hulineshalye, abhatumile aise bhetu ulwahwande.
2c070d0063	Nabhabhalile ulwabhili uYusufu ahwibhonisizya hwa holo bhake aholo bha Yusufu bhamanyiha hwa Farao.
2c070e0081	O Yusufu wabhatuma aholo bhakwe bhabhale humweje uise wabho na bhanji bhakhalaga nabho bhonti bhaali amalongo saba na bhasanu 75.
2c070f0040	U Yakobo wiha hunsi ya hu Misri, umwene wafwa naise bhetu bonti.
2c0710006e	Bhabhega mpaka hushekemu bhasyelwa munkungwa yakalile uIburahimu ne hela hwa bhana bha Hamori hula hu Shekemu.
2c0711006b	Ululagano lula Ungulubhi lwalaginne nu Ibulahimu na lwapalamila, abhantu nabhonjelela uwinji hula hu Misri,
2c07120084	aheenza umfumu uwamwabho hu Misri, abhasuliha abhantu aje bhabhavitwe abha Israeli, nabude abhaana adodo aje bhasahonjelele apapane.
2c0713007a	Umfumu uyo abhakhopela abhantu nabhasulishe, bhabhabhombile embibhi aise bhetu nataje abhana bhabho aje bhasahabhe bhoomi.
2c07140052	Ulwo uMusa aapepwe; ali mwinza hwa Ngulubhi, walelwa amezi gatatu muntumba ya ise.
2c0715006c	Unyina watabhila ahatundu wazyema ne lami wabhala wataga umwale wa Farao wabhala watola walela neshi unyina.
2c07160052	U Musa wafundiziwa enfunizyo zyonti ezyeshi Misri; ali nikhone munongwa na bhombe.
2c0717005f	Nawafisya amaha amalongo gane, wasiibha humwoyo aje ashuule hwa holo bhakwe abhana bha Israeli.
2c0718004b	Walola uholo wakwe abhone lwa nu Mmisri watanjila wakhoma ula Umsri wabuda:
2c07190074	umwene asibhile huje aholo bhakwe bhabhaje ayinzele atokole Ungulubhi atumile fwanii aholo bhakwe sebhasibhile isho.
2c071a0074	Isiku ilya mwabho wabhaga abha Israeli bhalwa bheene; walenga abhamulanye waga amwe mulibhaholo yeenu mulwa mubhene?
2c071b0060	Ulayalwanga nuwamwabho wabunshila hula wabhuula waga wenu yabhishile awe aje ubhe tanzanyi wetu?
2c071c0036	Uhwanzaje ungoje neshi uhagojile Ummisri ula igamo?”
2c071d0057	U Musa washimbila ahwumvwe isho; wabhala hu Midiani, uhwo wabha yise wa bhana bhabhili.
2c071e0058	Amaha amalongo gane nagashila, umalaika ahajendela hwijangwa mwatatango hahahaga umwoto.
2c071f0072	U Musa ahaswiga ajawalola atatango hahwaha umwoto, lelo sehalungulila, nawalinga ahazubhilile, wumvwa izu liyanga,
2c07200062	'Ane ne Ngulubhi wa yise bhaho, uIbulahimu, nu Isaka, nu Yakobo'. U Musa wogopa nayinje se hwenye.
2c07210049	Ungulubhi wabhuula waga satula evilato vyaho, puyimiliye epa nsintuntumu.
2c0722007d	Engalolile amalabha gabhantu bhane na mayemba gabhali nago hu Misri; Ane enishile abhavwe; eshi enza etume, ubhale hu Misri.'
2c0723008b	Unu uMusa yabhakhine yabhajile wenu yabhishile awe ubhe gamulanyi wetu?'- Ungulubhi yatumile abhookole afumiye mumwoto atatango nahahahaga.
2c072400b9	U Musa abhalongozizye afume hu Misri ashilile hwijangwa Ungulubhi abhombile amambo minji agaswijizye hu Misri ashilile hwa Musa bhalobhoshe ebahari abhalongozizye humaha amalongo nane'.
2c07250060	Yu Musa yunu yabhabhuulile abhantu huje Ungulubhi aibhaletela ukuwe yali neshane afume hulimwe'.
2c072600a5	Unu muntu yaali hubhungano, hula hwijangwa nu malaika yayanjile nawo hwigamba lya Sinai. Unu yayula yaali na ise bhetu, unu yayula ahe eleye izu elyomi natipele ate.
2c0727005c	Unu yayula aise bhetu bhahakhanile, bhabunshiye uhutali na humoyo gabho bhagalushe hu Misri.
2c0728007b	Eshipindi esho bhahabhuula u Haruni.'bhahaga tilenganyizye ungulubhi(mangulubhi) atilongozye uMusa manyi zyazimwajile uhwo.
2c0729006a	Bhagomba(bhalinganya) endama hunsiku izyo bhafumyia ne sadaka hundama bhaisungwa embombo ye makhono gabho.
2c072a009f	Ungulubhi ahavitwa ahabhaleha bhapuute entondwe sazyasimbilwe eshakuwe aje mwamfumizizye ane esadaka ezyevyuma hwijangwa humaha amalongo gane amwe bha Israeli?
2c072b00b2	Muyetesha ihema elyatanganile elya Moleki ne ntondwa ya Ungulubhi refani, ne shifwani shamulingenye na puute hwa bhene: eshi embabhabhenje embabhatwale ohutali ashile hu Babeli.'
2c072c006c	Aise bhetu bhaali ni hema elyatanganile, Ungulubhi shayanjile nu Musa huje alenganye neshi lila shalilolile.
2c072d009e	Eli lihema aise bhetu, ojoshwa pabhaletaga ensi ene Ungulubhi pabhabhenjele akhaya aise bhetu sabhasile ahwinze ensi ene ezi zya esho mpaka ensiku ezya Daudi,
2c072e0051	umwene ahetehwe nu Ngulubhi,' na alabhile ahwanze ukkhalo hwa Ngulubhi wa Yakobo.
2c072f002b	Lelo u Sulemani azenjeye Ungulubhi enyumba.
2c07300058	Eshi umwene Ungulubhi sigaakha munyumba zyazizengwilwe namakhono neshi ukuwezya yanjile,
2c07310086	Emwanya litengo lyane elye ufumu na ensi pabhishe amanama gane. Mubhanzenjele nyumba wili?, ayanga Ungulubhi: na apatuye ane paposhi?'
2c07320030	Ukhono gwane segwagwogu gwabhombile ezi zyonti?'
2c07330081	Amwe mubhensingo ehome mwasigamtahiliwe amoyo na makutu, mwamuhupinga Umpepo Ufinjile,' mubhomba neshi shabhabhombaga aise benyu.
2c0734009d	Kuwe wili hwa kuwe bhonti aise bhenyu bhasiga bhabhatesile? Bhabhabudile akuwe bhonti bhabhakuwaga ahwenze hwa ula Umuntu Umwinza,'neshi mulumenye na hubude,
2c0735004d	amwe mwamwaposhiye esheria ela yamwalajiziwe nantele semwahanzaga aikhate.”
2c07360054	Ajumbe nabhonvwa enongwa ezyo zyabhavwalazya humwoyo bhamwenya eshibhibhi e Stefano.
2c07370097	Lelo umwene, uStefano abhe amemile Umpepo Ufinjile wenya amaso gakwe humwanya waulola utuntumu wa Ngulubhi,' nu Yesu akhiye hukhono ulilo gwa Ngulubhi.
2c0738005c	U Stefano waga, “Enzilola emwanya zigushe nu Yesu ayimiliye hukhono ulilo gwa Ngulubhi.”
2c0739005e	Lelo abhantu abhi baraza bhabwaga ibwago, igosi bhadinda amakutu gabho bhashimbilila bhakhata,
2c073a0079	bhapanya hwunzi ye khaya bhakhoma na mawe” naketi bhasatula amenda gabho bhabhiha pamanama gasahala umo itawa yu Sauli.
2c073b0063	Nabhahwendelela ahupuule na mawe umwene wenya amaso gakwe humwanya waga Yesu, ejelela eroho yane,'.
2c073c007c	Wafugamila wakwizya hwizu igosi waga gosi wane Yesu usabhabhazizye embibhi ezi zyabhabhomba. “Nawayanga isho wapuma wafwa.
2c080100d7	U Sauli ahali nabhohitihanaga ahubude u Stefano. Wope u Sauli na ahandile abhatese bhonti akristi habhahali mu Yerusalemu na bhonti bhabhanyampine bhaali humajimbo ga Yudea na hu Samaria, bhasagiye bha mitume bhene.
2c08020045	Abhantu bha Ngulubhi bhasyela uStefano bhazondiye enzondo engosi tee.
2c080300a7	Lelo uSauli alitesile sana ikanisa. Ashilaga shila nyumba abhakhate na bhakwesanjile hwunze nabhaponyezya mulumande(mwijela) abhashe na bhalume, na kuwatupia gerezani.
2c0804003e	Bhaala bhabhanyampine abheene bhalumbililaga izu lya Ngulubhi.
2c0805003c	U Filipo ahishiye hu Samaria alumbililaga izu elya Ngulubhi.
2c08060052	Ubhungano nabhalola zyazibhombeha nu Filipo; bhazibheha humoyo gabho nahwitishile.
2c08070078	Abhantu bhabhali bhabhinu bhaponile amipepo mabhibhi gabhafumile abhantu uhu bhakholaawa na bhaala afwemanama bhaponile.
2c0808001a	Ensi ela bhasungwile sana.
2c0809009e	Ahali umuntu umo itawa lyakwe ali yu Simoni umuntu uyo alini tunga ashangazyaga tee ensi ya bha Samaria, umuntu uyo agaga umwene gosi saana bonti bhatimihaje.
2c080a0078	Abhasamaria bhonti bhahatejelezya ahwande umwa paka agosi abhantu bhaga umuntu unu ezi zyabhomba zifuma hwa Ngulubhi.”
2c080b0044	Bhatejelezya maana abhaswijizizye tee nsiku nyinji ni tuunga lyakwe.
2c080c009b	Nabhahatejelezya uFilipo nalumbililaga uumwene uwa humwanya ni tawa lya Ngulubhi lyalyaponyaga abhantu ashilile hwitawa lya Yesu bhahoziwe alume na bhashe.
2c080d00a8	Wope uSimoni aheteshe ahoziwe nalileshe itunga lyakwe, ahendelela alongozanye nu Filipo; aswijile sana nahazilola Ungulubhi ashilile hwa Filipo zyazibhombeha ngosi tee.
2c080e0061	Atume nabhahumvwa aje abhahu Samaria bhalyeteshe izi lya Ngulubhi, bhahabhatuma uPetro nu Yohana.
2c080f003d	Nabhafiha hula bhabhapuutila aje bhaposheele Umpepo Ufinjile.
2c0810005f	Ensiku zyonti izyo baalisile ahuposhele Umpepo Ufinjile bhonti lelo bhahoziwe hwitawa lya Yesu.
2c08110059	U Petro nu Yohana bhabhabhishila amakhono bhabhapuutila, bhope baposhela Umpepo Ufinjile.
2c08120071	U Simoni nawalola abhantu bhahuposhela Umpepo Ufinjile nabhabheshilwa amakhono na atume wanza aje abhapele ihela,
2c08130064	Waga, “Mpeli nane ouwezo, owo aje shila muntu yehubhishila amakhono aposhelaje Umpepo Ufinjile.”
2c0814006b	U Petro wabhuula waga ihela zyaho nawe wayo mtejele uhwo ubhishile aje ekarama ya Ngulubhi tipelwa ni hela.
2c08150042	Suli ni hama hwu mbombo ene umwoyo gwaho segugoloshe hwa Ngulubhi.
2c08160049	Eshi laamba hwa Ngulubhi ulwinje abhahusajile ensebho zyaho embibhi ezyo.
2c08170044	Elola umwoyo gwaho segulishinza hunanchishe gupinyilwe ne mbibhi.”
2c08180049	U Simoni waga ilabha mumpuutile hwa Ngulubhi ezi zyamuyanjile zisahanaje.
2c08190072	U Petro nu Yohana pabhawelaga afume uhwo bhalumbiliye muvijiji vivinja evya Samaria pamande bhawela hu Yerusalemu.
2c081a00a5	Umalaika wa Ngulubhi wayanga nu Filipo waga sogola ushilile idala elya ntende(hu kusini) lwalihwishila hu Yerusalemu abhalile hu Gaza.” (Idala eli lili mwijangwa).
2c081b0091	U Filipo wabhala. Walola umuntu uwa hwi Ethiopia, afumle apuute hu Yerusalemu umuntu unu ali hasule ali gosi hu nyumba ya malkia wa hwi Ethiopia.
2c081c0055	Akhiiye mwi gari lyakwa abhazyaga ibhangili lya Isaya igari palijenda abhale amwabho.
2c081d0040	Umpepo wabhuula uFilipo zubhilila hwi gari elyo upalamane nalyo.
2c081e007e	“U Filipo walishimbilila igari lila wamwunvwa ula umuntu abhazya mwibhangili elya Isaya wabhuzya uzyiliwe zyubhazya umwo?”
2c081f008a	Umuntu ula uMwiethiopia waga embahwelewe wili umuntu nkasiga andongozye? Wakhope lezya uFilipo aje ainjile mwigari lyakwe bhakhale bhonti.
2c08200088	Ibhangili lyabhazyaga pasimbilwe eshi alongoziwe neshi engole nabhabhalanayo asinze; apumile myee neshi engole, sigahiguye ilomu lyakwe:
2c08210078	Azugumile hwakwe alongwe hwakwe hwa hepile: Weenu yaiyanga eshizazi shakwe(empapo yakwe)? amaisha gakwe gepile munsi.”
2c08220070	Ula uhasule mwithiopia wabhuuzya uFilipo unu umuntu yebhazya umu enongwa ezi zyakwe yuyo awe zya muntu winji”?
2c0823005f	U Filipo wamwandila mwumwo munongwa zyabhazyaga mwibhangili lya Isaya hulumbilile izu lya Yesu.
2c0824007a	Nabhandelela abhale bhafiha papali na menze ula uhasule wabhuzya uFilipo enya amenze ega epa henu hahansinti zya ahwoziwe?
2c08250084	u Filipo waga nkuyitishe ebhajiye ula Umwithiopia waga eneteshe huje uYesu mwana wa Ngulubhe, ula Umwithiopia wimiliha igari lyakwe.
2c0826005f	Bhiha bhonti mwigari bhatumbushila mumenze, uFilipo nu mwithiopia uFilipo wamwozya(wabhatizya).
2c08270093	Nabhazubha afume muminzi bhonti Umpepo wanyatula uFilipo wasagala yu Mwithiopia mwene Umwithiopia wasogola nigari lyakwe abhalile shashiye humwoyo.
2c0828005c	Lelo uFilipo abhuinishe hu azoto alumbililaga muvijiji na mujini mpaka afishile hu Kaisaria.
2c09010069	Lelo uSauli, ahindiliye atiisye abhantu bha Ngulubhi bhabhamwitishe uYesu, abhalile hwa Gosi uwishibhanza
2c09020095	alabhiile ekarata yesimbilwe alabhe abhakhate bhaala bhoonti abhidala eli bhabhali mumasinagogi abhalume nabhashe, abhapinye na bhale hub Yerusalemu.
2c0903006b	Na hendelelaga ashuule apalanila afishe hu Dameski ulukhozyo lwahakhozya afume humwanya lwazyungula ponti',
2c09040052	uSauli wagwa pandi wumvwa izu lihukwizya liyiga Sauli, Sauli, yeenu ohumnvisya?”
2c09050052	U Sauli wagamu waga awe wenanu Gosi? Ugosi waga, “Ane ne Yesu wumnvisya nantese;
2c09060040	Lelo bhuuha ubhale hujini hwa wabhalaga ubhalabhuulwe ezyabhombe
2c0907005e	Abhantu bhabhashuulile nu Sauli bhahapuma kati bhahumnvwa izu lelo umuntu yayanga sebhalolile.
2c09080066	U Sauli wabhuuha pansi ahalinga ahwenye ahega amaso segalola, bhakhata ukhono bhaleta paka hu Dameski.
2c0909002f	Ensiku zitatu saa lya sigaamwela, siga ahwenya.
2c090a0070	Ahali umanyile(umwanafunzi) hu Dameski itawa yu Anania, u Yesu wayanga nawo Anania. U Anania waga ane epa, Gosi.
2c090b00a3	“Ugosi waga bhuuha ubhale ushilile hwidala lyalihwitwa Nyofu, uyinjile munyumba ya Yuda ubhuzye aje umuntu yafumile hu Tarso umuntu uyo ali salaabha(alisapuuta);
2c090c0079	alolilo humbonesyo umuntu itawa lyakwe yu Anania ahubhishila lyakwe yu Anania ahubhishila amakhono pitwe aje alole amaso.
2c090d0074	U Anania wagamula uYesu waga inumnvwizye hwa bhantu bhinji embibhi zya bhabhombiye abhantu bhaho uhwo hu Yerusalemu;
2c090e005f	Epa pope ali ne kalata yefumile hwa Gosi weshibha, abhakhate bhonti bhabhalikwizya itawa lyaho.
2c090f0072	Lelo Ugosi uYesu waga bhalaga awe, umuntu uyo esaluye alyeje itawa lyane hwapagana hwamfumu bensi na hwa aIsraeli.
2c0910003e	Embahulolesye amambo minji gaiteswa hunongwa yi tawa lyane”.
2c091100be	U Anania wabhala winjila munyumba mula wamwaga uSauli wabheshela amakhono waga wee Sauli, Ungulubhi ula yutangene nawo na winzaga ohu antumile upone ulole amaso na umposhele Umpepo Ufinjile.
2c0912008c	Nawabheshela amakho, vyalagala evintu neshi amakhonda afume humaso amaso giguhawanda alole, wimilila, bhwoziwa; walya eshalye wapata ikhone.
2c0913002e	Wakhala natumwe ohwo hu Dameska ensiku nyinji.
2c09140035	Ulwo wabha ahulumbillia uYesu huje Mwana wa Ngulubhi.
2c091500ba	Abhantu bhonti bhaswiga bhaga seeyayunu yalavyaga abhantu bhahalikwizyaga itawa eli hula hu Yerusalemu? Ata hwohu ahenzeye mbombo yeyo aje abhakhate nabhatwale hwa gosi hu Yerusalemu.”
2c0916007e	U Sauli apeete anguvu ezyalumbilile Ayahudi bhabhakhala hu Dameski bhachanganyikiwe nahulole huje uYesu aje lyoli yu Kilisiti.
2c09170042	Ensiku nazyashila zinyinji, Ayahudi bhetehana huje bhabude usauli.
2c09180048	Lelo uSauli wamanya bhamwubhilaga mundyango pasanya nu siku aje bhabude.
2c0919006d	Bhaala bhabhamanyizyaga usauli bhahafumizya mwidirisha bhahapinyila eshitundu nulugalabho bhahamwisya ansoso.
2c091a009a	U Sauli nawafiha hu Yerusalemu, ahalinga asangane nabha Kilisiti amwabho, lelo abhene bhase guhaga, sigabhahitishiye aje uSauli apendushe amweteshe uYesu.
2c091b0097	U Barnaba wamwega na hutwale hwa mitume nabhabhuule shapendushe nesha tangine nu Yesu mwidala na bhala hu Dameski, neshalumbilye hu Dameski nkahwogope.
2c091c0056	Atangine nabho nabhahinjilaga nafume mu Yerusalemu. Wayanga nkahwogope itawa lya Yesu,
2c091d0046	abhuzanyaga na Ayahudi abheshi Yunani bhalingaga shila lisiku ahubude.
2c091e0052	Aholo bhakwe nabhamanya ezyo bhatolosya bhatwala hu Kaisaria, aje abhale hu Tarso.
2c091f0096	Eshi ikanisa elya Uyahudi na hu Samaria na hu Galilaya lya hatengaana lyahagwizya umwoyo nu Mpepo Ufinjile ahabhatenganya ikanisa lyahonjelela uwinji.
2c09200067	U Petro pazyungulaga ohu wuihwo alumbilile ibhangili ahafiha hu Lida abhajendea Kilisiti bhabhali uhwo.
2c09210069	Ohwo walola umuntu umo itawa lyakwe yu Ainea, ubili gwakwe alizilisu humaha nane; maana alikuwa amepooza.
2c0922005f	U Petro wabhuula waga, “Ainea, uYesu Kilisti ahuponya bhuhapugonile, U Ainea wapona wa bhuha.
2c09230068	Abhantu bhonti bhabhakalaga hu Lida nahu Sharoni nabhahalola umuntu uyo bhahapenduha bhahamweteha uYesu.
