2800000008	Matteuse
2c120600d2	Aga kui juudid talle vastu olid ja hakkasid teda teotama, raputas ta tolmu oma rõivastelt ja ütles neile: „Teie veri tulgu teie eneste peale! Mina olen puhas! Nüüdsest lähen ma teiste rahvaste juurde.“
2c12070078	Siis lahkus Paulus sünagoogist Titius Justuse juurde, kes oli jumalakartlik mees ja kelle maja asus sünagoogi kõrval.
2c12080082	Sünagoogi ülem Krispus hakkas uskuma Issandat kogu oma perega ja palju korintlasi hakkas Paulust kuulates uskuma ja nad ristiti.
2c12090067	Ühel öösel Issand kõneles Paulusele nägemuses: „Ära karda, jätka kõnelemist ja ära ole vait!
2c120a006e	Sest mina olen sinuga ja keegi ei ründa sind ega tee sulle kurja, sest mul on palju inimesi selles linnas.“
2c120b004c	Paulus jäi sinna pooleteiseks aastaks ja õpetas nende hulgas Jumala sõna.
2c120c0068	Sel ajal kui Gallio oli Ahhaia prokonsul, tõusid juudid ühiselt Pauluse vastu ja viisid ta kohtu ette.
2c120d0067	„See mees,“ süüdistasid nad, „meelitab inimesi Jumalat kummardama Moosese seaduse vastaselt.“
2c120e00a9	Aga kui Paulus avas suu vastamiseks, lausus Gallio meile: „Kui teie, juudid, esitaksite kaebuse mõne väärteo või raske kuriteo kohta, peaksin ma teid ära kuulama.
2c120f0091	Aga kuna see hõlmab küsimusi sõnade ja nimedega teie endi seadustes, siis lahendage see asi omavahel. Neis asjus ei ole mina kohtumõistja.“
2c12100014	Ja ta ajas nad ära.
2c12110076	Nemad aga pöördusid sünagoogi ülema Soostenese vastu ja peksid teda Gallio ees, aga ta ei hoolinud sellest üldse.
2c121200ea	Paulus jäi Korintosesse veel mõneks ajaks. Siis lahkus ta vendadest ja purjetas koos Priskilla ja Akvilaga Süüriasse. Enne purjetama minemist oli ta Kenkreas lasknud oma juuksed maha lõigata tõotuse pärast, mille ta oli andnud.
2c1213006f	Nad saabusid Efesosse, kuhu ta Priskilla ja Akvila jättis. Ta ise läks aga sünagoogi ning vestles juutidega.
2c12140039	Aga kui nad palusid tal jääda kauemaks, Paulus keeldus.
2c12150096	Lahkumisel ta lubas: „Pühad on tulemas ja ma pean sel ajal olema Jeruusalemmas. Ma tulen tagasi, kui see on Jumala tahe.“ Ja ta lahkus Efesosest.
2c1216006e	Kui ta Kaisareas oli maabunud, läks ta üles Jeruusalemma, tervitas kogudust ja läks siis alla Antiookiasse.
2c1217008b	Kui ta oli seal mõnda aega olnud, asus Paulus teele ja käis järgemööda läbi Galaatia ja Früügia alad, julgustades kõiki jüngreid.
2c1218006d	Samal ajal tuli Efesosse Aleksandriast pärit juut Apollos. Ta oli õppinud mees ja tundis hästi Pühakirja.
2c1219008e	Teda oli õpetatud tundma Issanda teed ja vaimult tulisena rääkis ja õpetas õigesti Jeesusest, kuigi ta teadis ainult Johannese ristimist.
2c121a0093	Ta hakkas sünagoogis julgelt rääkima. Kui Priskilla ja Akvila teda kuulsid, kutsusid nad ta oma koju ja selgitasid talle täpsemalt Jumala teed.
2c121b00d8	Aga kui Apollos tahtis minna Ahhaiasse, julgustasid teda vennad ja õed ning kirjutasid sealsetele jüngritele, et nad ta vastu võtaksid. Sinna jõudes oli ta suureks abiks neile, kes olid hakanud uskuma armu läbi.
2c121c0072	Sest ta lükkas avalikes aruteludes osavalt ümber juutide väited, tõestades Pühakirjast, et Jeesus on Messias.
2c1301008c	Sel ajal kui Apollos oli Korintoses, sündis, et Paulus käis läbi sisemaa ja tuli Efesosse. Leides sealt mõned jüngrid, küsis ta neilt:
2c1302007e	„Kast te võtsite vastu Püha Vaimu, kui te saite usklikuks?“ Nad vastasid: „Me pole isegi kuulnud, et Püha Vaim on.“
2c13030068	Ja ta küsis neilt: „Millesse siis teie olete ristitud?“ Nemad vastasid: „Johannese ristimisse.“
2c130400ab	Aga Paulus ütles: „Johannes tõepoolest ristis meeleparandusristimisega, öeldes rahvale, et nad usuksid sellesse, kes tuleb pärast teda, see on Messias Jeesusesse.“
2c1305003d	Seda kuuldes lasksid nad end ristida Issanda Jeesuse nimesse.
2c13060070	Ja kui Paulus pani käed nende peale, tuli neile Püha Vaim ja nad rääkisid võõraid keeli ja prohveteerisid.
2c13070021	Seal oli kokku umbes tosin meest.
2c1308006b	Paulus läks siis sünagoogi ja rääkis julgesti kolm kuud, väideldes ja veendes neid Jumala riigi asjus.
2c130900c3	Aga kui mõned tegid oma südame kõvaks ega uskunud, vaid rahva ees halvustasid usuteed, läks ta ära nende juurest ja eraldas neist ka jüngrid ning pidas iga päev arutlusi Türannose koolis.
2c130a0079	See kestis kaks aastat, nõnda et kõik, kes Aasias elasid, nii juudid kui kreeklased, said kuulda Issanda Jeesuse sõna.
2c130b0035	Ja Jumal tegi erakordseid imesid Pauluse käte läbi,
2c130c008d	nii et ka tema ihu pealt võetud higirätikuid ja põllesid viidi haigete peale ja haigused lahkusid neist ning kurjad vaimud läksid välja.
2c130d00ba	Aga mõned juudid, kes rännates kurje vaime välja ajasid, hakkasid kasutama Issanda Jeesuse nime, üteldes: „Ma käsin teil välja tulla selle Jeesuse nimel, keda Paulus kuulutab!“
2c130e0049	Ja need olid ühe juudi ülempreestri Skeua seitse poega, kes seda tegid.
2c130f0055	Ent kuri vaim ütles: „Jeesust ma tunnen ja Paulust ma tean, aga kes teie olete?“
2c131000a6	Ja mees, kelles oli kuri vaim, hüppas neile peale ja sai võimust nende üle. Ja ta andis neile niimoodi peksa, et nad alasti ja haavatuna põgenesid sellest majast.
2c1311009d	See lugu sai teatavaks kõigile juutidele ja kreeklastele, kes elasid Efesoses. Hirm langes nende kõikide peale ja Issanda Jeesuse nime hoiti suure au sees.
2c13120039	Ja paljud usklikud tulid ning tunnistasid üles oma teod.
2c131300c9	Paljud neist, kes olid tegelenud nõiakunstiga, tõid oma raamatud kokku ja põletasid need ära kõikide silme all. Ja kui nad arvutasid kokku nende väärtuse, oli see viiskümmend tuhat hõbetükki.
2c1314003b	Nõnda võimsalt kasvas ja avaldas oma väge Issanda sõna.
2c131500ad	Pärast kõiki neid sündmusi otsustas Paulus Makedoonia ja Ahhaia kaudu Jeruusalemma minna. „Kui ma seal olen ära käinud,“ ütles ta, „pean ma nägema ka Roomat.“
2c1316006c	Ta läkitas Makedooniasse kaks oma abilist, Timoteose ja Erastose, ise jäi aga veel mõneks ajaks Aasiasse.
2c1317002c	Sel ajal tekkis suur tüli õpetuse pärast.
2c13180086	Sest üks hõbesepp nimega Demeetrios, kes tegi hõbedast Artemise templi kujukesi, tõi sealsetele käsitöölistele rohkesti tööd.
2c1319007b	Ta kutsus kokku kõik, kes selles ametis olid, ja ütles neile: „Mehed, te teate, et meie heaolu sõltub sellest tööst.
2c131a00b5	Ja te näete ja kuulete, et see Paulus veenab ja pöörab ümber palju inimesi mitte ainult Efesoses, vaid peaaegu kogu Aasias, öeldes, et need ei ole jumalad, mis kätega tehakse.
2c131b00bb	Ja nõnda ähvardab põlu alla sattumine mitte ainult meie äri, vaid ka suure jumalanna Artemise templit võidakse põlata ja selle toredus hävitada, ehkki seda kummardab kogu Aasia.“
2c131c004d	Seda kuuldes läksid nad raevu ja hüüdsid: „Suur on efeslaste Artemis!“
2c131d0086	Ja terve linn täitus segadusega ja nad tungisid teatrisse, vedades kaasa makedoonlased Gaiuse ja Aristarhose, Pauluse reisikaaslased.
2c131e0040	Ja kui Paulus tahtis rahva ette minna, ei lubanud jüngrid teda.
2c131f0071	Isegi mõned provintsi ametnikud, kes olid ta sõbrad, saatsid talle sõnumi paludes, et ta ei läheks teatrisse.
2c1320007c	Rahvakogu oli segaduses, sest ühed karjusid üht ja teised teist ja enamik ei teadnud, mis põhjusel nad olid kokku tulnud.
2c13210087	Siis toodi rahva seast esile Aleksandros, kelle juudid ette lükkasid. Aleksandros viipas käega, tahtes pidada rahva ees kaitsekõnet.
2c1322006f	Aga kui nad said aru, et ta on juut, karjusid kõik ühehäälselt kaks tundi: „Suur on efeslaste Artemis!“
2c132300c8	Aga linnakirjutaja vaigistas rahvahulga ja ütles: „Efesose mehed, milline mees ei teaks, et efeslaste linn on suure jumalanna Artemise templi ja tema taevast Zeusi käest maha langenud kuju hoidja?
2c13240065	Seepärast, kuna need faktid on vaieldamatud, peaksite olema vait ja mitte midagi tegema kiirustades.
2c13250063	Te olete toonud need mehed siia, kuigi nad ei ole rüüstanud templit ega teotanud meie jumalannat.
2c1326009c	Kui nüüd Demeetriosel ja teistel käsitöölistel on midagi kellegi vastu, siis kohtud on avatud ja seal on prokonsulid; kaevaku nad seal üksteise peale.
2c1327004b	Ja kui teil on veel nõudmisi, siis seletatagu asi korralise rahvakogu ees.
2c1328008a	Sest meil on oht sattuda tänase kära pärast uurimise alla, ja pole ühtegi põhjust, millega sellist korratut kogunemist õigustada.“
2c1329003c	Ja kui ta seda oli öelnud, saatis ta rahvakoosoleku laiali.
2c14010098	Kui rahutused olid lõppenud, kutsus Paulus jüngrid enese juurde, ja olles neid julgustanud, jättis ta nendega hüvasti ning asus teele Makedooniasse.
2c1402006a	Ta käis läbi selle piirkonna, rääkis inimestele palju julgustavaid sõnu ja jõudis lõpuks Kreekasse.
2c140300aa	Ta jäi sinna kolmeks kuuks. Kuna juudid kavandasid tema vastu kurja samal ajal, kui tema valmistus purjetama Süüriasse, otsustas ta tagasi pöörduda Makedoonia kaudu.
2c140400a6	Temaga koos olid Soopatros, Pürrose poeg Bereast, Aristarhos ja Sekundus Tessaloonikast, Gaius Derbest, samuti Timoteos, ning Tühhikos ja Trofimos Aasia maakonnast.
2c14050030	Need mehed läksid ette ja ootasid meid Troases.
2c1406009a	Meie aga purjetasime pärast hapnemata leibade pühi Filippist ära ja ühinesime teistega viis päeva hiljem Troases. Me jäime sinna seitsmeks päevaks.
2c140700a3	Nädala esimesel päeval me kogunesime leiba murdma. Paulus kõneles inimestele. Ja kuna ta plaanis järgmisel päeval lahkuda, jätkas ta kõnelemist südaööni.
2c14080038	Ent mitu lampi põles ülemises toas, kus me koos olime.
2c140900d5	Aknal istus noormees nimega Eutühhos, kes vajus sügavasse unne, kui Paulus rääkis ja rääkis. Kui ta oli sügavalt magama jäänud, kukkus ta kolmandalt korruselt alla ja kui ta üles tõsteti, oli ta surnud.
2c140a007c	Paulus läks alla, heitis ennast noormehe peale ja haaras ta ümbert kinni. „Ärge kartke,“ ütles ta, „ta on elus!“
2c140b005e	Siis ta läks üles, murdis leiba ja sõi. Kui ta oli kõnelnud kaua, kuni koiduni, ta lahkus.
2c140c003f	Aga rahvas viis noormehe koju elusana ja tundis suurt lohutust.
2c140d009b	Meie aga läksime varem laeva ja purjetasime Assosesse, kus me pidime Pauluse peale võtma. Ta oli niiviisi korraldanud, sest ta tahtis sinna jalgsi tulla.
2c140e004b	Kui ta meiega Assoses kokku sai, võtsime ta laeva ja tulime Mitüleenesse.
2c140f00b5	Sealt me purjetasime järgmisel päeval edasi ja jõudsime Kiose saare lähedale. Teisel päeval aga purjetasime Samose saarele ja sellele järgneval päeval saabusime Mileetosesse.
2c141000b1	Sest Paulus oli otsustanud Efesosest mööda purjetada, et mitte Aasia provintsis aega viita, sest ta kiirustas, et kui vähegi võimalik, nelipühapäevaks jõuda Jeruusalemma.
2c14110050	Mileetosest saatis Paulus sõna Efesosse ja kutsus kogudusevanemad enese juurde.
2c1412009c	Kui nad saabusid, ütles ta neile: „Te teate, kuidas alates esimesest päevast, mil ma Aasia maakonda saabusin, ma kogu selle aja teie juures olen elanud.
2c14130076	Ma teenisin Issandat suure alandlikkusega ja pisaratega ja ränkade katsumustega juutide kurjade vastuplaanide keskel.
2c14140090	Te teate, et ma pole kõhelnud teile kuulutada ühtki asja, mis võiks teile kasulik olla, vaid olen õpetanud avalikult ja majast majja käies.
2c14150086	Ma tunnistasin nii juutidele kui kreeklastele, et nad peavad meeleparanduseks pöörduma Jumala poole ja uskuma Issandasse Jeesusesse.
2c1416005b	Ja nüüd lähen ma Vaimust ajendatuna Jeruusalemma ega tea, mis minuga seal võib juhtuda.
2c14170069	Tean ainult seda, mida Püha Vaim igas linnas hoiatab ja ütleb, et vangistused ja raskused ootavad mind.
2c141800b4	Siiski ma ei pea oma elu endale kalliks. Minu ainus eesmärk on lõpetada võidujooks ja täita ülesanne, mille Issand Jeesus on mulle andnud: tunnistada Jumala armu evangeeliumi.
2c14190065	Ma tean, et mitte keegi teist, kelle hulgas ma olen kuningriiki kuulutanud, ei näe mind enam kunagi.
2c141a0052	Seetõttu tunnistan ma teile tänasel päeval, et mina olen puhas kõikide verest.
2c141b0037	Sest ma pole kartnud teile kuulutada kogu Jumala tahet.
2c141c00ad	Sellepärast pange tähele iseennast ja kõike karja, mille ülevaatajaks Püha Vaim on teid pannud. Olge karjased Jumala kogudusele, mille ta on saanud iseenese vere läbi.
2c141d005b	Ma tean, et pärast minu lahkumist tulevad teie sekka julmad hundid, kes karja ei säästa.
2c141e0063	Isegi teie eneste seast tõusevad mehed ja moonutavad tõde, et meelitada jüngreid eneste järele.
2c141f0085	Sellepärast valvake ja mõelge sellele, et ma kolm aastat ööd ja päevad ei ole lakanud silmaveega manitsemast igaüht teie seast.
2c14200080	Nüüd ma jätan teid Jumala ja tema armusõna hooleks; tema ehitab teid üles ja annab teile pärandi kõigi pühitsetute seas.
2c1421003d	Kellegi hõbedat ega kulda ega rõivaid ei ole ma kadestanud.
2c14220065	Te teate, et need mu käed on teinud tööd ja teeninud minule ja minu kaaslastele seda, mis vajalik.
2c142300b4	Kõiges, mida ma tegin, näitasin teile, et sellise raske tööga peame aitama nõrgemaid, pidades meeles sõnu, mida Issand Jeesus ise ütles: „Õndsam on anda kui võtta!““
2c14240050	Kui Paulus oli kõne lõpetanud, põlvitas ta nende kõikidega maha ja palvetas.
2c1425004f	Siis puhkesid kõik valjusti nutma ja kallistasid Paulust ja andsid talle suud.
2c14260068	Kõige rohkem kurvastas neid väide, et nad ei näe tema nägu enam kunagi. Siis saatsid nad ta laevale.
2c1501008d	Kui me olime neist lahkunud ja merele läinud, purjetasime otsekohe Koosi saarele. Järgmisel päeval aga Roodosele ja sealt edasi Patarasse.
2c15020058	Seal me leidsime laeva, mis oli teel Foiniikiasse. Astusime laevale ja sõitsime minema.
2c1503009e	Pärast seda, kui Küpros meile paistma hakkas, möödusime sellest lõuna poolt ja purjetasime Süüriasse. Ma randusime Tüüroses, kus pidi laev lossitama.
2c15040089	Seal me leidsime jüngreid ja jäime nende juurde seitsmeks päevaks. Nad ütlesid Paulusele Vaimu mõjul, et ta ei läheks Jeruusalemma.
2c150500aa	Kui aeg kätte jõudis, lahkusime ja jätkasime oma teed. Ja nemad kõik naiste ja lastega saatsid meid linnast välja, ja me põlvitasime ranna ääres ning palvetasime.
2c1506006b	Pärast seda, kui me olime üksteisega hüvasti jätnud, astusime laeva, nemad aga pöördusid tagasi koju.
2c1507007f	Meie jätkasime aga reisi Tüürosest Ptolemaisi, kus me tervitasime vendi ja õdesid ning jäime üheks päevaks nende juurde.
2c15080088	Järgmisel päeval me lahkusime sealt, jõudsime Kaisareasse ja peatusime evangelist Filippuse kodus. Filippus oli üks neist seitsmest.
2c1509003d	Tal oli neli vallalist tütart, kes kõnelesid prohvetlikult.
2c150a0046	Kui olime seal mitu päeva olnud, tuli Juudamaalt alla prohvet Agabos.
2c150b00dd	Ta tuli meie juurde, võttis Pauluse vöö, sidus sellega kinni oma käed ja jalad ning ütles: „Nii ütleb Püha Vaim: mehe, kelle oma on see vöö, seovad juudid Jeruusalemmas kinni ja annavad üle rahvaste kätte!“
2c150c0067	Kui me seda kuulsime, püüdsime meie ja ka teised veenda Paulust, et ta ei läheks üles Jeruusalemma.
2c150d00b3	Seepeale vastas Paulus: „Miks te nutate ja murrate mu südant? Ma olen valmis mitte üksnes laskma ennast Jeruusalemmas aheldada, vaid ka surema Issanda Jeesuse nime pärast.“
2c150e005e	Aga kui ta ei võtnud meid kuulda, me loobusime ja ütlesime: „Issanda tahtmine sündigu!“
2c150f002e	Pärast seda alustasime oma teed Jeruusalemma.
2c1510009b	Meid saatsid mõned jüngrid Kaisareast ja viisid meid Mnaasoni koju, kus me pidime peatuma. Ta oli Küproselt pärit mees ja üks varajastest jüngritest.
2c15110049	Kui me Jeruusalemma jõudsime, võtsid vennad ja õed meid soojalt vastu.
2c15120058	Järgmisel päeval läks Paulus meiega Jaakobuse juurde ja kõik vanemad tulid ka sinna.
2c15130074	Paulus tervitas neid ja kirjeldas üksikasjalikult, mida Jumal tema teenimise läbi oli teiste rahvaste seas teinud.
2c151400a0	Seda kuuldes ülistasid nad Jumalat. Ja nad ütlesid Paulusele: „Näed, vend, kui mitmed tuhanded juudid on saanud usklikuks, ja nad kõik on Seaduse pidajad!
2c151500bc	Neile on räägitud, et sa õpetavat võõraste rahvaste seas elavaid juute Moosesest ära taganema, öeldes, et neil ei ole vaja oma lapsi ümber lõigata ega elada meie kommete kohaselt.
2c15160040	Mida nüüd teha? Kindlasti saavad nad teada, et sa oled tulnud,
2c1517005d	seepärast tee nüüd seda, mis me sulle ütleme. Meil on neli meest, kes on andnud tõotuse.
2c151800de	Võta need mehed enesega ning puhasta ennast koos nendega ja kata nende kulud, et nad saaksid oma juuksed maha ajada. Siis näevad kõik, et see on tühi jutt, mis nad sinust on kuulnud, ja et ka sina elad Seadust pidades.
2c151900c5	Mis puudutab usklikke teiste rahvaste hulgast, siis neile oleme saatnud kirja oma otsusest, et neil on vaja hoiduda ebajumalate ohvrilihast, verest, lämbunud loomade lihast ja sugukõlvatusest.“
2c151a00ba	Järgmisel päeval võttis Paulus mehed ja laskis ennast koos nendega puhastada. Siis läks ta templisse, et teatada, millal puhastuspäevad lõpevad ja nende igaühe eest tuuakse ohver.
2c151b0097	Kui seitse päeva hakkasid jõudma lõpule, nägid Aasia maakonnast pärit juudid Paulust templis. Nad ässitasid üles kogu rahva ja võtsid ta kinni,
2c151c00c8	hüüdes: „Iisraeli mehed, tulge appi! Siin on mees, kes igal pool õpetab meie rahva ja Seaduse ja selle paiga vastu! Ja lisaks on ta toonud kreeklased templisse ja selle püha paiga rüvetanud!“
2c151d0072	Sest nad olid enne näinud linnas Paulusega koos efeslast Trofimust ja arvasid, et Paulus oli ta toonud templisse.
2c151e00a4	Ja kogu linn tõusis liikvele ning inimesi tuli joostes igast suunast. Ja nad võtsid Pauluse kinni ning vedasid ta templist välja, ja otsekohe lukustati väravad.
2c151f0070	Samal ajal, kui nad püüdsid teda tappa, läks sõnum Rooma vägede ülemani, et kogu Jeruusalemm on möllamas.
2c152000ab	Ta võttis sedamaid sõdureid ja pealikke kaasa ja tuli joostes alla rahva juurde. Kui märatsejad nägid ülempealikku ja tema sõdureid, lõpetasid nad Pauluse peksmise.
