2800000006	Matiyu
2c0719008d	Muse da̱m gwa we yilkeni jwas ma̱n Yisiraila a yisi ɗe Nya shinti ta̱s yilla̱si ɗa̱ka̱ da̱mti ɗe zhel ka, ama yek ba̱sa̱ yisi so.
2c071a00ed	Kaal ɗa̱ multi ɗe na̱m, yek ta̱ mbi ma̱n Yisiraila jon ɗe lop ten dlanti gwasa̱n. Yek ta̱ tesi dlo ɗe ta̱s la̱ka̱n dlo gwasa̱n, yek ta̱ wulsi ɗe, ‘Kii wo yilkeni ka̱n, yek laki ɗe ka̱a̱ na̱ma dlanti gwaka̱n ye?’
2c071b0071	“Yek ma̱lgwe kumi cwo yilka gwas wu wul Musa ɗe, ‘Wok lakki ɗe bagaa suk ma̱n kisti ga̱ɓa ga̱na̱n wo?
2c071c0047	Ka̱ na̱ma lamti ta̱k tloni na̱k gwe ka̱ tlo ba Masar ahwul gwa?’
2c071d0081	Musa kumi nu wugo yek ta̱ ap te atl ga̱ Midiya ka, yek ta̱ pa̱l da̱nti ma̱nda̱ki. Ka̱li ka̱n ta̱ wut mil maani ɗe lop.
2c071e00a0	“Kaal ɗa̱ gin ɗe kutl ɗe wupsi, yek Nya tul mal Musa na̱k wule yen shinti gon gwasi ka̱ ba̱lba̱l wutu ten luda̱n ka̱ me, njaa mal tla̱nda̱l Sinai.
2c071f0078	Musa yeni nu wugo yek ɓanti citi yek ta̱ am te mali ka ta̱s yeni i'e ɗa. Ta̱ am tek wugo yek Nya ga̱ɓa sukti ɗe,
2c072000c0	‘Amik ɗe Nya ga̱ aba jwaka̱n, Nya ga̱ Ibirahim suk ga̱ Ishiyaku suk ga̱ Yakubu.’ Ta̱ kumi nu wugo yek ɓanti citi i'e yek ta̱ njel da̱dalti, yek ba̱ta̱ po man yenti luda̱mi so.
2c07210057	“Yek Nya wulti ɗe, ‘Tus kapta̱lan gwa ka, lu gwe ka̱ dla̱l dani go lu gi ka̱n.
2c0722009d	A yen kangwe mbala̱n ji na̱ma tlat bomti a Masar wu, a kum kulu gwasa̱n ga̱ kumti dli wi, yek a susut wi ta kissi. Ningo teɗi ta shinki te Masari ka.’
2c07230126	“Musa ga̱mi ɗe sa̱ ngeti ɗe sa̱ dla̱m ɗe, ‘i lakki ɗe bagaa suk ma̱n kisti ga̱ɓa ga̱na̱n wo wu?’ Ti ka̱n Nya shinti ta̱s da̱n ɗe bagaa suk ma̱n kisti gwasa̱n ɗa̱ka̱ da̱mti ɗe zhel ka, tumal yen shinti gwas gwe tul malti ka̱ ba̱lba̱l wutu ten luda̱n ka̱ me wu.
2c0724010d	Muse ka̱ yilla̱si ɗa̱ka̱ atl ga̱ Masar ka. Yek ta̱ pa̱l kiɗi wul cit ɓanti ka̱ dlo gwasa̱n a ka̱li, suk dla̱lka bal ze gwe asa̱ mbe ɗe Zil bal ze wu, suk wul cit ɓantisi jwe ta̱ pa̱li ka̱ gin ɗe kutl ɗe wupsi jwe ma̱n Yisiraila pa̱li ka̱ me wu.
2c0725009a	“Tik wul ma̱n Yisiraila ɗe, ‘Nya a shin ma̱n dla̱mti ga̱ɓa gwas gon na̱k gwe ta̱ shina̱n wu, ka̱ dlo gwaka̱n tet ka̱ mbala̱n jwaka̱n.’
2c072600d1	Tik mwe gaa aba jina̱n ma̱n Yisiraila ka̱ lu ɗe na̱m ka̱ me, suk yen shinti ga̱ Nya gwe ga̱ɓa sukti ten tla̱nda̱l Sinai wu. Yek Nya hwit ga̱ɓa ten kangwe mbala̱n a mbi mbadl wu, ɗe ta̱s hwinii.
2c0727006f	“Ama yek aba jina̱n nge kopti ga̱ɓa gwasi. Yek sa̱ ngeti. Yek sa̱ lam palti te atl ga̱ Masar ka̱ mani.
2c072800b2	Yek sa̱ hwi Haruna yilka gwas ɗe, ‘Pa̱lini gunki gwe ma ngusit atli ata̱ ndenii cina wu. Musa ɗe ta̱ yilla̱ni tet ka̱ atl ga̱ Masar go ma̱ po yis ilgwe mbit wu so!’
2c07290089	Ka̱li ka̱n sa̱ pa̱l gunki gon na̱k yen tla. Yek sa̱ takit wul, yek sa̱ pa̱l hwol tuk na̱ ilgwe sa̱ pa̱li na̱ ang gwasa̱n wu.
2c072a0115	Yek Nya yil ɗa̱ka̱ tantu jwasa̱n ka, yek ta̱ zaksi ta̱s ngusi atl cin suk kyatla̱l ɗa. Na̱k gwe ni ga̱ lishi ka̱ lishti ga̱ ma̱n dla̱mti ga̱ɓa ga̱ Nya wu. “‘Kii ma̱n boo ga̱ Israila, ami ka̱n ka̱ ba̱la̱n nalti ka̱ gin ɗe kutl ɗe wupsi ka̱ me gwa?
2c072b011d	Ka̱a̱ ba̱l nalti lu waal ga̱ gunki gwaka̱n gwe aka̱a̱ mbet ɗe Molek, suk kyatla̱l ga̱ gunki gwaka̱n gwe aka̱a̱ mbet ɗe Rampan wu. Gunki jimi ka̱ɗe wul jwe ka̱a̱ pa̱lsi ɗe ta̱k ngusisi atl wu. Yek laki ningo ba laki asa̱ ta̱lakii cina ɗa̱ atl ga̱ Babila ka.’
2c072c009e	“Tenti ni aba jina̱n ɗa gwe sa̱ ngusi la̱t na̱ nali ka̱ me wu. Tenti gwisi ka̱n Nya hwi Musa ɗe ta̱s pa̱li, yek ta̱ pa̱li kangwe Nyami hwit ɗu.
2c072d00bc	Tenti gwisi ka̱n sa̱ lak mbi ka̱ gini jwe Joshuwa ndesi cina, ɗe ta̱ mbolisi ma̱n atl ga̱ Kan'ana ka̱wu. Tenti gwisi ni ɗa hal yek la gini gwe Dauda da̱n ɗe guu ga̱ Israila wu.
2c072e008a	Dauda ka̱ mbi hwol hwulan mal Nya, yek ta̱ ngemti ɗe ta̱s kini lubii Nya ga̱ Yakubu, lubii gwe ma̱n Yisiraila a ngusit atl giɓi wu.
2c072f00b3	“Ko ɗe ba̱ Nya Bal Kakshe a da̱n ka̱ lubii gwe a mbala̱n kin sowu, yek Sulemanu yen ga̱ Daude kin bal lubiimi. Na̱k gwe ma̱n dla̱mti ga̱ɓa ga̱ Nya gon dla̱m wu ɗe,
2c073100ac	“‘Bagaa Nya dla̱m ɗe, Dlo nya ka̱ɗe gobdlan guu gini, a dii atl ka̱ɗe lu za̱t asa̱n gini. Wuda̱l ga̱ bii gwi ka̱n kaa kini gwi? A ko ka̱n lu shukti gini ko?
2c0732002b	Amik pa̱l mas wul jwisi na̱ ang gi sa?’
2c073300a6	“Kii mbala̱n ma̱n la̱shi kumti bi, kii ɗe ka̱ nge ba̱lti Nya mbadl jwaka̱n wu. Dlip ba̱kaa kan ga̱ɓa ga̱ Shishi ga̱ Nya so na̱k aba jwaka̱n pa̱li wu.
2c073400d4	Ma̱n dla̱mti ga̱ɓa ga̱ Nya gon gwe ba̱ aba jwaka̱n cit dlelngapcan sowu niɗɗa̱ so. Ma̱jwe dla̱m bi tulti ga̱ ma̱n zok mbadl wu mago sa̱ tlosi ka. A ningo ka̱a̱ ba̱l bi gwasi yek ka̱a̱ tlot wi.
2c0735005f	Kii ɗe mil shinti ji Nya ba̱lkii mba̱t ga̱ɓa ga̱ gwasi yek ba̱ka̱a̱ man kopti sowu.”
2c07360047	Ma̱n dlaboomi kumi nu wugo, yek mbadl lilisi i'e hal yek sa̱ as shin.
2c073700a8	Shishi ga̱ Nya njika̱n mbadl ga̱ Istipanus wugo yek ta̱ lak gaa to dlo nya ka, yek ta̱ yen nalti ga̱ Nya, a Yesu ni ga̱ dla̱lli njaa malti ten ang shinti gwasi.
2c0738007f	Yek Istipanus wule, “A yen dlo nya ga̱ ɓuli, yek a yen Yen ga̱ Mbala̱n, ta̱ dla̱l njaa mal Nya ten ang shinti gwasi.”
2c07390063	Yek sa̱ cek ka̱ng jwasa̱n ka na̱ ang, yek sa̱ lak yal, yek sa̱ tli tet tenti ka mas jwasa̱n.
2c073a00af	Yek sa̱ dla̱kti te kaal ba̱n ka, yek sa̱ njel lakti gwas na̱ ye. Yek ma̱jwe tulli ga̱ɓa tenti wu wut luka̱l jwasa̱n mal yen samali gon gwe asa̱ mbet ɗe Shawulu wu.
2c073b005f	Sa̱ na̱ma lakti ga̱ Istipanus nugo yek ta̱ ngem Yesu ɗe, “Bagaa Yesu, kan mbadl gini.”
2c073c0092	Yek ta̱ nda na̱ gahwula̱n, yek ta̱ wuli na̱ nda̱lti ɗe, “Bagaa, taasi ma̱jin byas ilga̱n ɗe sa̱ pa̱li wu ka.” Yek multi gwas paki.
2c08010108	A Shawulu ni ka̱li ata̱ nima pit kaal ma̱n tlot ga̱ Istipanus. Ten cin gwisi ka̱n sa̱ ci dlelngapcan motgaa ga̱ ma̱n kopti i'e a Wurshelima. Yek ma̱n koptisi cat ɗa̱nka̱ atl ji Yehudiya suk Samariya ka. Mil shinti ji botli ka̱ sa ka̱li na̱ ngusa̱n.
2c08020066	Yek ma̱jwe asa̱ ngusi atl Nya i'e wu lep Istipanus. Yek sa̱ mul ma̱shka̱n gwasi na̱ duu tuk i'e.
2c080300da	Yek Shawulu ngusi dlot gwas ten cit dlelngapcan motgaa ga̱ ma̱n kopti. Ta̱ ngusi kopti lubii lubii ata̱ dopsi na̱ maani na̱ modli ata̱ na̱ma yitlat gwasa̱n ka ka̱ bii gwe asa̱ yitla ma̱jwe pa̱l byas wullu.
2c08040062	Yek ma̱jwe sa̱ catsi ɗa̱nka̱ wu ngusi ma̱tlti asa̱ na̱ma dla̱mti ta̱mi ga̱ɓa ten Yesu.
2c08050063	Pilibus su ka̱ bal ba̱n gon ga̱ Samariya, yek ta̱ dla̱mi ga̱ɓa mbala̱n ten Almasihu ka̱li.
2c0806007a	Yek mas ma̱n ba̱mi kat ka̱ng ka̱ ga̱ɓa gwe Pilibus dla̱msi wu na̱k ɗe sa̱ yen wul cit ɓanti gwe ta̱ pa̱li wu.
2c080700ae	Na̱k ɗe na̱ da̱dalti suk desti lee ka̱n a duu ma̱zhe ngusi yilti ɗa̱ka̱ wonti ma̱jwe sa̱ te gipsi wu ka. Yek ma̱jwe dli jwasa̱n tla ka̱wu suk kulki ndoki wonti.
2c0808002a	Yek mbala̱n ji ba̱mi pa̱l hwol tuk i'e.
2c080900ca	Ma̱lgon ni ɗa̱ asa̱ mbet ɗe Siman, ta̱ la̱m multi ten pa̱lti waali ka̱ ba̱n a ɓanti ci ma̱n atl ga̱ Samariya ten ilgwe ta̱ pa̱li wu. Ta̱ ɓa yen gaa gwas go ɗe ti wo bal mbala̱n ka̱n.
2c080a00c8	Ti ka̱n a ma̱n Samariye mas na̱ kakshe na̱ nak'eni katit ka̱ng, asa̱ kul wule, “Ma̱lga̱n go tik ɗe ma̱n nda̱lti pa̱lti wul ga̱ nya gwe asa̱ mbet ɗe ma̱n pa̱lti wul cit ɓanti wu.”
2c080b006c	Ti ka̱n asa̱ kop ga̱ɓa gwasi na̱k ɗe sa̱ kuu na̱ yenti wul cit ɓanti ka̱ waal gwe ata̱ pa̱li wu.
2c080c00cd	Ama mbala̱mi kum ta̱mi ga̱ɓa gwe Pilibus dla̱misi ten Nya ɗe guu suk ten bi shin ga̱ Almasihu Yesu wu, yek sa̱ ba̱l gem na̱ ga̱ɓa ga̱ Pilibus. Yek ta̱ pa̱lisi baptisma na̱ modli na̱ maani.
2c080d00b8	Yek Siman nga̱sti ten Yesusi pak, yek sa̱ pa̱lit baptisma, yek ta̱ ngusi kopti ga̱ Pilibus mas lu gwe ta̱ li wu, yek Siman ngip bi ka̱ ang na̱ yenti kiɗi wul cit ɓanti malti.
2c080e006f	Mil shinti ji botli kumi wi ɗe ma̱n Samariya ɓal ɗe ma̱n kopti wu, yek sa̱ shin Biturus suk Yohana malsi.
2c080f005f	Biturus suk Yohana mbuki malsi wugo, yek sa̱ ngemisi Nya ɗe ta̱ Shishi ga̱ Nya susut tensi.
2c0810007e	Sa̱ pa̱li na̱k gwisi na̱k ɗe Shishi ga̱ Nyami ɓo susut tensi so, ɗe ya pa̱lisi baptisma na̱ shin ga̱ Yesu Bagaa wu.
2c0811004a	Yek Biturus suk Yohana wutisi ang gaa wu, yek Shishi ga̱ Nya susut tensi.
2c08120072	Siman yeni ɗe ang ka̱n a mil shinti zi mbala̱n ten gaa a Shishi ga̱ Nya susut tensi wu, yek ta̱ takisi wulpi,
2c0813006a	yek ta̱ wulsi ɗe, “Mbokini nini ang kangwe ba zi-ang mbala̱n ten gaa asa̱ mbi Shishi ga̱ Nya wu.”
2c08140093	Yek Biturus wulti ɗe, “Ha̱n ta̱k paki ka̱ wutu ki suk wulpi gwa, na̱k ɗe ka̱ da̱ma̱n gwa we ka man wulti zok wul ga̱ Nya na̱ wulpi wu.
2c08150061	Ze gwa ni ka̱ ilga̱n ɗe ma̱ na̱ma pa̱lti wu so, na̱k ɗe mbadl gwa ni hwaɓi mal Nya sowu.
2c08160071	Ci atl gaa mal Nya ten byas mbadl gwe nik ɗa̱ wu, ta̱k ngem Nya ta̱s taasik byas wul gwe nikka̱ mbadl wu ka.
2c0817006f	A nikma dla̱mti na̱k gwisi na̱k ɗe aɓa yeni go yokit ni gipki i'e, a pa̱lti byas wul dop mbadl gwa wu.”
2c08180065	Yek Siman wulti ɗe, “Ngemini nini Nya ne, ba̱ ilgon ka̱ wul jin ɗe ka̱a̱ dla̱m wu mbi so.”
2c08190108	Biturus suk Yohana hwi ga̱ɓa ten da̱mti gwasa̱n suk Yesu wu, yek sa̱ dla̱misi ta̱mi ga̱ɓa ga̱ Nya ka̱li, yek sa̱ pal tet Wurshelima. Ɗe sa̱ ɓal go yek sa̱ ngusi dla̱mti ta̱mi ga̱ɓe ɗa̱nka̱ nak mil ba̱n ji Samariya wonti jwe ni ten tantu wu.
2c081a007e	Yek yen shinti ga̱ Nya gon wul Pilibus ɗe, “Li tu kudu, aka̱ kop tantu la̱ɓi, gwe yil sut Wurshelima yek su Gaza wu.”
2c081b0118	Yek ta̱ nda tantu kaali. Ta̱ na̱ma la̱t nugo yek ta̱ mo suk ba Itiyopiya gon gwe ba̱ta man pa̱t suk modli sowu, kaksha mbala̱n ka̱ɗe ti. Tik ɗe ma̱n za̱t wul ga̱ guu ga̱ ma̱dli ga̱ Itiyopiya gwe asa̱ mbet ɗe Kandisi wu. Ta̱ li ta̱s ngusi Nya atl a Wurshelima,
2c081c0095	ata̱ ɓal ten tantu palti. Ata̱ ni ka̱ kapsi ga̱lla gwasi ta̱ na̱ma dla̱mti ka̱ lishti ga̱ Ishaya ma̱n dla̱mti ga̱ɓa ga̱ Nya to nya ka.
2c081d0068	Yek Shishi ga̱ Nya wul Pilibus ɗe, “Li te mal kapsi ga̱lle ka, ta̱k ngusi kopti gwas njaa-njaa.”
2c081e00b5	Yek Pilibus li te mali ka na̱ apti, yek ta̱ kum ma̱li ten dla̱mti ka̱ lishti ga̱ Ishaya. Yek ta̱ ngemti ɗe, “Lishti ga̱n ɗe ka̱ na̱ma dla̱mti go ka̱ yis gaami ya?”
2c081f00a6	Yek ma̱li wulti ɗe, “Ɗa̱ nii ka̱n ba yis gaami gwi, ɗe ba̱ ma̱lgon ka̱ mboki ang dani sowu?” Yek ta̱ ngem Pilibus ɗe ta̱s te ka̱ kapsi ga̱lle malti.
2c08200109	Ilgwe ma̱li na̱ma dla̱mti ka̱ ga̱ɓa ga̱ Nyami go, yek ɗe lu gwe wule, “Sa̱ dla̱kti na̱k mba̱la gwe sa ta̱lat ka̱ lu mboshti wu. Na̱k gwe a ba̱ yen mba̱la a kul so ɗe sa̱ ɓa wutlit ma̱dla̱n ka̱wu, nu ka̱n ti mago yek ba̱ta̱ wule ilgon so.
2c082100b3	Na̱k ɗe ba̱sa̱ palla̱t ɗe ilgon sowu, yek sa̱ nget pa̱lti hwa kisti ga̱ɓa wu. Wok ka man yisti ji mil jwas wo? Na̱k ɗe sa̱ kan mbadl gwas ɗa̱ ten dii atl ka̱wu.”
2c082200a3	Yek ma̱li ngem Pilibus ɗe, “Ɓo hwini, ma̱n dla̱mti ga̱ɓa ga̱ Nya gwe lish lu ga̱n go ten gaa gwas ka̱n ta̱ na̱ma ga̱ɓa a, ko ten zobsi ma̱lgon?”
2c08230051	Yek Pilibus ndet ga̱ɓa ten lishti gwisi, yek ta̱ hwit ta̱mi ga̱ɓa ten Yesu.
2c08240089	Sa̱ na̱ma la̱t nugo, yek sa̱ lak mbi ze gon. Yek ma̱li wul Pilibus ɗe, “Ze ka̱wu, yek ka laki a ba̱ka pa̱li baptisma so ye?”
2c08260071	Yek ta̱ laki yek kapsi ga̱lle dla̱li. Na̱ ti na̱ Pilibus yek sa̱ su ka̱ zesi yek Pilibus pa̱lit baptisma.
2c08270099	Sa̱ yil tot ɗa̱ka̱ zesi ka̱wu go, yek Shishi ga̱ Nya kan Pilibus ka. Yek ba̱ ta̱ po yenti so, ama yek ta̱ ngusi hwol tuki ata̱ na̱ma za̱tgaa.
2c082800c6	Yek Pilibus lak mbi gaa gwas ka̱ ba̱n Azotus, yek ta̱ ngusi ma̱tlti ka̱ mas ba̱n jwe ni ka̱li wu ata̱ na̱ma dla̱mti ga̱ɓa ma̱n ta̱mti ten Yesu se na̱k ta̱ mbuki ka̱ ba̱n Kaisariya.
2c09010080	A Shawulu yima cit dlelngapcan ma̱n kopti ji Bagaa Yesu, ata̱ na̱ma wulti ɗe ta tlosi ka. Yek ta̱ li mal bal ma̱n Pa̱ris,
2c0902011a	yek ta̱ ngemti ɗe ta̱s lishit ga̱ɓa gwe ta lak ba̱li ka̱ bii motgaa jwe ni ka̱ ba̱n Demaskus wu. Ta̱ pa̱li na̱k gwisi kangwe ɗe ta̱ mbi ma̱jwe sa̱ na̱ma kopti Tantu ga̱ Yesu wugo ata̱ dopsi, ata̱ ɓalsi ka, ata̱ ta̱lasi tet Wurshelima na̱ modli na̱ maani wu.
2c0903006f	Ta̱ na̱ma la̱ti yek ta̱ ɓal njaa a Demaskus nugo, yek ba̱u! Cilti gon sut nya cilli lu gwe ta̱ ni wu ka.
2c09040078	Yek ta̱ nda atli, yek ta̱ kum yal ga̱ɓa gon gwe wulti ɗe, “Shawulu! Yek laki yek ka̱ nima cit dlelngapcan ye?”
2c090500b4	Yek Shawulu wule, “Bagaa, wok ɗe ki wo?” Yek yal ga̱ɓe wule, “Amik ɗe Yesu, ma̱lgwe ka̱ nitma cit dlelngapcan wu, na̱k ɗe ka̱ nima cit dlelngapcan ma̱n kopti ji wu.
2c0906004d	Tlinya ta̱k li ka̱ ba̱mi, sa hwik ilgwe nik ngetli ɗe ta̱k pa̱li wu.”
2c0907009c	Yek ma̱jwe na̱ma la̱t sukti wu dla̱l ka yek ba̱sa̱ man wulti ɗe ilgon na̱ ɓanti, na̱k ɗe sa̱ kum yal ga̱ɓe ama yek ba̱sa̱ yen ma̱lgon sowu.
2c09080073	Yek Shawulu tlinya. Ta̱ ɓul gwel go, ta̱ po man yenti lu so. Yek sa̱ ngiɓit ang, yek sa̱ ta̱lat ka̱ ba̱mi.
2c09090058	Yek ta̱ mul ɗe mekan ata̱ ni dwami, a ba̱ta̱ nguk ilgon so a ba̱ta̱ tla ilgon so.
2c090a00a9	A ma̱n kopti gon ni ɗa a Demaskus shin gwas ka̱ɗe Hananiya. Bagaa Yesu ɓulit gwel yek ta̱ takit bi ɗe, “Hananiya!” Yek ta̱ nda̱ki ɗe, “Bagaa, amik gu.”
2c090b00ba	Yek Bagaami wulti ɗe, “Li ten tantu gwe asa̱ mbe ɗe Taki wu aka̱ li lubii ɗa̱ Yehuda ka, aka̱ kum ga̱s ga̱ ma̱lgon tet Tarsus asa̱ mbet ɗe Shawulu, ka yenti ten ngemti Nya.
2c090c0085	A Shawulu mago Nya ɓuli gwel wi, yek ta̱ yen ma̱lgon gwe asa̱ mbet ɗe Hananiya wu, ta̱ zit ang ten gaa ta̱ gwel gwas ɓuli.”
2c090d0072	Yek Hananiya wule, “Bagaa, a kum wul wonti ten ma̱llu, kangwe ata̱ pa̱li ngalci mbala̱n jwa a Wurshelima wu.
2c090e0074	A yekgu ta̱ tul ɗee na̱ nda̱lti tet mal kiɗi ma̱n Pa̱ris wi ɗe ta̱s dop mas ma̱jwe asa̱ ngusik atl wu.”
2c090f00a2	Yek Bagaami wul Hananiya ɗe, “Lak mbiti, a botlti wi ta̱s hwi ga̱ɓa ma̱jwe ba̱ ma̱n Yehuda ka̱ sowu tena̱nni na̱ guu jwasa̱n suk ma̱n Yisiraila pak.
2c0910004c	Ba mbokit ang ten kangwe ɗe ngetli ka̱n ta̱s tla bomti i'e tena̱n wu.”
2c0911010d	Yek Hananiya li, yek ta̱ te ka̱ lubiimi. Yek ta̱ wut ang ten gaa ga̱ Shawulu, yek ta̱ wulti ɗe, “Yilka gini, Bagaa Yesu gwe tul malki, aka̱ na̱ma la̱t teɗɗu ka̱ shina̱nni ta̱ gwel gwa ɓul ɗa ta̱k man yenti lu, a Shishi ga̱ Nya njika̱n mbadl gwa.”
2c09120083	Ka̱li-ka̱li yek ilgon na̱k kola yil tet ka̱ gwel ga̱ Shawulu, yek gwel gwas ɓuli. Yek ta̱ tlinya, yek sa̱ pa̱lit baptisma.
2c09130064	Ta̱ nguk wul wugo, yek nda̱lti gwas pali. Yek ta̱ la̱m multi mal ma̱n kopti jwe ni Demaskus wu.
2c09140076	Njet nugo yek ta̱ nde dla̱mti ga̱ɓa mbala̱n ɗa̱nka̱ lu motgaa ji ma̱n Yehuda ɗe, Yesu wo Yen ga̱ Nya ka̱n.
2c091500f9	Yek ɓanti ci mas ma̱jwe kumti wu, yek sa̱ ngusi wulti ɗe, “Ale ma̱lga̱n ka̱ɗe ma̱n lakti ga̱ ma̱jwe nga̱ssi ten ma̱lgwisi ka̱ bomti a Wurshelima wu na̱? Ta̱ tul ɗee ta̱s dopsi ata̱ ta̱lasi ga̱ ɓali mal kiɗi ma̱n Pa̱ris!”
2c091600c7	Yek Shawulu nda̱l ten dla̱mti ga̱ɓa ga̱ Nya. Yek ta̱ gulsi ma̱n Yehuda jwe ni Demaskus wu yek ba̱sa̱ po wulti ɗe ilgon so. Na̱k ɗe ta̱ nisi ma dla̱mti ɗe, gem Yesu ka̱ɗe Almasihu wu.
2c09170043	Kaal ɗa̱ multi wonti, yek ma̱n Yehuda ɓel bi ta̱s tlo Shawulu,
2c0918009c	ama yek ta̱ kum ilgwe sa̱ ɓel bi ɗe sa̱ pa̱lit ɗu ka. Ɗe sa̱ na̱ma ɓa̱tti dlabii ba̱mi, na̱ ka̱ cin na̱ ka̱ gasi ta̱s mbiti ta̱s tlot wu.
2c09190062	Yek mil lishti jwas kanti ka ka̱ ga̱ɗa ka̱ gasi, yek sa̱ shitti a kaal ba̱mi tuka̱ shu bii.
2c091a00b5	Tet ka̱li go yek ta̱ ap te Wurshelima ka. Yek ta̱ ngwe ɗe ta mogaa suk ma̱n kopti, ama yek ɓanti gwas cisi na̱k ɗe ba̱sa̱ kan ɗe gem ka̱n ta̱ pal ɗe ma̱n kopti wu so.
2c091b00ff	Yek Barnabas kanti yek ta̱ ta̱lat mal mil shinti ji botli. Yek ta̱ hwisi kangwe Shawulu yen Bagaa Yesu ten tantu wu, suk kangwe ta̱ ga̱ɓa sukti wu, suk kangwe ta̱ hwi ga̱ɓa mbala̱n ten bi ga̱ Yesu ka̱ ba̱n Demaskus na̱ nda̱li gahwula̱n wu.
2c091c008c	Yek Shawulu da̱n suksi a Wurshelima. Yek ta̱ ngusi ma̱tlti ɗa̱nka, ata̱ na̱ma ga̱ɓa ten bi ga̱ Bagaa Yesu na̱ nda̱li gahwula̱n.
2c091d006f	Yek ta̱ ngusi dla̱kti ga̱ɓa suk ma̱n Yehuda ma̱n ga̱ɓa na̱ bi Giris wu, yek sa̱ ngwe ɗe ta̱s tloti.
2c091e006f	Yilkeni ma̱n kopti kumi nu wu, yek sa̱ ta̱lat ka̱ ba̱n Kaisariya. Yek sa̱ lakti tantu yek ta̱ li Tarsus.
2c091f012d	Yek motgaa ga̱ ma̱n kopti ji Yehudiya suk ji Galili suk ji Samariya wu mas mbi ta̱mi da̱mti. Yek sa̱ nda̱l ten kopti ga̱ Yesu na̱k ɗe Shishi ga̱ Nya nda̱lli mbadl gwasa̱n wu. Yek sa̱ ngusi wonta̱ti asa̱ na̱ma da̱nti asa̱ nima ba̱lti nalti Bagaa Yesu. Biturus li ba̱n Lida suk Jopa.
2c09200088	Biturus na̱ma ma̱tlti ka̱ atl ji ma̱n Yehuda nugo yek ta̱ la yenti ga̱ mbala̱n ji Nya jwe sa̱ na̱ma da̱mti ka̱ ba̱n Lida wu.
2c0921009c	Ka̱li ka̱n ta̱ mbi ma̱lgwe asa̱ mbet ɗe Iniyas, ma̱lgwe ka̱t tli gon gwas tla ka̱wu. Ta̱ pa̱l gin ɗe wusupsi ata̱ ni atli, ba̱ta man la̱t so.
2c09220079	Yek Biturus wulti ɗe, “Iniyas, Yesu Almasihu ndokki wi, tlinya ta̱k tlil lumulti gwa.” Ninge-ninge yek ta̱ tlinya.
2c09230079	Yek mas ma̱jwe ni ka̱ ba̱n Lida suk naa ba̱n jwe ni atl ga̱ Sharon wu yenti, yek sa̱ pal ɗe ma̱n kopti ga̱ Yesu.
2c092400d0	Ka̱ ba̱n Jopa njaa mal ba̱n Lida wo, ma̱n kopti gon ni ɗa shin gwas ka̱ɗe Tabita (gwe na̱ Giris wo yek ɗe Dokas wu). Ata̱ kul pa̱l wul na̱ ang gwasi ata̱ ba̱l ma̱jwe ba̱ ilgon nisi ɗa̱ sowu.
2c09250078	Ka̱ multi jwisi wo, yek ta̱ pa̱l cwo, yek ta̱ ma̱shi. Yek sa̱ pol hwuuni gwas ka, yek sa̱ zi to ka̱ tlal bii ka.
2c092600a8	Yek ma̱n kopti kumi ɗe Biturus ni Lida. Na̱k ɗe dlo ga̱ Jopa suk Lida dlenti sowu, yek sa̱ shin mbala̱n ɗe lop ta̱s wulti ɗe ta̱s li tet malsi ba̱le-ba̱le.
2c092700f5	Yek Biturus li suksi. Ta̱ mbuk lu malsi wu, yek sa̱ tolti ka̱ tlal biimi. Yek modli jwe maani jwasa̱n ma̱sh wu mas dla̱l mal Biturus, asa̱ na̱ma kulu asa̱ nitma mbokti ang ten luka̱l suk naa wul jwe Dokas pa̱lisi ɗe ta̱ yi suksi wu.
2c092800fc	Yek Biturus yilla̱si deɓa̱l mas jwasa̱n, yek ta̱ ngus na̱ gahwula̱n, yek ta̱ ngem Nya. Yek ta̱ balla̱t tumal hwuunisi, yek ta̱ wule, “Tabita, tlinya.” Yek Tabita ɓul gwel. Ta̱ yen Biturus wu, yek ta̱ tlinya, yek ta̱ da̱m na̱ zhila.
2c092900be	Yek Biturus ngiɓit ang, yek ta̱ tlilti nya. Yek Biturus mbe mbala̱n ji Nya teɗi suk modli jwe maani jwasa̱n ma̱shi wu, yek ta̱ mbokisi ang tenti, ta̱ tli ɗa̱ka̱ ma̱shka̱n ka wi.
2c092a004f	Yek ili ma̱tl ka̱ ba̱n Jopa mas, yek mbala̱n wonti nga̱ssi ten Bagaa Yesu.
2c092b005d	Yek Biturus la̱m multi a Jopa ɗa̱ ma̱lgon gwe asa̱ mbet ɗe Siman, ma̱n mokti kuul gon.
2c0a010088	Ma̱lgon ni ɗa ka̱ ba̱n Kaisariya shin gwas wo Korneliwus. Ti wo gon ka̱ kiɗi ma̱n hapti dlo jwe asa̱ mbesi ɗe Ma̱n Italiya wu.
2c0a020090	Ti suk ma̱n boo gwasi mas sa̱ ɓanti Nya i'e. Ata̱ ba̱l wul ma̱jwe ba̱ ilgon nisi ɗa̱ sowu na̱ mbadl ɗe na̱m, ata̱ ngem Nya mas cin.
2c0a030084	Gas gon ka̱ cin sukti yek Nya ɓulit gwel, yek ta̱ yen yen shinti ga̱ Nya gwe tul malti wu, yek ta̱ wulti ɗe, “Korneliwus!”
