1300000007	Psaumes
2a062b006d	L'arbre qui produit de mauvais fruits n'est pas bon, et l'arbre qui produit de bons fruits n'est pas mauvais;
2a062c0093	car chaque arbre se reconnaît à son propre fruit. On ne cueille pas des figues sur des épines, et on ne récolte pas des raisins sur des ronces.
2a062d009b	L'homme de bien tire le bien du bon trésor de son coeur, mais le méchant tire le mal de son mauvais trésor; car de l'abondance du coeur la bouche parle.
2a062e0051	Pourquoi m'appelez-vous: Seigneur, Seigneur, et ne faites-vous pas ce que je dis?
2a062f0075	Je vais vous montrer à qui ressemble tout homme qui vient à moi, qui entend mes paroles et qui les met en pratique.
2a06300122	Il est semblable à un homme qui, bâtissant une maison, a creusé profondément la terre, et en a posé les fondements sur le roc: les eaux ont débordé, le torrent s'est précipité avec violence contre cette maison, mais il n'a pu l'ébranler, parce qu'elle avait été bien construite.
2a063100f9	Mais celui qui entend et ne met pas en pratique, est semblable à un homme qui a bâti sa maison sur la terre, sans fondements: le torrent a donné contre elle avec violence, et aussitôt elle est tombée; et la ruine de cette maison a été grande.
2a07010079	Après que Jésus eut achevé de prononcer toutes ces paroles devant le peuple qui l'écoutait, il entra dans Capernaüm.
2a07020059	Or, un centenier avait un serviteur malade et près de mourir, qui lui était très cher.
2a07030077	Ayant entendu parler de Jésus, il lui envoya quelques anciens des Juifs, pour le prier de venir guérir son serviteur.
2a07040078	Ceux-ci, étant arrivés auprès de Jésus, le priaient avec instance, en disant: Il est digne que tu lui accordes cela;
2a0705004b	car il aime notre nation, et c'est lui qui nous a fait bâtir la synagogue.
2a070600d2	Alors Jésus s'en alla avec eux. Comme il approchait déjà de la maison, le centenier envoya des amis, pour lui dire: Seigneur, ne te donne pas tant de peine; car je ne mérite pas que tu entres sous mon toit.
2a07070074	Aussi ne me suis-je pas même jugé digne d'aller auprès de toi; mais dis une parole, et mon serviteur sera guéri.
2a070800d3	Car moi-même, qui suis un homme soumis à la puissance d'autrui, j'ai sous mes ordres des soldats. Je dis à l'un: Va! Et il va; et à l'autre! Viens! Et il vient; et à mon serviteur: Fais cela! Et il le fait.
2a070900bd	Jésus, ayant entendu ces paroles, admira le centenier; et, se tournant vers la foule qui le suivait, il dit: Je vous le déclare, même en Israël je n'ai pas trouvé une aussi grande foi.
2a070a0052	Et les envoyés, de retour à la maison, trouvèrent le serviteur en bonne santé.
2a070b0086	Le jour suivant, Jésus allait à une ville appelée Nain, et plusieurs de ses disciples et une grande foule faisaient route avec lui.
2a070c00b2	Comme il approchait de la porte de la ville, voici qu'on emportait un mort, fils unique de sa mère qui était veuve; et il y avait avec elle un grand nombre de gens de la ville.
2a070d005c	Le Seigneur, l'ayant vue, fut touché de compassion pour elle, et il lui dit: Ne pleure pas!
2a070e0090	Puis, s'étant approché, il toucha le cercueil, et ceux qui le portaient s'arrêtèrent. Alors il dit: Jeune homme, je te l'ordonne, lève-toi!
2a070f0056	Le mort se mit sur son séant et commença à parler. Et Jésus le rendit à sa mère.
2a07100088	La crainte les saisit tous, et ils glorifiaient Dieu en disant: Un grand prophète s'est levé parmi nous, et Dieu a visité son peuple.
2a0711004e	Le bruit s'en répandit dans toute la Judée et dans tout le pays environnant.
2a0712003a	Les disciples de Jean lui rapportèrent toutes ces choses.
2a07130086	Alors il appela deux de ses disciples et les envoya dire au Seigneur: Es-tu celui qui doit venir, ou devons-nous en attendre un autre?
2a071400b0	Ces hommes, étant arrivés auprès de Jésus, lui dirent: Jean-Baptiste nous a envoyés vers toi pour te dire: Es-tu celui qui doit venir, ou devons-nous en attendre un autre?
2a07150098	Or, à cette heure même, Jésus guérit plusieurs personnes de maladies, d'infirmités et de malins esprits, et il rendit la vue à plusieurs aveugles.
2a071600f1	Puis il répondit: Allez rapporter à Jean ce que vous avez vu et entendu: les aveugles recouvrent la vue, les boiteux marchent, les lépreux sont nettoyés, les sourds entendent, les morts ressuscitent, l'Évangile est annoncé aux pauvres.
2a0717003d	Heureux celui pour qui je ne serai pas une occasion de chute!
2a071800a3	Quand les messagers de Jean furent partis, Jésus se mit à parler de Jean à la foule, et dit: Qu'êtes-vous allés voir au désert? Un roseau agité par le vent?
2a071900be	Encore une fois, qu'êtes-vous allés voir? Un homme vêtu d'habits somptueux? Mais ceux qui portent des vêtements magnifiques et qui vivent dans les délices sont dans les palais des rois!
2a071a005f	Mais enfin, qu'êtes-vous allés voir? Un prophète? Oui, vous dis-je, et plus qu'un prophète.
2a071b0078	C'est celui dont il est écrit: «Je vais envoyer mon messager devant ta face, et il préparera ton chemin devant toi.»
2a071c00bc	Je vous le dis, entre ceux qui sont nés de femme, il n'y en a point de plus grand que Jean-Baptiste; toutefois, celui qui est le plus petit dans le royaume de Dieu est plus grand que lui.
2a071d007a	Et tout le peuple qui l'a entendu, ainsi que les péagers, ont justifié Dieu, en se faisant baptiser du baptême de Jean.
2a071e0084	Mais les pharisiens et les docteurs de la loi, en ne se faisant pas baptiser par lui, ont rejeté le dessein de Dieu à leur égard.
2a071f0055	A qui donc comparerai-je les hommes de cette génération, et à qui ressemblent-ils?
2a072000df	Ils ressemblent à des enfants assis sur la place publique, et qui se disent les uns aux autres: Nous vous avons joué de la flûte, et vous n'avez pas dansé; nous avons chanté des complaintes, et vous n'avez pas pleuré.
2a07210071	En effet, Jean-Baptiste est venu, ne mangeant pas de pain et ne buvant pas de vin; et vous dites: Il a un démon.
2a07220085	Le Fils de l'homme est venu, mangeant et buvant; et vous dites: Voilà un mangeur et un buveur, un ami des péagers et des pécheurs!
2a07230038	Mais la sagesse a été justifiée par tous ses enfants.
2a07240085	L'un des pharisiens pria Jésus de prendre un repas chez lui. Étant donc entré dans la maison du pharisien, Jésus se mit à table.
2a072500ab	Or, voici qu'une femme de la ville, qui était de mauvaise vie, ayant appris qu'il était à table dans la maison du pharisien, apporta un vase d'albâtre plein de parfum.
2a072600cd	Et, se tenant en arrière, aux pieds de Jésus, en pleurant, elle se mit à lui arroser les pieds de ses larmes et à les essuyer avec ses cheveux; elle lui baisait les pieds et les oignait avec le parfum.
2a072700ba	Le pharisien qui avait invité Jésus, voyant cela, dit en lui-même: Si cet homme était prophète, il saurait qui est cette femme qui le touche, et que c'est une femme de mauvaise vie.
2a07280074	Alors Jésus, prenant la parole, lui dit: Simon, j'ai quelque chose à te dire. Simon lui répondit: Maître, parle!
2a0729005b	Un créancier avait deux débiteurs: l'un lui devait cinq cents deniers, l'autre cinquante.
2a072a0072	Et comme ils n'avaient pas de quoi payer, il leur remit à tous deux leur dette. Lequel des deux l'aimera le plus?
2a072b0066	Simon répondit: J'estime que c'est celui à qui il a le plus remis. Jésus lui dit: Tu as bien jugé.
2a072c00de	Puis se tournant vers la femme, il dit à Simon: Tu vois cette femme? Je suis entré dans ta maison. et tu ne m'as pas donné d'eau pour mes pieds; mais elle les a arrosés de ses larmes et les a essuyés avec ses cheveux.
2a072d006a	Tu ne m'as pas donné de baiser; mais elle, depuis qu'elle est entrée, n'a cessé de me baiser les pieds.
2a072e0048	Tu n'as pas oint ma tête d'huile; mais elle a oint mes pieds de parfum.
2a072f00a7	C'est pourquoi, je te le déclare, ses péchés, qui sont en grand nombre, lui sont pardonnés; car elle a beaucoup aimé. Mais celui à qui on pardonne peu, aime peu.
2a07300039	Puis il dit à la femme: Tes péchés te sont pardonnés.
2a07310078	Ceux qui étaient à table avec lui se mirent à dire en eux-mêmes: Quel est celui-ci, qui même pardonne les péchés?
2a07320038	Mais il dit à la femme: Ta foi t'a sauvée; va en paix.
2a08010080	Ensuite, Jésus allait de ville en ville et de village en village, prêchant et annonçant la bonne nouvelle du royaume de Dieu;
2a080200dd	et les Douze étaient avec lui. Il y avait aussi avec eux quelques femmes, qui avaient été délivrées de malins esprits ou guéries de leurs maladies: Marie appelée Madeleine, de laquelle étaient sortis sept démons,
2a0803006e	Jeanne, femme de Chuzas, intendant d'Hérode, Suzanne et plusieurs autres, qui les assistaient de leurs biens.
2a08040076	Comme une grande foule s'était rassemblée, et qu'on venait à lui de toutes les villes, Jésus leur dit en parabole:
2a080500ad	Le semeur sortit pour semer. Et comme il jetait sa semence, il en tomba une partie le long du chemin; elle fut foulée aux pieds, et les oiseaux du ciel la mangèrent toute.
2a08060078	Une autre partie tomba sur un sol pierreux; quand elle fut levée, elle sécha, parce qu'elle n'avait point d'humidité.
2a08070065	Une autre partie tomba parmi les épines; les épines poussèrent avec la semence et l'étouffèrent.
2a080800b4	Une autre partie tomba dans la bonne terre; elle leva et produisit du fruit, cent pour un. En disant ces choses, il s'écriait: Que celui qui a des oreilles pour entendre, entende!
2a08090040	Ses disciples lui demandèrent ce que signifiait cette parabole.
2a080a00e9	Il répondit: Il vous a été donné de connaître les mystères du royaume de Dieu; mais, aux autres, tout est présenté en forme de paraboles, de sorte qu'en voyant, ils ne voient pas, et qu'en entendant, ils ne comprennent point.
2a080b004f	Voici donc ce que signifie cette parabole: La semence, c'est la parole de Dieu.
2a080c00bf	Ceux qui la reçoivent le long du chemin, ce sont ceux qui l'ont entendue; mais ensuite vient le Diable qui enlève cette parole de leur coeur, de peur qu'ils ne croient et ne soient sauvés.
2a080d00dd	Ceux qui la reçoivent sur le sol pierreux, ce sont ceux qui, entendant la parole, la reçoivent avec joie; mais ils n'ont point de racine, ils ne croient que pour un temps; et, quand l'épreuve survient, ils se retirent.
2a080e00f5	Ce qui est tombé parmi les épines, ce sont ceux qui ont entendu la parole, mais qui s'en vont et la laissent étouffer par les soucis, les richesses et les plaisirs de cette vie, de sorte qu'ils ne portent pas de fruit qui vienne à maturité.
2a080f00a6	Mais ce qui tombe dans la bonne terre, ce sont ceux qui, ayant entendu la parole avec un coeur honnête et bon, la retiennent et portent du fruit avec persévérance.
2a081000bf	Il n'est personne qui, après avoir allumé une lampe, la couvre d'un boisseau ou la mette sous un lit. Au contraire, on la place sur un support, afin que ceux qui entrent voient la lumière.
2a08110080	En effet, il n'y a rien de secret qui ne doive être manifesté, ni rien de caché qui ne doive être connu et mis en évidence.
2a08120094	Prenez donc garde à la manière dont vous écoutez; car on donnera à celui qui a, mais à celui qui n'a pas, on ôtera même ce qu'il croit avoir.
2a08130061	Sa mère et ses frères vinrent le trouver; mais ils ne pouvaient l'aborder à cause de la foule.
2a08140056	On vint donc lui dire: Ta mère et tes frères sont là dehors, qui désirent te voir.
2a08150077	Mais il répondit: Ma mère et mes frères, ce sont ceux qui écoutent la parole de Dieu et qui la mettent en pratique!
2a08160079	Un jour, il entra dans une barque avec ses disciples, et il leur dit: Passons de l'autre côté du lac; et ils partirent.
2a08170092	Comme ils voguaient, Jésus s'endormit. Un tourbillon de vent vint s'abattre sur le lac; la barque se remplissait d'eau et ils étaient en danger.
2a081800d4	Alors ils vinrent à lui, et le réveillèrent en lui disant: Maître, Maître, nous périssons! Mais lui, s'étant réveillé, imposa silence au vent et aux flots, qui s'apaisèrent, et il se fit un grand calme.
2a081900c0	Il leur dit alors: Où est votre foi? Et, saisis de crainte et d'admiration, ils se disaient entre eux: Quel est donc celui-ci? Il commande même aux vents et aux flots, et ils lui obéissent!
2a081a0055	Ils abordèrent ensuite au pays des Géraséniens, qui est vis-à-vis de la Galilée.
2a081b00f6	Et quand Jésus fut descendu à terre, il vint au devant de lui un homme de la ville, qui était possédé de plusieurs démons. Depuis fort longtemps il ne portait pas de vêtement, et il ne demeurait pas dans une maison, mais dans les tombeaux.
2a081c00c7	Dès qu'il vit Jésus, il poussa un grand cri, et, se jetant à ses pieds, il dit d'une voix forte: Qu'y a-t-il entre moi et toi, Jésus, Fils du Dieu très haut? Je t'en supplie ne me tourmente pas!
2a081d0119	En effet, l'esprit impur venait de recevoir de Jésus l'ordre de sortir de cet homme, dont il s'était rendu maître depuis longtemps; et, bien qu'on gardât le malade, lié de chaînes et les fers aux pieds, il rompait ses liens et était emporté par le démon dans les déserts.
2a081e006b	Jésus lui demanda: Quel est ton nom? Il répondit: Légion! Car plusieurs démons étaient entrés en lui.
2a081f0049	Et ils suppliaient Jésus de ne pas leur commander d'aller dans l'abîme.
2a082000b7	Or, il y avait là un grand troupeau de pourceaux qui paissaient dans la montagne. Les démons supplièrent Jésus de leur permettre d'entrer dans ces pourceaux; et il le leur permit.
2a0821008f	Etant donc sortis de cet homme ils entrèrent dans les pourceaux; le troupeau se précipita dans le lac, du haut de la falaise, et il s'y noya.
2a08220087	Ceux qui le faisaient paître, voyant ce qui était arrivé, s'enfuirent et répandirent la nouvelle dans la ville et dans la campagne.
2a08230103	Alors les gens sortirent pour voir ce qui s'était passé; et, quand ils furent arrivés auprès de Jésus, ils trouvèrent l'homme, de qui les démons étaient sortis, assis aux pieds de Jésus, habillé et dans son bon sens; et ils furent saisis de crainte.
