0100000009	1 Mosebog
0e120200e6	Og der nogle Aar vare til Ende, drog han ned til Akab til Samaria, og Akab lod slagte smaat Kvæg og stort Kvæg i Mangfoldighed til ham og til det Folk, som var med ham, og han tilskyndede ham til at drage op til Ramoth i Gilead.
0e120300df	Thi Akab, Israels Konge, sagde til Josafat, Judas Konge: Vil du drage med mig til Ramoth i Gilead? Og han sagde til ham: Jeg vil være ligesom du, og mit Folk skal være ligesom dit Folk, og vi ville være med dig i Krigen.
0e1204004d	Fremdeles sagde Josafat til Israels Konge: Kære, adspørg i Dag Herrens Ord!
0e120500d1	Da samlede Israels Konge Profeterne, fire Hundrede Mænd, og sagde til dem: Skulle vi drage imod Ramoth i Gilead til Krig, eller skal jeg lade være? og de sagde: Drag op, og Gud skal give den i Kongens Haand.
0e12060053	Men Josafat sagde: Er her ikke endnu en Herrens Profet, at vi kunne spørge ham ad?
0e120700f1	Og Israels Konge sagde til Josafat: Her er endnu en Mand, ved hvilken man kan adspørge Herren (men jeg hader ham, fordi han spaar ikke godt over mig, men alle sine Dage ondt), det er Mika, Jimas Søn; og Josafat sagde: Kongen sige ikke saa!
0e12080054	Da kaldte Israels Konge ad en Kammertjener og sagde: Hent hurtigt Mika, Jimlas Søn!
0e120900c2	Og Israels Konge og Josafat, Judas Konge, sade hver paa sin Trone, iførte Kongedragt, og de sade paa en fri Plads foran Indgangen til Samarias Port; og alle Profeterne spaaede for deres Ansigt.
0e120a008e	Og Zedekias, Kna'anas Søn, havde gjort sig Jernhorn og sagde: Saa sagde Herren: Med disse skal du stange Syrerne, indtil de aldeles udryddes.
0e120b0084	Og alle Profeterne spaaede saaledes og sagde: Drag op til Ramoth i Gilead og vær lykkelig, og Herren skal give den i Kongens Haand.
0e120c00ca	Og Budet, som var gaaet bort for at kalde Mika, talte til ham, sigende: Se, Profeternes Ord ere som af een Mund gunstige for Kongen; kære, lad dit Ord og være som Ordet af een af dem, og tal gunstigt!
0e120d0052	Da sagde Mika: Saa vist som Herren lever, det som min Gud siger, det vil jeg tale.
0e120e00ce	Og han kom til Kongen, og Kongen sagde til ham: Mika, skulle vi drage imod Ramoth i Gilead til Krig, eller skal jeg lade være? Og han sagde: Drager op og værer lykkelige, og de skulle gives i eders Haand.
0e120f0076	Og Kongen sagde til ham: Hvor mange Gange skal jeg besværge dig, at du intet siger mig uden Sandheden i Herrens Navn?
0e121000b0	Da sagde han: Jeg saa al Israel adspredt paa Bjergene som Faar, der ingen Hyrde have; og Herren sagde: Disse have ingen Herre, lad dem vende tilbage, hver til sit Hus med Fred.
0e1211005d	Da sagde Israels Konge til Josafat: Har jeg ikke sagt dig: Han spaar mig ikke godt, men ondt?
0e12120094	Og han sagde: Hører derfor Herrens Ord: Jeg saa Herren sidde paa sin Trone, og al Himmelens Hær staaende ved hans højre og ved hans venstre Side;
0e121300a2	og Herren sagde: Hvo vil overtale Akab, Israels Konge, at han skal drage op og falde ved Ramoth i Gilead? Og han sagde: Den ene sagde saa, og den anden sagde saa.
0e1214006e	Da gik en Aand ud og stod for Herrens Ansigt og sagde: Jeg vil overtale ham; og Herren sagde til ham: Hvormed?
0e121500a5	Og han sagde: Jeg vil gaa ud og være en løgnagtig Aand i alle hans Profeters Mund; og han sagde: Du skal overtale ham og ogsaa formaa det; gak ud og gør saaledes!
0e1216006d	Og nu se, Herren har givet en løgnagtig Aand i disse dine Profeters Mund; men Herren har talt ondt over dig.
0e1217009b	Da gik Zedekias, Kna'anas Søn, frem, og slog Mika paa Kinden og sagde: Hvor er den Vej, ad hvilken Herrens Aand er gaaet bort fra mig til at tale med dig?
0e1218006b	Og Mika sagde: Se, du skal se det paa den Dag, naar du gaar ind fra et Kammer i et andet for at skjule dig.
0e12190074	Da sagde Israels Konge: Tager Mika og fører ham tilbage til Amon, Stadens Befalingsmand, og til Joas, Kongens Søn,
0e121a0096	og siger: Saa siger Kongen: Sætter denne i Fængsels Hus og bespiser ham med Trængsels Brød og Trængsels Vand, indtil jeg kommer tilbage med Fred.
0e121b007c	Og Mika sagde: Dersom du kommer tilbage med Fred, da har Herren ikke talt ved mig; og han sagde: Hører, I Folk alle sammen!
0e121c0048	Saa drog Israels Konge og Josafat, Judas Konge, op imod Ramoth i Gilead.
0e121d00a1	Og Israels Konge sagde til Josafat: Jeg vil forklæde mig og gaa i Kampen, men tag du dine egne Klæder paa; og Israels Konge forklædte sig, og de gik i Kampen.
0e121e0096	Men Kongen af Syrien bød de Øverste for Vognene, som han havde, og sagde: I skulle ikke stride imod liden eller stor, uden imod Israels Konge alene.
0e121f00d6	Og det skete, der de Øverste for Vognene saa Josafat, da sagde de: Han er Israels Konge; og de omringede ham for at stride; men Josafat raabte, og Herren hjalp ham, og Gud tilskyndede dem til at vende sig fra ham.
0e1220006b	Og det skete, der de Øverste for Vognene saa, at det ikke var Israels Konge, da vendte de tilbage fra ham.
0e122100be	Og en Mand spændte Buen paa Lykke og Fromme og skød Israels Konge imellem Remmene og Panseret; da sagde han til Køresvenden: Vend din Haand om og før mig ud af Hæren; thi jeg er saaret.
0e12220099	Og Kampen tog til paa den samme Dag, og Israels Konge blev staaende i Vognen over for Syrerne indtil Aftenen; og han døde ved den Tid, da Solen gik ned.
0e13010049	Men Josafat, Judas Konge, kom tilbage til sit Hus med Fred til Jerusalem.
0e130200b7	Og Jehu, Hananis Søn, Seeren, gik ud imod ham og sagde til Kong Josafat: Skal du hjælpe den ugudelige og elske dem, som hade Herren? derfor er der Vrede over dig fra Herrens Ansigt.
0e13030082	Dog er der nogle gode Ting fundne hos dig, at du har borttaget Astartebillederne af Landet og beredet dit Hjerte til at søge Gud.
0e13040097	Saa blev Josafat i Jerusalem; og han drog ud igen iblandt Folket fra Beersaba indtil Efraims Bjerg og førte dem tilbage til Herren, deres Fædres Gud.
0e1305004c	Og han beskikkede Dommere i Landet, i alle Judas faste Stæder, i hver Stad.
0e1306008c	Og han sagde til Dommerne: Ser til, hvad I gøre, thi I holde ikke Dom for et Menneske, men for Herren; og han er med eder i Dommens Handel.
0e130700b3	Derfor lader nu Herrens Frygt være over eder; tager eder i Agt, i hvad I gøre; thi der er ingen Uret hos Herren vor Gud, ej heller Persons Anseelse, ej heller Gavers Annammelse.
0e130800d5	Tilmed beskikkede Josafat ogsaa i Jerusalem nogle af Leviterne og Præsterne og af Øversterne for Fædrenehusene iblandt Israel til at dømme i Herrens Sager og i Tvistigheder. Og de vendte tilbage til Jerusalem.
0e1309005a	Og han bød dem og sagde: Gører saa i Herrens Frygt, trolig og med et retskaffent Hjerte!
0e130a0143	Og ved alle Tvistigheder, som komme for eder og fra eders Brødre, som bo i deres Stæder, imellem Blod og Blod, imellem Lov og Bud, Skikke og Forskrifter, skulle I paaminde dem, at de ikke blive skyldige for Herren, og der maatte komme en Vrede over eder og over eders Brødre; gører saa, da skulle I ikke blive skyldige.
0e130b00f9	Og se, Ypperstepræsten Amaria er over eder i alle Herrens Sager og Sebadja, Ismaels Søn, Fyrsten i Judas Hus, i alle Kongens Sager, saa ere og Leviterne Fogeder for eders Ansigt; værer frimodige og gører dette, og Herren skal være med den gode.
0e1401006f	Og det skete derefter, at Moabs Børn og Ammons Børn og med dem nogle af Meuniterne kom imod Josafat til Krig.
0e1402009f	Og man kom og gav Josafat det til Kende og sagde: Der kommer en stor Hob imod dig fra hin Side Havet fra Syrien, og se, de ere i Hazezon-Thamar, det er Engedi.
0e14030062	Og Josafat frygtede og vendte sit Ansigt til at søge Herren og lod udraabe en Faste over al Juda.
0e1404006a	Og Juda samlede sig for at søge Hjælp af Herren; ogsaa af alle Judas Stæder kom de for at søge Herren.
0e14050057	Og Josafat stod i Judas og Jerusalems Forsamling, i Herrens Hus foran den nye Forgaard,
0e140600cb	og han sagde: Herre, vore Fædres Gud! er du ej selv den Gud i Himmelen? ja, du er den, som regerer i alle Hedningernes Riger, og i din Haand er Kraft og Vælde, og der er ingen, som kan bestaa imod dig.
0e14070087	Har du ikke, vor Gud! fordrevet dette Lands Indbyggere fra dit Folk Israels Ansigt og givet det til Abrahams, din Vens, Sæd evindelig?
0e1408004c	Og de have boet derudi og bygget dig en Helligdom deri for dit Navn og sagt:
0e140900d0	Om Ulykke kommer over os, Sværd, Straffedom eller Pest eller Hunger, skulle vi staa foran dette Hus og for dit Ansigt (thi dit Navn er i dette Hus), og raabe til dig i vor Nød, saa ville du høre og frelse!
0e140a00c4	Nu da, se, Ammons Børn og Moab og de fra Sejrs Bjerg, hos hvilke du ikke tilstedte Israel at drage igennem, der de kom fra Ægyptens Land — thi de gik af Vejen for dem og ødelagde dem ikke —
0e140b006c	se, disse betale os det med at komme for at udstøde os af din Ejendom, som du har ladet os indtage til Eje.
0e140c00b8	Vor Gud! vil du ikke holde Dom over dem? thi der er ingen Kraft i os imod denne store Hob, som kommer imod os, og vi vide ikke, hvad vi skulle gøre; men vore Øjne ere vendte til dig.
0e140d005b	Og al Juda stod for Herrens Ansigt ogsaa deres smaa Børn, deres Hustruer og deres Sønner.
0e140e00b5	Men over Jehasiel, en Søn af Sakaria, der var en Søn af Benaja, der var en Søn af Jejel, en Søn af Matthania, Leviten af Asafs Børn, kom Herrens Aand midt iblandt Forsamlingen,
0e140f00d3	og han sagde: Giver Agt, alle I af Juda og I, Indbyggere i Jerusalem, og du, Kong Josafat! saa sagde Herren til eder: I skulle ikke frygte og ikke ræddes for denne store Hob, thi Krigen er ikke eders, men Guds.
0e1410008f	I Morgen skulle I drage ned imod dem; se, de drage op ad Opgangen til Ziz, og I skulle finde dem ved Enden af Dalen lige over for Jeruels Ørk.
0e141100ed	Det skal ikke være eders Sag at stride her, stiller eder hen, bliver staaende og ser, hvorledes Herren frelser eder, o Juda og Jerusalem! I skulle ikke frygte og ikke ræddes, drager i Morgen ud imod dem, thi Herren skal være med eder.
0e1412008d	Da bøjede Josafat sit Ansigt ned til Jorden, og al Juda og Indbyggerne i Jerusalem faldt ned for Herrens Ansigt, at nedbøje sig for Herren.
0e1413007a	Og Leviterne af Kahathiternes Børn og af Koriternes Børn stode op at love Herren, Israels Gud, med overmaade høj Røst.
0e14140100	Og de stode tidligt op om Morgenen og droge ud til Thekoas Ørk; og der de droge ud, stod Josafat og sagde: Hører mig, Juda, og I, Indbyggere i Jerusalem! tror paa Herren eders Gud, saa skulle I være sikre, tror paa hans Profeter, saa skulle I faa Lykke.
0e141500db	Og han raadførte sig med Folket og beskikkede Sangere for Herren, at de skulde love den hellige Majestæt, og, naar de droge ud frem for de bevæbnede, da skulde de sige: Lover Herren, thi hans Miskundhed er evindelig.
0e141600b4	Og den Tid de begyndte med Frydeskrig og Lovsang, lod Herren et Baghold komme over Ammons Børn, Moab og dem fra Sejrs Bjerg, som vare komne imod Juda, og de kæmpede med hinanden.
0e141700cc	Thi Ammons Børn og Moab stode imod Indbyggerne af Sejrs Bjerg for at bandlyse og ødelægge dem; og der de havde gjort Ende paa Indbyggerne af Sejr, hjalp de den ene den anden med at ødelægge hinanden.
0e141800b5	Der Juda var kommen til Bjerghøjden ved Ørken, da vendte de deres Ansigter over imod Hoben, og se, der laa de døde Kroppe, som vare faldne til Jorden, og der var ingen undkommen.
0e141900ef	Og Josafat og hans Folk kom for at røve deres Bytte, og de fandt hos dem i Mangfoldighed baade Gods hos de døde Kroppe og kosteligt Tøj, og de toge for sig, saa de ikke kunde bære det; og de røvede Bytte i tre Dage, thi der var meget.
0e141a008f	Og paa den fjerde Dag forsamledes de i Lovsangsdalen, thi der lovede de Herren; derfor kaldte de samme Steds Navn Lovsangsdal indtil denne Dag.
0e141b00b2	Siden vendte hver Mand af Juda og Jerusalem om, og Josafat fremmerst for dem, for at drage tilbage til Jerusalem med Glæde; thi Herren havde givet dem Glæde over deres Fjender.
0e141c0054	Og de kom til Jerusalem med Psaltre og med Harper og med Basuner op til Herrens Hus.
0e141d006a	Og Frygt for Gud kom over alle Landenes Riger, der de hørte, at Herren havde stridt imod Israels Fjender.
0e141e004e	Saa fik Josafats Rige Hvile, og hans Gud skaffede ham Rolighed trindt omkring.
0e141f00ac	Og Josafat regerede over Juda; han var fem og tredive Aar gammel, der han blev Konge, og regerede fem og tyve Aar i Jerusalem, og hans Moders Navn var Asuba, Silhis Datter.
0e14200070	Og han vandrede i Asas, sin Faders, Vej og veg ikke fra den, idet han gjorde det, som var ret for Herrens Øjne.
0e14210072	Dog bleve Højene ikke borttagne; thi Folket havde endnu ikke rettelig beredet deres Hjerte for deres Fædres Gud.
0e1422009f	Men det øvrige af Josafats Handeler, de første og de sidste, se, de Ting ere skrevne i Jehu, Hananis Søns, Krønike, som er indrykket i Israels Kongers Bog.
0e1423006f	Men derefter forbandt Josafat, Judas Konge, sig med Ahasia, Israels Konge; denne var ugudelig i sine Gerninger.
0e14240072	Og han forbandt sig med ham om at udruste Skibe, som skulde fare til Tharsis, og de udrustede Skibe i Ezion-Geber.
0e142500db	Men Elieser, Dodavas Søn, fra Maresa, spaaede imod Josafat og sagde: Fordi du forbandt dig med Ahasia, har Herren sønderrevet, hvad du har for; da bleve Skibene sønderslagne, og de formaaede ikke at fare til Tharsis.
0e15010079	Og Josafat laa med sine Fædre og blev begraven hos sine Fædre i Davids Stad, og hans Søn Joram blev Konge i hans Sted.
0e15020098	Og han havde Brødre, Sønner af Josafat: Asaria og Jehiel og Sakaria og Asaria og Mikael og Sefatja; alle disse vare Josafats, Israels Konges, Sønner.
0e150300a3	Og deres Fader gav dem mange Gaver af Sølv og af Guld og kostbare Sager, tillige med faste Stæder i Juda; men Riget gav han Joram, thi han var den førstefødte.
0e1504009b	Og der Joram havde overtaget sin Faders Rige og havde befæstet sig, slog han alle sine Brødre ihjel med Sværdet, ja ogsaa nogle af de Øverste i Israel.
0e15050059	Joram var to og tredive Aar gammel, der han blev Konge, og regerede otte Aar i Jerusalem.
0e15060095	Og han vandrede i Israels Kongers Vej, ligesom Akabs Hus gjorde; thi Akabs Datter var hans Hustru; og han gjorde det, som var ondt for Herrens Øjne.
0e150700b7	Dog vilde Herren ikke ødelægge Davids Hus for den Pagts Skyld, som han havde gjort med David, og saaledes som han havde sagt, at han vilde give ham og hans Sønner et Lys alle Dage.
0e1508004f	I hans Dage faldt Edom af fra Judas Herredømme, og de satte en Konge over sig.
0e150900ad	Derfor drog Joram over med sine Øverster og alle Vognene med ham, og han gjorde sig rede om Natten og slog Edom, som var trindt omkring ham, og de Øverste for deres Vogne.
0e150a009e	Dog faldt Edom af fra Judas Herredømme indtil denne Dag; da faldt ogsaa Libna paa samme Tid af fra hans Herredømme; thi han forlod Herren, sine Fædres Gud.
0e150b0072	Han gjorde ogsaa Høje paa Judas Bjerge og forførte Indbyggerne i Jerusalem til at bole, ja han drev Juda dertil.
0e150c00c8	Og der kom en Skrivelse til ham fra Elias, Profeten, hvori han sagde: Saa siger Herren, din Fader Davids Gud: Fordi du ikke har vandret i din Fader Josafats Veje, ej heller i Asas, Judas Konges, Veje;
0e150d00d1	men du har vandret i Israels Kongers Vej og forført Juda og Jerusalems Indbyggere til at bole efter Akabs Hus's Bolerier, og du tilmed har ihjelslaget dine Brødre af din Faders Hus, hvilke vare bedre end du:
0e150e0062	Se, derfor skal Herren slaa dit Folk og dine Børn og dine Hustruer og alt dit Gods med stor Plage
0e150f008c	og dig selv med mange Smerter, ved en Sygdom i dine Indvolde, indtil dine Indvolde gaa ud formedelst Smerten, der skal vare fra Dag til Dag.
0e1510005d	Saa opvakte Herren imod Joram Filisternes Aand og de Arabers, som bo ved Siden af Morianerne.
0e151100d5	Og de droge op i Juda og brøde ind derudi og bortførte alt Godset, som fandtes i Kongens Hus og tilmed hans Sønner og hans Hustruer; og han beholdt ikke en Søn tilovers uden Joakas, den yngste af hans Sønner.
0e15120060	Og efter alt dette plagede Herren ham i hans Indvolde med Smerte, saa at der var ingen Lægedom.
0e151300e8	Og det holdt ved fra Dag til Dag, og ved Enden af det andet Aar, da gik hans Indvolde ud under hans Sygdom, saa at han døde i gruelige Smerter; og hans Folk brændte intet til hans Ære, saaledes som de havde gjort for hans Fædre.
0e151400d2	Han var to og tredive Aar gammel, der han blev Konge, og regerede otte Aar i Jerusalem, og han vandrede saa, at ingen havde Længsel efter ham, og de begrove ham i Davids Stad, men ikke iblandt Kongernes Grave.
0e160100d8	Og Indbyggerne i Jerusalem gjorde Ahasia, hans yngste Søn, til Konge i hans Sted; thi den Trop, som kom med Araberne til Lejren, havde ihjelslaaet alle de første; og Ahasia, Jorams Søn, regerede søm Konge i Juda.
0e16020091	Ahasia var to og fyrretyve Aar gammel, der han blev Konge, og regerede et Aar i Jerusalem, og hans Moders Navn var Athalia, Omris (Søns) Datter.
0e1603005e	Og han vandrede i Akabs Hus's Veje; thi hans Moder var hans Raadgiver til at handle ugudeligt.
