0100000019	ማዢንቲ ማፃኣፔ
122a0b01b4	ዒማና ዒዮቤኮ ጌርሲንሢንታ ጌሮንሢንታ ቤርታ ዒዛ ዔራ ዓሳኣ ቢያ ዒዛ ዖኦጫኒ ሙኬኔ፤ ዬያታ ዒዛኮ ማኣሮይዳ ዒዛና ዎላ ሙኡዚ ሙዒ ዒዛይዳ ናንጊና ናንጋ ጎዳ ሄሊሴ ዶዶ ሜታሢ ዛሎ ዖያያ ማዔሢ ዔርዚ ዒዛ ዶዲሼኔ፤ ዬካፓ ፔቴ ፔቴሢ ቢራና ዎርቄናፓ ኮሾና ዢኢሮ ዒዛም ዒንጌኔ።
122a0c0134	ናንጊና ናንጋ ጎዳ ዒዮቤኮ ጋፒንፆ ናንጎ ቤርታኣስካፓ ዑሣ ዓኣሢ ዓንጄኔ፤ ዬያሮ ዒዮቤኮ ታጶ ዖይዶ ሺያ ማራይ፥ ላሆ ሺያ ጋኣላ፥ ፔቴ ሺያ ዋኣፃ ጌማይ፤ ሃሣ ፔቴ ሺያ ዒንዴ ሃሬያ ዓኣያ ማዔኔ።
122a0d0069	ዬያጉዲ ሃሣ ላንካይ ዓቲንቄና ሃይሦ ዉዱሮ ናይና ዒ ጊንሣ ሾዔኔ።
122a0e00b1	ዒዛኮ ዉዱሮ ናኣቶፓ ቤርታሳዜሎኮ ሱንፆ ዪሚማ፥ ላምዓሳዜሎኮ ቄፂዓ፥ ሃይሣሳዜሎኮ ቄሬንሃፑኬ ጌይ ዒ ጌሤኔ።
122a0f00dc	ዒዮቤ ዉዱሮ ናኣቶጉዲ ሚዛጱሞና ዔያቶ ቤቃ ላኣሊ ዓጪዳ ባኣያ ማዔኔ፤ ዔያቶኮ ዓዴ ዔያቶንታ ጌርሲንሢንታም ቢያ ፔ ሳዖ ፓቂ ፓቂ ዒንጌኔ።
122a1000b2	ዬካፓ ዒዮቤ ፄኤታና ዖይዲታሚ ሌዔ ናንጌኔ፤ ናኣቶኮ ናኣቶ፥ ዴንዲ ዖይዶ ሾይንቲ ሄላንዳኣና ዛጋኒ ዳንዳዔኔ።
122a110041	ሚርጌ ሌዔ ናንጊ ጋርቼስካፓ ዒ ሃይቄኔ።
1300000019	ዓይኑሞ ማፃኣፖ
13010100b1	ፑርቶ ዓሶ ዞሮ ዋይዙዋኣሢ ጎሞ ዓሳ ሃንታ ጎይፆ ሃንቱዋኣሢ ፆኦሲ ባኮ ቦሃ ዓሶና ፔቴ ማዒባኣሢ ዓንጂንቴያኬ።
1301020095	ዬያ ጉዴ ዓሢ ናንጊና ናንጋ ጎዳኮ ዎጎና ዎዛዻኔ፤ ዬያ ዎጎዋ ዋንቶና ሮኦሮና ፔ ዒኖና ማላኔ።
13010300cf	ዒዚ፦ ዎዶና ዎዶና ዓኣፒ ዓኣፓያ ዒላዣኣ ዲኢኑዋያ ዓልቃ ዋኣሢ ዓሽካ ቱኪንቴ ሚሢጉዲ ማዓኔ፤ ዒዚ ማዻ ባካኣ ቢያ ዒዛም ጊኢጋኔ።
130104006f	ፑርቶ ማዻ ዓሳ ጋዓንቴ ያዺቱዋሴ፤ ዢባሬ ፒፂ ዔኪ ዓኣዻ ዲልባጉዲኬ።
130105008c	ዬያሮ ፑርቶ ማዻ ዓሳ ፆኦሲ ዎጎ ዎጋ ኬሎና ቶላዓኬ፤ ጎሞ ዓሳኣ ፂሎ ዓሶ ባኣካ ጴዻዓኬ።
13010600af	ፂሎ ዓሳ ሃንታ ጎይፆ ናንጊና ናንጋ ጎዳ ዔራኔ፤ ፑርቶ ማዻ ዓሶ ጎይፃ ጋዓንቴ ባይሲንታ ባንሢ ዔኪ ዓኣዻያኬ።
1302010057	ዴራ ዓይጎሮ ጉንዱማይ? ዓሳኣ ጌኔ ማዻኒ ዓይጋ ዞርታይ?
13020200b9	ዓጮ ካኣታ ዔቄኔ፤ ዔያቶ ዎይሣ ዓሳኣ ናንጊና ናንጋ ጎዳና ዒዚ ዶኦሚ ካኣታሤ ካኣቲናም ጌኔ ማዻኒ ሂዚ ጌይ ዞርቴኔ፦
130203007f	«ኑና ዔያታ ቱኬ ዓንጎ ዱፆ ቶካፓ ኑ ቲቆም፤ ሱዞዋ ዱኡዚ ኑኡኒ ኬኤሮም» ጌዔኔ።
130204009d	ጫሪንጫ፥ ካኣቱሞ ቤዛ ዴዔሢ ዔያቶ ሚኢጫኔ፤ ዬያ ዔያቶኮ ፓሡዋ ማሊፆ ናንጊና ናንጋ ጎዳ ቶኦቻኔ።
1302050080	ሃካፓ ሴካ ዒዚ ፔ ዻጎና ዔያቶ ጎራንዳኔ፤ ታሞጉዴ ዻጎና ዔያቶ ዒዚ ዒጊቻንዳኔ።
1302060073	«ታኣኮ ዱማዼ ፂዮኔ ዹኮይዳ ታኣኒ ዶኦሜ ካኣቲ ታ ካኣታሤኔ» ጋዓንዳኔ።
13020700bc	«ናንጊና ናንጋ ጎዳ ጌዔ ባኮ ዒላቲ ታ ኬኤዛንዳኔ፤ ዒዚ ታኣም ሂዚ ጌዔኔ፦ ‹ኔኤኒ ታኣኮ ናዓሢኬ፤ ታ ኔና ሃኖ ሾዔኔ፤
13020800a3	ታና ሺኢቄ፤ ዴራ ቢያ ኔ ቢታንቶ ዴማ ዎርቃንዳጉዲ ታ ማሃንዳኔ፤ ዓጪ ማዔ ካራና ቢያ ኔ ዴኔ ማዓንዳኔ።
1302090091	ዓንጊ ኮኦሎና ኔ ዔያቶ ጳርቃንዳኔ፤ ዓጪና ማዢንቴ ሜሄጉዲ ኔ ዔያቶ ጋኣጫንዳኔ›» ጌዔኔ።
13020a0072	ዒንሢ፥ ካኣታ ማሊ ጶቂሡዋቴ፤ ዒንሢ፥ ዓጮ ዎይሣ ዓሳ ዒንሢና ዔሩዋቴ።
13020b008e	ናንጊና ናንጋ ጎዳም ዒጊቹሞና ማዹዋቴ፤ ጎጋይቂ ጎጋይቂያኣ ዒዛ ቢታንቶ ዴማ ዎርቁዋቴ።
13020c00e4	ዻጋ ዒዛኮ ዔኤታንዳሢኮ ቤርታ ዒንሢያ ዒ ባይዙዋንቴ ቤርታ ጎጋይቂ ጎጋይቂ ናዓሢም ዳዲ ባዑዋቴ፤ ዒዛ ፑኖ ካይዚ ማሃዞንሢ ቢያ ዓንጂንቴያኬ።
13030100bb	ማኣዶሮ ጉቴና ሺኢቂንቴ ሺኢጲሢ ናንጊና ናንጋ ጎዳሢዮ! ሞርካ ታኣኮ ዎዚ ሚርጌዖ! ዓኣፒኒ ዓሲ ታ ዑፃ ፑርቱሞና ዔቄዖ!
1303020067	ሜርጌ ዓሳ፦ «ፆኦሲ ዒዛ ዓውሲንዱዋሴ» ጌይ ጌይ ታ ዛሎ ጌስታኔ።
1303030097	ናንጊና ናንጋ ጎዳሢዮ! ኔኤኒ ታኣኮ ጊቲማሢኬ፤ ታ ባሻንዳጉዲ ማሂ ቦንቾ ታኣም ዒንጌሢ ኔናኬ።
13030400a9	ታኣኒ ዑኡዞ ዼጊዲ ናንጊና ናንጋ ጎዳ ባንሢ ዒላታኔ፤ ዒዚያኣ ፔኤኮ ዱማዼ ዹኮ ዑፃ ማዒ ታ ዒላቶ ዋይዛኔ።
130305009a	ታ ላሃኔ፥ ጊንዓኔ፤ ናንጊና ናንጋ ጎዳ ዋንቶ ቢያ ታና ካፔሢሮ ጊንዓስካፓኣ ጊንሣ ታኣኒ ጴጫኔ።
130306005f	ዓጮ ታኣኮ ማንጊ ዓኣ ፓይዲንቱዋ ታ ሞርኮ ታኣኒ ዒጊጩዋሴ።
13030700a9	ናንጊና ናንጋ ጎዳሢዮ! ዔቄ! ታ ፆኦዛሢዮ! ሙኪ ታና ዓውሴ! ታ ሞርኮኮ ባንጋሎ ሜንሤ፤ ዓጮዋ ዔያቶኮ ኬይሴ።
1303080077	ዓሲ ዓውሳይ ናንጊና ናንጋ ጎዳኬ፤ ፆኦሲዮ! ዓንጃ ኔኤሲ ኔ ዴሮም ማዖንጎ።
1304010104	ፆኦሲ ጉሙርቂ ሺኢቂንታ ሺኢጲሢ ታኣኮ ፂሎ ፆኦዛሢዮ! ታኣኒ ዔኤላ ዎዶና ታኣም ዬሄ፤ ሚርጌና ታ ዋኣያ ዋኣዪፆፓ ታና ሃውሺሴ፤ ታና ማኣሬ፥ ሺኢጲፆዋ ታኣሲ ዋይዜ።
13040200de	ዒንሢ፥ ሃይ ዓሳ ዎማ ሄላንዳኣና ታና ዒንሢ ቶኦቻይ? ዓይዴ ሄላንዳኣና ፓሡዋ ባኣዚ ዒንሢ ናሽካይ? ዎማ ሄላንዳኣናዳዖ ሉኡዙሞ ዒንሢ ኮዓሢ?
13040300b5	ናንጊና ናንጋ ጎዳ ጉሙርቂንታ ዓሶ ፔኤም ማሂ ዶኦሬሢ ዔሩዋቴ፤ ዬያሮ ታኣኒ ዒዛ ሺኢቃ ዎዶና ዒዚ ታኣም ዋይዛኔ።
1304040099	ዎዚ ዒንሢ ዻጋዼቴያ ጎሜ ማዺፖቴ፤ ዒንሢ ላሃ ቤዛ ዓኣዖ ዚቲ ጌይ ዒኖ ዒንሢኮ ኮሺ ማሂ ዛጉዋቴ።
1304050072	ናንጊና ናንጋ ጎዳም ፒዜ ማዔ ዒንጎ ባኣዚ ሺኢሹዋቴ፤ ዒዛ ጉሙርቁዋቴ።
13040600ac	«ዓይጌ ኑና ኮሺ ባኣዚ ዻዋንዳይ?» ጋዓ ዓሳ ሚርጌኬ፤ ናንጊና ናንጋ ጎዳሢዮ! ኔ ዓኣፖ ካሮ ፖዓ ኑኡም ፖዖንጎ
1304070084	ሜሌ ዓሳ ሃኣኮንታ ዎይኖ ዓኣፖዋ ዴንቃዖ ዎዛዻ ዎዛፓ ኔኤኒ ታ ዒኖ ዎዛሴሢ ባሼኬ።
13040800a2	ናንጊና ናንጋ ጎዳሢዮ! ኮሺ ናንጊ ታና ናንጊሻሢ ኔናታሢሮ ሂርጋ ባኣያ ታ ላሃኔ፥ ጊንዒያ ታ ጊንዓኔ።
13050100b5	ፆኦሲ ማኣዳንዳጉዲ ሺኢቂንታ ሺኢጲሢ ናንጊና ናንጋ ጎዳሢዮ! ታ ዑኡዞ ዋይዜ፤ ጋርሲና ታ ዚኢሊንቲ ጋዓ ባኮ ዔኬ።
130502008f	ታ ካኣቲዮ፥ ታኣኮ ፆኦዛሢዮ! ታ ኔና ሺኢቃሢሮ ታና ኔ ማኣዳንዳጉዲ ታ ዒላታ ዒላቶ ዋይዜ።
13050300a0	ናንጊና ናንጋ ጎዳሢዮ! ጉቶ ጉቶ ታ ሺኢቃ ሺኢጲፆ ዋይዜ፤ ኔኤኒ ታኣም ዎዚ ጋዓቴያ ጉሙርቂ ታ ካፓኔ።
130504007c	ኔኤኒ ፑርታ ማዾና ዎዛዻ ፆኦሲቱዋሴ፤ ፑርቶ ማዻ ዓሳኣ ኔኤና ዎላ ናንጉዋሴ።
130505006a	ዖቶርቃ ዓሳ ኔ ቤርታ ዔቁዋሴ፤ ፑርቶ ማዻ ዓሶዋ ቢያ ኔኤኒ ዒፃኔ።
1305060084	ሉኡዙሞ ጌስታ ዓሶ ቢያ ኔ ባይዛኔ፤ ዓሲ ዎዻ ዓሶንታ ጌሻ ዓሶዋ ኔኤኒ ሻኣኪንታኔ።
13050700b4	ታኣኒ ጋዓንቴ ኔኤኮ ዼኤፖ ማኣሪፆና ኔ ማኣሪ ጌላንዳኔ፤ ኔኤም ዱማዼ ጌኤዦ ማኣሮ ባንሢያ ቦንቾና ታ ዚጋንዳኔ።
13050800b4	ናንጊና ናንጋ ጎዳሢዮ! ታኣኮ ሚርጌ ሞርኬ ዓኣሢሮ ኔ ፂሉሞና ኔኤኒ ታና ዔኪ ዓኣዼ፤ ኔ ጎይፆዋ ኔኤኒ ታኣም ኮሼ።
13050900e9	ዔያታ ጌስታ ጌኤዞይዳ ጎኑሞ ባኣሴ፤ ማሊፆ ዔያቶሲዳ ጌኔ ኩሜያኬ፤ ቆርጫ ዔያቶሲ ሲንሢንቲባኣ ዱኡፒ ዔቴጉዲኬ፤ ዻንጋ ዔያቶሲያኣ ዓሲ ጌሻያኬ።
13050a00b1	ፆኦሲዮ! ዔያቶ ዒንሢ ዻቢንቴያኬ ጌዔ፤ ጌኖ ማዻ ዔያቶሲ ዔያቶ ባይዞንጎ፤ ዔያቶኮ ጎማ ሚርጌሢሮ ዔያቶ ባይዜ።
13050b00e6	ኔና ፑኖ ካዮ ማሃዞንሢ ቢያ ዎዛዾንጎ፤ ናንጊና ዔያታ ዒላሾንጎ፤ ሱንፆ ኔኤኮ ናሽካ ዓሳ ቢያ ዒናፓ ዎዛዻንዳጉዲ ኔኤኒ ዔያቶኮ ጊቲማ ማዒ ካፔ።
13050c0098	ናንጊና ናንጋ ጎዳሢዮ! ኔኤኒ ፂሎ ዓሶ ዓንጃኔ፤ ኔኤኮ ሚጪንቲፆና ጊቲማ ማዒ ኔ ዔያቶ ዓውሳኔ።
13060100b3	ሜቶ ዎዴና ሺኢቂንታ ሺኢጲሢ ናንጊና ናንጋ ጎዳሢዮ! ኔ ዻጎና ታና ጎሪፖ፤ ኔኤኮ ታሞጉዴ ዻጎና ታጊዳ ሜቶ ዓጊፖ።
13060200a0	ናንጊና ናንጋ ጎዳሢዮ! ታኣኒ ላኣፓታሢሮ ታና ሚጪንቴ፤ ሜጌፃ ታኣኮ ኮልኮልቄሢሮ ሃዳራ ታና ዓውሴ።
13060300a8	ናንጊና ናንጋ ጎዳሢዮ! ሼምፓሢ ታኣኮ ጉቤ ካራ ባይዚ ሜታዼኔ፤ ኔኤኒ ማኣዱዋዖ ዴዓሢ ዎማ ሄላንዳኣናዳይ?
1306040088	ናንጊና ናንጋ ጎዳሢዮ! ጊንሣ ማዒ ታና ዓውሴ፤ ኔኤኮ ናንጊና ናንጋ ናሹሞና ታና ፓሤ።
1306050084	ሃይቄ ዓሶይዳፓ ኔና ማሊ ጶቂሣይ ባኣሴ፤ ዱኡኪንቴ ቤዛ ዓኣዖ ኔና ጋላታይ ዖናዳይ?
13060600b6	ዖዪፆ ሚርጊፆፓ ዔቄያና ታኣኒ ላቤኔ፤ ዬኤፓ ታኣኮ ሚርጌሢሮ ዋንቶ ሻኣላ ታኣኮ ዎዓኔ፤ ኬራኣ ታኣኮ ማስኪንታኔ።
13060700a0	ታ ሞርኮኮ ማኪፃፓ ዔቄያና ሚርጌ ታ ዬኤኬሢሮ ዓኣፓ ታኣኮ ዴይ ዔቴኔ፤ ዴንቃኒያ ታኣኒ ዳንዳዑዋሴ።
130608008c	ናንጊና ናንጋ ጎዳ ዬኤፖ ዒላቶ ታኣኮ ዋይዜሢሮ ዒንሢ ፑርቶ ማዻ ዓሳ ታ ኮራፓ ባይቁዋቴ!
1306090076	ናንጊና ናንጋ ጎዳ ሺኢጲፆ ታኣኮ ዋይዜኔ፤ ታ ሺኢቄ ሺኢጲፆዋ ዒዚ ዔኬኔ።
13060a0083	ሞርካ ታኣኮ ቢያ ቦርሲንታንዳኔ፤ ማሊባኣዖ ዻውሲንቲ ጊንሢም ዔያታ ጳሽካንዳኔ።
13070100f4	ፒዚ ዎጌ ዎጊንታንዳጉዲ ሺኢቂንቴ ሺኢጲሢ ናንጊና ናንጋ ጎዳ ማዔ ታ ፆኦዛሢዮ! ኔኤኒ ታኣኮ ዓኣሺንቲ ቶሎ ካያሢኬ፤ ታና ዳውሳ ዓሶ ቢያሢፓ ማኣዲ ዓውሴ።
13070200b6	ኔኤኒ ዬያይዲባኣያ ማዔቴ ዔያታ ታና ዓዳ ዞቢጉዲ ሾኦላንዳኔ፤ ዓውሳ ዓሲባኣ ቤስካ ዳርዚ ታና ዔያታ ላኣላንዳኔ።
130703014a	ናንጊና ናንጋ ጎዳ ማዔ ታ ፆኦዛሢዮ! ፔቴ ዓሲምታዎ ፑርታ ባኣዚ ታ ማዼቴ ታ ላጋሢ ታኣም ማዼ ኮዦ ባኮ ዛሎ ፑርታ ማዺ ታ ማሄቴ ታ ሞርካሢ ዚቲ ጋዓዖ ታኣኒ ቡሬያ ማዔቴ ዬያ ባኮ ቢያይዳፓ ፔቴማታዎ ታ ማዼያታቴ፥
1307050094	ታ ሞርካሢ ዳውሲ ታና ዓርቆንጎ! ሲላሎይዳ ኮላሲ ቦንቾ ታኣኮ ባይዞንጎ፤ ዒዚ ታና ዎዎዾንጎ።
13070600cb	ናንጊና ናንጋ ጎዳሢዮ! ኔ ዻጎና ዔቄ፤ ታ ሞርኮኮ ዻጎ ኔኤኒ ባይዜ፤ ዎጋ ፒዜ ማዓንዳጉዲ ኔኤኒ ዓይሤ ጎይፆና ታና ማኣዳኒ ዔቄ።
1307070057	ሜሌ ዴሮ ኔ ባንሢ ቡኩሲ ዑፃ ዔያቶኮ ካኣቲ ማዒ ዎይሤ።
13070800d8	ናንጊና ናንጋ ጎዳ ሜሌ ዴሮ ዑፃ ዎጋኔ፤ ናንጊና ናንጋ ጎዳሢዮ! ታ ፂሉሞጉዴያ ታኣም ዎጌ፤ ዼኤፖ ፆኦዛሢዮ! ታ ፒዙሞጉዴያ ታኣም ዒንጌ።
13070900a3	ዓሲኮ ዒኔና ማሊሢና ዛጋ ፂሎ ፆኦዛሢዮ! ፑርቶ ዓሶኮ ዋይዞ ዒፂፆ ባይዜ፤ ፂሎ ዓሶ ጋዓንቴ ኔኤኒ ካፔ።
13070a0062	ታኣኮ ጊቲማሢ፥ ዼኤፖ ፆኦዛሢኬ፤ ዒኖ ፒዜ ዓሶ ዒዚ ዓውሳኔ።
13070b0063	ፆኦሲ ፂሎ ዎጌ ዎጋያኬ፤ ዻጎዋ ፔኤሲ ኬላ ኬላ ፔጋሲ ዻዋያኬ።
13070c0094	ዓሲ ፔኤኮ ጎሞ ቡኡፂ ሃሹዋያ ማዔቴ ዒዚ ጬንቾ ዓፓሮ ፔኤሲ ዋርቃኔ፤ ሂኢዦዋ ፔኤኮ ዓኣሣኔ።
13070d006f	ዒዚ ፔኤኮ ዎዻ ዖሎ ዓንጋሞ ኮሻኔ፤ ታሚጉዲ ዔኤታ ሂኢዦዋ ጊኢጊሻኔ።
13070e005d	ፑርቱሞ ማሊ ማሊ ዓኣ ዓሲ ጌኔ ማዾ ጎጳዺ፥ ሉኡዙሞ ሾዓኔ።
13070f0062	ሜሌ ዓሲም ኬሴ ዔቴ ቦኦካ ዓሲ ዬያ ዒ ቦኦኬ ዔታ ፔኤሮ ጌላኔ።
130710006c	ዒዚ ማዼ ጌኖ ማዻ ዒዛም ማዓኔ፤ ዒ ማዼ ፑርቶ ባካ ዒዛ ቶኦካ ኬዳኔ።
13071100ad	ናንጊና ናንጋ ጎዳኮ ፂሉሞሮ ታ ዒዛ ጋላታንዳኔ፤ ዼኤፖ ፆኦዛሢ ሱንፆ ቦንቺ ጋላታ ዓይኑሞ ታ ዓይናዻንዳኔ።
13080100f1	ፆኦሲ ዼኤፑሞና ዓሲኮዋ ቦንቾ ናንጊና ናንጋ ጎዳ ማዔ ኑ ፆኦዛሢዮ! ሱንፃ ኔኤኮ ሳዖ ቢያይዳ ዼኤፒ ዔርቴያኬ። ኔኤኮ ቦንቻኣ ጫሪንጮኮ ዑፃ ማዒ ዼጌኔ።
1308020090	ኔ ሞርኮኮ ዻንጎ ባይዛኒ ዻኮ ናኣቶንታ ዻንፆ ዻንቃ ናኣቶንታ ኔና ጋላታንዳጉዲ ኔ ማሄኔ።
130803007f	ኔ ማዤ ጫሪንጮ ታ ዛጋኣና ፔ ቤዛ ቤዛ ኔኤኒ ጌሤ ዓጊኖንታ ዦኦጋሢንታ ታ ዛጋኣና
1308040095	ኔ ማሊ ጶቂሣንዳጉዲ ዓሲንሢ ዓይጎ ባኣዚዳይ? ሃሣ ኔ ዔያቶ ዛሎ ማላንዳጉዲ ዓሲ ዓይጌንዴዳይ?
1308050089	ኪኢታንቻ ዓኣ ጎይፃፓ ዻካሮ ኔ ዔያቶ ኬይሴቴያ ቦንቾና ዼኤፑሞና ኔ ዔያቶም ዒንጌኔ።
1308060092	ኔ ማዤ ባኮኮ ቢያ ዑፃ ማሂ ዔያቶ ኔኤኒ ዶኦሬኔ፤ ቢያ ባኮ ዔያታ ዎይሣንዳጉዲ ኔኤኒ ማሄኔ።
1308070043	ማራቶንታ ባኣቶንታ፥ ካዮ ቦዖዋ ዓይሱዋዖ
1308080097	ጫሪንጮ ካፖንታ ባዞ ሞላሢንታ ባዞ ዋኣፆ ዴማ ናንጋ ባኮ ቢያ ዔያታ ዎይሣንዳጉዲ ኔኤኒ ማሄኔ።
130809007e	ናንጊና ናንጋ ጎዳ ማዔ ኑ ፆኦዛሢዮ! ሱንፃ ኔኤኮ ሳዖ ቢያይዳ ዼኤፒ ዔርቴያኬ።
13090100d9	ፒዜ ዎጋያ ማዔ ፆኦሲም ሺኢካ ጋላታ ናንጊና ናንጋ ጎዳሢዮ! ጉቤ ዒናፓ ታ ኔና ጋላታኔ፤ ኔኤኮ ዲቃሢ ሄርሺሳ ማዾ ዛሎ ቢያ ታኣኒ ኬኤዛኔ።
1309020098	ኔኤና ዔኤቢ ታኣም ኮሽካሢሮ ታ ዎዛዻኔ፤ ዼኤፖ ፆኦዛሢዮ! ኔ ሱንፆ ጋላታ ዓይኑሞና ታ ሄርሻኔ።
1309030096	ኔኤኒ ፔጋዺ ጴዻኣና ታ ሞርካ ጊንሢም ማዓንዳኔ፤ ዹቂንቲ ሎኦሚ ኔ ቤርታፓ ዔያታ ባይቃንዳኔ።
130904009b	ኔኤኮ ካኣቱሞ ዖይቶይዳ ኔኤኒ ዴዒ ፒዜ ዎጌ ዎጋያኬ፤ ታ ጌኤዞዋ ጌስቲ ፒዜና ኔ ታኣም ዎጋንዳኔ።
130905009b	ሜሌ ዴሮ ኔኤኒ ጎሬኔ፤ ፑርቶ ማዻ ዓሶዋ ኔ ባይዜኔ፤ ሱንፆዋ ኔ ዔያቶኮ ናንጊና ዲርካቺ ባይዜኔ።
13090600ae	ሞርካ ኑኡኮ ናንጊና ባይቄኔ፤ ካታሞዋ ኔ ዔያቶኮ ዶይሲ ጋፒሴኔ፤ ማሊ ዔያቶ ጶቂሦ ባኣዚ ባኣያ ማዒ ባይቄኔ።
13090700a3	ናንጊና ናንጋ ጎዳ ጋዓንቴ ካኣታዺ ናኣናና ናንጋኔ፤ ካኣቱሞ ዖይቶዋ ዒኢካ ዴዒ ዎጋኒ ዒዚ ጊኢጊሼኔ።
1309080068	ዓጮም ዒዚ ፂሉሞና ዎጋንዳኔ፤ ሜሌ ዴሮዋ ፒዙሞና ዒ ዎይሣንዳኔ።
1309090098	ናንጊና ናንጋ ጎዳ ሄርቂንቲ ዎርቃ ዓሶም ፑኖ ካይዚኬ፤ ሜታሢ ዎዶና ዼጌ ቤዞ ማዒ ዒዚ ማኣዳኔ።
13090a008c	ሱንፆ ኔኤኮ ዔራ ዓሳ ኔና ጉሙርቃኔ፤ ናንጊና ናንጋ ጎዳሢዮ! ኔና ኮዓ ዓሶዋ ኔ ሃሹዋሴ።
13090b00b5	ፂዮኔይዳ ናንጋ፥ ናንጊና ናንጋ ጎዳም ጋላታ ዓይኑሞ ዓይናዹዋቴ! ዒዛኮ ዲቃሢ ሄርሺሳ ማዾዋ ዴሮ ባኣካ ኬኤዙዋቴ!
13090c0075	ሱጉፆ ማሃሢ ዔያቶም ማሌኔ፤ ሄርቂንቲ ዎርቃ ዓሶኮ ዒላቶ ዒዚ ዋሊባኣሴ።
13090d009f	ናንጊና ናንጋ ጎዳሢዮ! ታኣኮ ሞርካ ታና ሜታሳ ሜቶ ዛጌ! ታኣም ሚጪንቴ! ሃይቦ ቤዛፓኣ ዔኪ ታና ማሄ።
13090e00b2	ዬያ ኔኤኒ ታኣም ማዼቴ ፂዮኔይዳ ዓሳ ቡካ ቤዛ ዼጊዲ ታ ኔና ጋላታንዳኔ፤ ኔኤኒ ታና ዓይሴሢሮዋ ታ ዎዛዻንዳኔ።
13090f008b	ሜሌ ዴራ ፔ ቦኦኬ ዔታ ፔኤሮ ሎኦሜኔ፤ ዔያታ ዓኣቺ ፒሬ ፒራሢዳ ቶካ ዔያቶኮ ዓዺንቴኔ።
1309100097	ናንጊና ናንጋ ጎዳ ፒዜ ዎጊሢና ዔርቴያኬ፤ ፑርቶ ማዻ ዓሳ ፔኤኮ ፑርቶ ማዾ ፒራሢና ዓዺንቴኔ።
130911008b	ፑርቶ ማዻ ዓሳ ሃይቄ ዓሶ ዓጮ ዴንዳንዳኔ፤ ፆኦሲ ዋሊ ሃሻ ዓሳኣ ቢያ ዒማዒ ማዓንዳኔ።
130912009e	ሜታዻ ዓሳ ጋዓንቴ ቢያ ዎዴ ዋሊንቲንዱዋሴ፤ ማንቆ ዓሶኮ ሃጊ ማዓ ዎዛኣ ናንጊና ጉሪ ማዒ ዓቱዋሴ።
13091300aa	ናንጊና ናንጋ ጎዳሢዮ! ዓሲ ፔ ዶዱሞና ኔጊዳፓ ዑሣ ዎልቃዻንጉዲ ማሂፖ፤ ኔኤኒ ዔቄ፥ ሜሌ ዴሮ ዑፃ ኔ ዎጌ።
13091400a2	ናንጊና ናንጋ ጎዳሢዮ! ዲቃሣ ባኣዚ ዔያቶ ዑፃ ኬይሴ፤ ዔያታ ዓሲ ማዒ ማዢንቴሢያ ኔኤኒ ዔያቶ ዔርዜ።
130a010090	ናንጊና ናንጋ ጎዳሢዮ! ዓይጎሮ ኔኤኒ ሃያይዲ ሃኪ ዔቄይ? ሜታሢ ዎዶና ዓይጋ ኔ ዓኣሺንታይ?
130a0200a7	ፑርቶ ማዻ ዓሳ ዖቶርቃኔ፥ ማንቆ ዓሶዋ ዔያታ ዳውሳኔ፤ ሜሌ ዓሶም ዔያታ ፒራ ፒራሢዳ ፔኤሮ ዓዺንቶንጎ።
130a0300d5	ፑርቶ ዓሳ ፔኤኮ ፑርቶ ዓፁሞና ሄርሺንታኔ፤ ዔኤቢ ጊዴኔ ጎዑዋ ጎጋይቂ ሺራ ዓሶ ዔያታ ዓንጃኔ፤ ናንጊና ናንጋ ጎዳ ዔያታ ጫጫሽካኔ።
130a040087	ፑርቶ ማዻ ዓሳ ፆኦሲ ዔኤቢኬ ጎዑዋሴ፤ ዔያታ ፔ ዖቶርሙሞና ፆኦሲ ባኣሴ ጌይ ማላኔ።
130a0500a8	ፑርቶ ዓሶም ዔኤቢ ቢያ ዎዴ ጊኢጋኔ፤ ፆኦሲ ዎጎ ዔያታ ዔራኒ ዳንዳዑዋሴ፤ ዬያሮ ዒዚ ፔ ሞርኮ ሚሚኢጫኔ።
130a060098	ዔያታ ፔ ማሊፆና፦ «ኑና ዓጊሣንዳይ ባኣሴ፤ ዓይጎ ሜታኣ ባኣያ ቢያ ዎዴ ኑ ዎዛዻንዳኔ» ጋዓኔ።
130a0700a7	ዔያታ ጌስታ ጌኤዞይዳ ጋዳማንታ ሉኡዙሞንታ ዚርቂሢያ ኩሜያኬ፤ ጌኔ ባኣዚንታ ፑርቱሞዋ ዔያቶ ዻንጋኬ።
130a0800bf	ጉርዶኮ ጎይፆ ዓጫ ካቲ ዔያታ ዴዓኔ፤ ፂሎ ዓሶዋ ዉቱንቃ ካርካ ዔያታ ዎዻኔ፤ ዓኣፓ ዔያቶኮ ማንቆ ዓሶ ፑርቱሞና ዛጋኔ።
130a0900c1	ካይዚዳ ናንጋ ዞቢጉዲ ዓኣሺንቲ ዔያታ ዴዓኔ፤ ማንቆ ዓሶ ዓርቃኒ ዒኢካ ካታኔ፤ ዔያቶኮ ፒራሢና ዓይሢ ጎቺ ዔያታ ዔካኔ።
