2800000005	Matta
2c01070079	Ndanggǝn kanda, “Faara katenggǝn ndǝna tǝ sǝsǝmnda ǝna ɓengya, amma fǝrang ngwanda kwaman sǝndǝghǝn kun wa.
2c010800ec	Amma a ɓad Sǝsǝna tǝ Pǝɗǝnda aten nun ɓa kun nagha ndǝn tǝ yid nun, nun a wal sǝsǝmnda na a pǝr laɓar na nun a fiya ko a yanggi ni a Urshalima, tǝ chehweed Yahudiya, tǝ Samariya ɗǝgha ta mii ngwala ƙǝshiirha ɗǝ.”
2c0109006f	A kwasamadɗi thlǝknǝn ǝngginiya, tǝrang ngganda talara sǝ, kanda a ƙǝlang nda, timngga hu hashmbe ɗǝ.
2c010a009b	Nana nda a tutuk yirha talara ɗǝ ka a naghǝn nda. Kula sǝndǝ ndan sǝ kǝla nda hai nafiya sǝri tǝ lukkya fa pǝpet ƙǝƙǝt nagha a pathlang ndan.
2c010b00dd	Ndangganda kanda, “Nafiya Nggalili, kama na nun ƙǝƙǝt a ƙǝlarha talara ɗǝ? Yeeso tǝrang nda ma kun ɗǝnda tǝghǝn talara ɗǝ. A fara sǝmǝn ƙǝm ƙǝla nanun ndǝn a wiirha, nǝn a nggǝr wutta ɓa kee!”
2c010c008d	Fa thlǝngya Yeeso na nda a wumnda ɗǝfya Dzaitun katǝrana ǝnɗa hai ya, wuɗa nda Urshalima ɗǝ na iundǝghǝn takh ɗǝ a sǝl mel tal.
2c010d012d	Tǝrgha kya nda hu ƙǝnɗa ɗǝ tǝnna nda aten shadghǝn nana nda sǝ tǝ tsaurha. Kulo thlǝm nafini ya na a mbǝɗi: Mbiturus, tǝ Yahaya, tǝ Yakubu, tǝ Andrawus, tǝ Filibus, tǝ Toma, tǝ Mbatalomi, tǝ Mattiyu, tǝ Yakubu wan Halfa, tǝ Siman (tǝsǝrǝk chehweedghǝn) tǝ Yahuda wan Yakubu.
2c010e007d	Wuma nda hai heu na nda naarha hwan Faara, tǝ fingya nishya hangga, heu tǝ Mairamu man Yeeso, tǝ wan mangya Yeeso hǝshya.
2c010f0078	Na farɗa sǝ wumna fatakkwaya Yeeso hai takh nda a sǝl haru tǝ kumnggit sǝri, tǝrgha Mbiturus thliigha sǝ ndaagha:
2c011000e9	“Wan manggina, kamɗǝ a lǝghǝdgha ˈya ndana ɗeleewar Faara aten Yahuda, ɗǝgha ɗǝ tǝ fa ƙǝla Ƙǝn Faara ha na manggǝn ka a ƙǝsang ngganda Yeeso. ˈWad Sǝsǝna tǝ Peɗǝnda thlǝkƙǝn ƙǝtǝm a mii Kutǝra Ndauda.
2c01110050	Yahuda nǝghǝn tal ahur nǝm, yi wurna nda ka ǝna tar ɗa nǝm ya tǝghǝn.”
2c01120094	(Yahuda hiiɗǝ heerha tǝ wuɗǝɓǝl ɗi thlǝnǝn ka thlǝrɓuyidghǝn, mukka hai tǝ man tenggǝn, ɗalthgha hurghǝn kyagha haɗighǝn ƙǝshi.
2c0113009e	Laɓar mǝrrǝghǝn welɗa ɗǝ ƙǝkar a fiya heu na a Urshalima, ɗǝfang thlǝma nda mbǝɗi tǝ mii Aramaya “Akeldama,” ndaarha ni “Pǝpal Fara.”)
2c011400e4	Ɗǝgha Mbiturus mbeeɗǝ tǝ ndaarha, ƙǝsǝr nǝghǝn chichireethlee hai hu ɗeleewar Dzabura tǝ ndaarha, “Ngwa tsauka wurighǝn kwadwure; ko niifa ahurghǝn tǝ tsaurha tǝ kǝm, Ngwa tǝrangga niifa pak mamnggitghǝn.”
2c0115009c	“Tsaunǝn kee, tǝtani a wur niifa nǝm na a tsaurha a mbǝd Yahuda. Tǝtani ƙǝm niifa ni na narha tǝ ƙǝm ka a sayidɗi heu nanǝm tǝ Chinǝm Yeeso.
2c011600d7	Ka a farɗi ǝnang na Yahaya mbaptisǝma ta ɓagha farɗa ɓa tǝrangna nda ma thlǝman nǝm ɗǝnda tǝghǝn talara ɗǝ. Kala niifa wur nǝm nǝn a wum teena tǝ ƙǝm hu pǝr laɓar thlid Yeeso sǝ ahu mǝrra.”
2c01170062	Aah thlǝm nafiya nda sǝri: Yisufu na thlǝmnggǝn Mbarsaba na nda aarha ƙǝm Yustus tǝ Mattes.
2c01180098	Tǝrgha hwan Faara nda aten niifa kamngga a wura nda, ndaa nda, “Chinǝm sa sǝngga hur nafiya heu, ahur nafini sǝri ya kyaɗang yanɗi kan wur nana,
2c0119007e	a tsauka tǝ thlǝndǝwa a meghed Yahuda tǝ thlǝrɓu ahu tar wa, ƙǝsǝr karɗǝ kan fa ɗǝgha mbǝɗaɗǝ kamangga fa.”
2c011a0063	Tǝrgha ǝna wura nda aten ndan, wur Mattes nda tsauka tǝ thlǝnda Yeeso tǝ fingya na kumkap tal.
2c02010056	A far wutsǝfayirha na nda aarha pentikos, wumngga fatakkwaya Yeeso hai a mbǝrha tal.
2c02020085	Kula sǝndǝndan sǝ sǝk fad ˈya nda a riirha ƙǝla ɓereu ˈyaara a fǝrakh amshi hai lǝɗanggǝn wuriɗi nana nda sǝ tsǝtsau.
2c02030073	Tǝrgha na ˈya nda kǝla sheneu waarha kyagha sǝ a pathlang ndan a ndǝkrhaɗe tǝ kǝm tǝrgha ten nggindan hai.
2c020400b2	Lǝɗangga Sǝsǝna tǝ Pǝɗǝnda kanda heu tǝ kǝm katǝrang ngganda ndikrha hai tǝ fingya miiya ɗǝɗamǝn-ɗǝɗamǝn, kala yanɗi fǝrangna Sǝsǝna tǝ Pǝɗǝnda kanda.
2c02050062	Yahudaya na a tǝrǝm Faara, ɓagha ɓa ahu chehweeya ɗǝɗamǝn na nda ahu Urshalima a sayidɗi.
2c020600e1	Sǝk na fiya wumngga hai riirha ǝnɗi kee, tǝrgha ɗaa nda ɓa ka ɓa nda na ǝnɗi katǝragha hai. Ƙǝsangga ǝnwulteena kanda ƙǝsǝr ko wunni sǝkɗǝ kanda a ndikrha tǝ miiyi ndan a mii fatakkwaya hangga wumngga hai.
2c0207005a	Əna ǝnwulteena nda, tsakhmee nda, “Nafini heu naa a ndikrha ya, mbǝ Nggalilaya ni wa?
2c02080049	Ƙǝƙǝn ƙǝm kowunni ahur nǝm a sǝk ˈya nanda ndikrha tǝ miighǝn?
2c02090098	Kulo kan kǝm ya Fartiyaya, tǝ Mediyaya, tǝ Elamayaya, tǝ nafiya chehweed Mesofotamiya, tǝ Yahudaya, tǝ yi Kafadokiya, tǝ yi Fantus, tǝ yi Asiya,
2c020a0088	tǝ yi Firijiya, tǝ yi Famfiliya, tǝ yi Masar, tǝ kǝm yi na tsau tǝ chehweed Libiya ɗǝgha Sayirin ɗǝ. Rongya ɓagha ɓa a Roma,
2c020b00b2	Yahudaya tǝ kǝm fingya kyahargha hai na takkwa Yahudaya Kǝrǝstaya, tǝ Laraɓaya. Ƙǝm heu sǝkɗǝm nafiniya a ndikrha tǝ mii nǝm aten ǝngya na mǝmanggǝn ǝnana Faara!
2c020c0059	Kanda heu na ǝnwulteena nda tsangga teena kanda, tsahang mee nda fandan, Tur mani ya?”
2c020d006c	Amma fingya na ahur fiya wumngga hai na nda a waa farha ndaa nda, “Kanda heu tǝrangna mbaala kanda in!”
2c020e00f4	Tǝrgha Mbiturus thliighasǝ tǝ fathlǝngya kum kab talɗi, tǝranggǝn uradghǝn sǝ ndanggǝn fiya wumngga hai, “Kun heu kaama thlǝmaarha hai ngga, wanmanggina Yahudaya tǝ fingya na tǝ tsaurha a Urshalima! A sahad ɗun aten ǝnɗiya wa.
2c020f0095	Fingya ahur nun a ndaarha nafiniya tǝrang mbaala kanda teena. Mbǝ ƙǝkafek ni wa! Tsar ni ˈwan ya. Mbǝ mbaala tǝrang fiya teena a tsar kiya wa.
2c02100049	Awo, ˈya nanun a tsar ɗiya ˈwad annabi Djoyel thlǝkƙǝn ƙǝtǝm.”
2c021100f2	“‘Ndagha Faara, a mii ngwala ƙǝshiirha, niya fǝrang Sǝsǝnna fiya heu. Wangginun nda hǝshya tǝ nishya na nda a thlǝk ˈya ndana Faara, Wundǝlayi nun na nda a na ǝngya kyaɗang ni kanda, Tǝ kǝm shinggi nun na nda a sǝsǝniirha.
2c0212007f	Ko aten mafayina ni nda nishya tǝ hǝshya heu, Niya fǝrang sǝsǝnna kanda ahu ɓengginiya, Tǝ kǝm nanda a pǝr ˈya ndani.
2c0213007f	Niya kyad ǝnwulteena hai a frakh amshi, Tǝ ǝnsakhrha hangga a hweeɗe, Fara tǝ waarha, tǝ kǝm hashmbe tǝ ine na tikɗik.
2c0214006d	Na nda a tsawang yanfaara wula, Ndǝre kǝm tsauka yiɓa kǝla fara, Kapa na mamnggit far Chinǝm ɓarha ɓa.
2c0215003b	Kala niifa aagha thlǝm Chinǝm, Nǝn wal hǝrǝkrha.’”
2c021600c7	Nafiya Isǝrela, kaama thlǝmarha hai! Yeeso tǝ Nadzarat niifɗi kyaɗang na Faara kun tǝ ndaarha ka niifani, ǝnaɗǝ ǝnwuteengya mǝmanggǝn tǝ ǝnsakhkya ahur nun kun tǝ altennun sǝnɗunsǝ.
2c0217007e	Faara fǝrgha niifɗiya a kun tǝ sǝndǝghǝn, kun kǝm tǝ thlarra fa mbǝlfeeya ɓǝlanggun tǝ taurha ɗǝ aten kaɗiirha.
2c0218007c	Amma Faara thleng ɗa sǝ ahu mǝrra tǝ kǝm thliiɗa sǝ tǝ yibrha, ƙǝsǝr mbǝ mǝrra mbang ƙǝsghǝn ha a kwarha wa.
2c02190091	Ndauda kǝm thlǝkɗǝ pathla atenggǝn ndǝghǝn, “Naɗi Chinǝm ƙǝtsar a thlǝmanna. Ƙǝsǝr nǝghǝn a yisǝmanna, mbi tǝrǝm nda wa.”
2c021a0078	“Nanǝn kee, na hurna a lǝghǝtta tǝ wutsefayirha, Tǝ ƙǝm na miina a falghǝn! Na fanna a yibrha tǝ mbǝrsaarha.
2c021b0060	Ƙǝsǝr mba mal nggi ahu kwad mǝrra wa, Tǝ kǝmɗa mba nggǝmfa tǝ Peɗǝnduwa mǝlthgha wa.
2c021c0046	Kyaɗenna kwaman yibrha, Na lǝgɗeerha tǝ mbǝnafa a thlǝmad wa.”
2c021d00b1	Kun wanmanggina numama aten ǝnɗiya, mbǝ Ndauda a ndikrha a altenggǝn ahu palthɗi ndani ya wa, ƙǝsǝr mǝrɗǝ pangganda, tǝ ƙǝm ten kwadghǝn ɓalghǝn a thlǝmannǝm.
2c021e00ab	Amma nanǝn ndǝghǝnggi annabini tǝ kǝm sǝnda sǝ ndangga Faara har tǝ ɗǝf mee, tǝ ndaarha nǝn a tǝrang niifa ahu chichiyighǝn tsawanggǝn ahu tsǝnggam nggǝn.
2c021f00b7	Nana Ndauda ǝnɗi ɓagha katǝrarha hai a mbee thlǝk pathla nǝn aten thlid Ƙǝrǝsti sǝ ahu mǝrra tǝ ndaarha mal wa ndan hu kwarha wa tǝ ƙǝm mbǝ thlu fadghǝn a mǝthla wa.
2c0220004d	Faara thleng ɗǝ Yeeso sǝ ahu mǝrra ƙǝm heu na ɗǝm ndǝn ƙǝkafek ni.
2c022100eb	Nanǝnya fǝrang nda mbǝd tsaurha yi tsǝnggam mamnggirha a talara a yisǝmad Faara. Ƙǝla ndana Chinɗi nǝn a fǝrang Sǝsǝna tǝ Peɗǝnda, fǝranggǝnǝn kan ƙǝm ndǝghǝn ɓangga ǝnɗa ɓa nun a naarha tǝ sǝkrha a weeriya.
2c02220076	Ƙǝsǝr Ndauda tafadghǝn ˈwawa tǝra talara ɗe wa, amma ndǝghǝn, Chinǝm ndanggǝn China, “Tsawu a yisǝmanna.
2c02230035	Ƙǝl a tsawang ɗi fa tsanggiwa, A kamu saryi wa.”
2c022400a5	“Nanǝn kee, ngwa tsauka tǝ sǝnda ko wunni a Isǝrela tǝ ndaarha Faara ǝnagha Yeeso ɗiya tawang nun ɗǝ a tsauka ndǝghǝnni Chinǝm tǝ ƙǝm Ƙǝrǝsti.”
2c02250091	Sǝkna nafini laɓarɗi ki Mbiturus tsuwar hur ndan nǝn fa, ndangganda Mbiturus tǝ fingya fa thlǝnggini, “Wan manggina ma nan a ǝnaarha?”
2c022600e8	Nggǝrangga Mbiturus kanda sǝ, “Kowunni ahur nun tǝtani a malanggǝn ɗimiyidghǝn kyahargha thlǝmad Faara ɓa, ǝnang mbaptisǝma nda ahu thlǝm Yeeso Ƙǝrǝsti yi chakh ɗimiyirha, tǝ nun wal fǝrra Sǝsǝna tǝ Pǝɗǝnda.
2c02270072	Thlǝkna nda pathɗiya ka kun tǝ wangginun tǝ fingya mbuwa wa Yahudaya tǝ nafiya na Faara a aarha ɓa ƙǝm.”
2c02280097	Yiyang thlǝmaarha nǝn kanda teena; tǝ fingya pathya hangga tǝ ƙǝm hwan kanda nǝn, “Hǝrgha man fannun ahu ƙǝshiid weeriya yi mbǝlfeerha.”
2c0229009a	Fingya thlǝgha palth Mbiturus kǝm ǝnang mbaptisǝma nda kanda, a farɗiya chik nda tǝ fiya fǝrgha ƙǝkafek takh nda a sǝl haru kumnggitghǝn mahan.
2c022a00a6	Wum teena nda tǝ fingya fatakkwaya Yeeso, ɗǝf teena nda tǝ tsahad fa thlǝngya Yeeso ha tǝ tsau ɗǝɗemnggirha tǝ ndan hu kyang nda mburodi hai tǝ hwan Faara.
2c022b004f	Ko wunni tǝrǝm Faara nǝn, ƙǝsǝr fathlǝnggini a ǝna ǝnwuteengya hangga.
2c022c0064	Fa takkwaya Yeeso tsawa nda a mbǝrha tal ndǝghang ngganda ǝnggindan hai na nanda tǝghǝn ha heu.
2c022d0052	Heng ngganda ǝnggindan ɗǝ ndǝghang wuɗǝɓǝlghǝnda a fiya na tǝ ɓillarha.
2c022e00d7	Ka fad ɗathla mbǝrha fa hai na nda ɗǝfang shilee Faara teena ahu Ƙǝn Faara na a Urshalima. Na nda narha wumnda hai ahur wurayindan na nda a kyang mburodi hai hǝb ǝnnarhami nda tǝ wutsǝfayirha tǝ hura tal.
2c022f010d	Na nda narha fal Faara nagha shili ndan sǝ a fad fiya heu. Ka parra fara fa na Chinǝm narha chighang fingya kanda walgha hǝrǝkrha. Na nda narha fal Faara nagha shili ndan sǝ a fad fiya heu. Ka parra fara fa na Chinǝm narha chighang fingya kanda walgha hǝrǝkrha.
2c03010087	Na farɗa sǝ nda Mbiturus tǝ Yahaya kanda ɗiye a Ƙǝn Faara ɗǝ na manggǝn a sayid hwanda na fiya ǝnaarha yi yarra yanfaara hai.
2c0302010a	Ndusang nanda Ƙǝn Faara fa na a Urshalima, na niifa sǝ sǝfǝnda ka nggǝttǝghǝn hai na nda narha ɗǝfang nda a kwatkirǝm Ƙǝn Faara na manggǝn na nda aarha “Kwatkirma na ngga,” ka nagha a hwanang nda fiya na kyarha a pǝpal Ƙǝn Faara ɓa na manggǝn.
2c03030062	Nanǝn nda Mbiturus tǝ Yahaya takh nda a kyarha Ƙǝn Faara ɗǝ hwanang wuɗǝɓǝla nǝn kanda.
2c03040051	Nda Mbiturus tǝ Yahaya irang yirha nda fa, ndangga Mbiturus, “Ƙǝlang kan!”
2c03050051	Sǝfǝndǝɗi ƙǝlanggǝn kanda ngga na midghǝn sǝ a fǝrang wuɗǝɓǝla nda.
2c030600b3	Amma ndagha Mbiturus, “Mbǝ wuɗǝɓǝla sǝ a haar na a furoyi wa. Amma ˈya nani tǝghǝn ha ndǝn niya furorha. A hu thlǝm Yeeso Ƙǝrǝsti tǝ Nadzarat, thliu sǝ wiina!”
2c0307007a	Tǝrgha Mbiturus ƙǝs harghǝn nǝn yisǝma, thlenggǝn sǝ. A mbǝɗi tsu saryighǝn tǝ kukwathladghǝn nagha kanglang.
2c030800a0	Thliigha sǝ harat ishgha ƙǝt tǝ saryighǝn. Katǝranggǝn wiirha hai, kyagha ƙǝn Faara ɗǝ tǝ kanda nagha a wiirha hai tǝ pǝra sǝ, nagha a fal Faara.
2c03090038	Fiya heu naghǝn nda a wiirha hai ndǝghǝn a fal Faara.
2c030a00ab	Kanda kǝm kukwalang ngganda hai ndǝghǝnni na tsaurha a mii kwakirǝm Ƙǝn Faara na manggǝn, na hwanda wa, tǝrgha ǝnwulteena kǝssanggǝn kanda, ka ǝnɗi naa nanda.
2c030b00a3	Na sǝfǝndǝɗi tsǝb tǝ Mbiturus tǝ Yahaya ha, fiya heu ƙǝsangga ǝnwulteena kanda mbǝna nda thlǝmandan ɓa a mbǝrha ɗǝ na nda aarha Mǝthlǝm Sulemanu.
2c030c00ea	Nana Mbiturus ndǝn kee, ndanggǝn kanda, “Nafiya Isǝrela, kama na teena wulang kun kee? Kama kǝm nun a ƙǝlang kan kǝla tǝ sǝsǝmnda alten nan ni nduwa ka takkwa nan Faara ngga ndǝn ǝnagha ndǝn na kamshiɗi a wiirha ya wa?
2c030d00ed	Faara yi Ibrahim tǝ Ishaku tǝ Yakubu, Faara yi chichiyinǝm ndǝghǝnni manangga mafadghǝn Yeeso ndǝn ƙǝnangga niifɗiya. Yeeso ɗani fǝr nun ka a ɓǝlang ngganda, kar nun a mbed Mbilatus, na midghǝn sǝ kwang a kalghǝnǝn hai.
2c030e0066	Karɗun tǝ Peɗǝnda tǝ, tǝ nggayirha fa, a meghedghǝn kaɗa kalla niifɗa nun hai na ɓǝl farha.
2c030f005c	Ɓǝlanggun tǝ fǝr yibrha, amma thlengga Faara sǝ hu mǝrra. Kan ni ƙǝm nagha ndǝn!”
2c031000c0	“A hu fǝrƙǝkafekirha hu thlǝm Yeeso, ndǝn walna niifɗi ƙǝnda ya, kun ƙǝm ˈwaɗun teena sǝnɗun sǝfǝnggidghǝn sǝ. Fǝr ƙǝkafek hu thlǝm Yeeso ndǝn ƙǝnangga a yid nun.”
2c0311005e	“Nanǝnya shayina, sǝnɗisǝ ˈya ǝna nun kun tǝ mamnggid nun a Yeeso ka yamid sǝnda ni.
2c0312007f	Amma Faara nǝghǝn a lǝɗang nda ǝngya ndana annabiya aten Ƙǝrǝsti tǝ ndaarha nǝn tǝta ni na sǝsarha aten ǝngginiya.
2c03130064	Nanǝn ya malaman ɗimiyid nun, kyakhrun a thlǝmad Faara ɓa, tǝna nda tsaɓang ɗimiyid nun ɗǝ.
2c0314006f	Na farghǝn ɓayi ɓana Chinǝm hunang hur nun hai. Nǝn a nggǝr thlǝnang Yeeso kun hai, Ƙǝrǝsti wur nǝn.
2c03150088	Tǝtani a tsauka a talara, pa ɓagha sayid ɗaɓa nanda a wuɗang ǝnggina ɓa heu ndana Faara a mii annabiya tǝ peɗǝnda ƙǝtǝm.”
2c03160092	Ndagha Musa, “Chinǝm, Faara nun nǝn a thleng annabi kun sǝ ƙǝla nggi ahur nafi nun. Kaaman thlǝmarha fa ahu ǝngya nǝn a pǝrang kun heu.
2c0317005e	Kala niifa kargha kang thlǝmarha annabi ɗa fa ya na nda a ndǝghang hai tǝ nafiya Faara.”
2c03180054	Ka aten Samaila ɓa, annabiya heu thlǝk nda ǝnggini na a katǝrarha hai a weeriya.
2c031900b5	Kun chichiiya annabi yina ni, nuwun sǝ ƙǝm ahu ɗǝf mii ɗi ndangna Faara chichiyi nun. Ƙǝsǝr ndangga Faara Ibrahim, “A fad chichiyiwa na nafiya ƙǝshiirha a wal parka.”
2c031a009c	“Thleng na Faara mafadghǝn sǝ, ˈwaghǝn thlǝnanggǝn kun ɗǝ Isǝrelaya, ka a fǝrang parka nǝn kun, kyakhrang nǝn kun ɓa ahu tar ɗimiyid nun.”
2c040100a3	Nana Mbiturus tǝ Yahaya a kalang fiya sǝ, fingya firistaya yi Yahudaya, tǝ mamnda fa ƙǝla Ƙǝn Faara ha na manggǝn, tǝ fingya sadukiyaya ɓa nda wal kanda.
2c0402008e	Mamnggini ya ɓillad nda kaan ka nana Mbiturus tǝ Yahaya a tsahang fiya ha tǝ ndaarha ahu thlǝm Yeeso na thliirha sǝ tǝ yibrha ahu mǝra.
2c0403005d	Ƙǝsang ngganda kanda, nanǝn tsǝ figrha hai muwang ngganda kanda a ƙǝnɗǝ ƙǝl a tsar.
2c04040077	Amma fiya hangga sǝkka laɓar ndan fǝr nda ƙǝkafek, chikka hang nda hǝshya takh nda a sǝl haru kumnggitghǝn tuf.
2c0405006b	Ɗalthna mbǝrha hai mamngya Yahudaya heu tǝ shingya tǝ fa malǝmngya ngyakhrha wuma nda hai a Urshalima.
2c04060077	Hanana mamnda firis na manggǝn a mbǝɗi, tǝ Kayafa, tǝ Yahaya, tǝ Aledzanda, tǝ fingya hurfaya firis na manggǝn.
2c0407008e	Kyang ngganda nda Mbiturus ɓa tǝ Yahaya tsahang mee nda kanda, “Tǝ tur yanggi sǝsǝmnda, nduwa ƙǝm tǝ thlǝm wun ǝnanun ǝnɗiya?”
2c04080071	Tǝrgha Mbiturus lǝlǝgɗa tǝ Sǝsǝna tǝ Peɗǝnda ndanggǝn kanda, “Kun mamngya tǝ shingya chehweed nǝm,
2c0409007e	nun a tsahang mee kan ka ǝna nan ˈya ngga aten sǝfǝndǝɗi ya wa? Na min nun sǝ a sǝn kwaman ɗa nun walnǝn ƙǝnda wa?
2c040a00c8	Ngwa pǝrang nggǝni kun a pǝpal tǝ nafiya Isǝrela heu, tǝ ndaarha wal nǝn ƙǝnda tǝ sǝsǝmnda thlǝm Yeeso Ƙǝrǝsti tǝ Nadzarat. Niifɗa ni tawang nun ɗǝ, thleng na Faara sǝ ahu mǝrra.
2c040b0074	Laɓar Yeeso ni thlǝk na nda ahu ɗeleewar Faara, nda nǝn, Ferɗi kar na fa tǝngya, ndǝn tsauka fer sar ƙǝnna.
2c040c007e	Mbǝ wal hǝrǝkrha sǝ a ki niifa pak wa! Mbǝ thlǝma sǝ ahu ƙǝshiirha fǝr na nda a fiya, nǝm wal hǝrǝkrha sǝ wa.”
2c040d00bb	Wulangga teena mamnggini ka nana nda hǝhasyid nda Mbiturus tǝ Yahaya. Sǝnda sǝ ƙǝm fathlǝnggini sǝri ya pakhtǝɗuya ni, karatawa nda wa. Ɗal teena nda hai kaar na nda tǝ Yeeso.
2c040e0068	Amma na nanda a na niifɗi ƙǝnang nanda ƙǝt a thlǝman ndan, mbǝ ˈyasǝ na nda mbang thlǝkrha wa.
2c040f006e	A mbǝɗi kee ndang ngganda nda Mbiturus tǝ Yahaya a mal ƙǝnɗa nda. Tǝrgha kokhnayini ndang ngganda ndan,
2c0410007c	“Ma nǝm a ǝnaarha tǝ nafiniya? Mbǝm ngaala tǝ ndaarha ǝnawa nda ǝnwulteena wa, fiya heu a Urshalima sǝnda sǝ kee.
2c04110076	Amma a nggǝr nda pǝr laɓarɗiya wa, tama ƙǝs thlǝman ndan nǝm a nggǝr nda pǝr laɓara ahu thlǝm Yeeso wa.”
2c04120077	Tǝrgha aah fathlǝnggina nda ɓa ndang ngganda kanda a nggǝr nda kala sǝ tǝ ƙǝm tsaha nda ha ahu thlǝm Yeeso wa.
2c04130090	Amma Mbiturus tǝ Yahaya nggǝrang ngganda kanda sǝ ndanda, “Tamnggun ndaarha na mid Faara sǝ a fǝrang mamnggirha nan kun ama ndǝghǝn wa?
2c04140034	Mban tam malang pǝr ˈya na nan tǝ sǝk nan wa.”
2c041500b0	Nggǝr nanda yiyang thlǝmaarha kanda teena, kal kanda nda hai. Wulangga kwamana kanda na a tsǝtsǝl kanda nda, ƙǝsǝr fiya heu kanda a fal Faara aten ǝnɗi katǝragha hai.
2c0416004b	Niifɗi kǝnang nanda tsauka ǝnwulteena huradghǝn kalɗǝ kumnggit faɗa.
2c0417008f	Kal na nda kanda hai, Mbiturus tǝ Yahaya ɗǝnda thlǝma fingya fatakkwaya ɗǝ pǝrang ǝnggina nda kanda ndana mamnda firistaya tǝ shingya.
2c041800c1	Sǝk nanda palthɗi, tǝrangga fatakkwayini urad ndan sǝ ka a hwan Faara nda, ndaa nda, Chinǝm sani na tǝ ngyakhrha ha ǝnagha talara tǝ hweeɗe, wuri aama tǝ kǝm ǝngya heu na ahur ndan.
2c041900cc	Ka ƙǝtǝm thlǝkna pathla Sǝsǝna tǝ Peɗǝnda tǝ mii mafadwa Ndauda na chichid nan, tǝ ndaarha, “‘Kama na nafiya mbuwa Yahudaya tǝ sǝbrha hura? Kama na nda a mbǝtta hai aten numad ǝngya ka?
2c041a006c	Kutǝrya ƙǝshiirha ngwanda fa ka yanda, Wum kutǝrya hai na nda a tsan Chinǝm tǝ Ƙǝrǝstidghǝn.’”
2c041b009b	Hirdus tǝ Mbuntus Mbilatus tǝ fiya mbuwa Yahudaya tǝ nafiya Isǝrela ahu wupǝri ɗiya wumang nda tendan kar nda mafadwa Yeeso tǝ pǝɗǝnda, wurna na.
2c041c0092	Ƙǝkafek, kala ˈya ǝna nanda nǝghǝn tǝ sǝnduwa ƙǝla ndana ka ƙǝtǝm nǝn a katǝrarha hai tǝ sǝsǝmnggit wa tǝ nggǝmnduwa ƙǝmɗa.
2c041d0064	“Nanǝnya, Chinǝm suwu mbǝlfed ndan, fǝrang kanlanggirha kan mafayiwa na a pǝr laɓar wa nǝn.
2c041e0076	Pǝpǝnang harwa ɗǝ yi sǝsǝmnda ƙǝnda, tǝ kǝm yi ǝna ǝnwuteengya ahu thlǝm mafadwa Yeeso tǝ Pǝɗǝnda.”
2c041f00a8	A kwasamadɗi hwan na nda Faara, mbǝɗi na nanda sǝ rǝbgha fa, na nda heu lǝlǝgɗa tǝ Sǝsǝna tǝ Pǝɗǝnda. Tǝrgha pǝr laɓar Faara nda tǝ kanglang nggirha.
2c042000b4	Fatakkwayini heu hur ndan tǝ numad nda tal ni. Tǝ ƙǝm ˈya nana nda tǝghǝn ha mbǝ niifa ndaarha yighǝnni katenggǝn wa, na nda ndǝghang nda ǝnggindan hai a pathlang ndan.
2c04210088	Fa thlǝnggini tǝ sǝsǝmnda pǝr nanda laɓar thlid Chinǝm Yeeso sǝ ahu mǝrra, mamnggit nggayid Faara nagha aten kowunni ahur ndan.
2c0422005f	Mbǝ yamirha sǝ a fandan wa, ƙǝsǝr nafiya na tǝ pǝpalya tǝ wuraya ha heng nda kanda ɗǝ
2c0423006a	ɓa nda ɓa tǝ, tǝ wuɗǝɓǝlɗi fǝranggǝnda fathlǝngya ndǝghang nggǝnda nafiya mbuwa tǝghǝn ha.
2c04240074	Ƙǝla, Yisufu, na fa thlǝngya aarha Mbarnaɓa, ndǝna wan tǝ shik farha. Tǝ Lawirha ni ɓaghǝn ɓa a Sayifurus.
2c04250096	Na pǝpal ghǝn sǝ henggǝn ɗǝ ɓagha ɓa tǝ wuɗǝɓǝlghǝn fǝranggǝnǝn fathlǝnggini ndǝghang nggǝnda nafiya mbuwa na ˈya sǝ a har ndan.
2c05010059	Na niifasǝ thlǝmnggǝn ni Hananiya, thlǝm nukkun ƙǝm Shafratu, henggǝn pǝpal ɗǝ.
2c0502008f	Tǝ sǝnda nukkun sǝ, ɓǝɓee nda ha ahur wuɗǝɓǝlɗi a altenggǝn. Amma ɓagha ɓa tǝ tahadghǝn ɗǝfanggǝn hai a mbed fa thlǝnggini.
2c050300bb	Tǝrgha ndagha Mbiturus, “Sa Hananiya, kama nda na malang nda Sheetan kyagha hurwa hai, na nggaɓang nda Sǝsǝna tǝ Pǝɗǝnda fa na ɓǝɓeng nda tahad wuɗǝɓǝl hedɗi a alten wa.
2c050400d2	Kapa na hengɗǝ mbǝ yiwa ni wa? A kwasamadɗi heng naɗǝ kǝm, wuɗǝɓǝlghǝn mbǝ yiwa ni ǝna taara na sǝ ƙǝla na midwa wa? Kama na ǝna ǝnɗiya kee? Mbǝ kanni nggaɓangna fa wa, amma a Faara ni.”
2c05050067	Sǝkna Hananiya pathɗiya, fǝlgha hai mǝrgha, nafiya heu sǝkka ndǝn kǝm ƙǝsangga hǝrenga kanda.
2c0506005b	Thliigha wundǝlaya ɓa faɗang ngganda tǝ kaɓad pa mǝrra tǝrangganda ɗa nda pang nda.
