1300000005	Psalm
2c1711008b	Da ließ Paulus einen der Hauptleute rufen und sprach zu ihm: "Führe diesen Jüngling zu dem Obersten; denn er hat ihm etwas mitzuteilen."
2c171200bb	Der brachte ihn zu dem Obersten und meldete: "Der Gefangene Paulus hat mich zu sich rufen lassen und mich gebeten, diesen Jüngling hier zu dir zu bringen, da er dir etwas zu sagen habe."
2c17130069	Der Oberst nahm den Jüngling bei der Hand, zog ihn beiseite und fragte ihn: "Was hast du mir zu melden?"
2c171400a7	Er antwortete: "Die Juden sind übereingekommen, dich zu bitten, Paulus morgen vor dem Hohen Rat erscheinen zu lassen, als wollte der seinen Fall noch genauer prüfen.
2c1715010b	Geh aber nicht darauf ein! Denn über vierzig Männer aus ihrer Mitte wollen ihm auflauern. Sie haben sich feierlich verschworen, nichts zu essen und zu trinken, bis sie ihn ermordet haben. Sie stehen jetzt schon dazu bereit und warten nur noch auf deine Zustimmung."
2c1716007c	Der Oberst entließ den Jüngling und schärfte ihm ein: "Plaudere es nirgends aus, daß du mir diese Anzeige gemacht hast!"
2c171700c5	Dann ließ er zwei Hauptleute rufen und befahl ihnen: "Haltet von der dritten Nachtstunde an Soldaten für einen Marsch nach Cäsarea bereit, und zwar siebzig Reiter und zweihundert Lanzenträger!"
2c1718005c	Auch stellte er Reittiere für Paulus, damit er wohlbehalten zu dem Statthalter Felix käme.
2c17190039	Zugleich schrieb er diesem einen Brief folgenden Inhalts:
2c171a0048	"Klaudius Lysias entbietet dem hochedlen Statthalter Felix seinen Gruß.
2c171b00f8	Der Mann, den ich hier sende, ist von den Juden festgenommen worden; und gerade in dem Augenblick, wo sie ihn töten wollten, erschien ich mit meiner Truppe und entriß ihn ihren Händen, weil ich erfahren hatte, daß er ein römischer Bürger sei.
2c171c006b	Da ich nun genau wissen wollte, was sie ihm Schuld gaben, so ließ ich ihn in ihre Ratsversammlung führen.
2c171d009e	Da fand ich denn: die Anklage gegen ihn hing mit Fragen ihres Gesetzes zusammen; doch wurde ihm nichts zur Last gelegt, was den Tod oder Gefängnis verdiente.
2c171e0102	Weil mir nun aber angezeigt worden ist, daß sie einen Anschlag gegen den Mann vorhaben, so habe ich ihn aus ihrer Mitte entfernt und sende ihn dir zu. Ich habe auch seinen Anklägern befohlen, ihre Beschuldigungen gegen ihn bei dir vorzubringen. Lebe wohl!"
2c171f0079	Die Soldaten führten den Befehl aus: sie nahmen Paulus mit sich und brachten ihn noch in derselben Nacht bis Antipatris.
2c17200075	Am nächsten Tag ließen sie die Reiter allein mit ihm weiterziehen, während sie selbst in das Lager zurückkehrten.
2c17210074	Die Reiter übergaben nach ihrer Ankunft in Cäsarea dem Statthalter das Schreiben und führten ihm auch Paulus vor.
2c17220072	Der Statthalter las das Schreiben und fragte Paulus, aus welcher Provinz er stamme. Als er hörte: "Aus Zilizien",
2c172300a5	sagte er: "Ich will dich genau verhören, wenn auch deine Ankläger erschienen sind." Dann befahl er, Paulus solle in dem Palast des Herodes in Haft gehalten werden.
2c180100da	Fünf Tage später kam der Hohepriester Ananias mit einigen Gliedern des Hohen Rates und einem Anwalt, namens Tertullus, nach Cäsarea, um vor dem Statthalter die Anklage gegen Paulus zu erheben. Bald nach Pfingsten 55
2c1802003f	Als Paulus vorgeführt war, begann Tertullus seine Anklagerede.
2c180300f0	"Daß wir durch deine Fürsorge in tiefem Frieden leben", so sprach er, "und daß durch deine Umsicht bei diesem Volk immer und überall Verbesserungen eingeführt werden, dies, hochedler Felix, erkennen wir mit aufrichtiger Dankbarkeit an.
2c1804006b	Um dich aber nicht lange zu belästigen, bitte ich dich: Schenke uns nur einen Augenblick geneigtes Gehör!
2c180500a9	Dieser Mann hier — so haben wir erkannt — ist eine Pest; er ist ein Friedenstörer unter allen Juden überall im Reich und ein Hauptführer der Partei der Nazarener.
2c18060056	Er hat sogar versucht, den Tempel zu entweihen; doch dabei haben wir ihn festgenommen.
2c18080071	Wenn du ihn jetzt verhörst, so kannst du auch aus seinem Mund alles dies erfahren, dessen wir ihn beschuldigen."
2c1809005b	Dieser Anklage schlossen sich auch die Juden an und versicherten, daß es sich so verhalte.
2c180a00c2	Auf einen Wink des Statthalters ergriff dann Paulus das Wort. "Da ich weiß", so hob er an, "daß du seit vielen Jahren Richter bist für dieses Volk, so habe ich guten Mut, mich zu verteidigen.
2c180b008a	Du kannst dich davon überzeugen, daß nicht mehr als zwölf Tage vergangen sind, seit ich in Jerusalem angekommen bin, um dort anzubeten.
2c180c00ac	Weder im Tempel noch in den jüdischen Versammlungshäusern noch in der Stadt hat man mich mit irgend jemand einen Wortstreit führen oder einen Volksauflauf erregen sehen.
2c180d0056	Auch sind sie nicht imstande, dir das zu beweisen, dessen sie mich jetzt beschuldigen.
2c180e00b9	Doch dies gebe ich zu: Nach einer Lehre, die sie als Ketzerei bezeichnen, diene ich dem Gott meiner Väter. Dabei glaube ich alles, was im Gesetz und in den Propheten geschrieben steht,
2c180f0079	und habe im Vertrauen auf Gott dieselbe Hoffnung wie auch sie: daß die Gerechten und die Ungerechten auferstehen werden.
2c1810005f	Darum bemühe ich mich auch, vor Gott und Menschen allezeit ein unbeflecktes Gewissen zu haben.
2c1811006f	Nach Ablauf mehrerer Jahre bin ich nun gekommen, um meinem Volk Liebesgaben zu bringen und Opfer zu verrichten.
2c181200ba	Als ich dann nach einem Gelübde, das ich übernommen hatte, mit den Opfern im Tempel beschäftigt war, und zwar ohne Auflauf zu erregen oder Lärm, da sahen mich einige Juden aus Asien.
2c1813006e	Die hätten hier vor dir erscheinen und mich verklagen sollen, wenn sie etwas gegen mich vorzubringen hätten.
2c181400b4	Oder es mögen auch die Männer selbst, die hier gegenwärtig sind, sich äußern, welch Vergehen sie bei mir ermittelt haben, während ich als Angeklagter vor dem Hohen Rat stand.
2c181500a5	Es könnte sich hier nur um das eine Wort handeln, das ich in der Versammlung ausgerufen habe: 'Wegen der Auferstehung der Toten stehe ich heute vor euerm Gericht.'"
2c181600f7	Hier brach Felix, der ganz genau wußte, was es mit der (christlichen) Lehre auf sich hatte, die Verhandlung ab und vertagte die Entscheidung, indem er zu den Anklägern sagte: "Wenn der Oberst Lysias herkommt, so will ich eure Sache untersuchen."
2c181700bb	Zugleich gab er dem Hauptmann den Befehl, Paulus solle in Haft gehalten werden, aber keine Fesseln tragen, und seinen Freunden solle es nicht verboten sein, ihm Liebesdienste zu erweisen.
2c181800aa	Einige Tage später kam Felix mit seiner Frau Drusilla, einer Jüdin, (in das Gefängnis). Er ließ Paulus rufen und hörte ihn über den Glauben an Christus Jesus reden.
2c181900e3	Als aber Paulus auf Gerechtigkeit und Enthaltsamkeit und das zukünftige Gericht zu sprechen kam, da geriet Felix in Schrecken und sagte: "Für diesmal kannst du gehen; bei passender Gelegenheit will ich dich wieder entbieten."
2c181a0078	Zugleich hoffte er, Paulus würde ihm Geld geben. Deshalb entbot er ihn auch öfter zu sich und unterhielt sich mit ihm.
2c181b00bf	Nach Ablauf von zwei Jahren erhielt Felix den Porcius Festus zum Nachfolger. Da sich Felix die Juden zu Dank verpflichten wollte, so ließ er Paulus in Ketten im Gefängnis. Sommer 57 n. Chr.
2c1901005b	Drei Tage nach der Ankunft in seiner Provinz begab sich Festus von Cäsarea nach Jerusalem.
2c19020058	Dort trugen ihm die Hohenpriester und die angesehenen Juden ihre Klage gegen Paulus vor.
2c190300b4	In feindlicher Gesinnung gegen Paulus baten sie dann Festus um die Gunst, er möge ihn wieder nach Jerusalem senden. Denn sie wollten ihn unterwegs überfallen und ermorden lassen.
2c19040068	Festus antwortete darauf, Paulus sei in Haft zu Cäsarea, und er selbst müsse bald dahin zurückkehren.
2c190500ae	"Dann können", fuhr er fort, "die Einflußreichsten unter euch mit mir ziehen, und wenn der Mann etwas Ungehöriges begangen hat, so mögen sie die Klage gegen ihn erheben."
2c190600b7	Als er sich höchstens acht bis zehn Tage in Jerusalem aufgehalten hatte, kehrte er nach Cäsarea zurück. Tags darauf setzte er sich auf den Richterstuhl und ließ Paulus vorführen.
2c19070099	Als dieser eintrat, umringten ihn die Juden, die von Jerusalem gekommen waren, und erhoben viele schwere Beschuldigungen, die sie nicht beweisen konnten.
2c19080096	Dagegen verteidigte sich Paulus; er erklärte: "Weder gegen das Gesetz der Juden noch gegen den Tempel noch gegen den Kaiser habe ich mich vergangen."
2c190900b7	Festus, der sich die Juden zu Dank verpflichten wollte, fragte Paulus: "Willst du nach Jerusalem gehen und dort in meiner Gegenwart in bezug auf diese Klagepunkte abgeurteilt werden?"
2c190a00a4	Paulus erwiderte: "Ich gehöre vor des Kaisers Richterstuhl; da muß ich abgeurteilt werden. Den Juden habe ich kein Unrecht zugefügt, das weißt du auch sehr gut.
2c190b0126	Bin ich nun wirklich schuldig, und habe ich eine Tat begangen, die den Tod verdient, so will ich auch gern diese Strafe leiden. Wenn mich aber diese Männer hier ungerecht beschuldigen, so darf mich niemand nur aus Gefälligkeit gegen sie ihnen preisgeben. Ich lege Berufung an den Kaiser ein."
2c190c0088	Als sich Festus mit seinen Ratgebern besprochen hatte, entschied er: "Auf den Kaiser hast du dich berufen, zum Kaiser sollst du ziehen!"
2c190d006c	Einige Tage später kamen der König Agrippa und Bernike nach Cäsarea, um Festus ihre Aufwartung zu machen.
2c190e00bc	Da sie sich einige Zeit dort aufhielten, setzte Festus dem König den Fall des Paulus auseinander. "Ich habe hier", so sprach er, "einen Mann, den Felix als Gefangenen zurückgelassen hat.
2c190f008c	Bei meinem Aufenthalt in Jerusalem führten die Hohenpriester und die Ältesten der Juden Klage gegen ihn und verlangten seine Verurteilung.
2c191000f9	Ich erwiderte ihnen, es sei nicht Sitte bei den Römern, jemand nur aus Gefälligkeit gegen andere zu bestrafen, ohne daß der Beklagte seinen Klägern gegenübergestellt worden sei und Gelegenheit gehabt habe, sich gegen die Anklage zu verteidigen.
2c19110099	Sie sind dann mit hierhergekommen; und da habe ich mich ohne Aufschub schon am nächsten Tag auf den Richterstuhl gesetzt und den Mann vorführen lassen.
2c19120066	Die Ankläger aber, die gegen ihn auftraten, gaben ihm keine Freveltat schuld, wie ich vermutet hatte,
2c191300a9	sondern sie stritten nur mit ihm über einige Fragen ihres besonderen Glaubens und über einen gewissen Jesus, der gestorben ist, und von dem Paulus behauptete, er lebe.
2c191400b9	Weil ich mir nun keinen Rat wußte, wie ich die Angelegenheit entscheiden sollte, so fragte ich Paulus, ob er nach Jerusalem gehen und sich dort in dieser Sache aburteilen lassen wolle.
2c191500c3	Da forderte er, daß seine Angelegenheit der Entscheidung der kaiserlichen Majestät vorbehalten bleibe, und so habe ich denn befohlen, ihn in Haft zu lassen, bis ich ihn zum Kaiser senden kann."
2c19160075	Agrippa sprach zu Festus: "Ich möchte auch den Mann einmal hören." Festus erwiderte: "Du sollst ihn morgen hören."
2c191700d4	Tags darauf erschienen Agrippa und Bernike mit glänzendem Gefolge und begaben sich mit den Obersten und den vornehmsten Männern der Stadt in den Gerichtssaal. Auf den Befehl des Festus wurde Paulus vorgeführt.
2c19180108	Da nahm Festus das Wort und sprach: "König Agrippa und ihr alle, die ihr mit uns hier versammelt seid! Hier seht ihr den Mann, den die ganze Schar der Juden in Jerusalem und hier bei mir verklagt hat, indem sie stürmisch forderten, er dürfe nicht länger leben.
2c191900c9	Ich aber habe nicht entdecken können, daß er ein todeswürdiges Verbrechen begangen hat. Weil er sich nun auf die kaiserliche Majestät berufen hat, so habe ich beschlossen, ihn (nach Rom) zu senden.
2c191a00d0	Ich kann jedoch dem Herrn nichts Genaueres über ihn berichten. Deshalb habe ich ihn euch vorgeführt, und ganz besonders dir, König Agrippa, damit ich dann nach dem Verhör weiß, was ich zu schreiben habe.
2c191b007c	Denn ich halte es für widersinnig, einen Gefangenen (nach Rom) zu senden, ohne deutlich anzugeben, was gegen ihn vorliegt."
2c1a010095	Agrippa sprach zu Paulus: "Ich gebe dir hiermit das Wort, dich zu verteidigen." Da streckte Paulus seine Hand aus und begann seine Verteidigungsrede.
2c1a02008a	"König Agrippa", so hob er an, "ich schätze mich glücklich, daß ich mich heute gegen alle Anklagen der Juden vor dir verteidigen darf,
2c1a030083	besonders deshalb, weil dir alle jüdischen Gebräuche und Streitfragen bekannt sind. Darum bitte ich dich: höre mich geduldig an!
2c1a040071	Wie ich von Anfang an seit meinen Jugendjahren unter meinem Volk in Jerusalem gelebt habe, das wissen alle Juden.
2c1a0500b8	Denn sie kennen mich seit langer Zeit und wissen, wenn sie nur der Wahrheit die Ehre geben wollten, daß ich der strengsten Richtung unseres Glaubens angehörte und ein Pharisäer war.
2c1a060089	Nun stehe ich hier vor Gericht, weil ich auf die Erfüllung der Verheißung hoffe, die unseren Vätern einst von Gott gegeben worden ist,
2c1a0700c2	und die auch die zwölf Stämme unseres Volkes zu erlangen hoffen, indem sie Gott bei Tag und Nacht mit angestrengtem Eifer dienen. Um dieser Hoffnung willen, o König, verklagen mich die Juden.
2c1a080044	Warum haltet ihr's denn für unglaublich, daß Gott Tote auferweckt?
2c1a090059	Ich dachte einst, ich müsse mit aller Macht der Sache Jesu von Nazaret entgegenarbeiten.
2c1a0a00bf	Das habe ich denn auch in Jerusalem getan: Mit hohenpriesterlicher Vollmacht ausgerüstet, warf ich viele Heilige ins Gefängnis, und wenn sie hingerichtet werden sollten, stimmte ich dafür.
2c1a0b00c4	In allen jüdischen Versammlungshäusern suchte ich sie oft durch Strafe zur Lästerung (Jesu) zu bringen. Ja in meiner wilden Wut verfolgte ich sie sogar bis in die Städte außerhalb des Landes.
2c1a0c0066	So zog ich denn zu gleichem Tun mit einer Vollmacht und Befugnis von den Hohenpriestern nach Damaskus.
2c1a0d0095	Als ich auf dem Weg dorthin war, sah ich, o König, gegen Mittag vom Himmel her ein Licht, heller als die Sonne, mich und meine Begleiter umstrahlen.
2c1a0e00ac	Wir fielen alle zu Boden, und ich hörte eine Stimme auf hebräisch zu mir sagen: 'Saul, Saul, warum verfolgst du mich? Es ist dir schwer, gegen den Stachel auszuschlagen.'
2c1a0f0056	Ich sprach: 'Wer bist du, Herr?' Der Herr erwiderte: 'Ich bin Jesus, den du verfolgst.
2c1a1000d8	Doch stehe auf und stelle dich auf deine Füße! Denn dazu bin ich dir erschienen, um dich zu meinem Diener zu erwählen und zu meinem Zeugen von dem, was du gesehen hast, und was ich dich noch schauen lassen werden.
2c1a110060	Dabei will ich dich schützen vor dem Volk (Israel) und vor den Heiden, zu denen ich dich sende,
2c1a1200e1	um ihre Augen aufzutun, daß sie sich von der Finsternis zum Licht wenden und von des Satans Macht zu Gott, damit sie durch den Glauben an mich Vergebung der Sünden empfangen und ein Erbteil unter denen, die geheiligt sind.'
2c1a130056	Darum, o König Agrippa, bin ich der himmlischen Erscheinung nicht ungehorsam gewesen.
2c1a140100	Sondern ich habe zuerst den Bewohnern von Damaskus und Jerusalem, dann der ganzen Landschaft Judäa und weiterhin den Heiden verkündigt, daß sie ihren Sinn ändern, sich zu Gott bekehren und Werke vollbringen müssen, die der Sinnesänderung entsprechen.
2c1a150048	Deshalb haben mich die Juden im Tempel ergriffen und zu töten versucht.
2c1a1600a1	Durch Gottes Beistand lebe ich heute noch und lege hoch und niedrig Zeugnis ab, indem ich nur das lehre, was die Propheten und auch Mose vorausverkündigt haben:
2c1a170099	daß der Messias leiden und dann als Erstling der vom Tod Auferstandenen nicht nur dem Volk (Israel), sondern auch den Heiden Licht verkünden müsse..."
2c1a1800a5	Als sich Paulus so verteidigte, unterbrach ihn Festus mit dem lauten Ruf: "Du bist von Sinnen, Paulus! Deine große Gelehrsamkeit hat dich um den Verstand gebracht!"
2c1a19007a	Paulus erwiderte: "Ich bin nicht von Sinnen, hochedler Festus, sondern die Worte, die ich rede, sind wahr und vernünftig.
2c1a1a00d4	Der König, an den ich mich voll Freimut wende, weiß um diese Dinge. Denn ich glaube nicht, daß ihm etwas von dem allen unbekannt geblieben ist. Es hat sich ja auch nicht in einem abgelegenen Winkel abgespielt.
2c1a1b0042	Glaubst du, König Agrippa, den Propheten? Ich weiß, du glaubst."
2c1a1c0060	Da sprach Agrippa zu Paulus: "Es fehlt nur wenig, so überredest du mich, ein Christ zu werden."
