2800000008	mathiḥ
2c151500a2	śiśūnāṁ tvakchedanādyācaraṇaṁ pratiṣidhya tvaṁ bhinnadeśanivāsino yihūdīyalokān mūsāvākyam aśraddhātum upadiśasīti taiḥ śrutamasti|
2c151600bb	tvamatrāgatosīti vārttāṁ samākarṇya jananivaho militvāvaśyamevāgamiṣyati; ataeva kiṁ karaṇīyam? atra vayaṁ mantrayitvā samupāyaṁ tvāṁ vadāmastaṁ tvamācara|
2c1517004c	vrataṁ karttuṁ kṛtasaṅkalpā ye'smāṁka catvāro mānavāḥ santi
2c1518010b	tān gṛhītvā taiḥ sahitaḥ svaṁ śuciṁ kuru tathā teṣāṁ śiromuṇḍane yo vyayo bhavati taṁ tvaṁ dehi| tathā kṛte tvadīyācāre yā janaśruti rjāyate sālīkā kintu tvaṁ vidhiṁ pālayan vyavasthānusāreṇevācarasīti te bhotsante|
2c15190117	bhinnadeśīyānāṁ viśvāsilokānāṁ nikaṭe vayaṁ patraṁ likhitvetthaṁ sthirīkṛtavantaḥ, devaprasādabhojanaṁ raktaṁ galapīḍanamāritaprāṇibhojanaṁ vyabhicāraścaitebhyaḥ svarakṣaṇavyatirekeṇa teṣāmanyavidhipālanaṁ karaṇīyaṁ na|
2c151a00d7	tataḥ paulastān mānuṣānādāya parasmin divase taiḥ saha śuci rbhūtvā mandiraṁ gatvā śaucakarmmaṇo dineṣu sampūrṇeṣu teṣām ekaikārthaṁ naivedyādyutsargo bhaviṣyatīti jñāpitavān|
2c151b00ae	teṣu saptasu dineṣu samāptakalpeṣu āśiyādeśanivāsino yihūdīyāstaṁ madhyemandiraṁ vilokya jananivahasya manaḥsu kupravṛttiṁ janayitvā taṁ dhṛtvā
2c151c0127	proccaiḥ prāvocan, he isrāyellokāḥ sarvve sāhāyyaṁ kuruta| yo manuja eteṣāṁ lokānāṁ mūsāvyavasthāyā etasya sthānasyāpi viparītaṁ sarvvatra sarvvān śikṣayati sa eṣaḥ; viśeṣataḥ sa bhinnadeśīyalokān mandiram ānīya pavitrasthānametad apavitramakarot|
2c151d009a	pūrvvaṁ te madhyenagaram iphiṣanagarīyaṁ traphimaṁ paulena sahitaṁ dṛṣṭavanta etasmāt paulastaṁ mandiramadhyam ānayad ityanvamimata|
2c151e00ac	ataeva sarvvasmin nagare kalahotpannatvāt dhāvanto lokā āgatya paulaṁ dhṛtvā mandirasya bahirākṛṣyānayan tatkṣaṇād dvārāṇi sarvvāṇi ca ruddhāni|
2c151f00df	teṣu taṁ hantumudyateṣu yirūśālamnagare mahānupadravo jāta iti vārttāyāṁ sahasrasenāpateḥ karṇagocarībhūtāyāṁ satyāṁ sa tatkṣaṇāt sainyāni senāpatigaṇañca gṛhītvā javenāgatavān|
2c1520006f	tato lokāḥ senāgaṇena saha sahasrasenāpatim āgacchantaṁ dṛṣṭvā paulatāḍanāto nyavarttanta|
2c152100a5	sa sahasrasenāpatiḥ sannidhāvāgamya paulaṁ dhṛtvā śṛṅkhaladvayena baddham ādiśya tān pṛṣṭavān eṣa kaḥ? kiṁ karmma cāyaṁ kṛtavān?
2c152200af	tato janasamūhasya kaścid ekaprakāraṁ kaścid anyaprakāraṁ vākyam araut sa tatra satyaṁ jñātum kalahakāraṇād aśaktaḥ san taṁ durgaṁ netum ājñāpayat|
2c15230068	teṣu sopānasyopari prāpteṣu lokānāṁ sāhasakāraṇāt senāgaṇaḥ paulamuttolya nītavān|
2c1524005b	tataḥ sarvve lokāḥ paścādgāminaḥ santa enaṁ durīkuruteti vākyam uccairavadan|
2c152500c6	paulasya durgānayanasamaye sa tasmai sahasrasenāpataye kathitavān, bhavataḥ purastāt kathāṁ kathayituṁ kim anumanyate? sa tamapṛcchat tvaṁ kiṁ yūnānīyāṁ bhāṣāṁ jānāsi?
2c1526009c	yo misarīyo janaḥ pūrvvaṁ virodhaṁ kṛtvā catvāri sahasrāṇi ghātakān saṅginaḥ kṛtvā vipinaṁ gatavān tvaṁ kiṁ saeva na bhavasi?
2c152700cc	tadā paulo'kathayat ahaṁ kilikiyādeśasya tārṣanagarīyo yihūdīyo, nāhaṁ sāmānyanagarīyo mānavaḥ; ataeva vinaye'haṁ lākānāṁ samakṣaṁ kathāṁ kathayituṁ māmanujānīṣva|
2c152800a7	tenānujñātaḥ paulaḥ sopānopari tiṣṭhan hasteneṅgitaṁ kṛtavān, tasmāt sarvve susthirā abhavan| tadā paula ibrīyabhāṣayā kathayitum ārabhata,
2c1601004f	he pitṛgaṇā he bhrātṛgaṇāḥ, idānīṁ mama nivedane samavadhatta|
2c1602006f	tadā sa ibrīyabhāṣayā kathāṁ kathayatīti śrutvā sarvve lokā atīva niḥśabdā santo'tiṣṭhan|
2c1603016c	paścāt so'kathayad ahaṁ yihūdīya iti niścayaḥ kilikiyādeśasya tārṣanagaraṁ mama janmabhūmiḥ, etannagarīyasya gamilīyelanāmno'dhyāpakasya śiṣyo bhūtvā pūrvvapuruṣāṇāṁ vidhivyavasthānusāreṇa sampūrṇarūpeṇa śikṣito'bhavam idānīntanā yūyaṁ yādṛśā bhavatha tādṛśo'hamapīśvarasevāyām udyogī jātaḥ|
2c16040085	matametad dviṣṭvā tadgrāhinārīpuruṣān kārāyāṁ baddhvā teṣāṁ prāṇanāśaparyyantāṁ vipakṣatām akaravam|
2c1605013e	mahāyājakaḥ sabhāsadaḥ prācīnalokāśca mamaitasyāḥ kathāyāḥ pramāṇaṁ dātuṁ śaknuvanti, yasmāt teṣāṁ samīpād dammeṣakanagaranivāsibhrātṛgaṇārtham ājñāpatrāṇi gṛhītvā ye tatra sthitāstān daṇḍayituṁ yirūśālamam ānayanārthaṁ dammeṣakanagaraṁ gatosmi|
2c160600a8	kintu gacchan tannagarasya samīpaṁ prāptavān tadā dvitīyapraharavelāyāṁ satyām akasmād gagaṇānnirgatya mahatī dīpti rmama caturdiśi prakāśitavatī|
2c16070088	tato mayi bhūmau patite sati, he śaula he śaula kuto māṁ tāḍayasi? māmprati bhāṣita etādṛśa eko ravopi mayā śrutaḥ|
2c1608007a	tadāhaṁ pratyavadaṁ, he prabhe ko bhavān? tataḥ so'vādīt yaṁ tvaṁ tāḍayasi sa nāsaratīyo yīśurahaṁ|
2c1609007f	mama saṅgino lokāstāṁ dīptiṁ dṛṣṭvā bhiyaṁ prāptāḥ, kintu māmpratyuditaṁ tadvākyaṁ te nābudhyanta|
2c160a00d6	tataḥ paraṁ pṛṣṭavānahaṁ, he prabho mayā kiṁ karttavyaṁ? tataḥ prabhurakathayat, utthāya dammeṣakanagaraṁ yāhi tvayā yadyat karttavyaṁ nirūpitamāste tat tatra tvaṁ jñāpayiṣyase|
2c160b0092	anantaraṁ tasyāḥ kharataradīpteḥ kāraṇāt kimapi na dṛṣṭvā saṅgigaṇena dhṛtahastaḥ san dammeṣakanagaraṁ vrajitavān|
2c160c007c	tannagaranivāsināṁ sarvveṣāṁ yihūdīyānāṁ mānyo vyavasthānusāreṇa bhaktaśca hanānīyanāmā mānava eko
2c160d0089	mama sannidhim etya tiṣṭhan akathayat, he bhrātaḥ śaula sudṛṣṭi rbhava tasmin daṇḍe'haṁ samyak taṁ dṛṣṭavān|
2c160e0101	tataḥ sa mahyaṁ kathitavān yathā tvam īśvarasyābhiprāyaṁ vetsi tasya śuddhasattvajanasya darśanaṁ prāpya tasya śrīmukhasya vākyaṁ śṛṇoṣi tannimittam asmākaṁ pūrvvapuruṣāṇām īśvarastvāṁ manonītaṁ kṛtavānaṁ|
2c160f0077	yato yadyad adrākṣīraśrauṣīśca sarvveṣāṁ mānavānāṁ samīpe tvaṁ teṣāṁ sākṣī bhaviṣyasi|
2c1610006b	ataeva kuto vilambase? prabho rnāmnā prārthya nijapāpaprakṣālanārthaṁ majjanāya samuttiṣṭha|
2c16110094	tataḥ paraṁ yirūśālamnagaraṁ pratyāgatya mandire'ham ekadā prārthaye, tasmin samaye'ham abhibhūtaḥ san prabhūṁ sākṣāt paśyan,
2c16120097	tvaṁ tvarayā yirūśālamaḥ pratiṣṭhasva yato lokāmayi tava sākṣyaṁ na grahīṣyanti, māmpratyuditaṁ tasyedaṁ vākyam aśrauṣam|
2c1613006c	tatohaṁ pratyavādiṣam he prabho pratibhajanabhavanaṁ tvayi viśvāsino lokān baddhvā prahṛtavān,
2c161400ab	tathā tava sākṣiṇaḥ stiphānasya raktapātanasamaye tasya vināśaṁ sammanya sannidhau tiṣṭhan hantṛlokānāṁ vāsāṁsi rakṣitavān, etat te viduḥ|
2c16150066	tataḥ so'kathayat pratiṣṭhasva tvāṁ dūrasthabhinnadeśīyānāṁ samīpaṁ preṣayiṣye|
2c161600a0	tadā lokā etāvatparyyantāṁ tadīyāṁ kathāṁ śrutvā proccairakathayan, enaṁ bhūmaṇḍalād dūrīkuruta, etādṛśajanasya jīvanaṁ nocitam|
2c16170050	ityuccaiḥ kathayitvā vasanāni parityajya gagaṇaṁ prati dhūlīrakṣipan
2c161800e8	tataḥ sahasrasenāpatiḥ paulaṁ durgābhyantara netuṁ samādiśat| etasya pratikūlāḥ santo lokāḥ kinnimittam etāvaduccaiḥsvaram akurvvan, etad vettuṁ taṁ kaśayā prahṛtya tasya parīkṣāṁ karttumādiśat|
2c161900e3	padātayaścarmmanirmmitarajjubhistasya bandhanaṁ karttumudyatāstāstadānīṁ paulaḥ sammukhasthitaṁ śatasenāpatim uktavān daṇḍājñāyām aprāptāyāṁ kiṁ romilokaṁ praharttuṁ yuṣmākam adhikārosti?
2c161a0090	enāṁ kathāṁ śrutvā sa sahasrasenāpateḥ sannidhiṁ gatvā tāṁ vārttāmavadat sa romiloka etasmāt sāvadhānaḥ san karmma kuru|
2c161b0071	tasmāt sahasrasenāpati rgatvā tamaprākṣīt tvaṁ kiṁ romilokaḥ? iti māṁ brūhi| so'kathayat satyam|
2c161c00a0	tataḥ sahasrasenāpatiḥ kathitavān bahudraviṇaṁ dattvāhaṁ tat paurasakhyaṁ prāptavān; kintu paulaḥ kathitavān ahaṁ janunā tat prāpto'smi|
2c161d00d8	itthaṁ sati ye prahāreṇa taṁ parīkṣituṁ samudyatā āsan te tasya samīpāt prātiṣṭhanta; sahasrasenāpatistaṁ romilokaṁ vijñāya svayaṁ yat tasya bandhanam akārṣīt tatkāraṇād abibhet|
2c161e0112	yihūdīyalokāḥ paulaṁ kuto'pavadante tasya vṛttāntaṁ jñātuṁ vāñchan sahasrasenāpatiḥ pare'hani paulaṁ bandhanāt mocayitvā pradhānayājakān mahāsabhāyāḥ sarvvalokāśca samupasthātum ādiśya teṣāṁ sannidhau paulam avarohya sthāpitavān|
2c170100a1	sabhāsadlokān prati paulo'nanyadṛṣṭyā paśyan akathayat, he bhrātṛgaṇā adya yāvat saralena sarvvāntaḥkaraṇeneśvarasya sākṣād ācarāmi|
2c17020067	anena hanānīyanāmā mahāyājakastaṁ kapole capeṭenāhantuṁ samīpasthalokān ādiṣṭavān|
2c170300c4	tadā paulastamavadat, he bahiṣpariṣkṛta, īśvarastvāṁ praharttum udyatosti, yato vyavasthānusāreṇa vicārayitum upaviśya vyavasthāṁ laṅghitvā māṁ praharttum ājñāpayasi|
2c17040053	tato nikaṭasthā lokā akathayan, tvaṁ kim īśvarasya mahāyājakaṁ nindasi?
2c170500be	tataḥ paulaḥ pratibhāṣitavān he bhrātṛgaṇa mahāyājaka eṣa iti na buddhaṁ mayā tadanyacca svalokānām adhipatiṁ prati durvvākyaṁ mā kathaya, etādṛśī lipirasti|
2c1706010f	anantaraṁ paulasteṣām arddhaṁ sidūkilokā arddhaṁ phirūśilokā iti dṛṣṭvā proccaiḥ sabhāsthalokān avadat he bhrātṛgaṇa ahaṁ phirūśimatāvalambī phirūśinaḥ satnānaśca, mṛtalokānām utthāne pratyāśākaraṇād ahamapavāditosmi|
2c1707007c	iti kathāyāṁ kathitāyāṁ phirūśisidūkinoḥ parasparaṁ bhinnavākyatvāt sabhāyā madhye dvau saṁghau jātau|
2c17080099	yataḥ sidūkilokā utthānaṁ svargīyadūtā ātmānaśca sarvveṣām eteṣāṁ kamapi na manyante, kintu phirūśinaḥ sarvvam aṅgīkurvvanti|
2c1709013b	tataḥ parasparam atiśayakolāhale samupasthite phirūśināṁ pakṣīyāḥ sabhāsthā adhyāpakāḥ pratipakṣā uttiṣṭhanto 'kathayan, etasya mānavasya kamapi doṣaṁ na paśyāmaḥ; yadi kaścid ātmā vā kaścid dūta enaṁ pratyādiśat tarhi vayam īśvarasya prātikūlyena na yotsyāmaḥ|
2c170a00e3	tasmād atīva bhinnavākyatve sati te paulaṁ khaṇḍaṁ khaṇḍaṁ kariṣyantītyāśaṅkayā sahasrasenāpatiḥ senāgaṇaṁ tatsthānaṁ yātuṁ sabhāto balāt paulaṁ dhṛtvā durgaṁ netañcājñāpayat|
2c170b00a8	rātro prabhustasya samīpe tiṣṭhan kathitavān he paula nirbhayo bhava yathā yirūśālamnagare mayi sākṣyaṁ dattavān tathā romānagarepi tvayā dātavyam|
2c170c0095	dine samupasthite sati kiyanto yihūdīyalokā ekamantraṇāḥ santaḥ paulaṁ na hatvā bhojanapāne kariṣyāma iti śapathena svān abadhnan|
2c170d003a	catvāriṁśajjanebhyo'dhikā lokā iti paṇam akurvvan|
2c170e00ac	te mahāyājakānāṁ prācīnalokānāñca samīpaṁ gatvā kathayan, vayaṁ paulaṁ na hatvā kimapi na bhokṣyāmahe dṛḍhenānena śapathena baddhvā abhavāma|
2c170f0120	ataeva sāmprataṁ sabhāsadlokaiḥ saha vayaṁ tasmin kañcid viśeṣavicāraṁ kariṣyāmastadarthaṁ bhavān śvo 'smākaṁ samīpaṁ tam ānayatviti sahasrasenāpataye nivedanaṁ kuruta tena yuṣmākaṁ samīpaṁ upasthiteḥ pūrvvaṁ vayaṁ taṁ hantu sajjiṣyāma|
2c17100072	tadā paulasya bhāgineyasteṣāmiti mantraṇāṁ vijñāya durgaṁ gatvā tāṁ vārttāṁ paulam uktavān|
2c171100b1	tasmāt paula ekaṁ śatasenāpatim āhūya vākyamidam bhāṣitavān sahasrasenāpateḥ samīpe'sya yuvamanuṣyasya kiñcinnivedanam āste, tasmāt tatsavidham enaṁ naya|
2c171200cd	tataḥ sa tamādāya sahasrasenāpateḥ samīpam upasthāya kathitavān, bhavataḥ samīpe'sya kimapi nivedanamāste tasmāt bandiḥ paulo māmāhūya bhavataḥ samīpam enam ānetuṁ prārthitavān|
2c1713007f	tadā sahasrasenāpatistasya hastaṁ dhṛtvā nirjanasthānaṁ nītvā pṛṣṭhavān tava kiṁ nivedanaṁ? tat kathaya|
2c1714009f	tataḥ sokathayat, yihūdīyalākāḥ paule kamapi viśeṣavicāraṁ chalaṁ kṛtvā taṁ sabhāṁ netuṁ bhavataḥ samīpe nivedayituṁ amantrayan|
2c17150122	kintu mavatā tanna svīkarttavyaṁ yatasteṣāṁ madhyevarttinaścatvāriṁśajjanebhyo 'dhikalokā ekamantraṇā bhūtvā paulaṁ na hatvā bhojanaṁ pānañca na kariṣyāma iti śapathena baddhāḥ santo ghātakā iva sajjitā idānīṁ kevalaṁ bhavato 'numatim apekṣante|
2c17160086	yāmimāṁ kathāṁ tvaṁ niveditavān tāṁ kasmaicidapi mā kathayetyuktvā sahasrasenāpatistaṁ yuvānaṁ visṛṣṭavān|
2c17170127	anantaraṁ sahasrasenāpati rdvau śatasenāpatī āhūyedam ādiśat, yuvāṁ rātrau praharaikāvaśiṣṭāyāṁ satyāṁ kaisariyānagaraṁ yātuṁ padātisainyānāṁ dve śate ghoṭakārohisainyānāṁ saptatiṁ śaktidhārisainyānāṁ dve śate ca janān sajjitān kurutaṁ|
2c1718006e	paulam ārohayituṁ phīlikṣādhipateḥ samīpaṁ nirvvighnaṁ netuñca vāhanāni samupasthāpayataṁ|
2c17190039	aparaṁ sa patraṁ likhitvā dattavān tallikhitametat,
2c171a004d	mahāmahimaśrīyuktaphīlikṣādhipataye klaudiyaluṣiyasya namaskāraḥ|
2c171b00b3	yihūdīyalokāḥ pūrvvam enaṁ mānavaṁ dhṛtvā svahastai rhantum udyatā etasminnantare sasainyohaṁ tatropasthāya eṣa jano romīya iti vijñāya taṁ rakṣitavān|
2c171c0050	kinnimittaṁ te tamapavadante tajjñātuṁ teṣā sabhāṁ tamānāyitavān|
2c171d00c8	tatasteṣāṁ vyavasthāyā viruddhayā kayācana kathayā so'pavādito'bhavat, kintu sa śṛṅkhalabandhanārho vā prāṇanāśārho bhavatīdṛśaḥ kopyaparādho mayāsya na dṛṣṭaḥ|
2c171e00fc	tathāpi manuṣyasyāsya vadhārthaṁ yihūdīyā ghātakāiva sajjitā etāṁ vārttāṁ śrutvā tatkṣaṇāt tava samīpamenaṁ preṣitavān asyāpavādakāṁśca tava samīpaṁ gatvāpavaditum ājñāpayam| bhavataḥ kuśalaṁ bhūyāt|
2c171f0064	sainyagaṇa ājñānusāreṇa paulaṁ gṛhītvā tasyāṁ rajanyām āntipātrinagaram ānayat|
2c1720006c	pare'hani tena saha yātuṁ ghoṭakārūḍhasainyagaṇaṁ sthāpayitvā parāvṛtya durgaṁ gatavān|
2c17210092	tataḥ pare ghoṭakārohisainyagaṇaḥ kaisariyānagaram upasthāya tatpatram adhipateḥ kare samarpya tasya samīpe paulam upasthāpitavān|
2c1722008f	tadādhipatistatpatraṁ paṭhitvā pṛṣṭhavān eṣa kimpradeśīyo janaḥ? sa kilikiyāpradeśīya eko jana iti jñātvā kathitavān,
2c1723006d	tavāpavādakagaṇa āgate tava kathāṁ śroṣyāmi| herodrājagṛhe taṁ sthāpayitum ādiṣṭavān|
2c180100ec	pañcabhyo dinebhyaḥ paraṁ hanānīyanāmā mahāyājako'dhipateḥ samakṣaṁ paulasya prātikūlyena nivedayituṁ tartullanāmānaṁ kañcana vaktāraṁ prācīnajanāṁśca saṅginaḥ kṛtvā kaisariyānagaram āgacchat|
2c180200f8	tataḥ paule samānīte sati tartullastasyāpavādakathāṁ kathayitum ārabhata he mahāmahimaphīlikṣa bhavato vayam atinirvvighnaṁ kālaṁ yāpayāmo bhavataḥ pariṇāmadarśitayā etaddeśīyānāṁ bahūni maṅgalāni ghaṭitāni,
2c1803005a	iti heto rvayamatikṛtajñāḥ santaḥ sarvvatra sarvvadā bhavato guṇān gāyamaḥ|
2c1804007d	kintu bahubhiḥ kathābhi rbhavantaṁ yena na virañjayāmi tasmād vinaye bhavān banukampya madalpakathāṁ śṛṇotu|
2c180500c2	eṣa mahāmārīsvarūpo nāsaratīyamatagrāhisaṁghātasya mukhyo bhūtvā sarvvadeśeṣu sarvveṣāṁ yihūdīyānāṁ rājadrohācaraṇapravṛttiṁ janayatītyasmābhi rniścitaṁ|
2c18060090	sa mandiramapi aśuci karttuṁ ceṣṭitavān; iti kāraṇād vayam enaṁ dhṛtvā svavyavasthānusāreṇa vicārayituṁ prāvarttāmahi;
2c18070058	kintu luṣiyaḥ sahasrasenāpatirāgatya balād asmākaṁ karebhya enaṁ gṛhītvā
2c180800c7	etasyāpavādakān bhavataḥ samīpam āgantum ājñāpayat| vayaṁ yasmin tamapavādāmo bhavatā padapavādakathāyāṁ vicāritāyāṁ satyāṁ sarvvaṁ vṛttāntaṁ vedituṁ śakṣyate|
2c18090048	tato yihūdīyā api svīkṛtya kathitavanta eṣā kathā pramāṇam|
2c180a00c9	adhipatau kathāṁ kathayituṁ paulaṁ pratīṅgitaṁ kṛtavati sa kathitavān bhavān bahūn vatsarān yāvad etaddeśasya śāsanaṁ karotīti vijñāya pratyuttaraṁ dātum akṣobho'bhavam|
2c180b0094	adya kevalaṁ dvādaśa dināni yātāni, aham ārādhanāṁ karttuṁ yirūśālamanagaraṁ gatavān eṣā kathā bhavatā jñātuṁ śakyate;
2c180c00aa	kintvibhe māṁ madhyemandiraṁ kenāpi saha vitaṇḍāṁ kurvvantaṁ kutrāpi bhajanabhavane nagare vā lokān kupravṛttiṁ janayantuṁ na dṛṣṭavantaḥ|
2c180d005c	idānīṁ yasmin yasmin mām apavadante tasya kimapi pramāṇaṁ dātuṁ na śaknuvanti|
2c180e0105	kintu bhaviṣyadvākyagranthe vyavasthāgranthe ca yā yā kathā likhitāste tāsu sarvvāsu viśvasya yanmatam ime vidharmmaṁ jānanti tanmatānusāreṇāhaṁ nijapitṛpuruṣāṇām īśvaram ārādhayāmītyahaṁ bhavataḥ samakṣam aṅgīkaromi|
2c180f00a3	dhārmmikāṇām adhārmmikāṇāñca pramītalokānāmevotthānaṁ bhaviṣyatīti kathāmime svīkurvvanti tathāhamapi tasmin īśvare pratyāśāṁ karomi;
2c18100063	īśvarasya mānavānāñca samīpe yathā nirdoṣo bhavāmi tadarthaṁ satataṁ yatnavān asmi|
2c1811008a	bahuṣu vatsareṣu gateṣu svadeśīyalokānāṁ nimittaṁ dānīyadravyāṇi naivedyāni ca samādāya punarāgamanaṁ kṛtavān|
2c181200ac	tatohaṁ śuci rbhūtvā lokānāṁ samāgamaṁ kalahaṁ vā na kāritavān tathāpyāśiyādeśīyāḥ kiyanto yihudīyalokā madhyemandiraṁ māṁ dhṛtavantaḥ|
2c1813006e	mamopari yadi kācidapavādakathāsti tarhi bhavataḥ samīpam upasthāya teṣāmeva sākṣyadānam ucitam|
2c18140093	nocet pūrvve mahāsabhāsthānāṁ lokānāṁ sannidhau mama daṇḍāyamānatvasamaye, ahamadya mṛtānāmutthāne yuṣmābhi rvicāritosmi,
2c181500a5	teṣāṁ madhye tiṣṭhannahaṁ yāmimāṁ kathāmuccaiḥ svareṇa kathitavān tadanyo mama kopi doṣo'labhyata na veti varam ete samupasthitalokā vadantu|
2c181600e7	tadā phīlikṣa etāṁ kathāṁ śrutvā tanmatasya viśeṣavṛttāntaṁ vijñātuṁ vicāraṁ sthagitaṁ kṛtvā kathitavān luṣiye sahasrasenāpatau samāyāte sati yuṣmākaṁ vicāram ahaṁ niṣpādayiṣyāmi|
2c181700aa	anantaraṁ bandhanaṁ vinā paulaṁ rakṣituṁ tasya sevanāya sākṣātkaraṇāya vā tadīyātmīyabandhujanān na vārayituñca śamasenāpatim ādiṣṭavān|
2c181800b0	alpadināt paraṁ phīlikṣo'dhipati rdruṣillānāmnā yihūdīyayā svabhāryyayā sahāgatya paulamāhūya tasya mukhāt khrīṣṭadharmmasya vṛttāntam aśrauṣīt|
2c181900c6	paulena nyāyasya parimitabhogasya caramavicārasya ca kathāyāṁ kathitāyāṁ satyāṁ phīlikṣaḥ kampamānaḥ san vyāharad idānīṁ yāhi, aham avakāśaṁ prāpya tvām āhūsyāmi|
2c181a0096	muktipraptyarthaṁ paulena mahyaṁ mudrādāsyante iti patyāśāṁ kṛtvā sa punaḥ punastamāhūya tena sākaṁ kathopakathanaṁ kṛtavān|
2c181b00b2	kintu vatsaradvayāt paraṁ parkiyaphīṣṭa phālikṣasya padaṁ prāpte sati phīlikṣo yihūdīyān santuṣṭān cikīrṣan paulaṁ baddhaṁ saṁsthāpya gatavān|
2c19010069	anantaraṁ phīṣṭo nijarājyam āgatya dinatrayāt paraṁ kaisariyāto yirūśālamnagaram āgamat|
2c1902005e	tadā mahāyājako yihūdīyānāṁ pradhānalokāśca tasya samakṣaṁ paulam apāvadanta|
2c19030068	bhavān taṁ yirūśālamam ānetum ājñāpayatviti vinīya te tasmād anugrahaṁ vāñchitavantaḥ|
2c190400bd	yataḥ pathimadhye gopanena paulaṁ hantuṁ tai rghātakā niyuktāḥ| phīṣṭa uttaraṁ dattavān paulaḥ kaisariyāyāṁ sthāsyati punaralpadināt param ahaṁ tatra yāsyāmi|
2c190500a9	tatastasya mānuṣasya yadi kaścid aparādhastiṣṭhati tarhi yuṣmākaṁ ye śaknuvanti te mayā saha tatra gatvā tamapavadantu sa etāṁ kathāṁ kathitavān|
