2800000008	Mateusza
2c022600a7	—Opamiętać się—odrzekł Piotr—i dać się zanurzyć w wodzie w imię Jezusa Chrystusa, na znak uwolnienia od grzechów. Wtedy otrzymacie dar Ducha Świętego,
2c02270074	bo został On obiecany właśnie wam i waszym dzieciom, a nawet poganom—wszystkim, których wezwie Pan, nasz Bóg!
2c0228007d	I długo jeszcze Piotr mówił do nich, wzywając: —Ratujcie się przez Bożym sądem, który spadnie na to złe pokolenie.
2c0229009d	Ci, którzy dzięki słowom Piotra uwierzyli w Jezusa, zostali ochrzczeni. I tego dnia przyłączyło się do grupy wierzących około trzech tysięcy osób.
2c022a0071	Z oddaniem trzymali się oni nauki apostołów, żyli we wspólnocie, dzielili się chlebem i razem modlili się.
2c022b004f	Mieszkańcy miasta odczuwali lęk, ponieważ apostołowie czynili wiele cudów.
2c022c004b	Natomiast wszyscy wierzący przebywali razem i dzielili się tym, co mieli.
2c022d0063	Często sprzedawali swoje posiadłości i wspomagali innych wierzących, w zależności od potrzeb.
2c022e009f	Byli jednomyślni i codziennie zbierali się w świątyni. W domach zaś dzielili się chlebem i z radością oraz otwartością spożywali wspólnie posiłki.
2c022f00ce	W tym wszystkim oddawali chwałę Bogu i cieszyli się dobrą opinią ze strony innych mieszkańców. Pan zaś sprawiał, że codziennie nowi ludzie przyjmowali zbawienie i przyłączali się do wspólnoty.
2c0301005c	Pewnego dnia Piotr i Jan szli do świątyni na popołudniową modlitwę o godzinie trzeciej.
2c030200c2	Właśnie wtedy niesiono pewnego człowieka, który od urodzenia nie mógł chodzić. Codziennie kładziono go pod bramą świątyni, zwaną Piękną, aby mógł prosić wchodzących o wsparcie.
2c03030045	Widząc, że Piotr i Jan mają zamiar wejść, poprosił ich o datek.
2c03040045	Wtedy uważnie spojrzeli na niego, a Piotr rzekł: —Popatrz na nas.
2c03050046	Kaleka spojrzał na nich z nadzieją, że zaraz coś od nich dostanie.
2c0306008e	Ale Piotr powiedział: —Nie mam złota ani srebra. Ale dam ci to, co mam. W imieniu Jezusa Chrystusa z Nazaretu mówię ci: Wstań i chodź!
2c03070073	Następnie podał mu prawą rękę i pomógł mu wstać. Chory natychmiast odzyskał władzę w stopach i kostkach.
2c03080079	Z radości podskoczył i zaczął chodzić! Następnie wszedł razem z nimi do świątyni, podskakując i wielbiąc Boga.
2c03090033	Wszyscy obecni zobaczyli, że chodzi i chwali Boga.
2c030a0086	I rozpoznali w nim tego, który siedział przy Pięknej Bramie i żebrał. Wtedy ogarnęło ich zdumienie z powodu tego, co zobaczyli.
2c030b0068	Ponieważ uzdrowiony trzymał się blisko Piotra i Jana, wszyscy ruszyli za nimi do krużganka Salomona.
2c030c00cc	Widząc to, Piotr zwrócił się do tłumu: —Izraelici! Dlaczego tak się dziwicie? I dlaczego wpatrujecie się w nas tak, jakbyśmy własną mocą lub pobożnością sprawili, że ten człowiek chodzi?
2c030d00b3	Bóg Abrahama, Izaaka i Jakuba—Bóg naszych przodków—otoczył chwałą swojego sługę, Jezusa. Wy Go wydaliście Piłatowi i odrzuciliście, chociaż on chciał Go uwolnić.
2c030e004a	Wzgardziliście Świętym i Prawym, a zażądaliście uwolnienia mordercy.
2c030f0068	Zabiliście Dawcę życia! Bóg jednak wzbudził Go z martwych, czego my jesteśmy naocznymi świadkami!
2c031000c3	Właśnie przez wiarę w tego Jezusa człowiek, którego tu widzicie i którego dobrze znacie, został uzdrowiony. Dzięki Jezusowi, na oczach was wszystkich, odzyskał pełną władzę w nogach!
2c03110061	Przyjaciele! Teraz jednak wiem, że działaliście w nieświadomości, tak jak i wasi przywódcy.
2c0312005a	Bóg jednak wypełnił to, co wszyscy prorocy kiedyś zapowiedzieli o cierpieniu Mesjasza.
2c03130053	Opamiętajcie się więc i zwróćcie się do Boga, aby oczyścił was z grzechów.
2c0314003a	Może pocieszy was wtedy i pośle do was Jezusa, Mesjasza.
2c031500a5	Teraz jednak musi On pozostać w niebie aż do czasu ostatecznego odnowienia wszystkich rzeczy. Bóg dawno temu zapowiedział to poprzez swoich świętych proroków.
2c03160095	Już Mojżesz powiedział bowiem: „Bóg, wasz Pan, powoła spośród was proroka podobnego do mnie. Słuchajcie uważnie wszystkiego, co wam powie.
2c03170062	Każdy bowiem, kto nie będzie Mu posłuszny, zostanie wyłączony z ludu i ulegnie zagładzie”.
2c03180069	Począwszy od Samuela, wszyscy kolejni prorocy zapowiadali wydarzenia minionych dni—kontynuował Piotr.
2c031900d9	—Wy zaś jesteście potomkami tych proroków i uczestnikami przymierza, które Bóg zawarł z waszymi przodkami. On powiedział Abrahamowi: „Przez twojego potomka będą błogosławieni wszyscy ludzie na ziemi”.
2c031a00b4	To dla was, jako pierwszych—wyjaśniał Piotr—Bóg wskrzesił swojego Sługę, Jezusa, i posłał Go, aby każdemu z was błogosławił, pomagając zerwać z grzesznym życiem.
2c04010086	Gdy Piotr i Jan przemawiali do zgromadzonych, podeszli do nich kapłani, wraz z dowódcą straży świątynnej i kilkoma saduceuszami.
2c0402005a	Oburzyli się słysząc, że nauczają zebranych i głoszą im zmartwychwstanie w Jezusie.
2c04030062	Aresztowali ich więc, a ponieważ był już wieczór, zamknęli w więzieniu do następnego dnia.
2c0404009e	Mimo to, wielu ludzi, którzy słuchali ich słów, uwierzyło w Jezusa, zwiększając liczbę samych tylko wierzących mężczyzn do około pięciu tysięcy.
2c04050058	Następnego dnia zebrali się w Jerozolimie przełożeni, starsi i przywódcy religijni,
2c0406007b	a wśród nich: Annasz—najwyższy kapłan, Kajfasz, Jan, Aleksander i wszyscy inni, spokrewnieni z najwyższym kapłanem.
2c04070069	Postawili apostołów na środku i przesłuchiwali: —Jakim prawem i z czyjego polecenia to robiliście?
2c0408005b	—Dostojni przywódcy naszego narodu!—odpowiedział Piotr, napełniony Duchem Świętym.
2c04090075	—Skoro przesłuchujecie nas dzisiaj z powodu dobrego czynu, dzięki któremu ten chory człowiek odzyskał zdrowie,
2c040a00b5	to wiedzcie—wy wszyscy i cały naród Izraela—że stoi on przed wami zdrowy dzięki mocy Jezusa Chrystusa z Nazaretu. Wy Go ukrzyżowaliście, ale Bóg wskrzesił Go z martwych.
2c040b00a3	To On jest tym, zapowiedzianym w Piśmie: „Kamieniem, odrzuconym przez budujących, który stał się kamieniem węgielnym, najważniejszym w całym budynku!”.
2c040c0095	W nikim innym nie ma zbawienia!—dodał Piotr. —Bo nie dano ludziom na ziemi żadnego innego imienia, przez które moglibyśmy uzyskać zbawienie.
2c040d00aa	Przywódcy zdumieli się na widok odwagi Piotra i Jana. Przypomnieli sobie, że są to ludzie prości oraz niewykształceni i rozpoznali, że to oni przebywali z Jezusem.
2c040e0049	Jednak widok stojącego z nimi uzdrowionego człowieka zamknął im usta.
2c040f0047	Polecili więc im opuścić salę obrad i naradzali się między sobą:
2c04100074	—Co z nimi zrobić? Nie możemy zaprzeczyć, że dokonali cudu. Wiedzą o tym już wszyscy mieszkańcy Jerozolimy.
2c0411005d	Żeby jednak nie rozchodziło się to dalej, zabrońmy im rozmawiania z kimkolwiek o Jezusie.
2c04120046	Wezwali ich więc ponownie i zakazali im mówić i nauczać o Jezusie.
2c04130072	—Sami oceńcie, co jest słuszne w oczach Boga! Powinniśmy słuchać was czy też Jego?—odrzekli Piotr i Jan.
2c0414005a	—My nie możemy przestać mówić o tym, co sami widzieliśmy i słyszeliśmy od Jezusa.
2c041500c7	Ponawiając groźbę, przywódcy wypuścili ich. Nie potrafili bowiem znaleźć takiego powodu do ich ukarania, który by nie oburzył ludzi. Wszyscy bowiem oddawali Bogu chwałę za to, co uczynił.
2c0416006a	Bo przecież tylko On mógł cudownie uzdrowić człowieka, który od ponad czterdziestu lat był kaleką.
2c04170078	Zaraz po uwolnieniu, Piotr i Jan poszli do innych wierzących i opowiedzieli im, co mówili najwyżsi kapłani i starsi.
2c04180079	Słysząc to, wszyscy jednomyślnie zawołali do Boga: —Panie, Stwórco nieba, ziemi, morza i wszystkiego, co istnieje!
2c041900b1	Ty przez Ducha Świętego, ustami naszego przodka, króla Dawida, który był Twoim sługą, powiedziałeś: „Dlaczego wzburzyły się narody, i ludy zaczęły planować zło?
2c041a007d	Ziemscy władcy zjednoczyli się do walki, a przywódcy zebrali się razem, aby wystąpić przeciw Panu i Jego Mesjaszowi”.
2c041b00fc	Tak właśnie stało się w tym mieście!—modlili się. —Oto król Herod i gubernator Poncjusz Piłat, wraz z Rzymianami i żydowskimi przywódcami, zjednoczyli się przeciwko Twojemu świętemu Słudze—Jezusowi, którego ustanowiłeś Mesjaszem.
2c041c0041	I wypełnili wszystko to, co w swojej mocy i woli zaplanowałeś.
2c041d005e	Zobacz więc, Panie, jak grożą Twoim sługom, i pozwól nam z odwagą głosić Twoje słowo,
2c041e006a	gdy Ty będziesz uzdrawiał swoją mocą i w imieniu swojego świętego Sługi, Jezusa, dokonywał cudów.
2c041f0097	Gdy skończyli modlitwę, budynek, w którym się zebrali, zadrżał. A wszyscy zostali napełnieni Duchem Świętym i odważnie głosili słowo Boże.
2c042000b2	Wszystkich wierzących łączyło jedno serce i jedna myśl. Nikt nie uważał tego, co posiadał, za swoją wyłączną własność, ale każdy dzielił się wszystkim z innymi.
2c0421007c	Apostołowie z ogromną mocą opowiadali innym o zmartwychwstaniu Jezusa, a wszyscy wierzący doświadczali ogromnej łaski.
2c04220071	Nie było wśród nich nikogo, kto by cierpiał biedę, bo wielu posiadających ziemię lub domy sprzedawało je,
2c04230051	a pieniądze powierzało apostołom. I każdy otrzymywał tyle, ile potrzebował.
2c0424008e	Tak uczynił Józef, Lewita pochodzący z Cypru, nazywany przez apostołów Barnabą (to znaczy: „tym, który jest zachętą dla innych”).
2c04250037	Sprzedał on swoje pole i pieniądze oddał apostołom.
2c05010062	Również inny człowiek, niejaki Ananiasz, wraz z żoną Safirą, sprzedał swoją posiadłość.
2c0502007a	Za jej zgodą wziął jednak część pieniędzy dla siebie, a resztę zaniósł apostołom, mówiąc, że to cała kwota.
2c050300b2	Piotr powiedział mu na to: —Ananiaszu! Dlaczego pozwoliłeś, aby szatan opanował twoje serce? Okłamałeś Ducha Świętego, bo zatrzymałeś dla siebie część pieniędzy.
2c050400bc	Czy posiadłość nie należała do ciebie? I czy pieniądze po sprzedaży nie były nadal twoje? Dlaczego więc w swoim sercu postanowiłeś to zrobić? To nie nas okłamałeś, ale Boga.
2c05050073	Gdy tylko Ananiasz usłyszał te słowa, padł martwy na ziemię. Wszystkich obecnych ogarnęło zaś przerażenie.
2c0506004b	Młodsi mężczyźni zawinęli ciało Ananiasza, wynieśli je i pogrzebali.
2c0507005c	Jakieś trzy godziny później przyszła jego żona, nie wiedząc o tym, co się wydarzyło.
2c0508007b	—Powiedz mi, czy za taką sumę sprzedaliście posiadłość?—spytał ją Piotr. —Tak!—odpowiedziała. —Za taką.
2c050900cb	—Dlaczego zmówiliście się—odrzekł Piotr—żeby wystawić na próbę Ducha Pana? Właśnie przed wejściem słychać kroki tych, którzy pochowali twojego męża. Zaraz wyniosą również ciebie.
2c050a0089	Safira natychmiast padła martwa u stóp Piotra. Wtedy weszli młodzieńcy i widząc, że umarła, wynieśli ją i pochowali obok męża.
2c050b0063	Wówczas przerażenie ogarnęło cały kościół i wszystkich, którzy usłyszeli, co się stało.
2c050c009e	Apostołowie, na oczach ludzi, dokonywali wielu niezwykłych cudów. A razem z innymi wierzącymi spotykali się na terenie świątyni, w krużganku Salomona.
2c050d0068	Ludzie spoza kościoła nie mieli odwagi się do nich przyłączyć, ale darzyli ich wielkim szacunkiem.
2c050e006f	Liczba uczniów wciąż jednak wzrastała, ponieważ wiele nowych mężczyzn i kobiet wyznawało wiarę w Pana.
2c050f009f	Na ulice wynoszono chorych. Kładziono ich tam na łóżkach i matach, aby choć cień przechodzącego Piotra mógł paść na któregoś z nich i uleczyć go.
2c051000ac	Również z miast położonych wokół Jerozolimy przychodziło mnóstwo ludzi, którzy przyprowadzali chorych i zniewolonych przez demony. I wszyscy doznawali uzdrowienia.
2c0511008c	Tymczasem najwyższy kapłan i ludzie z jego otoczenia, którzy należeli do ugrupowania saduceuszy, byli pełni nienawiści do apostołów.
2c0512003a	Dlatego ponownie zatrzymali ich i wtrącili do więzienia.
2c05130068	Lecz nocą zjawił się anioł Pana. Otworzył bramy więzienia, wyprowadził apostołów i powiedział:
2c05140060	—Idźcie do świątyni i przekazujcie ludziom wszystkie te słowa, które prowadzą do życia!
2c05150137	Okazując posłuszeństwo temu nakazowi, o świcie weszli do świątyni i nauczali. Tymczasem rano najwyższy kapłan, wraz z ludźmi ze swojego otoczenia, zwołał posiedzenie Wysokiej Rady i starszych Izraela. Posłano też straż świątynną do więzienia, aby przyprowadziła apostołów na przesłuchanie.
2c0516006d	Gdy jednak członkowie straży dotarli na miejsce, nie znaleźli aresztowanych. Wrócili więc i zameldowali:
2c0517007c	—Brama więzienia była zamknięta i strzeżona przez wartowników. Ale gdy ją otworzyliśmy, nikogo w środku nie było.
2c05180064	Dowódca straży i najwyżsi kapłani, słysząc to, zastanawiali się, co mogło się z nimi stać.
2c05190070	Wtedy nadszedł ktoś z wiadomością: —Ci, których uwięziliście, są teraz w świątyni i nauczają ludzi.
2c051a00a6	Dowódca natychmiast poszedł tam ze strażnikami, aby ich przyprowadzić. Zrobili to jednak bez użycia siły, ponieważ bali się, że tłum obrzuci ich kamieniami.
2c051b0057	Gdy apostołowie stanęli przed Radą, najwyższy kapłan zaczął ich przesłuchiwać:
2c051c00a2	—Czy nie zakazaliśmy wam nauczać o tym człowieku? Tymczasem wy zaraziliście swoją nauką całą Jerozolimę i chcecie obarczyć nas winą za jego śmierć!
2c051d0055	—Trzeba być bardziej posłusznym Bogu niż ludziom—odparli Piotr i apostołowie.
2c051e0072	—Bóg naszych przodków wskrzesił z martwych Jezusa, którego wy zabiliście, wieszając na drewnianym krzyżu.
2c051f009e	Co więcej, swoją potężną mocą wywyższył Go i ustanowił Władcą i Zbawicielem, aby Izrael mógł się opamiętać i otrzymać przebaczenie grzechów.
2c05200060	Świadkami tego jesteśmy my oraz Duch Święty, dany przez Boga tym, którzy są Mu posłuszni.
2c05210047	Słysząc to, Rada wpadła we wściekłość i postanowiła ich zabić.
2c052200aa	Lecz wtedy wstał niejaki Gamaliel, jeden z jej członków, będący faryzeuszem i bardzo poważanym przywódcą religijnym. Polecił wyprowadzić na chwilę apostołów,
2c05230057	po czym przemówił: —Izraelici! Dobrze się zastanówcie, co zrobić z tymi ludźmi.
2c05240100	Jakiś czas temu bowiem wystąpił przeciw Rzymianom niejaki Teudas, który uważał się za kogoś niezwykłego. Zgromadził wokół siebie około czterystu uczniów, ale gdy go stracono, wszyscy jego zwolennicy rozproszyli się i nic z tego nie wynikło.
2c052500aa	Później, w czasie spisu ludności, zbuntował się Judasz Galilejczyk i pociągnął za sobą innych ludzi. On również zginął, a wszyscy jego zwolennicy pouciekali.
2c052600a2	Dlatego dobrze wam radzę: uwolnijcie tych ludzi i zostawcie ich w spokoju. Jeśli ich nauka i czyny mają tylko ludzkie źródło, to wkrótce utracą znaczenie.
2c0527009d	Ale jeśli to pochodzi od Boga, nie będziecie w stanie ich zwalczyć i może się okazać, że walczycie przeciwko Bogu. Słowa Gamaliela przekonały Radę.
2c0528007c	Wezwali więc ponownie apostołów i kazali ich ubiczować. Zabronili im też przemawiać w imieniu Jezusa i wypuścili ich.
2c0529006f	Oni zaś wyszli z sali obrad ciesząc się, że Bóg uznał ich za godnych znoszenia cierpień z powodu Jezusa.
2c052a0063	I codziennie w świątyni i w domach nie przestawali nauczać i głosić, że Jezus jest Mesjaszem.
2c060100f2	Wraz z szybkim wzrostem liczby uczniów podnosiły się głosy niezadowolenia. Ci, którzy mówili po grecku, narzekali, że wierzący, którzy mówili po hebrajsku, pomijają ich wdowy przy codziennym podziale żywności dla potrzebujących.
2c060200ae	Wtedy Dwunastu zwołało wszystkich uczniów i rzekło: —Nie byłoby to właściwe, gdybyśmy zaniedbali głoszenie słowa Bożego, a zajęli się rozdzielaniem żywności.
2c060300ab	Rozejrzyjcie się więc, drodzy przyjaciele, i wybierzcie spośród siebie siedmiu zaufanych, mądrych i napełnionych Duchem Świętym mężczyzn. Im zlecimy to zajęcie.
2c0604004c	My zaś całkowicie poświęcimy się modlitwie i głoszeniu słowa Bożego.
2c060500ff	Wszystkim spodobała się ta propozycja. Wybrali więc Szczepana—człowieka o wyjątkowej wierze i pełnego Ducha Świętego, Filipa, Prochora, Nikanora, Tymona, Parmenasa i Mikołaja z Antiochii, który wcześniej był poganinem nawróconym na judaizm.
2c06060072	Przedstawiono ich apostołom, ci zaś modlili się za nich i posłali ich do tej służby, kładąc na nich ręce.
2c0607009c	Tymczasem wpływ słowa Bożego był coraz większy i liczba uczniów w Jerozolimie szybko wzrastała i nawet wielu kapłanów przyjmowało wiarę w Jezusa.
2c06080083	Szczepan, jeden z Siedmiu, człowiek obdarzony przez Boga szczególną łaską i mocą, dokonywał na oczach ludzi wielkich cudów.
2c060900a7	Ale niektórzy członkowie Synagogi Wyzwolonych—byłych niewolników, pochodzących z Cyreny, Aleksandrii, Cylicji oraz Azji—chcieli go skompromitować w dyskusji.
