2800000007	Amatayo
281a1800c3	Amwana bha Amundu apakujomoka handa chigalobhola Majandiko ga Annoongo, nambo apakulaga mundu jola jwapakwaagaluka Amwana bha Amundu! Jikibha mbaya kwa mundu jonojwe handa akibha angabhelekwa.”
281a190078	Ayuda, jonijola jwaagaluka, akaakonya, “Bhannyigana, bholi, nga nenga?” Ayesu bhakajangula, “Handa chinnongile,”
281a1a00af	Pabhatendita kulyee, Ayesu akatola nkate, akaachukulu Annoongo, akagumetula, akaapekea bhabhachijigana bhabhe abhikulobholo, “Ntolange nlyangange, gongo nga mmele gwangu.”
281a1b009d	Ngapena bhakatola chikombe cha divai, bhakachukulu Annoongo, bhakaapekea bhabhachijigana babhe bhabhikulobhola, “Nng'wangange mwabhoa mu chikombe chenjeni.
281a1c0072	Kwa maana jenje nga mihai jangu jijilangia lilagano, jijijitika ligongo lya bhandu bhajingi ili kwaabhokea mabohu.
281a1d0093	Nambo ndendakunnobholela, ngang'wee kabhele divai mpaka lichobha lyela chimbakung'wee divai jiyono pamo na mwangota mu Umwenye gwa Atati bhangu.”
281a1e004a	Na bhenaangota pabhakajomola kujemba, bhakajenda ku Litombi lya Mizeituni.
281a1f00d9	Penapo Ayesu bhakaalobholela, “Kilo cha leleni, mwangota mwabhoa mpakubhutuka na kuneka nenga, kwa kubhee jijaandikwe mu Majandiko ga Annoongo, ‘Mbakwapota anchugaji, na lilubhalo lya ngondolo lipakupwilingana.’
281a200043	Nambo chimbakuyoka, mbakunlongolelanga chilambo cha ku Galilaya.”
281a210072	Apetulo akaajangula Ayesu, “Hata handa bhoa bhapakubhee na lipamba na mwenga na kunneka, nenga nganneka ng'o.”
281a22007e	Ayesu bhakaalobholela Apetulo, “Kweli ndendakunnobholela, kilo chenjeni tangu likambaliko lyangajemba, mpakungana patatu.”
281a2300a1	Nambo Apetulo akajangula, “Hata handa hipalikwa kujomoka pamo na mwenga, ngankana ng'o.” Na bhenibhala bhabhachijigana bhangi bhoa bhakalobholanga hela hela.
281a2400b2	Ngapena Ayesu akajenda pamo na bhabhachijigana bhabhe mahali pakemitwa ku Getisemane, na jono akaalobholelanga, “Ntamange pambani na nenga nyaule penipala kwaajopa Annoongo.”
281a250070	Bhakaatola Apetulo pamo na bhenibhala bhana bhabhele bha Azebedayo, na bhena bhakajemeka kuhechuka na kuumalika.
281a260091	Penapo akaalobholelanga, “Ndenda kuhechuka muno muntima gwangu hata kubhandikila na kiujomoka. Mtamange pambani ntamange miho pamo na nenga.”
281a2700c1	Bahi, akajaula nnoongi kachoko, akagwee manguku, akajopa, “Atati bhangu, handa ikombolike chikombe heche cha kulaga chimbete, nambo hikoto kubhee handa chimbala nenga, ila chimpala mwenga.”
281a2800a6	Ngapena Ayesu akabhuja kwa bhabhachijigana bhabhe na kwaakolela bhatekugoloka. Akaakonya Apetulo, “Bholi, mwangota mwangacheanga pamo na nenga hata kwa lichaa limo?
281a29006e	Ncheange na mwajope Annoongo nkotokujingilanga mmalengelo. Mboomo jitenda kupala nambo mmele gwangamachili.”
281a2a009b	Akajaula kabhele pabhele kwaajopa Annoongo, “Atati handa ikombolike chikombe heche cha kulagia chimbete ngoto kung'wela, bahi, upaliho gwinu gukweele.”
281a2b005e	Pabhakabhuja kabhele, akaakolelanga bhagolwikinge, kwa kubhee miho gabhenji gakibha na lugono.
281a2c0054	Ayesu akaalekanga akajaula kabhele patatu na kujopa abhi kulobhola malobhe galagala.
281a2d00d6	Ngapena bhakabhuja kwa bhabhachijigana bhabhe na kwaalobholela, “Bholi, tangu mgolwikinge na kupomolela? Nnolange muuda guhikite gwa Amwana bha Amundu bhapalikwa kulekelwa mmabhoko ga bhandu bhabhabhii na mabohu.
281a2e0043	Nnyimukange, tujaulange. Atenda kuhika jonijola jwapakung'aluka!”
281a2f00f8	Bahi, Ayesu pabhakibha tangu bhatenda kulongela nabho, popopo akahika Ayuda, jumo jwa bhabhachijigana komi na bhabhele. Pamo na bhenabho bhakahikanga bhandu bhajingi bhabhabhii na mapanga na himbonga bhabhatumwanga na Akaakung'i Akolo na akanahota.
281a3000a4	Na jonojwe jwakapala kwaagaluka Ayesu, akibha atekwapekea hilolelo abhi kulobhola, “Amundu jonijola junapakunnamatila na kunchalimiaa nga jonojwe munkamulange.”
281a310065	Bahi, Ayuda akajendelela Ayesu na kwalobholela, “Kunchelile bhannyigana!” Ngapena akaanyambatila.
281a320093	Ayesu akaalobholela, “Aganja, ntende chintekuhika kutenda.” Penapo bhenibhala bhandu bhakahikanga, bhakaakamula Ayesu, bhakaalekelela mmachili.
281a33009e	“Jumo jwa jonijola jwakibha na Ayesu akagunyulula lubhoko lwabhe, akaguolomola upanga gwabhe, akaapota antumichi jwa Akaakung'i Akolo, akaaheketa lichikilo.
281a34007c	Ngapena Ayesu akaalobholela, mmujie upanga gwinu mu lihako lyakwe, maana joajola jwakoma kwa upanga, apakujomoka kwa upanga.
281a35009e	Bholi, nng'anikia ngakombola kwaajopa Atati bhangu anyangatile nabhena akanetela manyemba kupunda komi na bhabhele ga akaatumichi bhabhe bha kunani kulihunde?
281a360062	Nambo bholi, Majandiko ga Annoongo gapakweela bholi gagalobhola, henela nga chiipalikwa kubhee?”
281a370111	Muda gogogo Ayesu bhakagulobholela nkutuli gwa bhandu bhabhakahika kwaalekela mmachili, “Bholi, ntekuhikanga na mapanga na himbonga kuhika kungamula handa henela bhakupokanga bhandu? Machobha goa nakibha mu Nyuumba ja Annoongo kwaajigananga bhandu, mboni mwangakamulanga?
281a380088	Nambo haga gangani goa gatekubhee, ili Majandiko ga akaalondoi bha Annoongo gakweele.” Ngapena bhabhachijigana bhoa bhakapwilinganika.
281a39009c	Bhandu bhenibhala bhabhakaakamula Ayesu bhakaapeleka ku nyuumba ja Akayafa, Akung'i akolo, pabhakakongananga na bhabhajigana Malagilo ga Amusa na akanahota.
281a3a009e	Nambo Apetulo bhakaakagula kwa kutali mpaka kulugwani lwa Akaakung'i Amwenye. Bhakajingila nkati bhakatama pamo na akaalendei ili bhapate kulola chiipakubhee.
281a3b0069	Bahi, Akaakung'i akolo na chebule joa bhakalolea malobhe ga unami nnani ja Ayesu ili bhapatange kwaakoma,
281a3c00be	nambo bhangapatanga malobhe goagala ga kwakamulila Ayesu, hata handa bhandu bhajingi bhakahikanga bhabhakalobhola malobhe gajingi ga unami. Pakujomolekea kuhika bhakahikanga bhandu bhabhele,
281a3d008a	na akalobhola, “Habha amundu bhakalobhola, ‘Ngombola kujibomola Nyuumba ja Annoongona na kujichenga kabhele kwa machobha gatatu.’”
281a3e0086	Akung'i akolo akajema, akaakonya Ayesu, “Bholi, ngajangula lilobhe? Nga malobhe ga namuna niki habha bhandu bhagaleta nnani jinu?”
281a3f00aa	Nambo Ayesu akatama jii. Akaakung'i akolo akaalobholela, “Ndenda kunnapila kwa Annoongo bhabhii bhamomi, ntulobholele handa mwenga nga Akilisito Amwana bha Annoongo!”
281a4000f3	Ayesu akaajangula, “Mwenga nnobhwile! Nambo ndendakunnobholelanga, kujemeka nangocheni mpakunnolanga Mwana jwa Amundu atamite upande gwa kunnelo jwa jonijola Hangwana jwabhii na machili, abhikuhika nnani ja mahunde ga kunani kwa Annoongo.”
281a4100a9	Penapo Akung'i akolo akapapula ngobho yabhe, akalobhola, “Atendakwatukana Annoongo! Tupalahopo kabhele bhandu bha kongolela, nangocheni ntekunyoanikianga maligo gabhe.
281a42005f	Mwangota mmonanga bholi?” Bhenaangota bhakaajangulanga, “Jwatekulemwa apalikwa kujomoka.”
281a43005b	Ngapena bhakaahunila mata kumiho, bhakaapota mmajegwa. Bhangi kongo bhabhikwapota mmajegwa,
281a44004c	na kulobhola, “Ntulondolele, mwee Akilisito, nga aganiki bhabhampotite!”
281a450095	Apetulo akibha atamite panja palugwani. Bahi, antumichi jumo Ahikege bhakajendelela, bhakalobhola, “Mwenga nkibha pamo na Ayesu bha ku Galilaya.”
281a460055	Nambo Apetulo akakana nnongi ja bhoa bhabhi kulobhola, “Ngachimanya chinlongela.”
281a4700ab	Akabhoka penipala akajaula panniango, antumichi bhangi ahikege akaalola, bhakaalobholelanga bhandu bhabhakibha penapo, “Habha amundu bhakibha pamo na Ayesu Nnazaleti.”
281a480051	Apetulo akakana kabhele kwa kulapila abhi kulobhola, “Ngaamanya abha amundu.”
281a4900d9	Pagukapeta muuda kachoko, bhandu bhenibhala bhabhakibhanga bhajemite penipala bhakaajabhulila Apetulo bhakaalobholela, “Kweli mwenga nga jumo jwabhe, kwa kubhee namuna chinnongela ntenda kulandana na bhenaangota.”
281a4a007e	Ngapena Apetulo bhakajemeka kuchilaani na kulapila abhi kulobhola, “Ngaamanya bhena amundu!” Popopo likambaliko likajemba.
281a4b0097	Apetulo akakombokela malobhe gabhakalobholelwa na Ayesu, “Tangu likambaliko kujemba, mpakungana patatu.” Bahi, akabhoka panja, akaguta kwa hibhini.
281b010091	Kundabhi tuputupu, Amwenye bha akaakug'i bhoa na akachilongola bha Bhayahudi bhakatendanga chikomiti pamo nnani ja Ayesu ili bhapatange kwaakoma.
281b020058	Bhakaatabha nyololo, bhakaapetula, bhakaapeleka kwa Apilato, jwakibha akolo jwa ku Loma.
281b0300ec	Penapo Ayuda, bhenibhala bhabhakaagaluka Ayesu, pabhakalola kubhee Ayesu bhatekuhukumulwa komekwa, bhakachikokolekela na kubhujia yeniyela hipande makomi gatatu ya mbiha bhabhakapekewa na akaakung'i akolo na akachilongola bha Bhayahudi.
281b0400a9	Akaalobholelanga, “Ndekulemwa kwa kwaabhoa amundu bhangakulemwa bhakomekwe.” Nambo bhenaangota bhakalobholanga, “Twenga tutende niki? Genago ginu mwachinabhene.”
281b050090	Na jonojwe akahijeha yeniyela mbiha mu Nyuumba ja Annoongo, bhakabhoka panja, bhakajaula kuchijomola kwa kuchitabhila nng'oji muntandala gwabhe.
281b0600a3	Akaakung'i akolo akatola ulohi gola, bhakalobhola, “Ngapalikwa kubheka heye mbiha mu nhuko gwa Nyuumba ja Annoongo kwa kubhee mbiha hiibhokile kwa koma mundu.”
281b070083	Bahi, bhakatendanga chikomiti, bhakakondanga bhakahemele nng'onda gwa jwaalakiha undopi, ili pabhee mahali pa kwaachikila akaageni.
281b080043	Nga maana mpaka leleni nng'onda gonogwe gukemwa nng'onda gwa mihai.
281b0900bc	Penapo likakweela lyenilyela lilobhe lya alondoi Ayelemia kubhee, “Bhakapetulanga hipande makomi gatatu ga mbiha, Bhandu bha ku Isilaeli bhakakondekananga kulepa ligongo lya mundu hojwe,
281b0a0061	bhakahemelela nng'onda gwa amundu bhabhabhomba hibhega, handa henela Hangwana bhabhakaalangia.”
281b0b00ab	Muuda Ayesu pabhakannyemekea nnongi ja chilongola bha ku Lumi, atabhala bhakaakonya, “Mwenga nga Amwenye bha Bhayahudi?” Ayesu bhakajangula, “Mwenga ntekulobhola.”
281b0c0066	Nambo akaakung'i na akachilongola bha Bhayahudi pabhakibha bhatenda kunchitaki, jwangajangula lilobhe.
281b0d005e	Henela Apilato bhakaakonya, “Bholi, mwangajoha haga machitaka goa gabhapianga nnani jinu?”
281b0e0055	Nambo Ayesu jwangajangula hata lilobhe limo, hata akolo bha ku Lumi akakangacha muno.
281b0f008e	Bahi, jikibha jiyobhalilike mu lichobha likolongwa lya Pasaka, achilongola bha ku Lumi kwaagopolela Bhayahudi atabhwa jumo bhandu bhabhaapala.
281b100063	Gono muda pakibha na atabhwa jumo jwaakamanyika muno kwa ubohu gubhakatenda, lihina lyabhe Abalaba.
281b110089	Henela nkutuli gwa bhandu pabhakakongana Apilato bhakaakonyanga, “Mpala ninnyogolele aganiki, Abalaba au Ayesu bhakemitwa Akilisito?”
281b12005e	Apilato akalobhola henela kwa kubhee akahimanya kubhee bhakaaleta kwaachabhe ligongo lya bwiu.
281b1300d3	Apilato pabhakibha atamite pachitebhu cha kuhukumula, hanu bhabhe bhakaapelekela ngani, “Nkotokuntenda lyoalyela lyangammbone mundu hojo jwammbone, kwa kubhee leleni ndekulaga muno kuagamila ligongo lyabhe.”
281b140089	Nambo Akaakung'i akolo na akanachilongola bha Bhayahudi bhakaapembelea bhandu bhajingi bhaajope bhajogolekwe Abalaba na Ayesu bhakomekwe.
281b150081	Apilato bhakapunda kwaakonyanga, “Nga aganiki nkati ja abha bhabhele mpalanga ninnyogolele?” Bhakaajangulanga, “Abalaba!”
281b160099	Nambo Apilato bhakaakonyanga kabhele, “Nangocheni naatendele chiniki Ayesu bhaakemitwa Akilisito?” Bhakajangulanga bhoa, “Abhambikwe panchalaba!”
281b17008b	Apilato akakonya kwa mala jengi, “Kwaniki? Bhatendite ubohu niki?” Bhenaangota bhakapunda kukwela lilobhe, “Mwaabhambe panchalaba!”
281b1800ee	Bahi, Apilato pabhakahimanya kubhee ngakombola kutenda choa chela, na ukomu gukibha gutenda kujemeka, akatola machi, akakua mabhoko nnoongi ja gonigola nkuli gwa bhandu, abhikulobhola, “Chikubho heche muchipetulange mwakaachinabhene.”
281b190062	Bhandu bhoa bhakalobholanga, “Kulemwa konokwe kwa kwaakoma Ayesu kubhee kwitu na bhana bhitu!”
281b1a009d	Ngapena Apilato bhakaajogolela Abalaba kubhoka kuchitabho, na kwaalagia manyemba bhakwe bhaapote Ayesu mihimbati, ngapena akaabhoa na kubhambikwa panchalaba.
281b1b00a6	Ngapena manyemba bha Apilato, bhakaapeleka Ayesu nkati ja luwani lwa nyuumba ja chilongola jwa ku Loma, lilubhalo lyoa lya manyemba bhakakongana kwaatindila bhenabho.
281b1c0036	Bhakaahula chiwalo chabhe, bhakaaweka chiwalo chikele.
281b1d00f2	Ngapena bhakatotanga hiingwa ya miibha, bhakaaweka mmutwe, bhakaabhekela kabhele nhimbati mu lubhoko lwabhe lwa kunnelo. Bhakatindibhala majugwa nnoongi jabhe, bhakaatendela mbeenje bhabhi kulobholanga, “Kunchelile Amwenye bha Bhayahudi!”
281b1e0042	Bhakaahunila mata, bhakatola gonigola nhimbati, bhakaapota mmutwe.
281b1f009b	Pabhakajomolanga kwaatendelanga mbeenje, bhakaahula jenijela ngobho, bhakaaweka kabhele ngobho yabhenji, kubhoka penapo bhakampeleka kwaabhamba panchalaba.
281b2000ab	Pabhakibhanga nndela bhabhikujaulanga, bhakakongana na mundu jumo lihina lyakwe Asimoni, mundu jwa ku Kilene, na bhenaangota bhakaakulumikia kugupetule nchalaba gwa Ayesu.
281b210054	Na pabhakahikanga mahali pakemitwa Goligota, maana gakwe, “Lingambwa lya mutwe,”
281b220077	bhakaapekea Ayesu divai jibhakaangalana na chilebhe chakubhabha ili bhang'wee, nambo Ayesu pabhakapaa akakana kung'wee.
281b2300bb	Pabhakajomola kwaabhamba ngobho jabhe bhakagabhananga kwa gudugudu, ili likweele lyela lilobhe lilikalobholekwa na alondoi, “Bhakagabhananga ngobho yangu kwa kuhitendelanga gudugudu.”
281b24002c	Kubhoka penapo, bhakatamanga, kwaalendelela.
281b25006d	Panani ja mutwe gwabhe panchalaba pakajandikwa malobhe gangani, “Habha nga Ayesu, Amwenye bha Bhayahudi.”
281b260069	Bhakaabhamba pamichalaba pamo na akaabwii bhabhele, jumo upande gwa kunchiji na jongi upande gwa kunnelo.
281b270070	Bhandu bhabhakibha bhatenda kupeta penapo bhakaatukana Ayesu kongo bhabhi kupukunya mitwe jabhenji na kulobhola,
281b2800bf	“Mwenga! Ngati nkachitenda mpakujibomolana Nyuumba ja Annoongo na kuchenga kwa machobha gatatu? Nangocheni nchiokoe mwabhene. Handa mwenga nga Mwana jwa Amundu, bahi, ntuluke panchalaba!”
281b290091	Yelayela, Akolo bha akaakung'i pamo na bhabhachijigana Malagilo ga Amusa na akanachilongola bha Bhayahudi bhakaatendela mbeenje bhabhi kulobhola,
281b2a00a6	“Bhakaaokoa bhangi, nambo ngakombola kuchiokoa mwene! Bhena ngati Amwenye bha bhandu bha ku Isilaeli! Bahi, nangocheni bhatuluke panchalaba, na twenga twahobhalele.
281b2b0079	Akaahobhalela Annoongo na kulobhola bhena nga Amwana bha Annoongo, bahi, Annoongo na bhaaokoe handa bhatenda kwaapala.”
281b2c0047	Helahela na akabwii bhabhele bhabhakabhambwa pamo na bhena bhakaatukana
281b2d0047	Jikibha saa sita muhi mpaka saa tisa lubhendu lukawekela chilambo choa.
281b2e00a1	Pajikahika handa saa tisa Ayesu akakwea lilobhe akaguta, “Eloi, Eloi, lama Sabakitani?” Maana gakwe, “Annoongo bhangu, Annoongo bhangu, mboni ntekuneka?”
281b2f006f	Nambo bhenibhala bhandu bhabhakajemanga penipala pabhakajohanga henela bhakalobhola, “Atendakwakema Aelia.”
281b30007d	Penapo jumo jwabhenji akabhutuka, akatola lidodoki lijomo, akatobhela mu siki, akatabhalila nnani ja nnai, akaapekea ang'wee.
281b310058	Bhenibhala bhangi bhakalobholanga, “Tuleke twaalole handa Aelia apakuhika kwaaokoa.”
281b32003e	Bahi, Ayesu akaguta kabhele kwa lilobhe likolongwa, akajomoka.
281b330077	Penapo lipanjia lya Nyuumba ja Annoongo likapapuka hipande hibhele, kubhoka panani mpaka pahi, chilambo chikalendemela,
281b340053	makabuli gakajogoka na bhandu bhajingi bha Annoongo bhabhakajomokanga bhakayokanga,
281b35008b	na bhenaangota bhakabhokanga mumakabuli, na baada ja Ayesu kuyoka bhakajingilanga, mu hilambo ya chwapi na kubhonekana kwa bhandu bhajingi.
281b3600ea	Bahi, jonijola linyemba akolo na bhenibhala bhabhakibha pamo na bhena kwaalendelea Ayesu bhakabhona kulendemela na yeniyela hikubho hiikabhokela, bhakajogopanga muno, bhakalobholanga, “Kweli hojo mundu akibha Amwana bha Annoongo.”
281b370083	Penapo pakibha na akaahikege bhabhalolita kwa kutali. Bhenabho bhakibha bhatekwaakagula Ayesu kubhoka ku Galilaya, na kwaatumikila.
281b38008b	Nkati jabhenji bhakibha Amalia bha ku Magidala, Amalia anyongo bhabhenji Ayakobo na Ayusufu, pamo na anyongo bhabhenji bhana bha Azebedayo.
281b390092	Pajikahika kimuho, akahika mundu jumo akola hilebhe kubhoka ku Alimataya, lihina lyabhe Ayusufu. Jonojwe kabhele akibha bhabhachijigana jwa Ayesu.
281b3a0055	Akaajendelela Apilato, akaajopa mmele gwa Ayesu. Ngapena Apilato akahukumula aapekee.
281b3b005b	Ayusufu akagutola gonigola mmele gwa Ayesu, akaguhiligila chanda ja chitambala chihuu muno,
281b3c0097	akagubheka nkati ja likabuli lyakwe liyono libhakalibhacha pamwala. Ngapena bhakalimbikia liganga likolongwa nnoongi ja nniango gwa likabuli, akajaula.
281b3d007f	Amalia bha ku Magidala na jonijola Amalia jongi bhakibhanga mahali penapo, bhakibhanga bhatamitinge bhabhikulilolanga likabuli.
281b3e0077	Malabhi jakwe, yakubhee likibha Lichobha lya Kupomolela, akaakolo bha akaakung'i na Mafalisayo bhakaajendelela Apilato,
281b3f008c	na kulobholanga, “Hangwana, tutekombokela kubhee jonijola anami tangu ja kujomoka akalobhola, ‘Mu machobha gatatu gagahika mbakuyoka.’
281b4000f3	Kwa henela nnagikie likabuli lilendelelwe mpaka lichobha lya tatu ili bhabhachijigana bhabhe bhakoto kujibha mmele gwabhe na kwaalobholela bhandu kubhee bhayokite. Unami gongo gwa kupela gupakubhee gubohu muno kupunda gonigola gwa kujemeka.”
281b410076	Apilato akaalobholelanga, “Aya, mmilinge na manyemba gakulendelela, nnyendange mkalendelele handa chinkombolanga.”
281b42009f	Bahi, bhakajaulanga na akaalendei bha likabuli, ili kulendelela, bhakabheka chilangia nnani ja liganga lyela na kuleka penapo akaalendei bhabhi kulendelelanga.
281c0100af	Kubhoka ku Lichobha lya Kupomolela, kubhandikila na kuchee lichobha lyela lya Jumapili, Amalia bha ku Magidala na jonijola Amalia jongi bhakajendanga kulolanga likabuli lyela.
281c0200e1	Popopo kukabhokela na kulendemela kukuolongwa kwa chilambo, kwa kubhee antumichi jwa kunani kwa Annoongo akatuluka kubhoka kunani akajaula konikola kulikabuli akalipilingita na kulibheka nnyenje linganga lyela na akalitamila.
281c03003c	Akabhonekana handa njahi na ngobho yabhe hikibha hihuhu kuu.
281c040073	Bhenibhala bhakulendelela likabuli bhakandendemelanga kwa bhoga nkolongwa, hata bhakibhanga handa bhatekujomokanga.
281c0500b8	Nambo jonijola antumichi jwa kunani kwa Annoongo akaalobholelanga bhenibhala akaahikege, “Mwangota nkotokujogopanga! Niimanyi kubhee ntendakwaloleanga Ayesu jwakaabhambwa panchalaba.
281c06005f	Jwakwa pambani, maana ayokite handa chibhakalobhola. Nhikange nkalolange mahali pabhakaagoneka.
281c0700ca	Nyaulange chindema nkaalobholelange bhabhachijigana bhabhe kubhee ayokite, na ngocheni atendakwalongoleanga kujaula konikola ku Galilaya, konokwe nga kumpakummonanga. Ayaga, nenga ndekunnobholelanga.”
281c0800d2	Henela bhenibhala akaahikege bhakabhokanga chindema penipala palikabuli, bhabhi bhatwelilinge na bhoga nkolongwa kongo bhabhikuhangalala, bhakajaulanga lubhelo kwalobholelanga bhabhachijigana bhabhe ngani hejo.
281c0900b7	Popopo, Ayesu akakongana nabho, akalobhola, “Kuhengwa kubhee na mwenga.” Bhenibhala akaahikege bhakaajendelela, bhakatindibhala majugwa nnongi jabhe, bhakagamulanga makongo gabhe.
281c0a0097	Ngapena Ayesu akaalobholelanga, “Nkotokujogopanga! Nyaulange nkaalobholelange akaanung'una bhangu bhajaulange ku Galilaya, na konokwe bhapakumona.”
281c0b00cd	Bhenibhala akaahikege pabhakibhanga nndela bhabhikujaulanga, akaalendei bhangi bha lyenilyee likabuli bhakajaulanga kunnyini na kwalobholelanga akaakolo bha akaakung'i ngani ja hikubho yoha hiitekubhokela.
281c0c009d	Ngapena akaakolo bha akaakung'i pamo na akanachilongola bha Bhayahudi bhakakongananga, na pabhakakondananga bhakaapekeanga bhenibhala akaaledei mbiha hijingi
281c0d0093	bhabhikulobholanga, “Mwangota nkalobholange henela, bhabhachijigana bhabhe bhakahikanga kilo na kugujibha mmele gwabhe twenga tubhi tugolwikinge.
281c0e009c	Na handa achilongola bha chilambo handaajimanyite ngani heje, twenga mmoange lipamba twenga tupakunnongelelanga na mwangota ngapatanga kulemwa koha kola.”
281c0f0097	Bhenibhala akaalendei bhakaipetulanga yeniyee mbiya, bhakatendanga handa chibhakajiganwanga. Ngani heyo hitekujeenela pakati ja Bhayahudi mpaka leleni.
281c100089	Ngapena bhenibhala bhabhachijigana bhabhe komi na bhamo bhakajaulanga kuchilambo cha Galilaya pa lyenilyee litombi lilyakaalagikia Ayesu.
281c110045	Pabhakammonanga, bhakaakotimila, nambo bhangi bhakibhanga na lipamba.
281c12007f	Ayesu akahika kubhandikila na bhenaangota, akaalobholelanga, “Mbatite uwecho gwa kutabhala kunani kwa Annoongo na pachilambo.
281c1300a0	Nyaulange, nkaatendange bhandu bha hilambo yoha bhabhee bhabhachijigana bhangu, mmikwabatichanga kwa lihina lya Atati, na lya Amwana, na lya Mboomo ja Annoongo.
281c14008d	Mwangota mwajiganange kukamula Malagilo goha gandekumpekeanga. Na nenga mi pamo na mwangota machobha goha, mpaka pachipakujomoka chilambo.”
