2800000008	mathiḥ
2c14100104	yataḥ paula āśiyādēśē kālaṁ yāpayitum nābhilaṣan iphiṣanagaraṁ tyaktvā yātuṁ mantraṇāṁ sthirīkr̥tavān; yasmād yadi sādhyaṁ bhavati tarhi nistārōtsavasya pañcāśattamadinē sa yirūśālamyupasthātuṁ matiṁ kr̥tavān|
2c1411005e	paulō milītād iphiṣaṁ prati lōkaṁ prahitya samājasya prācīnān āhūyānītavān|
2c141200e1	tēṣu tasya samīpam upasthitēṣu sa tēbhya imāṁ kathāṁ kathitavān, aham āśiyādēśē prathamāgamanam ārabhyādya yāvad yuṣmākaṁ sannidhau sthitvā sarvvasamayē yathācaritavān tad yūyaṁ jānītha;
2c1413008f	phalataḥ sarvvathā namramanāḥ san bahuśrupātēna yihudīyānām kumantraṇājātanānāparīkṣābhiḥ prabhōḥ sēvāmakaravaṁ|
2c141400be	kāmapi hitakathāṁ na gōpāyitavān tāṁ pracāryya saprakāśaṁ gr̥hē gr̥hē samupadiśyēśvaraṁ prati manaḥ parāvarttanīyaṁ prabhau yīśukhrīṣṭē viśvasanīyaṁ
2c14150058	yihūdīyānām anyadēśīyalōkānāñca samīpa ētādr̥śaṁ sākṣyaṁ dadāmi|
2c14160096	paśyata sāmpratam ātmanākr̥ṣṭaḥ san yirūśālamnagarē yātrāṁ karōmi, tatra māmprati yadyad ghaṭiṣyatē tānyahaṁ na jānāmi;
2c14170068	kintu mayā bandhanaṁ klēśaśca bhōktavya iti pavitra ātmā nagarē nagarē pramāṇaṁ dadāti|
2c14180138	tathāpi taṁ klēśamahaṁ tr̥ṇāya na manyē; īśvarasyānugrahaviṣayakasya susaṁvādasya pramāṇaṁ dātuṁ, prabhō ryīśōḥ sakāśāda yasyāḥ sēvāyāḥ bhāraṁ prāpnavaṁ tāṁ sēvāṁ sādhayituṁ sānandaṁ svamārgaṁ samāpayituñca nijaprāṇānapi priyān na manyē|
2c141900d4	adhunā paśyata yēṣāṁ samīpē'ham īśvarīyarājyasya susaṁvādaṁ pracāryya bhramaṇaṁ kr̥tavān ētādr̥śā yūyaṁ mama vadanaṁ puna rdraṣṭuṁ na prāpsyatha ētadapyahaṁ jānāmi|
2c141a0051	yuṣmabhyam aham īśvarasya sarvvān ādēśān prakāśayituṁ na nyavarttē|
2c141b0078	ahaṁ sarvvēṣāṁ lōkānāṁ raktapātadōṣād yannirdōṣa āsē tasyādya yuṣmān sākṣiṇaḥ karōmi|
2c141c00bd	yūyaṁ svēṣu tathā yasya vrajasyādhyakṣan ātmā yuṣmān vidhāya nyayuṅkta tatsarvvasmin sāvadhānā bhavata, ya samājañca prabhu rnijaraktamūlyēna krītavāna tam avata,
2c141d007c	yatō mayā gamanē kr̥taēva durjayā vr̥kā yuṣmākaṁ madhyaṁ praviśya vrajaṁ prati nirdayatām ācariṣyanti,
2c141e0075	yuṣmākamēva madhyādapi lōkā utthāya śiṣyagaṇam apahantuṁ viparītam upadēkṣyantītyahaṁ jānāmi|
2c141f00b0	iti hētō ryūyaṁ sacaitanyāḥ santastiṣṭata, ahañca sāśrupātaḥ san vatsaratrayaṁ yāvad divāniśaṁ pratijanaṁ bōdhayituṁ na nyavarttē tadapi smarata|
2c142000d6	idānīṁ hē bhrātarō yuṣmākaṁ niṣṭhāṁ janayituṁ pavitrīkr̥talōkānāṁ madhyē'dhikārañca dātuṁ samarthō ya īśvarastasyānugrahasya yō vādaśca tayōrubhayō ryuṣmān samārpayam|
2c1421004e	kasyāpi svarṇaṁ rūpyaṁ vastraṁ vā prati mayā lōbhō na kr̥taḥ|
2c14220073	kintu mama matsahacaralōkānāñcāvaśyakavyayāya madīyamidaṁ karadvayam aśrāmyad ētad yūyaṁ jānītha|
2c142300e6	anēna prakārēṇa grahaṇad dānaṁ bhadramiti yadvākyaṁ prabhu ryīśuḥ kathitavān tat smarttuṁ daridralōkānāmupakārārthaṁ śramaṁ karttuñca yuṣmākam ucitam ētatsarvvaṁ yuṣmānaham upadiṣṭavān|
2c14240053	ētāṁ kathāṁ kathayitvā sa jānunī pātayitvā sarvaiḥ saha prārthayata|
2c14250017	tēna tē krandrantaḥ
2c142600d1	puna rmama mukhaṁ na drakṣyatha viśēṣata ēṣā yā kathā tēnākathi tatkāraṇāt śōkaṁ vilāpañca kr̥tvā kaṇṭhaṁ dhr̥tvā cumbitavantaḥ| paścāt tē taṁ pōtaṁ nītavantaḥ|
2c150100be	tai rvisr̥ṣṭāḥ santō vayaṁ pōtaṁ bāhayitvā r̥jumārgēṇa kōṣam upadvīpam āgatya parē'hani rōdiyōpadvīpam āgacchāma tatastasmāt pātārāyām upātiṣṭhāma|
2c1502004f	tatra phainīkiyādēśagāminam pōtamēkaṁ prāpya tamāruhya gatavantaḥ|
2c15030098	kuprōpadvīpaṁ dr̥ṣṭvā taṁ savyadiśi sthāpayitvā suriyādēśaṁ gatvā pōtasthadravyāṇyavarōhayituṁ sōranagarē lāgitavantaḥ|
2c150400b4	tatra śiṣyagaṇasya sākṣātkaraṇāya vayaṁ tatra saptadināni sthitavantaḥ paścāttē pavitrēṇātmanā paulaṁ vyāharan tvaṁ yirūśālamnagaraṁ mā gamaḥ|
2c15050101	tatastēṣu saptasu dinēṣu yāpitēṣu satsu vayaṁ tasmāt sthānāt nijavartmanā gatavantaḥ, tasmāt tē sabālavr̥ddhavanitā asmābhiḥ saha nagarasya parisaraparyyantam āgatāḥ paścādvayaṁ jaladhitaṭē jānupātaṁ prārthayāmahi|
2c15060070	tataḥ parasparaṁ visr̥ṣṭāḥ santō vayaṁ pōtaṁ gatāstē tu svasvagr̥haṁ pratyāgatavantaḥ|
2c150700cf	vayaṁ sōranagarāt nāvā prasthāya talimāyinagaram upātiṣṭhāma tatrāsmākaṁ samudrīyamārgasyāntō'bhavat tatra bhrātr̥gaṇaṁ namaskr̥tya dinamēkaṁ taiḥ sārddham uṣatavantaḥ|
2c150800c6	parē 'hani paulastasya saṅginō vayañca pratiṣṭhamānāḥ kaisariyānagaram āgatya susaṁvādapracārakānāṁ saptajanānāṁ philipanāmna ēkasya gr̥haṁ praviśyāvatiṣṭhāma|
2c1509003d	tasya catasrō duhitarō'nūḍhā bhaviṣyadvādinya āsan|
2c150a0073	tatrāsmāsu bahudināni prōṣitēṣu yihūdīyadēśād āgatyāgābanāmā bhaviṣyadvādī samupasthitavān|
2c150b0120	sōsmākaṁ samīpamētya paulasya kaṭibandhanaṁ gr̥hītvā nijahastāpādān baddhvā bhāṣitavān yasyēdaṁ kaṭibandhanaṁ taṁ yihūdīyalōkā yirūśālamanagara itthaṁ baddhvā bhinnadēśīyānāṁ karēṣu samarpayiṣyantīti vākyaṁ pavitra ātmā kathayati|
2c150c007f	ētādr̥śīṁ kathāṁ śrutvā vayaṁ tannagaravāsinō bhrātaraśca yirūśālamaṁ na yātuṁ paulaṁ vyanayāmahi;
2c150d00eb	kintu sa pratyāvādīt, yūyaṁ kiṁ kurutha? kiṁ krandanēna mamāntaḥkaraṇaṁ vidīrṇaṁ kariṣyatha? prabhō ryīśō rnāmnō nimittaṁ yirūśālami baddhō bhavituṁ kēvala tanna prāṇān dātumapi sasajjōsmi|
2c150e0070	tēnāsmākaṁ kathāyām agr̥hītāyām īśvarasya yathēcchā tathaiva bhavatvityuktvā vayaṁ nirasyāma|
2c150f0054	parē'hani pāthēyadravyāṇi gr̥hītvā yirūśālamaṁ prati yātrām akurmma|
2c151000d4	tataḥ kaisariyānagaranivāsinaḥ katipayāḥ śiṣyā asmābhiḥ sārddham itvā kr̥prīyēna mnāsannāmnā yēna prācīnaśiṣyēna sārddham asmābhi rvastavyaṁ tasya samīpam asmān nītavantaḥ|
2c1511005e	asmāsu yirūśālamyupasthitēṣu tatrasthabhrātr̥gaṇō'smān āhlādēna gr̥hītavān|
2c15120086	parasmin divasē paulē'smābhiḥ saha yākūbō gr̥haṁ praviṣṭē lōkaprācīnāḥ sarvvē tatra pariṣadi saṁsthitāḥ|
2c1513009b	anantaraṁ sa tān natvā svīyapracāraṇēna bhinnadēśīyān pratīśvarō yāni karmmāṇi sādhitavān tadīyāṁ kathām anukramāt kathitavān|
2c151400e3	iti śrutvā tē prabhuṁ dhanyaṁ prōcya vākyamidam abhāṣanta, hē bhrāta ryihūdīyānāṁ madhyē bahusahasrāṇi lōkā viśvāsina āsatē kintu tē sarvvē vyavasthāmatācāriṇa ētat pratyakṣaṁ paśyasi|
2c151500a6	śiśūnāṁ tvakchēdanādyācaraṇaṁ pratiṣidhya tvaṁ bhinnadēśanivāsinō yihūdīyalōkān mūsāvākyam aśraddhātum upadiśasīti taiḥ śrutamasti|
2c151600bf	tvamatrāgatōsīti vārttāṁ samākarṇya jananivahō militvāvaśyamēvāgamiṣyati; ataēva kiṁ karaṇīyam? atra vayaṁ mantrayitvā samupāyaṁ tvāṁ vadāmastaṁ tvamācara|
2c1517004e	vrataṁ karttuṁ kr̥tasaṅkalpā yē'smāṁka catvārō mānavāḥ santi
2c15180119	tān gr̥hītvā taiḥ sahitaḥ svaṁ śuciṁ kuru tathā tēṣāṁ śirōmuṇḍanē yō vyayō bhavati taṁ tvaṁ dēhi| tathā kr̥tē tvadīyācārē yā janaśruti rjāyatē sālīkā kintu tvaṁ vidhiṁ pālayan vyavasthānusārēṇēvācarasīti tē bhōtsantē|
2c15190122	bhinnadēśīyānāṁ viśvāsilōkānāṁ nikaṭē vayaṁ patraṁ likhitvētthaṁ sthirīkr̥tavantaḥ, dēvaprasādabhōjanaṁ raktaṁ galapīḍanamāritaprāṇibhōjanaṁ vyabhicāraścaitēbhyaḥ svarakṣaṇavyatirēkēṇa tēṣāmanyavidhipālanaṁ karaṇīyaṁ na|
2c151a00df	tataḥ paulastān mānuṣānādāya parasmin divasē taiḥ saha śuci rbhūtvā mandiraṁ gatvā śaucakarmmaṇō dinēṣu sampūrṇēṣu tēṣām ēkaikārthaṁ naivēdyādyutsargō bhaviṣyatīti jñāpitavān|
2c151b00b5	tēṣu saptasu dinēṣu samāptakalpēṣu āśiyādēśanivāsinō yihūdīyāstaṁ madhyēmandiraṁ vilōkya jananivahasya manaḥsu kupravr̥ttiṁ janayitvā taṁ dhr̥tvā
2c151c0138	prōccaiḥ prāvōcan, hē isrāyēllōkāḥ sarvvē sāhāyyaṁ kuruta| yō manuja ētēṣāṁ lōkānāṁ mūsāvyavasthāyā ētasya sthānasyāpi viparītaṁ sarvvatra sarvvān śikṣayati sa ēṣaḥ; viśēṣataḥ sa bhinnadēśīyalōkān mandiram ānīya pavitrasthānamētad apavitramakarōt|
2c151d009e	pūrvvaṁ tē madhyēnagaram iphiṣanagarīyaṁ traphimaṁ paulēna sahitaṁ dr̥ṣṭavanta ētasmāt paulastaṁ mandiramadhyam ānayad ityanvamimata|
2c151e00b1	ataēva sarvvasmin nagarē kalahōtpannatvāt dhāvantō lōkā āgatya paulaṁ dhr̥tvā mandirasya bahirākr̥ṣyānayan tatkṣaṇād dvārāṇi sarvvāṇi ca ruddhāni|
2c151f00e8	tēṣu taṁ hantumudyatēṣu yirūśālamnagarē mahānupadravō jāta iti vārttāyāṁ sahasrasēnāpatēḥ karṇagōcarībhūtāyāṁ satyāṁ sa tatkṣaṇāt sainyāni sēnāpatigaṇañca gr̥hītvā javēnāgatavān|
2c15200075	tatō lōkāḥ sēnāgaṇēna saha sahasrasēnāpatim āgacchantaṁ dr̥ṣṭvā paulatāḍanātō nyavarttanta|
2c152100a8	sa sahasrasēnāpatiḥ sannidhāvāgamya paulaṁ dhr̥tvā śr̥ṅkhaladvayēna baddham ādiśya tān pr̥ṣṭavān ēṣa kaḥ? kiṁ karmma cāyaṁ kr̥tavān?
2c152200b2	tatō janasamūhasya kaścid ēkaprakāraṁ kaścid anyaprakāraṁ vākyam araut sa tatra satyaṁ jñātum kalahakāraṇād aśaktaḥ san taṁ durgaṁ nētum ājñāpayat|
2c1523006f	tēṣu sōpānasyōpari prāptēṣu lōkānāṁ sāhasakāraṇāt sēnāgaṇaḥ paulamuttōlya nītavān|
2c1524005f	tataḥ sarvvē lōkāḥ paścādgāminaḥ santa ēnaṁ durīkurutēti vākyam uccairavadan|
2c152500ca	paulasya durgānayanasamayē sa tasmai sahasrasēnāpatayē kathitavān, bhavataḥ purastāt kathāṁ kathayituṁ kim anumanyatē? sa tamapr̥cchat tvaṁ kiṁ yūnānīyāṁ bhāṣāṁ jānāsi?
2c152600a0	yō misarīyō janaḥ pūrvvaṁ virōdhaṁ kr̥tvā catvāri sahasrāṇi ghātakān saṅginaḥ kr̥tvā vipinaṁ gatavān tvaṁ kiṁ saēva na bhavasi?
2c152700d3	tadā paulō'kathayat ahaṁ kilikiyādēśasya tārṣanagarīyō yihūdīyō, nāhaṁ sāmānyanagarīyō mānavaḥ; ataēva vinayē'haṁ lākānāṁ samakṣaṁ kathāṁ kathayituṁ māmanujānīṣva|
2c152800ad	tēnānujñātaḥ paulaḥ sōpānōpari tiṣṭhan hastēnēṅgitaṁ kr̥tavān, tasmāt sarvvē susthirā abhavan| tadā paula ibrīyabhāṣayā kathayitum ārabhata,
2c16010053	hē pitr̥gaṇā hē bhrātr̥gaṇāḥ, idānīṁ mama nivēdanē samavadhatta|
2c16020072	tadā sa ibrīyabhāṣayā kathāṁ kathayatīti śrutvā sarvvē lōkā atīva niḥśabdā santō'tiṣṭhan|
2c16030178	paścāt sō'kathayad ahaṁ yihūdīya iti niścayaḥ kilikiyādēśasya tārṣanagaraṁ mama janmabhūmiḥ, ētannagarīyasya gamilīyēlanāmnō'dhyāpakasya śiṣyō bhūtvā pūrvvapuruṣāṇāṁ vidhivyavasthānusārēṇa sampūrṇarūpēṇa śikṣitō'bhavam idānīntanā yūyaṁ yādr̥śā bhavatha tādr̥śō'hamapīśvarasēvāyām udyōgī jātaḥ|
2c16040087	matamētad dviṣṭvā tadgrāhinārīpuruṣān kārāyāṁ baddhvā tēṣāṁ prāṇanāśaparyyantāṁ vipakṣatām akaravam|
2c16050144	mahāyājakaḥ sabhāsadaḥ prācīnalōkāśca mamaitasyāḥ kathāyāḥ pramāṇaṁ dātuṁ śaknuvanti, yasmāt tēṣāṁ samīpād dammēṣakanagaranivāsibhrātr̥gaṇārtham ājñāpatrāṇi gr̥hītvā yē tatra sthitāstān daṇḍayituṁ yirūśālamam ānayanārthaṁ dammēṣakanagaraṁ gatōsmi|
2c160600a9	kintu gacchan tannagarasya samīpaṁ prāptavān tadā dvitīyapraharavēlāyāṁ satyām akasmād gagaṇānnirgatya mahatī dīpti rmama caturdiśi prakāśitavatī|
2c16070091	tatō mayi bhūmau patitē sati, hē śaula hē śaula kutō māṁ tāḍayasi? māmprati bhāṣita ētādr̥śa ēkō ravōpi mayā śrutaḥ|
2c1608007f	tadāhaṁ pratyavadaṁ, hē prabhē kō bhavān? tataḥ sō'vādīt yaṁ tvaṁ tāḍayasi sa nāsaratīyō yīśurahaṁ|
2c16090082	mama saṅginō lōkāstāṁ dīptiṁ dr̥ṣṭvā bhiyaṁ prāptāḥ, kintu māmpratyuditaṁ tadvākyaṁ tē nābudhyanta|
2c160a00db	tataḥ paraṁ pr̥ṣṭavānahaṁ, hē prabhō mayā kiṁ karttavyaṁ? tataḥ prabhurakathayat, utthāya dammēṣakanagaraṁ yāhi tvayā yadyat karttavyaṁ nirūpitamāstē tat tatra tvaṁ jñāpayiṣyasē|
2c160b0095	anantaraṁ tasyāḥ kharataradīptēḥ kāraṇāt kimapi na dr̥ṣṭvā saṅgigaṇēna dhr̥tahastaḥ san dammēṣakanagaraṁ vrajitavān|
2c160c0081	tannagaranivāsināṁ sarvvēṣāṁ yihūdīyānāṁ mānyō vyavasthānusārēṇa bhaktaśca hanānīyanāmā mānava ēkō
2c160d008c	mama sannidhim ētya tiṣṭhan akathayat, hē bhrātaḥ śaula sudr̥ṣṭi rbhava tasmin daṇḍē'haṁ samyak taṁ dr̥ṣṭavān|
2c160e0104	tataḥ sa mahyaṁ kathitavān yathā tvam īśvarasyābhiprāyaṁ vētsi tasya śuddhasattvajanasya darśanaṁ prāpya tasya śrīmukhasya vākyaṁ śr̥ṇōṣi tannimittam asmākaṁ pūrvvapuruṣāṇām īśvarastvāṁ manōnītaṁ kr̥tavānaṁ|
2c160f007b	yatō yadyad adrākṣīraśrauṣīśca sarvvēṣāṁ mānavānāṁ samīpē tvaṁ tēṣāṁ sākṣī bhaviṣyasi|
2c1610006f	ataēva kutō vilambasē? prabhō rnāmnā prārthya nijapāpaprakṣālanārthaṁ majjanāya samuttiṣṭha|
2c16110098	tataḥ paraṁ yirūśālamnagaraṁ pratyāgatya mandirē'ham ēkadā prārthayē, tasmin samayē'ham abhibhūtaḥ san prabhūṁ sākṣāt paśyan,
2c1612009a	tvaṁ tvarayā yirūśālamaḥ pratiṣṭhasva yatō lōkāmayi tava sākṣyaṁ na grahīṣyanti, māmpratyuditaṁ tasyēdaṁ vākyam aśrauṣam|
2c16130071	tatōhaṁ pratyavādiṣam hē prabhō pratibhajanabhavanaṁ tvayi viśvāsinō lōkān baddhvā prahr̥tavān,
2c161400af	tathā tava sākṣiṇaḥ stiphānasya raktapātanasamayē tasya vināśaṁ sammanya sannidhau tiṣṭhan hantr̥lōkānāṁ vāsāṁsi rakṣitavān, ētat tē viduḥ|
2c1615006a	tataḥ sō'kathayat pratiṣṭhasva tvāṁ dūrasthabhinnadēśīyānāṁ samīpaṁ prēṣayiṣyē|
2c161600a6	tadā lōkā ētāvatparyyantāṁ tadīyāṁ kathāṁ śrutvā prōccairakathayan, ēnaṁ bhūmaṇḍalād dūrīkuruta, ētādr̥śajanasya jīvanaṁ nōcitam|
2c16170050	ityuccaiḥ kathayitvā vasanāni parityajya gagaṇaṁ prati dhūlīrakṣipan
2c161800f0	tataḥ sahasrasēnāpatiḥ paulaṁ durgābhyantara nētuṁ samādiśat| ētasya pratikūlāḥ santō lōkāḥ kinnimittam ētāvaduccaiḥsvaram akurvvan, ētad vēttuṁ taṁ kaśayā prahr̥tya tasya parīkṣāṁ karttumādiśat|
2c161900e7	padātayaścarmmanirmmitarajjubhistasya bandhanaṁ karttumudyatāstāstadānīṁ paulaḥ sammukhasthitaṁ śatasēnāpatim uktavān daṇḍājñāyām aprāptāyāṁ kiṁ rōmilōkaṁ praharttuṁ yuṣmākam adhikārōsti?
2c161a0096	ēnāṁ kathāṁ śrutvā sa sahasrasēnāpatēḥ sannidhiṁ gatvā tāṁ vārttāmavadat sa rōmilōka ētasmāt sāvadhānaḥ san karmma kuru|
2c161b0075	tasmāt sahasrasēnāpati rgatvā tamaprākṣīt tvaṁ kiṁ rōmilōkaḥ? iti māṁ brūhi| sō'kathayat satyam|
2c161c00a2	tataḥ sahasrasēnāpatiḥ kathitavān bahudraviṇaṁ dattvāhaṁ tat paurasakhyaṁ prāptavān; kintu paulaḥ kathitavān ahaṁ janunā tat prāptō'smi|
2c161d00df	itthaṁ sati yē prahārēṇa taṁ parīkṣituṁ samudyatā āsan tē tasya samīpāt prātiṣṭhanta; sahasrasēnāpatistaṁ rōmilōkaṁ vijñāya svayaṁ yat tasya bandhanam akārṣīt tatkāraṇād abibhēt|
2c161e011b	yihūdīyalōkāḥ paulaṁ kutō'pavadantē tasya vr̥ttāntaṁ jñātuṁ vāñchan sahasrasēnāpatiḥ parē'hani paulaṁ bandhanāt mōcayitvā pradhānayājakān mahāsabhāyāḥ sarvvalōkāśca samupasthātum ādiśya tēṣāṁ sannidhau paulam avarōhya sthāpitavān|
2c170100a7	sabhāsadlōkān prati paulō'nanyadr̥ṣṭyā paśyan akathayat, hē bhrātr̥gaṇā adya yāvat saralēna sarvvāntaḥkaraṇēnēśvarasya sākṣād ācarāmi|
2c1702006d	anēna hanānīyanāmā mahāyājakastaṁ kapōlē capēṭēnāhantuṁ samīpasthalōkān ādiṣṭavān|
2c170300c8	tadā paulastamavadat, hē bahiṣpariṣkr̥ta, īśvarastvāṁ praharttum udyatōsti, yatō vyavasthānusārēṇa vicārayitum upaviśya vyavasthāṁ laṅghitvā māṁ praharttum ājñāpayasi|
2c17040055	tatō nikaṭasthā lōkā akathayan, tvaṁ kim īśvarasya mahāyājakaṁ nindasi?
2c170500c2	tataḥ paulaḥ pratibhāṣitavān hē bhrātr̥gaṇa mahāyājaka ēṣa iti na buddhaṁ mayā tadanyacca svalōkānām adhipatiṁ prati durvvākyaṁ mā kathaya, ētādr̥śī lipirasti|
2c17060118	anantaraṁ paulastēṣām arddhaṁ sidūkilōkā arddhaṁ phirūśilōkā iti dr̥ṣṭvā prōccaiḥ sabhāsthalōkān avadat hē bhrātr̥gaṇa ahaṁ phirūśimatāvalambī phirūśinaḥ satnānaśca, mr̥talōkānām utthānē pratyāśākaraṇād ahamapavāditōsmi|
2c1707007e	iti kathāyāṁ kathitāyāṁ phirūśisidūkinōḥ parasparaṁ bhinnavākyatvāt sabhāyā madhyē dvau saṁghau jātau|
2c1708009e	yataḥ sidūkilōkā utthānaṁ svargīyadūtā ātmānaśca sarvvēṣām ētēṣāṁ kamapi na manyantē, kintu phirūśinaḥ sarvvam aṅgīkurvvanti|
2c17090144	tataḥ parasparam atiśayakōlāhalē samupasthitē phirūśināṁ pakṣīyāḥ sabhāsthā adhyāpakāḥ pratipakṣā uttiṣṭhantō 'kathayan, ētasya mānavasya kamapi dōṣaṁ na paśyāmaḥ; yadi kaścid ātmā vā kaścid dūta ēnaṁ pratyādiśat tarhi vayam īśvarasya prātikūlyēna na yōtsyāmaḥ|
2c170a00e9	tasmād atīva bhinnavākyatvē sati tē paulaṁ khaṇḍaṁ khaṇḍaṁ kariṣyantītyāśaṅkayā sahasrasēnāpatiḥ sēnāgaṇaṁ tatsthānaṁ yātuṁ sabhātō balāt paulaṁ dhr̥tvā durgaṁ nētañcājñāpayat|
2c170b00af	rātrō prabhustasya samīpē tiṣṭhan kathitavān hē paula nirbhayō bhava yathā yirūśālamnagarē mayi sākṣyaṁ dattavān tathā rōmānagarēpi tvayā dātavyam|
2c170c009d	dinē samupasthitē sati kiyantō yihūdīyalōkā ēkamantraṇāḥ santaḥ paulaṁ na hatvā bhōjanapānē kariṣyāma iti śapathēna svān abadhnan|
2c170d003d	catvāriṁśajjanēbhyō'dhikā lōkā iti paṇam akurvvan|
2c170e00b3	tē mahāyājakānāṁ prācīnalōkānāñca samīpaṁ gatvā kathayan, vayaṁ paulaṁ na hatvā kimapi na bhōkṣyāmahē dr̥ḍhēnānēna śapathēna baddhvā abhavāma|
2c170f0129	ataēva sāmprataṁ sabhāsadlōkaiḥ saha vayaṁ tasmin kañcid viśēṣavicāraṁ kariṣyāmastadarthaṁ bhavān śvō 'smākaṁ samīpaṁ tam ānayatviti sahasrasēnāpatayē nivēdanaṁ kuruta tēna yuṣmākaṁ samīpaṁ upasthitēḥ pūrvvaṁ vayaṁ taṁ hantu sajjiṣyāma|
2c17100074	tadā paulasya bhāginēyastēṣāmiti mantraṇāṁ vijñāya durgaṁ gatvā tāṁ vārttāṁ paulam uktavān|
2c171100b9	tasmāt paula ēkaṁ śatasēnāpatim āhūya vākyamidam bhāṣitavān sahasrasēnāpatēḥ samīpē'sya yuvamanuṣyasya kiñcinnivēdanam āstē, tasmāt tatsavidham ēnaṁ naya|
2c171200d5	tataḥ sa tamādāya sahasrasēnāpatēḥ samīpam upasthāya kathitavān, bhavataḥ samīpē'sya kimapi nivēdanamāstē tasmāt bandiḥ paulō māmāhūya bhavataḥ samīpam ēnam ānētuṁ prārthitavān|
2c17130081	tadā sahasrasēnāpatistasya hastaṁ dhr̥tvā nirjanasthānaṁ nītvā pr̥ṣṭhavān tava kiṁ nivēdanaṁ? tat kathaya|
2c171400a5	tataḥ sōkathayat, yihūdīyalākāḥ paulē kamapi viśēṣavicāraṁ chalaṁ kr̥tvā taṁ sabhāṁ nētuṁ bhavataḥ samīpē nivēdayituṁ amantrayan|
2c1715012f	kintu mavatā tanna svīkarttavyaṁ yatastēṣāṁ madhyēvarttinaścatvāriṁśajjanēbhyō 'dhikalōkā ēkamantraṇā bhūtvā paulaṁ na hatvā bhōjanaṁ pānañca na kariṣyāma iti śapathēna baddhāḥ santō ghātakā iva sajjitā idānīṁ kēvalaṁ bhavatō 'numatim apēkṣantē|
2c17160089	yāmimāṁ kathāṁ tvaṁ nivēditavān tāṁ kasmaicidapi mā kathayētyuktvā sahasrasēnāpatistaṁ yuvānaṁ visr̥ṣṭavān|
2c17170130	anantaraṁ sahasrasēnāpati rdvau śatasēnāpatī āhūyēdam ādiśat, yuvāṁ rātrau praharaikāvaśiṣṭāyāṁ satyāṁ kaisariyānagaraṁ yātuṁ padātisainyānāṁ dvē śatē ghōṭakārōhisainyānāṁ saptatiṁ śaktidhārisainyānāṁ dvē śatē ca janān sajjitān kurutaṁ|
