1300000004	Saam
2a050f0077	Cehlai anih akawng ce thang khqoet hy, cedawngawh ak awi ngai ham ingkaw tlawhnaak qoei sak aham thlangkhqi ce law uhy.
2a05100042	Cehlai Jesu taw a dingnaak na amah doeng cet poepa nawh cykcah hy.
2a051100de	Hypoet taw thlang a cawngpyi awh, Kalili qam, Judah qam ingkaw Jerusalem khaw awhkaw Farasikhqi ingkaw anaa awi cawngpyikungkhqi ce amah cawh ngawi uhy. Cawh thlak tlo qoei sak aham Bawipa ak thaawmnaak ce a venawh awm hy.
2a05120085	Thlang vang ing ak khawn thlang pynoet ce a hiphaih awh kawt law uhy, ipkhui na khyn phaat unawh a haiawh tloeng peek aham ngaih uhy.
2a051300aa	Cehlai thlang a be aih a dawngawh ipkhui na am khyn thai uhy, cedawngawh iptih na kaai unawh qui ing thlang anglak li awh, Jesu a haiawh hiphaih mah na nuk thlaak pe uhy.
2a0514006e	A mingmih ak cangnaak ce Jesu ing a huh awh, “Thlang pa aw, na thawlhnaak ce qeenna awm hawh hy,” tina hy.
2a051500a4	Cawh Farasikhqi ingkaw anaa awi cawngpyikungkhqi ing, “U nu Khawsa ak the ak khanaak ve? Khawsa doeng am awhtaw u ing nu thawlh qeenkhaw ang ngai thai?” ti uhy.
2a0516006b	A mingmih ak kawpoek ce Jesu ing sim pe khqi nawh, “Ikawtih cemyihna namik kawlung khuiawh namik poek uh?
2a05170064	Han nu ak zoei bet: 'Na thawlh qeenna awm hawh hy,' tive nu, am awhtaw 'Tho nawh cet hlah,' tive nu?
2a051800c5	Cehlai thlanghqing Capa ing khawmdek awh thawlh qeennaak tahy, tice nami simnaak aham,” tinak khqi hy. Ak khawn na ce, “Ka nik kqawn peek, tho, na hiphaih ce lo nawh imna voei hlah,” tina hy.
2a05190067	A mingmih haiawh ce dyi pahoei nawh, a hiphaih ce a lawh coengawh Khawsa kyihcah doena im na ce cet hy.
2a051a0085	Thlang boeih a mik kawpoek kyi nawh Khawsa ce kyihcah uhy. Ngaih kyi doena, “Tuhngawi awh kawpoek kyi ik-oeih ni hu uhy,” ti uhy.
2a051b00a1	Cekcoengawh Jesu ce cet nawh mangmu cawinaak awh ak ngawi mangmu ak cawikung Levi ak mingnaak thlang pynoet ce hu hy. A venawh, “Ka hu awh bat lah,” tina hy.
2a051c0043	Levi ce tho nawh ik-oeihkhqi ce a cehtaak coengawh a hu awh bat hy.
2a051d00ad	Cekcoengawh Levi ing amah a im awh Jesu aham buh veelnaak poei ak bau soeih sai pehy. Mangmu ak cawikungkhqi ingkaw thlak changkhqi thlang khawzah ce Jesu mi buh ai haih hy.
2a051e00be	Cehlai Farasikhqi ingkaw anaa awi cawngpyikungkhqi ing a mi huh awh ce a hubatkhqi venawh saai bi uhy, “Kawtih mangmu ak cawikung 'Thlak thawlhkhqi' mi buh a mi ai haih?” tinak khqi uhy.
2a051f0051	Jesu ing, “Sakdip thlang ing siboei am ngoe hy, cehlai thlak tlo ing ni a ngoe.
2a05200059	Thlak dyng khy aham am law nyng, thlak thawlh a zutnaak aham ni ka law,” tinak khqi hy.
2a052100ac	A mingmih ing a venawh, “Johan a hubatkhqi ingtaw buh zeih poepa unawh cykcah uhy, Farasikhqi a hubatkhqi ingawm, cehlai nang a hubatkhqi ingtaw aw a ai uhy,” tina uhy.
2a0522004c	Jesu ing, “Zuk lokung a awm khuiawh ak khinkhqi buh namik zeih hly sak nu?
2a05230063	Cehlai zuk lokung lawh peek valhnaak a tym ce pha kaw; cawh buh zeih bit kawm uh,” tinak khqi hy.
2a052400d7	A mingmih a venawh vawhkaw nyhtahnaak awi ve kqawn pehy: “U ingawm hi ak thai ce teek nawh hi ak kqym ap bu na khawi hy. Ak bunaak man, hi ak thai ce awm teek kaw, cekcoengawh hi ak kqym ingawm am qoep laklaw kaw.
2a052500bf	U ingawm misur tui ak thai ce cikthlyng ak kqym awh am thun khawi hy. A thun mai mantaw, misur tui ak thai ing cikthlyng ak kqym ce hqe kawmsaw, misur tui ingkaw cikthlyng ce plawci bawk kaw.
2a05260048	Cedawngawh misur tui ak thai taw cikthlyng ak thai awh thun aham awm hy.
2a0527009a	Misur tui ak kqym ce tui khqoet hy a mi ti a dawngawh, u ingawm misur tui ak kqym a awk coengawh misur tui ak thai ce am ngaih khawi hy,” tinak khqi hy.
2a06010089	Sabbath nyn awh Jesu taw lo lamawh cet hy, cawh a hubatkhqi ing cangvui ce dy unawh, a mi kut ing a mi nawi coengawh ak cang ce baai uhy.
2a06020073	Cedawngawh Farasi thlang vangkhqi ing doet uhy, “Kawtih Sabbath nyn awh sai aham amak ciim nami sai?” tina uhy.
2a06030071	Jesu ing a mingmih a venawh, “David ing a pyikhqi mi amik phoen a cawi awh a sai ce am nami noet khawi nawh nu?
2a0604009d	Khawsa ipkhui na lut nawh, khawsoeihkhqi doeng ing ai aham ak caih phaihpi a mi hoel ce lo nawh ai nawh a pyikhqi awm a pek khqi ak awi ce,” tinak khqi hy.
2a06050069	Cekcoengawh Jesu ing a mingmih a venawh, “Thlanghqing Capa ve Sabbath boei na awm hy,” tinak khqi hy.
2a0606007e	Ak chang sabbath nyn bai awh sinakawk khuina cet nawh thlang cawngpyi hy, cawh a kut tang ben ak khem thlang pynoet ce awm hy.
2a060700a3	Farasikhqi ingkaw anaa awi cawngpyikungkhqi ing Jesu thawlh amik puknaak lam ce sui uhy, cedawngawh sabbath nyn awh thlang ak qoei law hly sak nu ti unawh qym uhy.
2a060800a9	Cehlai Jesu ing cekkhqi ak kawpoek ce sim nawh a kut ak khem a venawh, “Tho nawh thlang boeih a haiawh dyi lah,” tina hy. Cedawngawh ce ak thlang ce tho nawh dyi hy.
2a060900d6	Cekcoengawh Jesu ing cekkhqi venawh, “Ni doet khqi lah vang nyng, Sabbath nyn awh kawmih nu sai aham ak thym: them leek sai aw, am awhtaw them che sai aw; hqingnaak thaawng aw, am awhtaw him aw?” tinak khqi hy.
2a060a0090	Cekkhqi ce toek khqi nawh, cawhkaw thlang a venawh, “Na kut ce zyng lah,” tina hy. Anih ing a kut ce zyng saw, cawh a kut ce leek pahoei hy.
2a060b005e	Cehlai cekkhqi taw amik kaw so nawh, Jesu ce ikawmyihna ni sai lah voei, ti unawh doet qu uhy.
2a060c005b	Khaw hypoet awh Jesu taw cykcah aham tlang na cet hy, than oet pyt Khawsa venawh cykcah hy.
2a060d0094	A khawngawi mymcang awhtaw a hubatkhqi ce a venna khy khqi nawh thlanghqa hlaihih tloek ce tyk hy, a mingmih a venawh ceityih a bibi ce pek khqi hy.
2a060e0051	Simon (Piter tinawh ming sui); anih a na Andru, Jakob, Johan, Philip, Bartholomu,
2a060f003b	Mathai, Thomas, Alphaeus capa Jakob, Zealot a mik khy Simon
2a0610004d	Jakob a capa Judas ingkaw amah ak zawikung Judah Isakariot vetloek ve tyk hy.
2a061100cf	A mingmih mi tlang nakawng nuk kqum law unawh a hun a zawinaak awh ce dyi hy. A hu awh amik bat thlang khawzah ingkaw Judah qam awhkaw, Jerusalem khaw awhkaw, Tura ingkaw Sidon tui keng awhkaw thlangkhqi ce,
2a06120072	ak awi ngai aham ingkaw tlawhnaak qoei sak aham law uhy. Qaaiche ing a thekhanaak thlangkhqi awm qoei sak khqi hy,
2a0613007d	a venawh kawng saithainaak ce cawn nawh thlang boeih ce a qoei sak a dawngawh thlangkhqi boeih ing amah ce bi aham ngaih uhy.
2a06140083	A hubatkhqi ce a toek coengawh cekkhqi venawh: “Nangmih hahqah ak thlangkhqi taw nami zoseen hy, Khawsa qam taw nangmih a koe ni.
2a06150082	Nangmih tuh phoen ak cawikhqi nami zoseen hy, namik phoen phyi kaw. Nangmih tuh ak kqangkhqi nami zoseen hy, qaai ngai kawm uk ti.
2a0616009f	Thlanghqing Capa ak camawh nangmih ce thlang ing ni sawh nak khqi, a ni hoet khqi, a ni zyih khqi, naming ming ce ak che na anik kqawn khqi awh nami zoseen hy.
2a061700a8	Cemyihna a ni tinaak khqi awh zeel unawh lam uh, nangmih aham khawk khan na kutdo ak bau soeih awm hy. Cemyihna ni nami pakhqi ingawm tawnghakhqi ce a mina sai hawh hy.
2a0618005b	“Cehlai nangmih boeikhqi khaw map u hyk ti, na mimah a ngaihdingnaak ce hu hawh u hyk ti.
2a0619009e	Tuh nangmih phoen ak phyikhqi, khaw map u hyk ti, namik phoen cawi kaw. Nangmih tuh ak qaaikhqi, khaw map u hyk ti, lungnat za kawm u tiksaw kqang kawm uk ti.
2a061a0074	Thlang boeih ing am kyih nangmih, khaw map u hyk ti, cemyihna maw a mi pakhqi ing tawnghakhqi ce a mim kyih lawt hy.
2a061b00c9	“Cehlai kak awi ak ngai nangmih a venawh ka nik kqawn peek khqi: nami qaalkhqi ce lungna uh, nangmih a nik sawhnaak thlangkhqi ce lungna uh, nangmih a nik sawhnaak thlangkhqi ham them leek sai pe uh,
2a061c0056	seet anih loh pekkhqi ham zoseennaak pe unawh, a nik the khanaak khqi ce cykcah pe uh.
2a061d0084	Thlang ing na beeng lang benawh a nik beih awhtaw, ak chang ben ce duun pe bai; na hi a ni lawh peek venawh angki awm koeh hlawh na.
2a061e0052	Ak thoehkhqi venawh ce pe, thlang ing na them a ni lawh peek awh koeh lat pe voel.
2a061f005a	Thlang ing nak khanawh sai sak ham na ngaih lawt a myihna thlang ak khan awh awm sai lawt.
2a0620009e	“Nangmih a nik lungnaak khqi doeng nami lungnaak man, nami ham ikaw hoeihkhangnaak a awm kaw? 'Thlak thawlhkhqi ing za amah ak lungnaak taw lungna lawt uhy.
2a0621009e	Nak khan awh them leek a saikhqi doeng a venawh them leek nami sai awhtaw, ikawnu hoeihkhangnaak a awm kaw? 'Thlak thawlhkhqi ing za cemyih ce sai lawt u saw.
2a0622009e	Ak sah thai hly thlang a ven doengawh them namik pu awhtaw, ikaw hoeihkhangnaak a awm kaw? 'Thlak thawlhkhqi ingawm thlak thawlhkhqi venawh pu sak lawt u saw.
2a06230124	Cehlai nangmih ingtaw nami qaalkhqi ce lungna uh, them leek sai pe uh, huh hly tlaih kawi ngaih-u voel kaana pu law uh. Cawhtaw nangmih aham kutdo ak bau soeih awm kaw, sawsang soeih a cakhqi na awm kawm uk ti, anih ingtaw zeelnaak awi amak kqawn thaikhqi ingkaw thlak thawlhkhqi za qeen uhy.
2a06240068	Nangmih a Pa thlang qeenkhaw ak ngai na a awm lawt amyihna nangmih awm thlang qeenkhaw ngai lawt lah uh.
2a062500a4	“Awideng na amna awmnaak aham, thlang awi koeh deng. Thlang thawlh koeh puk, cawhtaw thawlh puk na am awm lawt kawp ti. Qeen lah, cawhtaw qeenna awm lawt kawp ti.
2a062600c8	Pe lah, cawhtaw peek na awm lawt kawp ti. Ak bena loeng nawh, det nawh, ak be poeng na, na phai awh ni hawk sih kaw. Nang ing na loengnaak awh ce nang aham awm loeng lawt na awm kaw,” tinak khqi hy.
2a06270096	Ami venawh nyhtahawi awm kqawn pek khqi bai nawh, “Mikhyp ing myikhyp ak hqui hly thai nu? A ni pakhih na lawk-kqawng khuina am tla hly nih nawh nu?
2a06280080	Sengcamoe ing cawngpyikung ak khan awh am awm hy, cehlai u awm cawng sak hqeet na ak awm taw cawngpyikung a myihna awm lawt kaw.
2a06290064	“Namah a mik awhkaw myn ce ak poek kaana, ikaw hamna na koeinaa a mik awhkaw myn a dik ce na toek?
2a062a013a	Namah a mik awhkaw myn za amna huh awhtaw ikaw hamna na koeinaa a venawh, 'koeinaa nang, na mik awhkaw myn a dik ce lo law vang nyng,' na tinaak thai kaw? Nang thlang qaai kqawn, namah a mik awhkaw myn ce lo cang, cawh ni na mik ce ak caih na dang kawmsaw, na koeinaa a mik awhkaw myn dik ce na lawh hly peek thai.
2a062b0063	“Thing ak leek awh thikthaih ak che am qah khawi nawh, thik che awh thikthaih leek am qah bai hy.
2a062c00a9	Thing boeih taw ak thaih awh hat thai na awm hy. Hling a thing awhkawng thlang ing thai ak thaih am bit khawi nawh, hling dum awhkawng u ing misur thaih am bit khawi hy.
2a062d00ca	Thlang leek ing ak kawlung khui awhkaw them leek ce cawn sak nawh, thlang amak leek ingawm ak kawlung khui awhkawng them amak leek ce cawn sak lawt hy. Kawlung khuiawh ak be ngen ni kha ing ak kqawn hy.
2a062e0055	“Nangmih ikaw hamna kak awi kqawn ve a sai kaana, 'Bawipa, Bawipa,' nami ni tinaak?
2a062f0067	Ka venawh law nawh kak awi ngai nawh ak sai ak thlang taw ikawmyihna a awm tice nim huh khqi vang nyng.
2a063000b2	Anih taw tung ak dungna co nawh, lung ak khanawh ak ling ing myih hy, tuiliu law nawh, tuih tha ing deng seiawm ap tat hy. Tung ang ling ce a cak a dawngawh im ce am tlu thai hy.
2a06310096	Kak awi ve za hlai moe amak sai thlang taw dek amak cak awh iptung ak ling ing myih hy. Tuih tung ing im ce a buuk awh tlu pahoei nawh qeeng boeih hy.
2a07010060	Thlangkhqi ang zaak na ve ak awi ve Jesu ing ak kqawn boeih coengawh. Kaperanuam khaw na cet hy.
2a0702006a	Qalkap zakhat ak ukkung thlang pynoet a tyihzawih, a boeipa ing a lungnaak soeih ce, tlo nawh thi tawm hy.
2a0703008f	Cawhkaw qalkap zakhat ak ukkung ing Jesu akawng ce ang zaak awh Juda a hqamca thlang vang ce tyi nawh, a tyihzawih ce qoei sak ham doet sak hy.
2a0704006c	Jesu a ven a mi pha awh qeennaak thoeh uhy, “Ve ak thlang vetaw a ni ngoenaak ce na sai peek aham tyng hy,
2a07050052	anih ing ka mi ram a lungnaak awh sinakawk pynoet ni sak pek khqi hy,” tina uhy.
2a070600aa	Cedawngawh Jesu a mi huawh ce nawh, im ami pha tawm ca awh qalkap zakhat ak ukkung ing a pyikhqi ce tyi nawh, “Bawipa, kyi kaa, ka ipkhui awh na law aham am kawih nyng.
2a07070070	Ceamyihna awmsaw na venna law ham awm am tyng nyng ti nyng, awi doeng mah kqawn nawh, ka tyihzawih qoei bit kaw.
2a0708010c	Kai awm ukknaak ak kai awh ak awm thlang pynoet na awm hlai nyng, kak kaiawh qalkap khawzah awm lawt hy. Thlang pynoet a venawh, 'Cet' ka tinaak awhtaw cet nawh; ak chang pynoet a venawh, 'Law', ka tinaak awhtaw law nawh, 'Ve sai,' ka tinaak awhtaw sai hy,” tina hy.
2a070900d2	Jesu ing anih ak awi ce ang zaak awh ak kawpoek na kyi nawh, a hu awh ak bat thlangkhqi benna hawi nawh, “Ka nik kqawn peek khqi, Israelkhqi chung lakawh vemyihna cangnaak ak bau am hu nyng,” tinak khqi hy.
2a070a005b	Thlang a tyihkhqi ce im na hlat uhy, cawh tyihzoeih thlang ce sadip caana ana awm tlaih hy.
2a070b0061	Cekcoengawh Jesu taw Nain a mi ti khaw na cet hy, a hubatkhqi mi thlang khawzah a hu awh bat uhy.
2a070c009d	Khaw awhkaw vawng chawmkeng a mi pha tawm awh, nuhai ca ing a taak chyn a capa ce thih pe nawh a qawk ce kawt law uhy. Thlang khawzah nuhai a venawh awm uhy.
2a070d005b	Bawipa ing cawhkaw nuhai ce a huh awh, qeen soeih nawh a venawh, “Koeh kqang,” tina hy.
2a070e007c	Cekcoengawh cet nawh qeep ce bi nawh, cawh qeep ak kawtkhqi awm dyi uhy. “Cadawng, ka nik kqawn peek, tho lah,” tina hy.
2a070f0045	Cawh ak thi ce tho nawh awi pau hy. Jesu ing a nu venawh pe tlaih hy.
2a071000c9	Cawhkaw amik awmkhqi boeih ing kqih unawh Khawsa ce kyihcah unawh, “Ni venna tawngha ak boeimang soeih dang law hawh pai hy,” ti unawh, “Khawsa ing ak thlangkhqi hqip lawk khqi hy,” ti bai uhy.
2a0711004c	Jesu akawng taw Judah qam ingkaw a kengsam qam boeih awh thang khawnghak hy.
2a0712006c	Johan a hubatkhqi ing vawhkaw ik-oeihkhqi boeih ve a venawh kqawn pe uhy. A hubat thlang pakhih ce khy nawh,
2a07130082	Bawipa ce doet aham tyi hy, “Nang ve ak law hly kawi ce hawh nu, am awhtaw thlak chang kamik qeh hly hyn nu? tinawh doet sak hy.
2a071400fd	Cawhkaw thlangkhqi ce Jesu a venna cet unawh, “Baptisma ak pekung Johan ing nang a venawh awi doet aham kaimih ve ni tyi khqi hy, 'Nang ve ak law hly kawi ce hawh nu, am awhtaw thlak chang kamik qeh hly hyn nu? tinawh ni doet sak khqi hy,” tina uhy.
2a07150080	Cawh Jesu ing tlawhnat soepkep ak takhqi, thlak tlokhqi ce qoei sak nawh, qaaichekhqi ce hqek hy, mikhypkhqi ce mik dang sak hy.
2a07160141	Cedawngawh ami venawh, “Johan a venna hlat tlaih unawh nami huhkhqi ingkaw naming zaakkhqi ce kqawn pe uh: Mikhyp ing khaw hu thai hawh nawh, khawkkhem ing cet thai hawh hy, mynqaikhqi ing ciimcaih hawh unawh, hakpangkhqi ing a mingha khui hawh hy, thlak thikhqi ing tho unawh, hahqahkhqi ing awithang leek za hawh uhy.
2a0717003f	U awm kai ak camawh amak tlu taw a zoseen hy,” tinak khqi hy.
2a071800d5	Johan ak thlang tyihkhqi a ming hlat coengawh, thlang kqeng a venawh Jesu ing Johan akawng kqawn pek khqi hy: “Ikaw huh aham nami ngaih awh nu kqawng na nami ceh? Paipoeng zilh ing a zawn toek nami ngaih awh nu?
2a071900ee	Am awhtaw, ikaw huh nami ngaih awh nami ceh? Angki hinaak ak nep nep ing ak thoeihcam qukhqi toek nami ngaih awh nu? Amni, angki hinaak a phu ak tlo tlo ing thoeihcam qu nawh awk-ai ak tui tui ak aikhqi taw boeikhqi im awh ni a mi awm hy.
2a071a008b	Cawhtaw ikaw huh ngaih awh nami ceh ce? Tawngha huh nami ngaih awh nu, Oeih, ka nik kqawn peek khqi, tawngha anglakawh tawngha khqoet ceni.
2a071b0095	Anih akawng vemyihna a na qee hawh uhy: “'Na haiawh ka dyihthing tyi law kawng nyngsaw, anih ing na haai awhkaw lam ce qoek abah law kaw,' a ti ce.
2a071c00c4	Ka nik kqawn peek khqi, nu ing a taak ak khui awhtaw Johan anglakawh ak bau khqoet awm hlan hy; cehlai Khawsa ram khuiawh ak zawi soeih na ak awm ce anih anglakawh bau khqoet hy,” tinak khqi hy.
2a071d00bc	(Thlang boeih ingkaw mangmu ak cawikungkhqi ing za Jesu ak awi ce a ming zaak awh, a mingmih ce Johan ing baptisma a na peek khqi hawh a dawngawh, Khawsa lam taw dyng hy tice dyih pyi uhy.
2a071e0088	Cehlai Farasikhqi ingkaw anaa awi ak simkhqi ingtaw a mimah ak poek awh Khawsa ang cainaak ce oelh uhy, Johan a baptisma awm am hu uhy.)
2a071f007a	Jesu ing, “Cawhtaw ve a chan awhkaw thlangkhqi ve ikaw ing nu ka nyhtah lah voei? Ikaw ing nu vekkhqi ve a ming lawh qu?
2a072000e7	Vekkhqi ve ik-oeih a mi zawihnaak hun awh amik ngawi naasenkhqi ing a mi pyikhqi a mik khy ing myih uhy: 'Khqung tum law hlai unyng, am lam uhyk ti; kqahlung ka mi sauh law awh awm, am kqang phoeih bai uhyk ti,” a ti ing myih hy.
2a07210053	Johan law nawh buh awm am ai hy, misur tui awm am aw hy, 'Qaai tahy,' tina uhyk ti.
2a07220087	Thlang Capa law nawh aw ai hy, 'Ai maw, aawk maw, misur tui ak sawk, mangmu ak cawikungkhqi ingkaw thlak thawlhkhqi pyi,' tina uhyk ti.
2a07230052	Cehlai cyihnaak taw a cakhqi boeih ak caming dang sak na awm hy,” tinak khqi hy.
2a07240079	Farasi thlang pynoet ing Jesu ce buh veel pyi aham khy hy, cedawngawh cawhkaw Farasi a im na cet nawh my buh veel pyi hy.
2a072500a0	Ce a khawk khui awhkaw ak awm thlak thawlh nu pynoet ing Farasi a im awh Jesu ing buh pan hy tice ang zaak awh, alabaster bawktui pynoet ce haw law nawh law hy.
2a07260099	Jesu a hu benna a khawkung awh ce dyi nawh kqang hy, a mikphli tui ing a khaw sui nawh, a lusam ing huih hy, a khaw ce mawk nawh, bawktui ing syp bai hy.
2a072700c6	Buh ai na ak khykung Farasi thlang ing a huh awh, “Ve ak thlang ve tawngha mantaw, anih ak bikung ce a u nu, tice sim hlai voei, anih ve thlak thawlh hlai ni,” tinawh ak kawlung khuiawh poek hy.
2a07280080	Jesu ing a venawh, “Simon, awi kqawn law lah vang nyng,” tina hy. Anih ing, “Kqawn law lah thaw, cawngpyikung,” tina hy.
2a072900aa	Cawh Jesu ing, “Thlang pakkhih ing tangka ak pu sakkung a venawh tangka pu haih hy nih. Pynoet ing tangka denari zanga pu nawh, pynoet ingtaw tangka denari hakip pu hy.
2a072a00b5	A ni pakkhih na tangka pu ce am thung thai hy nih, cedawngawh tangka ak pu sakkung ing zoe sak kqawi haih hy. Cawhtaw han ak thlang ing nu anih ce a lungnaak khqoet kaw?” tina hy.
2a072b009e	Simon ing, “Tangka khawzah bet ak pu peek thlang ing lungna khqoet kaw, tinawh poek nyng,” tina hy. Jesu ing, “Ak thym ni nak kqawn phek hy,” tina hy.
2a072c00d2	Cekcoengawh nu benna ce mang nawh Simon a venawh, “Vawhkaw thlang ve nak hu nu? Na im na ka law awh, ka khaw silh tui amni pe hyk ti. Cehlai anih ingtaw a mikphli tui ing ka khaw sui nawh a lusam ing huih hy.
2a072d006f	Nang ingtaw amni mawk man hyk ti, cehlai ve nu ingtaw ka lut law cyk awhkawng ka khaw ve ang dym kaana mawk hy.
2a072e0069	Nang ingtaw ka lu awh situi am ni syyp man hyk ti, cehlai anih ingtaw ka khaw awh bawktui ing ni syyp hy.
2a072f00b1	Cedawngawh ka nik kqawn peek, a thawlhnaak khawzah ce qeenna awm hawh hy; anih ingawm a lungnaak bau soeih hy; cehlai qeennaak ak zawi ing, a lungnaak zawi khawi hy,” tina hy.
2a07300052	Cekcoengawh Jesu ing nu a venawh, “Na thawlhnaak qeenna awm hawh hy,” tina hy.
2a07310054	Cawh buh ak vel pyikhqi ing, “Thlang a thawlh qeenkhaw ak ngai ve u nu?” ti uhy.
2a07320061	Jesu ing nu a venawh, “Nak cangnaak ing ni thaawng hawh hy, ngaihqep cana cet hlah,” tina hy.
2a0801009a	Cekcoengawh Jesu taw khawk bau ingkaw vangcakhqi awh cet nawh, khawsa qam awithang leek ce kqawn hy. A hubat thlanghqa hlaihih tloek awm a venawh awm uhy,
2a080200b9	cekcoengawh amah ing qaihche ingkaw tlawhnatnaak awhkawng a qoei sak nu thlang vang tloek awm a venawh awm lawt uhy: ak kawk khui awhkawng qaaikhqi ak cawn Meri (Magdalene ak mingnaak);
2a080300b0	Herod a ipkhui ak khoemkung Chuza a zu Joanna; Susanna ingkaw ak chang nukhqi khawzah awm uhy. Vawhkaw nukhqi ing a mimah a ik-oeih ing Jesu ingkaw a hubatkhqi ce do a dan uhy.
2a08040087	Cawh thlang khawzah cun law unawh, khaw hoei awhkaw thlang boeih awm a venna law usaw, nyttahnaak awi hawnak ing awi kqawn pek khqi hy.
2a080500a5	“Lo ak toenkung thlang pynoet taw camci ak theh na cet hy. Camci ce ak theh awh, camci a vang taw lam awh tla nawh; thlang ing leh nawh phakhqi ing cung hloep uhy.
2a08060056	A vang taw lung awh tla nawh, hang cawt law hlai hy, ak kqa am cak nawh qeu pahoei hy.
2a08070050	Camci a vang taw hling anglak na tla nawh, hling ing zawi khoep saw qeen zip hy.
2a080800df	Camci a vang taw ang laih leek awh tla hy, cawt nawh vui thaih hy, a pyh zakhat dyna ak thaih thawt hy,” tinak khqi hy. Vawhkaw nyhtahnaak awi ak kqawn coengawh, “Zaaknaak haa ak ta ingtaw za seh nyng,” tinak khqi hy.
2a08090046	A hubatkhqi ing cawhkaw nyhtahnaak awi ak kqawn ngaihnaak ce doet uhy.
2a080a0109	A mingmih a venawh, “Khawsa ram simnaak awihyp ce nangmih a venawh taw peek na awm hawh hy, cehlai thlak chang a venawh taw nyhtahnaak awi ing kqawn pe nyng, “Hu hlai kawm uh, a mami hatnaak aham ingkaw za hlai kawm uh, a maming zaksimnaak aham,' tinak khqi hy.
2a080b0056	Nyhtahnaak awi ing ak kqawn ngaihnaak taw vemyihna awm hy: Camci cetaw Khawsak awi ni.
2a080c00af	Lam awh ak tla camci taw thlang ing awithang leek ce za hlai hy; qaai ing law nawh, ap cangna unawh, thaawngna ama mi awm naak ham amik kawlung khui awhkaw ce loh pek khqi hy.
