0100000007	Jenesis
170e0900da	Fri vahe kumamo'a, maka zana trotra huno kamarara huno vanankenoma kavre'nigura kavega anteno mani'ne. Fri'naza vahe'mokizmi avamura zamazeri retro nehuno, maka fri'naza mopafi kini vahetamina zamazeri oti vagaregahie.
170e0a00a6	Hagi makamo'za eme negage'za amanage hugahaze, Tagri'ma hiaza huno kagri'enena hankaveka'a omne'ne. Ana hu'neankinka tagrama manunaza hunka manigahane hu'za hugahaze.
170e0b00d6	Kora avasase'ane kukena hu'nanke'za, vahe'mo'za hapu zavena nehe'za zagamera hu'za kamarara hu'za rankagima negamiza zamo'a fri vahe kumapi uneramina, kanimo mase tafeka'a nemanesigeno, hagirafamo rufitegantegahie.
170e0c00b8	Kagra nantera ofunkna hunka remsa nehunka, maka kuma'ma hankavetinka hara hunka rama'a vahe zamagatere'nana ne' mani'nananagi, inankna hutenka monafintira menina mopafina evurami'nane!
170e0d011f	Ana nehunka kagra kagu'afina amanage hunka antahi'nane, Nagra monafinka mareri'na, Anumzamofo hanafi tamimofona agatere'na, onaga'a kini trani'a ome ante'na manigahue. Ana hute'na noti kaziga afete, miko kazigati'ma eme atruma nehaza agonafi kini trani'a ante'na manigahue hunka hu'nane.
170e0e006e	Hagi nagra hampona agatere'na onagame marerite'na, Marerisa Anumzamo'ma mani'neankna hu'na umanigahue hu'nane.
170e0f005f	Ana hugahue hu'nananagi menina kazeri atregenka evuraminka amefenkame fri vahe kumapi urami'ne.
170e1000b2	Hagi ana fri vahe kumapima mani'naza vahe'mo'za kagene'ne nehu'za, ama nera maka mopafi vahe'ma zamazeri kazama nehuno, maka kuma'ma azeri tore nehia nepi ru nere hu'za hugahaze.
170e1100df	Ama ana ne'mo ranra kumara eri haviza nehuno, ama mopanena eri haviza higeno ka'ma kokama fore hu'nea nere. Ana nehuno hapinti'ma zamazeria vahera zamatrege'za kumazamirega novazageno, kina huzmante'nea nere hu'za hugahaze.
170e12006e	Maka ama mopafi kini vahe'ma nefarizage'za, zamagri'a matipi eri so'e hu'za knare avasese zampi asenezmantaze.
170e13014f	Hianagi kagrira matipina aseogante'za, kasagafe atresagenka zafa zankuna'a kitagi atrazaza hunka, bainati kazinteti zamahe fri'nesnaza vahe'ene karanka mase'nesnanke'za zamagiareti krehapati'za vano hugahaze. Hagi hakare'a vahe'ma hapinti zamahe frizage'za, rehagagi'za kerifima asenezmantazafi asegante'nagenka amefenkame uramigahane.
170e140136	Kagrama frisnanke'za mago'a kini vahe'ma eriso'ema hu'za asenezmantazaza hu'za kagrira eriso'ea hu'za aseogantegahaze. Na'ankure kagra mopaka'a eri haviza nehunka, vaheka'a zamahe fri'nane. E'ina hu'negu kefo avu'ava'ma nehaza vahepinti'ma fore'ma hanaza vahera zamagimo'a fanane hina zamagekani zamantegahaze.
170e1500e5	E'ina hu'negu zamafahe'zama hu'naza kumimofo nona'a mofavre naga'zmia zamavaretma ome zamahe frisaza kumara retro huzmanteho. Ana'ma osnage'za ra hu'za mopa eri nafa'a nehu'za, ranra kuma ante'za ama mopafina eri hakare hugahaze.
170e1600e7	Hagi Monafi sondia vahe'mofo Ra Anumzamo'a amanage hu'ne, Nagra Babiloni vahera hara huzmante'na zamahe vaganere'na, manisaza vahe'enena zamagi'a eri fanene nehu'na, henkama fore'ma hanaza mofavre nagazminena zamahe fanene hugahue.
170e1700b6	Monafi sondia vahe'mofo Ra Anumzamo'a amanage hu'ne, Anampima mani'naza vahera knaza zami'na, ruharafi hunetre'na, Babiloni kumara eri hapa hanugeno komutomo'za anampina emenigahaze.
170e1800bc	Hagi Monafi sondia vahe'mofo Ra Anumzamo'a amanage huno huvempa kea hu'ne, tamagerfa hu'na nazano hugahuema hu'na hu'noa zamo'a fore nehinkeno, nazanoma retroma hu'noa zamo'a fore hugahie.
170e19010a	Nagri mopafima mani'naza Asiria vahera miko zamazeri haviza nehu'na, Nagri agonaramimpima mani'naza vahera nagiareti zamarehapatigahue. Bulimakao afu'mofo anankempima nentaza karenamare zafagna huno, Israeli vahe'ma knazama nezamiza zana zamafuntetira eri atregahue.
170e1a0091	E'inahu avu'ava hunaku antahintahia retro hu'neankino, Anumzamo'a azana erisga huno maka kaziga ama mopafima me'nea kumatmina eri haviza hugahie.
170e1b00a8	Hagi Monafi sondia vahe'mofo Ra Anumzamo'ma antahintahima retro'ma huno hugahuema hu'nesnia zana, iza eri atregahie? Hagi azama rusute'nesnia azana, iza eri anakegahie?
170e1c004e	Hanki kini ne' Ahasi'ma fria kafufina, Ra Anumzamo'a amanahu naneke nasami'ne,
170e1d00d2	Filistia vahe'mota sefu'ma neramia heginknoma rufutagia zankura musena osiho. Na'ankure osifavemofo mofavremo ha' osifavea fore hugahie. Anama huteno'a, ageko'na me'nea osifave efore huteno hareno vano hugahie.
170e1e00ea	Zamunte'ma omne vahera ne'zana zamisuge'za nenesage'na, atupa'ma hu'naza vahe'mokizmia kegava huzmantesuge'za knare hu'za manigahaze. Hianagi mago'a Filistia vahera zamagazanku hu'za nefrisageno, osi'ama manisazama'a zamahe frigahaze.
170e1f0100	Filistia ran kumapima mani'naza maka vahe'mota ran kumamofo kafante manineta rankrafa hutma zavira netenkeno tamasumnamo'a hapatino. Na'ankure noti kazigatira tusi sondia vahe'mo'za magopi manumanu hu'za neazageno, zamefitira kumo'a tusiza nehige'za neaze.
170e2000ca	Hagi ha' vahetamimofo kema eri'za esaza kato vahe'mo'zama eme tamantahigesageta, amanage hutma zamasamiho, Ra Anumzamo'a Saioni kumara agri vahe'mo'zama ome zamagu'ma vazisaza kuma retro hunte'ne hu'ne.
170f0100dd	Hanki Moapu mopama havizama hania zankura Anumzamo'a amanahu naneke nasami'ne, ha' vahe'mo'za mago kenage e'za Moapu mopafima me'nea Ari ran kuma'ene Kiri rankumatrena eri haviza hazageno, Moapu mopamo'a havizantfa hu'ne.
170f02011a	Ana maka Diboni rankumapima nemaniza vahe'mo'za, havi anumzante'ma mono'ma hunentaza noma me'nea agonarega mareri'za zavi krafa hu'naze. Moapu vahe'mo'za Nebo rankumaku'ene Medeba rankumakura zamasunku hu'za zavira nete'za, zamagi zamazoka'ene zamaseni zamazokara vazagate tre'naze.
170f0300b1	Kumamofo ne'onse kampina zamasunku kukena hu'za vano hu'naze. Nozami agofetu nemani'za atruma hu'za nemaniza kumatamimpina tusi zavi krafa nehazageno, zamavunumo'a tusiza hu'ne.
170f0400f2	Hesboni ran kumateti'ene Eleale rankumateti'ma zavi krafama haza agasasankea ogantu Jahasi rankumate vahe'mo'za antahi'naze. E'inama hiazanku Moapu hankave sondia vahe'mo'za zamahirahiku nehu'za hanavezamia omnege'za, tusi zavi krafa hu'naze.
170f050156	Nagra Moapu vahekura nagu'areti hu'na tusi zavi ate'noe. Na'ankure vahe'mo'za mopazamia atre'za koro fre'za, Zoari ran kuma'ene Eglat-Silisia ran kumate vu'naze. Luhiti ran kuma'ma me'nea karanka mareneri'za zavira nete'za vu'naze. Horonaimi ran kuma'ma me'nea karankanema nevu'za, kuma'ma havizama hiazankura tusi zavi krafage hu'za vu'naze.
170f0600ac	Nimrimi tintamina tanageno, tinkenaregama me'nea trazamo'enena hagege hu'ne. Ana higeno anampina trazamo'ene zafamo'enena hagege higeno, kasefa huno zafaninage zana omnene.
170f0700af	E'ina hu'negu Moapu vahe'mo'za feno zazamima eri truma hu'nazana eri'za, ana zantamine korora fre'za, zafamoke'ma hu'nea tinkagomupinti rukatagi'za Moapu mopa atre'za vu'naze.
170f0800a2	Moapu mopafinti'ma zavi krafama nehaza agasasamo'a, Moapu mopama ome atre'nea atumpare me'na'a kumatre, Eglaimi rankuma'ene Be-elim rankumate vige'za antahi'naze.
170f0900fa	Na'ankure Dimoni timpina koramo aviteno e'ne. Hianagi Ra Anumzamo'a huno, mago'ene Moapu vahera zamazeri haviza hugahue nehuno, laioni hunta'nena vuno koro'ma fre'za vanaza Moapu vahe'ene Moapuma osi'ama mani'naza vahera zamaheno tagnavazino negahie.
171001013e	Moapu vahe'mota koro freta vuta Idomu vahe'mokizmi rankumate Sela umani'none. E'ina hu'neta kinimofona takisi zago amisnune nehuta, sipisipi anenta atronkeno Juda vahe kinima Jerusalemi kumate'ma mani'nere vu'za hu'none. Ana sipisipima avre'zama vanazana, hagege kokampima vu'nea karanka vu'za Saioni agonare vugahaze.
171002007a	Hagi nama anenta'mo anoma'a atreno megi mani'neno tahaza tahaza hiaza hu'za, Moapu mofa'nemo'za Arnoni tina taka hegahaze.
1710030106	Hagi Juda vahera zamasami'za, Antahiso'e huranteta taza hiho, ha' vahetimo'zama tarotago hazagetama koro'ma freta vu'nona vahera, hanimo'ma feru zagema resoma nehiaza huta tonara huneranteta, tamefira huoramiho. Ana nehuta ha' vahe'mofo zamazampina tavre onteho.
1710040137	Tazeri havizama nehaza vahe'mokizmigura korora freta onanki tamagra hankotigna huta mani'nenketa, tagra tamagrane manisune. Hagi tagra antahi'none, tazeri havizama nehaza vahera atre'za vanageno, knazamo'a vagaregahie. Ana hanige'za ha' vahetimo'za mago'ene hara hunorante'za mopatia atre'za vuho huta hugahaze.
171005010b	Hanki ana'ma hutena ana knafina Deviti nagapinti fatgoma huno'ma keagama refkoma hania nera mago efore hugahie. Ana ne'mo'a vahe'a avesi nezmanteno, fatgo avu'ava huno kegava hunezmanteno, vea'amokizmi nanekea antahi so'e huteno, mago avamenteke anteno refko hugahie.
1710060134	Hagi Moapu vahe'mo'zama zamavufaga rama hu'naza nanekea hago tagra antahi'none. Zamagra mago'a vahera zamagatere'none nehu'za, ra zamagi eri nanekege nehu'za, havige hu'za vahe'mokizmia ki'za zokago ke hunezmantaza vahe mani'naze. Ana hu'negu Moapu vahera havigehu vahe mani'nazanki, ke'zamia antahi ozamiho.
17100700b6	E'ina hu'negu zamatrenke'za Moapu vahe'mo'za Moapu mopagura zavira nete'za, Kir-Haresetiti'ma krepi rgama tagi'za eri hagege hu'za nenaza zankura zamagesa nentahi'za zavi krafa hiho.
17100801e0	Hanki Hesbonima me'nea hozaramimo'a hagege nehigeno, Sibmanema me'nea waini hozamo'a ana zanke huno hagege hu'ne. Hagi mago'a kumapi kini vahe'mo'za ana waini hozafina e'za knare'ma hu'nea waini raga'aramina eme regatati hu'naze. Ana waini hozamofo agema'ama ometre emetrema hu'neana, Hesbonine Sibma rankumateti agafa huteno vuno, noti kaziga Jazeri ran kumate vuteno, zage hanati kazigama me'nea hagege kokantega vuteno, vuvava huno zage fre kaziga Fri'nea hagerinte uhanati'ne.
171009010f	E'ina hu'negu Jaseli kumate vahe'mo'zama, Sibmama me'nea waini hozagu'ma zavi'ma atazankna hu'na nagranena zavirate'noe. Hesboni kumaku'ene Eleale kumakura navunu hu'ne. Na'ankure ko'ma kezati kantu kamama huta, ne'zama nevasagetama musema nehazaza huta musena osugahaze.
17100a0125	Ne'zama vasagetama hozaregati'ma ne-etama tusi musema nehaza zana omanegeno, waini hozafinti'ma muse zagame'ma nehuta kezaneti'za zanena omanegeno, krepima rentra'ma nehe'zama muse kezama neti'za zane, kezankema nehu'za musema nehaza zana omnegahie. Na'ankure Ra Anumzamo'a eri atre vagare'ne.
17100b00b3	Ana'ma hige'na Moapu vaheku'ene Kir-Heresiti vahekura nasuragi zmantogeno, mago vahe'mo asuzampi mani'neno hapu zavena neheno zavi'ma ateankna hu'na nagu'areti hu'na zavirate'noe.
17100c009b	Hanki Moapu vahe'mo'za kaza osu havi anumzamofo mono noma me'nea agonarega mareri'za mono'ma hunte'nazana, amne zante hanavezmia atre'za monora hunte'naze.
17100d0061	Hanki ama'i Moapu mopamo'ma havizama hania zamofo nanekea, ko Ra Anumzamo keaga hunte'nea naneke.
17100e018a	Hianagi menina Ra Anumzamo'a amanage huno nehie. 3'a kafufima zagore eri'za erigahaze huzama kema anakite'za, vahe'ma zamavrazage'za eri'zama enerige'zama ana kema eri knare'ma nehazaza hu'na Moapu mopamofo ra agine avasase zanena atresugeno zazatera menora ovanige'na zamazeri zamagaze hugahue. Ana hanige'za osi'amo'za ofri'za kasefa hu'za manigahaze. Hianagi zamagrira hanavezmia omanegahie.
17110100ca	Hanki Damaskasi rankuma'ma havizama hania zamofo nanekea Ra Anumzamo'a amanage huno hu'ne, Damaskasi rankuma'mo'a knare'ma huno menima me'nea zana huno omaneno, haviza huramino mopafi hihi huno megahie.
17110200a2	Ana nehanigeno Aroerima me'nea kumatamimpintira vahe'mo'za atre'za vu'za e'za nehanageno, anampina sipisipi afu'mozage mani'nesnage'za, zamazeri korora osugahaze.
1711030170	Hanki ha' vahe'mo'za e'za Efraemi mopafima me'nea kumate'ma hankavenentake vihuma hu'naza zana eri haviza nehu'za, Damaskasi kumate'ma kinima nemaniza zana eri netre'za, osi'a naga'ma ofri'za manisaza Aramu vahera zamazeri fanene hugahaze. Ana hanage'za Israeli vahe'mokizmima hiaza huno hankavezmia omenegahie huno Monafi sondia vahe'mofo Ra Anumzamo'a huvempa hu'ne.
171104007a	Hanki ana knama esigeno'a, Israeli vahera hanavezmimo'a evuramisnigeno, zamavufagamo'a hariri huno zaferinare akamregahie.
1711050077	Ana nehina mago vahemo Refaimi agupofinti witi raga vasageno, e'nerino mago mago atreankna hu'za osi'a vahe manigahaze.
17110600c4	Ana nehina olivi zafare kanonteti amasagino ruharari higeno amuzare'ma osi'a olivi raga tareo 3'o 4'o 5fu'a meaza hu'za osi'a vahe manigahaze huno Israeli vahe'mokizmi Ra Anumzamo'a huvempa hu'ne.
17110700a0	Hagi e'i ana knafina zamagu'a rukrahe hu'za tro'ma huzmante'nea ne' Israeli vahe'mokizmi Ra Anumzama Ruotage'ma hu'nea ne'teke zamavua nege'za antahi amigahaze.
17110800d3	Zamagra Asera havi anumzamofo amema'a zamazanteti'ma antre'za tro hunte'naza havi anumzantera zamena nonte'za, ana havi anumzante'ma ofama hu' itama tro'ma hunte'narera mnanentake zantamina kre mna vuontegahaze.
17110900eb	Hagi ana knafina ha' vahe'mokizmi ranra kumara Israeli vahe'mo'za hahu zamagatenere'za, ana kuma tamimpima nemaniza vahera zamahenati atregahaze. Ana hina ana kumatamimpina vahera omanisigeno, zafa tanopamo hageno marerino refitegahie.
17110a00c8	Na'ankure Israeli vahe'mota tamagu'ma vazi'nea Anumzana tamefi hunemita fraki havegantamia tamefi humi'naze. E'ina hu'negu megi'a onke'naza vahe'mofo havi anumzamofo knare waini hoza erita antegahaze.
17110b00e6	Hagi ana wainima hankresaza knazupa, ana nanteranke'za ana wainimo'a agata rehakrufeno marerino amosrea ahentegahianagi, tusi'a atama kri knama esigeno'a, ana wainimo'a raga rente so'ea osugahie. Na'ankure zamagra haviza hugahaze.
17110c008f	Hanki kokankoka kumategati sondia vahe'ma emeri atru nehaza vahe'mo'za zamagasasama neraza agasasankemo'a, tiramo'ma agasasama neriankna nehie!
17110d0109	Hagi rama'a tiramo sasa huno zamagasasama neriaza hu'za krafa hugahazanagi, hankavetino zamarotago hanige'za, ete rukrahe hu'za e'narega vugahaze. Ana nehu'za agonafima zaho'mo vemagu vemagu huno raisi hona'ama eri hareno viankna huno zamarotgo hanige'za fregahaze.
17110e00d6	Hanki kinagama sege'za veamo'za tusi zamagogogu hu'naze. Hianagi nanterana ha' vahera omanizageno, ana korozana omane'ne. Hagi ha'ma hurante'za maka zantima eri'naza vahera Anumzamo'a e'inahu huno mizana zamigahie.
1712010092	Kusi timofo kantu kazigama zamageko'nama hunte'nea ne'onse zagaramimo'zama hare'za vanoma nehaza mopafima me'nea kumataminkura nasunku huramantoe.
17120201a9	Hagi Isipi vahe'mo'za barozanteti ventea tro hute'za, Naeli timpi zamatrage'za nanekema eri'za vu vahe'mo'za kea eri'za neaze. Hanki neazage'za amanage hu'za huzmante'naze, zaza hu'za zamavufagamo'ma hentofaza hige'za, mopa'zamifina ranra timo'ma tusiza higeno, ana mopafima nemaniza vahe'mo'zama, vahe'ma zamazeri haviza nehazageno maka mopafi vahe'mo'zama tusi koro hunezmantaza vahetega, ame huta viho hu'za huzmante'naze.
17120300df	Hagi maka kokankoka mopafima nemaniza vahe'motane, maka zamotanena tamagesa antetma antahiho, agonafima mago avame'zama efore'ma hanigetma kesnagura tamavua keso'e nehutma, ufema resnagura tamagesa anteta manineta antahiho.
17120400f5	Na'ankure Ra Anumzamo'a amanage huno nasami'ne, Nagra nemanua kuma'nire mani'ne'na akohe'na, feru zagemo akoheno renteaza hu'na zamagegahue. Ana nehu'na ata ko'mo ne'za vasage knazupa hozafi ko runteaza hu'na, akohe'na maninena zmagegahue hu'ne.
1712050103	Na'ankure ana kumamo'a, waini zafamo knare huno marerino amosre ahenteteno, raga rentegeno raga'amo afurenaku hiaza nehie. Hianagi waini ragamo afu orenefi vahe'mo, azanku'nama nekafria kazinteti azankunatamin'a roneseno ranra azankunatamina kitagi atregahie.
17120600d2	Itiopia vahera ha' eme huzmante'za sondia vahe'zamia zamahe hana hanage'za fri'za mopafina me'nenage'za, fri'naza zamavufaga tumpamo'za zagegnafina eme ne'nenage'za, zasi knafina afi zagaramimo'za eme negahaze.
1712070180	Ana knafina Monafi sondia vahe'mofo Anumzantega musezana eri'za esazana, Itiopia vahera zaza hu'za, zamavufagamo'ma hentofaza hige'za, ranra timo'ma tusiza higeno, ana mopafima nemaniza vahe'ma zamazeri haviza nehazageno, maka mopafi vahe'mo'za tusi koro hunezmantaza vaheki'za Hankavenentake Ra Anumzamofo agima erisgama nehaza mono nonte, Saioni agonare muse zazamia eri'za egahaze.
1713010149	Hanki Isipi mopare'ma fore'ma hania zankura Ra Anumzamo'a amanage huno nasami'ne, Ra Anumzamo'a hampomofo agofetu mani'neno ame huno Isipi mopare nevie. Ana nehanigeno Isipi mopafi havi anumzantamimo'a, Agri agiafi zamahirahiku nehu'za nemase'nageno, Isipi vahe'mofona hanavezmia omnena, kore nehanageno zamagu'amo'a hapatigahie.
171302019a	Ra Anumzamo'a huno, Nagra Isipi vahera zamagu'a zamazeri otisuge'za zamagra zamagra ha' ohunte ahunte hugahaze. Nefu'a otino negnana hara hunentesnigeno, tava'oma'arema nemanisimo'a otino tvaoma'are'ma nemanisimofona hara huntegahie. Ana nehanigeno mago ran kumapi vahe'mo'za oti'za mago ran kumapi vahera hahu nezmantesnage'za, mago kini ne'mofo naga'mo'za oti'za mago kini ne'mofo nagara hara huzmantegahaze.
1713030138	Ana hanigeno Isipi vahera hankavezmia omanena, mago'azama hunaku'ma kema retro'ma hu'nesaza zana Nagra eri savri hanuge'za, ana zana osugahaze. Ana hanuge'za antahintahima erinakura, zamazanteti tro hu'nesnaza havi anumzante'ene, zamavune vahete'ene, fri vahe hankro'enema keagama nehaza vahete zamagra vugahaze.
17130400f6	Hagi ana nehu'na Isipi vahera, vahe'ma zamazeri havizama nehia kini ne'mofo azampi zamavare ante'nugeno, vahekura asunku nosia hankave kini nekino, ana ne'mo kegava huzmantegahie. Nagra Monafi sondia vahe'mofo Ra Anumzamo'na ama'na nanekea nehue.
1713050060	Hagi hagerimo'a taneno hagege nehanigeno, Naeli ran timo'a tanesigeno hagege huno ho'mu hugahie.
17130600b1	Hanki ne'onse tintamima tanenigeno, hinimnamo'a tusiza hanigeno, Isipima me'nea tintamimo'za tane'za omanegahaze. Ana nehina timpima nehagaza varozamo'za kasriza himna vugahaze.
171307008b	Hagi Naeli tinkenaregama me'nea varozane, hozama ante'naza zamo'enena hagege hanigeno, zaho'mo emeri hareno vanigeno, mago zana omanegahie.
17130800f0	Hagi Naeli timpinti'ma nozamezama nehaza vahe'mo'za zavi krafa nehanageno, Naeli timpima nozame huku'ma netresaza vahe'mo'za zamasunku hu'za zavitegahaze. Kukoma timpima atresaza vahe'mo'za nozamea aze'orisageno, zamarimpamo'a evuramigahie.
17130900a5	Ana nehina tra'zama eri'za tavaravema tro nehaza vahe'mo'za, zamarimpa kna nehanage'za, osi nofiteti'ma efeke tavaravema tro nehaza vahera, amuha zazamia omanegahie.
17130a0094	Hagi zago eri'zama eneriza vahe'mo'za na'a hugahuneha nehu'za neginagi nehanage'za, efeke kukenama hati'za tro'ma nehaza vahe'mo'za haviza hugahaze.
17130b018b	Hanki Zoani ran kumate'ma nemaniza kva vahera mago knare vahera omani'nazanki, negi nagi vahe mani'naze. Hagi knare antahi'zane vahe'mo'zama Isipi kini ne' Feroma antahi'zama ami'nazana, havi antahizanke ami'naze. Tamagra na'a agafare Ferona amanage huta nesamize? Tagra antahi'zane vahe'mofo mofavre mani'neta, ko'ma antahi'zane kinima fore hu'za mani'naza nagapinti vahe mani'none huta nehaze.
17130c00b4	Hianagi menina antahi'zane vaheka'a iga mani'naze? Zamatrege'za Hankavenentake Ra Anumzamo'ma Isipi mopare'ma nazano tro'ma hunaku'ma retro'ma nehia zana eme eriama hu'za kasamiho.
17130d00c5	Hagi Zoani ran kumate kva vahe'mo'za neginagi nehazage'za, Memfisi rankumate kva vahe'mo'za zamagra'a orevataga arevatga nehazageno, Isipi mopare kva vahe'mo'za Isipi mopa kegava hu so'ea osu'naze.
17130e00ea	Hagi Ra Anumzamo'a neginagi avamu huntegeno, Isipi vahe antahi'zana eri savari hu'ne. Ana hu'neanki'za aka ti neteno neginagi hu'nea vahe'mo agra'a amuti atrenefi, re hapahapa hiaza nehu'za Isipi vahera zamavare'za havi kante vu'naze.
17130f0085	Hagi Isipia zamagi me'nea vahera manisnigeno, zamagi omne vahera manisnigeno hugahianagi, magomo'e huno Isipi mopa eriso'ea osugahie.
1713100103	Hanki e'i ana knafina Isipi vahe'mokizmia a'negna huno hanavezmia omane amne hanige'za, tusi'a knaza erigahaze. Ana nehanageno Monafi sondia vahe'mofo Ra Anumzamo'a azana erisga huno zamazeri haviza hunaku nehanige'za, tusi koro nehu'za zamahirahiku hugahaze.
