2800000007	Maatosa
2d070c004d	Hessa gishshi wogay ba baggara geeshshikko. azazoyka geesh, xiilone loo7okko.
2d070d00df	Gido attin loo7osu hanidaysi taas hayqos gididee? Mulekka gidena. Gido attin nagaray ba nagaratethan eretana mala loo7o gidida hano bagara ta bolla hayqo ehides. Hesikka nagaray azazo baggara kassepe aathi nagara darisides.
2d070e0050	Wogay ayana yo gididaysa nu erosu. Ta qasse nagaras aylle mala bayzetida asikko.
2d070f005b	Tani ta oothizayssa erike. Ta oothana koyzayssa ootha erike shin ta ixxiza miishsh oothays.
2d0710004e	Ta oothana koyontta miish oothiza gidikko wogay loo7o gididaysa ta marikatays.
2d0711003d	Hessa oothizay tana gidontta ta gaathan diza nagaray oothees.
2d07120099	Tanan hesikka nagarancha gidida ta madhetetha gidon ayko loo7o miishshi baynidayssa ta erays. Loo7o oothanasi taas amotethi dees shin polla ootha erikke.
2d07130066	Ta oothizay oothana gaada koyza loo7o ootho giden. Gido attin ta oothana koyontta iitta ootho oothays.
2d0714005f	Tani oothanas koyonttayssa oothiza gidiko hessa oothizay tana gidontta ta gidon diza nagarakko.
2d07150073	Hessa gishshi haysi wogay oothon dizaysi taas gellides. Hessikka tani loo7o oothana koyaysishin tani iitta oothays.
2d07160029	Tani ta gaathara Xoossa wogan ufa7istays.
2d07170089	Gido attin ta asatetha gidon oothiza nagara wogay tana qachi oykidi ta qofa wogara oletiza hara wogay ta asatetha gidon oothishin beyays.
2d0718004c	Ta aymala laafa asee! Hayssa hayqosi imettida asatethafe tana ashanay oonee?
2d071900a4	Nu Goda Yesus Kiristoosa baggara galatay Xoossas gido. Histinkko tani ta baggara ta qofan Xoossa wogasi aylle gidashe tani Ta medhetetha wogan nagara wogas aylleko.
2d0801003f	Hessa gishshi Yesus Kiristoosa ammanizayta bolla piriday deena.
2d08020055	Gaasoykka deyo ayana wogay Yesus Kiristoosa baggara nagarape istta geeshida gishikko.
2d080300b4	Nagarancha ashoppe dendidayssan wogay polanaas danida7ontaysa Xoossi ba naaza nagarancha asa lemusson nagaras yarishistana mala yedidi pollides. Hsitidi nagara iza ashon piridides.
2d08040058	Hessikka nuni ashon gidontta ayanan simeretiza nupe wogay koyza xiillotetha pollanaskko.
2d08050097	Asho shene mala daana koyza asata wozinay ashoy koyza mishan shemipees. Ayana shene mala dizayti qasse ba wizinaa, ayanay koyza miishsh bolla wothetes.
2d0806004f	Ashos xalala qofay hayqo gidishin ayana yoosi qofay gidiko deyone sarotethikko.
2d0807006c	Nagaras haretiza wozinay Xoossara ooshshakko. Gaasoykka izi Xoossa wogasi haretennane haristanas danida7ena.
2d0808003d	Asho shene mala diza asatikka Xoossu ufaysanasi danida7etena.
2d0809008c	Inte qasse Xoossa ayanay intenan diza gidiko ashon gidontta ayanan deista. Kiristoosa ayanay iza bolla deennadey he uray Kiristoosas gidena.
2d080a0083	Kiristoosay inte gidon dikko qasse inte asatethay naagara geedon hayqethi gidikokka inte ayanay qase xiillotetha gaason deyon dees.
2d080b009d	Yesusa hayqope dinthida iza ayanay inte bolla diza gidiko Kiristoosa hayqope denthidaysa inte gidon diza iza ayanay hayqanas diza inte asatethas deyo immana.
2d080c0060	Hessa gishshi ta ishato! hesikka wolliqara hanana shin nu asho shene mala daanas ashosi gidokko.
2d080d006d	Asho shene mala deyzayssa gidiko inte hayqanane asho ootho iittaza inte ayanan wodhi gidiko inte deyon daana.
2d080e003b	Xoossa ayanan kallizadenti heytantti istti Xoossa naytakko.
2d080f007b	Inte ekida ayanay zaaridi intena ayletethan hariiza ayana gidontta “nu Aawa abbo” gi xeygisiza naatetha ayana ekidista.
2d08100054	Nuni Xoossa nayta gididaysa he ayanay ba baggara nu ayanara issife nuusu marikatees.
2d081100b8	Nuni iza nayti gidikko nu iza latizaytako. Nu iza bonchoza latizayta gidana mala adafeka izara iza metoza gishetezayta gidikko nu Xoossu latizadeko; Kirisitossara issife latizayitakko.
2d08120065	Ha7i nu ekiza waayey buro nuusu sinithan giigi uttida bonchozara gathi xellishin aykokka gidena gays.
2d08130044	Medhetethay wurikka Xoossa nayti qonccanaysa lamotethan naagon dees.
2d08140090	Medhetethi wurikka mela hada gidana mala piridettides. Hesikka ba doron gidontta sinithafes haristana mala izi ba shene mala harisida gishaskko.
2d0815007d	Hesikka medhetethi wurikka dhayssa aylletethafe wozitidi Xoossa naytasi gidida gede bonichitida shene mala dizaso gakanaskko.
2d0816004e	Ha7i gakanas medhetethi wurikka mixxa mala waayen shenotishe dizaysa nu erosu.
2d08170084	Iza xalala gidontta koyro ayana ayfe demmida nunikka nu asatethay attana nu iza na gidanaysaka lamotishene wozinara mixxatishe dosu.
2d081800a1	Hayssa ha ufaysan xalala attidosu. Ufaysi qasse ayfen betiza miishsh gidiko burope naagiza miishsh gidena; Ha7i ba ayfen beyza miishshi buropes nagiizadey oonee?
2d0819005e	Gido attin nuni buro nu ayfen beyontta miish ufaysan naagiza gidikko salistay baynida naagosu.
2d081a00a4	Hesathokka qasse nu daburishin ayanay nuna maades. Wossa nu wositi wossanakone nu erontta gishshi ayanay nuni qaalan qonccisanas danida7etontta qaalara nusu wosses.
2d081b0072	Nu wozina paacci eriza ayanay izi ayana qofa eres. Gaasoykka ayanay Xoossa shene mala ammaniza asasi nuusu wosses.
2d081c0075	Xoossi bena dosizaytasine iza shene mala xeeygetidaytasi wurisos oothiza miishshi wursikka lo7os oothizaysa nu erosu.
2d081d0085	Xoossi kasseepe ba erizazayta istti iza naaza milatana mala kasseka doori wothides. hesikka daro ba ishata gidofe izi bayra gidanasa.
2d081e0068	Kasse koyrope ba dooridayta istta xeeygides. Qassekka xeygidata xiilisides. Be xiilisidaytaka bonchides.
2d081f0054	Histinni hessa nu ay ginoo? Xoossi nunara gidikko nunara eqistana danida7izay oonee?
2d08200071	Be yellos michetontta nu gishshi oothi immiday izako. Hesitin wuriso miishsh nuusu izara kiyatetha aazas immenee?
2d08210032	Xoossi dooridayta motiza oonee? Xillisizay Xoossa.
2d08220070	Hisittini piridizay oonee? Hayqidi hayqope denididi Xoossa oshachan uttida Yesus Kiristoosay nu gishshi ganates.
2d08230091	Nuna Kiristoosa siqope shakanay oonee? Metoye, waaye, woykko godetethee, woykko gafa, woykko kallotethee woykko qopontta gakiiza metoyee, mashaa?
2d08240092	Hesikka kasse “Ne gishshi nu shuketiza dorisa mala qoodettidosu. gallasi kumethi ne gish nuni hayqora baxistana” geeteti xaafetidayssa malako?
2d0825004e	Nuna aazika shakena. Haysa wurison nuna siqidaysan xoonizaytapekka nu aadhosu.
2d08260089	Hessa gishshi hayqo gidin deyo gidin kiitanchata gidin woykko ha7i diza miishsh gidin buro yaana miishsha gidin woykko ay wolliqama gidin
2d082700ad	Dhoqqa gidin woykko ziqa gidin woykko ay medheteth gidin Goda Yesus Kiristoosa baggara nuusi diza Xoossa siqope nuna shaakana danda7iza miishshi bayndayssa ta shaaka eradis.
2d0901005d	Ta Yesusa sunthan tumu gays; woridotikke; ta wozinaykka xiillo ayana baggara taas marikatees.
2d0902003c	Taas wozinape kiichontta iitta qofay michay ta wozinan dees.
2d09030055	Ta baggara asa gishshi ta qanigetidane Kiristoosape shakistada wora wodhidako dosays.
2d09040090	Isttikka Isiraa7eele naytako. Istti Xoossa na gidana mala Xoossa bonchoyne caaqo qaalay ne wogayne Xoossa keeththa woga ufaysi isttasi imetides.
2d09050093	Kase Aawatikka istta bagga Kiristoosa asho baggara istta zeretha zariken qoodetes. Izikka wurisofe bolla gidida medhinas galatetida Xoossa; amin7i.
2d0906006f	Gido attin hessa guussi Xoossa qaalay attides guussu gidena. Isiraa7eelepe yelettiday wuri Isiraa7eele gidenna.
2d09070093	Abiramepe yelettidayti izape yelletida gishshi wurikka iza yellista gidetena shin “Ne zerethi Yisaqa bagara xeygistana” geetetida mala hanides.
2d09080080	Hessa guussikka Xoossa na geetetidayti istti ashon yellidayta gidetena shin Abirame nayta geetettizayti burope yellistanaytakko.
2d09090070	“Yiza Layth hani wode ta ha simmana; Sarayka nees attuma na yellana” geetetidi izas ufaysa qaalay imettides.
2d090a004c	Hessa xalalaka gidena. Iribiqa nayti issade nakko. Izikka nu Aawa Yisaqakko.
2d090b0054	Meniteti yelletidi buro iitta woykko kiya oothontta dishin Xoossa qofay miinana mala
2d090c006c	Oothon gidontta xeeygidayssafe gidida gishshi “Bayray kaallozas haaristana” geetetidi Iribiqas yootides.
2d090d0055	Hessikka “Ta Yaqobe dosadis; Eessa ixxadis” geeteti kasse xaafetida mala hanides.
2d090e0050	Histin nu ha7i ay ginoo? Xoossi besontta ogera maadi erizee? Muleka maadi erena.
2d090f0059	Xooss Muses “Ta marana koydade marana; Ta Michistana koyza urasikka michistana” gees.
2d09100063	Hessa gish hesikka assi koyda mala gidontta woykko asa daburan gidontta Xoossa maarida mala hanees.
2d0911008c	Geesha maxaafey Farone “Ta woliqay ne bolla bistana malane ta sunthi biitta wurisoson yootistana mala ta nena hayssasi denithadis” gees.
2d09120055	Hessa gish Xooss marana koyzade maares. Iza wozina muumisana koyzade wozana muumises.
2d0913009f	Intefe isadey “Histin hanoy heyssa mala gidiko nuna hano gakanasi aazas waayisizee? Gaasoykka iza shene digana danida7izay oonee?” gaada oychchontta agaka.
2d09140088	Shin Xoossas mallithe zaara immizay ne oonee? “Oothetida miishshi, zaaridi oothidayssa ne tana aazas hayssatho oothadii?” gi erizee?
2d09150067	Uriqqa medhizadey he uriqafe bagga bonichos bagga qasse coo hiriyso oothosi medhanas iza shene gidenee?
2d09160084	Xoossikka ba hanqqo besanasine ba wolliqa erisanasi koydi iza hanqqo qoniccisizayta dhayanasi giigetidayta dhayssontta agagikkochii!
2d09170065	Koyro bonichos gigisida iza marotetha besizaytas iza bonicho duretethay eretana mala izi oothanaskko.
2d09180062	Xeygidadey Ayhudata baggafe xalala gidontta hanko dereza baggafe gidida nunakka ashontta xeygides.
2d0919007b	Hose7e maxaafan “Ta dere gidontayta tani ta dereta” ga xeygana; “dosetonttayta iistta ta dosetidayta” gada xeygana.
2d091a006a	Qasseka “Inte ta dere dekista geeteti yootteidason henka (Isiti deyo Xoossa nayta) geteti xeygistana.”
2d091b007a	Isayasaykka Isra7eele nayta gish hizigi yootides “Isra7eele nayta qoday abba acce mala darikokka guuthati xalala attana.
2d091c002b	Goday ba pirida biitta bolla elle piridana.
2d091d00b4	Hessikka kase Isiyasay “Woga Goday nusu zerethi ashonitako nu sodoma katama malane gamira katama mala nukka dhayanashin” geetetidi kasse Isayasa dunani yootidaysa mala hanides.
2d091e005a	Histin nu ay giinoo? Amanon bettida xiilloteth demanas hanko dere asay daburontta demides.
2d091f0044	Gido attin xiillotetha wogaa kaalliza Isiraa7eele nayti demibeytena.
2d0920007b	Hessi aazas hessaththo hanidee? Istti ammanon gidonta oothon demana kallida gishshikko. Isttikka dhuphe shuchan dhuphetida.
2d092100b0	Hessikka “Hekko asa dhuphiza shuchu Istta kunidisiza zala xiyone bolla ta wothana, Iazn ammanizadey yelletena” geetetidi kasse geeshsha maxaafan xaafetidayssa mala hanides.
2d0a010059	Ta ishato Isra7eele nayta gishshi ta amaone ta Xoossu wossizay istti dhayonta attanaskko.
2d0a02007c	Istti Xoossa yoosi michetizayta gididaysa ta istta gishshi marikatana danida7ays; Istta michetethi gidiiko eratethan gidena.
2d0a030071	Xooss asi xiillisiza oge erontta aggidi ba xiillotethas oge kaallida attin Xoossa xiillotetha oge kaallibeyttena.
2d0a04003c	Amaniza asa wursi xillisanas Kiristoosay woga wuris polides.
2d0a050075	Musey Woga baggara bettiza xiilotetha gish erisishe “Hayta wogata polli oothizadey ha wogatan daana” gizayssakko.
2d0a060093	Ammanon bettiza xillotethi qase hiziges “Ne wozinara pud sallo oonee baanayii? gopa” hesstho gussi Kiristoosa sallope duge ha wothana gussukko.
2d0a070066	“Woykko (Duge cimman oonee wodhanayii? goppa” hesikka Kiristoosa hayqope buro denithana guussukko.
2d0a08007f	Gido attin qaalay ay gize “Qaalay ne achan dees; ne dunanine ne wozinan dees. Nuni ammano gishshi sabakiiza qaalay hayssakko.
2d0a090073	Neni ne dunara “Yesusay Goda” gaada marikatiko Xoossi iza hayqope denithidayssa ne wozinan ne ammanikko attana.
2d0a0a0048	Neni xiillanay wozinan ammanikoko shin ne atanay ne dunara marikatikoko.
2d0a0b0041	Geesha maxaafay giza mala “Izan ammanizay wurikka yellatena.”
2d0a0c0072	Ayhudata gidonine hiniko dere asa gidon dumatethi dena. Issi Goday wurisosikka Godakko. Iza wossizayta gujj anjes.
2d0a0d004f	“Goda sunithu xeygizayti wurikka atana” geeteti geesha maxaafan xaafetides.
2d0a0e0089	Histin iza ammanonttayti iza wozigi xeyganee? Qasse iza gishshi siyontta dishe wossiti ammananee? Sabakey baynida dishin wossiti siyanee?
2d0a0f008f	Kitetonita wositi sabakanideto? Hesikka “mishiracho qaala ekkii yizayta yuus ay mala loo7o” geeteti geesha maxaafan xaafetida mala hanides.
2d0a10007e	Gido attin siydayti wurikka Mishiracho qaala ekibeyttena; Isayasay “Godo nu yootidaysa ooni ammanidee?” gida mala hanides.
2d0a110074	Hessa gishshi ammanoy bettizay yootiza qaala siyethankko. yootetiza qaalaykka Kiristoosa gishshi yootiza qaalapekko.
2d0a1200a6	Gido attin asay siybeyneshaa? aada ta oychays; tumape asay siydes; Geesha maxaafan xaafettida mala “Ista qaalay biitta wurisonine alame gaxxa gakanasi siyetides.”
2d0a1300af	Ta qasseka oychays; Isra7eele nayti qaalaa eribeyteneshaa? Koyiro Musey isttas “Ta dere gidonttaytan ta istta mindasana; yuushi qopontta deretan ta istta yilochana” gides.
2d0a140066	Isayasaykka xalatethan “Tana koyonttaytas ta bettadis; tana oychonttaytas tana qonicisadis” gides.
2d0a150077	Isiraa7eele gishshi qase “Taas azazetontta derekone taas eeno gontta dereko kumetha gallas ta kushe miccadis” gees.
2d0b010090	Histin Xoossi dereta yegi agidee? Gaada ta oychays; Muleka agibeyna; takka ta baggara Biniyame zarike, Abirame zereth gidida Isiraa7eele asakko.
2d0b0200a5	Xoossi koyrope ba erida dereza yegibeyna. Elasay Isiraa7eele nayta bolla motoy Xoossakko wozigi shishshidakone geesha maxaafay iza gishshi ay gizakone inte eriketii?
2d0b03006d	“Godo! istti ne nabeta wodhida. nees yarishizasoka lallida. Qasse tani tarka atadis. Tanaka wodhana geetes.
2d0b040067	Xoossi isttas hizgi zaarides “Ba7alle geeteiza Eeqas goynonttayta laapun shihi asi taas ashshadis.”
2d0b050063	Hessa malaka ha7i ha wodezanika Xoossa kiyatethan Isiraa7eele asape dooreti attida guuthati deetes.
2d0b060070	Histtin hessi Xoossa kiyatethan gidiko asa oothon gidena. Asa oothon gididaakko Xoossa kiyateth, kiyateh gidena.
2d0b07008d	Histin ay gaanee? Isiraa7eele nayti loo7ethi koydayssa demmibeyttena. Xoossan dooretidayti gidiko demmida. Haniko attidayta wozinay muumides.
2d0b0800b2	Kase “Istta ayfey xeelontta mala, istta hayitheyka siyontta mala Xoossi hanno ha gallasiyo gakanaas isttas doccisiza ayana immides” geeteti geesha maxaafan xaafetida malakko.
2d0b090054	Dawiteykka “Istta maaday istta oykiza narixa gido; Istta dhuphizazine qixate gido.
2d0b0a0044	Istta ayfey xeellofo goozzeto; Istta zokkoy medhinas kuuno” gides.
2d0b0b00bb	Aner qasse ta zaara oychays, Isiraa7eele asay nam77antho kunddethafe dendanee? dendana. harappeka Isiraa7eele nayta qanatisana gishshi istta mooro gaason atotethi hankko deretas gakkides.
2d0b0c009f	Gido attin qasse istta hanko dere asas anjjo gidides. Istta kunidethika qasse hanko deretas anjjo gidiko istti simmi attidakko ay mala gita anjjo gidandeeshin!
2d0b0d0071	Hankko Dere asazo, ta intes yootays, ta hanko dere asas kiittetidade gidida gishshi ta oothoza ta minnada polana.
2d0b0e0065	Hessikka ta bagga asati minidatana mala denithethada isttafe guutha asata ashshanaas ufaysan oothays.
2d0b0f00b3	Xoossi istta aggida hanko dere asay Xoossara giigikko Xoossi Isiraa7eele nayta zaaridi ekkiza wode intes aazi hanazi milattizee? Hessa guusi “hayqqope dendides” guusa malakko.
2d0b1000aa	Koyro bukasoy loo7o gidikko hanko izappe oothetizaas wurikka loo7okko. Hessaththoka issi miththa xaphphoy loo7o gidikko hanmkko iza bolla diza hanigetikka loo7o gideetes.
2d0b1100be	Keththa dan77on diza miththa hangista malati inte meqqi wodhdhin hankko woran diza miththata milatiza hankko dere asati inte olla gididi inte haaronne inte anjjo shaaki ekkizadentta gidikko;
2d0b1200ab	Heyta he meqqi wodhdhida hangista bolla othoretofa. inte istta bolla otoretiko qasse hanno wozinan wothite. He miththaa tookiday nena gidaka. miththay nena tookides attin.
2d0b13005b	Histinko “He hanigeti meqqi wodhdhiday nuni istta olla gelana malakko” gontta agekista.
2d0b140074	Tumu gidista shin istti meqiday ammano paceppe denididayssankko. Inteka ammanon eqidista. Babbite attin otoretofite.
2d0b150047	Xoossi koyrope diza hanigistas michetonttade gidiko inteskka michetena.
2d0b1600e6	Hessa gishshi Xoossa kiyatethine iza menxxe iittatetha ane xeella. Iza menxxe iittethay kunididayta bollakko. Iza kiyatethay qasse inte iza qadhetetha garisan diza wode gakanaas xalalakko. Hessi baynida aggiko intekka qanixistana.
2d0b17006c	Istti ammanontta minni eqidasope simmiko kase beso simmi gelana. Xoossika istta zarisi gelithana danida7ees.
2d0b1800d4	Inte bazo miththafe qanixettida kase inte medhetethafe gidontta loo7o miththan inte gelana danida7iko koyrope ba medhetetha hanigista gididayti heyti kase iza bolla diza miththan simmi geloy isttas waani hanenee?
2d0b1900d9	Ta ishato, inte ciincca asi gididayssa intes milatontta mala hayssa gido xuura yooza inte erontta attana mala ta koyke. Hesikka hiniko dere asape xeygetidayti wuri ammanana gakanaas Isiraa7eele nayta wozinay muumides.
2d0b1a006b	Hessa gishshi Isiraa7eele nayti wurikka attana. “Ashshizadey Xiyonepe yaana; Yaqobepeka iittateth digana.
2d0b1b0087	Tni istta nagara wursa dhayssidape guye ta isttara caaqon geliza qaalay hessako. geetetidi kase geesha maxaafan xaafettida mala handes.
2d0b1c00aa	Intes hanko deretas Mishiracho qaalay gakana mala Isiraa7eele nayti Xoossan ixettida asi gidida. Gidikokka kase dooro mala gidiko ba Aawata baggara istti dosettidaytakko.
2d0b1d0055	Xoossi dooridappene ba kiyateth immmidape guye ba oothida miishan simmidi handattena.
2d0b1e0050	Inteka kase azazetonttaytako. Istti azazetontta ixxin ha7i intena maaridayssatho
2d0b1f0050	Xoossi Intena maarida geedon isttika maaristana mala ha7i azazetonttayta gidida.
2d0b20003f	Xoossi wursika maaranas asi wuriska azazetontta mala goridides.
2d0b21006f	Xoossa cinccatethine iza erateth ay mala ciimma! Iza priday ay malakone paacetena. Izi adhida geedoyka eretena.
2d0b220038	“Goda wozina eriday oonee? Izas zore immiday oonee?”
2d0b230033	Xoossi zaari immana mala izas tal77e immiday oonee?
