2800000005	Mateu
2b0d0c00ce	Omuo Yesu uamanusuile kuvatanesa ku viliato viavo, kaha uambatele kazaku kendi nakuzala, uahilukile nakukatumama ku mesa, kaha uahandekele kuli vakevo nguendi, “Muatantekeya vinjinalingi kuli yeni ndi?”
2b0d0d0065	Mukanjitumbula ngueni, “Mulongisi na Muene, eyo mukahandeka muacili, omuo omu mukemo vene munjafua.
2b0d0e0088	Nga yange vene Muene ueni na Mulongisi ueni, njamitanesa ku viliato vieni, neni naua muapande ku tanesa umo na mukuavo ku viliato vieni.
2b0d0f0048	Omuo yange njamihana cimueso, linga neni mulinge munjinalingi kuli yeni.
2b0d100070	Cilivene muavusunga njimileka nguange, ngamba kapulakana muene uendi, cipue kanganda kasa kupulakana uamutumine.
2b0d110043	Nga muatantekeya evi viuma, kaha mupua vakukuisuliua nga muvilinga.
2b0d1200b7	“Kunjesi nakuhandeka muva voshe, njatantekeya ava njinahangula. Vuno honi linga visoneka vilishulisilile vije vihandeka nguavio, ‘Uje ualile mbolo yange lelo na njitengulukila.’
2b0d130071	Njimileka eci ha ntsimbu ino kanda vilingiue, linga omuo vikalingiua mukatsiliele ngueni, ‘Yange vene ikeye.’
2b0d14008b	Cilivene muavusunga njimileka nguange, uoshe uje atambula uje injituma natambula yange, kaha uoshe anjitambula atambula uje uanjitumine.”
2b0d1500a0	Munima yakuhandeka evi, Yesu uakele na vusiua mu Cimbembesi, kaha uahandekele nguendi, “Cilivene muavusunga njimileka nguange, umo ueni akanjenda vungungu.”
2b0d16004c	Vandongisi vendi valitalele umo na mukuavo, kuvatantekeyele uje yahandekele.
2b0d170059	Umo ua vandongisi vendi uje Yesu yazangele cikuma, uajendamenene cikuma ha ntulo ya Yesu,
2b0d180060	nankuma Simoni Petulu uayevetele kuli ikeye nguendi, “Muihule atuleke uje yali nakuhandeka.”
2b0d190054	Omuo uajendamenene cikuma kuli Yesu, uamuhuile nguendi, “Muene, nkuma iya honi?”
2b0d1a00a8	Yesu uamukumbuluile nguendi, “Uje vene injikahana ei mbazuvuila ya mbolo munima yakuitanta mu lilonga.” Kaha omo naitanta, uaihanene Yundasa, muna Simoni Sakaliote.
2b0d1b009e	Munima yakutambula ije mbazuvuila ya mbolo, Satana uakovelele muli Yundasa. Kaha Yesu uahandekele kuli ikeye nguendi, “Linga vuasi vije viutonda kulinga.”
2b0d1c0048	Naumo uahi kuje ku mesa uatantekeyele vika uahandekelele evi kuli ikeye.
2b0d1d00b2	Vamo vasinganiekele nguavo, omuo Yundasa uapuile muka kuniunga cikuama ca vimbongo, Yesu uamulekele nguendi, “Landa vije vitondeka ha ciuano,” cipue ahaneko vimo kuli tuhutu.
2b0d1e004b	Munima ya kutambula mbazuvuila ya mbolo, hajevene uahumineho. Tele vutsiki.
2b0d1f007b	Omo Yundasa uahumineho, Yesu uahandekele nguendi, “Vuavuno Muna Muntu vamulemesa, kaha muli ikeye naua Njambi vamulemesa.
2b0d200084	Nga Njambi vamulemesa kuhitila muli ikeye, na Njambi naua akamulemesa kuhitila muli ikeye vavenia, nakumulemesa ha ntsimbu ije vene.
2b0d2100c6	Vana vavandende, njili neni katsimbu kakandende lika. Mukanjitonda, ngue muje munjahandekele kuli vantuama va Vayunda mukemo naua njihandeka kuli yeni nguange, ‘Kunjili nakuya, kumukasa kuyako.’
2b0d22007a	Njimihana lishiko lialiha: lizangeni umo na mukuavo. Ngue munjinamizangelamo, neni naua muapande kulizanga umo na mukuavo.
2b0d23006e	Hakulinga eci vantu voshe vakatantekeya nguavo mu vandongisi vange, nga muli na cizango hali umo namukuavo.”
2b0d2400be	Simoni Petulu uahandekele kuli ikeye nguendi, “Muene, kuli ulinakuya?” Yesu uamukumbuluile nguendi, “Oku njili nakuya kumuasa kunjikava ha ntsimbu ino, vuno honi mukanjikava munima.”
2b0d25007c	Petulu uahandekele kuli ikeye nguendi, “Muene, vika kunjasela kukukava ha ntsimbu ino? Njikatula muono uange hali yove.”
2b0d2600a0	Yesu uakumbuluile nguendi, “Nkuma ukasa kutula muono uove hali yange ndi? Muavusunga vene njikuleka nguange, ntsimbu kanda ndemba atambeke ukanjiviana lutatu.
2b0e01005a	“Keti mulinienge mu mitima yeni, tsilieleni muli Njambi kaha tsilieleni muli yange naua.
2b0e02006b	Mu njivo ya Tate muakala milili yaingi, nga ketimo, nga njamileke nguange njiya nakumivuahesela cihela ndi?
2b0e030075	Honi nga njiya nakumivuahesela cihela, njikeja naua nakumiambata yange vavenia, linga kuje kunjakala neni mukakaleko.
2b0e040042	Kaha honi mukatantekeya ngila ya kuje ku cihela kunjili nakuya.”
2b0e05006a	Tomasi uahandekele kuli ikeye nguendi, “Muene, kututantekeya oku ulinakuya, tukatantekeya vati ngila?”
2b0e060081	Yesu uahandekele kuli ikeye nguendi, “Yange ngila, na vusunga, na muono. Naumo uahi eja kuli Tate, kuvanga kuhitila muli yange.
2b0e070078	Nga muatantekeya yange, kaha na Tate muamutantekeya naua, kuhuma hano kutuala kulutue muamutantekeya kaha mua mumono.”
2b0e080052	Filipu uahandekele kuli ikeye nguendi, “Muene, tumuese Isho, kaha tuapuisamo.”
2b0e0900e1	Kaha Yesu uahandekele kuli ikeye nguendi, “Nkuma kunjakele nove ntsimbu yailaha Filipu, vuno honi na ntsimbu ino kanda unjitantekeya ndi? Uoshe namono yange namono na Tate naua, uhandeka vatihoni nguove, ‘Tumuese Tate’?
2b0e0a00dc	Nkuma ku uatsilielele nguove njakala muli Tate, na Tate uakala muli yange ndi? Mezi aua njihandeka kuli yeni,” kunjesi nakuhandeka mu nzili yange vavenia, vuno honi Tate uakala muli yange ikeye akapanga vipangi viendi.
2b0e0b0095	Njitsilieleni ngueni njakala muli Tate kaha na Tate uakala muli yange, vuno honi nga kumunjitsiliela, kaha tsilieleniko lika vipangi njili nakulinga.
2b0e0c00b8	Muavusunga vene njimileka nguange, uoshe atsiliela muli yange na ikeye akalinga vipangi vinjili nakulinga, cilivene akalinga vipangi viakama kupulakana evi, omuo njilinakuya kuli Tate.
2b0e0d005a	Njikalinga coshe mukalomba mu lizina liange, linga Tate vaka mulemese kuhitila muli Muana,
2b0e0e003a	Nga mulomba cili coshe mu lizina liange, njikamilingilaco.
2b0e0f002b	“Nga munjizanga, mukaniunga mashiko ange.
2b0e10004e	Njikalomba Tate, kaha akamihana mukuasi mukuavo, uje akakala neni miaka yoshe.
2b0e1100a7	Ou ikeye Cimbembesi ua vusunga, uje vaka mavu kuvasa kumutambula, omuo kuvekumumona cipue kumutantekeya. Yeni mu mutantekeya, omuo uakala neni, naua akakala muli yeni.
2b0e120032	“Kunjikamiseze ngue vantsiua, njikeja kuli yeni.
2b0e13006e	Muka ntsimbu kakandende vaka mavu kuvakanjimono, vuno honi yeni mukanjimona. Omuo njayoya, neni naua mukayoya.
2b0e14006c	Ha litangua lije mukatantekeya ngueni njakala muli Tate, kaha yeni muakala muli yange, nange naua muli yeni.
2b0e1500c0	“Voshe vaje vali na mashiko ange naku aniunga vakevo vaje vanjizanga, kaha voshe vaje vanjizanga na Tate akavazanga, nange naua njikavazanga kaha njikalisholola yange vavenia kuli vakevo.”
2b0e16009a	Yundasa (keti Sakaliote) uahandekele kuli ikeye nguendi, “Muene, cikapua vati linga ukalisholole yove vavenia kuli yetu, vuno honi keti ku vaka mavu?”
2b0e170092	Yesu uamukumbuluile nguendi, “Uje uoshe uanjizanga akaniunga lizi liange. Kaha na Tate akamuzanga, kaha tukeja kuli ikeye nakutumama hamo nendi.
2b0e180065	Uoshe uje kanjizanga, kaniungu mezi ange, na mezi munevu keti ange, vuno honi a Tate uje uanjitumine.
2b0e19003c	“Njahandeka evi viuma kuli yeni ha ntsimbu ino njili neni.
2b0e1a0093	Vuno honi Mukuasi, Cimbembesi Uakulela, uje Tate akatuma kuhitila mu lizina liange, akamilongesa vioshe, nakumianukisa vioshe njahandeka kuli yeni.
2b0e1b008e	“Ciyulo cikale neni, ciyulo cange njamihana. Kunjicihana kuli yeni ngue muje mavu akahanenamo. Mitima yeni keti ilinienge, naua keti muteue.
2b0e1c00bd	Muevuile omo njahandekele kuli yeni nguange, ‘Njili nakuya, kaha njikeja naua kuli yeni.’ Nga muanjizangele, ngue muavuahelela ngueni njiya kuli Tate, omuo Tate uakama kupulakana yange.
2b0e1d004f	Njimileka viuma evi ntsimbu kanda vilingiue, linga omuo vikalingiua mutsiliele.
2b0e1e0062	Kunjikahandeka cikuma neni, omuo muka kuyula ua hano ha mavu alinakuija. Kesi na nzili hali yange,
2b0e1f008c	vuno honi njilinga ngue omuo muananjishikilamo Tate linga mavu akatantekeye nguauo njazanga Tate. “Katukeni, tuyeni tuhume kuno ku cihela.
2b0f010042	“Yange mukolovozi ua vushuka vua vusunga, kaha Tate ikeye ndimi.
2b0f020081	Ikeye akatete mintango muli yange ije kuyimi vushuka. Kaha muntango uoshe uje uima vushuka aunonga linga uime vushuka vua vuingi.
2b0f030032	Vamilelesa laja na lizi lije njahandeka kuli yeni.
2b0f0400b5	Kaleni muli yange ngue omuo yange njakala muli yeni. Ngue omuo muntango kuuasa kuima vushuka hali kaliauo vuno honi kuvanga ukala ha mukolovozi, neni naua kuvanga mukale muli yange.
2b0f0500b9	“Yange mukolovozi, kaha yeni munapu mintango kaha vaje vakakala muli yange nange njikakala muli vakevo. Kaha vakema vushuka vua vuingi, omuo kuakuhona yange nacimo cahi muasa kulinga.
2b0f060090	Uje uoshe kakala muli yange vakamumbila ngue muntango kaha akoma, kaha mintango ya cifua eci vaka yihaka hamo nakuyumbila mu tuhia nakuitsimika.
2b0f070064	Nga mukala muli yange, na mezi ange akakala muli yeni, lombeni vioshe vimutonda, kaha vakamihanavio.
2b0f080063	Mucifua eci, Tate vaka mulemesa cikuma omo nga mukema vushuka vua vuingi na kupua vandongisi vange.
2b0f09004b	Ngue muje muanjizanga Tate, nange vene njamizanga, kaleni mu cizango cange.
2b0f0a007c	Nga muniunga mashiko ange, mukakala mu cizango cange ngue muje yange munjaniungila mashiko a Tate nakukala mu cizango cendi.
2b0f0b006e	“Njahandeka viuma evi kuli yeni linga kuvuahelela cange cikale muli yeni, kaha kuvuahelela ceni cikapuisemo.
2b0f0c004a	Eli likelio lishiko liange, lizangeni umo na mukuavo ngue munja mizangela.
2b0f0d0045	Naumo uahi alina cizango cakama ngue eci, cakutsila va vusamba vendi.
2b0f0e0031	Muva vusamba vange nga mulinga vije vinjimishika.
2b0f0f00b5	Kunji kamisana vandungo naua, omuo vandungo kuvekuntatekeya vije via kalingi Muene uavo, vuno honi njamisana vavusamba vange, omuo njamitantekeyesa vioshe vije vinjevuile kuli Tate.
2b0f1000aa	Kumuanjihanguile vuno honi njamihanguile. Kaha njamihanguile nguange mukeme vushuka, vushuka vuje kuvukahu, linga Tate akamihane vioshe vije vimukalomba mu lizina liange.
2b0f11003e	Njili nakumihana aua mashiko linga mukalizange umo na mukuavo.
2b0f12005a	“Nga vaka mavu vaka mizinda, mutantekeye ngueni vazindile yange tele kanda vazinde yeni.
2b0f1300b4	Nga muakundamene ku vaka mavu, ngue vaka mavu vaka mizanga ngue muvavo. Omuo kumuakundamene kuva ka mavu, vuno honi njamihangula kuhuma kuli vaka mavu, nankuma vaka mavu vamizinda.
2b0f1400d2	Anukeni lizi lije linjahandekele kuli yeni nguange, ‘Vandungo kuvasa kupulakana vimiene vavo.’ Nga vanjipakesele, kaha neni naua vakamipakesa, nga vaniungile lizi liange, kaha neni naua vakaniunga mezi eni.
2b0f150060	Vuno honi vakalinga vioshe evi kuli yeni omuo lizina liange, omuo kuvatantekeya uje uanjitumine.
2b0f160077	Nga kunjezile nakuhandeka kuli vakevo ngue kuvakele na vupi, vuno honi kuvesi nacimo cije casa kuvohiela ku vupi vuavo.
2b0f170024	Uoshe uanjizinda, uazinda Tate naua.
2b0f18008c	Nga kunjalingile vipangi vije naumo uahi uavilinga hhakati kavo, nga kuvesi na vupi, vuno honi vanavimono, kaha vananjizindi nakuzinda Tate.
2b0f190067	Capuile kushulisisa lizi lije livasoneka mu lishoko liavo nguavo, ‘Vanjizindile kuakuhona mulonga.’
2b0f1a00a1	“Vuno honi omo Mukuasi akeja, uje injikatuma kuli yeni kuhuminina kuli Tate, cipue Cimbembesi ua vusunga uje akahuminina kuli Tate, akahandeka vukaleho vuange.
2b0f1b0040	Neni naua mukahana vukaleho omuo munakala nange hume hambangelo.
2b1001004f	“Njahandeka evi kuli yeni, linga keti mukahilukile munima ku kutsiliela ceni.
2b100200a5	Vakamisheka mu vinjivo via malombelo. Cilivene ntsimbu ikaheta omo vaje vakamitsiha vakasinganieka nguavo mukulinga evi vali nakuhana mulambu uakulemesa kuli Njambi.
2b10030037	Kaha vakalinga evi omuo kuvantatekeya Tate cipue yange.
2b1004009c	Vuno honi njinamileke evi omo ntsimbu yavio ikeja linga mukanuke ngueni njamilekelevio. “Kunjahandekele viuma evi kuli yeni hambangelo, omuo njakele neni.
2b1005007a	Vuno honi hano njili nakuya kuli uje uanjitumine, vuno honi na umo uahi hali yeni anjihula nguendi, ‘Ulina kuya kuli?’
2b10060041	Omuo njinahandeka evi kuli yeni, vusiua vunashulu mu mitima yeni.
2b10070091	Cipue ngocovene njimileka vusunga, cacili kuli yeni nga njiya, nga kunjiyi, mukuasi kakeja kuli yeni, vuno honi nga njiya, njikamutuma kuli yeni.
2b10080043	Kaha omo akeja, akamuesa vaka mavu ha vupi na vusunga na cisompelo,
2b10090022	ha vupi, omuo kuvanjitsilielelele,
2b100a003f	ha vusunga, omuo njilinakuya kuli Tate kaha kumukanjimono naua,
2b100b0035	ha cisompelo, omuo muka kuyula mavu vanamusompo laja.
2b100c0049	“Njicili navia vingi via kuhandeka neni, vuno honi vimilemuuila cikuma.
2b100d00b1	Omo Cimbembesi ua vusunga akeja, akamituamenena ku vusunga vuoshe, omuo kakahandeka mu nzili yendi, vuno honi akahandeka vije via kevua, nakuhandeka kuli yeni viuma vije vikeja.
2b100e0031	Akanjijundula omuo akambata viange nakumilekavio.
2b100f0075	Vioshe vije viali navio Tate vinapu viange. Mucifua eci vene njahandekele nguange akambata vije viange nakumilekavio.
2b10100067	“Muka ntsimbu kakandende lika, kumukanjimono, kaha naua muka ntsimbu kakandende lika, mukanjimona.”
2b10110112	Kaha vamo va vandongisi vendi valihandekesele umo na mukuavo nguavo, “Vika alinakulumbununa mukuhandeka kuli yetu nguendi, ‘Muka ntsimbu kakandende lika, kumukanjimono, kaha naua nguendi muka ntsimbu kakandende lika, mukanjimona’, omuo ‘Njili nakuya kuli Tate’?”
2b10120091	Vahandekele nguavo, “Vika alinakulumbununa omo alinakuhandeka nguendi, ‘Muka ntsimbu kakandende lika’? Kututantekeya evi alinakuhandeka.”
2b10130108	Yesu mukutantekeya nguendi vatondele kumuihula, kaha uahandekele kuli vakevo nguendi, “Muli nakulihandekesa yeni vavenia vika njalumbununa omo njahandeka nguange, ‘Muka ntsimbu kakandende lika kumukanjimono, naua muka ntsimbu kakandende lika mukanjimona’?”
2b101400a5	Mua vusunga vene njimileka nguange, mukalila na kusikoka cikuma vuno honi vaka mavu vaka vuahelela, muka pihilila, vuno honi kupihilila ceni cikahimpuka kuvuahelela.
2b101500c7	Nga mpuevo ali ku cihela ca kusemena, akevu kuvavala, omuo ntsimbu yendi yahete. Vuno honi nga muana nasemuka, kekuvuluka naua kuje kuvavala ca nevuile omuo cakuvuahelela cije cakuneha muntu ha mavu.
2b10160075	Muvua kuvavala hano, vuno honi njikamimona naua, kaha mitima yeni ikavuahelela, naumo uahi akambata kuvuahelela ceni.
2b10170090	Ha litangua lije nacimo cahi cimukalomba kuli yange. Mua vusunga njimileka nguange, nga mukalomba cuma kuli Tate mu lizina liange, aka mihanaco.
2b10180089	Hume haje na kuheta lelo kumualombele nacimo cahi mu lizina liange. Vuno honi lombeni kaha mukatambula, linga kuvuahelela ceni cikapuemo.
2b10190088	Njahandeka viuma evi kuli yeni mu visimo. Ntsimbu ikeja omo kunjikahandeka neni mu visimo, vuno honi njikamilekesa via Tate via vusunga.
2b101a0069	Ha litangua lije mukalomba mu lizina liange. Kunjahandekele kuli yeni nguange njikamilombelela kuli Tate,
2b101b0064	omo Tate ikeye vavenia ua mizanga, omuo muazanga yange kaha muantsiliela ngueni njahuma kuli Njambi.
2b101c0067	Njahumininine kuli Tate kaha njezile ha mavu naua, njili nakuseza mavu kaha njili nakuhiluka kuli Tate.
2b101d007d	Vandongisi vendi vahandekele nguavo, “Haaa! Ulinakuhandeka muacili kaha honi tulinakuivuisisa, kuuesi nakulikuasesa visimo!
2b101e0097	Kaha hano tuatantekeya nguetu utantekeya viuma vioshe, kaha naumo uahi asa kukuihula vihula naua, ha viuma evi tuatsiliela nguetu uhuma kuli Njambi.”
2b101f0030	Yesu uavehuile nguendi, “Muatsiliela honi ndi?
2b102000a4	Ntsimbu ikeja, kaha ineja laja, omo mukalishandozoka muntu na muntu ku njivo yendi, kaha mukanjiseza lika liange. Vuno honi kunjesi lika liange omuo Tate ali nange.
2b1021008b	Njahandeka evi kuli yeni, ngeci kuhitila muli yange linga mukale na ciyulo. Ha mavu mukamona mapakeso. Vuno honi simpeni, njahiana mavu!”
2b1101008e	Yesu omo uamanesele kuhandeka mezi aua, uatalele kuilu nakuhandeka nguendi, “Tate ntsimbu inahete jundula Munove linga na Munove akujundule.
2b11020062	Omuo uamuhanene nzili ya kuyula vantu voshe, na kuhana muono uayaye kuli vaje voshe vaua muhanene.
2b11030072	Kaha ou ukeuo muono uayaye, linga vakutantekeye ngeci uapua Njambi ua vusunga lika, na Yesu Kilistu uje iuatumine.
2b11040048	Njakujundula hano ha mavu mukumanesa vipangi vije viuanjihanene kupanga.
2b11050066	Kaha honi Tate njijundule ha mesho ove, na vumpau vuje njakele navuo hamo nove tele kanda utange mavu.
2b1106009d	“Njinalingisa lizina liove linga valitantekeye kuli vantu vaje uanjihanene hano ha mavu. Vapuile vove, vuno honi uanjihanenevo, kaha vanononoka lizi liove.
2b11070047	Kaha vanatantekeya vioshe vije viuanjihanene vije via humine kuli yove.
2b110800a6	Kaha aje mezi auanjihanene njinahana kuli vakevo, kaha vana atambula nakutantekeya muavusunga nguavo njihuminina kuli yove, kaha vanatsiliela nguavo yove uanjitumine.
2b11090076	“Njili nakuvalombelela. Kunjesi nakulombelela vaka mavu, vuno honi njilinakulombelela vaje vauanjihanene, omuo yove.
2b110a005e	Voshe vange vanapu vove, naua vove vanapu vange, kaha vumpau vuange vukalisholola muli vakevo.
2b110b00ca	Hano honi kunjesi ha mavu, vuno honi vakevo vali ha mavu, yange njilinakuhiluka kuli yove naua. Tate Uakulela! Vaniunge mu lizina lije liuna njihana, linga vakapue umolika, ngue omo yetu tuapua umolika.
2b110c00be	Omo njakele navo njavaniungile mu lizina liove lije liuanjihanene. Njavaniungile, kaha naumo uahi uavo uazimbalele kuvanga uje ivatantekeyele nguavo akazimbala, linga visoneka vilishulisise.
2b110d0082	Kaha honi njilinakuija kuli yove, njili nakuhandeka mezi aua ku vaka mavu linga vakakale nanzolela yange ije ikashula muli vakevo.
2b110e0080	Njavahana mezi ove, vuno honi vaka mavu vana azindi omuo kuuakundamene kuli vaka mavu, ngue yange kunjakundamene kuli vaka mavu.
2b110f005f	Kunjesi nakulomba linga uvahumise hano ha mavu, vuno honi njikulomba linga uvaniunge ku citozi.
2b11100045	Kuvakundamene kuli vaka mavu, ngue yange kunjakundamene ku vaka mavu.
2b11110037	Valelese mu vusunga omuo lizi liove liapua lia vusunga.
2b1112003c	Ngue muje uanjitumine ha mavu, nange naua njavatumu ha mavu.
2b1113004e	Omo yavakevo njalilelesa yange vavenia, linga navakevo valilelese mua vusunga.
2b11140063	“Kunjilombo omuo yavo lika, vuno honi kuli voshe vaje vatsiliela muli yange kuhitila mu mezi avo,
2b111500b6	linga voshe vapue vamo lika. Ngue omo yove, Tate, uakala muli yange nange naua njakala muli yove, kaha na vakevo vakale muli yetu, linga vaka mavu vatsiliele nguavo yove uanjitumine.
2b1116005a	Vumpau vuje vuuanjihanene njavahanako navo, linga vapue vamolika, omo yetu tuapua umolika,
2b111700b1	yange muli vakevo kaha yove muli yange, kaha navo vapue vantu vamolika mu vusunga, linga vaka mavu vatantekeye nguavo yove uanjitumine kaha uavazanga ngue omo muuazangela yange.
2b111800ad	“Tate, njitonda nguange vaje vauanjihanene vakakale hamo nange kuje ku njikakala, linga vakamone vumpau vuange vuje vuuanjihanene omuo uanjizangele tele kanda utange mavu.
2b11190078	Tate uavusunga, vaka mavu kuvakutantekeya, vuno honi yange njikutantekeya, kaha ava vatantekeya nguavo yove uanjitumine.
2b111a0097	Njatantekeyesiua lizina liove kuli vakevo, kaha njikalitsimanesa, linga cizango cije ciuanjizanga naco cikakale muli vakevo, kaha nange muli vakevo.”
2b120100a7	Hanima ya Yesu kuhandeka mezi aua, uaile na vandongisi vendi musinia lia cana ca Kindeloni. Ku cihela kuje kuakele citungu cije ikeye na vandongisi vendi vakovelelemo.
2b1202009a	Kaha Yundasa uje uamuendele vungungu, nendi uatantekeyele ku cihela kuje, omuo vintsimbu via vingi Yesu uakele na kuliuanenako cikuma na vandongisi vendi.
2b120300cf	Kaha Yundasa uaile ku citungu cije, uaile hamo namasualale va Loma na vamo vaka kuniunga Njivo ya Njambi vaje vavatumine kuli tusasendote hamo na Vafaliseo, vezile na mitetengo ya tuhia, na vindeya na vitua.
2b1204007a	Kaha omo Yesu ha kutantekeya vije vikalingiua kuli ikeye, uezile kuli vakevo nakuvehula nguendi, “Iya muli nakutonda?”
2b12050097	Vamukumbuluile nguavo, “Yesu uaku Nazaleta.” Yesu uavakumbuluile nguendi, “Yange vene ikeye.” Yundasa uje uamuendele vungungu uakele hamo navo.
