280000000c	ମଥିଃ
2c12040115	ପୌଲଃ ପ୍ରତିୱିଶ୍ରାମୱାରଂ ଭଜନଭୱନଂ ଗତ୍ୱା ୱିଚାରଂ କୃତ୍ୱା ଯିହୂଦୀଯାନ୍ ଅନ୍ୟଦେଶୀଯାଂଶ୍ଚ ପ୍ରୱୃତ୍ତିଂ ଗ୍ରାହିତୱାନ୍|
2c12050169	ସୀଲତୀମଥିଯଯୋ ର୍ମାକିଦନିଯାଦେଶାତ୍ ସମେତଯୋଃ ସତୋଃ ପୌଲ ଉତ୍ତପ୍ତମନା ଭୂତ୍ୱା ଯୀଶୁରୀଶ୍ୱରେଣାଭିଷିକ୍ତୋ ଭୱତୀତି ପ୍ରମାଣଂ ଯିହୂଦୀଯାନାଂ ସମୀପେ ପ୍ରାଦାତ୍|
2c12060218	କିନ୍ତୁ ତେ ଽତୀୱ ୱିରୋଧଂ ୱିଧାଯ ପାଷଣ୍ଡୀଯକଥାଂ କଥିତୱନ୍ତସ୍ତତଃ ପୌଲୋ ୱସ୍ତ୍ରଂ ଧୁନ୍ୱନ୍ ଏତାଂ କଥାଂ କଥିତୱାନ୍, ଯୁଷ୍ମାକଂ ଶୋଣିତପାତାପରାଧୋ ଯୁଷ୍ମାନ୍ ପ୍ରତ୍ୟେୱ ଭୱତୁ, ତେନାହଂ ନିରପରାଧୋ ଽଦ୍ୟାରଭ୍ୟ ଭିନ୍ନଦେଶୀଯାନାଂ ସମୀପଂ ଯାମି|
2c12070102	ସ ତସ୍ମାତ୍ ପ୍ରସ୍ଥାଯ ଭଜନଭୱନସମୀପସ୍ଥସ୍ୟ ଯୁସ୍ତନାମ୍ନ ଈଶ୍ୱରଭକ୍ତସ୍ୟ ଭିନ୍ନଦେଶୀଯସ୍ୟ ନିୱେଶନଂ ପ୍ରାୱିଶତ୍|
2c12080140	ତତଃ କ୍ରୀଷ୍ପନାମା ଭଜନଭୱନାଧିପତିଃ ସପରିୱାରଃ ପ୍ରଭୌ ୱ୍ୟଶ୍ୱସୀତ୍, କରିନ୍ଥନଗରୀଯା ବହୱୋ ଲୋକାଶ୍ଚ ସମାକର୍ଣ୍ୟ ୱିଶ୍ୱସ୍ୟ ମଜ୍ଜିତା ଅଭୱନ୍|
2c120900d1	କ୍ଷଣଦାଯାଂ ପ୍ରଭୁଃ ପୌଲଂ ଦର୍ଶନଂ ଦତ୍ୱା ଭାଷିତୱାନ୍, ମା ଭୈଷୀଃ, ମା ନିରସୀଃ କଥାଂ ପ୍ରଚାରଯ|
2c120a0108	ଅହଂ ତ୍ୱଯା ସାର୍ଦ୍ଧମ୍ ଆସ ହିଂସାର୍ଥଂ କୋପି ତ୍ୱାଂ ସ୍ପ୍ରଷ୍ଟୁଂ ନ ଶକ୍ଷ୍ୟତି ନଗରେଽସ୍ମିନ୍ ମଦୀଯା ଲୋକା ବହୱ ଆସତେ|
2c120b00eb	ତସ୍ମାତ୍ ପୌଲସ୍ତନ୍ନଗରେ ପ୍ରାଯେଣ ସାର୍ଦ୍ଧୱତ୍ସରପର୍ୟ୍ୟନ୍ତଂ ସଂସ୍ଥାଯେଶ୍ୱରସ୍ୟ କଥାମ୍ ଉପାଦିଶତ୍|
2c120c013c	ଗାଲ୍ଲିଯନାମା କଶ୍ଚିଦ୍ ଆଖାଯାଦେଶସ୍ୟ ପ୍ରାଡ୍ୱିୱାକଃ ସମଭୱତ୍, ତତୋ ଯିହୂଦୀଯା ଏକୱାକ୍ୟାଃ ସନ୍ତଃ ପୌଲମ୍ ଆକ୍ରମ୍ୟ ୱିଚାରସ୍ଥାନଂ ନୀତ୍ୱା
2c120d0100	ମାନୁଷ ଏଷ ୱ୍ୟୱସ୍ଥାଯ ୱିରୁଦ୍ଧମ୍ ଈଶ୍ୱରଭଜନଂ କର୍ତ୍ତୁଂ ଲୋକାନ୍ କୁପ୍ରୱୃତ୍ତିଂ ଗ୍ରାହଯତୀତି ନିୱେଦିତୱନ୍ତଃ|
2c120e01cd	ତତଃ ପୌଲେ ପ୍ରତ୍ୟୁତ୍ତରଂ ଦାତୁମ୍ ଉଦ୍ୟତେ ସତି ଗାଲ୍ଲିଯା ଯିହୂଦୀଯାନ୍ ୱ୍ୟାହରତ୍, ଯଦି କସ୍ୟଚିଦ୍ ଅନ୍ୟାଯସ୍ୟ ୱାତିଶଯଦୁଷ୍ଟତାଚରଣସ୍ୟ ୱିଚାରୋଽଭୱିଷ୍ୟତ୍ ତର୍ହି ଯୁଷ୍ମାକଂ କଥା ମଯା ସହନୀଯାଭୱିଷ୍ୟତ୍|
2c120f0150	କିନ୍ତୁ ଯଦି କେୱଲଂ କଥାଯା ୱା ନାମ୍ନୋ ୱା ଯୁଷ୍ମାକଂ ୱ୍ୟୱସ୍ଥାଯା ୱିୱାଦୋ ଭୱତି ତର୍ହି ତସ୍ୟ ୱିଚାରମହଂ ନ କରିଷ୍ୟାମି, ଯୂଯଂ ତସ୍ୟ ମୀମାଂସାଂ କୁରୁତ|
2c12100065	ତତଃ ସ ତାନ୍ ୱିଚାରସ୍ଥାନାଦ୍ ଦୂରୀକୃତୱାନ୍|
2c12110190	ତଦା ଭିନ୍ନଦେଶୀଯାଃ ସୋସ୍ଥିନିନାମାନଂ ଭଜନଭୱନସ୍ୟ ପ୍ରଧାନାଧିପତିଂ ଧୃତ୍ୱା ୱିଚାରସ୍ଥାନସ୍ୟ ସମ୍ମୁଖେ ପ୍ରାହରନ୍ ତଥାପି ଗାଲ୍ଲିଯା ତେଷୁ ସର୍ୱ୍ୱକର୍ମ୍ମସୁ ନ ମନୋ ନ୍ୟଦଧାତ୍|
2c121201e2	ପୌଲସ୍ତତ୍ର ପୁନର୍ବହୁଦିନାନି ନ୍ୟୱସତ୍, ତତୋ ଭ୍ରାତୃଗଣାଦ୍ ୱିସର୍ଜନଂ ପ୍ରାପ୍ୟ କିଞ୍ଚନୱ୍ରତନିମିତ୍ତଂ କିଂକ୍ରିଯାନଗରେ ଶିରୋ ମୁଣ୍ଡଯିତ୍ୱା ପ୍ରିସ୍କିଲ୍ଲାକ୍କିଲାଭ୍ୟାଂ ସହିତୋ ଜଲପଥେନ ସୁରିଯାଦେଶଂ ଗତୱାନ୍|
2c121300e4	ତତ ଇଫିଷନଗର ଉପସ୍ଥାଯ ତତ୍ର ତୌ ୱିସୃଜ୍ୟ ସ୍ୱଯଂ ଭଜନଭ୍ୱନଂ ପ୍ରୱିଶ୍ୟ ଯିହୂଦୀଯୈଃ ସହ ୱିଚାରିତୱାନ୍|
2c121400ee	ତେ ସ୍ୱୈଃ ସାର୍ଦ୍ଧଂ ପୁନଃ କତିପଯଦିନାନି ସ୍ଥାତୁଂ ତଂ ୱ୍ୟନଯନ୍, ସ ତଦନୁରରୀକୃତ୍ୟ କଥାମେତାଂ କଥିତୱାନ୍,
2c121501c5	ଯିରୂଶାଲମି ଆଗାମ୍ୟୁତ୍ସୱପାଲନାର୍ଥଂ ମଯା ଗମନୀଯଂ; ପଶ୍ଚାଦ୍ ଈଶ୍ୱରେଚ୍ଛାଯାଂ ଜାତାଯାଂ ଯୁଷ୍ମାକଂ ସମୀପଂ ପ୍ରତ୍ୟାଗମିଷ୍ୟାମି| ତତଃ ପରଂ ସ ତୈ ର୍ୱିସୃଷ୍ଟଃ ସନ୍ ଜଲପଥେନ ଇଫିଷନଗରାତ୍ ପ୍ରସ୍ଥିତୱାନ୍|
2c121600f8	ତତଃ କୈସରିଯାମ୍ ଉପସ୍ଥିତଃ ସନ୍ ନଗରଂ ଗତ୍ୱା ସମାଜଂ ନମସ୍କୃତ୍ୟ ତସ୍ମାଦ୍ ଆନ୍ତିଯଖିଯାନଗରଂ ପ୍ରସ୍ଥିତୱାନ୍|
2c12170179	ତତ୍ର କିଯତ୍କାଲଂ ଯାପଯିତ୍ୱା ତସ୍ମାତ୍ ପ୍ରସ୍ଥାଯ ସର୍ୱ୍ୱେଷାଂ ଶିଷ୍ୟାଣାଂ ମନାଂସି ସୁସ୍ଥିରାଣି କୃତ୍ୱା କ୍ରମଶୋ ଗଲାତିଯାଫ୍ରୁଗିଯାଦେଶଯୋ ର୍ଭ୍ରମିତ୍ୱା ଗତୱାନ୍|
2c12180111	ତସ୍ମିନ୍ନେୱ ସମଯେ ସିକନ୍ଦରିଯାନଗରେ ଜାତ ଆପଲ୍ଲୋନାମା ଶାସ୍ତ୍ରୱିତ୍ ସୁୱକ୍ତା ଯିହୂଦୀଯ ଏକୋ ଜନ ଇଫିଷନଗରମ୍ ଆଗତୱାନ୍|
2c1219011e	ସ ଶିକ୍ଷିତପ୍ରଭୁମାର୍ଗୋ ମନସୋଦ୍ୟୋଗୀ ଚ ସନ୍ ଯୋହନୋ ମଜ୍ଜନମାତ୍ରଂ ଜ୍ଞାତ୍ୱା ଯଥାର୍ଥତଯା ପ୍ରଭୋଃ କଥାଂ କଥଯନ୍ ସମୁପାଦିଶତ୍|
2c121a0198	ଏଷ ଜନୋ ନିର୍ଭଯତ୍ୱେନ ଭଜନଭୱନେ କଥଯିତୁମ୍ ଆରବ୍ଧୱାନ୍, ତତଃ ପ୍ରିସ୍କିଲ୍ଲାକ୍କିଲୌ ତସ୍ୟୋପଦେଶକଥାଂ ନିଶମ୍ୟ ତଂ ସ୍ୱଯୋଃ ସମୀପମ୍ ଆନୀଯ ଶୁଦ୍ଧରୂପେଣେଶ୍ୱରସ୍ୟ କଥାମ୍ ଅବୋଧଯତାମ୍|
2c121b0206	ପଶ୍ଚାତ୍ ସ ଆଖାଯାଦେଶଂ ଗନ୍ତୁଂ ମତିଂ କୃତୱାନ୍, ତଦା ତତ୍ରତ୍ୟଃ ଶିଷ୍ୟଗଣୋ ଯଥା ତଂ ଗୃହ୍ଲାତି ତଦର୍ଥଂ ଭ୍ରାତୃଗଣେନ ସମାଶ୍ୱସ୍ୟ ପତ୍ରେ ଲିଖିତେ ସତି, ଆପଲ୍ଲାସ୍ତତ୍ରୋପସ୍ଥିତଃ ସନ୍ ଅନୁଗ୍ରହେଣ ପ୍ରତ୍ୟଯିନାଂ ବହୂପକାରାନ୍ ଅକରୋତ୍,
2c121c0136	ଫଲତୋ ଯୀଶୁରଭିଷିକ୍ତସ୍ତ୍ରାତେତି ଶାସ୍ତ୍ରପ୍ରମାଣଂ ଦତ୍ୱା ପ୍ରକାଶରୂପେଣ ପ୍ରତିପନ୍ନଂ କୃତ୍ୱା ଯିହୂଦୀଯାନ୍ ନିରୁତ୍ତରାନ୍ କୃତୱାନ୍|
2c1301015e	କରିନ୍ଥନଗର ଆପଲ୍ଲସଃ ସ୍ଥିତିକାଲେ ପୌଲ ଉତ୍ତରପ୍ରଦେଶୈରାଗଚ୍ଛନ୍ ଇଫିଷନଗରମ୍ ଉପସ୍ଥିତୱାନ୍| ତତ୍ର କତିପଯଶିଷ୍ୟାନ୍ ସାକ୍ଷତ୍ ପ୍ରାପ୍ୟ ତାନ୍ ଅପୃଚ୍ଛତ୍,
2c13020120	ଯୂଯଂ ୱିଶ୍ୱସ୍ୟ ପୱିତ୍ରମାତ୍ମାନଂ ପ୍ରାପ୍ତା ନ ୱା? ତତସ୍ତେ ପ୍ରତ୍ୟୱଦନ୍ ପୱିତ୍ର ଆତ୍ମା ଦୀଯତେ ଇତ୍ୟସ୍ମାଭିଃ ଶ୍ରୁତମପି ନହି|
2c130300aa	ତଦା ସାଽୱଦତ୍ ତର୍ହି ଯୂଯଂ କେନ ମଜ୍ଜିତା ଅଭୱତ? ତେଽକଥଯନ୍ ଯୋହନୋ ମଜ୍ଜନେନ|
2c1304018e	ତଦା ପୌଲ ଉକ୍ତୱାନ୍ ଇତଃ ପରଂ ଯ ଉପସ୍ଥାସ୍ୟତି ତସ୍ମିନ୍ ଅର୍ଥତ ଯୀଶୁଖ୍ରୀଷ୍ଟେ ୱିଶ୍ୱସିତୱ୍ୟମିତ୍ୟୁକ୍ତ୍ୱା ଯୋହନ୍ ମନଃପରିୱର୍ତ୍ତନସୂଚକେନ ମଜ୍ଜନେନ ଜଲେ ଲୋକାନ୍ ଅମଜ୍ଜଯତ୍|
2c130500bd	ତାଦୃଶୀଂ କଥାଂ ଶ୍ରୁତ୍ୱା ତେ ପ୍ରଭୋ ର୍ୟୀଶୁଖ୍ରୀଷ୍ଟସ୍ୟ ନାମ୍ନା ମଜ୍ଜିତା ଅଭୱନ୍|
2c1306014a	ତତଃ ପୌଲେନ ତେଷାଂ ଗାତ୍ରେଷୁ କରେଽର୍ପିତେ ତେଷାମୁପରି ପୱିତ୍ର ଆତ୍ମାୱରୂଢୱାନ୍, ତସ୍ମାତ୍ ତେ ନାନାଦେଶୀଯା ଭାଷା ଭୱିଷ୍ୟତ୍କଥାଶ୍ଚ କଥିତୱନ୍ତଃ|
2c13070046	ତେ ପ୍ରାଯେଣ ଦ୍ୱାଦଶଜନା ଆସନ୍|
2c1308011b	ପୌଲୋ ଭଜନଭୱନଂ ଗତ୍ୱା ପ୍ରାଯେଣ ମାସତ୍ରଯମ୍ ଈଶ୍ୱରସ୍ୟ ରାଜ୍ୟସ୍ୟ ୱିଚାରଂ କୃତ୍ୱା ଲୋକାନ୍ ପ୍ରୱର୍ତ୍ୟ ସାହସେନ କଥାମକଥଯତ୍|
2c1309026c	କିନ୍ତୁ କଠିନାନ୍ତଃକରଣତ୍ୱାତ୍ କିଯନ୍ତୋ ଜନା ନ ୱିଶ୍ୱସ୍ୟ ସର୍ୱ୍ୱେଷାଂ ସମକ୍ଷମ୍ ଏତତ୍ପଥସ୍ୟ ନିନ୍ଦାଂ କର୍ତ୍ତୁଂ ପ୍ରୱୃତ୍ତାଃ, ଅତଃ ପୌଲସ୍ତେଷାଂ ସମୀପାତ୍ ପ୍ରସ୍ଥାଯ ଶିଷ୍ୟଗଣଂ ପୃଥକ୍କୃତ୍ୱା ପ୍ରତ୍ୟହଂ ତୁରାନ୍ନନାମ୍ନଃ କସ୍ୟଚିତ୍ ଜନସ୍ୟ ପାଠଶାଲାଯାଂ ୱିଚାରଂ କୃତୱାନ୍|
2c130a012f	ଇତ୍ଥଂ ୱତ୍ସରଦ୍ୱଯଂ ଗତଂ ତସ୍ମାଦ୍ ଆଶିଯାଦେଶନିୱାସିନଃ ସର୍ୱ୍ୱେ ଯିହୂଦୀଯା ଅନ୍ୟଦେଶୀଯଲୋକାଶ୍ଚ ପ୍ରଭୋ ର୍ୟୀଶୋଃ କଥାମ୍ ଅଶ୍ରୌଷନ୍|
2c130b008c	ପୌଲେନ ଚ ଈଶ୍ୱର ଏତାଦୃଶାନ୍ୟଦ୍ଭୁତାନି କର୍ମ୍ମାଣି କୃତୱାନ୍
2c130c015a	ଯତ୍ ପରିଧେଯେ ଗାତ୍ରମାର୍ଜନୱସ୍ତ୍ରେ ୱା ତସ୍ୟ ଦେହାତ୍ ପୀଡିତଲୋକାନାମ୍ ସମୀପମ୍ ଆନୀତେ ତେ ନିରାମଯା ଜାତା ଅପୱିତ୍ରା ଭୂତାଶ୍ଚ ତେଭ୍ୟୋ ବହିର୍ଗତୱନ୍ତଃ|
2c130d01ee	ତଦା ଦେଶାଟନକାରିଣଃ କିଯନ୍ତୋ ଯିହୂଦୀଯା ଭୂତାପସାରିଣୋ ଭୂତଗ୍ରସ୍ତନୋକାନାଂ ସନ୍ନିଧୌ ପ୍ରଭେ ର୍ୟୀଶୋ ର୍ନାମ ଜପ୍ତ୍ୱା ୱାକ୍ୟମିଦମ୍ ଅୱଦନ୍, ଯସ୍ୟ କଥାଂ ପୌଲଃ ପ୍ରଚାରଯତି ତସ୍ୟ ଯୀଶୋ ର୍ନାମ୍ନା ଯୁଷ୍ମାନ୍ ଆଜ୍ଞାପଯାମଃ|
2c130e00ba	ସ୍କିୱନାମ୍ନୋ ଯିହୂଦୀଯାନାଂ ପ୍ରଧାନଯାଜକସ୍ୟ ସପ୍ତଭିଃ ପୁତ୍ତୈସ୍ତଥା କୃତେ ସତି
2c130f00e1	କଶ୍ଚିଦ୍ ଅପୱିତ୍ରୋ ଭୂତଃ ପ୍ରତ୍ୟୁଦିତୱାନ୍, ଯୀଶୁଂ ଜାନାମି ପୌଲଞ୍ଚ ପରିଚିନୋମି କିନ୍ତୁ କେ ଯୂଯଂ?
2c1310019a	ଇତ୍ୟୁକ୍ତ୍ୱା ସୋପୱିତ୍ରଭୂତଗ୍ରସ୍ତୋ ମନୁଷ୍ୟୋ ଲମ୍ଫଂ କୃତ୍ୱା ତେଷାମୁପରି ପତିତ୍ୱା ବଲେନ ତାନ୍ ଜିତୱାନ୍, ତସ୍ମାତ୍ତେ ନଗ୍ନାଃ କ୍ଷତାଙ୍ଗାଶ୍ଚ ସନ୍ତସ୍ତସ୍ମାଦ୍ ଗେହାତ୍ ପଲାଯନ୍ତ|
2c1311018f	ସା ୱାଗ୍ ଇଫିଷନଗରନିୱାସିନସଂ ସର୍ୱ୍ୱେଷାଂ ଯିହୂଦୀଯାନାଂ ଭିନ୍ନଦେଶୀଯାନାଂ ଲୋକାନାଞ୍ଚ ଶ୍ରୱୋଗୋଚରୀଭୂତା; ତତଃ ସର୍ୱ୍ୱେ ଭଯଂ ଗତାଃ ପ୍ରଭୋ ର୍ୟୀଶୋ ର୍ନାମ୍ନୋ ଯଶୋ ଽୱର୍ଦ୍ଧତ|
2c131200f3	ଯେଷାମନେକେଷାଂ ଲୋକାନାଂ ପ୍ରତୀତିରଜାଯତ ତ ଆଗତ୍ୟ ସ୍ୱୈଃ କୃତାଃ କ୍ରିଯାଃ ପ୍ରକାଶରୂପେଣାଙ୍ଗୀକୃତୱନ୍ତଃ|
2c131301a0	ବହୱୋ ମାଯାକର୍ମ୍ମକାରିଣଃ ସ୍ୱସ୍ୱଗ୍ରନ୍ଥାନ୍ ଆନୀଯ ରାଶୀକୃତ୍ୟ ସର୍ୱ୍ୱେଷାଂ ସମକ୍ଷମ୍ ଅଦାହଯନ୍, ତତୋ ଗଣନାଂ କୃତ୍ୱାବୁଧ୍ୟନ୍ତ ପଞ୍ଚାଯୁତରୂପ୍ୟମୁଦ୍ରାମୂଲ୍ୟପୁସ୍ତକାନି ଦଗ୍ଧାନି|
2c13140082	ଇତ୍ଥଂ ପ୍ରଭୋଃ କଥା ସର୍ୱ୍ୱଦେଶଂ ୱ୍ୟାପ୍ୟ ପ୍ରବଲା ଜାତା|
2c131501d1	ସର୍ୱ୍ୱେଷ୍ୱେତେଷୁ କର୍ମ୍ମସୁ ସମ୍ପନ୍ନେଷୁ ସତ୍ସୁ ପୌଲୋ ମାକିଦନିଯାଖାଯାଦେଶାଭ୍ୟାଂ ଯିରୂଶାଲମଂ ଗନ୍ତୁଂ ମତିଂ କୃତ୍ୱା କଥିତୱାନ୍ ତତ୍ସ୍ଥାନଂ ଯାତ୍ରାଯାଂ କୃତାଯାଂ ସତ୍ୟାଂ ମଯା ରୋମାନଗରଂ ଦ୍ରଷ୍ଟୱ୍ୟଂ|
2c1316012b	ସ୍ୱାନୁଗତଲୋକାନାଂ ତୀମଥିଯେରାସ୍ତୌ ଦ୍ୱୌ ଜନୌ ମାକିଦନିଯାଦେଶଂ ପ୍ରତି ପ୍ରହିତ୍ୟ ସ୍ୱଯମ୍ ଆଶିଯାଦେଶେ କତିପଯଦିନାନି ସ୍ଥିତୱାନ୍|
2c1317006f	କିନ୍ତୁ ତସ୍ମିନ୍ ସମଯେ ମତେଽସ୍ମିନ୍ କଲହୋ ଜାତଃ|
2c1318014e	ତତ୍କାରଣମିଦଂ, ଅର୍ତ୍ତିମୀଦେୱ୍ୟା ରୂପ୍ୟମନ୍ଦିରନିର୍ମ୍ମାଣେନ ସର୍ୱ୍ୱେଷାଂ ଶିଲ୍ପିନାଂ ଯଥେଷ୍ଟଲାଭମ୍ ଅଜନଯତ୍ ଯୋ ଦୀମୀତ୍ରିଯନାମା ନାଡୀନ୍ଧମଃ
2c13190157	ସ ତାନ୍ ତତ୍କର୍ମ୍ମଜୀୱିନଃ ସର୍ୱ୍ୱଲୋକାଂଶ୍ଚ ସମାହୂଯ ଭାଷିତୱାନ୍ ହେ ମହେଚ୍ଛା ଏତେନ ମନ୍ଦିରନିର୍ମ୍ମାଣେନାସ୍ମାକଂ ଜୀୱିକା ଭୱତି, ଏତଦ୍ ଯୂଯଂ ୱିତ୍ଥ;
2c131a0258	କିନ୍ତୁ ହସ୍ତନିର୍ମ୍ମିତେଶ୍ୱରା ଈଶ୍ୱରା ନହି ପୌଲନାମ୍ନା କେନଚିଜ୍ଜନେନ କଥାମିମାଂ ୱ୍ୟାହୃତ୍ୟ କେୱଲେଫିଷନଗରେ ନହି ପ୍ରାଯେଣ ସର୍ୱ୍ୱସ୍ମିନ୍ ଆଶିଯାଦେଶେ ପ୍ରୱୃତ୍ତିଂ ଗ୍ରାହଯିତ୍ୱା ବହୁଲୋକାନାଂ ଶେମୁଷୀ ପରାୱର୍ତ୍ତିତା, ଏତଦ୍ ଯୁଷ୍ମାଭି ର୍ଦୃଶ୍ୟତେ ଶ୍ରୂଯତେ ଚ|
2c131b021b	ତେନାସ୍ମାକଂ ୱାଣିଜ୍ୟସ୍ୟ ସର୍ୱ୍ୱଥା ହାନେଃ ସମ୍ଭୱନଂ କେୱଲମିତି ନହି, ଆଶିଯାଦେଶସ୍ଥୈ ର୍ୱା ସର୍ୱ୍ୱଜଗତ୍ସ୍ଥୈ ର୍ଲୋକୈଃ ପୂଜ୍ୟା ଯାର୍ତିମୀ ମହାଦେୱୀ ତସ୍ୟା ମନ୍ଦିରସ୍ୟାୱଜ୍ଞାନସ୍ୟ ତସ୍ୟା ଐଶ୍ୱର୍ୟ୍ୟସ୍ୟ ନାଶସ୍ୟ ଚ ସମ୍ଭାୱନା ୱିଦ୍ୟତେ|
2c131c0121	ଏତାଦୃଶୀଂ କଥାଂ ଶ୍ରୁତ୍ୱା ତେ ମହାକ୍ରୋଧାନ୍ୱିତାଃ ସନ୍ତ ଉଚ୍ଚୈଃକାରଂ କଥିତୱନ୍ତ ଇଫିଷୀଯାନାମ୍ ଅର୍ତ୍ତିମୀ ଦେୱୀ ମହତୀ ଭୱତି|
2c131d016f	ତତଃ ସର୍ୱ୍ୱନଗରଂ କଲହେନ ପରିପୂର୍ଣମଭୱତ୍, ତତଃ ପରଂ ତେ ମାକିଦନୀଯଗାଯାରିସ୍ତାର୍ଖନାମାନୌ ପୌଲସ୍ୟ ଦ୍ୱୌ ସହଚରୌ ଧୃତ୍ୱୈକଚିତ୍ତା ରଙ୍ଗଭୂମିଂ ଜୱେନ ଧାୱିତୱନ୍ତଃ|
2c131e00c6	ତତଃ ପୌଲୋ ଲୋକାନାଂ ସନ୍ନିଧିଂ ଯାତୁମ୍ ଉଦ୍ୟତୱାନ୍ କିନ୍ତୁ ଶିଷ୍ୟଗଣସ୍ତଂ ୱାରିତୱାନ୍|
2c131f0129	ପୌଲସ୍ୟତ୍ମୀଯା ଆଶିଯାଦେଶସ୍ଥାଃ କତିପଯାଃ ପ୍ରଧାନଲୋକାସ୍ତସ୍ୟ ସମୀପଂ ନରମେକଂ ପ୍ରେଷ୍ୟ ତ୍ୱଂ ରଙ୍ଗଭୂମିଂ ମାଗା ଇତି ନ୍ୟୱେଦଯନ୍|
2c1320011f	ତତୋ ନାନାଲୋକାନାଂ ନାନାକଥାକଥନାତ୍ ସଭା ୱ୍ୟାକୁଲା ଜାତା କିଂ କାରଣାଦ୍ ଏତାୱତୀ ଜନତାଭୱତ୍ ଏତଦ୍ ଅଧିକୈ ର୍ଲୋକୈ ର୍ନାଜ୍ଞାଯି|
2c13210119	ତତଃ ପରଂ ଜନତାମଧ୍ୟାଦ୍ ଯିହୂଦୀଯୈର୍ବହିଷ୍କୃତଃ ସିକନ୍ଦରୋ ହସ୍ତେନ ସଙ୍କେତଂ କୃତ୍ୱା ଲୋକେଭ୍ୟ ଉତ୍ତରଂ ଦାତୁମୁଦ୍ୟତୱାନ୍,
2c1322016b	କିନ୍ତୁ ସ ଯିହୂଦୀଯଲୋକ ଇତି ନିଶ୍ଚିତେ ସତି ଇଫିଷୀଯାନାମ୍ ଅର୍ତ୍ତିମୀ ଦେୱୀ ମହତୀତି ୱାକ୍ୟଂ ପ୍ରାଯେଣ ପଞ୍ଚ ଦଣ୍ଡାନ୍ ଯାୱଦ୍ ଏକସ୍ୱରେଣ ଲୋକନିୱହୈଃ ପ୍ରୋକ୍ତଂ|
2c13230219	ତତୋ ନଗରାଧିପତିସ୍ତାନ୍ ସ୍ଥିରାନ୍ କୃତ୍ୱା କଥିତୱାନ୍ ହେ ଇଫିଷାଯାଃ ସର୍ୱ୍ୱେ ଲୋକା ଆକର୍ଣଯତ, ଅର୍ତିମୀମହାଦେୱ୍ୟା ମହାଦେୱାତ୍ ପତିତାଯାସ୍ତତ୍ପ୍ରତିମାଯାଶ୍ଚ ପୂଜନମ ଇଫିଷନଗରସ୍ଥାଃ ସର୍ୱ୍ୱେ ଲୋକାଃ କୁର୍ୱ୍ୱନ୍ତି, ଏତତ୍ କେ ନ ଜାନନ୍ତି?
2c1324016d	ତସ୍ମାଦ୍ ଏତତ୍ପ୍ରତିକୂଲଂ କେପି କଥଯିତୁଂ ନ ଶକ୍ନୁୱନ୍ତି, ଇତି ଜ୍ଞାତ୍ୱା ଯୁଷ୍ମାଭିଃ ସୁସ୍ଥିରତ୍ୱେନ ସ୍ଥାତୱ୍ୟମ୍ ଅୱିୱିଚ୍ୟ କିମପି କର୍ମ୍ମ ନ କର୍ତ୍ତୱ୍ୟଞ୍ଚ|
2c13250105	ଯାନ୍ ଏତାନ୍ ମନୁଷ୍ୟାନ୍ ଯୂଯମତ୍ର ସମାନଯତ ତେ ମନ୍ଦିରଦ୍ରୱ୍ୟାପହାରକା ଯୁଷ୍ମାକଂ ଦେୱ୍ୟା ନିନ୍ଦକାଶ୍ଚ ନ ଭୱନ୍ତି|
2c132601b8	ଯଦି କଞ୍ଚନ ପ୍ରତି ଦୀମୀତ୍ରିଯସ୍ୟ ତସ୍ୟ ସହାଯାନାଞ୍ଚ କାଚିଦ୍ ଆପତ୍ତି ର୍ୱିଦ୍ୟତେ ତର୍ହି ପ୍ରତିନିଧିଲୋକା ୱିଚାରସ୍ଥାନଞ୍ଚ ସନ୍ତି, ତେ ତତ୍ ସ୍ଥାନଂ ଗତ୍ୱା ଉତ୍ତରପ୍ରତ୍ୟୁତ୍ତରେ କୁର୍ୱ୍ୱନ୍ତୁ|
2c132700fc	କିନ୍ତୁ ଯୁଷ୍ମାକଂ କାଚିଦପରା କଥା ଯଦି ତିଷ୍ଠତି ତର୍ହି ନିଯମିତାଯାଂ ସଭାଯାଂ ତସ୍ୟା ନିଷ୍ପତ୍ତି ର୍ଭୱିଷ୍ୟତି|
2c132801a9	କିନ୍ତ୍ୱେତସ୍ୟ ୱିରୋଧସ୍ୟୋତ୍ତରଂ ଯେନ ଦାତୁଂ ଶକ୍ନୁମ୍ ଏତାଦୃଶସ୍ୟ କସ୍ୟଚିତ୍ କାରଣସ୍ୟାଭାୱାଦ୍ ଅଦ୍ୟତନଘଟନାହେତୋ ରାଜଦ୍ରୋହିଣାମିୱାସ୍ମାକମ୍ ଅଭିଯୋଗୋ ଭୱିଷ୍ୟତୀତି ଶଙ୍କା ୱିଦ୍ୟତେ|
2c1329006e	ଇତି କଥଯିତ୍ୱା ସ ସଭାସ୍ଥଲୋକାନ୍ ୱିସୃଷ୍ଟୱାନ୍|
2c140100f2	ଇତ୍ଥଂ କଲହେ ନିୱୃତ୍ତେ ସତି ପୌଲଃ ଶିଷ୍ୟଗଣମ୍ ଆହୂଯ ୱିସର୍ଜନଂ ପ୍ରାପ୍ୟ ମାକିଦନିଯାଦେଶଂ ପ୍ରସ୍ଥିତୱାନ୍|
