0100000005	Dadaa
0f0206006f	sanyii Fahat Mo'aabii keessaa sanyiin Iyaasu'uutii fi Yo'aabii kuma lamaa fi dhibba saddeetii fi kudhanii lama;
0f0207003e	sanyiin Elaamii kuma tokkoo fi dhibba lamaa fi shantamii afur;
0f02080032	sanyiin Zaatu'uu dhibba sagalii fi afurtamii shan;
0f0209002a	sanyiin Zakaayii dhibba torbaa fi jaatama;
0f020a002c	sanyiin Baanii dhibba jaa fi afurtamii lama;
0f020b002c	sanyiin Bebaayii dhibba jaa fi diddamii sad;
0f020c003f	sanyiin Azigaadii kuma tokkoo fi dhibba lamaa fi diddamii lama;
0f020d0030	sanyiin Adoniiqaamii dhibba jaa fi jaatamii jaa;
0f020e002f	sanyiin Biigwaayii kuma lamaa fi shantamii jaa;
0f020f0031	sanyiin Aadiinii dhibba afurii fi shantamii afur;
0f0210003f	sanyii Ateerii keessaa sanyiin Hisqiyaasii sagaltamii saddeeti;
0f0211002e	sanyiin Bezaayii dhibba sadii fi diddamii sad;
0f0212002d	sanyiin Yoraa dhibba tokkoo fi kudhanii lama;
0f0213002e	sanyiin Hashumii dhibba lamaa fi diddamii sad;
0f02140021	Sanyiin Gibaarii sagaltamii shan;
0f02150038	namooti qachaa Betlihemii dhibba tokkoo fi diddamii sad;
0f02160027	namooti qachaa Netofa'aa shantamii jaa;
0f02170035	namooti Anaatotii dhibba tokkoo fi diddamii saddeeti;
0f02180022	namooti Azmaawetii afurtamii lama;
0f0219005b	namooti qachoota Kiriiyat-Ya'ariimii, Kefiiraa fi Be'erotii dhibba torbaa fi afurtamii sad;
0f021a0041	namooti qachaa Raama'aatii fi Gebaa dhibba jaa fi diddamii tokko;
0f021b003a	namooti qachaa Miikmaashii dhibba tokkoo fi diddamii lama;
0f021c0041	namooti qachaa Bet'eliitii fi Aayii dhibba lamaa fi diddamii sad;
0f021d0024	namooti qachaa Neboo shantamii lama;
0f021e0039	namooti qachaa Magbiishii dhibba tokkoo fi shantamii jaa;
0f021f004e	namooti qachaa Elaamii dhibi'ii kuma tokkoo fi dhibba lamaa fi shantamii afur;
0f02200031	namooti qachaa Haariimii dhibba sadii fi diddama;
0f0221004a	namooti qachaa Lodii, Haadiidiitii fi Onoo dhibba torbaa fi diddamii shan;
0f02220038	namooti qachaa Yeriko'oo dhibba sadii fi afurtamii shan;
0f0223003b	namooti qachaa Sena'aa kuma sadii fi dhibba jaa fi soddoma.
0f0224006f	Hayyooti boojuu irraa deebite: sanyii Yedaa'iya'aa keessaa maatiin Iyaasu'uu dhibba sagalii fi torbaatamii sad;
0f0225002e	sanyiin Iimerii kuma tokkoo fi shantamii lama;
0f02260043	sanyiin Phashihurii kuma tokkoo fi dhibba lamaa fi afurtamii torba;
0f02270030	sanyiin Haariimii kuma tokkoo fi kudhanii torba.
0f02280070	Lewwooti boojuu irraa deebi'ane: sanyii Hodaawiyaa keessaa sanyiin Iyaasu'uutii fi Qadmii'elii torbaatamii afur;
0f02290040	faarsitooti: sanyiin Asaafii dhibba tokkoo fi diddamii saddeeti;
0f022a00b9	Eeddoti karra Galma Waaqaa: sanyiin Shaalumii, sanyiin Ateerii, sanyiin Xalmoonii, sanyiin Aquubii, sanyiin Haxiixa'aatii fi sanyiin Shabaayii wolumatti dhibba tokkoo fi soddomii sagal.
0f022b0065	Tajaajiltooti Galma Waaqaa ta boojuu irraa deebite: sanyii Ziihaa, sanyii Hasufaa, sanyii Xabaa'otii,
0f022c0033	sanyii Qerosii, sanyii Sii'eha'aa, sanyii Faadonii,
0f022d0035	sanyii Lebaana'aa, sanyii Hagaaba'aa, sanyii Aquubii,
0f022e0035	sanyii Hagaabii, sanyii Shalmaayii, sanyii Haanaanii,
0f022f0034	sanyii Giidelii, sanyii Gahaarii, sanyii Re'aaya'aa,
0f02300034	sanyii Resiinii, sanyii Neqoda'aa, sanyii Gaazaamii,
0f02310032	sanyii Uza'aa, sanyii Faaseha'aa, sanyii Besaayii,
0f02320038	sanyii Asina'aa, sanyii Me'unoota'aa, sanyii Nefusiimii,
0f02330033	sanyii Baqbuqii, sanyii Haqufa'aa, sanyii Harhurii,
0f02340036	sanyii Baslutii, sanyii Mehiida'aa, sanyii Harisha'aa,
0f02350033	sanyii Baarqosii, sanyii Siisera'aa, sanyii Taamaa,
0f0236002d	sanyii Nesiiya'aatii fi sanyii Haxiifa'aa ti.
0f02370070	Sanyiin tajaajiltoota Solomoonii ta boojuu irraa deebite: sanyii Soxaayii, sanyii Hasoferetii, sanyii Faruda'aa,
0f02380034	sanyii Ya'ala'aa, sanyii Daarqonii, sanyii Giidelii,
0f0239005a	sanyii Shefaaxiya'aa, sanyii Haxiilii, sanyii Fokeretii, sanyii Hasbaayimiitii fi Amii ti.
0f023a0074	Sanyiin tajaajiltoota Galma Waaqaatii fi sanyiin tajaajiltoota Solomoonii wolumatti dhibba sadii fi sagaltamii lama.
0f023b00cd	Worri qachaa Tel-Melaatii, worri qachaa Tel-haareshaatii, worri qachaa Keruubii, worri qachaa Adaaniitii fi Iimeriitii bayanee dhufane, sanyiin isaanii Israa'eloota akka teete mirkaneessiisa hin dandeenne.
0f023c0066	Isaanille sanyiin Delaaya'aa, sanyiin Xobiiya'aatii fi sanyiin Neqoda'aa dhibba jaa fi shantamii lama.
0f023d009d	Hayyoota keessaa, sanyii Habaaya'aa, sanyii Haqoziitii fi sanyii Baarzilaayii ti; Berziilaayi intala Baarzilaayii Giil'aadichaa fuudhee maqaa kanaan waamame.
0f023e00b8	Isaan kun worra akka hidda dhaloota isaaniititti barreeffamane keessaa maqaan sanyii isaanii waan dhabameef, akka battootaatitti laakkowamanee, tajaajila hayyumma'aa irraa dhooggamane.
0f023f009d	Bulchaan biyyaa, haga hayyichi Uriimii fi Tumiimiin fedha Waaqaa gaafatiisa dande'u dhaggamutti, sagalee irraa caalaa woyyittii akka hin nyaanne isaan ajaje.
0f02400064	Laakkossi namoota boojuu irraa deebi'anee wolumatti kuma afurtamii lamaa fi dhibba sadii fi jaatama;
0f0241009d	kana maleelle tajaajiltooti isaanii dhiiraa fi dubartiin kuma torbaa fi dhibba sadii fi soddomii torba; faarsitooti isaanii dhiiraa fi dubartiin dhibba lama;
0f02420061	Fardoon isaanii dhibba torbaa fi soddomii jaa; Gaangoleen isaanii dhibba lamaa fi afurtamii shan;
0f02430068	Gaaloti isaanii dhibba afurii fi soddomii shan; Harreeleen isaanii kuma jaa fi dhibba torbaa fi diddama.
0f024400cd	Worri boojuu irraa deebi'e Galma Waaqaa ka Yerusaalem keessaa yennaa geyane, sooreyyiin maati'ii gariin Galmi Waaqaa addee duriititti deebi'ee akka ijaaramu qarqaariisaaf, fedhii ifiitiin kennansa kennane.
0f024500c5	Isaan hujii Galma Waaqaatiif, akka dandeettii isaaniititti wolumatti worqii gara kiiloogiraama dhibba shanii, meetii gara kiiloogiraama kuma sadiitii fi woyaa hayyooti uffattu dhibba tokko kennane.
0f024600ba	Hayyooti, Lewwooti, namooti dhibiille, faarsitooti, eeddoti karraatii fi tajaajiltooti Galma Waaqaa qachoota ifii keessa qubatane. Israa'elooti hafanelle qachootuma ifii keessa qubatane.
0f0301007b	Israa'elooti qachoota ifiititti galanee, ji'i torbeesso'oo yennaa geye, kolbaan marti Yerusaalem keessatti wolitti qabante.
0f0302010e	Achiin duuba ilmi Yozaadaaqii Iyaasuun, hayyooti akka isaa, Zarubaabeliin ilmi She'altii'eliitii fi obboleeyyan isaa, akkuma seera Muusee nama Waaqaa keessatti barreenfatte, kennansa gubamu irratti dhikeessiisaaf, addee ciinca'aa ta Waaqa Israa'elii ijaariisa jalqabane.
0f030300d6	Isaan kolbaa adaala sanii waan sodaataneef, addee ciinca'aa san hundee isi'ii ta durii irratti deebisanee ijaaranee, kennansa gubamu addee ciinca'aa san irratti ganamaa fi galgala Mootii Waan Maraatiif dhikeessane.
0f03040088	Achiin duuba kennansa gubamu ka guyyaa guyya'aaf barbaachisu dhikeessiisaan, akkuma laakkossa barreeffameetitti jila gose'ee jilifatane.
0f030500ca	Kanaan duuballe kennansa gubamu ka guyyaa maraa, ciincaa baatii ji'aa, ciincaa jila woyyittii Mootii Waan Maraatiif dhikaatuu fi kennansa fedhii ifiitiin nami Mootii Waan Maraatiif kennulle dhikeessane.
0f03060087	Hundeen Galma Waaqaa keyamuu dhaddulle, isaan ji'a torbeesso'ootitti guyyaa qaraa ciincaa Mootii Waan Maraatiif dhikeessiisa jalqabane.
0f03070129	Kolbaan worra dhakaa bocuu fi worra muka bocuufiille beesee kennite; akkasuma akka ajaja Qiirosii mooticha Faaresiititti jigeessa hindheensa Libaanosii haga Yophe'eetitti abbaayaa irra akka fidanuuf, namoota Sidooniitii fi Xiiroosiitiifille sagalee, daadhii woyni'iitii fi zayitii ejersaa kennane.
0f03080198	Gara Yerusaalemii addee Galmi Waaqaa dur jiru sanitti deebi'anee woggaa lammeesso'oo, ji'a lammeesso'ootitti, ilmi She'altii'elii Zerubaabel, ilmi Yozaadaaqii Iyaasuun, kolbaan dhibiille, hayyootii fi Lewwooti, worri boojuu irraa gara Yerusaalemii deebi'e martinuu hujii jalqabane. Hujii ijaarsa Galma Waaqaa irra deddeemanee akka toowatanu, Lewwoota woggaa diddamaatii fi woggaa diddamaa olii mara filatane.
0f03090116	Iyaasuun ilmaan ifiitii fi obboleeyyan ifii, Qadmii'elii fi ilmaan Qadmii'elii ta sanyii Hodaawiya'aa, ilmaan Henaadaadiitii fi ilmaan isaanii, obboleeyyan isaaniille woliin, Lewwooti marti worra Galma Waaqaa ijaaru toowatiisaaf wolitti dabalamanee itti gaafatamummaa fudhatane.
0f030a010f	Worri ijaaru hundee Galma Mootii Waan Maraa yennaa keyane, akkuma mootichi Israa'elii Daawiti ajajetti, hayyooti woyaa hayyummaa ifii uffatanee, tultullaalle qabatanee, Lewwooti ilmaan Asaafii sibiila qilillisu qabatanee, Waaqa leellifatiisaaf, addee addee ifii qabatane.
0f030b0127	Isaan faaru'uun, «Waaqi dansa'a; jaalalli isaa ka bara baraa ka inni Israa'eliif qabu haga bara baraa ti» jedhanee, Mootii Waan Maraa leellifatanee galateeffatane. Hundeen Galma Mootii Waan Maraa waan dhaabateef, kolbaan marti gammaddee, qoonqoo ifii ol qabattee Mootii Waan Maraa leellifatte.
0f030c0114	Maanguddooti hayyootaa, Lewwootaatii fi sooreyyiin maati'ii worri Galma Mootii Waan Maraa ka durii dhagganeeranu marti, yennaa hundee Galma Mootii Waan Maraa kana dhaggane, qoonqoo guddo'oon bowane; namooti dhibiin hedduun ammoo qoonqoo ifii ol qabatanee gammadaan ilillisane.
0f030d00b1	Namooti qoonqoo guddisanee ol qabatanee waan hogisaneef, nami tokkolle ililleettii gammadaatii fi qoonqoo bowiisaa dande'ee gargar hin baafanne. Qoonqoolle fago'otti dhage'ante.
0f04010095	Worri boojuu irraa deebi'e, Galma Mootii Waan Maraa Waaqa Israa'elii ijaariisatti akka jiranu, diinoti Yihuda'aatii fi Beniyaaminii yennaa dhage'ane,
0f04020116	gara Zerubaabeliitii fi sooreyyii maati'ii dhaqanee, «Nuutille akkuma keessan Waaqa keessan waaqonsuu barbaanna; haga bara Esaar-hadon mootiin biyya Asoorii as nu fidee jalqannee, Waaqa keessaniif ciincaa dhikeessaa turre; tanaaf, Galma Waaqaa isin woliin ijaaruu ti» jedhane.
0f04030107	Zerubaabel, Iyaasu'uu fi sooreyyiin maatii Israa'elii ammoo deebisanee, «Isin Galma Waaqa keennaa nu woliin ijaariisaaf qooda hin qaddanu; akkuma mootichi Faaresii Qiiros nu ajaje, Mootii Waan Maraa Waaqa Israa'eliitiif Galmaa Waaqaa ka ijaaru nu qofa» jedhane.
0f0404007b	Achiin duuba kolbaan lafa san keessa leetu, Yihudoota addii kutachiisanee akka isaan Galma Waaqaa hin ijaarre sodaachisane.
0f0405009e	Bara bulchiinsa mootii Faaresii Qiirosiitiin jalqabee haga bulchiinsa mootii Faaresii Daariyosiititti, namoota karoora ijaarsa isaanii gufachiisu itti bitane.
0f04060073	Jalqaba bulchiinsa Ahashiwerosiititti, diinoti kolbaa Yihuda'aatii fi Yerusaalemii mormiisaaf himannoo barreessane.
0f040700df	Bara bulchiinsa mootii Faaresii Artashaastaatitti Biishlaam, Miitradaat, Xaabe'elii fi worri isaan woliin jiru gara Artashaasta'aa xalayaa barreessane; xalayaan sun qubee Aaramiitiin barreeffamee afaan Aaramiititti hiikame.
0f0408008e	Bulchaan Rehuumii fi barreessaan bulcha'aa Shiimshaay akka asii gad jirutti xalayaa Yerusaalem mormu gara mooticha Artashaasta'aa barreessane:
0f040900bd	Xalayaan sun bulchaa Rehuum, barreessaa bulcha'aa Shiimshaay, worra isaan woliin huju abbootii mura'aatii fi qondaaltota, Faaresii, Erekii, Baabiloniitii fi worra Elaamii ka Suusaa keessaa,
0f040a00b0	akkasuma kolbaa worra dhibii ka Osnaapheriin guddichii fi hunnaamessi booji'ee qachaa Samaariya'aatii fi kutaa biyyaa ka laga Efraaxiisiitiin gama qubachiise irraa barreeffame.
0f040b0083	Garagalchi xalayaa kanaa: «Tajaajiltoota teeti worra laga Efraaxiisiitiin gara seensa adu'uu jiru irraa, mooticha Artashaasta'aaf!
0f040c00f3	Yihudooti si biraa gara keenna dhufane, Yerusaalem dhaqanee qachaa worra finqila'aatii fi hama'aa deebisanee ijaariisatti jiran; dalleya isi'ii deebisanee ijaariisatti, hundee isi'iille dhaabiisatti jiran. Kun si mooticha biratti beekkamuu ti.
0f040d00e9	Qachaan kun yoo ijaarame, dalleenni isaalle yoo deebi'ee ijaarame, kolbaan Yerusaalemii gibiraa fi qaraxa, beesee waan adda addaatiif baasanu hin dhooggatan; tanaaf galiin mootumma'aa akka diqqaattu, si mooticha biratti beekkamuu ti.
0f040e00aa	Nuuti bu'aa mana mootumma'aa irraa waan dhagganuuf, salphinna keeti dhaggaa cadhinnee ilaaluu waan hin barbaanneef, waan kana akka ati beettuuf xalayaa kana sitti ergine.
0f040f00f7	Maarre galmeen abbootii teetii ta durii, qorqorantee ilaalantuu ti; qachaan kun qachaa finqilaa, ka moototaa fi kutaa biyyaa rakkise; durumaa jalqabee addee worri finqilaan keessa le'u akka te'e atinuu hin dhaggita; qachaan kun sababa kanaaf bade.
0f041000a2	Qachaan kun yoo ijaarame, dalleenni isaalle deebi'ee yoo ijaarame, ati laga Efraaxiisii irraa gara aduun seentuun lafa ijjumaa akka hin qabaanne beeki» ka jedhu.
0f041100e4	Mootichi Artashaastaan deebii ergee, «Bulchaa Rehuumiif, barreessaa Shiimshaayiif, worra isaan woliin huju ka Samaariyaa keessa le'anuu fi akkasuma worra laga Efraaxiisii irraa gara aduun seentu le'anuuf, nageenni isiniif te'u.
0f0412003a	«Xalayaan isin ergitane hiikamee na duratti dubbifameera;
0f041300b9	anille akka qorqoranu isaan ajajee, qachaan Yerusaalemii duriinuu jalqabee dabarsii dheertuu ka mootota irratti finqila kaasu, ka finqillii fi rakkinni keessa guute akka te'e dhaggeera.
0f041400a1	Yerusaalem mootota jajjaba biyya laga Efraaxiisii irraa gara aduun seentu jiranu bulchu ka gibira, qaraxaa fi beesee waan adda addaatiif buusanu guuru qaddiiyyu.
0f0415006f	Tanaaf, haga ani ajajutti, qachaan kun deebi'ee akka hin ijaaranne, namooti hujii akka dhaabbachiisanu ajaja'a.
0f04160076	Waan kana akka waan kaso'oo akka hin ilaalle ifi eeggadha'a! Wonni mootummaa miidhu, maaf guddataa deema ree?» jedhe.
0f041700db	Akkuma yaadi xalayaa mooticha Artashaastaa irraa dhufe, Rehuum, barreessaa Shiimshaayii fi worra isaan woliin hujuuf dubbifameen, yoosuma gara Yihudoota Yerusaalem keessa jiranuu dhaqanee, hunnaan hujii dhaabbachiisane.
0f04180079	Maarre Daariyos mootii Faaresii te'ee haga woggaa lammeesso'ootitti, hujiin Galma Waaqaa ka Yerusaalem keessaa dhaabbate.
0f050100a3	Yennaa san raagichi Haage'ee fi Zakaariyaasiin raagichi sanyii Iddoo Yihudoota Yerusaalemii fi lafa Yihuda'aa le'anuuf, maqaa Waaqa Israa'eliitiin raaga dubbatane.
0f050200cd	Achiin duuba ilmi She'altii'elii Zerubaabelii fi ilmi Yozaadaaqii Iyaasuun, Galma Waaqaa ka Yerusaalem keessaa deebisanee ijaariisa jalqabane; raagoti Waaqaalle isaan qarqaariisaaf isaan woliin jiraniiyyu.
0f05030115	Yennaa san Taatenaay bulchaan kutaa biyya laga Efraaxiisii irraa gara aduun seentuu, Shetaar-Boznaayii fi worri isaan woliin huju dhufanee, «Galma Waaqaa kana akka deebittanee ijaartanuuf, dalleya kanalle akka ijaartanee fixxanu eennutti isin ajaje» jedhanee isaan gaafatane.
0f05040059	Isaan, «Maqaa namoota ijaarsa kana ijaariisatti jiranuu eennu fa'a» jedhanee gaafatane.
0f050500ab	Ammoo Waaqi isaanii maanguddoo sooreyyii Yihudootaa eegiisatti jiraayyu; dubbiin Daariyos bira geettee deebiin barreeffamaan haga deebitutti ijaariisa isaan hin dhooggine.
0f050600de	Garagalchi Xalayaa Taatenaayii bulchaa kutaa biyya laga Efraaxiisii irraa gara aduun seentuu, Shetaar-Boznaayii fi worra isaan woliin hujuu, ka laga Efraaxiisiitiin gama gara aduun seentu biraa gara Daariyosii ergame kana:
0f0507002a	«Mooticha Daariyos, nageenni si'iif te'u!
0f050800f4	Nuuti gara kutaa biyya Yihuda'aa, gara Galma Waaqa gudda'aa akka dhandhe si mooticha biratti beekkamuu ti; kolbaan Galma Waaqaa keessa dhakaa gugurda'aa fi xawulaa mukaatiin dhaaba Galma Waaqaa deebittee ariiti'iin jabaattee ijaariisatti jirti.
0f050900ae	«Nuutille, ‹Galma Waaqaa kana akka deebittanee ijaartanuuf, dhaaba Galma Waaqaa kanalle akka ijaartanee fixxanu eennutti isin ajaje?› jennee sooreyyii kolba'aa gaafanne.
0f050a0075	Nuuti ammalle sooreyyiin hujii tanaa eennu fa'a akka te'ane barreessinee sitti beessisiisaaf, maqaa isaanii gaafanne.
0f050b00ba	«Isaanille deebisanee, ‹Nuuti tajaajiltoota Waaqa ol-gubba'aatii fi lafaa ti; Galma Waaqaa ka mootiin Israa'elii guddaan bara heddu'uun dura ijaaree fixe deebinnee ijaariisatti jirra.
0f050c00dc	Abbootiin teenna ta durii ammoo Waaqa ol-gubba'aa waan mufachiitteef, innille nama biyya Kaldootaa mootii Baabilonii Nebukadnezaaritti dabarsee isaan kenne; innille Galma Waaqaa diigee, kolbaalle gara Baabilonii booji'e.
0f050d0075	Te'uu malee, Qiiros mootii Baabilonii te'ee woggaa tokkeesso'ootitti Galmi Waaqaa kun akka deebi'ee ijaaramuuf ajaje.
0f050e011c	Inni meya worqi'iitii fi meeti'ii ka Galma Waaqaa, ka Nebukadnezaar Galma Waaqaa Yerusaalem keessa jiru keessaa fuudhee, galma waaqota dharaa ka worra Baabilonii keessa keyeeru, gad baase; achiin duuba meya san namicha akka inni biyya Yihuda'aa bulchuuf filate, Sheshbazaaritti kenne.
0f050f00bc	Qiiros: Galmi Waaqaa Yerusaalem keessatti addee ifii ta duriititti deebifamee ijaaramuu ti. Atille meya kana fuudhiitii Galma Waaqaa ka Yerusaalem keessaatitti deebisi! jedhee isatti hime.
0f051000b6	Maarre Sheshbazaariin kun dhufee hundee Galma Waaqaa Yerusaalem keessatti dhaabe; yennaa sanii jalqabee haga ammaatitti ijaaramiisatti jira; haga ammaa ammoo hin hobbaane› jedhane.
0f0511010b	«Amma yoo si mooticha gammachiitte, Galmi Waaqaa kun Yerusaalem keessatti deebifamee akka ijaaramuuf, mooticha Qiiros irraa ajaji bayee yoo jiraate, galmeen mana meya mootumma'aa ka Baabilon keessaa ilaalantuu ti! Waan dubbii tanaa murtee teeti nuuf ergi» ka jedhu.
0f0601005c	Maarre mootichi Daariyos galmee mana meya mootummaa Baabilonii keessaa akka qorqoranu ajaje.
0f060200b0	Kitaab maramaan tokko kutaa biyyaa Medoon keessatti mana mootumma'aa qachaa Ahimaata'aatitti dhaggame; wonni isa keessatti barreeffameeru asii gad jirti: Gabaassi barreeffamaa:
0f06030122	«Qiiros mootii te'ee woggaa tokkeesso'ootitti marroo Galma Waaqaa ka dur Yerusaalem keessa jiruutiif ajaja baasee, ‹Galmi Waaqaa akka ciincaan itti ciinceffamuuf, deebifamee akka ijaaramu hundeen isaa keyamuu ti; dheerinni isaa ciqilee jaatama, badhinni isaalle ciqilee jaatama te'uu ti.
0f06040092	Tarreen sad dhakaa gugurda'aan naqamee, tarreen tokko xawulaan naqamee ijaaramuu ti! Gatiin isaalle beesee mana mootumma'aa keessaa kaffalamuu ti.
0f06050107	Akkasuma meya worqi'iitii fi meeti'ii ka Nebukadnezaar Galma Waaqaa ka Yerusaalem keessa jiru keessaa fuudhee gara biyya Baabiloniititti geesse, addee isaaniititti deebifamanuu ti; Galma Waaqaa ka Yerusaalem keessa jiru keessa keyamanuu ti› jedheera» ka jedhu.
0f060600ba	Achiin duuba Daariyos, «Taatenaay bulchaan kutaa biyya laga Efraaxiisii irraa gara aduun seentuu, Shetaar-Boznaay, isin worri isaan woliin hujjanulle, Galma Waaqaa san irraa fagaadha'a!
0f06070099	Hujii Galma Waaqaa keessa hin galina'a! Galma Waaqaa kana bulchaan Yihudootaatii fi jaarsoleen Yihudootaa addee inni dur jirutti deebisanee ijaaranuu ti.
0f06080155	Kana maleelle, deebisanee ijaariisa Galma Waaqaa kanaaf jaarsolee Yihudootaa tanaaf isin maan akka gootanu isin ajaja; hujiin Galma Waaqaa akka hin dhaabbanne, beesee worri kutaa biyya laga Efraaxiisii irraa gara aduun seentu jiru, mootumma'aaf gibira gabbare keessaa, ariiti'iin wonni isaaniif barbaachisu guutumatti isaaniif kaffalamuu ti!
0f0609010d	Waaqa ol-gubba'aatiif kennansa gubamu dhikeessiisaaf, waan barbaachisu mara dardaroota, korbeeyyii hoole'ee, yookiin korbeeyyii buruusoo hoole'ee akkasuma qamadii, soodda, daadhii woyni'iitii fi zayitii ejersaa guyyuma guyya'aan hayyoota Yerusaalemiitiif kennamanuu ti.
0f060a0081	Isaan ciincaa Waaqi ol-gubba'aa gammadaan fudhatu dhikeessanee, anaa fi jiruu ijoollee tiyyaatiif akka daadimatanuuf kun godhama.
0f060b00c3	Ajaja kana nami jijjiiru yoo jiraate, utubaan mana isaa keessaa buqqifamee, nami sun irratti dirmisiifamuu ti; sababa yakkaa isaatiif manni isaalle diigamee tuulaa kosi'ii akka te'u ani ajajeera.
0f060c0137	Mootota yookiin gosa biyya adda addaa ta ajaja kana jijjiiriisaaf yookiin mana Waaqaa ka Yerusaalem keessaa kana diigiisaaf wodhaananu, Waaqi Yerusaalem lafa maqaan isaa itti waamamu godhee filate, isaan garagalchuu ti! Ani Daariyos ajaja kana baaseera; ajaji kunille akkuma jirutti hujii irra ooluu ti» jedhe.
0f060d00c3	Achiin duuba akkuma mootichi Daariyos ajaja dabarsetti Taatenaay bulchaan kutaa biyya laga Efraaxiisii irraa gara aduun seentuu, Shetaar-Boznaayii fi worri isaan woliin huju waan mara hobbaasane.
0f060e0123	Maarre Jaarsoleen Yihudootaa raaga raagicha Haage'eetii fi raagicha Zakaariyaasii sanyii Iddootiin jajjabaataa Galma Waaqaa ijaariisa itti fufane; isaan akkuma ajaja Waaqa Israa'eliitii fi akkuma ajaja mootota Faaresii Qiiros, Daariyosii fi Artashaasta'aatitti hujii Galma Waaqaa hobbaasane.
0f060f0081	Galmi Waaqaa kun Daariyos mootii te'ee woggaa jayeesso'ootitti, ji'a «Adaar» jedhamu guyyaa sadeesso'ootitti ijaaramee hobba'e.
0f0610009e	Achiin duuba kolbaan Israa'elii, hayyooti, Lewwootii fi worri kuun ka boojuu irraa deebi'ane, guyyaa Galmi Waaqaa itti eebbifame gammada gudda'aan jilifatane.
