0100000006	Kinohi
18202b0096	E kuaiia auanei na mahinaai ma keia aina, kahi a oukou i olelo ai, Ua mehameha, aohe kanaka, aohe holoholona; ua haawiia iloko o ka lima o ko Kaledea.
18202c017d	E kuai no na kanaka i na mahinaai i ke kala, a kakau i palapala e akaka'i, a hoopaa i ka wepa, a e lawe i poe ike, ma ka aina o ka Beniamina a ma na wahi e puni ana ia Ierusalema, a ma na kulanakauhale o ka Iuda, a ma na kulanakauhale o na mauna, a ma na kulanakauhale o ke awawa, a ma na kulanakauhale o ke kukuluhema; no ka mea, e hoihoi mai au i ko lakou pio ana, wahi a Iehova.
1821010076	A LAILA, hiki lua mai la ka ole lo a Iehova io Ieremia la, i kona paa ana iloko o ka pahale o ka halepaahao, i mai la,
1821020079	Penei ka olelo ana mai a Iehova, a ka mea hana, o Iehova ka mea i hoonohonoho ia mea, i mea e paa ai; o Iehova kona inoa;
1821030067	E hea mai oe ia'u, a e o aku no wau ia oe, a e hoike aku ia oe i na mea nui a paakiki, au i ike ole ai.
18210400b4	No ka mea, ke olelo mai nei o Iehova, ke Akua o ka Iseraela penei, no na hale o keia kulanakauhale, a no na hale o na'lii o ka Iuda, na mea i hoohioloia e na puu, a me ka pahikaua:
18210500ef	Ke hele mai nei lakou e kaua me ko Kaledea, he mea nae ia e hoopiha ai ia lakou i na kupapau o na kanaka, ka poe a'u i luku ai i ko'u huhu, a i ko'u ukiuki, a ua huna hoi au i ko'u maka mai keia kulanakauhale aku, no ka hewa a pau o lakou.
1821060096	Aia hoi, e lawe mai no au io na la i ka wahi, a me ka mea e ola'i, a e hoola no wau ia lakou, a e hoike aku au ia lakou i ka maluhia nui, me ka oiaio.
1821070075	A e hoihoi mai au i ke pio ana o Iuda, a me ke pio ana o ka Iseraela, a kukulu no au ia lakou, e like me ka wa mamua.
18210800a4	A e hoomaemae au ia lakou i ko lakou hewa a pau a lakou i hana hewa mai ai ia'u: a e kala no hoi au i ko lakou hala a pau a lakou i lawehala'i, a kipi mai hoi ia'u.
1821090119	A e lilo mai ia ia'u i inoa e olioli ai, no ka maikai, a no ka nani imua o na lahuikanaka a pau o ka honua, ka poe e lohe ana i ka maikai a pau a'u e hana aku ai ia lakou. A e makau auanei lakou a e haalulu hoi no ka maikai a pau, a no ka pomaikai a pau a'u e haawi aku ai ia wahi.
18210a00e9	Ke olelo mai nei o Iehova; Ma keia wahi, kahi a oukou i olelo ai, ua mehameha, aohe kanaka, aohe holoholona, ma na kulanakauhale o ka Iuda, a ma na alanui o Ierusalema, ua mehameha, aohe kanaka, aohe mea nana e noho, aohe holoholona;
18210b0189	E lohe hou ia no ka leo o ka olioli, a me ka leo o ka hauoli; ka leo o ke kanemare, a me ka leo o ka wahinemare; ka leo hoi o ka poe e olelo ana, E hoomaikai ia Iehova o na kaua, no ka mea, ua maikai o Iehova no kona lokomaikai mau loa; o ko ka poe hoi e lawe ana i na mohai hoomana iloko o ka hale o Iehova. No ka mea, e hoihoi no wau i na pio o ka aina, e like me ka wa mamua, wahi a Iehova.
18210c00cc	Ke olelo mai nei o Iehova o na kaua penei; Ma keia wahi mehameha, kanaka ole, a holoholona ole, a ma kona mau kulanakauhale a pau, e loaa hou no kahi noho no na kahuhipa, e hoomoe ana i ka lakou poe hipa.
18210d011d	Ma na kulanakauhale o na mauna, a ma na kulanakauhale o ke awawa, a ma na kulanakauhale o ke kukuluhema, a ma ka aina o ka Beniamina, a ma na wahi e puni ana ia Ierusalema, a ma na kulanakauhale o ka Iuda, e hele hou ae no na poe hipa malalo iho o ka lima o ka mea helu, wabi a Iehova.
18210e0096	Aia hoi, e hiki mai ana no na la, wahi a Iehova, e hana aku ai au i ka mea maikai a'u i olelo ai i ko ka hale o ka Iseraela, a i ko ka hale o ka Iuda.
18210f0081	Ia mau la, a ia manawa, na'u no e houlu no Davida i ka Lala o ka pono; a nana no e hana i ka hoopono, a me ka pololei ma ka aina.
1821100072	Ia mau la, e hoolaia o ka Iuda, a e noho maluhia hoi o ka Ierusalema, a o kona e kapaia'i, O Iehova ko kakou pono.
182111007e	No ka mea, ke olelo mai nei o Iehova penei; Aole e nelo o Davida i ke kanaka e noho ma ka nohoalii o ko ka hale o ka Iseraela.
1821120092	Aole hoi e nele imua o'u o na kahuna, o na Levi i ke kanaka e kaumaha aku i ka mohaikuni, a e kuni aku i na mohai makana, a e hana i ka mohai mau.
182113003a	Alaila hiki mai ka olelo a Iehova io Ieremia la, i mai la,
1821140091	Ke i mai nei o Iehova penei; Ina hiki ia oukou ke uhai i ka'u berita o ke ao, a me ka'u berita o ka po, i ole ai he ao, a he po i ko laua manawa;
18211500a9	Alaila e uhaiia no hoi ka'u berita me Davida ka'u kauwa, i loaa ole ia ia ke keiki, e noho aupuni maluna o kona nohoalii; a me na Levi, ka poe kahuna, ko'u poe lawelawe.
18211600b4	E like hoi me na hoku o ka lani hiki ole ke helu, a me ke one o ke kai hiki ole ke ana; pela no wau e hoonui ai i ka pua a Davida, a ka'u kauwa, a me na Levi, ka poe lawelawe na'u.
182117003a	Alaila hiki mai ka olelo a Iehova io Ieremia la, i mai la,
18211800e8	Aole anei oe i noonoo i ka mea a keia poe kanaka i olelo ai, i ka i ana'e, O na ohana elua a Iehova i koho ai, ua hoole oia ia lakou? Pela lakou i hoowahawaha'i i ko'u poe kanaka, i pau ae ko lakou noho lahuikanaka ana imua o lakou.
182119007a	Ke i mai nei o Iehova penei; Ina aohe a'u berita me ke ao a me ka po, aole hoi i kau i na kanawai o ka lani a me ka honua;
18211a00f1	Alaila, e hoole no wau i ka pua a Iakoba, a me Davida ka'u kauwa, aole hoi e lawe i kana mamo i alii maluna o ka pua a Aberahama, a me Isaaka, a me Iakoba; no ka mea, e hoihoi no wau i ko lakou pio ana, a e lokomaikai aku no hoi au ia lakou.
1822010116	KA olelo i hiki mai io Ieremia la, mai o Iehova mai, i ka wa i kaua'i o Nebukaneza, ke alii o Babulona, a me kona poe kaua a pau, a me na aupuni a pau o ka honua, na aupuni malalo iho o kona lima, a kaua na kanaka a pau ia Ierusalema, a i kona mau kulanakauhale a pau, i mai la,
182202010e	Ke olelo mai nei o Iehova, ke Akua o ka Iseraela, penei: O hele, a e olelo aku ia Zedekia, ke alii o ka Iuda, a e hai aku ia ia, Ke i mai o Iehova penei; Aia hoi, e haawi no wau i keia kulanakauhale iloko o ka lima o ke alii o Babulona, a e puhi no oia ia wahi i ke ahi.
18220300d9	Aole hoi oe e pakale mai kona lima aku, aka, e pio io no oe, a e haawiia iloko o kona lima; a e ike aku no kou mau maka i na maka o ke alii o Babulona, a e kamailio no kona waha me kou waha, a e hele no oe i Babulona.
1822040080	E Zedekia, ke alii o ka Iuda, e hoolohe mai oe i ka olelo a Iehova; Ke olelo mai nei o Iehova nou, Aole oe e make i ka pahikaua;
18220500d6	E make no oe maloko o ka malubia. Me ke kuni ana no na makua ou, na'lii kahiko mamua ou, pela no lakou e kuni ai i na mea ala nou. A e kanikau lakou ia oe, Auwe ka haku! Ua hai aku no wau i ka olelo, wahi a Iehova.
182206006b	Alaila, olelo aku no o Ieremia ke kaula i keia mau olelo a pau ia Zedekia, ko alii o ka Iuda ma Ierusalema;
18220700cd	A kaua ko alii o ko Babulona poe kaua ia Ierusalema, a i ua kulanakauhale a pau i koe o ka Iuda, ia Lakisa, a ia Azeka; no ka mea, o keia mau kulanakauhale i paa i ka pa i koe o na kulanakauhale o ka Iuda.
18220800b0	O ka olelo i hiki mai io Ieremia la, mai o Iehova mai, mahope iho o ka Zedekia hana ana i berita me ka poe kanaka a pau ma Ierusalema, e kala aku i ko lakou noho kauwa ole ana;
18220900d8	I kuu wale aku kela kanaka keia kanaka i kana kauwakane, a o kela kanaka keia kanaka i kana kauwawahine, ina he Heberakane, a ina he Heberawahine, i hoopaa ole ai kekahi i kona hoahanau Hebera i kauwa luhi wale nana.
18220a00e8	A lohe na'lii a pau, a me na kanaka a pau i komo i ka berita, e hookuu ana kela mea keia mea i kana kauwakane, a o kela mea keia mea i kana kauwawahine, i ole lakou e hoopaa ia lakou i kauwa, alaila hoolohe ae la lakou, a kuu ae la.
18220b00a0	A mahope iho, huli lakou, a hoihoi ae la lakou i na kauwakane, a me na kauwawahine a lakou i kuu iho ai, a hookauwa ae la ia lakou i kauwakane, a i kauwawahine.
18220c004d	Alaila, hiki mai ka olelo a Iehova io Ieremia la, mai o Iehova mai, i mai la,
18220d00cf	Ke i mai nei o Iehova, ke Akua o ka Iseraela penei; Hana aku la au i berita me ko oukou poe kupuna, i ka la a'u i lawe mai ai ia lakou, mai ka aina o Aigupita mai, a mai ka hale mai o ka poe kauwa, i mai la,
18220e012c	I ka pau ana o na makahiki ehiku e kuu aku oukou, o kela kanaka keia kanaka i kona hoahanau i ka Hebera i kuaiia nou; a hookauwa mai oia nau no na makahiki eono, alaila e kuu wale aku oe ia ia, mai ou aku la; aole nae i hoolohe mai ko oukou mau kupuna i ka'u, aole hoi i haliu mai i ko lakou pepeiao.
18220f00d7	Ano iho nei, ua hoohuliia oukou, a ua hana pono kela kanaka keia kanaka imua ou i ke kukala ana aku i ka hookuu wale ia o kona hoalauna: a ua hana hoi oukou i berita imua o'u ma ka hale i heaia ko'u inoa maluna ona:
1822100111	Aka, ua huli oukou, a ua hoohaumia i ko'u inoa, a ua hoihoi mai kela kanaka keia kanaka i kaua kauwakane, o kela kanaka keia kanaka i kana kauwawahine a lakou i kuu wale ai ma ko lakou makemake, a ua hookauwa hou ia lakou, i lilo lakou i kauwakane a i kauwawahine na oukou.
182211014c	Nolaila, ke olelo mai nei o Iehova penei; Aole oukou i hoolohe mai ia'u ma ke kukala ana i ke kuu wale ia o kela kanaka no kona hoahanau, o kela kanaka no kona hoalauna. Aia hoi, ke kukala aku nei au i ke kuu wale ia oukou i ka pahikaua, a i ka mai ahulau, a i ka wi, a e hooauhee aku au ia oukou iloko o na aupuni a pau o ka honua.
18221200cb	A e haawi no wau i na kanaka i lawehala i ka'u berita, o ka poe i hana ole ma na olelo o ka berita a lakou i hana'i imua o'u, ia lakou i oki ae i ke keikihipa mawaena, a hele ae mawaena o kona mau apana.
1822130095	O na'lii o ka Iuda a me na'lii o Ierusalema, na luna a me na kahuna, a me na kanaka a pau o ka aina, ka poe i hele mawaena o na apana o ke keikibipi;
18221400cd	E haawi no wau ia lakou iloko o ka lima o ko lakou poe enemi, a iloko o ka lima o ka poe e imi ana i ko lakou ola. A e lilo no ko lakou kupapau i mea ai na na manu o ka lani, a na na holoholona o ka honua.
18221500f5	A e haawi no hoi au ia Zedekia, ke alii o ka Iuda, a me kana poe alii i ka lima o ko lakou poe enemi, iloko o ka lima o ka poe e imi ana i ko lakou ola, a iloko o ka lima o ka poe kaua o ke alii o Babulona, ka poe i pii aku, mai o oukou aku nei.
18221600e3	Na'u no e kauoha aku, wahi a Iehova, a e hoihoi mai ia lakou i keia kulanakauhale; a e kaua mai lakou ia wahi, a e hoopio, a e puhi ia wahi i ke ahi. A e hoolilo wau i na kulanakauhale o ka Iuda i mehameha, aohe mea e noho ana.
1823010077	KA olelo i hiki mai io Ieremia la, mai o Iehova mai i na la o Iehoiakima ke keiki a Iosia, ke alii o ka Iuda, i mai la,
182302009c	O hele oe i ka hale o ka Rekaba, a e olelo aku ia lakou, a e lawe mai ia lakou i ka hale o Iehova, a iloko o kekahi keena, a e hoohainu ia lakou i ka waina.
18230300a7	Alaila, kii aku la au ia Iaazania i ke keiki a Ieremia, ke keiki a Habazinia, a me kona poe hoahanau, a me kana mau keikikane a pau, a me ko ka hale a pau o ka Rekaba;
18230400e5	A lawe ae la au ia lakou iloko o ka hale o Iehova, a iloko o ke keena o na keiki a Hanana, ke keiki a Igedalia, he kanaka no ke Akua, aia kokoke i ke keena o na'lii, maluna hoi o ke keena o Maaseia ke keiki a Saluma, ke kiaipuka.
182305008a	A imua o na kanaka o ka hale o ka Rekaba, kau aku la au i mau ipu i piha i ka waina, a me na kiaha, a i aku la au, E inu oukou i ka waina.
18230600e5	Alaila, olelo mai la lakou, Aole makou e inu i ka waina; no ka mea, kauoha mai la o Ionadaba ke keiki a Rekaba ko makou kupuna ia makou, i mai la, Mai inu oukou i ka waina, o oukou, a me ka oukou poe keiki, a i ka manawa pau ole.
18230700cd	Mai kukulu hale hoi oukou, mai lulu hua, mai kanu pawaina, aole na oukou ia; aka, i ko oukou mau la a pau, e noho oukou ma na halelewa, i nui na la o ko oukou ola ana ma ka aina a oukou i noho malihini ai.
182308010d	Pela makou i hoolohe ai i ka leo o Ionadaba, ke keiki a Rekaba, ko makou kupunakane, ma na mea a pau ana i kauoha mai ai ia makou, e inu ole i ka waina i ko makou mau la a pau, o makou a me ka makou poe wahine, a me ka makou poe keikikane a me ka makou poe kaikamahine.
1823090063	Aole hoi e kukulu hale no makou e noho ai iloko; aole hoi o makou pawaiua, aole mahinaai, aole hua.
18230a0087	Aka, ua noho makou ma na halelewa, a ua hoolohe, a ua hana e like me na mea a pau a Ionadaba, ko makou kupuna i Kauoha mai ai ia makou.
18230b00f5	A i ka manawa i pii mai ai i kela aina o Nebukaneza ke alii o Babulona, alaila, i iho la makou, Ea, o haele kakou i Ierusalema no ka makau i ka poe kaua o ko Kaledea, a no ka makau i ka poe kaua o ko Suria; nolaila makou e noho nei i Ierusalema.
18230c003b	Alaila, hiki mai la ka olelo a Iehova ia Ieremia, i mai la,
18230d00e7	Ke olelo mai nei o Iehova o na kaua, ke Akua o ka Iseraela penei; O hele e hai aku i na kanaka, i ka Iuda, a me ka poe noho ma Ierusalema, Aole anei oukou e ae i ke ao ana, aole anei oukou e hoolohe i ka'u mau olelo? wahi a Iehova.
18230e0132	O na olelo a Ionadaba, ke keiki a Rekaba ana i kauoha iho ai i kana poe keiki, aole e inu i ka waina, ua malamaia. No ka mea, a hiki mai i keia la, ua inu ole lakou, a ua malama hoi i ke kauoha a ka makua. Aka, ua olelo aku no wau ia oukou, e ala ana i ka wanaao e olelo, aole nae oukou i hoolohe mai ia'u.
18230f01a7	Ua hoouna aku no hoi au io oukou la, i ka'u poe kauwa a pau, i na kaula, e ala ana i ka wanaao e hoouna, me ka olelo aku, E hoi mai kela mea keia mea o oukou, mai kona aoao hewa mai, a e hooponopono i ka oukou hana ana; a mai hele mahope o na akua e, e malama ia lakou, a e noho no oukou ma ka aina a'u i haawi aku ai ia oukou, a i ko oukou poe makua; aole nae oukou i haliu mai i ko oukou pepeiao, aole i hoolohe mai ia'u.
182310009a	No ka mea, ua malama na keiki a Ionadaba, ke keiki a Rekaba i ke kauoha o ko lakou makua, ana i kauoha ai ia lakou; a ua hoolohe ole keia poe kanaka ia'u:
182311013b	Nolaila, ke olelo mai nei o Iehova, ke Akua o na kaua, ke Akua o ka Iseraela; Aia hoi, E lawe mai no wau maluna o ka Iuda, a maluna o ka poe a pau e noho la ma Ierusalema i ka hewa a pau a'u i olelo ai ia lakou: no ka mea, ua olelo no wau ia lakou, aole lakou i lohe mai; ua hea aku au ia lakou, aole lakou i o mai.
182312011b	Olelo ae la o Ieremia i ko ka hale o ka Rekaba, Ke olelo mai nei o Iehova o na kaua, ke Akua o ka Iseraela, penei; No ka mea, ua hoolohe oukou i ke kauoha a Ionadaba, ko oukou kupunakane, a malama hoi i kona mau kanawai, a ua hana e like me ua mea a pau aua i kauoha mai ai ia oukou;
18231300a6	Nolaila, ke olelo mai nei o Iehova o na kaua, ke Akua o ka Iseraela, Aole e nele o Ionadaba, ke keiki a Rekaba, i ke kanaka e ku imua o'u, a hiki i ka manawa pau ole.
1824010081	I KA makahiki eha o Iehoiakima, ke keiki a Iosia, ke alii o ka Iuda, hiki mai keia olelo io Ieremia la, mai Iehova mai, i mai la,
18240200e7	E lawe oe i owili palapala nau, a e kakau iloko i na olelo a pau a'u i olelo aku ai ia oe no ka Iseraela, a no ka Iuda, a no na lahuikanaka a pau, mai na la mai a'u i olelo aku ai ia oe, mai na la mai o Iosia, a hiki mai i keia la.
18240300d6	E lohe auanei paha ko ka hale o ka Iuda i ka hewa a pau a'u e manao nei e hana aku ai ia lakou; a nolaila e huli kela kanaka keia kanaka mai kona aoao hewa mai, i kala aku ai au i ko lakou hala, a me ko lakou hewa.
182404009e	Alaila, hea ae la o Ieremia ia Baruka, i ke keiki a Neria, a kakau iho la o Baruka, mai ka waha mai o Ieremia, i na olelo a pau a Iehova ana i olelo ai ia ia.
1824050069	A kauoha ae la o Ieremia ia Baruka, i ae la, Ua paa wau, aole hiki ia'u ke hele iloko o ka hale o Iehova;
182406011b	Nolaila, o hele oe e heluhelu i ka owili au i kakau ai mamuli o ko'u waha, i na olelo hoi a Iehova ma na pepeiao o na kanaka maloko o ka hale o Iehova, i ka la e hookeai ai. A e heluhelu no hoi oe ia ma na pepeiao o ka Iuda a pau i hele mai, mailoko mai o ko lakou mau kulanakauhale.
182407009c	Ina paha e nonoi lakou ia Iehova, a huli kela mea keia mea, mai koua aoao hewa mai. No ka mea, ua nui ka huhu a me ka inaina a Iehova i hai aku ai ia lakou.
18240800be	A hana iho la o Baruka ke keiki a Neria, e like me na mea a pau a Ieremia, ke kaula i kauoha mai ai ia ia, e heluhelu ana ma ka palapala, i na olelo a pau a Iehova maloko o ka hale o Iehova.
18240900fc	A i ka makahiki elima o Iehoiakima, ke keiki a Iosia, ke alii o ka Iuda, i ka iwa o ka malama, kala ae la lakou i ka hookeai o na kanaka a pau ma Ierusalema imua o Iehova, a o na kanaka a pau i hele mai i Ierusalema, mai na kalanakauhale o ka Iuda mai.
18240a010e	Alaila, heluhelu aku la o Baruka maloko o ka buke, i na olelo a pau a Ieremia, iloko o ka hale o Iehova, maloko o ke keena o Gemaria ke keiki a Sapana, ke kakauolelo, ma ke kahua maluna, ma ke komo ana o ka pukapa hou o ka hale o Iehova, ma na pepeiao o na kanaka a pau.
18240b0066	A lohe o Mikaia, ke keiki a Gemaria ke keiki a Sapana, i na olelo a pau a Iehova maloko mai o ka buke;
18240c011c	Alaila, iho iho la ia ilalo i ka hale o ke alii, i ke keena o ke kakauolelo. Aia hoi, e noho ana na'lii a pau malaila, o Elisama ke kakauolelo, o Delaia ke keiki a Semaia, o Elenatana ke keiki a Akebora, o Gemaria ke keiki a Sapana, a me Zedekia ke keiki o Hanenia, a me na'lii a pau.
18240d0080	Alaila, hai ae la o Mikaia ia lakou i na olelo a pau ana i lohe ai, ia Baruka i heluhelu ai i ka buke ma na pepeiao o na kanaka.
18240e013b	Hoouna aku la na'lii a pau ia Iehudi, ke keiki a Netania, ke keiki a Selemia, ke keiki a Kusi, io Baruka la, i aku la, E lawe oe ma kou lima i ka owili, ka mea au i heluhelu ai ma na pepeiao o na kanaka, a e hele mai. Alaila, lawe iho la o Baruka, ke keiki a Neria i ka owili ma kona lima, a hele ae la io lakou la.
18240f007f	I mai la lakou ia ia, E noho iho oe, a e heluhelu mai ia mea ma ko makou pepeiao. Heluhelu iho la o Baruka ma ko lakou pepeiao.
18241000a9	A i ko lakou lohe ana i na oleie a pau, makau ae la lakou, o kekahi, a me kekahi, a olelo mai la ia Baruka, Oiaio no e hai aku no makou i ke alii i keia mau olelo a pau.
1824110072	Ninau mai la lakou ia Baruka, i mai la, E hai mai oe, ea, pehea kau kakau ana i keia mau olelo a pau na kona waha?
182412008c	Alaila, hai aku la o Baruka ia lakou, Nana no i olelo mai ia'u i keia mau olelo a pau ma kona waha, a na'u no i kakau i ka inika ma ka buke.
1824130072	Alaila, olelo mai la na'lii ia Baruka, o hele, a pee, o oe, a me Ieremia. Mai hoike i kekahi kanaka i kahi o olua.
18241400c3	A komo aku la lakou iloko i ke alii maloko o ke kahua, ua kau aku la nae lakou i ka owili maloko o ke keena o Eliasama, ke kakauolelo, a hai aku la lakou i na olelo a pau ma na pepeiao o ke alii.
18241500f7	Alaila hoouna ae la ke alii ia Iehudi e lawe mai i ka owili; a lawe ae la oia ia mea mailoko aku o ke keena o Elisama, ke kakauolelo. A heluhelu iho la o Iehudi ia mea ma na pepeiao o ke alii, a ma na pepeiao o na'lii a pau e ku pu ana me ke alii.
1824160068	E noho ana no ke alii maloko o ka hale hoilo, i ka malama eiwa; a e a ana ke ahi ma ka ipu ahi imua ona.
18241700bb	A heluhelu o Iehudi i ekolu, a i eha paha lalani, alaila, okioki ae la oia ia mea i ka pahipeni, a hoolei aku la iloko o ke ahi ma ka ipu ahi, a pau ka owili i ke ahi maluna o ka ipu ahi.
1824180080	Aole nae lakou i makau, aole i haehae i ko lakou aahu, aole ke alii, aole kekahi o kana mau kauwa i lohe i keia mau olelo a pau.
182419007e	Aka, ua nonoi aku a Elenatana a me Delaia a me Gemaria i ke alii i ole ia e puhi i ka owili. Aole ia i hoolohe mai i ka lakou.
18241a00d5	Alaila, kena ae la ke alii ia Ierameela, ke keiki a Hameleka, a me Seraia, ke keiki a Azeriela, a me Selemia, ke keiki a Abedeela, e kii ia Baruka i ke kakauolelo, a me Ieremia ke kaula; huna nae o Iehova ia laua.
18241b00a6	Alaila hiki mai ka olelo a Iehova io Ieremia la, mahope iho o ka puhi ana o ke alii i ka owili, a me na olelo o Baruka i kakau ai mai ka waha mai o Ieremia, i mai la,
