0100000006	Mwanzo
1377310040	Kumbuka neno lako kwa mtumishi wako, kwa sababu umenipa tumaini.
137732004c	Faraja yangu katika mateso yangu ni hii: Ahadi yako inahifadhi maisha yangu.
137733004c	Wenye majivuno wamenisimanga bila kuchoka, hata hivyo sitaiacha sheria yako.
137734004a	Ee Mwenyezi Mungu, ninazikumbuka sheria zako za zamani, nazo zinanifariji.
137735004b	Nimeshikwa sana na ghadhabu kwa ajili ya waovu, ambao wameacha sheria yako.
1377360039	Maagizo yako ni kiini cha nyimbo zangu popote ninapoishi.
1377370055	Ee Mwenyezi Mungu, wakati wa usiku ninalikumbuka jina lako, nami nitatii sheria yako.
1377380036	Hili limekuwa zoezi langu: nami ninayatii mausia yako.
1377390046	Ee Mwenyezi Mungu, wewe ni fungu langu, nimeahidi kuyatii maneno yako.
13773a004a	Nimetafuta uso wako kwa moyo wangu wote, nihurumie sawasawa na ahadi yako.
13773b0046	Nimezifikiri njia zangu na nimeelekeza hatua zangu katika mausia yako.
13773c0032	Nitafanya haraka bila kuchelewa kuzitii amri zako.
13773d0036	Hata waovu wanifunge kwa kamba, sitasahau sheria yako.
13773e0047	Usiku wa manane ninaamka kukushukuru kwa sababu ya sheria zako za haki.
13773f0049	Mimi ni rafiki kwa wale wote wanaokucha, kwa wote wanaofuata mausia yako.
1377400045	Ee Mwenyezi Mungu, dunia imejaa upendo wako, nifundishe maagizo yako.
1377410044	Mtendee wema mtumishi wako Ee Mwenyezi Mungu, sawasawa na neno lako.
1377420041	Nifundishe maarifa na uamuzi mzuri, kwa kuwa ninaamini amri zako.
1377430045	Kabla sijapata shida nilipotea njia, lakini sasa ninalitii neno lako.
137744003b	Wewe ni mwema, unalotenda ni jema, nifundishe maagizo yako.
1377450056	Ingawa wenye majivuno wamenisingizia uongo, nitafuata mausia yako kwa moyo wangu wote.
1377460043	Mioyo yao ni katili na migumu, bali mimi napendezwa na sheria yako.
1377470042	Ilikuwa vyema mimi kupata shida ili nipate kujifunza maagizo yako.
1377480067	Sheria inayotoka kinywani mwako ina thamani kubwa kwangu kuliko maelfu ya vipande vya fedha na dhahabu.
1377490050	Mikono yako iliniumba na kunitengeneza, nipe ufahamu niweze kujifunza amri zako.
13774a005b	Wale wanaokucha na wafurahie wanaponiona, kwa kuwa nimeweka tumaini langu katika neno lako.
13774b005b	Ee Mwenyezi Mungu, ninajua kwamba sheria zako ni za haki, katika uaminifu wako umeniadhibu.
13774c0050	Upendo wako usiokoma uwe faraja yangu, sawasawa na ahadi yako kwa mtumishi wako.
13774d0049	Huruma yako na inijie ili nipate kuishi, kwa kuwa naifurahia sheria yako.
13774e0069	Wenye majivuno na waaibishwe kwa kunikosea mimi bila sababu, lakini mimi nitatafakari juu ya mausia yako.
13774f0046	Wale wanaokucha na wanigeukie mimi, hao ambao wanazielewa sheria zako.
1377500047	Moyo wangu usiwe na lawama katika kutii maagizo yako, ili nisiaibishwe.
137751005e	Nafsi yangu inazimia kwa kutamani wokovu wako, lakini nimeweka tumaini langu katika neno lako.
137752004e	Macho yangu yamefifia, nikingoja ahadi yako; ninasema, “Utanifariji lini?”
1377530046	Ingawa nimekuwa kama kiriba kwenye moshi, bado sijasahau maagizo yako.
137754004c	Mtumishi wako itampasa angoje hadi lini? Ni lini utawaadhibu washtaki wangu?
137755003d	Wenye majivuno wananichimbia mashimo, kinyume na sheria yako.
1377560054	Amri zako zote ni za kuaminika; unisaidie, kwa sababu watu wananishtaki bila sababu.
137757004d	Walikaribia kabisa kunifuta kutoka uso wa dunia, lakini sijaacha mausia yako.
1377580054	Yahifadhi maisha yangu sawasawa na upendo wako, nami nitatii sheria za kinywa chako.
1377590045	Ee Mwenyezi Mungu, neno lako ni la milele, linasimama imara mbinguni.
13775a0048	Uaminifu wako unaendelea kwa vizazi vyote, umeiumba dunia, nayo inadumu.
13775b0041	Sheria zako zinadumu hadi leo, kwa kuwa vitu vyote vinakutumikia.
13775c0041	Kama nisingefurahia sheria yako, ningeangamia katika taabu zangu.
13775d0045	Sitasahau mausia yako kamwe, kwa maana kwayo umehifadhi maisha yangu.
13775e0041	Uniokoe, kwa maana mimi ni wako, kwa kuwa nimetafuta mausia yako.
13775f0042	Waovu wanangojea kuniangamiza, bali mimi ninatafakari sheria zako.
1377600049	Katika ukamilifu wote ninaona mna kikomo, lakini amri zako hazina mwisho.
1377610048	Aha! Tazama, sheria yako naipenda mno ajabu. Ninaitafakari mchana kutwa.
1377620048	Amri zako zimenipa hekima kuliko adui zangu, kwa kuwa nimezishika daima.
137763004e	Nina akili kuliko walimu wangu wote, kwa kuwa ninatafakari kuhusu sheria zako.
137764003a	Nina ufahamu kuliko wazee, kwa kuwa ninayatii mausia yako.
1377650050	Nimezuia miguu yangu isiende kwenye kila njia mbaya, ili niweze kutii neno lako.
137766003d	Sijaziacha sheria zako, kwa kuwa umenifundisha wewe mwenyewe.
1377670059	Tazama jinsi maneno yako yalivyo matamu kwangu, matamu kuliko asali katika kinywa changu!
137768004e	Ninapata ufahamu kutoka mausia yako, kwa hiyo ninachukia kila njia ya upotovu.
137769003c	Neno lako ni taa ya miguu yangu na mwanga katika njia yangu.
13776a0040	Nimeapa na nimethibitisha, kwamba nitafuata sheria zako za haki.
13776b0051	Nimeteseka sana, uhifadhi maisha yangu, Ee Mwenyezi Mungu, sawasawa na neno lako.
13776c0050	Ee Mwenyezi Mungu, pokea sifa za hiari za kinywa changu, nifundishe sheria zako.
13776d0043	Ingawa maisha yangu yako hatarini siku zote, sitasahau sheria yako.
13776e0039	Waovu wamenitegea mtego, lakini sijayakiuka maagizo yako.
13776f0041	Sheria zako ni urithi wangu milele, naam ni furaha ya moyo wangu.
137770003d	Nimekusudia moyoni mwangu kuyafuata maagizo yako hadi mwisho.
137771003b	Ninachukia watu wa nia mbili, lakini ninapenda sheria yako.
137772004e	Wewe ni kimbilio langu na ngao yangu, nimeweka tumaini langu katika neno lako.
137773004d	Ondokeni kwangu, ninyi mtendao maovu, ili niweze kushika amri za Mungu wangu!
1377740054	Nihifadhi sawasawa na ahadi yako, nami nitaishi; usiache matumaini yangu yakavunjwa.
1377750044	Nitegemeze, nami nitaokolewa, nami daima nitayaheshimu maagizo yako.
137776004b	Unawakataa wote wanaoyaasi maagizo yako, kwa maana udanganyifu wao ni bure.
1377770047	Waovu wa nchi unawatupa kama takataka, kwa hivyo nazipenda sheria zako.
1377780044	Mwili wangu unatetemeka kwa kukuogopa wewe, ninaziogopa sheria zako.
1377790043	Nimetenda yaliyo haki na sawa, usiniache mikononi mwa watesi wangu.
13777a0044	Mhakikishie mtumishi wako usalama, usiache wenye kiburi wanidhulumu.
13777b0052	Macho yangu yamefifia, yakitazamia wokovu wako, na kuitazamia ahadi yako ya kweli.
13777c004b	Mtendee mtumishi wako kulingana na upendo wako na unifundishe maagizo yako.
13777d0042	Mimi ni mtumishi wako; nipe busara ili niweze kuelewa sheria zako.
13777e0053	Ee Mwenyezi Mungu, wakati wako wa kutenda umewadia, kwa kuwa sheria yako inavunjwa.
13777f004d	Kwa sababu nazipenda amri zako zaidi ya dhahabu, naam, zaidi ya dhahabu safi,
137780004a	na kwa sababu naona maagizo yako yote ni adili, nachukia kila njia potovu.
1377810029	Sheria zako ni za ajabu, hivyo ninazitii.
137782003e	Kuingia kwa maneno yako kunaleta nuru, kunampa mjinga ufahamu.
1377830039	Nimefungua kinywa changu na kuhema, nikitamani amri zako.
1377840050	Nigeukie na unihurumie, kama uwafanyiavyo siku zote wale wanaolipenda jina lako.
137785004b	Ongoza hatua zangu kulingana na neno lako, usiache dhambi yoyote initawale.
137786003b	Niokoe na uonevu wa wanadamu, ili niweze kutii mausia yako.
137787003a	Mwangazie mtumishi wako uso wako na unifundishe amri zako.
1377880050	Chemchemi za machozi zinatiririka machoni yangu, kwa kuwa sheria yako haifuatwi.
137789003e	Ee Mwenyezi Mungu, wewe ni mwenye haki, sheria zako ni sahihi.
13778a003a	Sheria ulizoziweka ni za haki, ni za kuaminika kikamilifu.
13778b004b	Jitihada yangu imenidhoofisha, kwa kuwa adui zangu wanayapuuza maneno yako.
13778c003d	Ahadi zako zimejaribiwa kikamilifu, mtumishi wako anazipenda.
13778d0037	Ingawa ni mdogo na ninadharauliwa, sisahau mausia yako.
13778e0030	Haki yako ni ya milele, na sheria yako ni kweli.
13778f003c	Shida na dhiki zimenipata, lakini amri zako ni furaha yangu.
137790003f	Sheria zako ni sahihi milele, hunipa ufahamu ili nipate kuishi.
137791004e	Ee Mwenyezi Mungu, ninakuita kwa moyo wangu wote, nami nitayatii maagizo yako.
137792002f	Ninakuita; niokoe nami nitazishika sheria zako.
1377930057	Ninaamka asubuhi na mapema na kukuomba msaada; nimeweka tumaini langu katika neno lako.
137794004b	Sikufumba macho yangu usiku kucha, ili niweze kutafakari juu ya ahadi zako.
1377950070	Usikie sauti yangu sawasawa na upendo wako, Ee Mwenyezi Mungu, uyahifadhi maisha yangu, sawasawa na sheria zako.
1377960051	Wale wanaopanga mipango miovu wako karibu nami, lakini wako mbali na sheria yako.
137797004b	Ee Mwenyezi Mungu, hata hivyo wewe u karibu, na amri zako zote ni za kweli.
1377980056	Tangu zamani nimejifunza kutoka shuhuda zako kwamba umezithibitisha ili zidumu milele.
1377990040	Yaangalie mateso yangu, uniokoe, kwa kuwa sijasahau sheria yako.
13779a005b	Nitetee katika hali hii yangu na unikomboe, uyahifadhi maisha yangu sawasawa na ahadi yako.
13779b003c	Wokovu uko mbali na waovu, kwa kuwa hawatafuti maagizo yako.
13779c0057	Ee Mwenyezi Mungu, huruma zako ni kuu, uyahifadhi maisha yangu sawasawa na sheria zako.
13779d003e	Adui wanaonitesa ni wengi, lakini mimi sitaziacha sheria zako.
13779e0040	Ninawatazama wasioamini kwa chuki, kwa kuwa hawalitii neno lako.
13779f006b	Tazama jinsi ninavyopenda mausia yako; Ee Mwenyezi Mungu, uyahifadhi maisha yangu, sawasawa na upendo wako.
1377a00041	Maneno yako yote ni kweli, sheria zako zote za haki ni za milele.
1377a1004d	Watawala wamenitesa bila sababu, lakini moyo wangu unatetemeka kwa neno lako.
1377a20035	Nafurahia ahadi zako kama mtu aliyepata mateka mengi.
1377a30043	Ninachukia na kuchukizwa sana na uongo, lakini napenda sheria yako.
1377a40040	Ninakusifu mara saba kwa siku, kwa ajili ya sheria zako za haki.
1377a5004f	Wanaopenda sheria yako wana amani tele, wala hakuna kitu kinachoweza kuwakwaza.
1377a60044	Ee Mwenyezi Mungu, ninangojea wokovu wako, nami ninafuata amri zako,
1377a70032	Ninazitii sheria zako, kwa sababu ninazipenda mno.
1377a80050	Nimetii mausia yako na sheria zako, kwa kuwa njia zangu zote zinajulikana kwako.
1377a90059	Ee Mwenyezi Mungu, kilio changu na kifike mbele zako, nipe ufahamu sawasawa na neno lako.
1377aa0041	Maombi yangu na yafike mbele zako, niokoe sawasawa na ahadi yako.
1377ab0044	Midomo yangu na ibubujike sifa, kwa kuwa unanifundisha maagizo yako.
1377ac004a	Ulimi wangu na uimbe kuhusu neno lako, kwa kuwa amri zako zote ni za haki.
1377ad0042	Mkono wako uwe tayari kunisaidia, kwa kuwa nimechagua mausia yako.
1377ae004a	Ee Mwenyezi Mungu, ninatamani wokovu wako, na sheria yako ni furaha yangu.
1377af0040	Nijalie kuishi ili nipate kukusifu, na sheria zako zinitegemeze.
1377b0005b	Nimetangatanga kama kondoo aliyepotea. Mtafute mtumishi wako, kwa kuwa sijasahau amri zako.
137801004e	Wimbo wa kwenda juu. Katika dhiki yangu namwita Mwenyezi Mungu, naye hunijibu.
137802004a	Ee Mwenyezi Mungu, uniokoe kutoka midomo ya uongo na ndimi za udanganyifu.
1378030041	Atakufanyia nini, au akufanyie nini zaidi, ewe ulimi mdanganyifu?
1378040051	Atakuadhibu kwa mishale mikali ya shujaa, kwa makaa yanayowaka ya mti wa mretemu.
137805004e	Ole wangu kwa kuwa naishi Mesheki, kwamba naishi katikati ya mahema ya Kedari!
137806003c	Nimeishi muda mrefu mno miongoni mwa wale wanaochukia amani.
137807003b	Mimi ni mtu wa amani; lakini ninaposema, wao wanataka vita.
1379010055	Wimbo wa kwenda juu. Nayainua macho yangu natazama milima: msaada wangu utatoka wapi?
1379020042	Msaada wangu hutoka kwa Mwenyezi Mungu, Muumba wa mbingu na dunia.
1379030038	Hatauacha mguu wako uteleze, yeye akulindaye hatasinzia,
1379040040	hakika, yeye alindaye Israeli hatasinzia wala hatalala usingizi.
137905004c	Mwenyezi Mungu anakulinda, Mwenyezi Mungu ni uvuli wako mkono wako wa kuume,
1379060035	jua halitakudhuru mchana, wala mwezi wakati wa usiku.
1379070042	Mwenyezi Mungu atakukinga na madhara yote, atayalinda maisha yako,
137908004d	Mwenyezi Mungu atakulinda unapoingia na unapotoka, tangu sasa na hata milele.
137a010073	Wimbo wa kwenda juu. Wa Daudi. Nilishangilia pamoja na wale walioniambia, “Twende nyumbani mwa Mwenyezi Mungu.”
137a020034	Ee Yerusalemu, miguu yetu imesimama malangoni mwako.
137a030039	Yerusalemu imejengwa vyema kama mji ulioshikamana pamoja.
137a04007f	Huko ndiko makabila hukwea, makabila ya Mwenyezi Mungu, kulisifu jina la Mwenyezi Mungu kulingana na maagizo waliopewa Israeli.
137a050040	Huko viti vya hukumu hukaa, viti vya ufalme vya nyumba ya Daudi.
137a06004b	Omba kwa ajili ya amani ya Yerusalemu: “Wote wanaokupenda na wawe salama.
137a070043	Amani na iwe ndani ya kuta zako, na usalama ndani ya ngome zako.”
137a080049	Kwa ajili ya ndugu na rafiki zangu, nitasema, “Amani iwe ndani yako.”
137a09004d	Kwa ajili ya nyumba ya Mwenyezi Mungu, Mungu wetu, nitatafuta mafanikio yako.
137b01006c	Wimbo wa kwenda juu. Ninayainua macho yangu kwako, kwako wewe unayeketi mbinguni kwenye kiti chako cha enzi.
137b0200c7	Kama vile macho ya watumwa yatazamavyo mkono wa bwana wao, kama vile macho ya mjakazi yatazamavyo mkono wa bibi yake, ndivyo macho yetu yamtazamavyo Mwenyezi Mungu, Mungu wetu, hadi atakapotuhurumia.
137b03004d	Uturehemu, Ee Mwenyezi Mungu, uturehemu, kwa maana tumevumilia dharau nyingi.
137b04005c	Tumevumilia dhihaka nyingi kutoka kwa wenye kiburi, dharau nyingi kutoka kwa wenye majivuno.
137c010060	Wimbo wa kwenda juu. Wa Daudi. Kama Mwenyezi Mungu hangekuwa upande wetu; Israeli na aseme sasa:
137c020042	kama Mwenyezi Mungu hangekuwa upande wetu, watu walipotushambulia,
137c030038	hasira yao ilipowaka dhidi yetu, wangetumeza tukiwa hai,
137c040033	mafuriko yangegharikisha, maji mengi yangetufunika,
137c050021	maji yaendayo kasi yangetuchukua.
137c060044	Ahimidiwe Mwenyezi Mungu, ambaye hakuruhusu turaruliwe kwa meno yao.
137c070052	Tumeponyoka kama ndege kutoka mtego wa mwindaji; mtego umevunjika, nasi tumeokoka.
137c080048	Msaada wetu ni katika jina la Mwenyezi Mungu, Muumba wa mbingu na dunia.
137d010078	Wimbo wa kwenda juu. Wale wamtumainio Mwenyezi Mungu ni kama Mlima Sayuni, ambao hauwezi kutikisika, bali wadumu milele.
137d02006a	Kama milima inavyozunguka Yerusalemu, ndivyo Mwenyezi Mungu anavyowazunguka watu wake sasa na hata milele.
137d030075	Fimbo ya waovu haitadumu juu ya nchi waliyopewa wenye haki, ili wenye haki wasije wakatumia mikono yao kutenda ubaya.
137d040048	Ee Mwenyezi Mungu, watendee mema walio wema, wale walio wanyofu wa moyo.
137d050076	Bali wale wanaogeukia njia zilizopotoka, Mwenyezi Mungu atawafukuza pamoja na watenda maovu. Amani iwe juu ya Israeli.
137e010064	Wimbo wa kwenda juu. Mwenyezi Mungu alipowarejesha mateka Sayuni, tulikuwa kama watu walioota ndoto.
137e020098	Vinywa vyetu vilijaa kicheko, ndimi zetu zilijaa nyimbo za shangwe. Ndipo iliposemwa miongoni mwa mataifa, “Mwenyezi Mungu amewatendea mambo makuu.”
137e03003c	Mwenyezi Mungu ametutendea mambo makuu, nasi tumejaa furaha.
137e04004e	Ee Mwenyezi Mungu, turejeshee watu wetu waliotekwa, kama vijito katika Negebu.
137e050034	Wapandao kwa machozi watavuna kwa nyimbo za shangwe.
137e060079	Yeye azichukuaye mbegu zake kwenda kupanda, huku akilia, atarudi kwa nyimbo za shangwe, akichukua miganda ya mavuno yake.
137f010096	Wimbo wa kwenda juu. Wa Sulemani. Mwenyezi Mungu asipoijenga nyumba, wajengao hufanya kazi bure. Mwenyezi Mungu asipoulinda mji, walinzi wakesha bure.
137f020076	Mnajisumbua bure kuamka mapema na kuchelewa kulala, mkitaabikia chakula: kwa maana yeye huwapa usingizi wapendwa wake.
137f03004a	Watoto ni urithi unaotoka kwa Mwenyezi Mungu, uzao ni zawadi kutoka kwake.
137f040053	Kama mishale mikononi mwa shujaa ndivyo walivyo wana awazaao mtu katika ujana wake.
137f05005b	Heri mtu ambaye podo lake limejazwa nao. Hawataaibishwa wanaposhindana na adui zao langoni.
1380010057	Wimbo wa kwenda juu. Heri wale wote wamchao Mwenyezi Mungu, wanaoenda katika njia zake.
1380020041	Utakula matunda ya kazi yako; baraka na mafanikio vitakuwa vyako.
1380030080	Mke wako atakuwa kama mzabibu uzaao ndani ya nyumba yako; wana wako watakuwa kama machipukizi ya mizeituni kuizunguka meza yako.
1380040039	Hivyo ndivyo atakavyobarikiwa mtu amchaye Mwenyezi Mungu.
1380050064	Mwenyezi Mungu na akubariki kutoka Sayuni siku zote za maisha yako, na uone mafanikio ya Yerusalemu,
1380060049	nawe ujaliwe kuishi uone watoto wa watoto wako. Amani iwe juu ya Israeli.
138101004e	Wimbo wa kwenda juu. Wamenitesa sana tangu ujana wangu; Israeli na aseme sasa:
138102003e	wamenitesa sana tangu ujana wangu, lakini bado hawajanishinda.
138103003f	Wakulima wamelima mgongo wangu, na kufanya mifereji yao mirefu.
1381040046	Lakini Mwenyezi Mungu ni mwenye haki; amenifungua toka kamba za waovu.
138105003b	Wale wote wanaoichukia Sayuni na warudishwe nyuma kwa aibu.
138106003d	Wawe kama majani juu ya paa, ambayo hunyauka kabla hayajakua;
1381070051	kwa hayo mvunaji hawezi kujaza vitanga vyake, wala akusanyaye kujaza mikono yake.
1381080079	Wale wapitao karibu na wasiseme, “Baraka ya Mwenyezi Mungu iwe juu yako; tunakubariki katika jina la Mwenyezi Mungu.”
1382010045	Wimbo wa kwenda juu. Kutoka vilindini ninakulilia, Ee Mwenyezi Mungu.
1382020057	Ee Bwana, sikia sauti yangu. Masikio yako na yawe masikivu kwa kilio changu unihurumie.
1382030061	Kama wewe, Ee Mwenyezi Mungu, ungeweka kumbukumbu ya dhambi, Ee Bwana, ni nani angeweza kusimama?
1382040033	Lakini kwako kuna msamaha, kwa hiyo wewe unaogopwa.
1382050057	Namngojea Mwenyezi Mungu, nafsi yangu inangojea, katika neno lake naweka tumaini langu.
138206006c	Nafsi yangu inamngojea Bwana kuliko walinzi waingojeavyo asubuhi, naam, kuliko walinzi waingojeavyo asubuhi.
1382070072	Ee Israeli, mtumaini Mwenyezi Mungu, maana kwa Mwenyezi Mungu kuna upendo usiokoma, na kwake kuna ukombozi kamili.
1382080038	Yeye mwenyewe ataikomboa Israeli kutoka dhambi zao zote.
13830100aa	Wimbo wa kwenda juu. Wa Daudi. Moyo wangu hauna kiburi, Ee Mwenyezi Mungu, macho yangu hayajivuni; sijishughulishi na mambo makuu kunizidi wala mambo ya ajabu mno kwangu.
13830200a7	Lakini nimetuliza na kunyamazisha nafsi yangu; kama mtoto aliyeachishwa kunyonya na mama yake, kama mtoto aliyeachishwa kunyonya ndivyo ilivyo nafsi iliyo ndani yangu.
138303003e	Ee Israeli, mtumaini Mwenyezi Mungu tangu sasa na hata milele.
1384010056	Wimbo wa kwenda juu. Ee Mwenyezi Mungu, mkumbuke Daudi na taabu zote alizozistahimili.
1384020053	Aliapa kiapo kwa Mwenyezi Mungu na akaweka nadhiri kwa Yule Mwenye Nguvu wa Yakobo:
1384030038	“Sitaingia nyumbani mwangu au kwenda kitandani mwangu:
1384040041	sitaruhusu usingizi katika macho yangu, wala kope zangu kusinzia,
138405005d	hadi nitakapompatia Mwenyezi Mungu mahali, makao kwa ajili ya Yule Mwenye Nguvu wa Yakobo.”
138406004b	Tulisikia habari hii huko Efrata, tulikutana nayo katika mashamba ya Yaara:
138407004d	“Twendeni kwenye makao yake, na tuabudu kwenye kiti cha kuwekea miguu yake;
1384080057	inuka, Ee Mwenyezi Mungu, uje mahali pako pa kupumzikia, wewe na Sanduku la nguvu zako.
1384090047	Makuhani wako na wavikwe haki, watakatifu wako na waimbe kwa furaha.”
13840a003f	Kwa ajili ya Daudi mtumishi wako, usimkatae mpakwa mafuta wako.
13840b0095	Mwenyezi Mungu alimwapia Daudi kiapo, kiapo cha uhakika ambacho hatakitangua: “Nitamweka mmoja wa wazao wako mwenyewe kwenye kiti chako cha ufalme,
13840c0080	kama wanao watashika agano langu na sheria ninazowafundisha, ndipo wana wao watakalia kiti chako cha ufalme milele na milele.”
13840d004f	Kwa maana Mwenyezi Mungu ameichagua Sayuni, amepaonea shauku pawe maskani yake:
13840e0078	“Hapa ni mahali pangu pa kupumzika milele na milele; hapa ndipo nitakapoketi nikitawala, kwa sababu nimepaonea shauku:
13840f004b	Nitambariki kwa kumpa mahitaji tele: nitashibisha maskini wake kwa chakula.
1384100052	Nitawavika makuhani wake wokovu, nao watakatifu wake watadumu wakiimba kwa furaha.
138411004c	“Hapa nitamchipushia Daudi pembe, na kuweka taa kwa ajili ya masiya wangu.
1384120047	Adui zake nitawavika aibu, bali taji kichwani pake litang’aa sana.”
138501006b	Wimbo wa kwenda juu. Wa Daudi. Tazama jinsi ilivyo vyema na kupendeza ndugu wanapoishi pamoja katika umoja!
