2800000006	Mateyo
2d030800aa	Nkambonzi nitutatedi mbuli mbutuli basikubisya mbulikwamba mbulibamwi mbubasinizya echo nchibamba, “atuchite zibi kuti bubotu busike?” Mpawo kubisya kwabo kuliluleme.
2d03090093	Mpawo ninzi? Sena tulokulitantamuna na lwesu? Pe tembubo pe. Nkambo mbubonya mutwatamikizigwa kubaJuda abaGiliki boonse lwabo, ikuba ansi aachindi.
2d030a0043	Eechi chilimbuli mbukulembedwe, “Takwe umwi ululeme, nikuba umwi.
2d030b003c	Takwe naba umwi umvwisya. Takwe naaba umwi ulangulana aLeza.
2d030c0064	Boonse bapambuka, boonse bababatachikwe lugwasyo. Takwe naaba umwi uchita chibotu, pe naaba umwi.”
2d030d0062	Kameneno kabo nkabanda kajulikide. Indimi zyabo nzyenwa, ibusaki bwanzoka buli munsi amilomo yabo.
2d030e0025	Yabo milomo ilizwide intuko akunyema.
2d030f0025	Mawulu abo afwambanina kutila bulowa.
2d03100025	Lunyonyoko amachise alimunzila zyabo.
2d0311002b	Aaba bantu tebakanaziba pe inzila yalumuno.
2d03120026	Takwe pe buyofu bwaLeza mumeso abo.”
2d031300aa	Lino tulizi kuti kufumbwa mulawu nzuwamba wambula kuli baabo balansi amulawu. Echi chibambilidwe kuti yoonse milomo yelede kuti ijalwe ayoonse nyika mbiyopegwa kuli Leza.
2d03140081	Echi nkambo kakuti takwe nyama niyolulamikwa akwinda milimo yamulawo akumenso akwe. Aboobo kwinda mumulawu kwaza luzibo lwachibi.
2d0315005c	Pesi lino kuzwa kumulawu wabululami bwaLeza bwayubununwa. Chakazuminwa kumulawu abansinsimi,
2d03160073	nkukuti bululami bwaLeza kwindila mulusyomo muli Jesu Kkilisito kuli boonse abo basyoma. Mbuli mbukutakwe musiyano.
2d0317003b	Nkambo boonse bakabisya akulelwa kusikila kubulemu bwaLeza.
2d03180061	Alimwi bakalulamikwa chantanganana kuluzyalo lwakwe kwinda mulwangunuko luli muli Jesu Kkilisito.
2d031900b1	Nkambo Leza mbakapa Kkilisto mbulichiswanisyo kwindila mulusyomo mubulowa bwakwe. Wakapa Kkilisito mbuli chitondezyo chabululami bwakwe. Nkambo kwakutayeya kwakwe zibi zyakinda.
2d031a00d9	Mubulangilizi bwakwe ezi zyoonse zyakachitika kukutondezya bululami bwakwe kuchindi nchicho echino. Ezi zyakachitilwa kuti alibonye kuti ulisalede, akutondezya kuti ulalumbika kufumbwa muntu nkambo kalusyomo muliJesu.
2d031b0077	Mpo nkuli kulikankayizya. Tachimvwelene pe. Kwiinda kululi mulawu? Milimu ili? Pe, pesi kwiindilila mumulawu walusyomo.
2d031c004b	Swe tumanisizya kuti muntu ulalulamikwa alusyomo katakwe milimu yamumulawu.
2d031d0064	Sena kuti Leza nguLeza wabaJuda kupela na? Alubo tali nguwe na Leza wabaMasi? Iyii, ngwabaMasi lubo.
2d031e005c	Iyii chonzyo Leza ngumwi, uyolulamika bupalulwe alusyomo, abatapalwidwe kwiindila mulusyomo.
2d031f0061	Nga tulawukasya na mulawu kwindila mulusyomo? akube kuti kutachitiki obo, pesi atusumpule mulawu.
2d04010045	Tulatyeni kuti Abbulahamu, ndeende sikale wesu munyama, wakajanaanzi?
2d0402006d	Nkaambo na Abbulahamu wakatambulika amilimu, nikuli uli aachakulidundiizya aacho, pele pe pe kunembo lyaLeza.
2d04030061	Lino malembe atyeni? “Abbulahamu wakasyoma Leza, aboobo chakatolwa mbuli bululami kulinguwe.”
2d04040056	Lino kuli wooyo uubeleka, muholo wakwe tuubalwi mbuli chipo pe, pele mbuli chikwelete.
2d04050074	Pele kuli wooyo uubeleka pele kasyoma muli wooyo uululamika batakwe bunaLeza, lusyomo lwakwe lubalwa mbuli bululami.
2d04060055	Deviti alubo waamba chilongezyo kumuntu ooyo Leza ngwabalila bululami butakwe milimu.
2d04070069	Wakati, “Balilongezegelwe aabo balekelelwa nchito zyabo zitali mumulawu, alimwi azibi zyabo zivumbidwe.
2d04080036	Ulilongezegelwe ooyo muntu Mwami ngwatabalili zibi.”
2d040900b0	Sa eechi chilongezyo chaambwa biyo kuli babo basibupalulwe, na kuti akuli babo batali basibupalulwe? Nkaambo twaamba kuti, “Lusyomo lwakabalilwa Abbulahamu mbuli bululami.”
2d040a005f	Wakalubalilwa biyeni? Aawo katana palulwa na, kana kuti musule akupalulwa, pesi katana palulwa.
2d040b00c9	Abbulahamu wakatambula chitondeezyo chabupalule. Echi chakali chisimyo chalusyomo ndwakalaabo katanapalulwa. Mpindu yachitondeezyo echi nkuti wakaba wisi wabaabo boonse basyoma, nikuba kabatanapalulwa.
2d040c0115	Echi chaamba kuti bululami bubalilwe kulinguwe. Alubo eechi chaamba kuti Abbulahamu wakaba wisi wabaabo bapalwide kulibaabombasike pe pe kuzwa kubapalulwe luzutu, pele alubo kulibaabo batobela nzila zya taata wesu Abbulahamu. Elyo oolu ndulo lusyomo ndwakalaalo katana palulwa.
2d040d00be	Nkaambo teensi kwiinda mumulawu pe chakapa kuti chisyomezyo chipegwe kuli Abbulahamu akulunyungu lwakwe, echi chisyomezyo kuti babe basimulyazina benyika. Pesi kwiinda mubululami bwalusyomo.
2d040e0076	Nkaambo na kuti aabo bapona mumulawu babambabo basimulyazina, lusyomo taluchaambi chintu, aboobo lusyom lwaba lwabuyo.
2d040f0045	Nkaambo mulawu weeta bukali, pele aawo atakwe mulawu, takwe bulewusi.
2d04100106	Akambo kaaka echi chilachitika kwiinda mulusyomo, kuti chibe chaluzyalo. Akaako, chisyomezyo chibe chakasimpe kubana boonse. Alimwi boonse bana banoobikilizya pe pe luzutu bazi mulawu, pele alubo aabo bazwa kulusyomo lyaAbbulahamu. Nkaambo ngu taata wesu toonse,
2d041100b4	mbulimbukulembedwe, “Ndakuchita wisi wamanyika miingi. “Abbulahamu wakali mubuliwo bwawooyo ngwakasyoma, nkokuti, Leza, uupa buumi kubafu alimwi wiita zintu zitawo kuti zibewo.
2d041200af	Nikuba wakasweenene azintu zilibuti, Abbulahamu wakasyoma Leza chakasimpe alyejunza. Akaako wakaba wisi wamanyika miingi, mbuli mbuzyakaambulwa, “Mazyalane aako mbayooba.”
2d041300d3	Takawizukide mulusyomo. Abbulahamu wakamvwisisisya kuti mubili wakwe tuchikonzyi kuchita mwana (nkaambo wakali waamba kusisya myaaka ili mwaanda). Alimwi wakazumina kuti bula bwaSala tabuchikonzyi kuzyala mwana.
2d04140090	Pele akaambo kachisyomezyo chaLeza, Abbulahamu taakwe naakatazumbuuzya mukutasyoma. Pesi, wakasimisigwa mulusyomo alimwi wakapa bulemu kuliLeza.
2d04150047	Wakakutisika loko kuti ezyo Leza nzyakasyomezya, ulakonzya kuzuzikizya.
2d04160032	Akaako zyakabalilwa lubo kulinguwe mbuli bululami.
2d04170054	Lino tezyakalilembedwe luzutu pe kukukutisya lwakwe mwini, zyakabalilidwe kulinguwe.
2d0418006b	Zyakalembelwa ndiswe alubo, nkuziyoobalilwa, iswe nitusyoma muliwooyo wakabusyaJesu Mwami wesukuzwa kubafu.
2d04190051	Oyu nguwe wakaabwa akaambo kazibi zyesu alimwi wakabusigilwa kukululamikwa kwesu.
2d05010057	Mukuti tululamikwa alusyomo, tuli aalumuno aLeza kwiindila muMwami wesu Jesu Kkilisito.
2d050200cc	Kwiindila mulinguwe tulanjana manjililo mulusyomo kunjila muluzyalo lwakwe oomo mutwiimvwi. Tulabotelwa mubusichaamba Leza mbwakatupa kuchitila lyejunza lyesu, busichaamba mbututakaabane mubulemu bwaLeza.
2d05030069	Kakutali oobo luzutu, pele tulapakala alubo mukupenzegwa kwesu. Tulizi kuti kupenzegwa kweeta lukakatilo.
2d05040051	Lukakatilo lweeta kutambulika, alimwi kutambulika kweeta musichaamba bwalyejunza.
2d05050084	Busichaamba oobu tabufwisyi nsoni, nkaambo luyando lwaLeza lwakatulidwa mumyoyo yesu kwiinda muMuuya Uusalala, wakapegwa kulindiswe.
2d0506004f	Aawo nitwakatalikwe manguzu, muchiindi cheelede Kkilisito wakafwida batasalali.
2d0507005b	Nkaambo nchiyumu kufwida muntu uululeme. Kuti, amwi wumwi ulakonzya kufwida muntu uululeme.
2d05080066	Pele Leza ulatondeezya luyando lwakwe kulindiswe, mukuti nitwakachili basizibi, Kkilisito wakatufwida.
2d05090054	Mubwiingi, elyo, mukuti twakalulamikwa abulowa bwakwe, tuyofutulwa kubukali bwaLeza.
2d050a009f	Nkaambo na, nitwakachili basinkondonyina, twakabwedeezegwa kuliLeza kwiinda mulufu lwaMwana wakwe, mukuyungizya, nitwakabwedezegwa, tuyoofutulwa abuumi bwakwe.
2d050b0091	Nikutali boobu luzutu, pele tulabotelwa muliLeza alubo kwiinda muMwaami wesu Jesu Kkilisito, ooyo kwiinda mulinguwe mutwakatambula kuswaanizigwa.
2d050c00b3	Eelyo, mbuli chibi mbuchakanjjila kwiinda mumuntu womwe munyika, munzila eeyi lufu lwakanjila kwiinda muchibi. Alimwi chibi chakeendelela kubantu boonse, nkaambo boonse bakabisya.
2d050d0067	Nkaambo kusikila ku mulawu, chibi chakali munyika, pele takwe kwaambwa kwachibi pe na kakutakwe mulawu.
2d050e00ac	Akaako, lufu lwakeendelezya kuzwa kuli Adamu kusikila kuli Mozesi, nikuba aatala ababo bakatabisya pe mbuli kutaswilila kwa Adamu, wakali chitondezyo chawooyo uuchizoosika.
2d050f00cd	Nikuba boobo, chipo tachili mbuli mulandu pe. Nkaambo na akubisya kwawumwi biingi bakafwa, mbombubo luzyalo lwaLeza mbulwakachita alimwi chipo chaluzyalo chamuntu womwe, Jesu Kkilisito, chakavulila biingi.
2d051000cf	Nkaambo chipo tachili mbuli mpindu yawooyo wakabisya. Nkaambo kulilimwi bbazu, lubeta lwamulandu lwakaza akaambo kachibi chamuntu omwe. Pele kulilimwi bbazu, chipo chaangununa chakaza musule kwazibi zyiingi.
2d051100ca	Nkaambo na kuti, akubisya kwawumwi, lufu lwakeendelezya kwiinda kuliwumwi, elyo kuli baabo batambula bwiingi bwa luzyalo alimwi achipo chabululami beendelezegwa kwiinda mubuumi bwawumwi, Jesu Kkilisito.
2d051200a2	Nkokuti, chibi chomwe mbuchakeetelezya kutatambulika kwabantu boonse, nkokuti alimwi kwiindila munzila yomwe yabululami kwakaza kululamikwa abuumi kubantu boonse.
2d05130099	Nkaambo mbuli mukwiinda mubulewusi bwamuntu omwe mbiingi bakaba basizibi, mbombubo, alimwi kuti kwiindila mubululami bwamuntu omwe kuyoolulamikwa biingi.
2d05140066	Pesi mulawu wakazida kuyungizya bulewusi, pesi aawo chibi mpuchakavula, luzyalo lwakavula kwiindilila.
2d051500ae	Eezi zyakachitilwa kuti, ichibi mbuchakeendelezya mulufu, mbombubo luzyalo mbuluyooyendelezya kwiindila mubululami bwabuumi butamani kwiindila muli Jesu KkilisitoMwaami wesu.
2d06010051	Twambe buti? Tunochinkilila anembo na akubisya kuti luzyalo lukayindilile kuvula?
2d0602005b	Takwelede kuba obo pe. Iswe nitwakafwa kuchibi, tunochikonzya buti kuchinopona kulinchicho.
2d06030061	Tamuzi na kuti mbuli bingi mbubakabbabbatizigwa muliKkilisto Jesu bakabbabbatisigwa mulufulwakwe.
2d060400b0	Twakavwikwa, alimwi, anguwe kwinda mulubbabbatizyo amulufu. Ezi zyakachitika nkambo kakuti Kkilisto wakabusigwa kuzwa kubafu mubulemu bwawisi, kuti aswebo tweende mubumi bupya.
2d06050065	Kuti twaba abujatane muchikozyano chalufu lwakwe, aboobo tatukoyoba abujatane mububuke bwakwe kubafu.
2d06060091	Tulizi ezi, kuti muntu wesu mukulukulu wakabambulwa anguwe kuti mubiliwazibi ukonzye kulobesegwa. Ezi zyakachitika kuti tutachibi bazike bachibi.
2d06070031	Oyoo wakafwa wakambwa kululama kumulandu wachibi.
2d06080047	Pesi kuti twakafwa aKkilisito, tulasyoma kuti tuyokkala antomwe anguwe.
2d0609006b	Tulizi kuti Kkilisito mbakabusigwa kuzwa kubafu, takonzyi kufwa lubo pe; lufu taluchikwe bwami pe alinguwe.
2d060a0064	Nkabela mukujatikizya mulufu ndwakwafwa kamwi kwalyoonse. Nekuba boobo, buumi mbwapona uponena Leza.
2d060b006f	Munzila ikozyene, anywebo mweelede kulibweza mbuli bafwide kuchibi, pesi baponede kuli Leza muliJesu Kkilisito.
2d060c0068	Aboobo mutalekeli chibi kuti chimwendelezye mumibili yanu ifwika mutakasiki nkumulemeka zisusi zyanyama.
2d060d00d5	Mutaabili zizo zyaanu kuchibi, kuti zibe zibelesyo zyakuchita bubi. Pele amulitondezye kuli Leza mbuli aabo bakeetwa kuzwa kulufu kuya kubuumu, amutondezye zizo zyanu kuliLeza mbuli zibelesyo zyakuchitya bululami.
2d060e005f	Mutazumini chibi kuti chimwendelezye. Nkambo nywe tamuli munsi amulawu pe, pesi munsi aluzyalo.
2d060f006b	Twambe buti lino? Tulakonzya kubisya na nkambo tatulimunsi amulawu, pesi munsi aluzyalo? Kutakabi boobo pe.
2d061000ac	Sa tamuzi na kuti naa mwalitondezya mbuli bazike mulibazike kuliyooyo ngomulemeka? Mukonzya kuba bazike kuchibi, chitola kulufu, naanka bazike kululemeko lutola kubululami.
2d0611007b	Pesi kupa kulumba kuliLeza! Nkambo mwakalibazike bachibi, pesi mwakalemeka kuzwa kumyoyo inzila yanjisyo eyo njimwakapegwa.
2d06120039	Mwakangununwa kuzwa kuchibi akuchitwa balanda mubululami.
2d061300fc	Ndambula mbuli muntu nkambo kabukompami bwanyama zyanu. Mbuli mbumwaka tondezya zizo zyanu mbulibazike kubusofwazi akubusendami kachizyala kubusendami kwindilililede, munzila imwi biyo, lino mutondezye zizo zyanu mbuli bazike kubululami akukusalazigwa.
2d06140046	Nkambo nimwakachili bazike bachibi, mwakalangunukide kuzwa kubululami.
2d06150075	Kuchindi echo njili michelo eyo njimwakali ayo kuzintu zikonzya kumufwisya bweeme? Nkambo mamanino azintu eezi ndufu.
2d0616007e	Pesi lino mbulimbumwakangununwa kuzwa kuchibi akuba bazike kuli Leza, mula michelo yanu yakusalazigwa. Impindu mbumi butamani.
2d0617005b	Nkambo mpindu yazibi ndufu, pesi chipo chaLeza mbumi butamani muliKkilisto Jesu Mwami wesu.
2d07010087	Nikuba bobo tamuzi na, nobakwesu (nkambo ndokwambuula kubantu abo bazi mulawo), kuti mulawo ulatonga kumuntu kufumbwa chiindi nchapona?
2d07020081	Nkambo mwanakazi ukwetwe ulangwa amulawu kumulumi chiindi napona, pesi kuti mwalumi wafwa, ulangununwa kuzwa kumulawo wakukwatwa.
2d070300d5	Alubo, chindi mwalumi wakwe nachipona, kuti wakukwatwa awumbi mwalumi, uyowambwa kuti ngusimamambe. Pesi kuti mwalumi wakwe wafwa, wangunuka kuzwa kumulawo, alubo tanoli simamambe pe, kuti wakwatwa awumbi mwalumi.
2d070400d3	Nkiinkako, nobakwesu, mwakachitwa alimwi mwakafwa kumulawo kwinda mumubili wa Kkilisito. Ezi zilobo kuti mukaswanizigwe kuli umbi, nkukuti kuli oyo wakabusigwa kuzwa kubafu, kuchitila kuti tube amuchelo wa Leza.
2d0705007c	Nkambo nitwakali munyama, chiyandisyo chazibi, chibusigwa a mulawo, chakali a mulimo muziizo zyesu kukuzyala muchelo walufu.
2d070600a5	Pesi lino twakangununwa kuzwa kumulawu. Twakafwa kuli echo nchitwakangidwe. Echi chilibobu kuti tukabelekele mubupya bwa Muuya alimwi kutali mubukulukulu bwalugwalo.
2d070700c4	Tulatyeni kabi? Mulawo imawo mubina? Kutabi bobo. Nikubabobo, tendali kunoziba chibi, nikwatanoli kwinda mumulawo. Nkambo ndanoli nkintazi ibbivwe kutali kuti mulawo wakamba, “Mutabi abbivwe.”
2d0708007c	Pesi chibi chakabweza mwenya mukwinda mumalayilile alimwi akweeta bbivwe mulindime. Kuti kakutakwe mulawo, chibi chilifwide.
2d0709007c	Kuli chimwi chiindi ndakali kupona katakwe mulawo, pesi elyo malayile nakasika, chibi chakajana lubo buumi, alimwi ndakafwa.
2d070a0040	Malayilile ayo akayelede kweta buumi akasanduka aba lufu lwangu.
2d070b0069	Nkambo chibi chakabweza mwenya kwindila mumalayilile alimwi akandena. Kwindila mumalayilile chakandijeya.
2d070c0051	Nkinkaako mulawo ulasalala, alimwi malayilile alasalala, bululami, alimwi bubotu.
2d070d00f5	Nkinkako ezyo zibotu zyakabotu lufu na kulindime? Kutabi boobo. Pesi chibi, kuchitila kuti chikatondezegwe kuba chibi, chakazyala lufu muli ndime kwindila achecho chakali chibotu, alimwi kwindila amalayilile chibi chibe chibi loko kwinda mmwelo.
2d070e0061	Nkambo tulizi kuti mulawo nguwa Muuya, pesi imebo ndimunyama. Ndakamuzigwa munsi abuzike kuchibi.
2d070f0072	Ezyo nzindichita, tandizimvwisisisyi loko. nkambo nzinjanda kuchita, tandizichiti, alimwi ezyo nzizonda, ndachita.
2d0710004a	Pesi kuli ndachita nzitayandi, ndazuminana a mulawo kuti mulawo uliluleme.
2d07110046	Pesi lino tokuchili ndime uzichita, pesi chibi echo chipona mulindime.
2d07120094	Nkambo ndilizi kuti mulindime, echo chilimunyama, tamuponi chintu chabubotu pe. Nkambo chiyandisyo chabubotu buli mulandime, pesi tandikozichita pe.
2d07130048	Ezyo zibotu zindiyanda, tandizichiti, pesi ikuti mbuntayandi mbunchinta.
2d0714006d	Lino kuti ndachita nzintayandi kuchita, abobo takuchili ndime ulokuchita, pesi biyo chibi chikkala mulindime.
2d07150050	Elyo, ndijana mulawu oyu, amo mpundiyanda kuchita kabotu, chibi mpuchili andime.
2d0716003c	Nkambo ndilakondwa mumulawo wa Leza amumuntu wangu wamukati.
2d07170090	Pesi ndibona busiyene mulawo mumuzizo zyangu. Ulwisyanya a mulawo mupya mumiyeeyo yangu. Zindibweza ndibe muzike wamulawo muchibi muzizo zyangu.
2d0718003f	Ndilimuntu umuside! Ngwani ulondinunula kuzwa kumubili wa lufu?
2d071900be	Pesi kulumba ngakube kuli Leza kwinda muli Jesu Kkilisito Mwami wesu! Nkinkako, ime lwangu mbelekela mulawu wa Leza amwi a miyeyo yangu. Nikuba bobo, anyama yangu ndibelekela mulawo wachibi.
2d08010044	Akaako lino takwe kupegwa mulandu kulibaabo bali muliKkilisito Jesu.
2d08020062	Nkaambo mulawu wa Muuya wabumi muliKkilisito Jesu wamwangunununa kuzwa kumulawu wachibi a chalufu.
2d080300cf	Nakambo zyakatali kuchitwa amulawu mukuti wakalindizuzikide akaambo kanyama, Leza wakachita. Wakatuma Mwana wakwe mulombe muchikozyanyo chenyama yechibi kuzooba chipo chachibi, alimwi wakapa mulandu kunyama.
2d08040080	Wakachita echi kuchitila kuti ziyanda mulawu zikonzye kuzuzikizigwa mulindiswe, iswe nitweenda pe pe munyama, pele mbuli mumuya.
2d0805007e	Aabo bapona chenyama babika miyeeyo yabo kuzintu zyenyama, pele aabo bapona mbuli muMuuya babika miyeyo yabo kuzintu zyaMuuya.
2d08060058	Nkaambo miyeeyo iibikidwe kunyama ndufu, pele miyeyo iibikidwe kumuuya mbuumi a lumuuno.
2d08070077	Miyeeyo iibikidwe kunyama ilakalala kunembo lyaLeza, nkambo tiilifwinsyi kumulawu waLeza, nikuba kukonzya kuchita oobo.
2d0808002b	Aabo balimunyama tabakonzyi kubotezya Leza.
2d0809006a	Nikubaboobo, tamuli munyama pe pele mu Muuya, na umwi katakwe muuya katakwe muuya wa Kkilisito tewakwe pe.
2d080a0062	Na Kkilisito ulimulindime, mubili ulifwide kukulemeka kuchibi, pele muuya uliponede ku mubululami.
2d080b00b8	Na Muuya wawooyo wakabusya Jesu kuzwa kubafu ukala mulindinywe, ooyo wakabusya Kklsito kuzwa kubafu uyomupa buumi alimwi kumibili yenu iifwa kwiinda mu Muuya wakwe, uupona mulindinywe.
2d080c005b	Elyo lino, nobakwesu, ndiswe basikukweleta, pele pe pe kunyama kunyama kuti tupone kunyama.
2d080d0061	Akaako na mwapona chenyama, mwaambakufwa, pele na aMuuya mubika mubili kumilimu yalufu, muyopona.
2d080e0048	Nkambo mbuli biingi mbubazulwidwa aMuuya wa Leza, abambabo bana ba Leza.
2d080f0086	Temwakatambula muuya wabuzike kuti mupone mukuyowa limbi; pele mwakatambula Muuya wabwana, anguwo mulompolola kuti, “Abba, Taata!”
2d0810003a	Muuya wakwe wazuminana a Muuya wesu kuti tulibana ba Leza.
2d081100a9	Na kuli bana, banakukalya, banakukalya ba Leza. Alimwi tuliswanizigilwe a Kkilisito, na nchoonzyo tulafwabisigwa antomwe anguwe kuti tukakonzye kulemekwa antomwe anguwe.
2d08120058	Nkambo ndayeya kuti machise achiindi achino tayelene abulemu buyotondezegwa kulindinywe.
2d0813004d	Nkambo bulangizi bupati bwazilengwa bulilindide kutondezegwa kwabana ba Leza.
2d08140063	Nkambo bulengwa bwakasampawulwa, pepe mukuyanda kwabo, pele akambo kayoyo wakazichita, mubulangizi.
2d08150086	bwakuti bulengwe bwini buyogwisigwa kuzwa kubuzike kuya kukunyonyonyoka, alimwi kuti bayoyetwa mulwangunuko lwabulemu bwabana ba Leza.
2d0816005b	Nkambo tulizi kuti zilengwa zyoonse zilalila kapati akubeleka mubuchise antomwe nikubalino.
2d081700b5	Kutali echo luzutu, pesi aswebo tobeni, nituli akabalwe balwe ka Muuya, tulalila kapati mukati kesu, awo nituyolinda chabulangizi kukuchitwa kwesu bwana, kwangununwa kwamibili yesu.
2d0818004b	Nkambo mubulangizioobu twakafutulwa. Nkambo ngwani uulangilila nchatabwene?
2d08190049	Pele tulangilila eecho nchitutabwene pe, tulachilindila chakukazika moyo.
2d081a0097	Munzila iliboobo, eelyo Muuya ulatugwasizya munkompami zyesu. Nkambo tatuzi pe mbutweelede kukomba, pele Muuya mwini ulatukombelezezya amajwi atambiki.
2d081b0079	Oowo ulingula moyo ulizi miyeyo ya Muuya, mukuti ulatukombelezezya mukwiminina basalali ba Leza mbuli mukuyanda kwa Leza.
2d081c0070	Tulizi kuti kulibabo bayanda Leza, ubeleka zintu zyoonse aantomwe kumubotu, kulibaabo bayitidwe kumakaanze akwe.
2d081d0083	Nkambo aabo mpakazi kale wakabambila kuti bakendelane abuboneke bwa Mwana wakwe, kuti akabe mwana mutanzi akati kabakkulana biingi.
2d081e0067	Aabo mbakakanzila, aba wakabayita alimwi. Aabo mbakayita, wakabasalazya. Aabo mbakasalazya wakabalemya.
2d081f003f	Lino tutyeni azintu eezi? Na Leza kaliwesu, ngwani uutukatazya?
2d08200083	Ooyo wakatakasya Mwana wakwe pele wakamwabila ndiswe toonse, uyoleka buti alubo kuti akatupe zintu zyoonse mulinguwe chakwangunuka.
2d08210045	Ngwani utakeete intuko aatala abasale ba Leza? Leza nguwe uululamika.
2d08220085	Ngwani uupa mulandu? Kkilisito Jesu nguwe wakafwa - kwinda oobo, wakabisgwa - uuli kuchilisyo cha Leza, alimwi uuli kutukombelezezya.
2d0823008b	Ngwani utakatwanzanye kuluyando lwa Kkilisito? Nkupenzegwana? kubulikilwa na, kusukusigwa, na nzala, na kwenda maya, na ntenda, na nipanga?
2d0824007d	Mbuli mbukulembedwe, “Akambo kakujanina kwenu tulajayigwa buzuba boonse. Twakachitidwe mpuli mbelele iyanda kuyojayigwa.”
2d0825003f	Kulizyonse ezi zintu tulibazundi kwiinda muliwoyo iwakatuyanda.
2d0826008d	Nkambo ndakazibisigwa kuti nikuba lufu, nikuba bunini, nikuba bangelo, nikuba basinsimi nikuba zintu ziliwo, nikuba zizosika, nikuba munguzu,
2d08270093	nikuba bulamfu, nikuba bunike, nikuba chintu chakalengwa, chiyokonzya kutwaanzanisya kuzwa kuluyando lwa Leza, luli muli Kkilisito Jesu Mwami wesu.
2d09010065	Ndamwambila kasimpe muliKkilisito. Nsilokubeja pe, amamvwido angu alazuminana andime muMuuya uSalala.
2d09020039	Izyakuti mumoyo wangu mulikuusa kupati akuchisa kutamani.
2d0903006a	Nkambo ndalikuyanda kwanzanisigwa aKkilisito kuti ndibe mutuke akambo kabakweu, anzubo nzyangu zyamunyama.
2d0904006a	Mba Izilayeli. Bakabweza, bulemu, zizuminano, achipo chamulawu, abukombi bwamung'anda yaLeza, azisyomezyo.
2d09050084	Bamataata babo chiindi kwakazwa Kkilisto, kwiinda munyama - we kali Leza atala zyoonse. weelede kulumbayizigwa mane kutamani. Ameni.
2d09060068	Pele twakamba kuti ijwi lyaleza lyakalewulula. Nkambo boonse balimuIzilayeli te mbanaIzilayeli nchobeni.
