010000000b	1 Mooseksen
131e07007b	Sillä sinä, Herra, olet hyvässä tahdossas vuoreni vahvistanut; mutta kuin sinä kasvos peitit, niin minä hämmästyin.
131e080035	Sinua, Herra, minä huudan, ja Herraa minä rukoilen.
131e090083	Mitä hyvää minun veressäni on, kuin minä hautaan alas menen? kiittäneekö tomukin sinua, ja ilmoittaneeko se sinun totuuttas?
131e0a0044	Herra, kuule, ja ole minulle armollinen: Herra, ole minun auttajani.
131e0b006d	Sinä olet muuttanut minun valitukseni iloksi: sinä olet riisunut minun säkkini, ja vyötit minun riemulla,
131e0c0079	Että minun kunniani veisais sinulle kiitosta ja ei vaikenisi, Herra minun Jumalani, minä kiitän sinua ijankaikkisesti!
131f010091	Davidin Psalmi edelläveisaajalle. Herra, sinuun minä uskallan, etten minä ikänä häpiään tulisi: vapahda minua sinun vanhurskautes kautta.
131f020066	Kallista korvas minun puoleeni, auta minua äkisti: ole minulle vahva kallio ja linna minua auttamaan;
131f03006f	Sillä sinä olet minun kallioni ja minun linnani, ettäs siis sinun nimes tähden minua taluttaisit ja veisit;
131f04006c	Ettäs minun kirvottaisit verkosta, jonka he minun eteeni virittivät; sillä sinä olet minun väkevyyteni.
131f05005c	Sinun käsiis annan minä henkeni, sinä olet minun lunastanut, Herra, sinä totinen Jumala.
131f060054	Minä vihaan niitä, jotka pitävät väärää oppia; mutta minä uskallan Herraan.
131f07007b	Minä ihastun ja riemuitsen sinun hyvyytes tähden, ettäs katsot minun raadollisuuttani, ja tunnet minun sieluni tuskassa.
131f080052	Ja et sinä sulje minua vihollisteni käsiin: sinä asetat minun avaraan paikkaan.
131f090086	Herra, ole minulle armollinen, sillä minä ahdistetaan; minun kasvoni ovat muuttuneet murheesta, niin myös minun sieluni ja vatsani.
131f0a009e	Sillä minun elämäni on kulutettu murheesta, ja minun vuoteni huokauksesta: minun voimani on rauvennut pahain tekoin kautta, ja minun luuni ovat muserretut.
131f0b00a8	Minä olen pilkaksi tullut kaikille vihamiehilleni ja kylällisilleni ylönpalttisesti, ja hämmästykseksi tuttavilleni: jotka minun ulkona näkevät, pakenevat minua.
131f0c0055	Minä olen sydämestä unhotettu niinkuin kuollut: minä olen niinkuin rikottu astia.
131f0d0092	Sillä minä kuulen monen häväistyksen, että jokainen karttaa minua: he pitävät keskenänsä neuvoa minusta, ja tahtovat ottaa minun henkeni.
131f0e0046	Mutta minä toivon sinuun, Herra, ja sanon: sinä olet minun Jumalani!
131f0f006b	Minun aikani ovat sinun käsissäs: pelasta minua vihollisteni kädestä ja niistä, jotka minua vainoovat.
131f100044	Anna kasvos paistaa palvelias päälle: auta minua laupiutes kautta.
131f110084	Herra, älä minun anna häpiään tulla; sillä sinua minä avuksi huudan: jumalattomat tulkoon häpiään, vaijetkoon helvetissä.
131f12006a	Tulkoon mykäksi väärät suut, jotka puhuvat vanhurskasta vastaan kovasti ylpeydestä ja ylönkatseesta.
131f1300a1	Kuinka suuri on sinun hyvyytes, jonka panit tallelle niille, jotka sinua pelkäävät! ja jonka niille osoitat, jotka sinuun uskaltavat, ihmisten lasten edessä!
131f140078	Sinä kätket heitä tykönäs salaisesti jokaisen haastosta: sinä peität heitä majassas riiteleväisistä kielistä.
131f150063	Herra olkoon kiitetty, että hän on minulle osoittanut ihmeellisen hyvyyden, vahvassa kaupungissa.
131f1600a1	Sillä minä sanoin pikaisuudessani: minä olen sinun silmäis edestä sysätty pois: kuitenkin kuulit sinä rukoukseni äänen, koska minä sinun tykös huusin.
131f170082	Rakastakaat Herraa, kaikki hänen pyhänsä; Herra varjelee uskollisia ja runsaasti kostaa niille, jotka ylpeyttä harjoittelevat.
131f18005e	Olkaat hyvässä turvassa, ja hän vahvistaa teidän sydämenne, kaikki jotka Herraa odotatte.
1320010063	Davidin opetus. Autuas on se, jonka pahat teot ovat annetut anteeksi ja jonka synnit peitetyt ovat.
132002005a	Autuas on se ihminen, jolle Herra ei soimaa vääryyttä, jonka hengessä ei vilppiä ole.
132003005e	Sillä koska minä tahdoin sitä vaieta, musertuivat minun luuni jokapäiväisestä itkustani,
1320040086	Sillä sinun kätes oli yöllä ja päivällä raskas minun päälläni, niin että nesteeni kuivui: niinkuin kesällä kuivuu, (Sela)
13200500bc	Sentähden minä tunnustan sinun edessäs syntini, ja en peitä pahoja tekojani. Minä sanoin: minä tunnustan Herralle pahat tekoni; niin sinä annoit anteeksi syntini vääryyden, (Sela)
132006008e	Tämän tähden pitää kaikkein pyhäin sinua rukoileman oikialla ajalla: sentähden kuin suuret vedenpaisumiset tulevat, ei he niihin ulotu.
1320070075	Sinä olet minun varjelukseni, kätke minua murheesta, että minä pelastettuna sangen riemuisesti kerskaisin, (Sela)
132008005c	Minä neuvon sinua ja osoitan sinulle tien, jotas vaellat: minä johdatan sinun silmilläni.
132009008e	Älkäät olko niinkuin orhiit ja muulit, joilla ei ymmärrystä ole, joille pitää suitset ja ohjat suuhun pantaman, ellei he lähene sinua.
13200a0060	Jumalattomalla on monta vitsausta; mutta joka Herraan toivoo, hänen hyvyys ympäri piirittää.
13200b006a	Riemuitkaat teitänne Herrassa, ja olkaat iloiset, te vanhurskaat, ja kerskatkaat, kaikki te yksivakaiset.
1321010054	Riemuitkaat, te vanhurskaat, Herrassa; vakain pitää häntä kauniisti kiittämän.
132102005d	Kiittäkäät Herraa kanteleilla, veisatkaat hänelle kiitosta kymmenkielisellä psaltarilla.
1321030055	Veisatkaat hänelle uusi virsi: veisatkaat jalosti kielten leikissä, helisemisellä.
132104004d	Sillä Herran sana on totinen, ja mitä hän lupaa, sen hän vahvana pitää.
132105004e	Hän rakastaa vanhurskautta ja tuomiota; maa on täynnänsä Herran laupiutta.
1321060058	Herran sanalla ovat taivaat tehdyt, ja kaikki heidän joukkonsa hänen suunsa hengellä.
132107004c	Hän pitää koossa veden meressä niinkuin roukkiossa, ja kätkee syvyydet.
1321080054	Peljätköön Herraa kaikki maa; häntä peljätköön kaikki maan piirin asuvaiset.
132109004e	Sillä koska hän sanoo, niin se tapahtuu; jos hän käskee, niin se on tehty.
13210a004f	Herra tekee pakanain neuvot tyhjäksi; hän saattaa kansain ajatukset turhaksi.
13210b0060	Mutta Herran neuvo pysyy ijankaikkisesti, hänen sydämensä ajatukset sukukunnasta sukukuntaan.
13210c0064	Autuas on se kansa, jonka Herra on Jumala, se kansa, jonka hän itsellensä on perinnöksi valinnut.
13210d003d	Herra katsoi taivaasta alas, ja näki kaikki ihmisten lapset.
13210e0048	Vahvalta istuimeltansa katsoi hän kaikkia, jotka maan päällä asuvat.
13210f0056	Hän valmistaa kaikkein heidän sydämensä: hän ymmärtää kaikki heidän työnsä.
1321100058	Ei kuningasta auta hänen suuri väkensä, eikä sankari vapahdeta suurella voimallansa.
1321110041	Orhiit ei myös auta; ja heidän suuri väkevyytensä ei pelasta.
1321120066	Katso, Herran silmät katsovat niitä, jotka häntä pelkäävät, jotka hänen laupiuteensa toivovat,
1321130056	Että hän pelastais heidän sielunsa kuolemasta, ja elättäis heitä nälän aikana.
1321140044	Meidän sielumme odottaa Herraa, joka on meidän apumme ja kilpemme!
1321150057	Sillä meidän sydämemme iloitsee hänessä, ja me toivomme hänen pyhään nimeensä.
1321160053	Olkoon sinun laupiutes, Herra, meidän päällämme, niinkuin me sinuun uskallamme!
13220100ba	Davidin Psalmi, koska hän muotonsa muutti Abimelekin edessä, joka hänen ajoi pois tyköänsä ja hän meni pois. Minä kiitän Herraa aina: hänen kiitoksensa on alati minun suussani.
132202004d	Minun sieluni kerskaa Herrassa, että raadolliset sen kuulevat ja iloitsevat.
132203004e	Ylistäkäät Herraa minun kanssani, ja korottakaamme ynnä hänen nimeänsä.
1322040060	Kuin minä Herraa etsin, kuuli hän minun rukoukseni, ja pelasti minun kaikista vavistuksistani.
132205004b	Jotka häntä katsovat, ne valaistaan: heidän kasvonsa ei tule häpiään.
1322060052	Kuin raadollinen huusi, kuuli Herra häntä, ja autti hänen kaikista tuskistansa.
1322070051	Herran enkeli piirittää niitä, jotka häntä pelkäävät, ja pelastaa heitä.
1322080055	Maistakaat ja katsokaat, kuinka Herra on suloinen: autuas on se, joka häneen turvaa.
132209006b	Peljätkään Herraa kaikki hänen pyhänsä; sillä jotka häntä pelkäävät, ei niiltä mitään puutu.
13220a0073	Nuorten jalopeurain pitää tarvitseman ja isooman; mutta jotka Herraa etsivät, ei heiltä mitään hyvää puutu.
13220b004a	Tulkaat tänne, lapset, kuulkaat minua: Herran pelvon minä teille opetan.
13220c0055	Kuka on, joka (hyvää) elämää pyytää? ja pitäis mielellänsä hyviä päiviä?
13220d0038	Varjele kieles pahuudesta, ja huules vilppiä puhumasta.
13220e003e	Lakkaa pahasta ja tee hyvää: etsi rauhaa ja noutele häntä.
13220f004b	Herran silmät katsovat vanhurskaita, ja hänen korvansa heidän huutoansa.
1322100059	Mutta Herran kasvot ovat pahointekiöitä vastaan, hukuttamaan maasta heidän muistoansa.
1322110060	Kuin (vanhurskaat) huutavat, niin Herra kuulee, ja pelastaa heitä kaikista heidän tuskistansa.
1322120067	Herra on juuri läsnä niitä, joilla on murheellinen sydän, ja auttaa niitä, joilla on surkia mieli.
1322130054	Vanhurskaalle tapahtuu paljo pahaa; mutta Herra hänen niistä kaikista päästää.
1322140045	Hän kätkee kaikki hänen luunsa, ettei yhtäkään niistä murreta.
132215004a	Pahuus tappaa jumalattoman, ja jotka vanhurskasta vihaavat, ne hukutetaan.
1322160058	Herra lunastaa palveliansa sielut; ja kaikki, jotka häneen toivovat, ei pidä hukkuman.
1323010050	Davidin Psalmi. Riitele, Herra, riitaveljeini kanssa: sodi vihollisiani vastaan.
1323020032	Tempaa kilpi ja keihäs, ja nouse minua auttamaan.
1323030052	Sivalla ase ja suojele minua sortajiani vastaan: sano sielulleni: minä olen apus.
1323040086	Häpiään ja pilkkaan tulkoon kaikki, jotka sieluani väijyvät: palatkoon takaperin ja nauruksi tulkoon, jotka minulle pahaa suovat.
132305004e	Olkoon he niinkuin akanat tuulessa; ja Herran enkeli sysätköön heitä pois.
132306004e	Heidän tiensä olkaan pimiä ja niljakas; ja Herran enkeli vainotkoon heitä.
132307007a	Sillä he ovat ilman syytä verkkonsa virittäneet minua kadottaaksensa, ja ilman syytä ovat sielulleni kaivaneet haudan.
132308007b	Tulkoon hänelle vaiva, jota ei hän tiedä, ja verkko, jonka hän viritti, käsittäköön hänen: siihen hän langetkoon.
1323090047	Mutta minun sieluni iloitkoon Herrassa ja riemuitkaan hänen avustansa.
13230a009c	Kaikki minun luuni sanokaan: Herra, kuka on sinun vertaises? sinä joka päästät nöyrän väkevämmän käsistä, raadollisen ja köyhän raatelialtansa.
13230b005b	Väärät todistajat astuvat edes, jotka minua niihin soimaavat, joista en mitään tiedä.
13230c003e	He tekevät minulle pahaa hyvästä, minulle mielikarvaudeksi.
13230d0071	Mutta minä, kuin he sairastivat, puin säkin päälleni, vaivasin itsiäni paastolla, ja rukoilin sydämestäni;
13230e009c	Minä käytin itseni kuin he olisivat olleet minun ystäväni ja veljeni: niinkuin se joka äitiänsä murehtii, kävin minä kumarruksissa murhevaatteissa.
13230f008f	Mutta he iloitsevat minun vahingostani ja kokoontuvat: ontuvat myös kokoovat heitänsä havaitsematta minua vastaan, he repivät ja ei lakkaa.
132310006f	Ulkokullattuin seassa, jotka leipäkyrsänkin tähden pilkkaavat, kiristävät he hampaitansa minun päälleni.
1323110086	Herra, kuinka kauvan sinä tätä katselet? Päästä siis sieluni heidän hävityksestänsä, ja yksinäiseni nuorista jalopeuroista.
1323120059	Minä kiitän sinua suuressa seurakunnassa; paljon kansan keskellä minä sinua ylistän.
1323130086	Älä salli niiden iloita minusta, jotka syyttömästi minun viholliseni ovat, eli silmää iskeä, jotka minua ilman syytä vihaavat.
1323140064	Sillä ei he puhu ystävällisesti, vaan etsivät vääriä syitä hiljaisia vastaan maan päällä,
1323150064	Ja levittävät kitansa avaralta minua vastaan, ja sanovat: niin, niin: sen me mielellämme näemme.
1323160055	Herra, sinä sen myös näet, älä siis vaiti ole: Herra, älä kaukana ole minusta.
1323170053	Herää ja nouse katsomaan minun oikeuttani ja asiatani, minun Jumalani ja Herrani.
132318005a	Herra minun Jumalani, tuomitse minua vanhurskautes jälkeen, ettei he riemuitsisi minusta.
132319007a	Älä salli heidän sydämissänsä sanoa: niin, niin me tahdomme; ja älä anna heidän sanoa: me olemme hänen nielleet.
13231a009e	Häväistäköön ja nauruksi joutukoon kaikki, jotka onnettomuudestani iloitsevat: puetettakoon häpiällä ja pilkalla, jotka itsiänsä minusta kerskaavat.
13231b0093	Iloitkaan ja riemuitkaan, jotka minun vanhurskauttani rakastavat, ja sanokaan aina: Herra olkoon suuresti kiitetty, joka suo palveliallensa rauhan.
13231c004d	Ja minun kieleni puhuu sinun vanhurskauttas, ja kiittää sinua joka päivä.
132401008c	Davidin, Herran palvelian Psalmi, edelläveisaajalle. Se on sydämestäni sanottu jumalattomain menosta: ei he ensinkään Jumalaa pelkää.
132402007f	Sillä hän suosittelee itsiänsä silmäinsä edessä, niinkauvan kuin hän löytää pahuutensa, saattaaksensa vihaa matkaan.
1324030073	Hänen suunsa sanat ovat vääryys ja petos; ei hän tahdo enempää ymmärtää, että hän jotakin hyvää tekis,
132404006b	Mutta ajattelee vuoteessansa vahinkoa, ja pysyy vahvasti pahalla tiellä; ja ei he mitään pahaa hylkää.
1324050075	Herra, sinun laupiutes ulottuu niin leviältä kuin taivas on, ja sinun totuutes niin avaralta kuin pilvet juoksevat.
1324060089	Sinun vanhurskautes on niinkuin Jumalan vuoret, ja sinun oikeutes niinkuin suuri syvyys: Herra, sinä autat sekä ihmiset että eläimet.
1324070064	Kuinka kallis on sinun hyvyytes, Jumala! että ihmisten lapset sinun siipeis varjon alle uskaltavat.
1324080063	He juopuvat sinun huonees runsaasta tavarasta, ja sinä juotat heitä hekumallas niinkuin virralla.
1324090055	Sillä sinun tykönäs on elävä lähde, ja sinun valkeudessas me näemme valkeuden.
13240a0055	Levitä laupiutes niille, jotka sinun tuntevat, ja sinun vanhurskautes toimellisille.
13240b0058	Älä salli minua tallattaa ylpeiltä; ja jumalattomain käsi älköön minua kukistako.
13240c005d	Vaan anna pahointekiät siihen langeta, että he syöstäisiin pois, ja ei seisoalla pysyisi.
132501004f	Davidin Psalmi. Älä vihastu pahain tähden, ja älä kadehdi pahantekiöitä.
1325020056	Sillä niinkuin heinä he pian hakataan pois, ja lakastuvat niinkuin vihoittava ruoho.
1325030045	Toivo Herraan ja tee hyvää: asu maassa ja elätä itses vakuudella.
1325040046	Iloitse Herrassa, ja hän antaa sinulle, mitä sinun sydämes halajaa.
132505004e	Anna ties Herran haltuun, ja toivo hänen päällensä; kyllä hän sen tekee.
1325060056	Ja hän tuo edes vanhurskautes niinkuin valkeuden, ja oikeutes niinkuin puolipäivän.
1325070078	Tyydy Herraan, ja odota häntä: älä kiivoittele sitä, jonka tie menestyy ja sitä ihmistä, joka vääryyttä tekee.
1325080052	Lakkaa vihasta ja hylkää tuimuus: älä niin vihastu, ettäs itsekin pahaa teet.
1325090044	Sillä pahat hävitetään; mutta Herraa odottavaiset perivät maan.
13250a006d	Vielä vähä hetki on, niin ei jumalatoin olekaan; ja kuin sinä katsot hänen siaansa, niin hän on poissa.
13250b003d	Mutta siviät perivät maan, ja iloitsevat suuressa rauhassa.
13250c004d	Jumalatoin uhkaa vanhurskasta, ja kiristelee hampaitansa hänen päällensä.
13250d004b	Mutta Herra nauraa häntä; sillä hän näkee hänen päivänsä joutuvan.
13250e0098	Jumalattomat vetävät miekkansa ja jännittävät joutsensa, kukistaaksensa raadollista ja köyhää, ja teurastaaksensa hurskaita heidän teissänsä.
13250f0067	Mutta heidän miekkansa pitää käymän heidän sydämeensä; ja heidän joutsensa pitää särkymän.
1325100055	Se vähä, mikä vanhurskaalla on, on parempi kuin monen jumalattoman suuret tavarat.
1325110055	Sillä jumalattoman käsivarsi pitää rikottaman; mutta Herra vahvistaa vanhurskaat.
1325120052	Herra tietää hurskasten päivät, ja heidän perimisensä pysyy ijankaikkisesti.
1325130056	Ei he tule häpiään pahalla ajalla; ja nälkävuosina pitää heillä kyllä oleman.
1325140093	Sillä jumalattomat hukkuvat, ja Herran viholliset, ehkä he olisivat niinkuin ihana niitty, niin heidän pitää kuitenkin niinkuin savu katooman.
1325150048	Jumalatoin ottaa lainan ja ei maksa; mutta hurskas on laupias ja runsas.
1325160059	Sillä hänen siunattunsa perivät maan; mutta hänen kirottunsa pitää hävitettämän.
1325170052	Herralta senkaltaisen miehen vaellus hallitaan; ja hänen tiensä kelpaa hänelle.
1325180050	Jos hän lankee, niin ei häntä hyljätä; sillä Herra tukee hänen kätensä.
1325190080	Minä olin nuori, ja vanhennuin, ja en ikänä nähnyt vanhurskasta hyljätyksi, enkä hänen siemenensä kerjäävän leipää.
13251a0051	Hän on aina laupias, ja lainaa mielellänsä; ja hänen siemenensä on siunattu.
13251b0037	Vältä pahaa, ja tee hyvää, ja pysy ijankaikkisesti.
13251c008f	Sillä Herra rakastaa oikeutta, ja ei hylkää pyhiänsä: ne kätketään ijankaikkisesti; mutta jumalattomain siemen pitää hävitettämän.
13251d0039	Hurskaat perivät maan, ja asuvat siinä ijankaikkisesti.
13251e0046	Vanhurskaan suu puhuu viisautta, ja hänen kielensä opettaa oikeutta.
13251f0051	Hänen Jumalansa laki on hänen sydämessänsä; ja ei hänen askeleensa livisty.
