0100000009	1 Mosebok
180f0300e8	Ty jag vill hemsöka dem med fyrahanda plågor, säger Herren; med svärd, att de skola slagne varda; med hundar, som dem bortsläpa skola; med himmelens foglar, och med djuren på jordene, att de skola uppätne varda, och förgås.
180f04009f	Och jag skall låta drifva dem hit och dit, i all rike på jordene, för Manasse skull, Jehiskia sons, Juda Konungs, för det han i Jerusalem bedrifvit hafver.
180f050086	Ho vill då förbarma sig öfver dig, Jerusalem? Ho vill då medlidande med dig hafva? Ho skall då gå bort och förvärfva dig frid?
180f0600bf	Du hafver öfvergifvit mig, säger Herren, och äst affällig vorden ifrå mig; derföre hafver jag uträckt mina hand emot dig, att jag skall förderfva dig; mig ledes vid att förbarma mig.
180f0700b2	Jag skall kasta dem med en kastoskofvel bort utu landet; och mitt folk, som sig icke ifrå sitt väsende omvända vilja, dem skall jag allasamman faderlösa göra och förderfva.
180f0800cc	Mig skola ibland dem flera enkor varda, än sanden i hafvet är; jag skall låta komma öfver de unga mäns moder en uppenbara förderfvare; och dermed låta öfverfalla staden hasteliga och oförseendes;
180f09010f	Så att den som sju barn hafver, hon skall elända varda, och af hjertat sucka; ty deras sol skall bittida på dagenom nedergå, att deras berömmelse och glädje skall en ända hafva, och de som qvare blifva, skall jag gifva uti svärd för deras fiendar, säger Herren.
180f0a00b0	Ack! min moder, att du mig födt hafver, öfver hvilken hvar man Jadut ropar i hela landena; hafver jag dock uppå ocker hvarken lånt eller tagit, likväl bannar mig hvar man.
180f0b00a5	Herren sade: Nu väl, jag skall somliga af eder igen behålla; ty det skall åter väl gå, och jag skall komma eder till hjelp i nöd och ångest, ibland fienderna.
180f0c0065	Menar du, att icke någorstäds något jern är, som kan sönderslå det jern och koppar nordanefter?
180f0d00c3	Men jag skall tillförene gifva edart gods och ägodelar till sköfvels, så att I skolen få der intet före, och det för alla edra synders skull, som I uti alla edra gränsor bedrifvit hafven;
180f0e0088	Och skall låta eder komma bort till edra fiendar, uti ett land det I intet kännen; ty elden i mine vrede är öfver eder uppågången.
180f0f00db	Ack! Herre, du vetst det, kom oss ihåg, och låt dig om oss vårda, och hämnas oss uppå våra förföljare. Anamma oss, och fördröj icke dina vrede öfver dem; ty du vetst, att vi för dina skull försmädde varde.
180f1000a6	Emedan håller oss ditt ord uppe, då vi det få; och det samma ditt ord är vår hjertas fröjd och tröst; ty vi äre ju nämnde efter ditt Namn, Herre Gud Zebaoth.
180f1100a5	Vi gifve oss icke i sällskap till de begabbare, eller fröjdom oss med dem; utan blifve ensamme, för dine hands fruktans skull; tv du vredgas svårliga öfver oss.
180f1200a5	Hvi varar då vår vedermöda så länge, och vår sår äro så ganska ond, att dem ingen hela kan? Du äst oss vorden lika som en källa, den intet mer rinna vill.
180f13011a	Derföre säger Herren alltså: Om du håller dig intill mig, så vill jag hålla mig till dig, och du skall blifva min Predikare; och om du lärer de fromma skilja sig ifrå de onda, så, skall du vara min lärare, och förr än du skulle falla intill dem, skola de falla till dig.
180f1400cb	Ty jag hafver gjort dig till en fast kopparmur emot detta folket; om de emot dig strida, så skola de dock intet förmå emot dig; ty jag är när dig, till att hjelpa dig och frälsa dig, säger Herren;
180f150057	Och skall frälsa dig utu de högmodigas hand, och förlossa dig utu de tyranners hand.
181001002a	Och Herrans ord skedde till mig, och sade:
1810020057	Du skall ingen hustru taga dig, eller föda några söner eller döttrar i desso rumme.
18100300a1	Ty så säger Herren om de söner och döttrar, som i detta rummet födde varda, och om mödrarna som dem föda, och om deras fäder som dem föda i desso lande:
18100400fe	De skola dö af krankheter, och hvarken begråtne eller begrafne varda; utan skola till träck varda på markene; dertill skola de ock genom svärd och hunger förgås, och deras kroppar skola foglom under himmelen och djurom på markene till spis varda.
18100500f8	Ty så säger Herren: Du skall icke gå till begängelse, och skall ej heller någorstäds gå till begråtning, eller medlidande öfver dem hafva; ty jag hafver tagit min frid ifrå desso folke, säger Herren, samt med mine nåd och barmhertighet;
1810060098	Att både store och små skola dö i desso lande, och intet begrafne, eller begråtne varda; och ingen skall rifva sig, eller raka sitt hår öfver dem.
18100700a9	Och man skall ej heller utskifta bröd i den begråtning, till att hugsvala dem öfver liket; och ej heller gifva dem dricka af tröstebägarenom öfver fader och moder.
1810080079	Derföre skall du intet gå in uti något dryckohus, till att sitta när dem; eller till att äta, eller till att dricka.
18100900b3	Ty så säger Herren Zebaoth, Israels Gud: Si, jag skall borttaga af desso rummena för edor ögon, och medan I än lefven, fröjds och glädjes röst, brudgummes och bruds röst.
18100a00d5	Och när du allt detta desso folkena sagt hafver, och de säga till dig: Hvi talar Herren öfver oss alla denna stora olyckona? Hvilken är den missgerning eller synd, der vi med emot Herran vår Gud syndat hafve?
18100b00c6	Så skall du säga dem: Derföre att edra fäder, säger Herren, hafva öfvergifvit mig, och följt andra gudar, tjent dem, och tillbedit dem; men mig hafva de förlåtit, och intet hållit min lag;
18100c0087	Och I ännu värre gören, än edre fäder; ty si, hvar och en lefver efter sins ondas hjertas tycko, på, det han icke skall lyda mig.
18100d00c3	Derföre skall jag drifva eder utu detta landet, in uti ett land der hvarken I eller edre fäder af veten; der skolen I tjena andra gudar, dag och natt; och der skall jag ingen nåde bevisa eder.
18100e0099	Derföre, si, den tiden kommer, säger Herren, att man intet mer skall säga: Så sant som Herren lefver, som Israels barn utur Egypti land fört hafver;
18100f00d4	Utan, så sant som Herren lefver, som Israels barn fört hafver utu nordlanden, och utur all land, dit han dem utdrifvit hafver; ty jag skall låta dem igen komma uti det land, som jag deras fäder gifvit hafver.
18101000c4	Si, jag skall utsända många fiskare, säger Herren, de skola fiska dem; och derefter skall jag utsända många jägare, de skola fånga dem på all berg, på alla högar, och i alla stenklyftor.
1810110088	Ty min ögon se uppå alla deras vägar, att de icke skola kunna gömma sig för mig; och deras missgerning är för min ögon fördold.
18101200b2	Men tillförene skall jag dubbelt betala deras missgerning och synd; derföre, att de hafva orenat mitt land med deras afguderis lik, och gjort mitt land fullt med sin styggelse.
18101300d2	Herre, du äst min starkhet och kraft, och min tillflykt uti nödene. Hedningarna skola komma till dig af verldenes ändar, och säga: Våre fäder hafva haft falska och fåfänga gudar, som intet hjelpa kunna.
181014003f	Huru kan en menniska göra dem till gudar, som inge gudar äro?
1810150081	Derföre si, nu vill jag lära dem, och göra dem mina hand och mitt välde kunnigt, att de skola förnimma att jag heter Herren.
1811010082	Juda synd är med jernstyl och med skarp diamant skrifven, och uti deras hjertas taflor grafven, och uppå hornen af deras altare;
1811020062	Att deras barn skola ihågkomma de samma altare och lundar, vid de gröna trä, på de höga berg.
18110300b2	Men jag skall gifva dina höjder till sköfvels, både på berg och slätter, samt med dina håfvor, och alla dina ägodelar, för syndernas skull, i alla dina gränsor bedrefna.
18110400df	Och du skall varda utdrifven utu ditt arf, som jag dig gifvit hafver, och jag skall göra dig till dina fiendars träl, uti ett land det du intet känner; ty I hafven upptändt mine vredes eld, den evinnerliga brinna skall.
1811050098	Detta säger Herren: Förbannad är den man som förlåter sig uppå mennisko, och sätter kött sig till arm, och viker med sitt hjerta ifrå Herranom.
18110600a5	Han skall varda såsom ljung i öknene, och skall intet få se den tillkommande tröstena; utan skall blifva uti det torra i öknene, uti en ofruktsam och öde mark.
1811070058	Men välsignad är den man, som förlåter sig uppå Herran, och Herren hans tröst är.
18110800fb	Han är lika som ett trä, det vid vatten planteradt och vid en bäck berotadt är; ty om än en hette kommer, så fruktar det sig dock intet, utan dess löf blifva grön; och sörjer intet, när ett torrt år kommer, men det bär frukt utan upphåll.
1811090049	Ett argt, illfundigt ting öfver all ting är hjertat; ho kan utransakat?
18110a0087	Jag Herren kan utransaka hjertat, och pröfva njurarna, och gifver hvarjom och enom efter hans vägar, och efter hans gerningars frukt.
18110b00df	Ty lika som en fogel, som lägger sig uppå ägg, och utkläcker dem icke, alltså är den som orätt gods församlar; ty han måste derifrå, då han det aldraminst tänker; och måste dock på sistone hafva spott dertill.
18110c0051	Men vår helgedoms rum, nämliga Guds härlighets säte, är alltid fast blifvet.
18110d00c6	Ty, Herre, du äst Israels hopp; alle de som dig förlåta, måste till skam varda, och de affällige måste på jordene skrefne varda; ty de öfvergifva Herran, som är en lefvandes vattens källa.
18110e0065	Hela du mig, Herre, så varder jag hel; hjelp du mig, så är mig hulpet; ty du äst min berömmelse.
18110f0044	Si, de säga till mig: Hvar är då Herrans ord? Käre, låt kommat.
18111000b0	Men jag hafver fördenskull icke flytt ifrå dig, min herde; så hafver jag ock intet begärat menniskors ros, det vetst du; hvad jag predikat hafver, det är rätt inför dig.
1811110036	Var icke du mig förskräckelig, min tröst i nödene.
18111200a1	Låt dem till skam komma, som mig förfölja, och icke mig; låt dem förskräckas, och icke mig; låt olyckones dag öfver dem gå, och sönderslå dem dubbelt.
181113007b	Så säger Herren till mig: Gack, och statt i folkens port, der Juda Konungar ut och in gå, och i alla portar i Jerusalem;
1811140085	Och säg till dem: Hörer Herrans ord, I Juda Konungar, och hele Juda, och alle Jerusalems inbyggare, som igenom denna porten ingån.
181115006b	Detta säger Herren: Vakter eder, och bärer ingen bördo om Sabbathsdagen, genom portarna, in i Jerusalem;
181116008f	Och förer ingen klef på Sabbathsdagen utur edor hus, och görer intet arbete; utan helger Sabbathsdagen, såsom jag edra fäder budit hafver.
1811170081	Men de höra intet, och böja intet sin öron, utan blifva halsstyfve, på det de ju icke skola höra, eller ock låta säga sig.
18111800a3	Om I hören mig, säger Herren, så att I ingen bördo bären om Sabbathsdagen genom denna stadsporten, utan helgen honom, och gören intet arbete på dem dagenom;
181119010d	Så skola ock igenom denna stadsporten ut och in gå Konungar och Förstar, som på Davids stol sitta, och rida, och fara både med vagn och hästar, de och deras Förstar, samt med alla de som i Juda och Jerusalem bo; och denna staden skall evinnerliga besutten varda;
18111a00d9	Och skola komma utaf Juda städer, och de omkring Jerusalem ligga, och utaf BenJamins land, af dalom och bergom, och sunnanefter, de der framföra skola bränneoffer, offer, spisoffer, och tackoffer, till Herrans hus.
18111b00f1	Men om I icke hören mig, så att I helgen Sabbathsdagen, och ingen bördo bären in genom de portar i Jerusalem på Sabbathsdagenom, skall jag upptända en eld i dess portar, den husen i Jerusalem förtära skall, och intet utsläckt varda.
1812010041	Detta är det ord, som skedde af Herranom till Jeremia, och sade:
1812020054	Statt upp, och gack ned uti krukomakarens hus; der vill jag låta dig höra min ord.
1812030048	Och jag gick ned i krukomakarens hus, och si, han arbetade på skifvone.
1812040084	Och krukan, som han utaf lerena gjorde, gick honom sönder i händerna; då gjorde han åter ena andra kruko, såsom honom täcktes.
181205002a	Då skedde Herrans ord till mig, och sade:
18120600b7	Kan jag ock icke skicka mig, såsom denne krukomakaren, med eder af Israels huse, säger Herren? Si, såsom leret är i krukomakarens hand, så ären ock I af Israels hus i mine hand.
1812070060	Hasteliga talar jag emot ett folk och rike, att jag det utrota, förhärja, och förderfva vill;
1812080087	Men om det omvänder sig ifrå sine ondsko, den jag emot talar, så skall jag ock låta mig ångra det onda, som jag tänkte göra dem.
1812090055	Och hasteliga talar jag om ett folk och rike, att jag det uppbygga och plantera vill;
18120a00a7	Men gör det illa för min ögon, så att det icke hörer mina röst, så skall jag ock låta mig ångra det goda, som jag dem lofvat hafver, att jag dem göra skulle.
18120b00f1	Så säg nu till dem i Juda, och till Jerusalems inbyggare: Detta säger Herren: Si, jag bereder eder ena olycko, och tänker något emot eder; derföre vände sig hvar och en ifrå sitt onda väsende, och bättrer edart väsende och anslag.
18120c007c	Men de sade: Der varder intet utaf; vi vilje vandra efter våra tankar, och göra hvar och en efter sins onda hjertas tycko.
18120d0091	Derföre säger Herren: Fråger dock ibland Hedningarna: Ho hafver någon tid sådant hört, att jungfrun Israel så ganska grufveliga ting gör?
