0100000009	Ïïjjïn
012e02009a	Aŋ wääna wïïrïn aŋŋi ye, ike kiini Jooŋ kä yooddin aŋ bärkene ogo, “Yaagüüp! Yaagüüp!” Aŋ Yaagüüp luukcin ogo, “Haa, ika inni.”
012e030099	Aŋ ike jaajjin ogo, “Ika agä Jooŋ, Jooŋ yen wääc. Ïkï ŋana booju kä wään ïñï Macïr, ïkï bi naŋeni wäätci agä ṭoŋ yäwke wïca.
012e04008c	Aŋ ika kä ḍoŋi bi atä ke ïkï ïñï Macïr, aŋ ŋuca ïkï bi ḍuugeni ŋäjäk. Aŋ waŋgü bi kümgü kä Yuucip kä ïṇte.”
012e0500b0	Aŋ Yaagüüp Bïïrcïba daljene ïñï, aŋ koowi merkä yeeke ke merkälen yeeken ke määngä yeeken kä teebälaŋŋi yek bägälgä yaaka tuuji Parahuun ogo taapce ko ye.
012e060095	Aŋ iken cäänna ḍigärgä yeeken koowi ke wakkä yeeken yaaka naŋi ŋommañ mä Kanaan ti ye. Aŋ Yaagüüp ke kaaynä yeeke muure attä Macïr.
012e070051	Merkä yeeke ke merkä merkä yeeke, ke kaaynä yeeke muure koowne attene Macïr.
012e08008c	Aŋ yaakki a yäṇtäŋŋi yek kaaynä Icärayiil yaaka a merkä Yaagüüp attä Macïr ye, Robïïn a minneni Yaagüüp yaana a kaygon ye.
012e090042	Aŋ merkä yek Robïïn a Anook ke Pallü ke Hïjïroon aŋ Karmi.
012e0a007c	Aŋ merkä yek Camoon a Yamaweel ke Yamïïn ke Uhaat ke Yakïïn ke Cuwaar aŋ Caawüül. Caawüül meen a iiŋ mä Kanaan.
012e0b003a	Aŋ merkä yek Laawï a Jeercüün ke Kuhaat aŋ Miraarï.
012e0c00ad	Aŋ merkä yek Yahüüja a Eer ke Unaan ke Cïïla ke Paaric aŋ Jüra. Aŋ Eer ke Unaan iken tüwgïn ŋommañ mä Kanaan ti. Aŋ merkälen Paaric a Hïjïroon ke Hamüül.
012e0d0043	Aŋ merkä yek Yacakïïr a Tolla ke Püwa ke Yoop aŋ Cïmarüün.
012e0e0036	Aŋ merkä yek Jabuloon a Cereet ke Ïloon aŋ Jalaal.
012e0f00c2	Aŋ a merkä yek Leya ke Yaagüüp yaaka giidi Padaan Araam ye ikki, aŋ yaŋkalaŋ a iiŋ battä me ogo Ḍïïna. Aŋ merkä yeeke oogen ke ṭulgu muure a caykä kä ḍäk witken kä ḍäk.
012e10005f	Aŋ merkä yek Gaat a Japhuun ke Hajjï ke Cünnï ke Ïjboon ke Eerï ke Aaroodï aŋ Aarelï.
012e11008f	Aŋ merkä yek Acïïr a Ïmna ke Ïcba ke Ïcbï aŋ Bïrrïya ke käwen battä me ogo Ceera. Aŋ Bïrrïya merkä yeeke a Hebir aŋ Malakeel.
012e1200a2	Aŋ a merkä yek Jïlpa kiingon yen Leya yaana iñene daa kä wäyen Laabaan ye ikki. Aŋ kaaynä yek Yaagüüp yaaka Jïlpa ti ye, a caay witken kä ḍüügük.
012e130041	Aŋ merkä yek Yaagüüp iiŋe Rahiil ti a Yuucip ke Benyamïïn.
012e140099	Yuucip merkä yeeke yaaka giiṇṇe ŋommañ mä Macïr ti ye, a Manacca ke Ipiraayim. Aŋ meen a Acanaat ṭuulle yen Patipeera män daaŋ yen mä Uun.
012e15007e	Aŋ merkä yek Benyamïïn a Beela ke Baakir ke Ajbeel ke Jïïra ke Naaman ke Eey ke Rooc ke Mupïïm ke Hüpïïm aŋ Aaret.
012e160085	Aŋ a merkä yek Rahiil ke Yaagüüp yaaka giidi ye ikki. Aŋ kaaynä muure yek Yaagüüp yaaka Rahiil ti ye, a caay witken kä ŋan.
012e17001f	Aŋ minneni Ḍaan a Hoocïïm.
012e180043	Aŋ merkä yek Naptaalï a Yaaceel ke Jooni ke Yaacir aŋ Calïïm.
012e190096	Aŋ a merkä yek Bila kiingon yen Rahiil yaana iñene daa kä wäyen Laabaan ye ikki. Aŋ kaaynä muure yek Yaagüüp yaaka Bila ti ye, a ŋaṭükel.
012e1a00b4	Aŋ merkä muure yek Yaagüüp yaaka tïïlcïdï a kaaynä yeeke yaaka attä Macïr ye, a caykä kä ḍüügük witken kä ḍüügük, i määngä merkä yeeke batta a pakin ti.
012e1b0092	Aŋ ŋucki ti merkä Yuucip yaaka kä yewwe giidi me Macïr ye. Aŋ äntüke Yaagüüp muure aŋŋa caykä kä ŋaṭükel ŋommañ mä Macïr ti.
012e1c0096	Aŋ Yaagüüp Yahüüja tucce ñome ti ogo pärjo ke Yuucip, aŋ iken nüütcï päy yen mä Jiicaan ti. Aŋ wääna iken ḍakkene kä ti Jiicaan ye,
012e1d00b5	i Yuucip teebälaŋ bagal yeene tooṇṇe, aŋ attä pärjin ke wäyen Yaagüüp baan mä Jiicaan jï. Aŋ wääna pärjene kä ye, i Yuucip wäyen kunne ḍok aŋ weggin kä yaac.
012e1e0080	Aŋ Yaagüüp Yuucip kiinne ogo, “Tiññaŋ dalä ika tüwü ïkï yoorreni, aŋ ïkï inni yoorreni mor agä üdon yaanni.”
012e1f00c3	Aŋ Yuucip jaajjin mädgen ti ke äntüke yen wäyen ti muure ogo, “Ika bi atä Parahuun ti, aŋ nüütkü ogo mädgo ke äntüke yen wäyo ḍäägono ti ika ti, ääto ŋommañ mä Kanaan ti.
012e20009e	Aŋ ikee agje kaaydoni yek ḍiik aŋ agje tïïconi yek ḍigärgä, aŋ ikee ḍiik yeekic ke däk ke wakkä yeekic muure yaaka bilto ti ye äbenee ke ikee.
012e21005a	“Aŋ naana Parahuun ikee bärkene, aŋ ikee taaññe ogo, ñuugula yeenic ogo ŋaaka ye,
012e2200ec	i kiine ogo, ‘Ñuuguloni yüükü a tïïconi yek ḍigärgä kä ḍinen tinä, bata dänkä yurgen.’ Nuŋko bi dalje kä cääye kä baan mä Jiicaan ye ti, aŋ nääŋka kaaydoni muure yek mä Macïr ti agene mä ḍälkä ye.”
012f0100b8	Aŋ Yuucip attä Parahuun ti, aŋ nüütkene ogo, “Wäyo ke mädgo ke ḍiik ke däk ke wakkä yeeken muure ätä ŋommañ mä Kanaan ti, aŋ iken tiññaŋ a baan mä Jiicaan ti.”
012f02003b	Aŋ kuññu mädgen kä duuc, aŋ iññe Parahuun ñome ti.
012f03009f	Aŋ Parahuun Yuucip mädgen taaññe ogo, “Ñuugula yeenic a ŋaaka?” Aŋ Parahuun luugi ogo, “Ñuuguloni yüükü a kaaydoni ḍiik bata dänkä yurgen.
012f0400f5	Ikoon äätonon cääjjodon Macïr winni bata boorgu, kä yaana wïca baati nänṭa kääjene ñuuguloni yüükü ḍiik ye, kä yaana käñ tällee ŋommañ mä Kanaan ti ye. Aŋ dalä kura ñuuguloni yüükü cääjjï baan mä Jiicaan ti.”
012f050046	Aŋ Parahuun Yuucip kiinne ogo, “Wääc ke mädgic äätin ïkï ti.
012f06011e	Aŋ wäkä nänṭä yaana ṭäkkä ŋommañ mä Macïr ti ŋeraŋ ye, aŋ ḍuccii kä wääc ke mädgic. Aŋ dalä iken cääjjï baan mä Jiicaan ti. Aŋ naana ïkï ŋäjjä ook yakkalaŋ iken ti lïïṭït tïïcï ḍigärgä ye, i müükkü ḍigärgä yeeki dalä tïïcä.”
012f070060	Aŋ Yuucip wäyen Yaagüüp äbene yuutte Parahuun ñome ti. Aŋ Yaagüüp Parahuun ŋüülkene.
012f080046	Aŋ Parahuun Yaagüüp taaññe ogo, “Yüüngü kä ŋïṭṭä?”
012f0900ab	Aŋ Yaagüüp Parahuun luuŋŋe ogo, “Yuungu yeeki a 130, aŋ yuungu yeeki ḍewgaŋ aŋ yejgaŋ, aŋ batta a ḍakin yuungu dänkä yurgo ti yaaka cääynene kä ye.”
012f0a0056	Aŋ Yaagüüp Parahuun ŋüülkene, aŋ kaaccä woo üṇtük aŋgin yore Parahuun ti.
012f0b00ad	Aŋ Yuucip wäyen ke mädgen ḍoocce ŋommañ mä Macïr jï, aŋ iññe ŋommañ yaana kääṭï kä ŋerrä baan mä Ramcïïc ti ye, bata yaana eenjene daa Parahuun ye.
012f0c005f	Aŋ Yuucip wäyen ke mädgen ke äntüke yen wäyen muure iññe wakkä äämkä daa kä yoken.
012f0d0081	Aŋ käñ yaaññä kä yaac aŋ ammani baati nänkä muure aŋ mäbaan yek mä Macïr ke yek mä Kanaan aŋŋa puudgu kä käñ.
012f0e009b	Aŋ Yuucip tiil muure yek ŋommañ mä Macïr ke yek mä Kanaan ḍülle yokïn, yaaka kijene me päk ye, aŋ Yuucip tiil äbene ḍoocce än Parahuun jï.
012f0f00ce	Aŋ wääna tiil muure baakkene ŋommañ mä Macïr ti ke ŋommañ mä Kanaan ti ye, i mä Macïr muure äätin Yuucip ti aŋ kiini ogo, “Iñjon päk. Ikoon bääggodoon tüwon ina? Tiil yooko baakkin.”
012f100085	Aŋ luugi Yuucip ogo, “Ḍigärgä yeekic äbe aŋ ikee bi iñe päk rätke kä ḍigärgä yeekic naana tiil yeekic baakkin ye.”
012f1100c4	Aŋ iken ḍigärgä yeeken icki Yuucip aŋ iñi Yuucip päk rätkeneeda kä bägälgä ke ḍiik ke däk ke tüürüŋŋi. Aŋ iken iici Yuucip rätkede päk kä ḍigärgä yeeken yun yaanna ti.
012f12012b	Aŋ wääna yun yaanna ḍüüñenee kä ye, iken ḍuukin yun kalaŋ ti, aŋ ike kiini ogo, “Men mooye yoono, ïkï batta päänkiti ŋïngïn ginkalaŋ ogo tiil yooko baakkono. Aŋ ḍigärgä yooko muure aŋŋa yüükü, baati gin'a a büccïnï iñgi kä ye, a gäyko ke yirkä yooko pääken.
012f1300fb	Aŋ ikoon bääggodoon tüwon ñomü ti ikoon ke yirkä yooko ina? Kiyjon ke yirkä yooko kä päk aŋ ikoon ke yirkä yooko ikoon wääton a kiinkä yek Parahuun. Aŋ iñjon käwkä nuŋko ŋana tüwdon kä, aŋ yirkä ŋana wäätcïdï a mardï.”
012f1400b3	Aŋ Yuucip ŋommañ mä Macïr muure kijgene Parahuun. Aŋ mä Macïr muure yirkä yeeken yääjji woo, kä yaana käñ yaaññee kä iken ti ye, aŋ ŋommañ aŋŋa yen Parahuun.
012f15002e	Aŋ Yuucip mä Macïr naŋŋe a kiinkä muure.
012f1600e6	Aŋ a ŋommañ mä däŋkä pare ken batta agee kä kiygon a nääŋka Parahuun agee kä ḍüccïnï jiik ke iken aŋ iñdeeda kä päk yek ñuugula yeenen ye. Aŋ ken amgä, ina ken ŋommañ yeenen batta yääyge daa kä yaanna.
012f170087	Aŋ Yuucip me kiinne ogo, “Tiiŋe, ikee ke ŋommañ yeenic ikee kijgene Parahuun, aŋ käwkä yaakki koowe ije pïïde yirkä gïtï.
012f1800a6	Aŋ naana päk erre ye, i Parahuun iñe kä keelok duuc ti, aŋ ŋan ken ḍooce a käwkä aŋ a ammani yek ḍuuggic ke mä äntükeni yeekic ke merkälen yeekic.”
012f19009b	Aŋ iken jaajjin ogo, “Üṇṇü yoono maŋŋi, aŋ men mooye, dalä ikoon käñon ŋerrä ïkï ti, aŋ ikoon bi wääton agon kiinkä yek Parahuun.”
012f1a00e6	Aŋ naŋi Yuucip a jiik ḍoocin ŋommañ mä Macïr jï, ogo keelok duuc ti yen errä ogo yen Parahuun, aŋ jiik ḍoocin yaakka bilti ke tiññaŋ. Aŋ büccïdï a ŋommañ mä däŋkä pare ken batta a wääton a yen Parahuun.
012f1b0091	Aŋ mä Icärayiil cäygin ŋommañ mä Macïr jï, baan mä Jiicaan jï. Aŋ iken ŋommañ aŋŋa yeenen, aŋ iken gidgin aŋ ḍiirin kä yaac.
012f1c0091	Aŋ Yaagüüp cääynä ŋommañ mä Macïr ti yuungu kä caay witken kä ŋaṭükel. Aŋ yuungu yek Yaagüüp muure yek üṇṇü yeene a 147.
012f1d012b	Aŋ wääna tüwnü Yaagüüp cokulenee ye, i minneni yeene Yuucip bärkene ti, aŋ kiinne ogo, “Kura dalä ika käñä ŋerrä ïkï ti. Aŋ ïṇtü äcci äämi ti aŋ lïïtkaa ogo ika bi nüütkada biilin yaana batta düüñïdï ye ke woṇṇu. Aŋ ika ŋana jïgja ŋommañ mä Macïr jï.
012f1e00a1	Aŋ naana ika baakkänä ye, äbaa woo ŋommañ mä Macïr jï, aŋ jïgja kälkä wäygo ti.” Aŋ luugi Yuucip ogo, “Bi naŋä bata yaana kiinnaa kä ye.”
012f1f0072	Aŋ Yaagüüp jaajjin ogo, “Lïïtkaa.” Aŋ lïïtkï Yuucip, aŋ Yaagüüp ḍüŋjïn ïñï bür yeene wic.
0130010092	Aŋ ääŋkalaŋ ti Yuucip nüütkï me ogo, “Wääc yore cäärin woo.” Aŋ merkä yeeke yaaka kä yewwe yaakka koowne, Manacca ke Ipiraayim.
0130020084	Aŋ Yaagüüp nüütkï me ogo, “Minneni yüünü Yuucip ḍäägin.” Aŋ Yaagüüp yore riijene ñaalok aŋ cääjjin bür wic.
0130030086	Aŋ Yaagüüp Yuucip kiinne ogo, “Jooŋ yaana Lïïṭït ye üükïn woo ika ti Lüüc ŋommañ mä Kanaan ti, aŋ ika ŋüülkana,
01300400c2	aŋ ika kiinna ogo, ‘Ïkï bi iñeni merkä kä ḍiräk. Aŋ kilkä yüükü bi wäätï a ṭoŋ ḍiirken, aŋ ŋommañ yaanni bi iñä kilkä yüükü aŋ bi wäätï a yeenen ke cüle.’
01300500bf	“Aŋ tiññaŋ merkä yüükü yaaka giiṇṇi ŋommañ mä Macïr ti i batta mor ika äätä ïkï ti Macïr ye, a yeeki, Ipiraayim ke Manacca bi wäätï a yeeki bata Robïïn ke Camoon.
013006008a	Aŋ merkä yaaka bi ŋocci giidä ŋätken ti ye ken bi a yüükü, aŋ yäṇṇäni yeeken bi kañgä kä waan yen Ipiraayim ke Manacca.
01300700e6	“Wääna äätä kä Padaan Araam ye Rahiil tüwnü päy jï ŋommañ mä Kanaan ti, aŋ ika anjänä ïñï kä yaac, i ikoon aton ti Ipiraat. Aŋ jïkkä ïñï päy jï Ipiraat,” aŋ cäänna Ipiraat battä me ogo Beetlaam.
013008005f	Aŋ wääna Yaagüüp merkä Yuucip yoorreeda kä ye, i ike jaajjin ogo, “A ŋaannä ikki?”
01300900ab	Aŋ Yuucip wäyen luuŋŋe ogo, “A merkälen oogen yeeki yaaka iñana kä Jooŋ Macïr winni ye.” Aŋ Yaagüüp jaajjin ogo, “Äbä ika ti winni dalä ŋüülkü.”
01300a00ad	Aŋ Yaagüüp waŋge tüŋïlïn kä dänkïtene, aŋ batta ŋuca yuṭï ṭeṭaŋ. Aŋ Yuucip merkälen ickeneeda ti kä cokal aŋ kuunene ti jone ti, aŋ muckene yokïn.
01300b009b	Aŋ Yaagüüp Yuucip kiinne ogo, “Ika ḍuucu ogo ïkï batta bi yoorjïda ŋuca, aŋ Jooŋ tiññaŋ ika daljana ke cäänna kaaynä yüükü yoorru.”
01300c005d	Aŋ merkälen äbi woo Yuucip daan wäyen uŋge ti, aŋ ike ñome teekke ïñï ŋommañ jï.
01300d00cc	Aŋ Yuucip iken koowi muuṭuk aŋ Ipiraayim kä ïṇte birrä ti üüŋjene buŋ aam yen Yaagüüp ti aŋ Manacca kä ïṇte aam ti aŋ üüŋjene buŋ birrä yen Yaagüüp ti, aŋ äbene ti kä cokal.
01300e00dc	Aŋ Yaagüüp bugge büülle gïtï aŋ ïnke lajjene woo, aŋ ḍoocce merkälen witken ti, aŋ ïṇte birrä ḍoocce Ipiraayim yaana ḍeeraŋ ye wiñe ti, aŋ ïṇte aam ḍoocce Manacca yaana a kaygon ye wiñe ti.
01300f00a6	Aŋ Yuucip ŋüülkene aŋ jaajjin ogo, “Jooŋ yaana baaddi wäygo Abrayiim ke Icaak ye, a Jooŋ yaana ika kaayna üṇṇü yeeni ti muure ke nïnnä yaanni ti ye.
01301000d3	Aŋ malak yaana ika maŋŋa kä pillä muure ye, dalä merkälen ŋüülke. Aŋ dale yäṇtonḍi paytä me kä merkälen yaakka ke wäygo Abrayiim ke Icaak, aŋ iken daljänä ḍirä ŋommañ wic kä yaac.”
01301100d9	Aŋ wääna Yuucip wäyen yoorreeda ïṇte birrä äcceeda Ipiraayim wiñe ti ye, yoorre yaajaŋ ike ti, aŋ Yuucip wäyen ïṇte müŋŋe aŋ ṭäkke aŋgede yok Ipiraayim wiñe ti aŋ ḍooccede Manacca wiñe ti.
0130120073	Aŋ Yuucip wäyen kiinne ogo, “Batta aŋan wäyo, yaanni ken a kaygon yeeni, ïntü bïrrä ḍoocci wiñe ti.”
0130130103	Aŋ wäyen yaakkä aŋ jaajjin ogo, “Ŋäjjä minneni yeeni, ŋäjjä. Ike cäänna bi mä yeeke ḍirä aŋ ike cäänna bi yäwaŋ, aŋ määden ḍeerconḍe ken bi yäwaŋ kä ike aŋ kilkä yeeke bi ḍiirä kä yaac aŋ wäätï a ṭoŋ ḍiirken.”
0130140112	Aŋ ŋüülkene nïïnnä yaanja ti aŋ jaajjin ogo, “Mä Icärayiil yäṇtäŋginic bi battä yokïn naana iken ŋüülkïdï mäŋkalaŋ ye, aŋ iken bi jayok ogo, ‘Dalä Jooŋ ïkï naŋey bata Ipiraayim ke Manacca.’” Aŋ ike Ipiraayim ḍoocce Manacca ñome ti.
013015007e	Aŋ Yaagüüp Yuucip kiinne ogo, “Ika ḍaŋŋa tüwü, aŋ Jooŋ bi ke ikee aŋ ikee bi ḍuuke ŋommañ dänkä yurgic ti.
01301600a8	Aŋ baan yaana iñdä mädgic ye ti, ïkï iñdene baan taaŋŋe mooye yen mä Cakïïm kä mädgic, a yaana ärrä mä Amoor ti kä gaaḍal yeeni ke kaay yeeni ye.”
01310100a9	Aŋ Yaagüüp merkä yeeke bärkene ti, aŋ kiinne ogo, “Wüüke ti ika ti, aŋ ikee nüütke a ŋaaka ken bi näŋï ḍoŋe ikee ti nïïnkä yaaka äätïdï ye ti.
013102004a	“Ääte ti aŋ tiiŋe, ikee merkälen yeeki, tiiŋe wääc Yaagüüp ti.
01310300a7	“Robïïn, ïkï agä kaygon yeeni, aŋ teynä yeeni ke ïkï agä minneni ïïjïnï woo yen dürkïtïnï, aŋ ïkï agä kültü yen eemdin ke kültü yen teynä.
01310400a9	Ïkï beelä bata piik tääl wiñe yaaka ïïjïdï ti ye, aŋ ïkï batta bi küülüküül ŋuca, nääŋka attii kä bür yen wääc ti aŋ ḍäälleeda kä yok ye.
0131050045	“Camoon ke Laawï a mädin gaaḍalli yeeken a yek ïïrrä teynä.
01310600cc	Dale ŋana ika kaaccädä ti nänṭa ḍülte yoken ye, aŋ dale ŋana yori coorcudu ti jiik yeeken yaaka ḍiikä ye ti. Kä piinkä yeeken iken nääkin me, aŋ iken yätkä naŋe a ŋolku kä ñääy.
01310700bf	Tuummu wäätï piinkä yeeken ti kä yaana yejgene yejok ye, aŋ piinkä yeeken yejgaŋ kä yaac, aŋ iken bi piirjä woo kaaynä yeeki gïtï, aŋ iken bi gääjä gïtï mä Icärayiil ti.
013108009d	“Yahüüja, mädgic ïkï bi maaŋgi. Ïṇtü bi wäätï ädäŋŋi yüükü ḍuuggen ti. Aŋ merkä yek wääc muure bi ḍüŋjïdï ïñï ñomü ti.
013109007b	Yahüüja a geel ṭuule yaana ḍaŋŋä kä ammä waak'a näge ye. Aŋ yore meecce woo aŋ baati m'ana ike rükü yok ye.
01310a0094	Yätkïtïn batta bi kaacï woo paa ba Yahüüja, aŋ kilkä yeeke kamat ken bi mügït aŋ ṭoŋ ike bi äckätä iñdinni aŋ ike bi tiiŋkätä.
01310b0101	Aŋ tüürüŋle yeene bi weene kä jaan beel bata lüütkon meen, erele yeene bi weene kä jaan beel bata lüütkon meen yaana ŋeraŋ ye, aŋ buruŋgu yeeke bi pure kä määk, jïbbani yeeke bi pure kä piik yek jaan yaana beel bata lüütkon ye ṭulge.
01310c005e	Aŋ waŋge bi tïdaŋ kä maaṇṇä määk kä yaac, aŋ leke bi bowaŋ kä maaṇṇä aak.
01310d0097	“Aŋ Jabuloon bi cääy ṭiŋal wii mooye jï, aŋ ike bi wäätï a nänṭ'a yuutcete ïñï kuudgu mäyken ye, aŋ tügge bi ḍakcïdï Cïdoon.
01310e004a	“Yacakïïr a tüürüŋ teyconḍe yaana nïïn waadgä baliṇṇi ye.
01310f00a1	Aŋ naana nänṭä yïïktäŋ yoorre ŋeraŋ, aŋ ŋommañ ŋeraŋ ye, i büyke gääŋe ïñï ḍürdee kä waak pekkä aŋ bi engä me ñuugal bata kiingon.
013110004f	“Ḍaan bi mä yeeke müge aŋ iken bi belok bata kurku mä Icärayiil aŋan.
01311100ba	Aŋ Ḍaan bi beel bata kaaŋ yaana cääy päy mooye taaŋ ye, aŋ a pääññä yaana cääy päy taaŋ ye, a yaana kääjä bagal ŋubduŋgene ti ye, aŋ taapdo ḍïmjï ṭarkic.”
0131120047	Aŋ Yaagüüp jaajjin ogo, “Ika kiijä maŋŋä yüünü, ay Pïṭo.
013113003a	“Gaat bi irkätä mäddoŋŋi, aŋ bi ñoole aŋ baadde.
013114006b	“Acïïr ŋommañ yeene bi giit waak äämkä ñapken. Aŋ ike bi ḍüccïdï waak äämkä yek yätkä.
013115004f	“Naptaalï a pääy yaana kälit kä tettä yaana giit päykälen ŋerken ye.
0131160067	“Yuucip a jaan yaana giit kä yaac ye, a jaan yaana giit kä ceere yen piik ye, kimke muulu kaal wic.
013117005f	Aŋ ädäŋŋi yeeke ike irki kä yaacken, aŋ ike ḍiŋi kä cäwgä aŋ ike baaydi kä yaac.
01311800a2	Aŋ kaay yeene agee kä yïïcon, aŋ bugge bïtäraŋ, kä teynä Jooŋ yen Yaagüüp yaana Lïïṭït ye, aŋ kä kaaydo yaana daŋit, a yen mä Icärayiil ye,
0131190104	a Jooŋ yen wääc ken ïkï yüükkedey ti, aŋ a Jooŋ yaana Lïïṭït ye, ken ïkï ŋüülkedey kä ŋüülkïnni yek ñaal yaaka ñaalok polloŋ jï ye, ke ŋüülkïnni yek piik yaaka lürgaŋ ïñï ŋommañ jï ye, ke ŋüülkïnni yek tingä ke kun.
01311a00e9	Ŋüülkïnni yek wääc yäwaŋ käälcïdï woo ŋüülkïnni yek pämkä dänken ke waak ŋerkä yek tüümoni yaaka ke cüle ye ti. Aŋ dale ŋüülkïnni yaakka muure wäätï a Yuucip wiñe ti, yaana a woydo waadgä mädgen ye.
01311b00b3	“Benyamïïn a bäw yaajgonḍe yaana meken jiije gïtï ye, kä tïṇṇäŋänä aŋŋi ämï yäŋgä yaaka näge ye, aŋ biigin ti aŋŋi waak'a näge ye pääge gïtï.”
01311c00cb	Yaakki muure a kurku kä caay witken kä yew yek Icärayiil, aŋ a waak'a kiinene daa wäyen ye ikki, wääna ŋüülkedeeda kä ye, yaŋkalaŋ daa ŋüülkene kä ŋüülkïn yaana päjjïdï ke ike ye.
01311d009a	Aŋ iken iingene kiinne ogo, “Ika bi yori cooṭu ti dänkä yurgo ti kä bïraŋ. Aŋ ika jïga ke wäygo ṭuum yaana yiil yen Aproon ti män Haat ye.
01311e009d	A ṭuum yaana yiil jï Makapeela jï cokulaŋ ti Mamar ŋommañ mä Kanaan ti ye, yaana kiyi Abrayiim Aproon män Haat ti, ogo wääto ogo yen jïïgïn ye.
01311f0090	Aŋ a nänṭä yaana jïkkene me Abrayiim ke iiŋe Caarra ye ke nänṭä yaana jïkkene me Icaak ke iiŋe Rïpga ye. Aŋ Leya jïŋŋä wïca.
0131200043	Aŋ yiil ke ṭuum yaana jïñe ti yaanna kiygä me mä Haat ti.”
01312100b5	Wääna Yaagüüp ḍaŋŋee kä iingin merkä yeeke ye, kïïge nuulene ñaalok bür wic, aŋ ike wääkcin woo wääktäŋ tüwnü aŋ tüwnü, aŋ cooṭi me ti dänkä yurge ti.
013201003e	Aŋ Yuucip wäyen ḍimgene gïtï, aŋ weekcin aŋ kunne yok.
0132020081	Aŋ Yuucip ñuuguloni yeeke iingene ogo wäyen tükkïï yokïn waak pïlkä ke ñownä nuŋko ŋana rotjeko, aŋ tükkï yokïn.
01320300d3	Aŋ ike nääkin nïïnkä caykä kä ŋan, i tükü yokïn kä waak pïlkä ke ñownä, aŋ a nïïnkä yaaka a ḍoocin tutene me m'ana a tüwon ye. Aŋ mä Macïr nüüññü nïïnkä caykä kä ŋaṭükel.
01320400ad	Aŋ wääna nïïnkä nüüjdüŋ baakkenee kä ye, i Yuucip ḍuuŋkulen yek Parahuun kiinne ogo, “Naana ika käñä ŋerrä ikee ti ye, i kura jiik yaakki icke Parahuun.
01320500df	Wäyo ika daljana lïïttä, aŋ ika kiinna ogo, ‘Ika cokulunu tüwnü, aŋ jïgja ṭuum yaana tutkunu ḍoŋi ŋommañ mä Kanaan ye ti wïca.’ Aŋ aŋŋi dalä ika kura atä wäyo jïkä ïñï aŋ ika bi ḍuuku.”
0132060062	Aŋ Parahuun luukcin ogo, “Ee, atä wääc jïgä bata yaana daljeney kä lïïttïï kä ye.”
013207007a	Aŋ Yuucip attä wäyen jïge. Aŋ ḍuuŋkulen muure yek Parahuun attä iken ke me mäyken muure yek ŋommañ mä Macïr,
01320800b4	aŋ cäänna ke mä äntüke yek Yuucip muure ke mädgen ke mä äntüke yen wäyen. Büccïdï a merkälen ke ḍiik ke däk yeeken ken dalji ïñï pääken baan mä Jiicaan jï.
013209006b	Aŋ attä kä teebälaŋŋi yek bägälgä kääygä ke m'aka taabit bägälgä ye, aŋ a ṭoŋ ḍiirken.
01320a00d0	Aŋ wääna ḍäägene ti nänṭä keennä päk Adaat wii mä Üürdün taaŋŋañja kä ñomuk ye, iken nüüjjïn kä yaac kä nüüjdüŋ mooye, aŋ iken nüüññü nïïnkä kä ŋaṭükel kä wäyen.
01320b00e9	Aŋ wääna mä Kanaan yuṭṭene nüüjdüŋ nänṭä keennä päk Adaat ye, iken jaajjin ogo, “A nüüjdüŋ mooye mä Macïr ti.” Ina ken nänṭä yaana Üürdün taaŋŋañja kä ñomuk batte daa me ogo Abil Macïr yaanna.
01320c003e	Aŋ merkä Yaagüüp näŋjin bata yaana daa kiinneeda kä ye.
01320d00be	Aŋ gaane koowi aŋ iji ŋommañ mä Kanaan jï, aŋ jïgï ṭuum yaana yiil Makapeela jï ye, cokulaŋ ti Mamar, nänṭ'a kiyi Abrayiim Aproon yen mä Haat ti ye, ogo nänṭä jïïgïn.
01320e007d	Aŋ wääna Yuucip wäyen jïkkeeda ïñï ye, ike ḍukcin Macïr ke mädgen ke m'aka äätene jïŋŋä wäyen ti ye muure.
01320f009d	Aŋ wääna Yuucip mädgen wäyen yoorene daa kä tüwnee ye, iken jaajjin ogo, “Yuucip ïkïïn bi pütkïn gïtï kä yiñ yaana näŋkïnïn daa ina.”
