0100000007	Jenesis
100c2b00fc	Dughiar kamɨn me ofan avɨriba God bagha dagh amua bar akonge. Bar guizbangɨra. Me fo, God me gamizɨma, me bar akonge. Ezɨ amiziba ko boriba uaghan bar akonge. Ezɨ gumazamizir saghon itiba, me dɨmdɨar nɨgɨnim ko bar akongezir nɨgɨnim barasi.
100c2c02d0	Dughiar kamra, me Godɨn Dɨpenimɨn aven bizibar arɨghamin danganimɨn ganasa gumazir mabagh inaba. Danganir kabar, gumazamiziba dagher faragha azenibar aniziba, ko temer ovɨzir faragha aniziba, ko men bizir igharazir maba, me da isɨ God danɨngam. Me uan azenibar dagheba tuiraghtɨ, da pozir 10plan otoghtɨ, me pozitam isɨ God danɨngam, mati Moses Osirizir Araziba mɨkemezɨ mokɨn. Eghtɨ gumazir kaba ingangarir kam damuam: me gumazamizibar nguazibar mangɨ, dagheba inigh mangɨ, Godɨn Dɨpenim dar arɨgham. Guizbangɨra, Judaba, ofa gamir gumaziba ko Livaibar amir ingangarim bagha bar akuegha, navir aghuim men iti. Kamaghɨn amizɨ, me ofa gamir gumaziba ko Livaibar akurvaghasa, gumazir kaba amɨsefe.
100c2d01b9	Ezɨ ofa gamir gumaziba ko Livaiba, Godɨn Akɨnafarimɨn aven itir Arazibar gɨn ghua, an ziam famin arazibar ingangarim gami. Egha uaghan gumazamiziba Godɨn damazimɨn zueghasa, Godɨn azangsɨghamin arazim gami. Ezɨ gumazir ighiabagh amiba ko Godɨn Dɨpenimɨn tiar akabar garir gumaziba, me uan ingangarim gami. Ingangarir kam fomɨra Atrivim Devit uan otarim, Atrivim Solomon ko, aning men inazir afeziabar ikɨzir pumuning ganɨngi.
100c2e00f7	Bar fomɨra, Atrivim Devit ko Asapɨn dughiamɨn, aning ighiaba batir gumazimning, gumazir onger akar kamɨn faragha zuiba ingara, ighiaba banga God bagha bar akuegha a mɨnabi. Ezɨ datɨrɨghɨn men ovavir boriba, gumazir ighiabagh amibar otifi.
100c2f019c	Serubabel ko Nehemia itir dughiamɨn, Israelia bar, me dughiabar zurara uan dagheba isa gumazir Godɨn Dɨpenimɨn ighiabagh amiba ko Dɨpenimɨn tiar akamɨn garir gumaziba bagha iza me ganɨdi. Egha me bizir aghuiba isa Livaibagh anɨdir arazim, mati me ofaba isa God ganɨdi. Ezɨ ofan me Livaibagh anɨngiziba, me ofan akuar vuem isa Aronɨn ovavir boribagh anɨdi, mati Godɨn Akɨnafarim mɨkemezɨ mokɨn.
100d0100f5	Dughiar kamɨn gumazamiziba uari akuvazɨ, Livaiba me bagha Moses Osirizir Arazibar Akɨnafarim dɨborima, me a barasi. Ezɨ akɨnafarir kamɨn mɨgɨrɨgɨar mam kamaghɨn mɨgei, Amonia ko Moapia Godɨn ziam fer gumazamizibar aven izan kogham.
100d020225	Ezɨ Israelia akar akɨnafarir kamɨn aven itim baregha, gumazamizir men ameboghfeziaba God gɨfozir puvatɨziba, me me batosi. Egha me ghaze, me ua Israelian gumazamizibar tongɨn ikian kogham. Akɨnafarir kamɨn mɨngarim kamaghɨn: Dughiar Israelia Isip ategha izimɨn, Amonia ko Moapia dagheba ko dɨpataba me ganɨngizir puvatɨ. Egha gumazir kaba akam inigha izir gumazim Balam givese, eghtɨ a God mɨkemeghtɨ a Israelia gasɨghasɨgham. Ezɨ God Balamɨn akam gɨrazɨ, a kamaghɨn mɨkemezir pu. Puvatɨ. Balam ghaze, God deragh me damuam.
100d040094	Ofa gamir gumazim Eliasip, me fomɨra en Godɨn Dɨpenimɨn biziba arɨghamin danganim akɨrir ingangarim a ganɨngi. Ezɨ Eliasip, a Tobian roroam.
100d0502b9	Egha Eliasip, Tobia ataghizɨ, a Dɨpenimɨn danganir ekiar mamɨn iti. Danganir kam, me fomɨra ghaze, witɨn ovɨzir me ofabar amuamiba, ko pauran mughuriar aghuim zuim anɨdim, ko Godɨn Dɨpenimɨn ingangarim damuamin biziba, ko ofan gumazamiziba God ganɨdiba, me da isɨ danganir kam darɨgham. Ofan kaba, gumazamiziba Godɨn Akar Gavgavibar gɨn ghua faragha uan azenibar dagheba, ko wainɨn dɨpaba, ko olivɨn boreba, da tuirazɨ da pozir 10plan otozɨ, me pozir mam isa God ganɨdi. God bizir kaba isa Livaiba ko, gumazir ighiabagh amiba ko, tiar akabar garir gumaziba, ko ofa gamir gumaziba, a me bagha dagh inaba. Ezɨ Eliasip, Tobia ataghizɨ, a Dɨpenimɨn danganir ekiar kamɨn iti.
100d060146	Kɨ Nehemia, kɨ Jerusalemɨn itir puvatɨzir dughiamɨn, bizir kaba otifi. Kɨ faragha Atrivim Artaserksisɨn ganasa uamategha Persian kantrin ghu. Dughiar kamɨn a 32plan azenibar Babilonɨn atrivim iti. Dughiar maba gɨvazɨma, kɨ uamategh Jerusalemɨn mangasa atrivimɨn azai. Ezɨ a nan amamangatɨzɨ kɨ uamategha ize.
100d0700c6	Dughiar kɨ ghua Jerusalemɨn otozimɨn, me kamaghɨn na mɨgei, Eliasip Godɨn Dɨpenimɨn avɨnizir dɨvazimɨn aven, danganir ekiar mam isa Tobia ganɨngi. Arazir kurar an amizir kam a bar ikufi.
100d08004c	Kamaghɨn amizɨ, kɨ puv atara, Tobian biziba bar da isa azenimɨn da kuni.
100d09012d	Egha kɨ akar gavgavim me ganɨngizɨ, me Godɨn Arazibar gɨn ghua danganir kam gamizɨ, a Godɨn damazimɨn ua zue. Ezɨ kɨ ua me mɨkemezɨ, me Godɨn Dɨpenimɨn aven ingangarim damuamin biziba ko, ofa damuamin witba ko, pauran mughuriar aghuim anɨdim, me bar da inigha dar danganibar da arɨki.
100d0a00e6	Kɨ uaghan kamaghɨn oraki, gumazamiziba ua dagheba isa Livaibagh anɨdir puvatɨ. Kamaghɨn amizɨ, Livaiba ko Godɨn Dɨpenimɨn ighiabagh amir gumaziba, me Jerusalem ategha dagher azenibar ingarasa uamategha uan nguazibar ghue.
100d0b00f8	Kamaghɨn amizɨ, kɨ gumazir aruabar atara egha men azara, “Manmagh amizɨ ia Godɨn Dɨpenim ataghizɨ a pura iti?” Egha kɨ Livaiba ko gumazir ighiabagh amibar diagha ua me inigha, Godɨn Dɨpenimɨn izezɨ, me uamategha uan ingangarim gami.
100d0c00b4	Ezɨ Judaba bar, ua uan witba, ko wainɨn dɨpaba, ko olivɨn boreba, da tuirazɨ da pozir 10plan otozɨ, me pozir mam inigha Godɨn Dɨpenimɨn iza, dar arɨghamin danganim gatɨ.
100d0d01cd	Ezɨ kɨ ofa gamir gumazim Selemia ko, Godɨn Akɨnafarim gɨfozir gumazim Sadok, ko Livain gumazim Pedaia, me amɨsevegha ghaze, me Dɨpenir kamɨn aven itir danganir kabar kɨrigh an biziba mengam. Egha kɨ gumazir mam men akurvaghasa anemɨsefe. An ziam Hanan, a Sakurɨn otarim, egha Matanian igavotarim. Gumazamiziba ghaze, gumazir kaba arazir aghuibaram ami, ezɨ kɨ me amɨsefe. Ezɨ me uan namakaba bagh dagheba tuiragh da mengegh da isɨ me danɨngam.
100d0e00dd	“O nan God, nɨ na gɨnɨghnɨgh. Guizbangɨra, kɨ nɨn Dɨpenimɨn ingangarim gamua nɨn ziam famin arazibar kɨri. Nan ingangarir aghuimɨn akar nɨn akɨnafarimɨn itim, nɨ a batuegh a gɨn amadaghan, kɨ aghua.”
100d0f01c4	Dughiar kam, kɨ Judan gumazamizir mabar gari, me Sabatɨn dughiabar wainɨn ovɨziba dɨkava, da mɨrmɨra wainɨn dɨpaba isi. Ezɨ Judan igharaziba dagheba ko wainɨn dɨpaba, wainɨn ovɨziba, fighɨn ovɨziba, ko bizir igharazir maba sara donkibagh arigha, da inigha Jerusalemɨn izi. Ezɨ Sabatɨn dughiamɨn kɨ pamtemɨn me mɨgɨa ghaze, “Sabatɨn dughiamɨn, gumazamiziba bar bizibagh ivezan markiam. Kɨ arazir kamɨn bar ian anogoroke.”
100d1000c3	Tairian gumazir maba faragha uan nguibar ekiamɨn ikegha Jerusalemɨn ize. Egha osiriba ko bizir igharazir avɨriba sara inigha Sabatɨn dughiamɨn Jerusalemɨn izima, en gumazamiziba dagh ivese.
100d11008c	Ezɨ kɨ Judabar gumazir aruabar atara ghaze, “Ia orakigh! Ia bar arazir kuram gami. Ia Sabatɨn dughiam gamizɨ, a dughiar kɨnimɨn oto.
100d1200ee	Ia fo, en inazir afeziaba fomɨra arazir kam gamizɨ, God ivezir kuram isa me ganɨga, nguibar ekiar kam gasɨghasɨki. Ezɨ datɨrɨghɨn ia Sabatɨn dughiam gasɨghasɨzir arazir kam gamuavɨra itima, Godɨn adarim ian ikiavɨra iti.”
100d1301cd	Egha kɨ pamtem kamaghɨn mɨgɨa ghaze, “Ia wighba bar Sabat otivamin dughiam, ia nguibar ekiamɨn dɨvazimɨn tiar akaba bar dar kumigh. Sabatɨn dughiam otivsɨ, Fraide bar aruem ghuaghirir dughiamra, ia tiar akaba bar dar kumigh, ikɨ mangɨ Sabat gɨvaghamin dughiamɨn otogh.” Egha kɨ uan ingangarir gumazir mabav keme, eghtɨ me deraghvɨra gan gumazibar anogoreghtɨ, me biziba Sabatɨn dughiamɨn da inigh da aterɨva nguibar ekiamɨn izan kogham.
100d1400a3	Dughiar mabar, gumazir biziba amadiba ko gumazir bizibagh ivezamiba, me Jerusalemɨn izɨ nguibar ekiamɨn dɨvazimɨn azenan daku e mɨzuamtɨ, e tiar akaba kuam.
100d1500f7	Ezɨ kɨ men gara ghua kamaghɨn men atara ghaze, “Ia tizim bagha dɨvazimɨn azenan ikiava akui. Aria, ia mangɨ. Ia Sabatɨn dughiamɨn ua izɨtɨ, kɨ ivezir kuram ia danɨngam.” Me kamaghɨn oregha gɨn ua Sabatɨn dughiamɨn izir puvatɨ.
100d1601fe	Ezɨ kɨ gɨn Livaiba me mɨgɨa ghaze, “Ia Godɨn Arazibar gɨn mangɨ uari akɨrigh Godɨn damazimɨn zuegh. Egh dughiar ia zueghamim, ia izɨ dɨvazimɨn tiar akabar gantɨ, gumaziba Sabatɨn dughiamɨn Godɨn Akar Gavgavimɨn gɨn mangam. Kar, Godɨn dughiar kamra. Eghtɨ gumazir igharaziba uaghan uan biziba inigh nguibar ekiamɨn izan markɨ.” “O nan God, kɨ nɨn azai, nɨ uan apangkuvir arazimɨn gɨn mangɨ nan arazir aghuim gɨnɨghnɨgh, egh nɨ uaghan nan apangkufigh deravɨra na damu.”
100d17006c	Dughiar kamɨn, kɨ uaghan kamaghɨn gari, Judan gumazir maba Asdotia ko Amonia ko Moapian amizir mabar iti.
100d180092	Ezɨ men borir maba Asdotian akam gɨfogha a mɨgei. Ezɨ marazi nguibar igharazibar akabagh fogha dav gei. Egha me Judabar akam gɨfozir puvatɨ.
100d1901b9	Egha kɨ gumazir kabar atara me mɨsogha marazir dapanir arɨziba asiagharɨki. Egha kɨ kamaghɨn me mɨgei, “Ia arazir kurar kam gami, kamaghɨn God ia gasɨghasɨgham.” Egha kɨ gumazir kabagh amizɨ, me Godɨn ziamɨn akar gavgavim akɨrigha ghaze, Me uan guiviba isɨ azenan itir ikɨzir igharazibar otaribar anɨngan kogham. Egh uan otariba isɨ men guivibar anɨngan kogham. Egh ia uari, ikɨzir igharazibar amizibar ikian kogham.
100d1a019a	Kɨ kamaghɨn me mɨgei, “Ia ti fo, Israelian Atrivim Solomon, kantrin igharazibar amizibar ikia, egha bizir kam bangɨn arazir bar kurabar irɨ. Guizbangɨra, God bar Solomon gifongegha a gamizɨ, an atrivimɨn oto. Egha kantrin igharazibar atriviba bar men tongɨn, an fofozim bar ekevegha bar me gafira. Ezɨ, gumaka, a uabɨ, kantrin igharazibar amizibar iti, ezɨma me a getuima, an arazir kurabagh ami.
100d1b0096	E ian arazir kurabar gɨn mangɨ ikɨzir igharazibar amizibar ikiam, egh e tuavir kamɨn Godɨn akam batogham. Ia ti, e kamaghɨn damuan ia ifonge?”
100d1c010e	Dughiar kam ofa gamir gumazibar dapanim Eliasip, an otarim Joiada, an otaribar mav ikɨzir igharazir mamɨn amizimɨn iti. Amizir kam, an Horonian gumazim, Senbalatɨn guivim. Kamaghɨn amizɨ, kɨ Joiadan otarim batoghezɨ, an arav ghugha, ua Jerusalemɨn itir puvatɨ.
100d1d00f8	“O nan God, nɨ ofa gamir gumazir kabagh amizir arazir kurar kam gɨnɨghnɨgh. Me ofa gamir gumazibar adarazigh amizɨ, me nɨn damazimɨn mɨze. Egha me Akar Dɨkɨrɨzir Gavgavir nɨ ofa gamir gumaziba ko Livaibagh amizir kam gasɨghasɨki.”
100d1e00b3	Arazir kam bangɨn, kɨ ikɨzir igharazibar gumazamizir kurar en tongɨn itibar biziba batoke. Egha ofa gamir gumaziba ko Livaiba, vaghvagha me bagha, kɨ ingangariba me ganɨngi.
100d1f0142	Kɨ gumazamizir maba ofa tuamin dazibar kuasa me a mɨsefe. Egha uaghan me da inigh izamin dughiam amɨsefe. Egha uaghan dagher faragha azenibar aniziba, ko iter ovɨzir faragha aniziba, me ofan mɨn da inigh izasa kɨ me mɨkeme. “O nan God, kɨ nɨn azai, kɨ amizir arazir kaba, nɨ dagh nɨghnɨgh deragh na damu.”
1100000004	Esta
1101010107	Ezɨ Atrivim Serksisɨn dughiamɨn, a Persian kantrin atrivimɨn iti, egha uan atrivir dabirabir Susan nguibamɨn itim gapiaghiri, Susa kar Persian nguibar ekiar gavgavim. Serksis 127plan provinsba uaghan dar gari, Indian kantrin ikegha ghua Itiopian kantrin tus.
1101030111	An atrivimɨn azenir namba 3ɨn dughiam, a uan ingangaribar faragha zuir gumaziba ko, gavmanɨn gumazir ekiaba isar ekiam bagha men dia. Ezɨ Persian kantri ko Midian kantrin mɨdorozir gumazir dapaniba ko provinsbar garir gumaziba ko gumazir ekiaba me bar izegha a ko iti.
11010400be	Ezɨ isar ekiar kam iakɨnir 6plan iti, ezɨ Atrivim Serksis uan dagɨaba ko dɨpenimɨn itir bizir aghuiba gumazamizibar akakasi. Ezɨ me an bizir bar aghuir ganganir aghuibagh amibar gari.
11010500fb	Ezɨ iakɨnir 6plan kaba gɨvazɨma, atrivim uan dɨpenimɨn dɨvazimɨn aven a iti naghɨn isar ekiar igharazim gami. Susan nguibar ekiar gavgavimɨn itir gumaziba bar, biziba itiba ko biziba puvatɨziba, kar men isam. Me isar kam wan wighɨn an iti.
11010601fe	Me isam gamua itir danganir bar aghuim, gumaziba fomɨra dagɨar agheviba ko ghurghuriba ko bluplaba ko, ongarimɨn itir zoghuaba ko, dagɨar glasɨn mɨngariba inigha, nguazim dafegha ghuriar kamɨn ingari. Egha me isam gamir dughiamɨn me danganir kam inir ghurghurim ko pɨghaghevim ghuaragha benir aghuimɨn a ike. Egha iniba ikezir benir kam, me dagɨar akɨnimɨn a guragha, silvan ringɨn aghuibar a gɨtui. Egha me golɨn dabirabiba ko silvan dabirabiba tintinibar dagheba apir danganir kamɨn ada afe.
11010700bc	Atrivimɨn ingangarir gumaziba wain isa golɨn dɨkɨrɨzir kavɨn dɨgɨrir igharagha garibagh inge. Ezɨ atrivim uan bizir avɨrimɨn amodoghɨn, wain isa gumazir kabagh anɨgavɨra iti.
1101080096	Egha Atrivim Serksis kamaghɨn an dɨpenimɨn ingarir gumazibav gei, gumazir wain gifueghavɨra itiba, wain me danɨngvɨra ikɨ. Anogoroziba puvatɨ.
1101090064	Ezɨ dughiar kamɨn Kwin Vasti isar ekiam, amiziba baghavɨra, uaghan atrivimɨn dɨpenimɨn a gami.
11010a00e0	Ezɨ isar ekiar kam ikia ghua namba 7ɨn aruemɨn otozɨma, atrivim wain amegha mong ongani. Egha uan ingarir gumazir 7plan diazɨma me a bagha izi. Men ziabar kara: Mehuman ko Bista, Harbona, Bikta, Abakta, Setar ko Karkas.
11010b0106	Atrivim Serksis me amaga me mɨgɨa ghaze, ia mangɨ Kwin Vasti inigh izɨ. Kwin Vasti uan kwinɨn dapanir asuam arugh izɨ. Kwin Vastin ganganim bar dera, kamaghɨn kɨ a isɨ uan nguibabar aven gumazir ekiaba ko, gumazir nan isamɨn izeziba bar men akakaghasa.
11010c00b0	Ezɨ ingangarir gumaziba ghua Kwin Vasti an mɨgɨrɨgɨabar gun a mɨgei. Ezɨ kwin izan aghua. Ezɨ atrivim kamaghɨn oregha an muriam Kwin Vasti bagha bar moghɨra an ikufi.
11010d0122	Kar atrivimɨn arazim, a fofozir gumazibar azara, kar gumazir faragha zuir dughiabar arazibagh foziba. A men azaraghtɨ, me gumazibar dabirabim ko arazir aghuiba a mɨkɨmtɨ, a fogham. Kamaghɨn amizɨ, a fofozir gumazibar diazɨma me ize, egh me a mɨkɨmtɨ a man arazitamra kwin damuam.
11010e0131	Ezɨ gumazir kaba bar atrivimɨn boroghɨra ikia, men ziabar kara: Karsena ko Setar, Atmata, Tarsis, Meres, Marsena ko Memukan. 7plan gumazir kaba, me kantri Persia ko kantri Midian gumazir dapaniba, egha gumazir ekiar igharaziba me uaghan me gafira. Ezɨ atrivim me baragha men nɨghnɨzibar gɨrara zui.
11010f0115	Egha a kamaghɨn 7plan gumazir kabav gei, “Kɨ Atrivim Serksis, kɨ uan ingarir gumaziba Kwin Vasti bagha me amada, ezɨ me ghua bizir kɨ a damuasa ifongeziba bagha a mɨgeima, ezɨ a nan akam batoke. Ezɨ en arazim manmaghɨn bizir kam mɨgei? E manmaghɨra kwin damuam?”
11011000db	Ezɨ Memukan kamagh atrivim ko an gumazir dapanibav gei, “Atrivim nɨ orakigh, Kwin Vasti osɨmtɨzim nɨrarama atɨzir puvatɨ. An osɨmtɨziba isa bar nɨn gumazir dapaniba ko nɨ garir provinsbar gumazibagh arɨki.
1101110123	Guizbangɨra, nɨ garir nguibabar aven itir amiziba, me bar kwinɨn arazir kurar kam baragham. Egh amiziba kamagh mɨkɨmam, ‘Atrivim Serksis Kwin Vasti mɨgɨa ghaze amang an ganam, ezɨ kwin aghuagha atrivimɨn akam batoke.’ Amiziba uaghan akaba batogh uan pabar akaba baraghan kogham.
11011200c6	Dughiar kamra Persian ko Midian gumazir dapanibar amuiba kwin amizir arazir kam baregh, egh uan paba arazir kamra an gun me mɨkɨmam, egh amiziba akar kurabav kɨmɨva arazir kurar avɨribar amuam.
1101130178	“Ezɨ atrivim, nɨ akar kɨ mɨgeim gifueghɨva, nɨ akam gumazamiziba bagh anemadagh kamaghɨn mɨkɨm suam, ‘Vasti ua izɨ Atrivim Serksisɨn ganan kogham.’ Nɨ akɨnafarir Persia ko Midian araziba aven itim, nɨ a inigh arazir kam osirigh. Eghtɨ arazir kam ikɨ kamaghɨra ikiam. Egh nɨ amizir aghuir igharazitam inightɨ, a Kwin Vastin danganim inigh kwinɨn ikɨ.
11011400a3	Eghtɨ nɨn akam nguibar nɨ gariba bar dar mangɨghtɨ, amiziba bar uan pabar akaba baragh men apengan ikiam, gumazir ziaba itiba ko ziaba puvatɨziba uaghara.”
1101150075	Ezɨ atrivim uan gumazir dapaniba ko me mɨgɨrɨgɨar kam gifonge, kamaghɨn atrivim Memukan mɨkemezɨ moghɨn ami.
11011600fe	Egha atrivim akɨnafarim provinsɨn a gariba bagha anemada, egha gumazamiziba mɨgeir men nguibamɨn akabar me osiri moghɨra me bagha ada osirigha, kamaghɨn mɨgɨa ghaze, “Gumazimra uan dɨpenimɨn itir darazir ko biziba bar dar dapanimɨn ikiam.”
1102010097	Dughiar maba gɨvazɨma, Atrivim Serksisɨn adarim amɨrazɨma, a ua Vasti gamizir arazim ginɨrɨ, a Kwin Vasti agɨvaghtɨ a ua kwinɨn ikian kogham.
11020200b7	Ezɨ gumazir nɨghnɨzir aghuiba a ganɨdiba a koma apiagha kamaghɨn a mɨgei, “Nɨ ti ua bagh amizir igiar igharazitaba buriam. Me ganganir aghuiba ikɨ egh uaghan araziba deragh.
1102030162	Egh nɨ uan provinsɨn nɨ ativagha garibar gumazitaba mɨseveghtɨ, me amizir igiar aghuiba inigh gavmanɨn nguibar ekiar gavgavim Susan izɨ, egh me isɨ dɨpenir nɨ amiziba akuvi naghɨn me arɨkigh. Eghtɨ Hegai, gumazir nɨn amizibar garim, a deragh men ganam. Eghtɨ amiziba borem uan mɨkarzibar aghu egh uari asɨngɨva, ganganir aghuibar amuam.
110204009a	Eghtɨ nɨ amizir kabar tav gifongegh, egh tav amɨseveghtɨ a Kwin Vastin danganim iniam.” Atrivim oregha bar akar kam gifonge, egha kamaghɨn damuasa.
11020500cf	Dughiar kam Susan nguibar ekiar gavgavimɨn aven Judan gumazir mam iti, an ziam Mordekai. Mordekain afeziamɨn ziam, Jair. Jair a Simein ovavir borir mam, Kisɨn otarim. Mordekai, a Benjaminɨn adarazir mav.
11020600a8	Ezɨ faragha Babilonɨn Atrivim Nebukatnesar, Judan Atrivim Jehoiakim ko Judan marazi inizɨ me ghua Babilonɨn kalabusɨn ike. Egha Mordekai inizɨ a me ko uaghan ghu.
1102070113	Mordekai guivir mam iti, an ziam Esta, ezɨ guizɨn Hibrun akamɨn an ziam Hadasa, ezɨ Esta Mordekain afeziar dozimɨn guivim. Ezɨ an afeziar dozim uan amuim ko aning areme, ezɨ Mordekai Esta inigha uan borimɨn mɨraram a gami. Ezɨ Esta bar deragha ganganir aghuim gami.
110208011b	Ezɨ Atrivim Serksis gumaziba ko amiziba bagha akam amaga ghaze, me amizir igiar avɨriba inigh Susan nguibamɨn izɨ. Ezɨ me amizir igiaba inigha iza uaghan Esta inigha ize. Me Esta isa atrivimɨn dɨpenimɨn amiziba itir danganimɨn anetɨ. Ezɨ Hegai amizibagh ativagha men gari.
1102090133	Hegai Estan garima a bar derazɨma a bar a gifonge. Kamaghɨn amizɨ, a mɨkarziba adir borem ko dagher bar aghuiba Esta ganɨngi. Egha amiziba itir dɨpenimɨn danganir faraghavɨra itim, an a isa Esta ganɨngi. Egha atrivimɨn dɨpenimɨn 7plan amizir igiaba amɨsevezɨma, me Esta ko ikia deragha a gami.
11020a0071	Mordekai faragha Esta mɨgɨa ghaze, an atrivimɨn dɨpenimɨn mangɨ kamaghɨn mɨkɨman kogham, a Judan amizim.
11020b00c0	Dughiaba bar Mordekai amiziba itir dɨpenimɨn dɨvazimɨn tiar akam garuavɨra iti. A Estan ikɨrɨmɨrim gɨfoghasa a manmaghɨram amua iti. Egha a uaghan foghasa bizir tizimra Esta bativam.
11020c0145	Azenir vamɨran aven, me amizibar mɨkarziba akɨraghasezɨma men ganganiba bar dera. Iakɨnir 6plan me mean tememɨn apongezir boremɨn amizibar mɨkarziba aghefi. Egha iakɨnir 6plan igharazibar me borer mughuriar aghuim zuimɨn me aghefi. Bizir kabar gɨn me guivir igiaba vaghvagha me isa ghua Atrivim Serksisɨn akakasi.
11020d0080	Egh dughiar amizim atrivimɨn dɨpenimɨn mangasava amim, uabɨ ifongezɨ moghɨn uabɨ asɨngigh atrivimɨn dɨpenimɨn mangɨ.
11020e016c	Amizir atrivim bagha zuim, a guaratɨzimɨn ikɨ mangɨtɨ amɨnim dutugham. Eghtɨ amɨmzaraghan me a inigh mangɨ amizibar dɨpenir igharazimɨn Sasgasɨn dafarim datɨgham. Sasgas, an atrivimɨn amuir dozibar dɨpenimɨn garir gumazim. Amuir kam uam atrivim bagh mangan kogham. Atrivim a gifueghɨva an ziam dɨborogh an diaghtɨma a mangam. Tuaviba ua puvatɨ.
11020f017f	Ezɨ datɨrɨghɨn Esta mangɨ atrivimɨn ganamin dughiam oto. Esta Abihailɨn guivim, Abihail a Mordekain afeziar dozim. Mordekai ua bagha Esta inigha uan borimɨn mɨrarama a gami. Gumaziba bar Estan gara bar a gifonge. Esta ghua atrivimɨn garir dughiamɨn a uan ifongiamɨn gɨn ghua uabɨ asɨngizir pu, puvatɨ. An amizibar garir gumazim Hegai, a mɨkemezɨ korotiabaram aghui.
1102100095	Ezɨ dughiar kam Serksis atrivimɨn iti 7plan azeniba. Azenir kamɨn iakɨnir namba 10 me a dɨbora ghaze Tebet, me an Esta inigha atrivim bagha zui.
1102110142	Ezɨ atrivim amizir igharazibar aghuagha Esta bar a gifonge. A Estan garima an amizir igharaziba bar me gafiragha, an ganganiba bar dera. Amizir igiar igharaziba Estan mɨn atrivimɨn dɨghorim kuarizir pu. Kamaghɨn amizɨ, atrivim kwinɨn dapanir asuam an dapanim garu. Ezɨ Esta Kwin Vastin danganim inigha kwinɨn oto.
1102120150	Egha Atrivim Serksis Esta kwinɨn otozir bizim bagha isar ekiam dɨboro. Egha uan gumazir dapaniba ko ingangarir gumazir dapanibar dia, eghtɨ me isar ekiar kam bagh izam. A ghaze, “Nan kantrin itir gumazamiziba dughiar kamɨn avughsam.” Egha atrivim uan bizir avɨribar amodoghɨn, bizir aghuir avɨriba isa gumazamizibagh anɨngi.
1102130097	Ezɨ dughiar kam me amizir igiaba ua me akufa. Ezɨ dughiar kamra, atrivim Mordekai amɨsevezɨma an atrivimɨn dɨpenimɨn gumazir dapanir mamɨn iti.
11021400d5	Mordekai faragha kamaghɨn Esta mɨgɨa ghaze, nɨ gumazitam mɨkɨman markɨ, egh suam, nɨ Judabar amizim. Ezɨ Esta an akamɨn mɨrara ghu, egha Mordekain akaba baragha dar gɨn zui, kar a zurarama amir arazim.
11021500fd	Mordekai, Atrivim Serksisɨn ingangarim gamir dughiamɨn, gumazir pumuning adarim atrivimɨn ikia a mɨsueghtɨ an aremeghasa akam mɨsoke. Aningɨn ziamning, Biktana ko Teres. Gumazir kamning atrivim itir danganimɨn tiar akamɨn garir ingangarim gami.
11021600e9	Ezɨ Mordekai aningɨn mɨgɨrɨgɨar kam baregha ghua Kwin Esta mɨkeme. Ezɨ Esta kamaghɨn oregha mɨgɨrɨgɨar kam isa atrivim ganɨngigha, ghaze, kar Mordekain akurvazim nɨ bagha izi. Ezɨ atrivim fo, Mordekai akar kam baraki.
