2800000007	MÀTAY
2b0b020087	- Wawà Màlye akwà kàtsüül Mwol may a usɔŋ anà kun'kɔɔm in'kɔl a ntswe ande. Baal ande Lazar kàkäl anà ukyal. -
2b0b03008d	Abun, ampääŋ abà bàbɔ̈ɔ̈l bàtöm mbuur mwɛy mukàkyään Yɛsu naa: «Mwol, mbuur akwà afàkwen ngye we anà ukyal.»
2b0b0400c0	Umpal kàwem Yɛsu làsaŋ alà, nde kàtɛn naa: «Abà kà ukyal akun'syen kà ukwà anki, wɛɛ ba bà ntɔn mupà làkoo akà Nzam: u mbwo a ba, Mwan a Nzam ayàwal làkoo.»
2b0b05004c	Kyekà, Yɛsu kàfakwenà Màlatà, anà mpääŋ ande, anà Lazar.
2b0b060061	Umpal kàwem nde naa Lazar we anà ukyal, nde kàfàkyer ilä byeel kà ikal kàkäl nde.
2b0b070045	Ungö apan nde kàtɛn a alɔŋki naa: «Tsweenà ifurà Yuday.»
2b0b08008a	Alɔŋki bun'fuur naa: «Un'lɔɔŋ, itaan a mbɔɔn tɛy, amfum a Ayudà bàleŋà mukatà in'kul, waa ngye akwen mufàfurà kwo?»
2b0b0900ac	Yɛsu kàfuur naa: «Nkye an'taaŋ kwem aŋiyweel matɛy u mwäänà? Isàkal naa mbuur wàmuyikyà u mwäänà, nde uböl anki kyà, ntɔn lye anà pɛɛlà.
2b0b0a005f	Wɛɛ isàkal naa mbuur wàmuyikyà u làpib, nde atɛbà kyà, ntɔn pɛɛlà latɛy.»
2b0b0b007c	Ungö kàtɛn nde ndaa ayi, nde kàkwɛy naa: «Un'sam abi Lazar kàn'bɔ̈ɔ̈n, wɛɛ mɛ in'kyer akyà mukun'wiiy.»
2b0b0c0071	Apan, alɔŋki bàtɛn a nde naa: «Mwol, isàkal naa nde wàŋàbɔ̈ɔ̈n, nde akyer ayàwà mɔ̈ɔ̈.»
2b0b0d0055	Kutɛn aŋàbwaŋ, Yɛsu kàsam ukwà a Lazar, wɛɛ ba bàsii naa twaal a twaal.
2b0b0e0040	Apan, Yɛsu kàtɛn a ba ubwaŋàbwaŋ naa: «Lazar kan'kwà.
2b0b0f007c	Mɛ in'wà unsà un'sak ntɔn bɛ in'kɔ̈ɔ̈n akal mɛ kwo, ntɔn bɛ lan'si làkwikilà. Wɛɛ tsweenà akà nde.»
2b0b100098	Apan, Tuma awà bàfàbel naa Didimɔ, kàtɛn a alɔŋki bumwɛy naa: «Tsweenà, kya ikäl naa ukwà, bi sye ikàkwà mbwo mwɛy anà nde!»
2b0b110058	Mpal kàyàkɔlà Yɛsu, nde kàwem naa Lazar kàkyàkyer ilä inà kà an'dii.
2b0b12005c	Kyekà, Bɛtanya làkäl tsütsü a Yɛlusàlɛm, kà isii a an'kilɔmɛtre an'tär.
2b0b13005b	Ayudà bàyi mbɔɔn muyàlɛɛl Màlye anà Màlatà ntɔn nkweel a baal aba Lazar.
2b0b14007d	Umpal kàwem Màlatà naa Yɛsu wàmuyà, nde kàkàbwey anà nde, wɛɛ Màlye kàsàsal u ndwà wàŋàbwaay.
2b0b150066	Màlatà kàtɛn a Yɛsu naa: «Mwol, ilàkal naa ngye akäl apà, baal amɛ kàlàkwà anki!
2b0b160074	Wɛɛ mɛ, mɛ in'kyàyöb, itàkal apanà, naa undiir wanswà ayàlɔm ngye akà Nzam, Nzam akyer ayapà.»
2b0b17003b	Yɛsu kàtɛn a nde naa: «Baal angye akyer ayàwiyà.»
2b0b180074	Màlatà kàfuur naa: «Mɛ in'kyàyöb naa nde asàkyer awiyà mbwo mwɛy a akü, kà ilä a ntsüü.»
2b0b1900aa	Yɛsu kàtɛn a nde naa: «Mɛ, mɛ in'wà ngwiiyà anà mɔ̈ɔ̈. Mbuur wanswà an'sà làkwikilà amu mɛ asàkal anà mɔ̈ɔ̈, itàkal naa nde kan'kwà.
2b0b1a008e	Mbuur wanswà awe anà mɔ̈ɔ̈ anà an'sà làkwikilà amu mɛ, nde usàkwà anki akà ikikye. Nkye ngye an'sà làkwikilà?» -
2b0b1b007a	Nde kàfuur naa: «Inye, Mwol, mɛ an'sà làkwikilà naa ngye awà Klistɔ, Mwan a Nzam awasàyà pà u mɛɛn.»
2b0b1c0086	Apan, Màlatà kàkàbel mpääŋ ande Màlye, waa kun'kyään unsinsi naa: «Un'lɔɔŋ kan'yà, nde sye wàmukabeelà.»
2b0b1d004c	Pa kàwem Màlye abà, laa kàmbarà nde, kàkyen u ntiin akà Yɛsu.
2b0b1e0077	Kyekà, Yɛsu kàkäl anki aŋàtàbilà uboo a bul, wɛɛ nde kàtàfàkal kà ikal kàkun'taan Màlatà.
2b0b1f00b8	Ayudà bàkäl anà Màlye u ndwà ntɔn mukun'lɛɛl, mpal bun'mɛn ba kan'barà anà kan'too u ntiin, laa bun'läb ba. Ntɔn ba bàsii naa nde wàmukyà an'dii mukàlel.
2b0b2000c5	Umpal kàkɔlà Màlye kà ikal kàkäl Yɛsu, pa kun'mɛn nde, nde kàbü kà in'kɔl ande, waa kàtɛn a nde naa: «Mwol, ilàkal naa ngye akäl apà, baal amɛ kàlàkwà anki.»
2b0b210086	Utaaŋ kàmɛn Yɛsu Màlatà anà Ayudà bàkäl anà nde bàmulel, mpem ande yàkyer atɛɛr, lingyoomà làkyer un'wal.
2b0b220055	Nde waa kafuul naa: «Wa bɛ lun'tɔ̈ɔ̈l ken?» Ba bun'fuur naa: «Mwol, yamɛn.»
2b0b230012	Yɛsu waa kàlel.
2b0b24004a	Abun, Ayudà bàtɛɛnà naa: «Làler naa nde kàfun'kwenà aben!»
2b0b250085	Wɛɛ amwɛy uboo a ba bàtɛn naa: «Nde mbuur kàkɔɔr ikwàmii, nkye nde kàlàkyer anki sye naa Lazar ukɔ̈ɔ̈n akwà?»
2b0b260068	Apan, Yɛsu kàfàtɛɛr u mpem ande, waa kàkyen an'dii, ma màkäl mɔɔ aŋàdübà a nkɔŋ.
2b0b2700c9	Apan, Yɛsu kàtɛn naa: «Làlwom nkɔŋ yi.» Màlatà, mpääŋ a un'kü, kàtɛn a nde naa: «Mwol, apanà nde ayàkal aŋàfuurà nsɔŋ, ntɔn ŋàbà ilä inà awà nde apà.»
2b0b280087	Wɛɛ Yɛsu kun'fuur naa: «Nkye mɛ in'tɛn anki a ngye naa isàkal naa ngye awe anà làkwikilà, ngye ayàman làkoo a Nzam?»
2b0b29007b	Abun, ba waa bàlwom nkɔŋ. Apan, Yɛsu kàler u du, waa kàtɛn naa: «Taa, mɛ amafuur an'tɔɔn ntɔn aman'wem ngye.
2b0b2a009d	Ndandaa, mɛ in'kyàyöb naa ngye afàkyer an'wem taaŋ lanswà. Wɛɛ an'tɛn mɛ abà, ntɔn baar bàman'diŋà bà bàyöb naa ngye kan'töm.»
2b0b2b0046	Ungö mutɛn abà, nde kàbel u ndaa a ngwal naa: «Lazar, yatoo!»
2b0b2c00b6	Un'kü sye waa kàyàtoo, in'kɔl anà an'kɔɔ myàŋàlàlal a ikaam a ipfɛy anà ntabwey yàŋàfwe a ipfɛy. Yɛsu kàtɛn a baar naa: «Lun'tsuuŋ, lun'wɛy ukyen.»
2b0b2d0074	Apan, bàmbɔɔn uboo a Ayudà bàyi akà Màlye anà bàmɛn indiir kàkyer Yɛsu, ba bun'si làkwikilà.
2b0b2e004a	Wɛɛ bumwɛy bàkàman Amfarisi, waa bakyään indiir kàkyer Yɛsu.
2b0b2f00ab	Apan, amfum a angaŋ anà Amfarisi bàköŋà làbay a nsaŋ a kölàköl, waa bàtɛn naa: «Ininà bi kan'kwo mukyer? Ntɔn baal wà wàmukyer idiim mbɔɔn!
2b0b30009f	Isàkal naa bi kàmuwɛy musin akyer abà, baar banswà bàyun'sà làkwikilà. Apan, Bàlɔmà bàyàyà mupay ndwà a Nzam abi anà nsi abi!»
2b0b310095	Umwɛy uboo aba, ikɔb ande Kayifa, kàkäl undweer a angaŋ u mbul awun, nde kàtɛn a ba naa: «Bɛ, bɛ akà undiir mwɛy làkayöbà anki!
2b0b32006f	Nkye bɛ làmanà anki naa yubwaŋ naa mbuur mwɛy ukü ntɔn un'sɛŋ, waa nsi yanswà mpa ikyà bwà?»
2b0b3300bc	Kyekà, nde kàtɛɛnà anki abà unsà ukwen ande ŋakwo, wɛɛ ntɔn kàkäl nde undweer a ngaŋ u mbul awun, nde kàtɛɛ ngɔɔm naa Yɛsu akyer asàkwà ntɔn un'sɛŋ ande,
2b0b34005e	kànà ntɔn un'sɛŋ mpɛl anki, wɛɛ sye ntɔn mutüüb baan a Nzam abà bàtɛ upay.
2b0b350043	Fà ilä akin, amfum a Ayudà bàtsül mbar naa bàdwa Yɛsu.
2b0b3600e5	Undiir awun, Yɛsu mpa kàfàfilyaaŋà nde kà imɛɛy u mii a amfum a Ayudà: nde kàkyen u mpey, kà itiir a nsi mwɛy tsütsü a nsye a ipɔl, u bul mwɛy ikɔb a la Ɛfalayimi, waa kàbwaay kwo anà alɔŋki ande.
2b0b3700a7	Un'kyɔm a Pak a Ayudà kàkäl tsütsü. Baar mbɔɔn bàfwee kà itiir a nsi aki bàbeenà Yɛlusàlɛm kusà a un'kyɔm mukwo, ntɔn mukàpöŋ ndür.
2b0b380099	Ba bàkäl muleŋà Yɛsu, wɛɛ umpal bàkäl ba u Ndwà a Nzam, ba bàtɛɛnà ba a ba naa: «Bɛ làsii aben? Nkye nde uyà anki un'kyɔm?»
2b0b390090	Kyekà, andweer a angaŋ anà Amfarisi bàpɛ nswɛɛŋ naa: isàkal naa mbuur kan'yöb ikal awà nde, nde kakyään ntɔn ba bun'kör.
2b0c010078	Ilä isyaam kusà a Pak mukwo, Yɛsu kàkyen Bɛtanya, kà ikal kàfakalà Lazar akwà kàwiiy nde uboo a akü.
2b0c020085	Akun, Màlatà kun'pɛ isaa bun'lääm ba. Lazar kàkäl umwɛy uboo a baar bàkäl mbwo mwɛy anà Yɛsu mudyà u mɛsà.
2b0c0300d8	Màlye kàwɛl boboo a litre mwɛy là may a usɔŋ màndandaa, màntal a mbɔɔn, nde kàsir ma kà in'kɔl a Yɛsu. Ungö waa kàkɔɔmà ma a ntswe ande. Apan, ndwà yanswà yàtiimà a usɔŋ a may.
2b0c040068	Ungö apan, Yudasi Isikalyɔt - umwɛy uboo a alɔŋki ande, nde mbuur awayun'yälà, - kàtɛn naa:
2b0c050086	«Ntɔn nkye mpa bàyälà ba may a usɔŋ amà unsà nkam tär yà itɛr a ngim, waa bàlàpà ya akà aŋàlàmbwà?»
2b0c0600cb	Kàtɛɛnà nde abà, kà ntɔn nde kàkäl anà ngyɛb a aŋàlàmbwà anki, wɛɛ ntɔn nde kàkäl mbüüb: nde kàfakaarà bɔ̈ɔ̈n a ngim, waa kàfalwabà ngim bàsyee uboo mwo.
2b0c07006b	Apan, Yɛsu kàtɛn naa: «Un'si a duu! Kan'kyer nde abà, nde kan'tsweel kusà ntɔn ilä bàsan'dye.
2b0c08006b	Bɛ làwe anà aŋàlàmbwà ilä byanswà, wɛɛ mɛ, bɛ làbye anki anà mɛ ilä byanswà.»
2b0c0900c4	Apan, un'sɛŋ a Ayudà mbɔɔn kàwem wa naa Yɛsu kàkäl u Bɛtanya, wa kàkyeenà kwo, kà nà ntɔn Yɛsu mpɛl anki, wɛɛ sye ntɔn mukàman Lazar akwà kàwiiy nde uboo a akü.
2b0c0a0032	Apan, andweer a angaŋ bàdirà mudwa Lazar sye,
2b0c0b0069	ntɔn Ayudà mbɔɔn bàtiinà Ikööŋ aba, waa bàsyee làkwikilà akà Yɛsu isin nà Lazar.
2b0c0c0074	U taaŋtye, iköŋ a baar mbɔɔn akwà bàyi un'kyɔm a Pak, kyàwem naa Yɛsu wàmuyàbeenà Yɛlusàlɛm.
2b0c0d00b4	Ba bàwɛl an'laaŋ a an'bà, bàkyen mukàbwey anà nde, bàmuyisà in'kwɛŋ naa: «Ɔsana! Wɛy ukäl aŋàsaak mbuur awà ayà kà ikɔb a Mwol, Mfum a Isàlɛl.»
2b0c0e005f	Yɛsu kàmɛn mwan a anɛ, waa kàbwaay udu a wa, asànaa ikyäänà Ndaa Aŋàsɔn naa:
2b0c0f0062	«Bul a Siyɔn, twon an'man bɔɔmà! Le, Mfum angye wàmuyà, akyàbwaay udu a mwan a anɛ.»
2b0c1000b9	U nsɛmà, alɔŋki ande bàkayöbà anki indiir abi. Wɛɛ umpal kàwɛl Yɛsu làkoo, apan ba bàyɔbà naa indiir abi bàsön ntɔn nde anà ba bya sye bàkyer ntɔn nde.
2b0c110088	Baar banswà bàkäl anà Yɛsu mpal kàbel nde Lazar muyàtoo kà an'dii anà kun'wiiy nde uboo a akü, bun'tɛɛlà imbäl.
2b0c120064	Kyakin, iköŋ a baar kyàkàbwey kya anà nde, ntɔn kya kyàwem naa nde kàkyer impà akin.
2b0c13007a	Apan, Amfarisi bàtɛn ba a ba naa: «Bɛ lan'man naa bɛ akà undiir làyàwal anki: le, baar banswà bàmun'lab!»
2b0c140075	Yàmɛnà naa uboo a baar bàbeenà Yɛlusàlɛm mukömà umpal a un'kyɔm, bàkäl anà Angɛlɛki amwɛy.
2b0c150077	Ba bàsin apà Filipo, un'nsi Bɛtesayidà a Ngalilɛ, waa bun'lɔ̈ɔ̈m naa: «Un'lɔɔŋ, bi ikwen muman Yɛsu.»
2b0c16004b	Filipo kàkàsam Andrɛ, ungö, ba bàbɔ̈ɔ̈l waa bàkàsam Yɛsu.
2b0c17004c	Yɛsu kafuur naa: «Mpalabà taaŋ lan'kwo alà uwal Mwan a mbuur làkoo.
2b0c1800bd	Ndandaa, ndandaa, mɛ alàkyään, isàkal naa imbɛŋ a blɛ kyan'bwà u mɛɛn ikü anki, kya ikal kya mpɛl aŋàyen. Wɛɛ, isàkal naa kya kyan'kwà, kya ibɔr mbɛŋ mbɔɔn.
2b0c190098	Mbuur akwen mɔ̈ɔ̈ ande aŋàsɔ̈ɔ̈n Nzam, wa akyà bwà, wɛɛ mbuur asàkɔɔb mɔ̈ɔ̈ ande u mɛɛn pà, nde asàkaar wa mbul a in'tye.
2b0c1a00b3	Isàkal naa mbuur kan'kwen mukan'syääl, wɛy nde kan'läb. Ikal in'wà mɛ, un'syääl amɛ asàkal kwo sye. Isàkal naa mbuur kàman'syääl, Taa asun'pà làkoo.
2b0c1b0096	«Papanà mpem amɛ yan'too! Waa ininà mɛ in'tɛn? Taa, ntsü mɔ̈ɔ̈ utaaŋ alà? Wɛɛ kiin amɛ, mɛ kàyi ntɔn taaŋ a mpay a tub alà!
2b0c1c0090	Taa, pà ikɔb angye làkoo!» Apan, ndaa yàfü du, yàtɛn naa: «Mɛ kàkyàpà kya làkoo, mɛ in'kyer ayàfàpà kya làkoo.»
2b0c1d0085	Iköŋ a baar kyàkäl pa anà kyàwem ndaa, kyàtɛɛnà naa: «Ipar kyan'bwà!» Bumwɛy naa: «Un'kyeey mwɛy kàmusam!»
2b0c1e0051	Yɛsu kakyään naa: «Ndaa ayi kà ban'tɛn a mɛ anki, wɛɛ ban'tɛn a bɛ.
2b0c1f0063	Papanà là taaŋ mutsul nsaŋ a mɛɛn mà, papanà mfum a mɛɛn mà bàyun'tɔɔm u nsà.
2b0c20005e	Wɛɛ akà mɛ, mpal bàsan'sɛɛn u mɛɛn pà, mɛ in'sànaan baar banswà akà mɛ.»
2b0c210049	Kàtɛɛnà nde abà, nde kàswɛŋà naa nkweel ande isàkal aben.
2b0c2200cf	Iköŋ a baar kyun'fuur naa: «Bi, bi kàlɔŋàkà unsà Un'kɔɔn naa Klistɔ asàkal anà mɔ̈ɔ̈ ipepey. Aben ngye an'kwo mutɛn naa Mwan a mbuur bàkyer asun'sɛɛn? Nà Mwan a mbuur awà?»
2b0c2300e7	Yɛsu kàtɛn a ba naa: «Pɛɛlà làfàkal anki anà taaŋ mbɔɔn uboo a bɛ. Làlyaaŋ umpal làbà bɛ anà pɛɛlà, ntɔn mpib ikɔ̈ɔ̈n alabweel. Ntɔn mbuur afilyaaŋ u mpib, nde uyöb anki naa nde akyà ken.
2b0c2400cc	Kyakin, mpal làbà bɛ anà pɛɛlà, làsi làkwikilà amu pɛɛlà, ntɔn bɛ làbulà baan a pɛɛlà.» Ungö kàsam nde ba abà, Yɛsu kàlwomà paa, waa kàkàyee ukwɛl apà ba.
2b0c25005a	Itàkal naa nde kàkyerà idiim mbɔɔn u mii a ba, ba bàsun'sà anki làkwikilà.
2b0c26008e	Abun yàkwe ndaa kàtɛn ŋangɔɔm Yɛsay: «Mwol, nà kàsi làkwikilà akà an'lɔɔŋ abi? Mwol ngwal ande kàswɛŋ akà nà?»
2b0c27004c	Yɛsay awà kàswɛŋ sye isin a ndaa mpa bàkwe ba musà làkwikilà:
2b0c2800c2	«Nzam kàdwä mii aba, nde kàbuul mpem aba bwoor, ntɔn mii aba ikɔ̈ɔ̈n atääl, naa mpem aba ikɔ̈ɔ̈n ayöb, ntɔn ba bàkɔ̈ɔ̈n asàfyefurà akà mɛ ntɔn mɛ akɔɔr.»
2b0c29005a	Yɛsay kàtɛn nde indiir abi, ntɔn kàmɛn nde làkoo a Yɛsu, waa kàsam ntɔn nde.
2b0c2a00b9	Apanà sye, bàmbɔɔn uboo a amfum a Ayudà ŋakwo bàsi làkwikilà amu nde. Wɛɛ, ntɔn Amfarisi, ba bàkyey anki u mii a baar manà bàyatwey u ndwà a nköŋ a Ayudà.
2b0c2b004d	Ntɔn ba bàkwen làkoo lan'fà akà baar, akwànaa lan'fà akà Nzam.
2b0c2c008f	Yɛsu kàsi un'kwɛŋ: «Mbuur asà làkwikilà amu mɛ, kà amu mɛ mpɛl anki nde kan'sà làkwikilà, wɛɛ amu mbuur kan'töm sye.
2b0c2d0030	Mbuur aman'man, nde kan'man sye mbuur kan'töm.
2b0c2e0073	Mɛ pɛɛlà, mɛ kàyi u mɛɛn, ntɔn mbuur wanswà asà làkwikilà amu mɛ, ukɔ̈ɔ̈n akal uboo a mpib.
2b0c2f00bc	Isàkal naa mbuur kan'wem ndaa amɛ, wɛ nde ya ufàsyääl anki, kà mɛ anki in'sàtsul nsaŋ ande, ntɔn mɛ kàyi anki mutsul nsaŋ a mɛɛn, wɛɛ ntɔn mukun'tswà mɔ̈ɔ̈.
2b0c30009f	Mbuur atɔn mɛ anà akɔ̈ɔ̈n akyey ndaa amɛ, nde we anà un'tsüül a nsaŋ ande: an'lɔɔŋ kàpɛɛ mɛ isun'tsüül mbar kà ilä a ntsüü.
2b0c310096	Ntɔn mɛ kàtɛn anki unsà ukwen amɛ ŋakwo, wɛɛ Taa, mbuur kan'töm, kan'swɛŋ nde ŋakwo naa ininà mɛ in'tɛn, ininà mɛ in'kyään.
2b0c320093	Waa mɛ in'kyàyöb naa nswɛɛŋ ande ifàpà mɔ̈ɔ̈ a mbul a in'tye. Kyakin indiir an'tɛn mɛ, mɛ bya an'tɛn asànaa kan'swɛŋ Taa.»
2b0d0100db	Yàmɛnà naa kusà a un'kyɔm a Pak, Yɛsu kàkyer ayöb naa taaŋ ande lan'kwo, taaŋ ntɔn mulwomà u mɛɛn pà anà mukyà akà Taa. Nde kàkwen bànde abà u mɛɛn pà, nde kakwen aŋàsöönà.
2b0d020093	Kyekà, umpal bàkäl ba mudyà làsisye, ileŋ kàkyàbiil itaan an'kyän u mpem a Yudasi, mwan a Simɔn Isikalyɔt, ntɔn mukun'yälà.
2b0d03007e	Yɛsu kàyöbà naa indiir byanswà Taa kàpɛ kà an'kɔɔ ande, naa nde kàtoo amu Nzam, nde wàmufurà akà Nzam.
2b0d040061	Yɛsu kàmbarà u mɛsà, kàlwom ipfey adu ande, waa kàwɛl làpye, kàbäm la u lɔŋ.
2b0d050092	Ungö, nde kàsi an'dà u làlɔŋà, waa kàsɛmà muywɛy in'kɔl a alɔŋki ande, waa kàkɔɔmà mya a làpye kàbäm nde u lɔŋ.
2b0d060068	Apan, kan'yàtol nde akà Simɔn Petɔlà, nde waa utɛn a nde naa: «Mwol, ngye, an'ywɛy in'kɔl!»
2b0d070072	Yɛsu waa kun'fuur naa: «Undiir in'kyer mɛ wà, ngye wa ayöb anki apanà, wɛɛ ngye wa asàyöb ungö.»
2b0d0800b0	Petɔlà kàtɛn a nde naa: «Aay, ngye mɛ in'kɔl an'ywɛy anki akà ikikye!» Yɛsu kun'fuur naa: «Isàkal naa mɛ mya aywɛy anki, ngye un'tüüb anà mɛ watɛy.»
2b0d09008b	Simɔn Petɔlà kàtɛn a nde naa: «Mwol, isàkal abwɛy, twon aman'ywɛy nà in'kɔl mpɛl, wɛɛ anà an'kɔɔ anà un'tswe sye!»
2b0d0a00b8	Yɛsu kàtɛn a nde naa: «Mbuur aŋàywab, nde mfun afàywab yatɛy, ntɔn ndür ande yanswà yàŋàpɔŋà. Bɛ, bɛ làbà aŋàpɔŋà, wɛɛ kà bɛ banswà anki.»
2b0d0b008f	Nde kàkyer ayöb ubwaŋàbwaŋ naa nà kàlun'yälà, undiir awun kàtɛn nde naa: «Kà bɛ banswà anki làbà aŋàpɔŋà.»
2b0d0c009e	Ungö kaywɛy nde in'kɔl, Yɛsu kàfàbwaar ipfɛy adu ande, nde kàfurà u mɛsà, waa kàtɛn a ba naa: «Nkye bɛ lan'yöb undiir amàlakyer mɛ?
2b0d0d0061	Bɛ, bɛ làfan'bel "Un'lɔɔŋ" anà "Mwol", bɛ làbye anà iböŋ, ntɔn mɛ in'wà nde.
2b0d0e0076	Abun, isàkal naa mɛ Mwol anà Un'lɔɔŋ, mɛ amàlaywɛy in'kɔl, wɛy bɛ, bɛ sye làywɛy in'kɔl bɛ a bɛ.
2b0d0f004c	Mɛ amàlapà mbaan, ntɔn bɛ sye làkyer asànaa amàlakyer mɛ là.
2b0d10007f	Ndandaa, ndandaa, mɛ alàkyään: un'syääl ukwe anki ulyaaŋ nkum ande, itàkal naa ntööm ulyaaŋ mbuur kun'töm.
2b0d110061	Isàkal naa bɛ lan'yöb indiir abi, bɛ làbà aŋun'sak isàkal naa bɛ lan'syääl bya.
2b0d1200c2	Mɛ, mɛ in'tɛn anki ntɔn bɛ banswà, ntɔn mɛ in'kyàyöb baar kàsɔ̈ɔ̈l mɛ. Wɛɛ, wɛy Ndaa Aŋàsɔn ikwe: "Mbuur kàdyee làmpà anà mɛ, kàman'diŋà làkɔl mbaar."
2b0d130088	Apanà, mɛ amàlakyään kusà a ndaa ayi muyà, ntɔn, umpal iyàyà ya, waa bɛ làyàsà làkwikilà naa "Mɛ In'wà".
2b0d140090	Ndandaa, ndandaa mɛ alàsam: mbuur wanswà awal mbuur an'tɔm mɛ, nde kàman'wal sye. Mbuur kàman'wal, nde kan'wal sye mbuur kan'töm.»
2b0d15009e	Ungö mutɛn indiir abi, mpem a Yɛsu kàkyer ayɔɔ, waa kàtɛ imbäl ki: «Ndandaa, ndandaa mɛ alàkyään, umwɛy uboo abɛ akyer ayan'yälà.»
2b0d160057	Apan, alɔŋki bàleerà ba a ba u mii, ukɔɔn ayöb naa nde atɛɛnà ntɔn nà.
2b0d17004a	Umwɛy uboo a alɔŋki, awà kàfakweenà Yɛsu, kàkäl ukɔl a nde.
2b0d180050	Apan, Simɔn Petɔlà kun'bɛl imbweer: «Un'fuul, nde atɛɛnà ntɔn nà.»
2b0d19005e	Ungö, un'lɔŋki awà kàkàyiir kà itɔl a Yɛsu, waa kun'fuul naa: «Mwol, nà wa?»
2b0d1a00d0	Yɛsu kàfuur naa: «Mbuur awà in'yàpà mɛ itiir a làmpà in'yàdümà mɛ.» Apan sye, Yɛsu kàwɛl itiir a làmpà, kàdümà kya, waa kàpɛ kya akà Yudasi, mwan a Simɔn Isikalyɔt.
2b0d1b009f	Pa kàyä Yudasi itiir a mampà kya, Satanà laa kun'bilà nde. Yɛsu kàtɛn a nde naa: «Yudasi, undiir awà ngye awà mukyer, kyer wa agyägyä!»
2b0d1c006a	Baar bàkäl u mɛsà bàyöb anki, akà mbuur mwɛy, naa ntɔn nkye Yɛsu kun'kyään nde abwɛy.
2b0d1d00d9	Bàmbɔɔn bàsii naa ntɔn bɔ̈ɔ̈n a ngim làkälà a Yudasi, undiir awun Yɛsu kun'swɛŋ nde naa nde ukyen mukàsom indiir byàkäl mfun ntɔn un'kyɔm, itàkal naa mupà an'kab akà aŋàlàmbwà.
2b0d1e005d	Pa kàwɛl Yudasi itiir a làmpà, nde kàtoo agyägyä. Làpib làkäl aŋàbwà.
2b0d1f0088	Apan, ungö a ntoo a Yudasi, Yɛsu kàtɛn naa: «Apanà, làkoo a Mwan a mbuur lan'mɛnà, làkoo a Nzam sye lan'mɛnà amu nde.
2b0d20007c	[Isàkal naa làkoo a Nzam lan'mɛnà amu nde,] itaan a mbɔɔn tɛy, Nzam sye asàmɛɛy làkoo a Mwan amu nde ŋakwo.
2b0d2100e3	Baan amɛ, mɛ in'fàsaal anki anà taaŋ mbɔɔn mukal anà bɛ. Bɛ, bɛ làkyer asan'leŋ, asànaa kàtɛn mɛ a amfum a Ayudà: "bɛ, bɛ làkwo anki muyà u mper ayà in'kyà mɛ", mɛ in'tɛn a bɛ sye apanà.
2b0d220089	Mɛ amàlapà nswɛɛŋ akün: làkäl anà ukwen bɛ a bɛ. Asànaa kàlakwen mɛ, wɛy bɛ sye làkäl anà ukwen bɛ a bɛ.
2b0d230068	Isàkal naa bɛ lan'kwen bɛ a bɛ, apan, baar banswà bàsàyöb naa bɛ làbà alɔŋki amɛ.»
2b0d2400aa	Simɔn Petɔlà kàfuul Yɛsu naa: «Mwol, ngye ken akyà?» Yɛsu kun'fuur naa: «Apanà, ngye akwo anki muyà mper in'kyà mɛ, wɛɛ ngye asan'lab ungöngö.»
2b0d250076	Petɔlà naa: «Mwol, ntɔn nkye mpa in'kwo mɛ muyalab apanà? Mɛ, mɛ an'kyey mupà mɔ̈ɔ̈ amɛ ntɔn ngye!»
2b0d26009b	Yɛsu naa: «Akɔɔb mɔ̈ɔ̈ angye ntɔn mɛ! Ndandaa, ndandaa, mɛ akyään, nkɔɔ mwɛy uyàtàkal aŋàbel anki, ayan'tɔn ngye mbalà tär.»
2b0e01007c	Yɛsu kan'tɛn naa: «Wɛy mpem abɛ ikɔ̈ɔ̈n akyɛɛr. Làsi làkwikilà amu Nzam, làsi làkwinkilà sye amu mɛ.
2b0e020083	U ndwà a Taaràmɛ ikal byà mbɔɔn. Kya ilàkɔɔn akal abwɛy, mɛ in'làlakyään anki: Mɛ amàkàlalɔ̈ɔ̈n ikal.
2b0e03007f	Umpal in'sàkyà mɛ mukàlalɔ̈ɔ̈n ikal, mɛ insàfyefurà muyàlawal, ntɔn ikal in'wà mɛ, bɛ sye làkäl paa.
2b0e040034	Mɛ, ntsü in'kyà mɛ, bɛ làkyàyöb mbwo.»
2b0e050066	Tuma kàtɛn a nde naa: «Mwol, bi iyöb anki mper akyà ngye. Bi ban'kwo muyöb aben mbwo a ya?»
2b0e060084	Yɛsu kun'fuur naa: «Mɛ, mɛ in'wà mbwo, ndandaa anà mɔ̈ɔ̈. Mbuur ukwo anki mukyà akà Taa ukɔɔn alyaaŋ u mbwo amɛ.
2b0e070071	Ilàkal naa bɛ lan'yöb, bɛ làlàyöb sye Taaràmɛ. Fà apanà, bɛ làmun'yöb, bɛ làmun'man.»
2b0e080047	Filipo kàtɛn a nde naa: «Mwol, iswɛŋ Taa, waa ya ikwo akà bi.»
2b0e0900ad	Yɛsu kun'fuur naa: «Filipo, mɛ an'kal anà bɛ taaŋ mbɔɔn, wɛɛ ngye ŋàtan'yöb anki? Mbuur kàman'man, kan'man Taa. Ntɔn nkye an'tɛn ngye naa: "Iswɛŋ Taa"?
2b0e0a00b8	Làsi làkwikilà naa mɛ in'wà amu Taa, naa nde wà amu mɛ. Ndaa in'fàtɛn mɛ a bɛ banswà, kà mɛ ŋakwo in'fàbɔn anki, Taa awà amu mɛ afàkyer isal ande ŋakwo.
