2800000005	Matye
2c0b0f0069	Me bu mbaana obili, Mufulu a Ngili ásughuru ŋa yulu a bo ti bu ásughuru nde ŋa yulu a bihi mu ebaana.
2c0b100087	Oŋo, me ándibili-mweẽ mu ndagha yi ali olyele Mfumu ti: “Dzã áboghoro mu madza, lo be, be sa baboghoro be mu Mufulu a Ngili.”
2c0b1100a5	Kala ti Nzaami aagwi baara ba ekaba emõ kyini-ekye ki ágwi kundaa bihi, ŋa lísi bihi kana mu Mfumu Yiisu-Kriste, lo me na, buulu me ali nkahaba dzyi li Nzaami?»
2c0b1200ca	Bu bagyughu mandagha mamo, mikolo mi bo myehene mídzuunu ya bo básyighi Nzaami ti: «Mu engaŋma Nzaami aagwi si kundaa bikaana biili ka bili ba-Dzwife o bwehe buu ogyiŋi mayele ya obagha bumweẽ.»
2c0b1300e3	Ŋa mbihi a lipfu li Etiene, bábwi omwehẽ banga-a-kana mu Kriste kimini. Mu obo, bo bátsaŋama manto ya manto. Bo bágyene tee ku Fenisi, ku Syipere ya ku Antyose. Lo bo bákabululuo Ndagha a Nzaami yini a kundaa ba-Dzwife.
2c0b1400b6	Ankoho, baara babake ŋa kara li bo, basi Syipere ya basi Sirene, bu bato ku Antyose, bábwi okatsala si Nsia yi Mbwe yi a Mfumu Yiisu kundaa baara ba baakabili ndiŋi yi a Engereke.
2c0b150073	Kwogho e Mfumu éli ya bo, ya mutala a baara ba bákasa kana mu Mfumu ya ba bákagyiŋi mayele ákapfini ku olagha.
2c0b160062	Nsia oyo yíto kundaa Libwunu li Nzaami lili ku Yerusaleme, ya bo bágweghe Baranabase ku Antyose.
2c0b17008a	Nde bu ato ya bu amono bwehe bu Nzaami, ámono esee ki elagha, ya nde ágwi bo bwohono bukyini ya ályele bo banama Mfumu mu mukolo mumõ.
2c0b180077	Baranabase áli mbwuru wu mubwe, wu áalwulu mu Mufulu a Ngili ya mu kana. Me mu obo baara balagha bási kana mu Mfumu.
2c0b19003b	Ŋa mbihi, Baranabase ágyene ku Tarese mu oyisagha Sawule.
2c0b1a00c9	Bu amono nde, áyabiri nde ku Antyose. Bo bansa buolo báluhu mubvu mumõ ya Libwunu li Nzaami mu okaluo mpwumu a baara yi alagha. Me ku Antyose mu sa lili nsomo báti binduono mu nkwumu yi a bakriste.
2c0b1b0049	Mu bitsughu bibye, mibighili mífi ku Yerusaleme ya míkumunu ku Antyose.
2c0b1c00b1	Mu lileene li Mufulu a Ngili, mumõ mu bo wu a nkwumu Angabuse, átemene ya ályele ti munzyala sa agya mu nsie nsyini. Ya munzyala munde ágyi mu matala ma óli Kolode Mukogho.
2c0b1d0086	Mu obo, binduono bígwolo munkaana wu ogweghe libaha kundaa bandughu mu kana ba báli ku Yude, bwunu a bu óli bupfulu bu nswe mbwuru.
2c0b1e0065	Bo bási obo, bágweghe bikaba bibye kundaa bakwuru. Bo bágwi bye ŋa myaã mi Baranabase ya Sawule.
2c0c01005b	Mu matala mamo, mukogho Erode ábaana omwehẽ ndaama mu baara ba Libwunu li Nzaami kimini.
2c0c020037	Mu litumu li nde, bádzwi Dzake, naana a Dzã mu lipee.
2c0c03008b	Nde bu amono ti ndagha oyo yíkagwa ba-Dzwife esee, nde áfirigwa litumu basyimi Piere mu bitsughu bibi kyiri kii mampa ma magwene a pfini.
2c0c0400c6	Bu basyimi ya balo nde mu boloko, Erode ási bikuru bina bibi bambumbulu bana-bana mu okakebe Piere. Dzyi li Erode áli ti nde asa Piere muyala ŋa mihi mi baara bwohono ŋa mbihi a kyiri kii Paake.
2c0c050056	Piere áli mu boloko, lo Libwunu li Nzaami líkasamana matala mwohono mu nkooro a nde.
2c0c0600c3	Mu mpyibi yi oto mu etsughu ki ókaasa Erode Piere muyala, Piere ágyoŋomo ensama ŋa kara li bambumbulu buolo. Bákuru nde misyi mimi bisyeẽ, ya bankyele ba boloko bátemene ŋa muŋma a nzo.
2c0c0700c8	Lo ngye-yulu a Mfumu áyapala ya otsyeme kuu mpini ómoŋono munsa boloko. Nde ákaha Piere mu mbambaha a mbee, ásiili nde ya ályele ti: «Saana, temene!» Misyi mimi bisyeŋe mi bákuru nde míbwi.
2c0c0800a9	Ngye-yulu ályele kundaa nde ti: «Kuru muswele a we mu bala ya kuru misyi mi mapaapa ma we!» Ngye-yulu áfiribwehe ti: «Laha enkuru e we ki ela kii kobo ya nama me.»
2c0c090089	Piere ápala ŋa mbihi a nde. Nde ka ákasoolo o ti mandagha ma ókasa ngye-yulu áli mama ngaŋma. Nde bu ákatsimi ti lilo áli limono.
2c0c0a00f6	Bo báluru bankyele baba nsomo, ŋa mbihi baba buolo, ya báto ŋa muŋma a nzo wu a esyeŋe wu aakapaha kunsa bvulu. Muŋma a nzo ádzubulu ndeme ŋa nkulu a bo. Bu bato ku mbala, bo bágyene ku nto a nkwulu, ya ensihibi, ngye-yulu ásihi Piere.
2c0c0b00e5	Oŋo embwuru bu eyabvughuru Piere, nde ályele ti: «Mu matala ma me nsoolo mu engaŋma ti me Mfumu aagweghe ngye-yulu a nde mu kuulu akwulu me ŋa myaã mi Erode ya mu mandagha mwohono ma ookeene ekaana ki ba-Dzwife osa mu me.»
2c0c0c0087	Bu abaghala ndagha oyo, nde ágyene ku nzo a Mari, ngughu a Dzã, wu baakata ti Mareke. Baara balagha áli babvuŋunu omo mu okasamana.
2c0c0d0065	Piere bu akoboro ŋa muŋma a nzo, musala mutsyini wu mutughu, nkwumu a nde Rode, ágyi mu oyagyuulu.
2c0c0e0092	Nde bu agyughu likyi li Piere, mu esee, nde ka ádzubulu edzughubu e nzo o, lo nde ábara ya áyilyele kundaa bana ndiri, Piere li ŋa muŋma nzo.
2c0c0f00a0	Bo bályele kundaa nde ti: «We lala byele!» Lo nde ágyighili onyeme ti ngaŋma, nde áli ŋa muŋma a nzo. Ya bo bábvuhulu ti: «Lo munde ngye-yulu a nde.»
2c0c10005b	Piere ási enziini mu okakoboro. Bo bákarayadzubulu, ya bákiŋimi ku olagha mu omono nde.
2c0c1100cf	Nde ákahaba bo banyaã osa nkele, ályele kundaa bo bu oopaha nde Mfumu mu boloko ya áfiribwehe bu: «Liyitwoho nsia kundaa Dzake ya kundaa bandughu mu kana babake.» Ya nde ámara oŋo, ágyene nto nkimi.
2c0c12006b	Bwihi bu buki, mpaatsala yíbwi ŋa kara li bambumbulu, bo bákabili bo-a-bo ti: «Bu Piere bunu aabwana?»
2c0c1300be	Erode ásagha ti bayabiri nde Piere, lo ka bámono nde o. Báfwulu bankyele ya bágwi litumu ti badzwa bo. Ŋa nseele, Erode ákumunu ku Yude, ágyene ku Sedzare ya áluhu mana bitsughu oko.
2c0c14011b	Erode áli a nkehe yi alagha ya baara baba mabvulu mama Tire ya Sidõ. Baara babo bágwihini mu oyimoŋono ŋa nkulu a nde. Bo bápeene a Balasito, musala a mukogho mu mi miikatala ngwumu a nde, bo baluomo edzuunu kundaa Erode, mu kuulu mansie ma bo mákabagha bi-odza ku nsie a nde.
2c0c1500b1	Etsughu ki bási lagha bu eto, Erode wu álaha enkuru e nde kii bukogho, ábwi-nsini ŋa ebini kii muyala ya ábwi obili mu likyi lili mpini kundaa bo ŋa nkulu a baara bwohono.
2c0c160057	Baara bábwi ofulu miluolo ti: «Likyi li, likyi li nzaami, lo ka lili lili mbwuru o!»
2c0c17007a	Ŋaana oŋo, ngye-yulu a Mfumu ákaha Erode, mu kuulu nde ka ágwi nsia kundaa Nzaami o. Ya misere míli Erode, nde ákpi.
2c0c180043	Nsia a Ndagha a Nzaami yíkatsaŋama ya ba bákasa kana bákapfini.
2c0c19008e	Lo Baranabase ya Sawule bu bamana esala e bo osa mu nkooro a baara baba Yerusaleme, bábvughuru. Bo bábiri Dzã wuulu nkwumu yi obili Mareke.
2c0d0100c9	Mu Libwunu li Nzaami li líli ku Antyose, óli a mibighili ya miluo: Baranabase, Simeõ wu baakata ti Ndoomo, Lusiyuse musi Sirene, Manahene wu bákwuhu emõ ya Erode, mfumu a etsulu e nsie, ya Sawule.
2c0d0200c3	Etsughu nga-emõ, bo bu bákasamana Mfumu ya bákuru nswele mu bala, Mufulu a Ngili ályele kundaa bo ti: «Litwulu, mu nkooro a me, mu libee Baranabase ya Sawule mu esala ki ánti me bo mbili.»
2c0d03006c	Oŋo, bu bamana osamana ya okuru nswele mu bala, bo bánaã bo myaã ŋa yulu a mutswi ya bányaã bo bagye.
2c0d04007b	Mufulu a Ngili bu agweghe bo, bo bákumunu ku bvulu lili Selesi ku bágwolo bo bwara bu bunene mu ogye ku elyi kii Syipere.
2c0d050095	Bu bato ŋa bvulu lili Salamine, bo bátsala nsia a ndagha a Nzaami munsa manzo mama lisamana ma ba-Dzwife. Dzã-Mareke áli ya bo mu okabulubaha bo.
2c0d060093	Bu bamana osaghaba elyi kyehene tee ku bvulu lili Pafose, bo bábwana a mu-Dzwife mumõ nga-a-mpaana, mubighili wu a mpya, nkwumu a nde Bare-Yiisu.
2c0d0700af	Nde áli emõ ya ba bali mpiŋi ya Serengyo Poole, mfumu a elyi, mbwuru nga-a-mayele. Nde áti Baranabase ya Sawule mbili, mu kuulu nde áli a nzala a ogyughu ndagha a Nzaami.
2c0d0800a5	Lo Elimase, nga-a-mpaana, mu kuulu oyo me mbaala a nkwumu a nde, ákasagha okahaba bo mu kuulu nde ka ákadzyi o ti mfumu Serengyo Poole asa kana mu ndagha a Nzaami.
2c0d09005a	Mu obo Sawule, wu bákata si ti Poole, wu áalwulu mu Mufulu a Ngili, átuunu Elimase mihi
2c0d0a00a3	ya ályele kundaa nde ti: «We aalwulu mu mpya ya mu mayele mama pfyibi, mwana a dyabulu, mutaara a bunsumu. We ka nyaã okagwini manzili ma Mfumu ma mali nsumu o?
2c0d0b00f9	Mu matala ma, gyughu: Mfumu we àasyeme. We sa kala enkpa-mihi mu mana matala, we ka afirimono tala o.» Ŋaana oŋo libwi ya mpyibi yi a laŋa-laŋa bíbwi mu nde, ya nde ábwi okadzeŋene mu osagha mbwuru wu akwara nde mu kwogho ya osuo nde nzili.
2c0d0c006e	Mu matala ma ómono mfumu Serengyo mandagha ma mábwi, nde ási kana ya ákiŋimi ku olagha mu maluo ma Mfumu.
2c0d0d00b0	Poole ya bandughu ba nde básomo bwara ŋa Pafose, bo bágyene ku bvulu lili Perenge mu etsulu e nsie kii Pamfili. Oko, Dzã-Mareke ákaghaba ya bo ya ábvughuru ku Yerusaleme.
2c0d0e00cf	Lo Poole ya Baranabase, bu bamara Perenge, bánama nzili a bo ya báto ku bvulu lili Antyose lili mu etsulu e nsie kii Pisidi. Mu etsughu kii sabate, bo básomo mu nzo a lisamana a ba-Dzwife ya bábwi nsini.
2c0d0f00db	Bu bamana otaã mikaana mi Mikyene mi Moyidze ya mimi Mibighili, bamfumu ba nzo a lisamana a ba-Dzwife bályele kundaa bo ti: «Bandughu mu kana, kala ti be lili a ndagha yi ogwa baara bukyini, lo libili mu matala ma!»
2c0d100078	Poole bu atemene, áseene kwogho, ya ályele ti: «Basi Isarayele, ya be babake ba liikagwa Nzaami budziri, ligyughu me!
2c0d1100ac	Nzaami a ekaana kii Isarayele ásuolo bataara ba bihi. Nde ási ti ekaana epfini mu matala ma éli kye ku nsie a Edzipite. Ya nde ápaha kye omo mu lileene li kwogho e nde.
2c0d120032	Mu mibvu ku bele a makwumu-mana, nde ábuŋunu bo.
2c0d13006a	Ŋa mbihi, nde bu amana odzwa baara baba mansie nsaama ba báli ku Kaana, nde ágwi bo mansie mamo ti pfa.
2c0d1400b9	Mandagha mwohono mamo mágyili ku bele a bamvulu nkama na ya makwumu-mataana.» «Ŋa mbihi, Nzaami ágwi bataara ba bihi bansughu-a-lamana ba ekaana tee mu matala ma mubighili Samwele.
2c0d150084	Ŋa nseele, bo báluomo mukogho, ya Nzaami ágwi bo Sawule, mwana a Kise, mu dzumu li Benzamẽ. Nde átumu mu bamvulu makwumu-mana.
2c0d160102	Ya Nzaami bu amaha nde, ábyaha Dabvide mu okala mukogho a bataara ba bihi. Me kundaa nde Nzaami ásuo bumpughulu ba: “Me aansuolo Dabvide, mwana a Yese, mbwuru wu li mu okadzyara bu ookadzyi mukolo a me. Nde sa agyighili mandagha mwohono ma aangwaa me”.
2c0d170069	Me mu musyi a dzumu li nde, Nzaami ápaha Yiisu, Mubvwuhu a Isarayele, ti bwunu a bu óli misiini mi nde.
2c0d18006d	Nsomo Yiisu agya, Dzã ákata mukwughu kundaa basi Isarayele bwohono mu obagha liboghoro lili ogyiŋi mayele.
2c0d1900ee	Ya mu matala ma ákagye nde ku omana esala, nde ályele ti: “Mu bitsimi bi be, me nande ndi? Pele, me ka ndi munde wu lili mu okakebe be o! Lo ligyughu, nde li mu ogya ku mbihi a me, me ka nkughu onyana misyi mi bikoghoro bi nde o”».
2c0d1a00ae	«Bandughu ba me mu kana, baana ba musyi a dzumu li Abarahame, ya be ba lili ŋa kara li bihi ba baakagwa Nzaami budziri, me kundaa bihi-a-be bágweghe ndagha yi obvwughu yi.
2c0d1b00b6	Mu engaŋma, baara ba Yerusaleme ya bamfumu ba bo ka baabaghala ti Yiisu nande ali o, bu baasi nde muyala, obo me bu baakuhu mandagha ma mibighili ma baakataã mu etsughu kii sabate.
2c0d1c005a	Si buulu bo ka bábagha ebili kii odzwa nde o, lo bo báluomo kundaa Pilate ti badzwa nde.
2c0d1d006b	Bo bámana okuhu mandagha mwohono ma básono mu nde, básurulu nde ŋa kuruwa ya bátwulu nde munsa mpyeme.
2c0d1e002e	Lo Nzaami ásiili nde ŋa kara li ba bápki».
2c0d1f009d	«Mu bitsughu bilagha, nde ákamoŋono kundaa babo ba bákumu ya nde obaana ku Ngalile tee ku Yerusaleme. Mu bu, bo bali bampughulu ba nde ŋa nkulu a baara.
2c0d200056	Ya bihi, bihi lili mu oluo Nsia yi Mbwe oyo: Misiini mi bágwi kundaa bataara ba bihi,
2c0d2100e2	Nzaami aagyighili okuhu mye kundaa bihi, baana ba bo, mu matala ma aasiili nde Yiisu ŋa kara li ba bákpi, ti bwunu a bu básono mu Ekwumu kii byele ti: “We li Mwana a me wu baghala, Me me aamburu we, etsughu kii lolo”».
2c0d2200b3	«Nzaami ásiili nde ŋa kara li ba bákpi, mu kuulu anyaã obolo, obo me bu ályele nde ti: “Me sa ngwa be bibi ngili bi bafaana osa kana mu bye, bi ánsiini a me Dabvide”».
2c0d23005d	«Me mu obo, nde áfirilyele ŋa ebini ekimi ti: “We ka nyaã Wu a ngili a we abolo o”».
2c0d24009d	«Ankoho, mu eseene e nde, Dabvide ákasalala mandagha ma ókadzyi Nzaami. Ŋa mbihi oŋo, nde ákpi, bádzyighi nde ŋa bele a bataara ba nde ya nde ábolo.
2c0d250033	Lo munde wu oosiili Nzaami mu lipfu, ka aabolo o.»
2c0d260095	«Bandughu mu kana, lisoolo ti, me mu nde baagwi be nsia a kolokolo a masumu ya mandagha mwohono maala Mikyene mi Moyidze ka mísi be baba bunsumu o.
2c0d270036	Lo nswe munde wu aasa kana mu nde sa akala wu bunsumu.
2c0d280065	Mu obo, lisa mayele, mu kuulu mandagha ma ósono mibighili manyaã obwa mu be.» Mandagha mamo me ma:
2c0d2900c2	«Litala, be ba lili a ligwagha, likiŋimi ya lidzimini! Mu kuulu me sa ngyighili ndagha mu bitsughu bi bumweẽ bu be, ndagha yiili be ka likughu osa kana mu yo o, kala ti mbwuru lyele be yo!»
2c0d2a0092	Ŋa ópala ba Poole ya Baranabase mu nzo a lisamana a ba-Dzwife, bábuono bo mu ofiriyabili mu mandagha maana mamo mu etsughu kii sabate kii yulu.
2c0d2b00b4	Ŋa mbihi a ŋa bábvuŋunu bo, ba-Dzwife balagha ya ba baakasamana Nzaami a bo bánama Poole ya Baranabase. Bo bákamoŋo ya bo, ya bákagwa bo bukyini mu onabara bwehe bu Nzaami.
2c0d2c0058	Etsughu kii sabate bu eto, baara ba bvulu lwohono bábvuŋunu mu ogyughu Ndagha a Mfumu.
2c0d2d0080	Ba-Dzwife bu bamono mpwumu a baara oyo, bálwulu mu musogho ya bábwi okaala mandagha ma ókaluo Poole embihi ya bákatughu nde.
2c0d2e0111	Poole ya Baranabase mu kana, bályele kundaa bo ti: «Kundaa be bákaatswama otuoho Ndagha a Nzaami! Mu kuulu be lili mu okabihi yo, ya lili mu okalamana beme ti, be ka likughu obagha laama lili mibvu ya mibvu o. Mu matala ma bihi sa ligye kundaa baala ka bali ba-Dzwife o.
2c0d2f008b	Mu kuulu, Mfumu aagwi bihi litumu ti: “Me aansuolo we mu okala otsyeme o mansie mwohono, mpaala we biri obvwughu tee ku osughu nsie.”»
2c0d3000ab	Baala ka bali ba-Dzwife o bu bagyughu mandagha mamo, bálwulu mu esee ya bábwi osyighi ndagha a Mfumu. Ya babo ba básuolo mu obagha laama lili mibvu ya mibvu bási kana.
2c0d310034	Ndagha a Mfumu yítsaŋama mu etsulu e nsie kyehene.
2c0d3200cb	Lo ba-Dzwife bákatsiini bakaha baba budziri ba baakabuono Nzaami, ya baara baba mupfunu mu bvulu lilo, basa ngirini. Bo bási obo mu kuulu bamwehẽ Poole ya Baranabase kimini, ya babyi bo mu nsie a bo.
2c0d330048	Bo bu bakubulu lifufunu li myili mi bo, bágyene ku bvulu lili Ikonyome.
2c0d340042	Lo binduono bibi mu Antyose bílwulu mu esee ya mu Mufulu a Ngili.
2c0e0100ae	Ku Ikonyome, Poole ya Baranabase bágyene ku nzo a lisamana a ba-Dzwife. Oko, bo báluo Ndagha a Nzaami mu eteese kiili mpwumu a ba-Dzwife ya ba-Ngereke yi alagha yísi kana.
2c0e020062	Lo ba-Dzwife ba bábihi osa kana, bátsiini ba bagwene osoolo Nzaami mu osa bandughu mu kana bubi.
2c0e030104	Lo, Poole ya Baranabase báluhu matala malagha oko. Bo bákabili ya kana mu mi mitala Mfumu. Mfumu ákagwa bo lileene lili ógyighili mandagha maa okiŋimi ya bilyimi. Obo me bu ákasuo nde ti, mandagha ma bákalyele bo mu mi mitala bwehe bu nde máli ngaŋma.
2c0e040070	Mpwumu a baara ba bvulu yíkaghaba mu mawa muolo: Ba bamo ku ngulu yi a ba-Dzwife, babake ku ngulu yi a bantumu.
2c0e050095	Baara baala ka bali ba-Dzwife o ya ba-Dzwife, emõ ya bamfumu ba bo, bábagha bitsimi bii omwehẽ Poole ya Baranabase kimini ya odzwa bo mu mameẽ.
2c0e06008a	Bo bu basoolo bitsimi bibye, bábara ku mabvulu mama Lisitere ya Derebe mu etsulu e nsie kii Likawoni, ya mu mala ma máli bitaataa bibye.
2c0e070023	Oko si, bo bákatsala Nsia yi Mbwe.
2c0e08008b	Ku Lisitere óli a baghala mumõ wu ókpi myili, wu áabwi nsini. Epfwumu e nde ekye éli emburu-ngughu ya nde áli nkini ka ámaadzyara o.
2c0e090078	Etsughu nga-emõ, nde ákagyughu Poole mu okabili. Poole bu atuunu nde mihi, ya bu amono ti nde áli a kana mu obvwughu,
2c0e0a0066	nde ályele mu likyi lili mpini ti: «Temene nsumu mu myili mi we!» Nde ádzuŋumu, ya ábwi odzyara.
2c0e0b009f	Mampwumu ma baara bu mamono ndagha yi ógyighili Poole, mályele mu mpini mu ndiĩ yi a Likawoni ti: «Banzaami baakighiri baara ya baayasughuru kundaa bihi.»
2c0e0c0084	Bo bákata Baranabase mu nkwumu yi a Dzeese ya Poole mu nkwumu yi a Eremese, mu kuulu me Poole áakabili mu nkwumu a bo bansa buolo.
2c0e0d00df	Nzo a lisamana yi a ngaa a nzaami a Dzeese yíli ku baakayasomo bvulu. Nde ágwolo balumu ba bangoomo ya álaha bo bibara bibi bifulu. Emõ ya mpwumu a baara, bo bákadzyi odzwa bo mu ogwa mukaba kundaa Poole ya Baranabase.
2c0e0e0081	Lo bantumu Poole ya Baranabase bu bagyughu ndagha oyo, bákaghala binkuru bi bo, básomo mu ntyini ŋa kara li mpwumu mu okaŋaã
2c0e0f012c	ya bákalyele ti: «Bandughu, be yi nsa ndagha lili mu okagyighili? Bihi si lili baara ti anga be! Nsia yi Mbwe yi lili mu okatsala bihi kundaa be, yili mu oluomo be lisihi mandagha ma magwene a mupfunu ma, mu okaghala kundaa Nzaami wu a mweẽ wu aagyighili yulu, nsie, mubu, ya byehene bi bili omo.
2c0e100062	Me nde wuulu mu biseene bi bíluru, ágwi muswa kundaa bikaana byehene bikagyighili bu bidzyi bye.
2c0e1100c2	Lo, nde aakagyighili ma mabwe kundaa be, mu kuulu mu yulu, nde aakanohõ bamvulu ya aakagwa mando ma maakaburu be bimburu bi bilagha, mpaala be libagha bi-odza ya mikolo mi be milwulu mu esee.»
2c0e12006a	Lo, si mu mbiili a bo oyo, mu mpara Poole ya Baranabase báleene okahaba mpwumu a baara mu ogwa bo mukaba.
2c0e1300cb	Ba-Dzwife ba báfi ku Antyose ya ku Ikonyome bu bágyi, bápeene a mpwumu a baara mu bitsimi bi bo. Bo bákaha Poole mameẽ, bákwolo ya bápaha nde ku mbala a bvulu, mu kuulu, bo bátsimi ti nde ákpi.
2c0e14009c	Lo binduono bu bibvuŋunu, bídzyi Poole, nde átemene ya ábvughuru munsa bvulu. Ŋa mbihi a etsughu ekye, nde ya Baranabase bágyene ku bvulu lili Derebe.
2c0e15008b	Bu bamana otsala Nsia yi Mbwe munsa bvulu lili Derebe, ya bu babagha binduono bilagha omo, bo bábvughuru ku Lisitere, Ikonyome ya Antyose.
2c0e1600af	Poole ya Baranabase bákagwa binduono mpama ya bákaluomo bo bakala a mukama mu osa kana, ya bákalyele ti: «Bihi lifaana omono mpara yi alagha mu osomo mu Emfumu e Nzaami.»
2c0e170099	Mu nswe Libwunu, Poole ya Baranabase básuolo bakwuru. Bu bakuru nswele mu bala, básamana Nzaami ya bágwi bo ŋa myaã mi Mfumu munde wu bási bo kana.
2c0e180059	Ŋa nseele, bo báluru mu etsulu e nsie kii Pisidi ya báto ku etsulu e nsie kii Pamfili,
2c0e19004d	bátsala nsia a Ndagha a Nzaami ku Perenge, ya bákumunu ku bvulu lili Atali.
2c0e1a0075	Bu bamara oko, bo básomo bwara mu ogye ku Antyose, oko ku báluomo mu bo bwehe bu Nzaami, mu esala ki bákuhu bo ki.
2c0e1b00ab	Bu bayato ku Antyose, bo bábvughu Libwunu ya bályele mandagha mwohono ma ógyighili Nzaami mu bo, ya bu ádzubulu nde nzili a kana kundaa babo baala ka bali ba-Dzwife o.
2c0e1c0029	Bo báluhu matala ma malagha ya binduono.
2c0f0100cf	Ndaama a baara baba ku Yude, bákumunu ku bvulu lili Antyose, bákaluo Libwunu, ya bákalyele ti: «Kala ti ka basohobo be nzo a mbaa o, ti bwunu a bu ookatumu Mikyene mi Moyidze, be ka likughu obvwughu o.»
2c0f020119	Poole ya Baranabase bábihi ogyughu baara babo ba bágyi, ya mumbaŋana wu a mpini ábwi ŋa kara li bo. Bo bákuru etsimi ti Poole, Baranabase ya mana a babaghala babake ba bágyi, bákumu ku Yerusaleme kundaa bantumu ya bakwuru ba Libwunu, mu mi mitala ndagha a mumbaŋana munde.
2c0f0300d5	Libwunu lígwi bo bilogho bi baabiri. Bu baluru mu nsie yi a Fenisi ya yi a Samari, bo bákabululyele bunu-a-bo baala ka bali ba-Dzwife o bákagyiŋi mayele. Ya bandughu mu kana bwohono báli kunsa esee ki elagha.
2c0f04009e	Bo bu bato ku Yerusaleme, bandughu mukana bwohono, bantumu ya bakwuru bábwana a bo. Ya bo bágwi bo nsia a mandagha mwohono ma ókabulugyighili Nzaami mu bo.
2c0f0500c5	Lo ndaama a baara ba báli mu emvuŋunu ki ba-Faridzyẽ nsomo basa kana, bátemene ya bályele ti: «Bafaana osohobo baala ka bali ba-Dzwife o nzo a mbaa ya otumu bo bakakebe Mikyene mi Moyidze».
2c0f060033	Bantumu ya bakwuru bábvuŋunu mu otala ndagha oyo.
2c0f0700f6	Buulu mumbaŋana áli ayi wu a mpini, Piere átemene ya ályele kundaa bo ti: «Bandughu ba me mu kana, be lisoolo ti edzighi Nzaami ásuolo me ŋa kara li be, mu kuulu me ntsala Nsia yi Mbwe kundaa baala ka bali ba-Dzwife o, mpaala bo basa kana.
2c0f080077	Ya Nzaami wu gyahaba mikolo mi baara, li mpughulu a bo, bu aagwi Mufulu a Ngili kundaa bo ti bwunu a bu ágwi nde bihi,
2c0f090067	ku ogwene osa lisoghobo ŋa kara li bo ya bihi-a-be. Nde aatsehebe mikolo mi bo mu kuulu bo baasi kana.
2c0f0a00a4	Mu matala ma, mu emakye be lidzyi otsihi Nzaami bu liikwighi binduono leme, liili ngu okala bataara ba bihi, ngu okala bihi bameme, ka liibagha mpini yi obiri lo o?
2c0f0b0057	Lo bihi lili a kana ti bihi sa libvwughu mu bwehe bu Mfumu Yiisu, bumõ si kundaa bo!»
2c0f0c00bd	Baara bwohono bákala pii ya bákagyughu Baranabase ya Poole ba bákabili mu bilyimi ya mandagha mama okiŋimi bi ógyighili Nzaami mu esala e bo ŋa kara li babo baala ka bali ba-Dzwife o.
2c0f0d004c	Bo bu bamana obili, Dzake ályele ti: «Bandughu ba me mu kana, ligyughu me!
