2800000007	Mataayi
2d020400a0	neke ghusagha padebe ku vwinga vwa vunono vwake, kudila kwa ng'alasi jake, nu lugudo lwake? pe naghukagula kuuti uvunono vwake vunoghiile kukuvulanisia kulaata?
2d020500b2	pe kuling'ana nu vwumu vwa mwoojo ghwako ghuno naghwa kulaata, ghukujivika juve mu ng'alasi ja kighono kila. looli mu kighono kya vusyuko vwa vuhighi vwa kyang'haani vwa Nguluve.
2d0206003c	umwene ihomba kuling'ana ni kighelelo kya maghenndele ghake.
2d02070087	vala vano ku lukangasio lwa maghendele amanono valondile ulufunyo, uvukoola na kuleka kunangika, ikivapela uvwumi vwa kusila na kusila.
2d02080071	neke ku vala vano ku numbula saave navitiki vwa kyang'haani looli vikwitika uvukunyi, ing'halasi ing'ali jikwisa.
2d0209008a	uNguluve ileta injala nu lupumuko ku numbula ja muunhu ghweni juno avombile uvuhosi, kutengulila kwa muyahudi taasi pe kwa muyunani kange.
2d020a0078	neke ulufunyo, uvukoola nu lutengano fikwisa kwa muunhu ghweni juno ivomba inono, kwa vayunani taasi pe umuyunani kange.
2d020b002b	ulwakuva kusila lughano kukila kwa Nguluve.
2d020c008c	ulwakuva nave vinga vahokile kisila ndaghilo visova kisila ndaghilo, kange nave vinga vahokile kuling'ana ni ndaghilo vihighua ku ndaaghilo.
2d020d009b	ulwakuva natuli vaanhu va kupulika indaghilo, avanya kyang'haani pa maaso gha Nguluve, looli ve vala vano vivomba indaghilo vano vailivalilua ikyang'haani.
2d020e0089	ulwakuva avaanhu ava pa iisi avasila ndaghilo vivomba isa mundaghilo aveene vali ndaghilo mu numbula saave, nambe aveene vasila ndaghilo.
2d020f00c0	ku ulu vivonesia kuuti amaghendele ghano ghanoghile ku vutavike vwa ndaghilo ghalembilue nkate ja moojo ghave. uvufumbue vwave vuvoneka na masaghe ghave ghikuvahigha nambe kukuvalolelela vavuo
2d021000a3	kange na kwa Nguluve. agha ghilihumila mu kighono kino uNguluve ilikusihigha inyivi sa vaanhu vooni kuling'haana ni livangili lya Nguluve, kusila ja Yesu Kilisite.
2d02110064	tujove kuuti ghukujikemela muYahudi, juuno ikalile mu ndaghilo, lulutila kwa kujighinia mwa Nguluve,
2d02120052	lukagule ulughano lwake, na kughelela sino nasilutana ye jilaghisivue ni ndaghilo.
2d0213006f	pe tujove kuuti uli nulukangasio kuva uve uli mulongosi ghwa vabofu amaaso, lumuli kuvala vano vali mu ng'iisi,
2d02140060	m'bulanisi ghwa vajaasu, m'bulanisi ghwa vaanha, na kuuti mu ndaghilo uli ni mbuanisio sa lweli.
2d0215008a	pe uve lino ghwe juno ghukun'dalikila ujunge, pe naghukujivulanisia juve ghwe mwene? ghwe juno ghudalikila kuleka kuhija pe uve naghuhija?
2d02160087	uve ghwejuno ghujova nungavwafukaghe, pe ghuvwafuka? uve ghwe juno ghukalala ikihwanikisio, pe ghuhija mu nyumba inyimike ja kufunyila?
2d02170058	ghwe juno ghukughinia mu ndaghilo, pe naghukunsukunalisa uNguluve kwa kudenya indaghilo?
2d0218006b	ulwakuva ilitavua lwa Nguluve lisukunalisivua ku vaanhu va mu iisi kukilila umue, “ndavule jilembilue”.
2d02190091	ulwakuva kudumulivua ingola lweli kunoghile nave ghukwitikila indaghilo, neke nave uve naghuvomba isa mu ndaghilo kudumulivua kwave kuuva vuvule.
2d021a009b	pe nave umuunhu nadumulivue kange ighendelela kukola uvutavike vwa ndaghilo, pe nambe kisila kudumulivua kwa mwene nakulitolua kuuti adumulivue ingola?”.
2d021b00c0	ghwope juno nadumulivue kuvutengulilo vwa iisi naihighua nave angavombe isa ndaghilo? ulu lwe lwakuva uli na malembe ghano ghalembilue na kudumulua ingola neka kange naghuvomba isa mundaghilo!
2d021c005f	ulwakuva umwene na Muyahudi juno ali mulwa kunji, nambe kudumulua na lwelula ulwa m'bili lwene.
2d021d00a5	neke umwene ghwe Muyahudi ghwa munkate, nuludumuluo lwa mwoojo mu numbula, nambe mu malembe. ulufunyo lwa muunhu ughwa nahele naluhumila ku vaanhu looli kwa Nguluve.
2d0301004b	kange vwe vufumbue vuliku vuno alinavwo umuyahudi? vwe vufumbe vwa kukekua?
2d0302006e	lwe lunono kyongo ku sila sooni. muvutengulilo vwa ghoni avayahudi vkapelilue ulusyetulilo kuhuma kwa Nguluve.
2d0303008d	neke pe luliva ndani nave avayahudi vamonga navalyale nu lwitiko? pe kuleka kuva vagholofu, kulivomba uvugholofu vwa Nguluve kuva vwa vudesi?
2d030400db	Ndali! pe pano leka uNguluve avoneke kuva lweli, nambe kuuti umuunhu ghweni n'desi. ndavule vule jikalembilue kuuti, “ingufu kuvoneka kuuva nya kyang'ani ku masio ghako, ni ngufu kusinda pano ghukwingila ku vuhighi”
2d030500b5	neke nave uvuhosi vwitu vusoona ikyang'ani ja Nguluve, tuti ndaani? uNguluve na muhosi nambe pano ihumia ing'alasi jake, pe ali ndikio? nijova kuling'haana nu vufumbue vwa kimuunhu.
2d0306002a	Ndali! pe ndani uNguluve ikujighigha iisi?
2d0307008e	neke nave je lweli ja Nguluve kukilila uvudesi vwango kuhumia ulufunyo lwinga vwimila umwene, pe kiki pe nijighe nihighua ndavule unya vuhosi?
2d030800a1	kiki tujove ndavule fino valyatudesile kange ndavule avange fino vijova kuuti tujova, “tuvombe uvuhosi, neke amanono ghise?” uvuhighi vwave vwe va kyang'ani.
2d03090098	kye kinu kiki himbe? tukujivavila jusue? Ndali kyongo. ulwakuva usue tayale tuvahighile avayahudi na vayunani vooni palikimo, kuuti vali paasi pa sambi.
2d030a0043	iji jili ndavule jilembilue: “nakwale unyakyang'haani nambe jumo.
2d030b0040	nakwale umuunhu juno ikwelevua nakwale juno ikumulonda uNguluve.
2d030c005b	vooni vasyetung'iine, vooni palikimo vasila vufumbue, nakwale juno ivomba inono nambe jumo.
2d030d005c	amakalo ghavo je mbiipa jino ndindule imili savo sidesa, isumu ja njoka jili mumalomo ghave.
2d030e002b	amalomo ghave ghamemile ulughuno nu vuvafi.
2d030f002c	amaghulu ghave ghali luvilo kukung'a idanda,
2d0310002a	uvunangifu nu lupumuko fili mu sila saave.
2d03110029	avaanhu ava navakagwile isila ja lwitiko.
2d0312002b	kusila vwoghofi vwa Nguluve pa maaso ghave.
2d0313009c	lino tukagula kyokyoni kino indaghilo jijova, jijova na vala vano mu ndaghilo. kwe kuuti kudinda amalomo ghooni, ni iisi jooni jive nu vutavike kwa Nguluve,
2d031400a1	nu lu lwe lwakuva kusila m'bili ghuno ghuvalilua ikyang'haani ku maghendele gha ndaghilo pa maaso ghake. ulwakuva kukilila indaghilo vukwisa uvukagusi vwa sambi.
2d03150066	neke lino kisila ndaghilo ikyang'haani ja Nguluve jino jikagulike. jilyajovilue ku ndaghilo na vavili,
2d0316006c	ijio je kyang'haani ja Nguluve kukilila ulwitiko mwa Kilisite Yesu ku vitiiki vooni, lwakuva kusila tofauti.
2d03170044	ulwakuva vooni vavombile uvuhosi, na kupelelela vwimike vwa Nguluve,
2d03180060	vavalilue ikyang'ahhani ja vuvule ku vumosi vwake ku sila ja vupoki vuno vuli mwa Kilisite Yesu.
2d031900cc	ulwakuva uNguluve alyamwumisie uKilisite Yesu ava lusambanio ku sila ja lwitiko ku danda jake. alyamwumisie uKilisite hwene mulolelesi ghwa kyang'haani jake, ulwaluva kukuvulekesia uvuhosi vuno vwa kilile
2d031a00ec	ku lugudo lwake. aghu ghoni ghalyahumile neke kuvonesia ikyang'ani jake unsiki ughu ghwa lino. neke lulyale kuuti awesie kujivonesia jujuo kuva nyakyang'haani, na kuvonesia kuuva kumuvavalila umuunhu ghweni ku lwitiko mwa Kilisite Yesu.
2d031b0071	kulikughi kukughinia? kuvikilue lubale. ku vwalo vuliku? uvwalo vwa maghendele? Ndali! neke ku vwalo vwa lwitiko.
2d031c005d	lino tumalikisia kuuti umuunhu ivalilua ikyang'ani ku lwitiko kisila maghendele gha ndaghilo.
2d031d0070	neke uNguluve ghwe Nguluve ghwa vayahudi veene? pe umwene naghwe Nguluve ghwa vaanhu vooni? Ena!, na vange vope.
2d031e007c	nave je lweli Nguluve ghwe jumo, ikuvavalila ikyang'ani vano vadumulua ku lwitiko, na vano navadumulivue ku sila ja lwitiko.
2d031f005b	pe usue tukujikana indaghilo ja lwitiko? Ndali! ku nsana ku aghuo usue tukujitika indaghilo
2d0401004b	tutisagha kiki kange kuuti uAbulahamu unhaata ghwitu ku lwa m'bili avonike?
2d04020078	ulwakuva nave uAbulahamu alyavalilue ikyang'haani mumaghendele, aale iva nulwa kwighinia, neke napavulongolo pa Nguluve.
2d04030075	neke amalembe ghiti ndani?” uAbulahamu alyale ikumwitika uNguluve kange vakam'balila kwa mwene kuuva kyang'haani”
2d04040060	lino kwa muunhu juno ivomba imbombo, uluhombo lwake naluvalilua kuuva vumosi, looli luva lideni.
2d040500a3	neke kwa muunhu juno naivomba imbombo kange ikumwitika umwene juno am'balile ikyang'haani juno nsila vupoki, ulwitiko lwa muunhu ujuo lulvalilua kuuva kyang'haani.
2d0406005c	uDavidi ijova isa lufunyo kwa muunhu juno uNguluve am'balile ikyang'haani kisila maghendele.
2d04070059	akati, “vafunyilue vala vano uvuhosi vwave vusaghilue na vano isambi saave sikupikilue.
2d04080039	afunyilue umuunhu jula juno uMutwa naim'balila isambi”.
2d040900bf	pe ulufunyo ulu lwa vala vano vadumulivue ingola veene, neke nambe ku vala vano navadumulivue ingola saave? ulwakuva twiti, “kwa Abulahamu ulwitiko lwake luvalilue kuuva lwa kyang'haani”.
2d040a007f	pe lukavalilue ndani? unsiki uAbulahamu lyale ku ludumuluo, nambe ye akyale kudumulua? najilyale kuvudumulua looli kuvudumulua.
2d040b013f	uAbulahamu alyupile ikivalilo kya kudumulua. iki kilyale kye kivalilo kya kyang'haani ja lwitiko luno alyale nalwo ye akyale kudumulivua. amahumile gha kivalilo iki kwe kuuti alyavombike kuuva nhaata ghwa vooni vano vikwitika, nambe nave navali muvudumulua. iji jili nu vufumbue kuuti ikyang'haani jilivalilua ku veene.
2d040c00d3	iji jili nuvufumbue kuuti uAbulahamu alyavombike nhaata ghwa vadumulua veene looli kange ku vala vano vikusivigilila isajo va nhaata ghwitu uAbulahamu. na ulu lwe lwitiko luno alyale nalwo ku vano navadumulivue.
2d040d00b3	ulwakuva najilyale ku ndaghilo kuuti ulufingo lukapelilue kwa Abulahamu nu vuholua vwake, ulufingo ulu ulwakuva viiva vahaasi va iisi, pe jilyale kukilila ikyang'haani ja lwitiko.
2d040e0059	ulwakuva ndeve avandaghilo vala vevahaasi ulwitiko lulu lwa vuvule, nu lwitiko lukanilue.
2d040f0065	ulwakuva idaghilo jileta ing'alaasi, neke pala pano pasila ndaghilo kange nakwele kusita kukwitikila.
2d041000f7	mu lulu jihumila ku lwitiko, neke luve ku vumosi, amahumile ghake ulufingo luvoneke ku vuholua vwoni. na vaholua ava na vevala veene vano vikagula indaghilo liilo na vala vano ve va lwitiko lwa Abulahamu. ulwakuva umwene ghe nhaata ghwitu twevoni,
2d041100e6	nave jilembilue kuuti, “nikupelile uve kuuva nhaata ghwa iisi nyinga” uAbulahamu alyale mu lwitiko lwa jula juno alyale mwitiki, kuuti, uNguluve juno ikuvapela avafue uvwumi na kukuvapela sooni sino vasila neke vavisaghe naso.
2d041200cc	nambe kuuva naso sooni, uAbulahamu ku lukangasio alyamwitikile uNguluve ku fighono fino fikwisa. pe lino akava nhaata ghwa iisi nyinga, kuling'aana na kila kino kilyajovilue”, fye luliva uluholuo lwako.
2d041300ba	umwene naalyale m'bote vote ku lwitiko. uAbulahamu alyajovile jujuo kuuti um'bili ghwake ghulyafwile - alyale ma maaka kuvelelela kijigho. kange akiting'ine ku vufue vwa lileme lya Sala.
2d04140084	neke ulwakuva ulufingo lwa Nguluve, uAbulahamu nakabuhilile kukwitika. pe akaponekisivue ingufu ku lwitiko na kukumughinia uNguluve.
2d04150058	alyale ikagula ikyang'haani ku kila kino uNguluve akafingile alyale ni ngufu sa kuvomba.
2d04160033	pe lino iji jope jilyavalilue kuuva je kyang'haani.
2d0417004a	lino najilyalembilue ku vufumbue vwake lwene kuuti jilyavalilue kwa mwene.
2d04180099	jilyalembilue vwimila jiitu kange. vano vavikilue kuvalilua ikyang'haani usue twe viitiki kwa mwene juno alyansiluile uMutwa ghwitu uYesu kuhuma kuvafue.
2d0419006d	uju ghwe juno uNguluve alyamwumisie vwimila uvuhosi vwitu na kusyukulivua neke tupate kuvalilua ikyang'haani.
2d05010077	ulwakuva tuvalilue ikyang'haani ku sila ja lwitiko, tulinulutengano lwa Nguluve ku sila ja Mutwa ghwitu Uyesu Kilisite.
2d050200d0	kukilila umwene usue tuli ninafasi ku sila ja lwitiko mu vumosi uvu vuno nkate jake tukwima. tuhovokela ulukangasio luno uNguluve ikitupela vwimila pa mbele, ulukangasio luno tutangana mu vwimike vwa Nguluve.
2d0503005c	na lye ili lyene, kange tuhovoka mu lupumuko lwitu. tukagula kuuti imhumhuko sihola ulugudo.
2d05040049	ulugudo luhola kukwitika na kukwitika kuhola ulukangasio vwimila pambele.
2d0505009c	ulukangasio ulu nalukutudenya inumbula ulwakuva ulughano lwa Nguluve luli nkate mu moojo ghitu kukilila uMhepo uMwimike juno uNguluve alyamwumisie kulyusue.
2d05060052	pano tulyale vavotevote, mu n'siki ghula ghula uKilisite alyawile vwimila avahosi.
2d05070086	ulwakuva lwumu umuunhu jumo kuufua vwimila unya kyang'haani. ulu kwekuuti, pamonga umuunhu ale ighela kuua vwimila umuunhu umugholofu.
2d0508007c	neke uNguluve atuvonisie ulughano lwake kulyusue ulwakuva unsiki ghuno tulyale vanya sambi uKilisite alyafwile vwimila jitu.
2d05090076	pepano kukila ghoni lino ulwakuva tuvalilue ikyang'haani mu danda jake ku ilio tupokua kuhuma mu ng'alaasi ja Nguluve.
2d050a0097	ulwakuva nave unsiki ghuno tulyale valugu uNguluve alyatusambanisie ku sila ja vufue vwa n'swambe, kanono fiijo ati atusambinie tupokua ku vwumi vwake.
2d050b006d	na lwe ulu lwene, looli kange tuhovoka kwa Mutwa Yesu Kilisite, kukilila umwene lino twupile ulusambanio ulu.
2d050c00b8	pe lino, nave kukilila kwa muunhu jumo uvuhosi vulingile mu iisi, kusila iji uvufue vulingile kusila ja sambi, nu vufue vukakwilana ku vaanhu vooni, ulwakuva vooni valyatendile isambi.
2d050d0056	ulwakuva kuhanga isambi jilyale pa iisi, neke isambi najivalilue pano kusila ndaghilo.
2d050e00aa	nambe lino, uvufue vulyatemilue kuhuma uAdamu naju Moose nambe ku vala vano navalyavombile uvuhosi ndavule uAdamu naalyale mwitiki juno ghwe kihwani kya jula juno ikwisa.
2d050f00e0	neke nambe lino, ilitekelo lya vuvule naghwe nkole. ulwakuva nave mu nkole ghwa jumo vinga valyafwile, lunono kukila uvumosi vwa Nguluve ni litekelo ku vumosi vwa muunhu jumo, uYesu Kilisite vughinile kukwongelela ku viinga.
2d05100103	ulwakuva ilitekelo naghe mahumile gha jula juno alyavombile isambi. ulwakuva ku lubale ulunge uvuhighi vwa ng'alasi vulisile ku nkole ghwa muunhu jumo neke ku lubale ulunge ikipeelua kya vuvule kino kihuma kwa kuvalilua ikyang'haani kilisile ye amakole minga.
2d051100d3	lwakuva nave ku nkole ghumo, uvufue vulyatemilue kukilila jumo, kukila kyongo vala vano vilikwupila uvumosi vwinga palikimo ni kipeelua kya kyang'haani vilitema kukilila uvwumi vwa jumo, juno ghwe Yesu Kilisite.
2d051200ab	pe lino, nave kukilila unkole ghumo ghwene vooni valyisile ku vuhighi, nambe ulakuva ombombo jimo ija kyang'haani kulisile kuvalilua ikyang'haani ja vwumi ku vaanhu vooni.
2d0513009d	ulwakuva nave kuki kukwitikalila isambi sa muunhu jumo vinga vavombilue kuva vanyasambi, kange uvwitiki vwa muunhu jumo vinga vivombua kuva vanyakyang'haani.
2d0514009f	neke indaghilo jikingile palikimo, neke kuuti unkole ghuwesi kukwilana. neke pala pano isambi jikakililile na kuuva nyinga, uvumosi vukengelelile nambe kukila.
2d051500c7	ulu lulyahumile neke kuuti, ndavule isambi fino jilyatemile ku vufue pepano na vuvumosi ndeponu vutema kukilila ikyang'haani vwimila uvwumi vwa kusila na kusila kukilila uYesu Kilisite uMutwa ghwitu.
2d06010041	pe tuti kii lino? tughendelele mu vuhosi neke uvumosi vwongelele?
2d06020045	Ndali. usue twevano tufwile mu sambi, ndeponu tukukala kange mu uluo?
2d06030054	pe namukagula kuuti vala vano vofughue mwa Kilisite pe vofughue kange muvufue vwake?
2d060400de	tulyasililue palikimo nu mwene kukilila ulwofugho mu vufue. ulu lulyavombike neke kuuti ndavule uNguluve vule alyasyuluke kuhuma kuvafue kukilila uvwimike vwa Nhaata, neke kuuti najusue ndeponu tughendagha mu vwumi uvupya.
2d06050077	ulwakuva nave tulunganisivue palikimo nu mwene mu kihwanikisio kya vufue kyake, kange tulunganisivua mu vusyukue vwake.
2d060600b9	usue tukagula kuuti uvumuunhu vwitu vwa pakali vulyapumwike palikimo nave, neke kuuti um'bili ghwa sambi ghunangike. ulu lulyahumile kuuti, natungaghendelelaghe kuva vasung'ua va sambi.
2d06070046	umwene juno afwile avombilue kuuva nyakyang'haani kuling'ana ni sambi.
2d06080052	neke nave tufwile palikimo nu Kilisite, tukwitika kuuti, tukukala palikimo naghwo.
2d0609006d	tukagula kuuti uKilisite asyululivue kuhuma ku vafue, na kuuti namfue kange. uvufue navungamuvingilile kange.
2d060a008f	ulwakuva ku mhola ja vufue alyafwile mu sambi, alyafwile lwa kamo kene vwimila vooni. nambe lino, uvwumi vuno ikukala, ikukala vwimila Nguluve.
2d060b0075	ku sila jijijio, najumue kange lunoghile kukujivalila kuva vafue mu sambi, looli vwumi kwa Nguluve mwa Kilisite Yesu.
2d060c0061	ku uluo isambi najinga ghutemaghe um'bili ghwako neke kuuti ukunuaghe kukusitika inogheluo saake.
2d060d00f8	nungahumiaghe imbale sa m'bili ghwako ku sambi ndavule ifkong'hoolo ifisila kyang'haani, looli mujihumiaghe jumue kwa Nguluve ndavule vano vwumi kuhuma kuvufue. kange muhumiaghe imbale sa mavili ghinu hwene fikong'hoolo fya kyang'haani kwa Nguluve.
2d060e005e	namungajamulaghe isambi jikutemaghe. ulwakuva namulipaasi pa ndaghilo, looli paasi pa uvumosi.
2d060f005b	pe kiki lino? tutende isambi ulwakuva natulipaasi pa ndaghilo looli paasi pa vumosi? Ndali.
2d0610011b	namukagula kuuti kwa mwene juno mukujihumia jumue hwene vavombi, ghwemwene juno umue muuva vavombi vake, umwene juno munoge hile kukumwitika? iji je lweli nambe nave umue mulivasung'ua ku sambi jino jikuvatwalila ku vufue nambe vasung'ua va vwitiki vuno vukuvatwalila ku kyang'haani.
2d0611007f	neke ahongesivuaghe uNguluve! ulwakuva mulyale vasung'ua va sambi, neke mwitike ku mwoojo ghwoni ndavule mupelilue imbulanisio.
2d06120046	muviklue mulumuli kuhuma mu sambi, muvikilue vasung'ua va kyang'haani.
2d0613003d	nijova ghwene muunhu ulwakuva ja mavotevote gha mavili ghitu.
2d06140106	ulwakuva ndavule mulyahumisie ifilungilo fya mavili ghinu kuva vasung'ua va vulamafu nu vuhosi, mu lululuo muhumiaghe ifilungilo fya mavili ghinu kuva vasung'ua va kyang'haani ku luvalasio. ulwakuva ye muluvasung'ua va sambi mulyale lumuli kutali ni kyang'haani.
2d06150075	ku nsiki ughuo, mulyale ni meke jiliku ku mbombo sino lino muvona soni? ulwakuva amahumile gha mbombo isio vwe vufue.
2d061600a5	neke ulwakuva lino muvombilue lumuli ni sambi kange muvombike kuuva vasung'ua va Nguluve, muli ni mheke vwimila uluvalasio. uluhumilo vwe vwumi vwa kusila na kusila.
2d0617008d	ulwakuva uluhombo lwa sambi vwe vufue, looli ilitekelo lya vuvule lya Nguluve vwe vwumi vwa kusila na kusila mwa Kilisite Yesu uMutwa ghwitu.
2d0701008b	neke namukagula vanyalukolo vango [ulwakuva nijova na vaanhu vanovikujikagula indaghilo], kuuti indaghilo jikuntema umuunhu pano iva mwumi?
2d070200a0	ulwakuva un'dala juno atolilue apinyilue ni ndaghilo kwa mughosi ghwake pano iiva mwumi, neke nave umughosi ghwake ifua iiva hulu kuhuma mu ndaghilo ja vutolue.
2d070300cd	pe lino unsiki ghuno umughosi ghwake ale mwumi nave ikukala nu mughosi ujunge, ikemelua muvwafu. neke nave umughosi kwake angafue alihulu kuhuma mu ndaghilo, pe naiva m'bwafu nave ikukala nu mughosi uunge.
2d070400ea	pe lino vanyalukolo vango, jumue kange mulyavombilue vafue mu ndaghilo kusila ja m'bili ghwa Kilisite. luli ndiki neke mupate kulunganisia nujunge, kwa mwene juno akasilulivue kuhuma ku vafue neke tuwesie kukumuholela uNguluve imheke.
2d0705009a	ulwakuva ye tulyale mu lwa m'bili inogheluo sa sambi sika sisimulivue kuhuma mifilungilo fya mavili ghitu ku sila ja ndaghilo na kuvuhola imheke mu vufue.
2d070600a5	neke lino tudindulivue kuhuma kundaghilo. tujifwilile ihali jila jinojatupingagha, neke tupate kutumika mu hali ja Mhepo uMwimike, sio ku hali ija pakali ja malembe.
2d070700bd	tuti kiki? indaghilo je sambi? Ndali! nambe lino, nanale nikagula isambi najale jivisaghe ku sila ja ndaghilo. ulwakuva nanalejikagula u ndavule indaghilo najale jijova,”nunganoghuaghe”
2d07080092	neke isambi jilyapatile inafasi ku lulaghilo lula kange jikaleta mu mwoojo ghwango uvunogheluo vwoni ulwakuva isambi kisila ndaghilo ijio jifwile.
2d0709007b	najune nilyale mwumi muvwandilo kisila ndaghilo, neke lwati lwisile ululaghilo lula isambi jikapata uvwumi, najune nikafua.
2d070a004a	ululaghilo lula luno lwale luleta uvwumi lukasyetwike kuuva vufue kalyune.
2d070b006b	ulwakuva isambi jilyapatile inafasi ku lulaghilo lula lukanisyangagha. kukilila ululaghilo lula lukanibuda.
2d070c0050	pe indaghilo vwe vwimike nu lulaghilo lula vwe vwimike vwa kyang'aani nu vunono.
2d070d010c	pe lino lila lino linono vwale vufue kulyune? nalungavisaghe nahele ku fighono fyoni. neke kuuti isambi jivoneka kuva je sambi kyongo kukilila ilinono lila, jikaletile uvufue nkate jango. ili lilyale kuuti kukilila ululaghilo lula, isambi jighinaghe kuva mbivi kyongo.
