010000000b	Ittẹwọr
0618100097	Mẹ wọ ofon, anọng mba abhina bi, “Tzọmi-tzọmi okponga k'idachen bi, maman ọkpa nnam ọbọra Ọvaar Ibinọkpaabyi, motza okpobha ikha.
0618110131	Iwa Ọvaar Ibinọkpaabyi ọkhaam, kw'ode Ibinọkpaabyi kwaman, wọ otzim man ọmaana ab'otte paman obina k'Ijip, k'irerek nnuma s'ebira, obiro osi ikkokkonidik-barada k'itzitzikha saman. Wa okkeri man k'orenga kwaman biphyir, obiro ọbaabha man k'ottem kw'idibhon s'am-om-orenga ọkwọbha k'eden.
06181200e2	Iwa Ọvaar Ibinọkpaabyi okhubh idibhon biphyir k'tzitzikha saman, attar anọng p'Amọr p'iwa arukhi m'ẹkhọma nda. Maman obiro ókpobha Ọvaar Ibinọkpaabyi okpobha, okhuri bi, kẹ wọ ode Ibinọkpaabyi kwaman.”
0618130100	Jọshua oben anọng mba bi, “Bọng Ọvaar Ibinọkpaabyi kafha akpobha e. Kẹ ode Ibinọkpaabyi kw'owur-owur; kẹ ode Ibinọkpaabyi kw'anọng am-amẹ-ẹ ettem. Bọng kóbina ọnang k'oho-gaangi kwabọng ọmana k'ẹkhọngkwuri cha bọng.
06181400c9	Idikha bọng akpa nnam abọra Ọvaar Ibinọkpaabyi, an-akpobha ikha s'ikhekhenmon, kẹ ọ́bhakhi ọnang bọng ọmmamma, obiro odimi bọng emeni, chibhi da iwa okk'idik ojibha ttara bọng.”
0618150057	Yina, anọng mba abhina Joshua bi, “Mma e! Maman ókpobha Ọvaar Ibinọkpaabyi.”
06181600ce	Jọshua oben bi, “Bọng ade nttẹsẹ pa bọng ọkhaam ka for bi, bọng asi achibhi bi, akpobha Ọvaar Ibinọkpaabyi e.” Anọng mba abhina bi, “O o, maman ode nttẹsẹ pa man ọkhaam e.”
06181700ae	Joshua oben bi, “Bọng mmari ikha s'ikhehenmon s'iwobh ka bọng k'ottem, bọng atzọkha nttem sabọng anang Ọvaar Ibinọkpaabyi, kw'ode Ibinọkpaabyi kw'Israel.”
061818008d	Iwa anọng mba abhina Joshua bi, “Maman ókpobha Ọvaar Ibinọkpaabyi, kw'ode Ibinọkpaabyi kwaman, mobiro ọhakha eho ọnang-ẹ.”
0618190077	M'ewu nduma, Joshua osi echekhi ọnang anọng mba, obiro ochenga aphaangi ọmaana asana, ọnang bẹ ka Shẹkẹm.
06181a00cf	Iwa Joshua ọtzọkha idik nna ọkkẹr ka Nnwẹr kw'Aphaangi p'Ọvaar Ibinọkpaabyi. Wa ọtzọkha ọtza kw'ideden ohok k'irekhirek kw'echi cha oak ọbaanga ibe s'iwur-owur s'Ọvaar Ibinọkpaabyi.
06181b0123	Joshua oben anọng mba biphyir bi, “Bọng kkeri! Ọtza nwa wọ óde nttẹsẹ kw'ọ́ttaanga ọnang man. Okk'idik biphyir ọbhanga s'Ọvaar Ibinọkpaabyi ọkk'ọgbaakha ọnang man. Óde nttẹsẹ kw'ọ́ttaanga ọnang bọng, idikha bọng abhumi Ibinọkpaabyi kwabọng.”
06181c0064	Mando kwa Joshua ọgbakhi ewobha nda, ọnọng kpenamkpen ọbhana ochina k'ekkema ch'obhon kwẹ.
06181d00a1	K'ogbe kw'idik nna ikk'itta ikwọbha, Joshua kw'ode nnwa kwa Nun, obiro ode ọtzọhmnọng kw'Ọvaar Ibinọkpaabyi, ope da ode cho arọbh azen obhiri jobh.
06181e008b	Wa bẹ anọhng-ẹ k'irerek s'ide ekkema chẹ, ka Timnat-Sẹra k'okhubha kwa mgbegbeho s'Ephraim, k'ebira-ebira kw'egbegbeho cha Gaash.
06181f010c	K'ogbe kw'iwa Joshua orukhi akpen biphyir, ọmaana k'ogbe kw'iwa adeho p'iwa arukhi akpen da Joshua ọkk'ọpa, bẹ abira are odik kpenamkpen kw'iwa Ọvaar Ibinọkpaabyi ọkk'ọsa ọnang anọng p'Israẹl, wa anọng p'Israẹl akpobha Ọvaar Ibinọkpaabyi.
06182000f2	Iwa bẹ anọhng akkhọbhi pa Josẹph pa bẹ atzim abina k'Ijip, ka Shẹkẹm k'irerek sa Jekọb odebhi ka silva arọbh azen ka mbọhk sa nnwa kwa Hamọr, kw'ode otte kwa Shẹkẹm. Wa ibe nna in-ide ekkema cha va pa va pa Josẹph.
061821009b	Iwa Eleaza kw'ode nnwa kw'Aarọn ope, bẹ anọhng-ẹ ka Gibea, kw'iwa ode ekkema cha bẹ anangi nnwa kwẹ Phinehas k'okhubha kwa mgbegbeho s'Ephraim.
0700000015	Nnwẹr kw'Asi-aponga
07010100ae	K'ogbe kw'iwa Joshua ọkk'ọpa, anọng p'Israẹl abọbh Ọvaar Ibinọkpaabyi bi, “Bọng ẹkhọma chaman dọ échi eden ẹtza erima anọng pa Kenaan abẹ o?”
0701020083	Iwa Ọvaar Ibinọkpaabyi obhina bi, “Ẹkhọma cha Juda dọ échi eden; kaam nkk'irerek na ndọkha nge ka mbọhk sabẹ.”
070103016e	Mẹ wọ ofon, anọng p'ẹkhọma cha Juda aben anọng p'ẹkhọma cha Simeọn p'ade ayokh-obhon pabẹ p'Israẹl bi, “Bọng kwu tzọn man abẹ, mochina k'ẹkhọma cha bẹ akkem anang man, ifha mọtza orima anọng pa Kenaan abẹ. Maman óbiro ọ́tzọn bọng abẹ ochina k'okhubha kwa bọng.” Mando kw'anọng pa Simeọn atzọni bẹ abẹ.
07010400d1	Mando kw'anọng pa Juda atza arim egbong nda. Ọvaar Ibinọkpaabyi osi anọng pa Juda akhema anọng pa Kenaan ọmaana anọng pa Pẹriz. Wa bẹ afhu anọng nnọhna ẹrọbh obhiri nzen ka Bẹzẹk.
07010500a3	Mẹ wọ kw'iwa bẹ are Adoni-Bẹzẹk kw'ode ọvaarnọng kwa Bẹzẹk abira arim-ẹ abẹ, bẹ abira akhema anọng pa Kenaan ọmaana anọng pa Pẹriz.
0701060079	Wa Adoni-Bẹzẹk ọrọbh. Bẹ akhubh-ẹ abira abọkh-ẹ, bẹ akpaar-ẹ nnọnna-dim sa mbọhk ọmaana sa mmo.
0701070144	Mẹ wọ ofon, Adoni-Bẹzẹk oben bi, “Avaarnọng arọbh attaan obhiri jobh pa bẹ akpaar nnọnna-dim sa mbọhk ọmaana sa mmo, akk'abiribiri p'ẹchakpo adungi k'okpokkoro kwaam irekhirek. Ma, Ibinọkpaabyi ọkk'aam ọsa mach'iwa nsi bẹ.” Wa bẹ atzin-ẹ atzima achina ka Jẹrusalẹm, ọtza ope kẹ.
07010800b6	Iwa ajinọng p'ẹkhọma cha Juda abira arima anọng pa Jẹrusalẹm abẹ, akhema bẹ. Wa bẹ atzima ọkkaangkkaang afhu anọng p'odedenmon nwa, bẹ abira akhe obhon ekpon.
07010900d8	Ayongi mẹ, anọng p'ẹkhọma cha Juda ahakha atza arima anọng pa Kenaan abẹ, p'arukhi k'okhubha kwa mgbegbeho ka Nẹgẹv ọmaana k'okhubha kwa mgbegbeho sa ndẹr-ọtzẹri, k'okhubha kw'ewuchen em-eyin.
07010a009f	Wa anọng pa Juda atza arima anọng pa Kenaan p'arukhi ka Hẹbrọn (kw'iwa okpen Kiriyat-Arba). Bẹ abira akhema Shẹshayi ọmaana Ahiman ttara Talmayi.
07010b0059	Bẹ afona mẹ atza arima anọng p'arukhi ka Dẹbir (kw'iwa okpen Kiriyat-Sẹphẹr).
07010c0098	Iwa Kalẹb oben bi, “Ojinọng kpenamkpen kw'orim Kiriyat-Sẹphẹr abẹ, obiro okhem-ẹ, kaam ńnang-ẹ Aksa kw'ode ominanwa kwaam k'ọbada.”
07010d00bd	Wa Otniyẹl kw'ode nnwa kw'ijinọng kwa Kẹnaz, kw'iwa ode ọgbaanotte kw'ikhakhari kwa Kalẹb, okhema obhon nwa. Mando kwa Kalẹb ọtzọk ominanwa kwẹ Aksa ọnang-ẹ k'ọbada.
07010e00d7	Iwa ewu dani, Aksa okwu okhebha Otniyẹl, ọchọhma Otniyẹl bi ọtza ophyem otte kwa kẹ Aksa irerek. Mada Aksa ọhak k'ẹnyanyaang chẹ, Kalẹb ọbọbh-ẹ bi, “Mbọng f'áror bi nsi nnang-ọ o?”
07010f00d6	Mẹ wọ ofon, Aksa obhina bi, “Kọ si-m ittabọhng. Mada akk'aam irerek ananga ka Nẹgẹv, kọ biri nnang-m akhekhaho.” Mando kwa Kalẹb ọnang-ẹ akhekhaho p'ebira-ebira ọmaana p'ẹrakha-ẹrakha.
07011000c2	Iwa va pa va pa Ken kw'ode otte kwa kwanọng kwa Mosẹs, ttara anọng pa Juda abina k'Odedenmon kw'Aji, atza aruk k'ottem kw'anọng p'arukhi k'ebherede cha Juda, ka Nẹgẹv ọbaanga Arad.
0701110101	Iwa ajinọng p'ẹkhọma cha Juda atzọn anọng p'ẹkhọma cha Simeọn p'ade ayokh-ibhon p'Israẹl, bẹ atza arima anọng pa Kenaan p'arukhi ka Zephat abẹ. Bẹ adimi obhon kwa Zephat biphyir-phyir. Mẹ wọ ofon, bẹ an-ayeri obhon nwa Horma.
070112008a	Wa anọng pa Juda abira akhema ibhon sa Gaza ọmaana Ashkẹlọn ttara Ẹkrọn. Wa bẹ abọk odedenmon kpenamkpen ttara enem chẹ.
07011300ea	Iwa Ọvaar Ibinọkpaabyi owobh ttara ajinọng p'ẹkhọma cha Juda. Bẹ akhema okhubha kwa mgbegbeho, yina, wa bẹ anọng p'arukhi k'ittolim kafha akhubh, da iwa bẹ akhaam akpaar pa nnyanyaang mmindọr p'ade akkonga-akkonga.
0701140078	Wa bẹ atzọkha Hẹbrọn anang Kalẹb, kw'okhubhi va pa va p'ijinọng attaan p'Anak, mach'iwa Mosẹs okk'ochekhi.
07011500be	Wa anọng p'ẹkhọma cha Bẹnjamin, anọng pa Jẹbus p'arukhi ka Jẹrusalẹm kakhubhi; anọng pa Jẹbus atzim arukhi k'ottem kwa anọng pa Bẹnjamin maa, apyiri k'ewu cha mayina.
0701160066	Ọvaar Ibinọkpaabyi owobh ttara ẹkhọma cha Josẹph, bẹ atza arima obhon kwa Bẹtẹl abẹ.
0701170059	Mada bẹ atzọhmi nttọ s'ẹhọhmmọr cha Josẹph ka Bẹtẹl (kw'iwa okpen Luz).
07011800cc	Nttọ nna nne ojinọng wani kw'om-ofona k'odedenmon oyin ka, bẹ aben-ẹ bi, “Kọ tzibh man eden cha mórenga odim k'obhon ẹtzaanga, maman óbiro ore kwẹ ore bi, mosi ejibha osi ọnang-ọ.”
07011900a8	Mẹ wọ ofon, wa ojinọng nwa otzibh bẹ eden, bẹ atzima ọkkangkkaang afhu anọng p'odedenmon. Yina, wa bẹ ojinọng nwa ọmaana ẹhọhmmọr chẹ kafhu.
07011a007f	Wa on-ochina k'irerek s'anọng pa Het osi odedenmon mẹ, oyer-ẹ Luz, kw'on-ode che ch'ibe nna maa, apyiri k'ewu cha mayina.
07011b00fc	Yina, wa anọng p'ẹkhọma cha Manasẹ, anọng pa Bet-Shan ọmaana pa Taanak ọmaana pa Dor ọmaana pa Ibleam ọmaana pa Mẹgido ọttaara abhobhona pabẹ biphyir kakhubhi, da iwa ofon anọng pa Kenaan ka nttem bi, bẹ aruk ka ngọma nna.
07011c0093	K'ogbe kw'iwa anọng p'Israẹl akk'ẹfa an-akhaama, bẹ an-asi anọng pa Kenaan asi obira-tzọhm. Yina, wa bẹ anọng mba biphyir kakhubhi.
07011d0091	Wa anọng p'ẹkhọma ch'Ephraim anọng pa Kenaan p'arukhi ka Gẹzẹr kabira akhubh, yina, wa anọng pa Kenaan achin ororo aruk ttara bẹ.
07011e0104	Wa anọng p'ẹkhọma cha Zebulun anọng pa Kanaan p'arukhi ka Kitron ọmaana ka Nahalol kakhubhi. Mẹ wọ ofon, wa anọng pa Kenaan achina ororo aruk k'ottem kwabẹ. Yina, wa anọng p'ẹkhọma cha Zebulun an-asi anọng pa Kenaan asi obira-tzọhm.
07011f00be	Wa anọng p'ẹkhọma ch'Ashẹr anọng pa Kenaan p'arukhi k'Ako ọmaana ka Sidọn, ọmaana k'Ahlab ọmaana, k'Akzib ọmaana ka Helba, ọmaana k'Aphẹk ọttaara ka Rohob kakhubhi.
070120007e	Ofona mẹ, wa anọng p'ẹkhọma ch'Ashẹr achina ororo aruk ttara anọng pa Kenaan, okhuri da iwa bẹ ani bẹ akhubhi.
0701210117	Anọng p'ẹkhọma cha Naphtali anọng p'arukhi ka Bet-Shẹmẹsh ọmaana ka Bet-Anat kakhubhi, wa bẹ achina ororo abira aruk ttara anọng pa Kenaan. Yina, wa anọng pa Naphtali an-asi anọng pa Kenaan p'arukhi ka Bet-Shẹmẹsh ọmaana ka Bet-Anat asi obira-tzọhm.
0701220090	Wa anọng p'Amọr akpa anọng p'ẹkhọma cha Dan amaana k'okhubha kwa mgbegbeho, bẹ anọng pa Dan ọbọhk katte ahakha akwu k'ittolim.
07012300eb	Wa anọng p'Amọr abira asi achibhi bi, bẹ aruk k'egbegbeho cha Heres, ọmaana k'Aijalọn ọmaana ka Shalbim. Yina, mada iwa anọng p'ẹkhọma cha Josẹph akk'ẹfa an-akhaama, bẹ an-asi anọng p'Amọr asi obira-tzọhm.
070124007d	Wa enem ch'ẹkhọma ch'Amọr ẹttẹwọr k'Eden ch'Ininaang, etzima ẹtza epyiri ka Sẹla maa, ẹkwọbha ẹrọhng.
07020100fc	Iwa orenga-eden kw'Ọvaar Ibinọkpaabyi obina ka Gilgal, ochina ka Bokim oben bi, “Kaam ndim bọng mbina k'Ijip, ndima bọng nchina k'irerek s'iwa nchekhi bi nnang ab'atte. Mben bi, ‘Kaam echekhi cha ngaam ttara bọng, kímbiri mfha mvọhkhi.
07020200d0	Bọng kakhaambi asi echekhi ttara anọng p'arukhi m'irerek nna. Yina, bọng akhaambi avọhkhi ọjafọhnibe fabẹ.’ Kaambi mẹ wọ, bọng itzọhng k'atzim paam kayong. Bọng an-asi yan asi mando?
07020300bc	Ma, kaam nkk'bọng na mbena bi, ‘Kaam anọng mba kabọng k'itzitzikha kíngwubh; bẹ áde mach'amma amunapẹ anang bọng, ikha sabẹ íbiri íde mach'agbagbara inang bọng.’”
0702040084	Mada oreng-eden kw'Ọvaar Ibinọkpaabyi okk'anọng p'Israẹl idik nna biphyir ọgbaakha, anọng mba abhom amọng k'ẹrọng.
0702050058	Wa bẹ ayeri ibe nna Bokim. Bẹ afọhni nja m'ibe nnuma anang Ọvaar Ibinọkpaabyi.
0702060084	K'ogbe kwa Joshua okk'anọng p'Israẹl obena bi bẹ abhana, anọng kpenamkpen abhana atza atzọkha irerek s'ide ekkema chabẹ.
070207010c	K'ogbe kw'iwa Joshua orukhi akpen biphyir, ọmaana k'ogbe kw'iwa adeho p'iwa arukhi akpen da Joshua ọkk'ọpa, bẹ abira are odik kpenamkpen kw'iwa Ọvaar Ibinọkpaabyi ọkk'ọsa ọnang anọng p'Israẹl, wa anọng p'Israẹl akpobha Ọvaar Ibinọkpaabyi.
070208007e	Iwa Joshua kw'ode nnwa kwa Nun, obiro ode ọtzọhmnọng kw'Ọvaar Ibinọkpaabyi, ope da ode cho arọbh azen obhiri jobh.
070209008b	Wa bẹ anọhng-ẹ k'irerek s'ide ekkema chẹ, ka Timnat-Sẹra k'okhubha kwa mgbegbeho s'Ephraim, k'ebira-ebira kw'egbegbeho cha Gaash.
07020a00b3	K'ogbe kw'ọgbọ nwa biphyir ọkk'ọpa otzor ab'otte, ọgbọ ọdọdọk ọn-ọbar kw'oni Ọvaar Ibinọkpaabyi ọrọbhi, ọmaana idik s'ọkk'ọsa ọnang Israẹl.
07020b0064	Wa anọng p'Israẹl asi ebibya k'itzitzikha s'Ọvaar Ibinọkpaabyi bẹ an-akpobha ikha sa Baal.
07020c00d2	Bẹ akpa nnam abọra Ọvaar Ibinọkpaabyi, kw'ode Ibinọkpaabyi kw'ab'otte, kw'iwa otzim bẹ obina k'Ijip. Bẹ an-atzor ayokh-ibaanga, akpobha ikha sabẹ. Be ajemi idọdọkhi s'Ọvaar Ibinọkpaabyi,
07020d006c	okhuri da iwa bẹ akpa nnam abọra Ọvaar Ibinọkpaabyi an-akpobha ikha sa Baal ọmaana s'Ashtọrẹt.
07020e00e7	Wa Ọvaar Ibinọkpaabyi otzima idọdọkhi otte anọng p'Israẹl ọbọhk ọnang attattaanga-nọng, p'achi bẹ k'egbong. Okpe anọng p'Israẹl ọnang attattaang-nọng pabẹ makhọra, pa bẹ ani abẹ dọk afha abe.
07020f00df	Ogbe kpenamkpen kw'anọng p'Israẹl atza egbong, Ọvaar Ibinọkpaabyi otte anọng p'Israẹl ọbọhk ayok akhema bẹ, otzor k'ọnwọhngi kw'ọkk'ọtzọkha. Wa anọng p'Israẹl an-awobh ka dama-dama kw'ideden.
0702100083	Iwa Ọvaar Ibinọkpaabyi ọnang anọng p'Israẹl asi-aponga, p'akkaan arọbha bẹ ka mbọhk s'anọng p'achi bẹ k'egbong.
0702110116	Kaambi mẹ wọ, wa anọng mba itzọhng kayong anang asi-aponga pabẹ. Yina, bẹ akpaanga m'ikha s'anọng mba mach'azaaza, am-akpobha ikha. Wa anọng p'Israẹl ajaabhi mmo atte immaana-dik s'ab'otte ọbọhk, ab'otte p'iwa ahak eho anang asana p'Ọvaar Ibinọkpaabyi.
0702120178	K'ogbe kpenamkpen kw'Ọvaar Ibinọkpaabyi osi ọnọng ọttọhn-aponga, kẹ om-owobha ttar-ẹ, ọkkaana ọrọbha bẹ ka mbọhk s'attattaanga-nọng pabẹ otzor k'odem kw'ọsi-aponga nwa oruk opyiri. Wa Ọvaar Ibinọkpaabyi ọkpa nnam ọbọra idọdọkhi sẹ, okhuri ẹmọng ch'anọng p'Israẹl abhomi, k'ihem s'attattaanga-nọng pabẹ am-anang bẹ.
07021300f2	Yina, idikha osi-aponga nwa ope, anọng p'Israẹl akpa nnam k'ọmmaana-tzama kw'opyibhi ọyọhnga kw'ab'otte pabẹ, atza akpobha ikha abira ahakha eho anang sẹ. Wa bẹ for kado bi, bẹ akpa nnam abọra ibibyadik ọmaana ohogaangi.
07021400de	Mẹ wọ ofon, wa Ọvaar Ibinọkpaabyi ọdọkhi ettem otzima otzor anọng p'Israẹl oben bi, “Okhuri da ẹkhọma nda ekk'echekhi chaam cha nkk'nda nnang ab'otte ẹvọhkhi, bẹ itzọhng kabira ayonga anang-m,
070215003e	kaam idibhon sa Joshua ope oji ka bẹ k'itzitzikha kíngwubh.
070216009a	Kaam ndima idibhon nna nyoma anọng p'Israẹl, ifha nne s'ode na bẹ afha aruk akpen atzor ka nden s'Ọvaar Ibinọkpaabyi mach'iwa ab'otte arukhi.”
0702170086	Wa Ọvaar Ibinọkpaabyi otte idibhon nna ọbọhk iwobha, sẹ k'ogbe wani kokhubhi, da iwa oni sẹ ọbọhk otte ọnang Joshua.
07030100b7	Ma wọ ode idibhon s'iwa Ọvaar Ibinọkpaabyi otte ọbọhk iwobha, ifha otzima oyoma anọng p'Israẹl biphyir, p'iwa ani egbong manda dani k'ẹkhọma cha Kenaan atzima arima.
0703020071	(Wa osi mando ifha otzima mẹ okpebhi va pa va p'anọng p'Israẹl odik okhuri egbong, p'iwa ani egbong arong):
07030300e5	wa idibhon nna ide avaar azen pa Philistiya, ọmaana anọng pa Kenaan, ọmaana anọng pa Sidọn, ọmaana anọng pa Hiv p'arukhi ka mgbegbeho sa Lebanọn, ttẹwọr k'egbegbeho cha Baal-Hermọn maa, apyiri ka Lebo-Hamat.
07030400bd	Wa otte idibhon nna ọbọhk iwobha k'odem kw'otzima sẹ oyoma anọng p'Israẹl, ifha ore s'ode na bẹ ahokh asana p'Ọvaar Ibinọkpaabyi p'iwa okk'orenga ka Mosẹs ọnang ab'otte.
07030500be	Iwa anọng p'Israẹl arukhi k'ottem kw'anọng pa Kenaan, ọmaana anọng pa Het, ọmaana anọng p'Amọr, ọmaana anọng pa Pẹriz, ọmaana anọng pa Hiv ttara anọng pa Jẹbus.
07030600a9	Wa anọng p'idibhon nna atzọk aminava p'Israẹl k'ọbada, bẹ atzọkha aminava pabẹ anang ajinọng p'Israẹl k'ọbada, bẹ abira akpobha ikha s'idibhon nna.
07030700d1	Iwa anọng p'Israẹl asi epyibha k'itzitzikha s'Ọvaar Ibinọkpaabyi, bẹ araama Ọvaar Ibinọkpaabyi, kw'ode Ibinọkpaabyi kwabẹ. Bẹ abira akpobha agbatza pa Baal ọmaana mkpọmmachi s'Ashẹra.
07030800f5	Ọvaar Ibinọkpaabyi ọdọkhi ettem otzima otzor anọng p'Israẹl, otte bẹ ọbọhk ọnang ọvaarnọng kwa Kushan-Rishatayim kw'ofon Aram-Naharayim. Mando kw'anọng p'Israẹl asi itzọhm anang Kushan-Rishatayim ka cho azenanttaan.
07030900f8	Mẹ wọ ofon, wa anọng p'Israẹl abhomi ẹkkaana anang Ọvaar Ibinọkpaabyi. Wa Ọvaar Ibinọkpaabyi otzima ọkkaan okwu ọkkaana bẹ. Wa ọkkaan nwa okpen Otniyẹl kw'ode nnwa kwa Kẹnaz, kw'ode ogbaanotte kw'ikhakhari kwa Kalẹb.
07030a00e4	Wa egwugwuma ch'Ọvaar Ibinọkpaabyi ch'ẹfa ẹnwẹ-ẹ, on-okwu ode osi-aponga kw'Israẹl. Wa ọtza orima egbong ttara ọvaar Kushan-Rishatayim kw'ofon Aram. Mando kw'Ọvaar Ibinọkpaabyi ọkkaan Otniyẹl ekhem-ẹ.
07030b007b	Mẹ wọ ofon, odidiri okhuna m'irerek nna ka cho arọbh afa, maa, opyiri k'ogbe kwa Otniyẹl kw'ode nnwa kwa Kenaz ope.
07030c00d8	Iwa anọng p'Israẹl abira asi ebibya k'itzitzikha s'Ọvaar Ibinọkpaabyi. Okhuri ebibya nda cha bẹ asi, Ọvaar Ibinọkpaabyi ọnang Eglọn kw'ode ọvaarnọng kwa Moab ẹfa ch'ọkhem anọng p'Israẹl.
07030d00a8	Wa Eglọn oben anọng p'Ammọn ọmaana anọng p'Amalẹk bi, bẹ akwu attar-ẹ ifha bẹ atza arima anọng p'Israẹl abẹ. Wa bẹ atzọkha Odedenmon kw'Aji.
07030e0074	Wa anọng p'Israẹl awobh k'irekhirek kw'ẹfa ch'Eglọn kw'ode ọvaarnọng kwa Moab, ka cho chi obhiri attaan.
07030f012d	Iwa anọng p'Israẹl abira abhom ẹmọng anang Ọvaar Ibinọkpaabyi. Ọvaar Ibinọkpaabyi ọnang bẹ Ehud mach'ọkkaan kwabẹ. Wa Ehud osi ibhiribọhk, ode nnwa kwa Gẹra kw'ofon k'ẹkhọma cha Bẹnjamin. Wa anọng p'Israẹl atzọhm Ehud bi, ochena ọvaar Eglọn kwa Moab nnduma.
07031000b7	Wa Ehud ọkk'ọkkangkkaang ọsa, kw'adum pẹ apyiri ọttọhk k'ẹtzọkhi dani, ọjaabhi nnam mfa. Ọtzọkh-ẹ ọdabh k'ogbok kw'odimbọhk k'ekpo py'ọfọr, ẹtzaanga.
0703110071	Ọtzọkha nnduma nnuma ọnang ọvaar Eglọn kwa Moab, kw'iwa ode ọnọng kw'ọbari ẹfa kpọng-kpọng.
070312006c	K'ogbe kw'Ehud okk'oyok nnduma ọnanga, oben anọng p'ira atzọhk nnduma nnuma bi, bẹ akpa nnam abhana.
0703130155	Yina, mada bẹ apyiri k'agbatza pa bẹ atzim atza abanga ọbaanga Gilgal, Ehud ọkhaam obe mẹ ọkpa nnam k'Eglọn, oben-ẹ bi, “Ọvaarnọng o, kaam ngaam ẹkkaabha cha ndubhama cha mbeni bi, mgbaakh-ọ.” Mẹ wọ ofon, ọvaar Eglọn oben akhaan-nọng pẹ bi, “Bọng nang man ọphaangi!” Mando kwa bẹ abin afona.
07031400e3	Mando kw'Ehud oreng okhebha Eglọn kẹ da owobh ẹwọr mancheni k'ẹnyọhng ch'ẹvaar-ttọhmma chẹ, oben bi, “Kaam dim ẹkkaabha ch'Ibinọkpaabyi bi, nchen-ọ e.” Mada ọvaarnọng obin kẹ da owobh ẹwọr,
070315007b	mando kw'Ehud otzim kwabọhk kwẹ ọtzọr ọkkangkkaang kw'ọkpa k'ogbok. Otzim-ẹ okhum ọvaarnọng k'ẹbhọhr.
07031600c4	Kaambi da ọkkangkkaang ttara ibọkh-ọbọhk sẹ anwẹ-ẹ k'ẹbhọhr maa, abhọri pẹ ayin k'iyaan wọ, wa Ehud ọkkangkkaang nwa k'ọrọbh, mando kw'iyaak ibubh ọkkangkkaang nwa.
0703170054	Wa Ehud orenga oyin k'iyaan, ọtzọkha amma p'ẹmaanggọ ch'ẹnyọhng ọgbak.
07031800e4	Mada Ehud okk'orenga ofona, atzọhmnọng p'ọvaarnọng avura atza are bi amma p'ẹmaanggọ ch'ẹnyọhng akk'agbakha, bẹ an-aben bi “Okheri maana ọtza k'ẹpannam k'ẹmaanggọ ch'ẹvaar-ttọhmma ẹtzaanga e.”
07031900c0	Wa bẹ awobha atzik maa, eden ebhir. Yina, ọvaarnọng amma pa mmaanggọ kokwung. Bẹ atzọkha ọgbọkhọrọ akwunga amma. Wa bẹ an-are da itta kwabẹ ọkk'ọtta m'ibhokhi, ope.
07031a008b	K'ogbe kwa bẹ am-awobha mẹ atzik, Ehud ọrọbh ofona. Wa oreng k'okhubha kw'agbatza pa bẹ agwa k'ọtza, ọrọbh ochina ka Seira.
07031b0095	Mada opyiri kẹ, ogyi obukpọhng k'okhubha kwa mgbegbeho s'Ephraim. Wa Ehud otzima anọng p'Israẹl eden, p'areng ahakha k'okhubha kwa mgbegbeho.
07031c0157	Iwa oben bẹ bi, “Bọng dọn-m abẹ, kkeri Ọvaar Ibinọkpaabyi okk'anọng pa Moab p'ade attattaanga-nọng pabọng, ọtzọkha okhe bọng ka mbọk.” Mando kw'iwa bẹ atzọn-ẹ abẹ akhakha atza atzọkha okhubha kw'asi agbin-ogbin k'Ọraanga kwa Jọrdan kw'ochin ka Moab. Bẹ ọnọng manda wani ọbọhk katte ojekha.
07031d00ae	Wa m'ogbe nwuma, bẹ afhu anọng pa Moab p'apyiri nnọhna ẹrọbh obhiri nzen. Wa akkenggitza biphyir ọmaana afanọng biphyir, ọnọng kw'ọrọbhi ọnaanga kode.
07031e0096	M'ewu nduma, wa anọng pa Moab an-awobha k'irekhirek kw'ẹfa ch'anọng p'Israẹl. Wa ẹkhọma ch'Israẹl ewobha k'ẹmẹm ka cho arọbh anna.
07031f00e9	Mada ogbe kw'Ehud ọkk'ọkwọbha, Shamgar kw'ode nnwa kw'Anat, obiro ode ọnọng kw'otzim ọbhaam-kkọhbhi ofhu anọng pa Philistiya p'apyiri ẹnọhna obhiri arọbh jobh. Wa kẹ Shamgar obiro ọkkaana anọng p'Israẹl.
0704010069	K'ogbe kw'Ehud ọkk'ọpa, wa anọng p'Israẹl abira asi ebibya k'itzitzikha s'Ọvaar Ibinọkpaabyi.
07040200dc	Mẹ wọ ofon, wa Ọvaar Ibinọkpaabyi otte bẹ ọbọhk ọnang Jabin, kw'ode ọvaarnọng kw'ẹkhọma cha Kenaan, ọdabh ẹvaar ka Hazọr. Wa Sisẹra ode oho kw'arim-egbong pẹ, oruk ka Haroshẹt-Hagoyim.
07040300f4	Da iwa kẹ ọkhaam akpaar pa nnyanyaang mmindọr pa bẹ atzim akkonga asi, nnọhna mfa obhiri arọbh azen, p'okk'otzima osi anọng p'Israẹl ọgbaan ka cho ẹrọbh. Wa anọng p'Israẹl abhom aror ẹkkaana k'Ọvaar Ibinọkpaabyi.
0704040076	M'ogbe nwa, wa Debọra kw'ode osi-ẹjaakhi, obiro ode kwanọng kwa Lapidot wọ om-osi aponga p'anọng p'Israẹl.
