010000000b	Murhondêro
18250c009c	Yeremiyahu alonza okurhenga omu Yeruzalemu mpu ajè omu cihugo ca Benyamini, kuderha mpu arhôleyo ebyâge birugu by’omwîmo bagabâne bo na ab’emwâbo.
18250d00db	Erhi ahika aha muhango gwa Benyamini, ashanga Yiriyahi mwene Shelemiya, mwâna wa Hanâniya y’eri oku izâmu. Yiriyahi anaciyîmanza omulêbi Yeremiyahu, n’okuyakûza, erhi: emwa abantu b’e Sîriya eyi wâyâkira!
18250e0098	Yeremiyahu amushuza, erhi: «Kubêsha; ntâyâkire emwa abanya-Kaldeya.» Ci Yiriyahi arhayumvagya Yeremiyahu, amushwêka anamuhêka emwa abakulu bâge.
18250f007a	Nabo bakalihira Yeremiyahu bwenêne bamushûrha banamuhira omu mpamikwa omu mw’omwandisi Yehonatani, banamuyîgaliramwo.
1825100055	Ntyo kwo Yeremiyahu ahamikiragwa omu cûmpa c’idako, anabêramwo nsiku zirhali nyi.
18251100f3	Mwâmi Sedekyahu anacirhuma mpu bajimulola. Mwâmi amudekeza omu mwâge bufundafunda, erhi: «Ka hali akanwa ka Nyakasane?» Yeremiyahu ashuza, erhi: «nêci ho kali». Anashubiderha, erhi: «Bamâkuheba omu nfune z’omwâmi w’e Babiloni».
18251200a5	Okuhandi Yeremiyahu abwîra mwâmi Sedekyahu, erhi «Cibî cici nakujirîre erhi najirira bambali bâwe nîsi erhi olubaga lwâwe, obûla mwandâhyagya omu mpamikwa?
1825130074	Ngahi baligi balya balêbi bâwe bàkubwîraga, mpu: omwâmi w’e Babiloni arhakurhêre w’oyo erhi ecihugo câwe?
182514007f	Yumvagya, Yâgirwa Mwâmi, omusengero gwâni gukusîmîse: orhaderhaga mpu bangalule emwa omwandisi Yehonatani nakanafîrayo».
1825150103	Okuhandi mwâmi Sedekyahu arhegeka mpu balangire Yeremiyahu omu ngo y’abalâlîzi, mpu na ngasi lusiku bamuhè omugati, bagugereze omu njira y’abajira omugati, kuhika olusiku harhaciri mugati omu lugo! Kwo Yeremiyahu abêzire ntyo omu ngo y’abalâlîzi.
18260100cc	Shefatiya, mugala wa Matani, bona Gedaliya, mugala wa Pashehuri, na Yukali, mugala wa Shelemiya bo na Pashehuri, mugala wa Malkiya, bayumva ebinwa Yeremiyahu akagibwîra ngasi boshi bakâgigera aho, erhi:
18260200e5	«Ntya kwo Nyakasane adesire: ngasi yêshi wakabêramwo olu lugo afîramwo n’engôrho, ecizombo erhi n’ecahira. Cikwône ngasi wakahuluka acîyêgûla abà­ntu b’e Sîriya alama, okulama gwo gwâge munyago, kulama analama.
182603008f	Ntya kwo Nyakasane adesire: oburhabêsha, olu lugo lwamâgwa omu nfune z’omu­rhwe gw’abalwî ba mwâmi w’e Babiloni, ye wânalunyâge!»
18260400e9	Okubundi, abo barhambo babwîra mwâmi, mpu: «oyu muntu ayîrhwe: adwîrhe avuna n’iderha lyâge enjingo z’abalwî basigîre mw’olu lugo n’ez’olubaga lwoshi. Olu lubaga oyu muntu arhadwîrhi alulongeza kalamo ci buhanya».
1826050070	Mwâmi Sedekyahu abashuza, erhi: «Yoyo ôli omu nfune zinyu, bulya mwâmi ntà buhashe agwêrhe embere zinyu!»
18260600c1	Bagwârha Yeremiyahu obwo, bamukwêba omu cîna ca Malkiyahu, cabâga omu ngo y’abalâlîzi. Bamuyandagaza n’emigozi. Eco cîna cirhalimwo mîshi ci bijondo byône. Yeremiyahu abishâyamwo.
182607009b	Lêro Ebed-Meleki, mukûshi, cibwindi c’omu bwâmi, ayumva oku bakwêbire Yeremiyahu omu cîna. Mwâmi naye erhi ayîmanzirage aha muhango gwa Benyamini.
1826080038	Ebed-Meleki arhenga omu bwâmi, ajibwîra nnakuno, erhi:
18260900a3	«Yâgirwa mwâmi, balya bantu kubî bajizire ene bajirira omulêbi Yeremiyahu okwa bêne oku: bamukwêbîre afîramwo n’ishali obûla emigati yahwîre eno ka!»
18260a00ad	Okubundi mwâmi anacirhegeka olya mukûshi Ebed-Meleki, erhi: «Yanka bantu basharhu mugende mweshi: muyînamule omulêbi Yeremiyahu arhenge­ mwo eco cîna oku arhacifà».
18260b00c5	Ebed-Meleki arhôla abo bantu bagenda boshi, ajà omu bwâmi, omu nyumpa babikira, arhôlamwo emishangi esharhangusire, erya y’obwikunjè, ayishwêka n’omugozi ayihereza Yeremiyahu mulya cîna.
18260c00a2	Ebed-Meleki, mukûshi, ayâkûza Yeremiyahu, erhi: «ebi bisharhangukiza by’obwikunjè, obiheke omu kwaha n’okundi, ogwâsêkwo emigozi». Yeremiyahu akujira.
18260d0079	Okubundi balengeza Yeremiyahu n’erya migozi, bamusôsa, arhenga mulya cîna. Yeremiyahu abêra omu ngo y’abalâlîzi.
18260e00bb	Mwâmi Sedekyahu arhumiza mpu bajimulerhera Yeremiyahu amushange aha muhango gwa kasharhu gw’aka-Nyamuzinda. Mwâmi abwîra Yeremiyahu, erhi: «Hali akanwa nakudôsa, orhakanfulikaga».
18260f007e	Yeremiyahu ashuza Sedekyahu, erhi: «K’erhi nakakubwîrakwo, arhali kuyîrha wanyîrha? N’erhi nakakuhanûla orhanyumve!»
18261000d4	Okubundi Sedekyahu ajira eyi ndahiro mahwe-mahwe, omu masù ga Yeremiyahu, erhi: «Ye ndahîre Nyamuzinda ozîne, ye warhuhâga obu buzîne, ntakuyîse ntanakuhebe omu nfune z’abà bantu barhakumirira marhî!»
182611011a	Yeremiyahu abwîra Sedekyahu obwo, erhi: «Kw’adesire ntya Nyakasane, Nyamuzinda w’Emirhwe, Nyamuzinda w’Israheli. Erhi wakahuluka ocishegula abarhambo ba mwâmi w’e Babiloni wanagalukira obuzîne bwâwe, n’olu lugo lurhacidûlikwe muliro. Wanalama, we n’omulala gwâwe.
18261200d2	Ci erhi wakanabà orhahulusiri okaciheka emwa abarhambo ba mwâmi w’e Babiloni olu lugo erhi lwamanagwa omu nfune za abantu b’e Sîriya, bo bânaludûlika muliro, nâwe wêne orhafulumuke omu nfune zâbo».
18261300aa	Okubundi, mwâmi Sedekyahu abwîra Yeremiyahu, erhi: «nyôbohire Abayahudi bacîshegwîre abantu b’e Sîriya, hali amango nakanahânwa emunda bali bankolere amaligo».
18261400a4	Yeremiyahu amushuza, erhi: «Nanga, barhajire ntyo. Yumverheza izù lya Nyakasane lya­ mbwîraga ebi nkubwîzire: wayumva okola oyôsire bwinjà, orhanacibe kurhi.
182615004b	“Cikwône erhi wâkalahira kwahuluka, lâba ebi Nyakasane anyêresire”:
1826160100	“Alà­ga: Abagoli baciri omu bwâmi bwa mwâmi w’e Yûda boshi, bamâhêkwa emu­nda abarhambo ba mwâmi w’e Babiloni bali; n’abagoli bayimba, mpu: Bakurhebire, bakuhima, abîra bâwe! Amagulu gâwe gadekerîre omu lujondo? Bôhe bacîgendîre!”
18261700c6	“Nêci, bakâwe n’abâna bâwe bâhêkwa emwa Abasîriya nâwe wêne orhafulumuke omu nfune zâbo, ci wayôrha oli mushwêke, omu nfune za mwâmi w’e Babiloni. Olugo nalo, kuhya lwanahya”».
1826180061	Sedekyahu abwîra Yeremiyahu, erhi: «harhajiraga owamanya ebi binwa; bikamanywa erhi wamânafà.
18261900c4	“Abarhambo bakulu erhi bakamanya oku rhwashambîre rhwembi n’erhi bakayishikubwîra, erhi: orhumanyîse bici wabwîzire mwâmi, naye bici akubwîzire, orharhufulikaga bici rhwakanakuyîrha”.
18261a0066	“Onababwîre ntya, erhi: nakagiyinginga mwâmi nti arhanshubizaga emwa Yônatani nakanafîrayo”».
18261b00cc	Kwanabà nêci, abarhambo boshi bayisha emunda Yeremiyahu ali n’okumudôsa. Ababwîra byoshi nk’oku mwâmi anamurhegekaga. Bamuleka n’omurhûla obwo, bulya ntà kanwa bayumvîrhe omu nganîro yâbo.
18261c0051	Yeremiyahu abêra omu ngo y’abalâlîzi, kuhika olusiku Yeruzalemu agwârhagwa.
18270100ab	Omu mwâka gwa kali mwenda, Sedekyahu mwâmi w’e Yûda, omu mwêzi gwa muhaho, Nabukondonozori, mwâmi w’e Babiloni, ayisha n’engabo yâge yoshi alirhera Yeruzalemu.
1827020098	Omu mwâka gwa kali ikumi na muguma gwa Sedekyahu, omu nsiku mwenda z’omwêzi gwa cigogo, ab’e Sîriya bahongola lunda luguma lw’ecôgo c’olugo.
1827030145	Okubundi abarhambo ba mwâmi w’e Babiloni bajà mulya lugo, batwa amarâro aha muhango gw’ekarhî. Aho hali Nergal-Shareza, muluzi w’e Sini­-Magiri, murhambo mukulu w’engabo z’abalwî, Nabusharbani, murhambo mu­kulu, Sarsekimi, murhambo w’enkonè, n’abandi barhambo bakulu b’engabo za mwâmi w’e Babiloni.
18270400e3	Sedekyahu, mwâmi w’e Yûda, ye n’abalwî bâge boshi, erhi babona ntyo, bayâka budufu, erhi bakola barhenga omu lugo, bagera ebwa busâne bwa mwâmi, omu muhango aha karhî k’ebyôgo bibirhi barhôla enjira y’e Araba.
18270500f2	Cikwône engabo y’Abanya-Sîriya yabacinagirakwo yâgendigwârhira Sedekyahu omu lubanda lwa Yeriko. Bamugwârha mpira, bamuhêka e Ribla, omu cihugo ca Hamati, bamuhisa hali Nabukondonozori mwâmi w’e Babiloni, ye wamutwîrîre olubanja.
182706008a	Eyo Ribla, mwâmi w’e Babiloni ànigiraga bagala ba Sedekyahu omu masù gâge. Mwâmi w’e Babiloni aniga n’abarhambo ba Yûda boshi.
1827070055	Okubundi arhomola Sedekyahu amasù anamuhogeka obudagulè mpu ba­muhêke e Babiloni.
1827080069	Abanya-Sîriya bayôca enyumpa ya mwâmi n’enyumpa z’abantu kwône; bahongola ebyôgo bya Yeruzalemu.
18270900a4	Nebuzardani, murhambo w’engabo y’abalâlîzi, ahêka e Babiloni olubaga lwasigalaga omu lugo, n’abàli bamâcîshegulaye bône, n’abalenga bali bacisigîre.
18270a00b8	Cikwône Nebuzardani, murhambo w’engabo y’abalâlîzi asiga omu cihugo ca Yûda ecihimbi c’abantu kwône, balya barhagwêrhe cici, anabagabira enkoma z’emizâbîbu n’amashwa.
18270b007e	Kuli Yeremiyahu, Nabukondonozori, mwâmi w’e Babiloni ali arhegesire Nebuzardani, murhambo w’engabo y’abalâlîzi, erhi:
18270c0051	«Omurhôle, omulange bwinjà, orhamuhumagakwo, ci omujirire oku akanakubwîra».
18270d00ae	Okubundi Nebuzardani, murhambo w’engabo y’abalâlîzi, na Nabushazibani, murhonyi mukulu, na Nergal-Shareza, murhambo mukulu n’abarhambo ba mwâmi w’e Babiloni boshi.
18270e0096	Banacirhuma abantu mpu barhenze Yeremiyahu omu ngo y’abalâlîzi, ba­mulîka mpu ajè agenda oku analonza. Kwo Yeremiyahu abêzire omu lubaga ntyo.
18270f006a	Amango Yeremiyahu ali muyigalire omu ngo y’abalâlîzi, akanwa ka Nyakasane kàli kamurhinzirekwo, erhi:
1827100110	«Ogende obwîre Êbed-Mêleki, munya-Kushi, erhi: kwo adesire ntya Nyakasane w’Emirhwe, Nyamuzinda w’Israheli: Lâba oku nkola nakolera olu lugo ebi nalulaganyagya omu binwa byâni. bya buhanya ci birhali bya mugisho. Amango byâjirika omu masù gâwe, lusiku lulebe.
1827110066	“Nâkuciza olwo lusiku, kanwa ka Nyakasane, orhanagwe omu nfune z’abantu bakugezizemwo omusisi”,
1827120097	“cikwône nakugeza obafume, engôrho erhâkuhumekwo, obuzîne bugumaguma gwo gwabà munyago gwâwe, bulya wacinyîkubagîre, kanwa ka Nyakasane”».
1828010103	Akanwa Yeremiyahu abwîragwa na Nyakasane, amango Nebuzardani, murhambo w’abalâlîzi amuhulusagya mpu arhenge e Rama, eyo munda, ali amukûzire omu bandi, erhi ali mushwêkere omu karhî k’empira z’e Yeruzalemu zoshi n’eza Yûda zahekagwa e Babiloni.
1828020092	Omurhambo w’abalâlîzi erhi abà amâyêgûla Yeremiyahu, amubwîra, erhi: Nyakasane Nyamuzinda wâwe ali erhi alêbire eci cihugo obu buhanya,
18280300a3	bwo n’obûla adwîrhage Nyakasane ajizire nk’oku anahigîrizagya. Kwo kuderha oku mwagomire Nyakasane, mwabula buyumva izù lyâge: bwoshi buhanya bumujirekwo.
18280400d4	Lâbaga oku namakulikûza ene lyo na nnene, kw’ezi nkoba zikuli emaboko. Okalonza okundusa e Babiloni oyîshe: nakulanga. Lolà: ecihugo coshi cilambûsire embere zâwe: wânaja aha osîmire n’ahakukwânîne.
1828050151	Kwo kuderha oku wânayêrekera olunda lwa Gedalyahu, mugala wa Ahikamu, mwene Shafani, ye omwâmi w’e Babiloni ajizire murhegesi w’emirhundu ya Yûda, onabere mwe naye omu karhî k’olubaga nîsi erhi ojè ngasi hoshi hakukwânîne. Okubundi omurhambo w’abalâlîzi amuhà olwîko amuhà n’eby’obunya-luhembo, amulîka agenda.
1828060084	Naye Yeremiyahu ajà e Mispa emwa Gedalyahu, mugala wa Ahikamu, ajibêra bo naye omu karhî k’olubaga lwàli lusigîre omu cihugo.
1828070133	Abarhambo b’engabo z’abalwî, bo n’engabo zâbo, bâli baciri omu matabâro, bayumva oku mwâmi w’e Babiloni anajizire Gedalyahu, mugala wa Ahikamu, murhegesi w’ecihugo, n’oku anamuhîre okurhegeka abalume, abakazi n’abâna n’engabo y’abantu b’omu cihugo, balya barhahêkagwa e Babiloni.
18280800cf	Banaciyisha emunda Gedalyahu ali e Mispa, haligi Ismaeli mugala wa Netanya, Yohanâni, mugala wa Karea, Seraya, mugala wa Tanehumeti, bagala ba Efayi w’e Netofa na Yezaniya w’e Maka, bo n’abantu bâbo.
18280900cf	Gedalyahu, mugala wa Ahikamu, mwâna wa Shafani, abahà akanwa bo n’abantu bâbo, erhi: «Murhayôbohaga bwashiga ab’e Sîriya. Musigale omu cihugo, mushige mwâmi w’Abanya-Sîriya, mwayumva omurhûla.
18280a00d8	Niehe mubwîne oku aha Mispa, ho mbêzire nka mwimangizi w’Abanya-Sîriya bayisha emwîrhu. Ci mwêhe muhumbûle idivayi, amalehe n’amavurha, mubumbe orhubindi munagendibêra omu mirhundu yinyu, muyishubiremwo».
18280b00e7	Kwo na kuguma, Abayahudi bali e Mowabu emwa Abamoniti e Edomu n’omu bihugo byoshi, bayumva oku mwâmi w’e Babiloni àli àbalesire basigala e Yûda, n’oku Gedalyahu, mugala wa Ahikamu, mwene wa Shafani, ye bahîre oburhegesi.
18280c00c6	Abo Bayudeya boshi banaciyagaluka kurhenga emunda bali bashandabîne, erhi babà bamâshûbûkira omu cihugo ca Yûda, aha burhambi bwa Gedalyahu e Mispa, asârûla erivayi na malehe manji bwenêne.
18280d007c	Yohanâni mwene Karea bo n’abandi barhambo b’engabo z’abalwî baciri omu matabâro, bayishibugana Gedalyahu aha Mispa.
18280e00b3	Bamubwîre, mpu: «K’omanyire oku Balisi, mwâmi w’Abamoniti arhumire Yismaeli, mugala wa Netanya, mpu akukûlemwo omûka?» Ci Gedalyahu mugala wa Ahikamu arhabayêmêreraga.
18280f00f5	Ciru Yohanâni, mugala wa Karea ajîsa Gedalyahu mahwe ahôla Mispa, erhi: «Najiyîrha Yismaeli, mugala wa Netanya. Cici cakarhuma âkukulamwo omûka kurhume Abayudeyi bakuli eburhambi bashandabana? Câkarhuma abasigalaga e Yûda bahungumuka?»
1828100088	Cikwône Gedalyahu, mwene Ahikamu, ashuza Yohanâni, mugala wa Karea erhi orhajiraga ntyo, okwo oderhîre Yismaeli arhali kwo biri ntyo.
18290100d2	Omu mwêzi gwa kali nda, Ismaeli, mugala wa Netanya, mwâna wa Elishama?, muluzi lwoshi lwoshi, ayisha na bantu ikumi emunda Gedalyahu, mugala wa Ahikamu ali e Mispa. N’oku badwîrhe balira haguma, aho Mispa,
18290200d7	Ismaeli, mugala wa Netanya, ayimuka na balya bantu bâge ikumi, bashosha Gedalyahu mugala wa Ahikamu, mwâna wa Shafani engôrho. Bamuyîrha ntyo, n’obwo ye mwâmi w’e Babiloni ali ajizire murhegesi w’ecihugo.
18290300ad	Kwo nabo bakolîrwe ntyo Abayudeyi bali bayishire oku lusiku lukulu boshi, Abanya-Sîriya baliho nabo kwo na kwo, n’obwo bali balwî ba ntambala, nabo Yismaeli àbani­ga.
1829040053	Omulegerege gwa kabirhi enyuma z’okunigwa kwa Gedalyahu, erhi na ntâye ocimanya,
18290500fb	hâyisha abantu barhenga e Sikemi, e Silo n’e Samâriya, bali makumi gali munâni, erhi bamômirwe obwânwa, bayambîrhe n’emishangi esharhangusire, bànali bashâke-bashâke, bâli badwîrhe entûlo n’enshangi mpu bâbirhûla omu ka-Nyamuzinda.
18290600b5	Ismaeli, mugala wa Netanya, arhenga e Mispa, ayishibayankirira, aligi omu njira obwo, anayisha alaka. Erhi abahikaho, ababwîra, erhi: «Muyishe emwa Gedalyahu, mugala wa Ahikamu.»
1829070099	Cikwône erhi bahika omu karhî k’olugo, Yismaeli mugala wa Netanya, ye na balya bantu bâge, abanigûza anaderha mpu bakabulire omu cîna c’amîshi.
18290800fb	Muli abo bantu hajira ikumi lyabwîra Ismaeli, mpu: «Mâshi yâga orharhuyîrhe, bulyâla omu mashwa gîrhu, rhugwerhemwo ebiryo bifulike, engano kwône n’engano y’omushushu, amavurha n’obûci». Abaleka obwo, arhacibayîrhaga bo na bene wâbo.
18290900de	Ecîna c’amîshi Ismaeli akwêbagamwo emirhumba y’abo bantu ayîrhaga boshi càli cîna cinênênè; Mwâmi Asa wacihumbîsagya erhi alwîsa Basha, mwâmi w’Israheli. Co Ismaeli, mugala wa Netanya, abumbire mirhumba.
18290a0101	Okubundi Ismaeli agukumba olubaga lwoshi lwàli lusigîre e Mispa, n’abaluzinyere Nebuzardani, murhambo w’abalâlîzi, àli alangîsize Gedalyahu, mugala wa Ahikamu: sêzi mucêra-cêra, Ismaeli mugala wa Netanya, ajà omu njira abahêka emwa Abamoniti.
18290b0088	Yohanâni, mugala wa Karea, ye na abarhambo b’engabo z’abalwî bâli bo naye, erhi bayumva ago maligo ga Ismaeli, mugala wa Netanya,
18290c006a	bahamagala abalwî bâbo, bakanya bàrhêra Ismaeli mugala wa Netanya. Bàmushanga aha ciyanja ca Gabaoni.
18290d00a5	Erhi abona Yohanâni mugala wa Karea, n’abarhambo b’engabo z’abalwî bâli bamulusize, olubaga Ismaeli ali agukumire lwoshi, lwahamira omu nyanya n’obusîme.
18290e0055	Abo bantu Ismaeli akulaga e Mispa bamutwîka, bashubiraho Yohanâni, mugala wa Karea.
18290f0062	Naye Ismaeli, mwene Netanya, ashugunuka Yohanâni na bantu bâge munâni. ayâkira emwa Abamoniti.
182910012b	Okubundi Yohanâni, mugala wa Karea, ye n’abarhambo b’engabo z’abalwî bali bamulusize, ashûbûza olubaga lwasigalagakwo lulya Ismaeli, mwene Netanya arhenzagya e Mispa erhi abà amâyîrha Gedalyahu, mugala wa Ahikamu: abalume, abakazi, abâna ebibwindi, babagalula boshi kurhenga e Gabaoni.
1829110068	Bashûrha enjira, bagendihanda e Kani ka Kimuhamu, hôfi na Betelehemu. Omulâli kwàli kujà e Mîsiri,
18291200a5	kulî n’Abanya-Sîriya, bali babayôbohire bwenêne: bulya Ismaeli mwene Netanya ali amâyîrha Gedalyahu mugala wa Ahikamu, mwâmi àli ahîre okurhegeka ecihugo.
182a010090	Okubundi abarhambo b’engabo z’abalwî, aligi Yohanâni, mugala wa Karea, Azariya, mugala wa Hoshaya. n’olubaga lwoshi, abarho n’abakulu,
182a0200f6	bayishibwîra omulêbi Yeremiyahu, erhi: «oyumvîrhize omusengero gwîrhu. Osengerêre ogûla musigala gw’olubaga emwa Nyakasane Nyamuzinda wâwe, bulyâla rhusigîre banyi bwenêne n’obwo rhwàli banji, nâwe wêne obwîne n’amasù gâwe.
182a030067	Nyakasane Nyamuzinda wâwe arhuyêreke njira ehi rhugwâsirwe rhushimbe, - bici rhugwâsirwe rhujire».
182a0400cb	Yeremiyahu, mulêbi, ashuza, erhi: «Nyumvîrhe, nkolaga nashenga Nyakasane Nyamuzinda wîrhu nk’oku mumpunyire, na ngasi kanwa Nyakasane Nyamuzinda winyu akashuza, namumanyîsakwo, ntamufulike bici».
182a0500ac	Nabo babwîra Yeremiyahu, erhi: Nyakasane ye rhulahîre, arhabêsha arhanarhebana, rhukabà rhurhajiziri nk’oku akanwa Nyakasane Nyamuzinda akurhuma warhubwîra kadesire.
182a0600c4	Karhusîmîse karharhusîmîse, rhwakulikira izù lya Nyakasane Nyamuzinda wîrhu, ye rhukurhumirekwo na ntyo rhwanabà n’obusîme bw’okubà rhwakulikîre izù lya Nyakasane Nyamuzinda wîrhu.
182a070043	Enyuma lya nsiku ikumi, akanwa ka Nyakasane karhindakwo Yeremiyahu.
182a080094	Okubundi ahamagala Yohanâni, mugala wa Karea, n’abarhambo b’engabo z’abalwî bâli bo naye, ahamagala n’olubaga lwoshi, abarho n’abakulu.
182a090087	Abà­ bwîra, erhi: Ntya kw’adesire Nyakasane Nyamuzinda w’Israheli, mwâli mu­ ntumire kuli ye mpu mmuhisekwo omusengero gwinyu.
182a0a0090	Mukalonza okudêkerera mw’eci cihugo, namuyûbaka ntakanacimushâba, mmurhwêre ntakanacimushugula, bulya nâni ncîganyize okubî namujirire.
182a0b009e	Murhayôbohaga oyu mwâmi w’e Babiloni murhinyire murhamuyôbohaga, ye kudesire Nyakasane, bulya ndi haguma ninyu nti mmucize nnâmulikûze omu nfune zâge.
182a0c0055	Najira amufè bwonjo, obwonjo bwinyu bumugwârhe anamuleke mugaluke omu cihugo cinyu.
182a0d0084	Cikwône erhi mwakaderha, mpu: rhurhalonza kubêra mw’eci cihugo, ago mango mulahire bwayumva izù lya Nyakasane Nyamuzinda winyu;
182a0e00bc	erhi mwakaderha, mpu: nanga, e Mîsiri yo rhulonzize okujà, yo rhurhâcibone ntambala, rhurhâciyumve mishekera yarhulâlika, rhurhâcibone eci cibula c’omugati, yo rhulonzize okubêra,
182a0f00c1	ago mango, musigala gwa Yûda, yumvi akanwa ka Nyakasane. Ntya kw’adesire, Nyakasane w’Emirhwe, Nyamuzinda w’Israheli. Erhi mwakahiga mpu yo mwaja e Mîsiri, mukà­nayijà mpu mubêreyo,
182a10009b	engôrho muyôbohire yamushanga eyo munda, omu cihugo ca Mîsiri; n’ecizombo murhînyire, camushimba lumino-mîno, eyo mu­nda e Mîsiri, yo mwanasigala!
182a1100b1	N’abahizire mpu bajà e Mîsiri boshi, mpu yo bajibêra, yo banafira n’engôrho n’ecizombo n’ecihûsi, ntà muntu ciru n’omuguma wayîshifulumuka obuhanya-nabarhumira.
182a120146	Nêci, ye kudesire Nyakasane w’Emirhwe, Nyamuzinda w’Israheli. Nka kulyâla omutula n’oburhè bwâni byadubukiraga oku bantu b’e Yeruzalemu, kwo n’omutula gwâni gwacîrhulira kuli mwe, mukajà e Mîsiri: mukola mwâbà bashombe, bamubôlwa, balya bahehêrîrwe, balya b’okushekerwa, murhakanacilolakwo eci cihugo.
182a130099	Yere­miyahu ashuza, erhi: «Musigala gwa Yûda, Nyakasane yekubwîzire, erhi; orhafè e Mîsiri!» Omanyâge bwinjà oku kurhonda okwo namurhondaga ene.
182a1400eb	Kucîgasha mwacîgashire erhi muntuma emunda Nyakasane Nyamuzinda winyu ali, erhi muderha, erhi: «orhusengerere emunda Nyakasane Nyamuzinda wîrhu ali, na ngasi kantu Nyakasane Nyamuzinda wîrhu akarhegeka, orhumanyîseko rhukakole».
