0200000003	Nfa
1a2a09007d	Ka̱ avəng oga afu nzhi va̱ ta te, anung aga ntar nna yà kà̱ ngba̱k asa̱l nfa alum, a va mí tar kà̱ ka̱ agəla̱n.
1a2a0a0087	Kà̱ mbal akamsəlang aga agəla̱n va̱ dər asa̱l nfa alum, kà̱ mpyal agbagba, kà̱ mpyal nzhi te, oga afu nzhi nna yà ka̱ ta,
1a2a0b00c3	ká̱ asa̱l kà̱ mpyal oza̱. Wa oga afu nzhi va̱ ka̱ asa̱l mpal, nwang oza̱ ká̱ mbal oza̱, ka̱ asa̱l aga nfa va̱ mmá ɗa̱mshi, ká̱ oga anung nzhi pa̱ kpaktak iya̱m izəngtəng.
1a2a0c00d8	Wa oga anung asa̱l aga ntar oga afu nzhi va̱ ka̱ asa̱l nkwandal te, wa nnà ta kpa anung asa̱l aga ntar nna ga ka̱ asa̱l va̱ kà̱ mpyal akamsəlang ka̱ asa̱l nfa alum, wa avəngva̱ á tar ka̱ ashe oza̱.
1a2a0d01a8	Te uza̱ là á mi pa̱, “Oga afu nzhi va̱ ka̱ asa̱l mpal, ká̱ nva̱ ka̱ asa̱l nkwandal kà̱ mpyal agbagba te, nnà oga afu nzhi nyə́ryər, atak va onəm oga mpyal awop va̱ i ɓa dát ká̱ uYawe, i ri iya̱m inana iyə́ryər va ji pa̱ kpaktak. Ka̱ ta̱ na oza̱ i nak iya̱m inana iyə́ryər iga ipir ikùr, ká̱ iya̱m inana nnap mɓá̱ngɓa̱ng, ká̱ iya̱m inana mpat, ka̱kul atak va ta ayə́ryər.
1a2a0e010b	Awalang va̱ onəm oga mpyal awop i táng Atak Ayə́ryər te, oza̱ i fa ka̱ ashishe i ga ashe agəla̱n ka̱t, ya oza̱ i zəp ilukwán inok oza̱ kang, ka̱kul ilukwán va̱ ta iyə́ryər. Oza̱ i mwàk ilukwán iro kang oza̱ i fa ka̱ atak va̱ onəm kà̱.”
1a2a0f00bc	Awalang va̱ uza̱ gba̱l ká̱ mmàl ashe agəla̱n nzhi Inan nchumchum te, uza̱ fa ká̱ mi ka̱ anung nkəlang ava dər asa̱l nfa alum, kang uza̱ màl nkpaktak agbagba va̱ gáng na.
1a2a100094	Uza̱ màl ngba̱k ngga asa̱l nfa alum ká̱ azáng aga mmàl iya̱m, ashar ìgba̱l pa̱ ìna̱nne ká̱ ìsəm pa̱ ìfangshat ama̱n pa̱ tukun.
1a2a11008a	Uza̱ màl ngba̱k ngga asa̱l mpal ká̱ azáng aga mmàl iya̱m, ìgba̱l pa̱ ìna̱nne ká̱ ìsəm pa̱ ìfangshat ama̱n pa̱ tukun.
1a2a12007b	Kang uza̱ màl ngba̱k ngga asa̱l nkwandal, ashar ìgba̱l pa̱ ìna̱nne ká̱ ìsəm pa̱ ìfangshat ama̱n pa̱ tukun.
1a2a13008b	Te uza̱ ga̱ɓa̱n ngba̱k ngga asa̱l ntar alum, uza̱ màl ashar ìgba̱l pa̱ ìna̱nne ká̱ ìsəm pa̱ ìfangshat ama̱n pa̱ tukun.
1a2a140150	Uza̱ màl nkpaktak oga ngba̱k ngga nneɗing va̱ ta. Akamsəlang nna yà gáng na, nwuwang ashar ìgba̱l pa̱ ìna̱nne ká̱ ìsəm pa̱ ìfangshat ama̱n pa̱ tukun, kang mbəbal ashar ìgba̱l pa̱ ìna̱nne ká̱ ìsəm pa̱ ìfangshat ama̱n pa̱ tukun, ka̱kul na á kap ìshimshe atak ayə́ryər ká̱ atak ayə́ryər ka̱t.
1a2b010043	Te uza̱ ga ká̱ mi ka̱ anung nkəlang va̱ dər asa̱l nfa alum.
1a2b02008e	Kang ka̱ ta te, ìzhàn Inan oIsa̱rila kà̱ mɓa ka̱ asa̱l nfa alum. Kang nɗuɗum wa nɗum oga iwá, kang apambin ghan ká̱ ìzhəzhan.
1a2b03009f	Alár va̱ ka̱ n ya te, wa alár va ka̱ n ya ka̱ awalang va̱ uza̱ zhì ìtong va̱ ta, wa nva ka̱ n ya ka̱ anung awang aKebar. Te n ru n zəp ká̱ afu.
1a2b040050	Kang ìzhàn àYawe tar ashe nzhi ka̱ anung nkəlang va̱ dər asa̱l nfa alum,
1a2b05007b	aRuhu gha̱p mi wong kang à ga ká̱ mi ka̱ ashe amulok, ka̱ ta byet te, ìzhàn àYawe yə́l ashe nzhi Inan nchumchum.
1a2b060075	Nva̱ unəm uwa kà̱ nta̱l kà̱ ngba̱k mi te, n fe unəm kà̱ nlà nnàp ká̱ mi ka̱ ashe nzhi Inan nchumchum.
1a2b07016b	Uza̱ là á mi pa̱, “Á ya anəm, atak va ta̱ na ìtok iponzhi mi ká̱ atak ntòng ashar mi, atak va mi təm kà̱, kà̱ ìshimshe onəm oIsa̱rila mbyet. Kang nzhi àIsa̱rila ká̱ oponzhi oza̱, i yà ká̱ nvyap aɗin mi ayə́ryər lap ka̱t, ka̱ atak nnəm mmai oza̱, ka̱t te ka̱ atak oga akúm oponzhi oza̱ kà̱ oga atak achumchum oza̱ ka̱t.
1a2b080137	Awalang va̱ oza̱ nak akun aga anung nzhi aga avəng dát ká̱ akun aga anung nzhi njem, kang oza̱ pak ndar ngga anung nzhi oza̱ dát ká̱ njem, akamsəlang na chwat kap ìshimshe yi. Oza̱ vyap aɗin mi ayə́ryər ka̱ atak oga ajan oza̱, ka̱kul nva̱ ta te n zhì oza̱ ka̱kul oza̱ lak ìgwak á mi.
1a2b09008d	Ǹyangmata̱ te, oza̱ á re nnəm mmai oza̱, oza̱ á swang oga akúm oponzhi oza̱ á gbà̱ng ká̱ mi, te mi təm ka̱ ashe oza̱ mbyet.
1a2b0a00b8	“Kang mmaɓu, á ya anəm, nyám nzhi va̱ ta ônəm oIsa̱rila, na ìwuswa á nəm oza̱ ka̱kul nnap mɓá̱ngɓa̱ng oza̱, te nak oza̱ á màl mmàm nzhi Inan nchumchum va̱ ta.
1a2b0b01ac	Kang a yà pa̱ oza̱ nəm ìwuswa nkpaktak iya̱m va̱ oza̱ nəm te, wa nyám mmàm nzhi Inan nchumchum ôza̱, ká̱ asa̱l aga mmime, ká̱ oga asəsa̱l aga nfa, ká̱ oga asəsa̱l aga ntar, ká̱ asa̱l aga mmime pa̱ kpaktak. Nyám ká̱ oga nnap nkpakkpakkpakkpak ká̱ oga nnap mpakpakpakpak pa̱ kpaktak, lir kà̱ mpyal oza̱ ka̱kul na oza̱ á kpak nkpaktak oga nnap mpakpakpakpak ká̱ oga nnap nkpakkpakkpakkpak.
1a2b0c00dc	Iya̱m va̱ ta̱ nnà nnap mpakpak ngga nzhi Inan nchumchum, nkpaktak agbagba va̱ gáng ka̱ apal aɓam va̱ ta te, i təm Atak Ayə́ryər va ji pa̱ kpaktak. Dər, iya̱m va ta̱ nnap mpakpak ngga nzhi Inan nchumchum.
1a2b0d00de	“Mmá màl atak nshì iya̱m awop wa nva mmá màl nzhi Inan nchumchum. Ìjilijili, irurup ashar pa̱ zəng ká̱ aɓuɓo, kang mbəbal ashar pa̱ zəng ká̱ aɓuɓo, ká̱ ìɗər gáng nggulyanggugulyanggu aɓo ashar.
1a2b0e0104	A ɓàn kà̱ ìjili kà̱ mbin ga chu atak nggwang mɓwakan ashar pa̱ shatɗing ká̱ aɓuɓo, mbəbal ashar pa̱ zəng ká̱ aɓuɓo, kang à ɓàn kà̱ nggwang mɓwakan ga chu nnənang ashar pa̱ fangshat, mbəbal ǹnyi te, ashar pa̱ zəng ká̱ aɓuɓo.
1a2b0f0084	Atak apər aga nshi iya̱m awop i yà ashar pa̱ fangshat, kang nggúnggúng nna yà pa̱ nneɗing ka̱ apal atak nshì iya̱m awop.
1a2b1000a4	Kang atak apər aga nshì iya̱m awop va̱ ta mmogo, nwuwang ashar ìsəm pa̱ ìparəm ama̱n pa̱ zəng kang mbəbal ashar ìsəm pa̱ ìparəm ama̱n pa̱ zəng.
1a2b11014a	Nggugwang mmogo na kpa, nwuwang ashar ìsəm pa̱ ìparəm ama̱n pa̱ neɗing, kang mbəbal ashar ìsəm pa̱ ìparəm ama̱n pa̱ neɗing, ká̱ ìɗər gáng na mbal aɓo ashar, kang ìjilijili ashar pa̱ zəng ká̱ aɓuɓo gáng pa̱ kpaktak. Oga atak ntòng nkyén aga atak nshì iya̱m awop va̱ ta dər asa̱l nfa alum.”
1a2b120100	Te uza̱ là á mi pa̱, “Á ya anəm, unəm uga nzhi uYawe là pa̱, iya̱m va ta̱ na oga nnap nkpakkpak ka̱kul atak aga nshì iya̱m awop. Kà̱ nra va̱ mí me na ka̱kul ǹyichi iya̱m inana iga nshì pa̱ ɗwot ká̱ nsháng nchə̀r ka̱ apəpal,
1a2b1300e2	te ɓu na ôLawi onəm oga mpyal awop, omà ka̱ akum aZadok, ova ɓa dát ká̱ mi, pa̱ ó nəm inok á mi, mí na ǹya akut ka̱ ashe iya̱m nkang ka̱kul iya̱m inana iga nnap mɓá̱ngɓa̱ng, unəm uga nzhi uYawe à là.
1a2b1400fe	Kang ɓu pá nchìchər ɓu zuk ka̱ izər oga nggúnggúng ngga nneɗing va̱ ta ká̱ oga nggulyanggu ngga nneɗing va̱ ta ngga atak nggugwang, kang ka̱ apal nkpaktak ìɗər. Ka̱ asa̱l va ta ɓu nàl atak aga mpyal awop kang ɓu mwa ishishi ká̱.
1a2b1500a2	Te ɓu yar ǹya akut kpa ka̱kul iya̱m inana nnap mɓá̱ngɓa̱ng, kang ɓu shì ka̱ atak va̱ mmá nak ka̱ nzhi Inan nchumchum, kà̱ nsəm Atak Ayə́ryər.
1a2b1600cb	Kà̱ nra ngga mparəm te, ɓu yichi mbit nva yà ká̱ mbyet ka̱t ka̱kul iya̱m inana iga nshì ka̱kul nnap mɓá̱ngɓa̱ng. Te atak nshì iya̱m awop i nàl, wa nva mmá nàl na ká̱ ǹya akut á.
1a2b170084	Ka̱ nva̱ng va̱ ú gba̱l ka̱ nnənal chit te, ɓu yichi ǹya akut ká̱ inagàm ka̱ ashe iya̱m nkang iva yà ka̱ mbyet ka̱t.
1a2b1800a8	“Kang ɓu ɓa ká̱ oza̱ kà̱ mpyal àYawe, te onəm oga mpyal awop i wung mmàn ka̱ apal oza̱, kang oza̱ i yichi oza̱ iya̱m inana iga nshì pa̱ ɗwot ûYawe.
1a2b1900b5	Ka̱ apal nra pa̱ nfangshat, ɓu ɓa ká̱ mbit ka̱kul iya̱m inana nnap mɓá̱ngɓa̱ng, kang ɓu yichi ǹya akut ká̱ inagàm ka̱ ashe iya̱m nkang iva yà ká̱ mbyet ka̱t.
1a2b1a007a	“Ka̱ apal nra pa̱ nfangshat, oza̱ i mwa ishi ka̱kul atak nshì iya̱m awop va̱ ta̱ kang oza̱ i nàl na, i gar na.
1a2b1b013e	Kang awalang va̱ oza̱ gba̱l oga nra va̱ ta chit, i ɓàn kà̱ nra ngga nna̱nne i ga mpyal te, onəm oga mpyal awop i yichi oga iya̱m inana ɓu iga nshì pa̱ ɗwot, ká̱ iya̱m inana ɓu iga ntəm ikángkáng ka̱ apal atak aga nshì iya̱m awop, nna chit te, mi ka̱m ɓu ɗak, unəm uga nzhi uYawe à là.”
1a2c01006f	Te uza̱ le ká̱ mi ka̱ anung nkəlang ngga agbai ngga Atak Ayə́ryər va dər asa̱l nfa alum te, a gugún.
1a2c0200fa	Kang uYawe là á mi pa̱, “Anung nkəlang va̱ ta̱ mí re ká̱ nkuk wa nnà ta̱, mí bol na ka̱t, kang unəm uro yà i tar kà̱ ka̱t, ka̱kul uYawe, Inan oIsa̱rila á tar chit kà̱, ka̱kul nva̱ ta te, mí re i təm ká̱ nkuk wa nnà ta.
1a2c0300b5	Ya i yà uponzhi chwat, kang i təm ka̱ ashishe i ri iya̱m-nrì kà̱ mpyal àYawe. Uza̱ i tar ka̱ asa̱l ìgəla̱n iga anung nkəlang va ta̱, te uza̱ i fa ka̱ ta na kpa.”
1a2c0400a8	Kang uza̱ ɓa ká̱ mi kà̱ mpyal nzhi ka̱ asa̱l anung nkəlang aga asa̱l mpal. N dər te, n ya ìzhàn àYawe yə́l ashe nzhi va̱ ta, te n ru, n zəp ká̱ afu.
1a2c05017b	Te uYawe là á mi pa̱, “Á ya anəm, nak ishi pa̱ dakdak, dər ká̱ ìwú ɓu, kang ɓù fe ká̱ achwang ɓu, nkpaktak iya̱m va̱ mi là á ɓu ka̱ apal oga nnap mpakpak ngga nzhi àYawe nchumchum va̱ ta̱ ká̱ nkpaktak oga nnap nkpakkpakkpakkpak. Nak ishi pa̱ dakdak ká̱ asa̱l aga ntar nzhi va̱ ta̱, ká̱ nkpaktak oga asa̱l aga nfa Atak Ayə́ryər va̱ ta̱.
1a2c060086	Te là ônəm oga nfa iya̱mkak, oIsa̱rila, ‘ÁIsa̱rila, unəm uga nzhi uYawe là pa̱, oga nnap nnəm ɓu ngga ajan á kúr chit.
1a2c07012b	Ka̱kul mmawó kà̱ nvyap nzhi mi nchumchum ka̱ atak ntáng ká̱ onəmchən oga nlang nna nnandər, oga achè amulur, ka̱ awalang va̱ ó yichi iya̱m-nrì mi á mi, mpip ká̱ nchə̀r á, ka̱kul nva̱ ta te, ó ɓəkchi nsar nnap-nlà mi chit, ka̱ atak nkpaktak oga nnap nnəm wó ngga ajan.
1a2c08008d	Kang ó nak ishi ká̱ oga inok mi iyə́ryər ka̱t, ó nak onəm okak pa̱ á nak ishi ká̱ inok iga Atak Ayə́ryər mi ka̱ ɗor wó.’
1a2c0900cd	“UNəm uga nzhi uYawe là pa̱, ‘UNəmchən uro yà uga nlang nna nnandər, uga achè amulur ka̱ ashe nkpaktak onəmchən va̱ omà ka̱ ashe onəm oIsa̱rila, i tar ka̱ ashe nzhi mi nchumchum ka̱t.
1a2c0a00a8	OLawi va̱ omà gbà̱ng ká̱ mi, oza̱ kap ká̱ mi ka̱kul ichər oza̱, awalang va̱ oIsa̱rila a lyep a re asa̱l te, oza̱ i yar nsur nnap mɓá̱ngɓa̱ng oza̱.
1a2c0b0141	Oza̱ i tong onəm oga inok ka̱ ashe atak mi ayə́ryər, oza̱ i nak ishi ká̱ oga anung nkəlang ngga nzhi Inan nchumchum va̱ ta, kang i nəm inok kà̱ nzhi va̱ ta. Oza̱ i pà iya̱m inana iga nshì pa̱ ɗwot ká̱ iya̱m inana ka̱kul onəm, kang oza̱ i tong ka̱ mpyal onəm va̱ ta, oza̱ i nəm inok ôza̱.
1a2c0c0117	Ka̱kul oza̱ nəm inok oza̱ kà̱ mpyal ichər oza̱, te oza̱ sat iya̱m iga nlə̀p ìfang iɓá̱ngɓa̱ng ka̱ atak nzhi àIsa̱rila, ka̱kul nva̱ ta te n sóng anung chit ka̱ apal oza̱, unəm uga nzhi uYawe à là, kang oza̱ i ka̱m nsur iya̱m iɓá̱ngɓa̱ng oza̱.
1a2c0d00f7	Oza̱ i yà ká̱ mɓa dát ká̱ mi, na ó nəm inok wa onəm oga mpyal awop ka̱t. Oza̱ i yà ká̱ mɓa dát ká̱ iya̱m iyə́ryər mi, ka̱t te iva yər ji pa̱ kpaktak ka̱t, kang oza̱ i yar ìwuswa ka̱kul oga ajan va̱ na oza̱ nəm á.
1a2c0e0085	Ká̱ nnà te, mi nak oza̱ i nak ishi ká̱ inok iga nzhi Inan nchumchum, oza̱ i nəm nkpaktak oga inok va̱ mí nəm ka̱ ashishe.
1a2c0f0151	“‘Kang oLawi omà onəm oga mpyal awop, ova oga akum aZadok, kà̱ nnak ishi ká̱ Atak Ayə́ryər mi ka̱ awalang va̱ onəm oIsa̱rila lyep re asa̱l mi, te omà i ɓa i dát ká̱ mi na ó nəm inok á mi. Te oza̱ i tong kà̱ mpyal mi ka̱kul na ó yichi iya̱m inana iga mpip ká̱ nchə̀r á mi, unəm uga nzhi uYawe à là.
1a2c100074	Oza̱ i táng ka̱ ashe Atak Ayə́ryər mi, kang oza̱ i ɓa dát ká̱ atebəl mi, oza̱ i nak ishi ká̱ inok mi.
1a2c11011c	Awalang va̱ oza̱ i táng oga anung nkəlang ngga mmulok va̱ ta, te oza̱ i mwàk ilukwán alinin. Oza̱ i yà ká̱ mmwàk iya̱m va̱ mmá nəm ká̱ awulu ka̱t, nva̱ oza̱ kà̱ nnəm inok ka̱ oga anung nkəlang ngga ashe amulok va̱ ta ka̱t te ka̱ ashe nzhi Inan nchumchum.
1a2c1200ab	Oza̱ i chəp oga iya̱m ishi iga alinin ka̱ ishi oza̱, kang oza̱ i mwàk iya̱m ijili iga alinin. Oza̱ i yà ká̱ mmwàk iya̱m va̱ i nak atak sur ôza̱ lap ka̱t.
1a2c13011c	Kang awalang va̱ oza̱ a wong pa̱ ó fa agəla̱n ka̱ atak onəm, te oza̱ á zəp ilukwán va̱ oza̱ nəm inok ká̱, oza̱ á nak oza̱ á ra ka̱ ashe oga atak ayə́ryər, te oza̱ á mwàk ilukwán iro le kang oza̱ a gar onəm ka̱ atak oga ilukwán oza̱ iyə́ryər ka̱t.
1a2c140083	Oza̱ i kpat akpap ishi oza̱ ka̱t, oza̱ i yà ká̱ nré akpap oza̱ i wang ka̱t, nkpak pa̱ oza̱ a gbá̱ng akpap ishi oza̱.
1a2c15007c	Kang unəm uga mpyal awop uro a wá ndəng ìba̱ngba̱ng va̱ sam chit ka̱t, ka̱ awalang va̱ uza̱ a tar ashe amulok á.
1a2c1600d2	Oza̱ i ka̱m uchar va̱ ukpələng ka̱t, ka̱t te uchar va̱ le ìvang, ya uyen ɓyen va uwa nyi ununggwan chit ka̱t, uva ka̱ akum nzhi àIsa̱rila, ka̱t te ya uchar ukpələng ànəm uga mpyal awop chwat.
1a2c1700c5	Kang oza̱ i ɗyáng ônəm mi nɗongɗong iya̱m va̱ inəna̱n ká̱ iya̱m va̱ inəna̱n ka̱t, oza̱ i nyám ôza̱ asa̱l va̱ oza̱ i kap ìshimshe iyə́ryər ká̱ iva̱ iyə́ryər ka̱t.
1a2c1800f6	“‘Oza̱ i yà onəm oga nnáp akwali ka̱ apal ndap izər, oza̱ i náp akwali ka̱ apal nnáp akwali mi. Oza̱ i kpak oga nnap mpakpak ká̱ nkpaktak oga nɗyáng mi, ká̱ oga ilum mi inaknak, kang oza̱ i kpak oga aSati mi ayə́ryər kpa.
1a2c190105	Oza̱ i ga i dát ká̱ akúm ka̱t, le kang oza̱ a vyap ishi oza̱. Ǹnyi te, ya i yà unang ka̱t te upon, uyen ununggwan ka̱t te uchar, ugənang ununggwan ka̱t te ugənang uyen uchar uva uwa váng chit ka̱t, ka̱kul oza̱ te oza̱ i vyap ishi oza̱ vyap.
1a2c1a0051	Kà̱ nva̱ng va̱ uza̱ nàl chit, te oza̱ i kung oga nra á na pa̱ nfangshat.
1a2c1b00d0	Ká̱ nda va̱ uza̱ i tar ashe Atak Ayə́ryər, ka̱ ashe mmulok na ô nəm inok ka̱ ashe Atak Ayə́ryər va̱ ta, te uza̱ i yichi iya̱m inana wò iga nnap mɓá̱ngɓa̱ng, unəm uga nzhi uYawe à là.
1a2c1c008e	“‘Mi yà iya̱m akup oza̱, mmami na iya̱m akup oza̱. Ó yà ká̱ nná iya̱m ôza̱ ka̱ ashe aIsa̱rila ka̱t, mmami na iya̱m oza̱.
1a2c1d00ba	Oza̱ i ri iya̱m inana iga ìpirkur, ká̱ iya̱m inana nnap mɓá̱ngɓa̱ng, ká̱ iya̱m inana mpat, ká̱ nza̱ iya̱m ìgorgor nggo ka̱ ashe aIsa̱rila ûYawe, te i yà iji oza̱.
1a2c1e00f5	Kang nkpaktak oga iya̱m mɓən iga nggəshi, ká̱ nkpaktak nza̱ iya̱m inana ka̱ ashe iya̱m inana wó, i yà iji onəm oga mpyal awop. Ó na onəm oga mpyal awop mma̱k wó ngga nggəshi, ka̱kul na nnap nnəna̱n á yà ka̱ ashe nzhi wó.
1a2c1f0087	Onəm oga mpyal awop, i ri iya̱m ikuku ka̱t, inyil ka̱t te iya̱m nkang, iva kú ká̱ ishi wò ka̱t te ìzhe ìga anyin à gba̱l.
1a2d010143	“‘Ka̱ awalang va̱ ó kap mbin va̱ ta̱ iya̱m akup te, ó nak atak aro ka̱kul áYawe i təm atak ayə́ryər, nwuwang i yà ashar ìkalong ìsəm pa̱ ishatɗing ama̱n pa̱ fangshat ká̱ ìgba̱l pa̱ ìtukun, mbəbal ashar ìkalong ìsəm pa̱ ishatɗing. Nkpaktak mbin va̱ mmá gəl te, i sat atak ayə́ryər.
1a2d020130	Ka̱ ashishe te, atak aro mmogo nwuwang ashar ìgba̱l pa̱ ìfangshat ká̱ ìsəm pa̱ ìtukun, mbəbal ashar ìgba̱l pa̱ ìfangshat ká̱ ìsəm pa̱ ìtukun, i yà ka̱kul atak ayə́ryər, kang agbagba mbəbal i yà ashar ìsəm pa̱ ìfangshat ama̱n pa̱ tukun, i gáng atak ayə́ryər va̱ ta.
1a2d03011b	Ka̱ ashe mbin ngga atak ayə́ryər va̱ mmá gəl te, ɓu màl nwang ashar ìkalong ìsəm pa̱ ishatɗing ama̱n pa̱ fangshat ká̱ ìgba̱l pa̱ ìtukun, kang mbəbal ashar ìkalong pa̱ ìgba̱pchi ama̱n pa̱ tukun, ashe atak va̱ ta i yà Atak Ayə́ryər va ji pa̱ kpaktak.
1a2d040134	Nggəl mbin va̱ ta nna i yà atak ayə́ryər aga mbin va̱ ta. I yà nji onəm oga mpyal awop, ova kà̱ nnəm inok ka̱ ashe Atak Ayə́ryər va̱ ta, ova i dát ká̱ uYawe ka̱kul na ó nəm inok á na. Atak ayə́ryər va̱ ta i yà atak ka̱kul oga nzhi oza̱ ká̱ atak ayə́ryər ka̱kul nzhi Inan.
1a2d050136	Nggba̱k nro, nwuwang ashar ìkalong ìsəm pa̱ ishatɗing ama̱n pa̱ fangshat ká̱ ìgba̱l pa̱ ìtukun, kang mbəbal ashar ìkalong pa̱ ìgba̱pchi ama̱n pa̱ tukun, i yà nji oLawi, omà i nəm inok ka̱ ashe nzhi Inan nchumchum, i ta̱l atak aji oza̱, ka̱kul oga itong va oza̱ i təm ka̱ ashishe.
1a2d06013e	“‘Kà̱ ngba̱k atak va̱ ó na ka̱kul Atak Ayə́ryər te, ó na atak á yà iya̱m ìtong va̱ ta, ashar ìkalong pa̱ ìfangshat ká̱ igba̱l pa̱ itukun, kang nwuwang ashar ìkalong ìsəm pa̱ ishatɗing ama̱n pa̱ fangshat ká̱ ìgba̱l pa̱ ìtukun. Atak va̱ ta i yà ka̱kul nkpaktak nzhi àIsa̱rila.
1a2d070171	“‘Kang mbin va̱ kà̱ ngba̱k Atak Ayə́ryər va̱ mmá gəl, ká̱ atak va̱ ka̱kul ìtong te, i yà nji aponzhi i màl ìkwoksok ká̱ Atak Ayə́ryər ká̱ atak oga ítong, ka̱ asa̱l ntar alum kang ka̱ asa̱l nfa alum, nwuwang i yà iya̱m izəngtəng ka̱ nkap ngga oga akum. I ɓàn ka̱ aswari aga asa̱l ntar alum i ga i chu aswari aga asa̱l nfa alum
1a2d0800b1	aga mbin va̱ ta. I yà mbibin ka̱ ashe aIsa̱rila, kang oponzhi mi i yà ka̱ nka̱r onəm mi lap ka̱t, ǹnyi te, oza̱ i re oga aɓo mbin va̱ ta n̂kpaktak akum oIsa̱rila.
1a2d0900d8	“‘UNəm uga nzhi uYawe là pa̱, óponzhi oIsa̱rila, ó re nnəm ìfan ká̱ nka̱r onəm va̱ mmawó kà̱ nnənəm, na ó náp akwali ka̱ apal nnandər. Ó re nvyat mbin onəm mi, unəm uga nzhi uYawe à là.
1a2d0a0089	Re ó nəm inok ká̱ iya̱m iga mma iya̱m iga nnandər, wa ikpáng iga mma iya̱m ká̱ ikpáng iga ndəng iga mma iya̱m iga nnandər.
1a2d0b0147	Ikpáng iga mma iya̱m ká̱ ikpáng iga ndəng iga mma iya̱m va̱ ta ìrup oza̱ i yà iya̱m pa̱ izəngtəng. Ikpáng iga ndəng va̱ ta pa̱ igba̱pchi te, ìsar pa̱ ìzəng, kang ikpáng iga mma iya̱m va̱ ta pa̱ igba̱pchi te, anap pa̱ zəng. Anap ka̱t te ìsar va̱ ta i ta̱l iya̱m iga mmàl iya̱m iga nnandər.
1a2d0c006c	AShekel i yà agera ìsəm pa̱ ìparəm. Ashekel ìsəm pa̱ ìkpa̱ɗing te, i yà azhal a wó pa̱ zəng.
1a2d0d00e5	“‘Iya̱m inana va ta̱ ó na. Ó na nkap pa̱ nzəng ka̱ ashe akpa̱ɗing iga ìkpáng pa̱ izəng iga ìzangzəng, kang nkap pa̱ nzəng ka̱ ashe akpa̱ɗing iga ìkpáng pa̱ izəng iga ìbəshi ka̱ ashe nza̱ anap nggo.
1a2d0e00aa	Ka̱ apal nnap mmì te, ó na nkap pa̱ nzəng ka̱ ashe agba̱pchi iga afal mmì pa̱ nzəng ka̱ ashe nza̱ ìsar nggo. Afal mmì pa̱ gba̱pchi te, ìsar pa̱ ìzəng.
1a2d0f0144	Kang ó na ìtam pa̱ ìzəng ka̱ ashe nggatək iya̱m nkang ìgba̱l pa̱ ìparəm, ka̱ ashe mbin nnəna̱n ngga nkpak iya̱m nkang oIsa̱rila. Nna ta̱ mi nəm inok ká̱ ka̱kul oga iya̱m inana iga ìpirkur, ká̱ iga nshì pa̱ ɗwot, ká̱ iga ntəm ikángkáng, ka̱kul nyar mpat onəm, unəm uga nzhi uYawe à là.
1a2d10006a	Nkpaktak onəm va̱ kà̱ mbin va̱ ta oza̱ i na oga iya̱m inana va̱ ta ka̱kul aponzhi uga aIsa̱rila.
1a2d110195	Uponzhi uwà ká̱ ìɗək iga nna oga iya̱m inana iga nshì pa̱ ɗwot, ká̱ iga ìpirkur, ká̱ iga nwá ka̱ awalang aga nchang izər, kà̱ nfa ape ká̱ oga aSati, nkpaktak oga nchang izər va̱ ta̱ aga mbin oIsa̱rila. Uza̱ i na oga iya̱m inana va̱ ta̱ iga nnap mɓá̱ngɓa̱ng, ká̱ iga ìpirkur, ká̱ iga nshì pa̱ ɗwot, ká̱ iga ntəm ikángkáng, na mmá yar mpat ôIsa̱rila ká̱.
1a2d1200c1	“‘Iya̱m va ta̱ unəm uga nzhi uYawe là pa̱, kà̱ nra ngga nggəshi ka̱ apye aga nggəshi te, ɓu yar ǹya akut ava yà ká̱ mbyèt ka̱t kang ɓu gòr Atak Ayə́ryər va̱ ta ká̱.
1a2d130107	Te unəm uga mpyal awop i pá nchə̀r iya̱m inana iga nnap mɓá̱ngɓa̱ng va̱ ta, i sháng ka̱ izər oga ndar ngga anung nzhi awop va̱ ta, ká̱ nggulyanggu ngga nneɗing ngga atak mpyal awop va̱ ta, ká̱ oga ndar ngga anung nkəlang ngga mmulok va̱ ta.
1a2d1400c7	Ɓu nəm wa nnà ta kà̱ nra ngga nfangshat ngga ape va̱ ta ka̱kul anəm va̱ nəm nnap mɓá̱ngɓa̱ng ká̱ avyal ka̱t, ka̱t te ka̱ ashe nnyi wò ka̱t. Wa nnà ta ɓu gor nzhi awop va̱ ta.
1a2d1500f1	“‘Ka̱ apye aga nggəshi, kà̱ nra ngga ngba̱pchi ama̱n pa̱ neɗing te, ó nəm nchang izər ngga nggantal ka̱ apal nra pa̱ nfangshat, kang ó rí nzəngkəng ngga ǹyà ká̱ anyer ka̱t ka̱ awalang ga nnəm nchang izər va̱ ta.
1a2d160090	Ká̱ nda va̱ ta te, uponzhi i na ǹya akut ka̱kul ishi wò ká̱ nkpaktak onəm oga mbin va̱ ta, ka̱kul iya̱m inana nnap mɓá̱ngɓa̱ng.
