130000000a	Sálmarnir
2b0619005e	Þegar fólkið kom þangað og fann hann, spurði það: „Herra, hvernig komstu hingað?“
2b061a0093	Jesús svaraði: „Ég segi ykkur satt, þið leitið mín vegna þess að ég gaf ykkur að borða, en ekki vegna þess að þið trúið á mig.
2b061b00b0	Hugsið ekki um það sem eyðist, eins og til dæmis mat. Leitið heldur eilífa lífsins sem ég, Kristur, get gefið ykkur, og einmitt þess vegna sendi Guð mig hingað.“
2b061c004f	„Hvað eigum við þá að gera til að þóknast Guði?“ spurði fólkið.
2b061d004d	„Guðs vilji er að þið trúið þeim sem hann sendi,“ svaraði Jesús.
2b061e0088	„Þá verður þú að sýna okkur fleiri kraftaverk, ef þú vilt að við trúum því að þú sért Kristur,“ svaraði fólkið.
2b061f00be	„Gefðu okkur ókeypis brauð á hverjum degi eins og forfeður okkar fengu á leið sinni yfir eyðimörkina. Það stendur í Biblíunni að Móse hafi gefið þeim brauð frá himni.“
2b06200090	„Það var ekki Móse, sem gaf þeim það,“ svaraði Jesús, „heldur faðir minn. En nú vill hann gefa ykkur hið sanna brauð af himni.
2b06210048	Brauð Guðs er sá sem Guð sendi frá himni og gefur heiminum líf.“
2b0622004d	„Herra,“ sögðu þeir, „gefðu okkur slíkt brauð á hverjum degi!“
2b06230085	„Ég er brauð lífsins,“ svaraði Jesús, „þann mun ekki hungra sem til mín kemur og þann aldrei þyrsta sem á mig trúir.
2b06240059	Ég segi enn: Vandi ykkar er að þið trúið ekki á mig þótt þið hafið séð mig.
2b0625006e	Allir þeir sem faðirinn gefur mér, koma til mín, og þann sem til mín kemur, mun ég alls ekki reka burt.
2b0626005c	Ég kom hingað frá himni til að gera vilja Guðs sem sendi mig, en ekki minn eigin vilja.
2b06270081	Vilji Guðs er sá að ég týni ekki neinum þeirra sem hann hefur gefið mér, heldur veki þá til eilífs lífs á dómsdegi.
2b06280089	Það er vilji föður míns að allir sem sjá soninn og trúa á hann, eignist eilíft líf og að ég reisi þá upp á efsta degi.“
2b0629007a	Þegar Gyðingarnir heyrðu hann segja að hann væri brauð frá himni, gagnrýndu þeir hann sín á milli og hrópuðu:
2b062a00a9	„Ha? Hvað á hann við? Þetta er bara hann Jesús Jósefsson! Við þekkjum föður hans og móður. Hvernig getur hann sagt að hann hafi komið niður af himni?“
2b062b0035	„Verið ekki með þennan kurr,“ svaraði Jesús.
2b062c0081	„Enginn getur komið til mín, nema faðirinn, sem sendi mig, leiði hann og á efsta degi mun ég reisa hann upp frá dauðum.
2b062d0098	Svo segir Biblían um þá: „Guð mun sjálfur fræða þá.“ Þeir sem hlusta á föðurinn og læra sannleikann hjá honum, munu dragast að mér.
2b062e0063	Ekki svo að skilja að þeir sjái föðurinn í raun og veru, ég er sá eini sem það hef gert.
2b062f005c	Ég segi ykkur satt: „Hver sem trúir á mig, mun þegar í stað eignast eilíft líf!“
2b06300017	Ég er brauð lífsins!
2b06310080	Það var ekkert líf í brauðinu sem féll af himni og forfeður ykkar átu í eyðimörkinni – þeir dóu allir um síðir.
2b06320053	Það er aðeins til eitt himneskt brauð og þeir sem þess neyta munu ekki deyja.
2b063300b5	Ég er þetta lifandi brauð, sem kom niður af himni, og sá sem neytir þess mun lifa að eilífu. Þetta brauð er ég sjálfur – hold mitt sem gefið er heiminum til lífs.“
2b063400a2	Þá tóku Gyðingarnir að þrátta sín á milli um það hvað hann ætti við og spurðu: „Hvernig getur þessi maður gefið okkur hold sitt að borða?“
2b063500b0	Jesús sagði því aftur: „Ég segi ykkur satt og legg á það áherslu: Þið getið ekki átt eilíft líf í ykkur, nema þið etið hold Krists og drekkið blóð hans.
2b0636006a	Sá sem etur hold mitt og drekkur blóð mitt hefur eilíft líf, og ég mun vekja hann upp á efsta degi.
2b06370038	Hold mitt er sönn fæða og blóð mitt sannur drykkur.
2b0638004b	Hver sem etur hold mitt og drekkur blóð mitt, er í mér og ég í honum.
2b0639006b	Ég lifi í krafti föðurins, hans sem lifir, og á sama hátt munu þeir lifa sem hlutdeild eiga í mér.
2b063a00ab	Ég er hið sanna brauð sem kom niður af himni og hver sem etur þetta brauð, mun lifa að eilífu en ekki deyja eins og forfeður ykkar, sem átu brauð frá himni.“
2b063b003a	Þessa ræðu hélt Jesús í samkomuhúsinu í Kapernaum.
2b063c0066	Þá sögðu sumir lærisveina hans: „Þetta var hörð ræða! Hver getur hlýtt á annað eins?“
2b063d007b	Jesús vissi með sjálfum sér að lærisveinarnir voru óánægðir og sagði því við þá: „Hneykslar þetta ykkur?
2b063e004d	Hvað mynduð þið segja ef þið sæjuð mig, Krist, fara aftur til himins?
2b063f00c1	Það er aðeins heilagur andi sem getur lokið þessu upp fyrir ykkur, þið getið aldrei skilið það af eigin mætti. Nú hef ég sagt ykkur hvernig þið getið eignast þetta sanna líf,
2b06400095	en sumir ykkar trúa mér samt ekki.“ (Jesús vissi frá byrjun hverjir það voru sem ekki trúðu, og hann vissi einnig hver mundi svíkja hann.)
2b0641008f	Hann bætti við og sagði: „Þetta átti ég við þegar ég sagði að enginn gæti komið til mín nema faðirinn leiddi hann til mín.“
2b06420056	Eftir þessi orð Jesú, fóru margir lærisveina hans frá honum fyrir fullt og allt.
2b06430051	Jesús sagði þá við þá tólf: „En þið, ætlið þið líka að fara?“
2b06440074	Símon varð fyrir svörum: „Meistari, hvert ættum við að fara? Þú ert sá eini sem hefur orð eilífs lífs,
2b06450044	við trúum þér og vitum að þú ert hinn heilagi sonur Guðs.“
2b0646004e	Þá sagði Jesús: „Ég útvaldi ykkur tólf, en einn ykkar er djöfull.“
2b0647007a	Hér átti hann við Júdas, son Símonar Ískaríot, einn þeirra tólf, en sá varð síðar til þess að svíkja hann.
2b070100a3	Eftir þetta fór Jesús til Galíleu og ferðaðist frá einu þorpinu til annars. Hann vildi ekki vera í Júdeu því að leiðtogarnir þar sátu um líf hans.
2b07020060	Brátt leið að laufskálahátíðinni, en það er ein hinna árlegu trúarhátíða Gyðinga.
2b070300a6	Bræður Jesú hvöttu hann til að fara til Júdeu á hátíðina og sögðu ertnislega: „Farðu þangað, því að þá geta miklu fleiri séð kraftaverk þín.
2b07040081	Þú verður ekki frægur af því að fela þig. Og fyrst þú ert svona mikill, skaltu reyna að sanna það fyrir heiminum!“
2b0705002d	Bræður Jesú trúðu sem sagt ekki á hann.
2b0706008d	Jesús svaraði: „Minn tími til að fara er enn ekki kominn. Þið getið hins vegar farið hvenær sem þið viljið, það breytir engu,
2b07070072	því heimurinn er ekki á móti ykkur. Hann er á móti mér, því ég ásaka hann fyrir illt athæfi og syndir.
2b07080042	Þið skuluð fara; ég kem seinna þegar minn tími er kominn.“
2b07090035	Af þessari ástæðu varð Jesús eftir í Galíleu.
2b070a0072	En þegar bræður hans voru farnir til hátíðarinnar fór Jesús líka, en á laun og lét ekkert á sér bera.
2b070b005f	Leiðtogar þjóðarinnar reyndu að finna hann á hátíðinni og héldu uppi spurnum um hann.
2b070c0092	Fólkið ræddi mikið um hann sín á milli og sumir sögðu: „Hann er dásamlegur maður.“ Aðrir sögðu: „Nei, hann blekkir fólkið.“
2b070d005a	Enginn þorði að taka málstað hans opinberlega af ótta við leiðtoga þjóðarinnar.
2b070e0057	Þegar hátíðin var hálfnuð gekk Jesús inn í musterið og predikaði opinberlega.
2b070f0095	Leiðtogar þjóðarinnar undruðust orð hans og spurðu: „Hvaðan hefur hann þessa þekkingu? Hann hefur aldrei gengið í skóla hjá okkur.“
2b07100061	Jesús sagði þá við þá: „Ég kenni ekki eigin hugmyndir, heldur orð Guðs sem sendi mig.
2b07110092	Ef einhver ykkar vill gera vilja Guðs í raun og veru, þá mun hann örugglega sjá hvort boðskapur minn er frá Guði eða frá sjálfum mér.
2b07120071	Sá sem talar af sjálfum sér vonast eftir hrósi, en sá sem heiðrar þann sem sendi hann, er trúr og sannur.
2b071300b3	Móse gaf ykkur lögin en hvers vegna hlýðið þið þeim þá ekki? Hvers vegna segið þið að ég brjóti þau og hver er ástæða þess að þið viljið lífláta mig?“
2b07140061	Fólkið svaraði: „Þú ert ekki með öllum mjalla! Hver er það sem situr um líf þitt?“
2b07150180	Jesús svaraði: „Ég læknaði mann á helgidegi og það kom ykkur á óvart, en samt vinnið þið sjálf á helgidögum þegar þið umskerið samkvæmt lögum Móse – reyndar er umskurnin eldri en lögmál Móse. Ef umskurnardag ber upp á helgidag, þá framkvæmið þið umskurnina eins og ekkert sé. Hvers vegna dæmið þið mig þá fyrir að lækna mann á helgidegi?
2b07180060	Hugsið þetta mál og þá munuð þið komast að raun um að ég hef á réttu að standa.“
2b07190065	Sumir íbúar Jerúsalem sögðu þá: „Er þetta ekki maðurinn sem leiðtogar okkar vilja feigan?
2b071a00bf	Hvernig stendur þá á því að hann fær að predika óáreittur á almannafæri og þeir gera enga athugasemd? Getur verið að þeir hafi loksins komist að raun um að hann sé Kristur?
2b071b00b1	En hvernig ætti hann annars að vera það? Við vitum, jú, hvar hann er fæddur, en þegar Kristur kemur mun enginn vita hvaðan hann kemur, hann mun birtast allt í einu.“
2b071c00f9	Þetta varð til þess að eitt sinn er Jesús var að predika í musterinu, kallaði hann hátt: „Já, þið þekkið mig og vitið hvar ég fæddist og hvar ég ólst upp, en ég tala máli þess sem þið þekkið ekki og hann er sannleikurinn.
2b071d0048	Ég þekki hann því ég var hjá honum og hann sendi mig til ykkar.“
2b071e0057	Þegar leiðtogarnir heyrðu hann segja þetta leituðust þeir við að handtaka hann.
2b071f00a5	Margir þeirra sem komu reglulega í musterið trúðu á hann og sögðu: „Hvaða kraftaverk haldið þið að Kristur geri, sem þessi maður hefur ekki gert?“
2b07200067	Þegar farísearnir heyrðu þetta sendu þeir og æðstu prestarnir lögregluna til að handtaka hann.
2b0721008b	Þá sagði Jesús: „Bíðið með þetta! Mér ber að vera hér enn um stund, en að því loknu sný ég aftur til hans sem sendi mig.
2b0722005e	Þið munuð leita mín en án árangurs, því að þangað sem ég fer komist þið ekki.“
2b072300e1	Leiðtogarnir urðu undrandi á þessum tilsvörum og spurðu: „Hvert skyldi hann ætla? Skyldi hann ætla úr landi til að útbreiða kenningar sínar meðal Gyðinga í öðrum löndum, eða jafnvel meðal heiðingjanna?
2b07240093	Hvað á hann við þegar hann segir að við munum leita hans, en ekki finna? Og hvað þýðir þetta: Þið komist ekki þangað sem ég fer?“
2b07250097	Síðasta daginn – helgasta dag þjóðarinnar – hrópaði Jesús út yfir mannfjöldann: „Ef nokkurn þyrstir þá komi hann til mín og drekki,
2b07260070	því Biblían segir um þann sem trúir á mig, að frá hans innra manni muni streyma lækir lifandi vatns.“
2b072700c2	Hér átti hann við heilagan anda, sem þeir mundu fá, sem tryðu á hann. En ennþá var andinn ekki gefinn, því að Jesús hafði þá ekki enn snúið aftur til dýrðar sinnar á himnum.
2b07280087	Þegar mannfjöldinn heyrði þetta sögðu sumir: „Þessi maður er áreiðanlega spámaðurinn, sem á að koma á undan Kristi.“
2b07290103	Aðrir sögðu: „Hann er Kristur.“ Enn aðrir sögðu: „Það er útilokað að hann sé Kristur. Haldið þið að Kristur komi frá Galíleu? Biblían segir að Kristur muni verða af ætt Davíðs og fæðast í Betlehem þar sem Davíð fæddist.“
2b072b0033	Fólkið hafði sem sagt ýmsar skoðanir á Jesú.
2b072c003d	Sumir vildu láta handtaka hann, en þó gerði það enginn.
2b072d00cb	Musterislögreglan, sem send hafði verið til að handtaka hann, sneri því tómhent aftur til æðstu prestanna og faríseanna. „Hvers vegna komið þið ekki með hann?“ spurðu þeir reiðilega.
2b072e0074	„Hann segir svo margt stórkostlegt!“ svöruðu þeir. „Við höfum aldrei áður heyrt neitt þessu líkt.“
2b072f005e	„Jæja, er þá líka búið að villa um fyrir ykkur?“ spurðu farísearnir hæðnislega.
2b07300049	„Hver af okkar leiðtogum eða faríseunum trúir að hann sé Kristur?
2b07310084	Fólkið trúir því, satt er það, en það er heimskt og hefur ekkert vit á slíkum hlutum, enda hvílir bölvun yfir því!“
2b0732007c	Þá spurði Nikódemus, einn af leiðtogum þjóðarinnar, sem heimsótti Jesú eitt sinn á laun til að ræða við hann:
2b0733004c	„Er leyfilegt að dæma nokkurn áður en hann hefur verið ákærður?“
2b07340098	„Ha?“ spurðu hinir, „ert þú kannski einn af þessum auvirðilegu Galíleumönnum? Lestu Biblíuna – enginn spámannanna kom frá Galíleu!“
2b0735003f	Eftir þetta leystist fundurinn upp og fór hver heim til sín.
2b08010023	Jesús fór nú til Olíufjallsins,
2b0802007e	en snemma næsta morgun var hann aftur kominn í musterið. Fólkið þyrptist að og hann settist niður og ávarpaði það.
2b080300bc	Á meðan hann var að tala, komu farísearnir og aðrir leiðtogar þjóðarinnar með konu sem staðin hafði verið að því að drýgja hór. Þeir stilltu henni upp í allra augsýn.
2b0804005f	„Kennari,“ sögðu þeir við Jesú. „Þessi kona var staðin að því að drýgja hór.
2b08050052	Lög Móse segja að slíkar konur eigi að grýta. Hvað viltu segja um það?“
2b080600a2	Ætlun þeirra var að fá hann til að segja eitthvað sem þeir gætu ákært hann fyrir. Þá beygði Jesús sig niður og skrifaði í sandinn með fingrunum.
2b080700aa	Á meðan héldu hinir áfram að krefja hann svars. Jesús stóð upp og sagði: „Allt í lagi. Grýtið hana, en sá ykkar sem syndlaus er, kasti fyrsta steininum!“
2b08080046	Síðan kraup hann aftur niður og hélt áfram að skrifa í sandinn,
2b08090092	en leiðtogarnir laumuðust í burtu, fyrst sá elsti og síðan einn af öðrum. Að lokum var Jesús þar einn ásamt konunni og mannfjöldanum.
2b080a0056	Jesús stóð þá upp og spurði konuna: „Hvar eru þeir? Ákærði þig enginn?“
2b080b0082	„Nei, herra, enginn,“ svaraði hún. „Ég ákæri þig ekki heldur,“ sagði Jesús, „farðu og syndgaðu ekki framar.“
2b080c00c5	Seinna, þegar Jesús var að ávarpa mannfjöldann, sagði hann: „Ég er ljós heimsins. Sá sem fylgir mér mun ekki staulast í myrkrinu, því ég mun lýsa honum veginn til eilífs lífs.“
2b080d005e	„Þetta er lygi!“ hrópuðu farísearnir. „Þú ert alltaf að hrósa sjálfum þér.“
2b080e00b6	„Það er satt sem ég sagði,“ svaraði Jesús, „enda þótt ég hafi sagt þetta um sjálfan mig, því ég veit hvaðan ég kom og hvert ég fer, en það vitið þið ekki.
2b080f0059	Þið dæmið mig án þess að rannsaka mál mitt fyrst. Ég mun ekki dæma ykkur strax,
2b0810007e	en þótt ég gerði það, þá væri sá dómur réttlátur að öllu leyti, því faðir minn, sem sendi mig, er með mér.
2b08110059	Lög ykkar segja að sé vitnisburður tveggja manna samhljóða, sé hann tekinn gildur.
2b0812003e	Ég er annað vitnið og hitt er faðir minn sem sendi mig.“
2b081300d1	„Hvar er faðir þinn?“ spurðu þeir. „Þið þekkið mig ekki og því þekkið þið ekki heldur föður minn,“ svaraði Jesús. „Ef þið þekktuð mig, þá mynduð þið einnig þekkja hann.“
2b0814007d	Jesús mælti þetta hjá fjárhirslunni í musterinu. En hann var ekki handtekinn, því að tími hans var enn ekki kominn.
