24	66	1189	461
File Name	Holy-Bible---French---Free-for-the-World---Standard-Edition.noia
21	Yahvé des armées, le Dieu d'Israël, dit au sujet d'Achab, fils de Kolaja, et de Sédécias, fils de Maaséja, qui vous prophétisent le mensonge en mon nom: «Voici, je les livre entre les mains de Nebucadnetsar, roi de Babylone, et il les fera mourir sous vos yeux.
22	Une malédiction sera prononcée à leur sujet par tous les captifs de Juda qui sont à Babylone, en disant: 'Yahvé te rendra semblable à Sédécias et à Achab, que le roi de Babylone a fait rôtir au feu';
23	parce qu'ils ont fait des folies en Israël, qu'ils ont commis l'adultère avec les femmes de leurs voisins, et qu'ils ont prononcé en mon nom des paroles mensongères que je ne leur avais pas ordonnées. Je suis celui qui sait, et je suis témoin», dit Yahvé.
24	Tu parleras de Shemahia, Néhélamite, en disant:
25	«Yahvé des armées, le Dieu d'Israël, dit: Parce que tu as envoyé des lettres en ton nom à tout le peuple qui est à Jérusalem, à Sophonie, fils de Maaséja, le prêtre, et à tous les prêtres, en disant:
26	«Yahvé t'a établi prêtre à la place du prêtre Jehoïada, afin qu'il y ait des officiers dans la maison de Yahvé, pour tout homme qui est fou et qui se fait prophète, que tu le mettes au pilori et aux fers.
27	Maintenant donc, pourquoi n'avez-vous pas réprimandé Jérémie d'Anathoth, qui se fait passer pour un prophète auprès de vous,
28	parce qu'il nous a envoyé à Babylone dire: La captivité est longue. Bâtissez des maisons, et habitez-les. Plantez des jardins, et mangez-en les fruits?»".
29	Sophonie, le prêtre, lut cette lettre à l'audience de Jérémie, le prophète.
30	Alors la parole de Yahvé fut adressée à Jérémie, en ces termes:
31	«Envoie à tous les captifs, en disant: «Yahvé dit au sujet de Schemaiah, le Néhélamite: «Parce que Shemaiah vous a prophétisé et que je ne l'ai pas envoyé, et qu'il vous a fait croire au mensonge: «Parce que Shemaiah vous a prophétisé, et que je ne l'ai pas envoyé, et qu'il vous a fait mettre votre confiance dans le mensonge»,
32	c'est pourquoi Yahvé dit: «Voici, je vais punir Shemaiah, le Néhélamite, et sa descendance. Il n'aura pas d'homme pour habiter au milieu de ce peuple. Il ne verra pas le bien que je ferai à mon peuple, dit Yahvé, parce qu'il a parlé de rébellion contre Yahvé.»'"
30	24
1	La parole qui fut adressée à Jérémie de la part de Yahvé, en ces mots:
2	Yahvé, le Dieu d'Israël, dit: Écris dans un livre toutes les paroles que je t'ai dites.
3	Car voici, les jours viennent, dit Yahvé, où je rétablirai la captivité de mon peuple d'Israël et de Juda, dit Yahvé. Je les ferai retourner dans le pays que j'ai donné à leurs pères, et ils le posséderont.»
4	Telles sont les paroles que l'Éternel a prononcées sur Israël et sur Juda.
5	Car Yahvé dit: «Nous avons entendu une voix tremblante; une voix de peur, et non de paix.
6	Interrogez maintenant, et voyez si un homme est en train d'accoucher. Pourquoi je vois chaque homme avec les mains sur la taille, comme une femme en travail, et tous les visages sont devenus pâles?
7	Hélas, car ce jour est grand, si bien qu'il n'y en a pas de semblable! C'est même le temps des problèmes de Jacob; mais il en sera sauvé.
8	En ce jour-là, dit l'Éternel des armées, je briserai son joug de dessus votre cou, et brisera vos liens. Les étrangers n'en feront plus leurs esclaves;
9	mais ils serviront Yahvé, leur Dieu, et David leur roi, que je leur susciterai.
10	C'est pourquoi n'aie pas peur, Jacob, mon serviteur, dit Yahvé. Ne sois pas consterné, Israël. Car voici, je vous sauverai de loin, et sauve ta progéniture du pays de leur captivité. Jacob reviendra, et sera tranquille et à l'aise. Personne ne lui fera peur.
11	Car je suis avec vous, dit Yahvé, pour vous sauver; car je ferai disparaître toutes les nations où je vous ai dispersés, mais je n'en finirai pas avec vous; mais je vais vous corriger sur mesure, et ne vous laissera en aucun cas impuni.»
12	Car Yahvé dit, «Votre blessure est incurable. Votre blessure est grave.
13	Il n'y a personne pour plaider ta cause, pour que vous soyez liés. Vous n'avez pas de médicaments de guérison.
14	Tous tes amants t'ont oubliée. Ils ne vous cherchent pas. Car je t'ai blessé avec la blessure d'un ennemi, avec le châtiment d'un cruel, pour la grandeur de ton iniquité, parce que vos péchés ont augmenté.
15	Pourquoi pleurez-vous sur votre blessure? Votre douleur est incurable. Pour la grandeur de votre iniquité, parce que vos péchés ont augmenté, Je vous ai fait ces choses.
16	C'est pourquoi tous ceux qui vous dévorent seront dévorés. Tous tes adversaires, chacun d'eux, iront en captivité. Ceux qui vous pillent seront pillés. Je ferai en sorte que tous ceux qui s'en prennent à vous deviennent des proies.
17	Car je vous rendrai la santé, et je te guérirai de tes blessures, dit Yahvé, «parce qu'ils t'ont traité de paria, en disant: «C'est Sion, que personne ne cherche.»
18	Yahvé dit: «Voici, je vais renverser la captivité des tentes de Jacob, et ayez de la compassion pour ses demeures. La ville sera construite sur sa propre colline, et le palais sera habité à sa place.
19	L'action de grâce sortira d'eux avec la voix de ceux qui font la fête. Je les multiplierai, et ils ne seront pas peu nombreux; Je vais aussi les glorifier, et ils ne seront pas petits.
20	Leurs enfants aussi seront comme avant, et leur congrégation sera établie devant moi. Je punirai tous ceux qui les oppriment.
21	Leur prince sera l'un d'entre eux, et leur chef sortira du milieu d'eux. Je le ferai s'approcher, et il s'approchera de moi; car qui est celui qui a eu l'audace de s'approcher de moi? dit Yahvé.
22	«Vous serez mon peuple, et je serai votre Dieu.
23	Voici que l'orage de Yahvé, sa colère, a éclaté, une tempête qui balaie tout; elle éclatera sur la tête des méchants.
24	L'ardente colère de Yahvé ne reviendra pas avant qu'il ait accompli, et jusqu'à ce qu'il ait accompli les intentions de son cœur. Dans les derniers jours, vous le comprendrez.»
31	40
1	«En ce temps-là, dit Yahvé, je serai le Dieu de toutes les familles d'Israël, et elles seront mon peuple.»
2	Yahvé dit: «Le peuple qui a survécu à l'épée a trouvé grâce dans le désert, même Israël, quand je suis allé le faire reposer.»
3	Yahvé m'est apparu autrefois, en disant, «Oui, je t'ai aimé d'un amour éternel. C'est pourquoi je t'ai attiré avec une grande bonté.
4	Je te reconstruirai, et tu seras bâtie, ô vierge d'Israël. Vous serez à nouveau parés de vos tambourins, et sortira dans les danses de ceux qui s'amusent.
5	Tu planteras de nouveau des vignes sur les montagnes de Samarie. Les planteurs vont planter, et profitera de ses fruits.
6	Car il y aura un jour où les sentinelles des collines d'Ephraïm crieront, «Lève-toi! Montons à Sion vers Yahvé notre Dieu.»
7	Car Yahvé dit, «Chantez avec allégresse pour Jacob, et crie pour le chef des nations. Publier, louer, et dire, «Yahvé, sauve ton peuple, le reste d'Israël!
8	Voici, je vais les faire venir du pays du nord, et les rassembler des extrémités de la terre, avec les aveugles et les boiteux, la femme enceinte et celle qui accouche ensemble. Ils reviendront comme une grande entreprise.
9	Ils viendront en pleurant. Je les conduirai avec des pétitions. Je les ferai marcher sur des rivières d'eau, dans un chemin droit où ils ne trébucheront pas; car je suis un père pour Israël. Ephraïm est mon premier né.
10	«Écoutez la parole de Yahvé, vous, les nations, et le déclarer dans les îles lointaines. Dis, Celui qui a dispersé Israël le rassemblera, et garde-le, comme un berger garde son troupeau.
11	Car Yahvé a racheté Jacob, et l'a racheté de la main de celui qui était plus fort que lui.
12	Ils viendront et chanteront sur les hauteurs de Sion, et s'écoulera vers la bonté de Yahvé, au grain, au vin nouveau, à l'huile, ainsi qu'aux jeunes du troupeau et du bétail. Leur âme sera comme un jardin arrosé. Ils n'auront plus de chagrin du tout.
13	Alors la vierge se réjouira dans la danse, les jeunes hommes et les vieux ensemble; car je transformerai leur deuil en joie, et les consolera, et les fera se réjouir de leur tristesse.
14	Je rassasierai de graisse l'âme des prêtres, et mon peuple sera satisfait de ma bonté, dit Yahvé.
15	Yahvé dit: «Une voix se fait entendre à Rama, des lamentations et des pleurs amers, Rachel pleurant ses enfants. Elle refuse d'être réconfortée pour ses enfants, car ils ne sont plus.»
16	Yahvé dit: «Empêchez votre voix de pleurer, et vos yeux des larmes, car ton travail sera récompensé, dit Yahvé. «Ils reviendront du pays de l'ennemi.
17	Il y a de l'espoir pour ta fin, dit Yahvé. «Vos enfants reviendront sur leur propre territoire.
18	«J'ai certainement entendu Ephraïm se lamenter ainsi, Vous m'avez châtié, et j'ai été châtié, comme un veau non dressé. Retournez-moi, et je serai retourné, car tu es Yahvé mon Dieu.
19	Sûrement, après cela, j'ai été transformé. Je me suis repenti. Après cela, j'ai reçu des instructions. Je me suis frappé la cuisse. J'étais honteux, oui, même confus, parce que j'ai porté l'opprobre de ma jeunesse.
20	Ephraïm est-il mon fils chéri? C'est un enfant adorable? Car aussi souvent que je parle contre lui, Je me souviens encore très bien de lui. C'est pourquoi mon cœur se languit de lui. J'aurai pitié de lui, dit Yahvé.
21	«Installez des panneaux de signalisation. Créez des repères. Placez votre cœur vers l'autoroute, même le chemin par lequel tu es passé. Retourne-toi, vierge d'Israël. Tournez-vous encore vers ces villes.
22	Combien de temps allez-vous aller ici et là, tu es une fille qui revient sur ses pas? Car Yahvé a créé une chose nouvelle sur la terre: une femme englobera un homme.»
23	Yahvé des armées, le Dieu d'Israël, dit: «Ils tiendront encore ce discours dans le pays de Juda et dans ses villes, quand je les renverrai de leur captivité: «Que Yahvé te bénisse, demeure de justice, montagne de sainteté».
24	Juda et toutes ses villes y habiteront ensemble, les cultivateurs et ceux qui conduisent des troupeaux.
25	Car j'ai rassasié l'âme fatiguée, et j'ai rassasié toute âme affligée.»
26	Sur ce, je me suis réveillé et j'ai vu, et mon sommeil m'a été doux.
27	«Voici, les jours viennent, dit Yahvé, où je vais ensemencer la maison d'Israël et la maison de Juda avec la semence de l'homme et avec la semence de l'animal.
28	De même que j'ai veillé sur eux pour arracher, abattre, renverser, détruire et humilier, de même je veillerai sur eux pour bâtir et planter, dit l'Éternel.
29	«En ces jours-là, ils ne diront plus rien, "'Les pères ont mangé des raisins aigres, et les enfants ont les dents serrées.
30	Mais chacun mourra pour sa propre iniquité. Tout homme qui aura mangé les raisins aigres aura les dents serrées.
31	«Voici, les jours viennent, dit Yahvé, où je ferai une nouvelle alliance avec la maison d'Israël et la maison de Juda,
32	non pas selon l'alliance que j'ai faite avec leurs pères, le jour où je les ai pris par la main pour les faire sortir du pays d'Égypte, et qu'ils ont rompue, bien que je fusse leur mari», dit Yahvé.
33	«Mais voici l'alliance que je conclurai avec la maison d'Israël après ces jours-là», dit Yahvé: «Je mettrai ma loi dans leurs entrailles», et je l'écrirai dans leur cœur. Je serai leur Dieu, et ils seront mon peuple.
34	Ils n'enseigneront plus chacun à son prochain, et que chacun enseigne à son frère en disant: «Connais Yahvé». car ils me connaîtront tous, du plus petit au plus grand, dit Yahvé, «car je pardonnerai leur iniquité, et je ne me souviendrai plus de leur péché.»
35	Yahvé, qui donne le soleil pour éclairer le jour, et les ordonnances de la lune et des étoiles pour éclairer la nuit, qui remue la mer, pour que ses vagues rugissent... Yahvé des Armées est son nom, dit:
36	«Si ces ordonnances disparaissent de devant moi, dit Yahvé, «alors la descendance d'Israël cessera aussi d'être une nation devant moi pour toujours.»
37	Yahvé dit: «Si le ciel en haut peut être mesuré, et les fondations de la terre fouillées en dessous, alors je rejetterai aussi toute la descendance d'Israël pour tout ce qu'elle a fait, dit Yahvé.
38	«Voici, les jours viennent, dit l'Éternel, où la ville sera bâtie à l'Éternel depuis la tour de Hananel jusqu'à la porte de l'angle.
39	La ligne de mesure s'étendra plus loin, en ligne droite, jusqu'à la colline de Gareb, et tournera vers Goah.
40	Toute la vallée des cadavres et des cendres, et tous les champs jusqu'au torrent de Cédron, jusqu'à l'angle de la porte des chevaux vers l'est, seront consacrés à l'Éternel. On ne l'arrachera plus et on ne la renversera plus à jamais.»
32	44
1	Telle fut la parole qui fut adressée à Jérémie de la part de Yahvé, la dixième année de Sédécias, roi de Juda, qui était la dix-huitième année de Nabuchodonosor.
2	En ce temps-là, l'armée du roi de Babylone assiégeait Jérusalem. Jérémie, le prophète, était enfermé dans la cour des gardes, qui était dans la maison du roi de Juda.
3	Car Sédécias, roi de Juda, l'avait fait taire, en disant: Pourquoi prophétises-tu, en disant: Yahvé dit: Voici, je livre cette ville entre les mains du roi de Babylone, et il la prendra;
4	et Sédécias, roi de Juda, n'échappera pas à la main des Chaldéens, mais il sera livré entre les mains du roi de Babylone, il parlera avec lui bouche à bouche, et ses yeux verront ses yeux;
5	et il emmènera Sédécias à Babylone, et il y restera jusqu'à ce que je le visite, dit Yahvé, bien que tu combattes les Chaldéens, tu ne prospéreras pas?»'"
